,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,volatility_5_10_after,pips_agg_5_10_after,volatility_10_15_after,pips_agg_10_15_after,volatility_15_20_after,pips_agg_15_20_after,volatility_20_25_after,pips_agg_20_25_after,volatility_25_30_after,pips_agg_25_30_after,volatility_0_45_after,pips_agg_0_45_after,volatility_0_60_after,pips_agg_0_60_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_180_after,direction_agg_0_180_after
26,2007-01-30 09:00:00,65,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,5,1,1,4,0,7,3,7,-1,6,-2,5,-1,5,-2,11,1,16,-7,18,-11,-8,1
27,2007-01-30 10:00:00,6,-0.2,0,0.0,0,1,0,0,0,1,0,1,0,0,2007,5,1,1,7,6,5,4,5,10,3,11,7,7,7,4,14,-1,14,7,16,-9,7,1
28,2007-01-31 08:15:00,0,1.0,0,0.0,0,0,1,0,0,1,0,0,0,1,2007,5,2,1,6,1,4,4,6,5,11,1,12,-9,6,-15,33,-23,33,-12,21,7,56,2
29,2007-01-31 08:30:00,2_1_22,0.6000000000000001,0,0.0,0,0,1,2,2,1,0,1,0,2,2007,5,2,3,11,-4,12,-14,6,-20,9,-28,5,-29,8,-22,29,-14,29,-11,15,5,50,2
30,2007-01-31 09:45:00,10,-3.2,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,5,2,1,10,-5,9,-6,6,-6,8,-6,17,9,6,6,41,24,58,24,42,37,39,2
31,2007-01-31 10:00:00,11,-0.3,0,0.0,0,0,0,1,0,1,0,0,1,0,2007,5,2,1,8,0,17,15,6,12,16,28,7,29,7,34,58,31,60,41,31,18,46,2
32,2007-01-31 10:30:00,18,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,5,2,1,10,-6,5,-4,23,19,14,8,8,5,12,-3,30,14,32,10,47,43,13,1
33,2007-01-31 14:15:00,26,0.0,0,0.0,0,1,0,0,1,0,0,1,0,0,2007,5,2,1,33,20,8,16,14,18,6,20,9,20,10,16,34,25,34,23,36,-1,24,2
34,2007-02-01 00:00:00,67,0.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,5,3,1,5,-2,5,-3,5,-5,4,-2,5,-3,6,-5,8,-2,9,-7,8,1,-5,1
35,2007-02-01 08:30:00,69_15_52_51,-8.1,0,1.0,0,2,1,1,4,0,0,1,2,1,2007,5,3,4,7,6,6,1,6,1,4,-1,8,-6,4,-5,16,1,16,1,26,13,1,1
36,2007-02-01 10:00:00,38_50_39,-0.2999999999999998,0,0.0,0,0,2,1,2,1,0,2,1,0,2007,5,3,3,18,3,11,0,7,7,13,-5,8,0,9,2,31,-12,32,-14,33,16,-17,1
37,2007-02-01 10:30:00,46,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,5,3,1,3,-1,8,-7,12,-2,9,-7,8,-11,6,-8,14,-6,14,-4,33,9,-12,1
38,2007-02-02 08:30:00,48_70_3,-34.2,0,0.0,0,0,0,3,1,1,1,2,0,1,2007,5,4,3,24,17,18,12,16,9,12,7,5,11,9,8,68,-37,86,-64,45,16,-71,0
39,2007-02-02 10:00:00,24_63,-0.10000000000000009,0,0.0,0,0,1,1,1,1,0,0,0,2,2007,5,4,2,17,-11,4,-13,6,-7,6,-10,3,-11,7,-9,17,-5,17,-7,48,-29,-24,0
40,2007-02-05 10:00:00,40,1.0,0,0.0,0,0,1,0,1,0,0,1,0,0,2007,6,0,1,9,-9,13,2,5,2,5,8,7,5,5,8,18,7,20,11,21,-14,11,1
41,2007-02-07 08:30:00,56_57,0.6,0,0.0,0,0,0,2,0,0,2,0,0,2,2007,6,2,2,13,6,8,0,6,1,6,-4,6,0,4,-3,13,-1,14,5,19,6,29,2
42,2007-02-07 10:30:00,18,-2.4,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,6,2,1,5,0,4,1,9,-4,5,-1,6,-1,8,5,19,7,20,10,22,8,5,1
43,2007-02-07 15:00:00,12,-1.0,0,1.0,0,0,0,1,0,1,0,0,1,0,2007,6,2,1,3,1,6,0,5,0,4,0,5,-3,5,0,10,-2,11,5,15,-11,6,1
44,2007-02-08 08:30:00,69,1.0,0,1.0,0,1,0,0,1,0,0,0,1,0,2007,6,3,1,5,0,18,-2,12,9,5,8,12,-2,7,2,30,20,38,22,22,10,39,2
45,2007-02-08 10:00:00,31,-1.1,0,-0.2,0,0,1,0,0,1,0,0,1,0,2007,6,3,1,4,1,5,3,6,0,5,4,7,10,5,9,21,7,25,20,19,1,18,2
46,2007-02-08 10:30:00,46,-5.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,6,3,1,5,-2,6,-1,12,5,7,8,6,12,7,13,22,8,24,12,15,8,4,1
47,2007-02-12 14:00:00,25,-1.8,0,0.0,0,1,0,0,1,0,0,0,0,1,2007,7,0,1,5,1,5,-1,5,1,6,2,4,3,4,3,11,4,11,1,13,-8,6,1
48,2007-02-13 08:30:00,68,-1.7,0,1.0,0,0,0,1,1,0,0,1,0,0,2007,7,1,1,12,2,17,17,9,15,7,9,3,11,7,6,23,1,28,-9,23,13,-12,1
49,2007-02-13 10:00:00,37,-1.3,0,0.0,0,0,0,1,1,0,0,0,1,0,2007,7,1,1,6,0,6,0,4,-4,5,-1,4,1,4,2,14,-4,14,-10,18,-7,7,1
50,2007-02-14 08:30:00,17_60,-0.4,0,2.0,0,0,0,2,0,2,0,2,0,0,2007,7,2,2,13,10,9,6,6,8,7,9,11,20,10,17,24,12,24,11,20,6,41,2
51,2007-02-14 10:00:00,5,-0.2,0,-0.2,0,0,1,0,0,1,0,0,0,1,2007,7,2,1,36,33,12,33,10,39,10,47,11,40,5,40,50,36,50,33,46,3,24,2
52,2007-02-14 10:30:00,18,-0.4,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,7,2,1,7,-5,5,-4,4,-7,4,-3,7,-8,10,-15,20,-11,21,-16,60,46,-19,0
53,2007-02-15 08:30:00,69_41_21,2.63,1,1.53,0,0,1,2,3,0,0,0,1,2,2007,7,3,3,13,2,11,0,5,2,4,0,4,-1,6,-5,38,30,45,31,13,1,3,1
54,2007-02-15 09:00:00,66,-44.4,0,1.0,0,0,0,1,0,1,0,1,0,0,2007,7,3,1,18,17,19,32,11,26,10,34,10,34,8,27,35,11,35,12,28,6,-3,1
55,2007-02-15 09:15:00,9_42,-1.1,0,1.0,0,0,0,2,1,1,0,0,0,2,2007,7,3,2,10,8,10,8,8,1,5,-1,7,-3,6,-7,26,-9,26,-9,42,27,-15,1
56,2007-02-15 10:30:00,46,-0.52,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,7,3,1,17,14,4,13,11,17,28,-6,9,-5,5,-2,33,-11,33,-7,17,-12,-12,1
57,2007-02-15 12:00:00,53,-2.9,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,7,3,1,10,9,8,8,10,0,5,2,9,8,7,4,16,2,21,-4,18,-1,5,1
58,2007-02-15 13:00:00,44,1.0,0,0.0,0,0,1,0,1,0,0,0,1,0,2007,7,3,1,8,-8,7,-10,4,-7,4,-7,6,-5,6,-4,15,-1,15,-6,26,-12,7,1
59,2007-02-16 08:30:00,49_16_4_36,-0.22,0,1.0,0,3,0,1,4,0,0,1,0,3,2007,7,4,4,13,13,7,16,20,-3,10,-16,10,-13,11,-9,39,-18,39,-16,25,0,6,1
60,2007-02-16 10:00:00,58,-3.2,0,-1.1,0,0,0,1,0,0,1,1,0,0,2007,7,4,1,15,-7,7,-2,4,-3,4,-4,3,-4,4,-4,15,-5,17,-7,26,12,11,1
61,2007-02-21 08:30:00,13_8,1.0,0,-0.2,0,1,1,0,0,0,2,1,0,1,2007,8,2,2,26,-13,19,-32,10,-26,4,-29,8,-35,5,-30,33,-20,33,-22,31,12,-17,1
62,2007-02-21 10:00:00,7,-0.1,0,1.0,0,0,0,1,0,1,0,0,1,0,2007,8,2,1,5,1,8,6,10,6,5,4,4,2,5,4,18,-2,20,3,13,5,4,1
63,2007-02-22 08:30:00,69,0.47,0,1.32,0,0,0,1,1,0,0,0,1,0,2007,8,3,1,7,-6,6,-4,4,-4,7,-11,6,-12,4,-10,15,-9,15,-6,18,13,23,2
64,2007-02-22 10:30:00,18_46,0.95,2,0.0,0,2,0,0,2,0,0,0,2,0,2007,8,3,2,5,2,4,3,8,-2,6,-3,4,-5,5,-3,13,0,37,21,16,6,21,2
65,2007-02-27 08:30:00,14_20,-8.3,0,0.7,0,0,0,2,0,1,1,1,0,1,2007,9,1,2,13,11,6,10,6,12,11,6,6,4,12,11,15,4,15,5,32,15,2,1
66,2007-02-27 09:00:00,65,-0.4,0,1.0,0,0,0,1,1,0,0,0,1,0,2007,9,1,1,4,-2,4,-2,4,-5,6,-4,7,-1,5,-5,13,-2,18,0,23,13,7,1
67,2007-02-27 10:00:00,64_23_6,-6.0,0,0.9,0,0,2,1,2,1,0,2,1,0,2007,9,1,3,19,-13,12,-22,6,-23,8,-17,4,-16,7,-12,24,-8,28,-2,26,4,5,1
68,2007-02-28 08:30:00,55_54,0.8,0,0.0,0,0,1,1,2,0,0,1,1,0,2007,9,2,2,14,-8,15,4,8,0,9,2,11,-5,7,-5,20,-3,22,-10,26,22,0,1
69,2007-02-28 09:45:00,10,-2.1,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,9,2,1,7,-6,5,-4,5,-4,6,1,6,-1,3,-2,19,0,30,-11,26,-12,15,1
70,2007-02-28 10:00:00,47,-143.0,0,1.0,0,0,0,1,0,1,0,1,0,0,2007,9,2,1,6,5,6,3,3,2,6,3,5,2,14,-8,30,-14,30,-11,20,-1,12,1
71,2007-02-28 10:30:00,18,-0.33,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,9,2,1,14,-9,9,-1,5,-3,10,-1,8,3,13,11,27,6,33,15,30,-8,22,2
72,2007-03-01 00:00:00,67,1.0,0,0.0,0,0,1,0,1,0,0,0,1,0,2007,9,3,1,6,1,5,0,9,1,5,0,5,1,3,1,9,1,9,2,10,-1,-6,1
73,2007-03-01 08:30:00,69_15_52_51,3.41,0,-0.77,0,0,3,1,4,0,0,1,2,1,2007,9,3,4,8,2,9,4,9,1,6,-4,5,-3,7,0,16,1,16,-1,19,-1,-54,0
74,2007-03-01 09:30:00,46,1.15,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,9,3,1,11,5,6,2,7,-3,4,0,7,2,13,-8,40,-21,60,-32,18,0,-41,0
75,2007-03-01 10:00:00,11_38_39,1.7,0,1.0,0,0,2,1,2,1,0,1,2,0,2007,9,3,3,17,-14,8,-11,8,-18,22,-37,15,-24,10,-30,43,-39,45,-37,40,-10,-32,0
76,2007-03-02 10:00:00,63,-2.7,0,-3.6,0,0,0,1,1,0,0,0,0,1,2007,9,4,1,8,5,12,1,8,-1,15,-5,5,-7,5,-8,24,0,24,-3,21,-5,22,2
77,2007-03-05 10:00:00,40,-2.9,0,0.0,0,0,0,1,1,0,0,1,0,0,2007,10,0,1,14,13,11,7,7,9,7,9,2,12,7,12,17,8,18,2,40,14,-9,1
78,2007-03-06 08:30:00,61_62,0.9,0,0.0,0,1,1,0,2,0,0,0,1,1,2007,10,1,2,10,-5,7,-8,8,-8,5,-6,5,-12,4,-12,17,-6,17,-10,14,-2,6,1
79,2007-03-06 10:00:00,50_24,-3.2,0,0.6,0,0,0,2,0,1,1,1,0,1,2007,10,1,2,6,0,10,-4,5,1,4,2,4,2,6,-2,12,-2,17,5,18,10,1,1
80,2007-03-07 08:15:00,0,-43.0,0,-31.0,0,0,0,1,0,0,1,0,0,1,2007,10,2,1,12,4,9,-3,6,-1,3,0,4,2,5,4,15,2,15,2,17,3,7,1
81,2007-03-07 10:30:00,18,-3.14,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,10,2,1,7,5,4,4,5,-1,5,2,7,-1,5,-1,13,-5,18,-5,21,10,0,1
82,2007-03-07 15:00:00,12,-0.6,0,-1.0,0,0,0,1,0,0,1,0,1,0,2007,10,2,1,7,-1,6,0,4,-1,4,-2,6,-4,4,-5,11,-6,11,-3,24,21,-7,1
83,2007-03-08 08:30:00,69,-0.1,0,-1.3,0,1,0,0,1,0,0,0,1,0,2007,10,3,1,8,-6,5,-6,17,-7,10,-10,8,-6,20,-18,46,-30,54,-36,19,2,-26,0
84,2007-03-08 09:30:00,46,-0.22,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,10,3,1,5,-1,9,5,9,-3,5,-6,5,-1,5,-1,13,0,14,-2,54,-28,1,1
85,2007-03-09 08:30:00,68_48_70_3,-1.1,0,0.7,0,2,2,0,3,1,0,3,0,1,2007,10,4,4,31,-23,19,-43,7,-43,16,-58,10,-57,8,-57,60,-43,64,-47,38,-3,-30,0
86,2007-03-09 10:00:00,31,1.0,0,0.0,0,0,0,1,1,0,0,0,1,0,2007,10,4,1,11,10,8,4,5,7,8,10,3,10,6,6,13,8,18,12,21,1,15,1
87,2007-03-12 15:00:00,25,1.0,0,0.0,0,0,1,0,1,0,0,0,0,1,2007,11,0,1,5,1,5,1,5,-1,5,1,4,4,3,5,11,6,11,3,27,7,1,1
88,2007-03-13 08:30:00,17_60,-0.6000000000000001,0,-0.1,0,0,0,2,1,0,1,2,0,0,2007,11,1,2,25,18,12,12,10,19,7,20,7,22,9,24,37,35,37,29,30,-5,14,1
89,2007-03-13 10:00:00,5,1.0,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,11,1,1,4,0,4,1,6,-4,5,-4,9,-10,6,-13,19,-6,19,-7,14,-9,0,1
90,2007-03-13 11:00:00,37,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,11,1,1,3,1,3,0,4,2,3,4,4,1,6,1,8,-3,12,4,17,-13,14,1
91,2007-03-14 08:30:00,41_19,0.4,0,1.0,0,0,1,1,0,1,1,0,0,2,2007,11,2,2,11,-5,9,-8,9,-6,7,-8,7,-6,6,-6,20,-2,20,-9,14,10,29,2
92,2007-03-14 10:30:00,18,-0.27,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,11,2,1,5,0,14,12,11,5,5,8,8,2,5,4,17,1,17,7,33,30,14,1
93,2007-03-15 08:30:00,69_21_49_16,-12.77,0,1.53,0,0,3,1,4,0,0,1,1,2,2007,11,3,4,30,13,9,10,8,4,7,4,6,8,5,4,30,22,36,21,30,-6,33,2
94,2007-03-15 09:00:00,66,1.0,0,-1.3,0,0,1,0,1,0,0,1,0,0,2007,11,3,1,14,6,13,15,8,10,5,8,15,15,7,12,26,14,26,11,30,-4,26,2
95,2007-03-15 10:30:00,46,0.48,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,11,3,1,5,-3,4,-1,6,2,5,0,15,9,6,10,20,7,24,17,13,4,6,1
96,2007-03-15 12:00:00,53,-3.8,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,11,3,1,14,-9,12,-2,6,-2,5,-5,20,-10,4,-9,24,-12,25,-16,20,10,-15,1
97,2007-03-16 08:30:00,13_8,1.0,0,0.0,0,1,1,0,2,0,0,1,0,1,2007,11,4,2,10,-2,8,-1,10,3,8,2,6,0,5,1,13,1,22,-10,14,-11,-13,1
98,2007-03-16 09:15:00,9_42,2.0,0,2.0,0,0,2,0,0,2,0,0,0,2,2007,11,4,2,13,-9,6,-12,4,-10,9,-1,6,-5,15,3,23,1,23,0,23,-10,-17,1
99,2007-03-16 10:00:00,58,-1.2,0,-2.0,0,0,0,1,0,0,1,1,0,0,2007,11,4,1,8,-3,5,-1,4,-1,7,-5,4,-1,4,-3,13,-6,14,-3,23,-2,-12,1
100,2007-03-19 13:00:00,44,-2.0,0,-1.0,0,0,0,1,0,0,1,0,1,0,2007,12,0,1,4,4,7,2,7,-3,5,-5,5,-5,6,-5,16,-6,16,-2,13,-2,4,1
101,2007-03-20 08:30:00,4_36,0.98,0,-0.01,0,1,1,0,2,0,0,0,0,2,2007,12,1,2,8,-7,10,2,6,2,8,5,6,3,8,5,27,16,27,-1,13,3,3,1
102,2007-03-21 10:30:00,18,0.87,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,12,2,1,5,0,5,1,7,0,5,1,5,0,5,-1,10,2,10,-3,9,1,0,1
103,2007-03-21 14:15:00,26,0.0,0,0.0,0,1,0,0,1,0,0,1,0,0,2007,12,2,1,41,28,38,66,25,53,21,69,15,58,12,67,82,78,82,71,49,3,78,2
104,2007-03-22 08:30:00,69,-0.19,0,1.41,0,1,0,0,1,0,0,0,1,0,2007,12,3,1,12,-7,8,-7,8,-7,8,-3,6,-3,4,-3,16,-6,18,0,20,-8,-2,1
105,2007-03-22 10:00:00,7,-0.2,0,-0.4,0,0,0,1,0,0,1,0,1,0,2007,12,3,1,11,7,10,12,5,11,5,12,6,10,5,8,14,2,16,3,22,6,-28,0
106,2007-03-22 10:30:00,46,3.17,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,12,3,1,5,-2,5,-5,3,-5,4,-7,6,-6,4,-6,17,-12,19,-12,22,8,-47,0
107,2007-03-23 10:00:00,23,1.0,0,-0.02,0,0,1,0,1,0,0,1,0,0,2007,12,4,1,16,-11,9,-7,9,-14,14,-24,11,-24,6,-24,37,-32,37,-26,29,-9,-32,0
108,2007-03-26 10:00:00,47,-137.0,0,-55.0,0,0,0,1,0,0,1,1,0,0,2007,13,0,1,21,22,14,33,4,32,10,38,6,47,7,49,46,35,46,33,53,28,30,2
109,2007-03-27 09:00:00,65,-0.2,0,1.0,0,0,0,1,1,0,0,0,1,0,2007,13,1,1,3,2,3,1,4,1,9,-8,3,-9,3,-9,13,-5,17,4,21,-6,13,1
110,2007-03-27 10:00:00,64_6,-7.8,0,-1.3,0,0,0,2,1,0,1,1,1,0,2007,13,1,2,11,-4,6,-6,8,1,16,14,8,17,3,15,31,8,31,8,17,-1,5,1
111,2007-03-28 08:30:00,14_20,-2.4,0,-2.4,0,0,0,2,0,0,2,1,0,1,2007,13,2,2,20,12,6,11,3,10,6,15,3,14,10,8,20,5,20,10,22,-1,6,1
112,2007-03-28 10:30:00,18,-0.75,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,13,2,1,18,7,9,2,5,3,8,7,6,5,5,6,19,3,27,-7,20,1,-19,0
113,2007-03-29 08:30:00,69_28_27,-0.25,0,1.41,0,1,2,0,3,0,0,0,2,1,2007,13,3,3,13,-14,14,-20,6,-15,6,-18,7,-16,5,-14,25,-9,25,-8,26,-5,-8,1
114,2007-03-29 10:30:00,46,-0.51,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,13,3,1,2,-2,1,-1,5,4,3,2,6,-1,4,-1,8,-1,11,-1,10,2,6,1
115,2007-03-30 08:30:00,15_52_51,3.0,0,-0.1,0,0,3,0,2,0,1,1,1,1,2007,13,4,3,7,-4,29,-34,11,-24,7,-20,8,-16,5,-12,35,-12,35,-7,20,16,25,2
116,2007-03-30 09:45:00,10,1.0,0,0.0,0,0,1,0,1,0,0,0,0,1,2007,13,4,1,12,0,3,-1,6,3,17,-10,9,-15,5,-15,24,-6,24,-2,24,-2,64,2
117,2007-03-30 10:00:00,11_63,0.6,0,-1.5,0,1,1,0,1,1,0,0,1,1,2007,13,4,2,17,-13,9,-18,5,-18,8,-12,4,-11,5,-8,24,-6,24,-4,24,-9,66,2
118,2007-04-02 10:00:00,38_39,0.6,0,0.0,0,0,1,1,2,0,0,1,1,0,2007,14,0,2,12,8,5,9,4,8,10,1,3,3,2,1,21,-2,21,3,15,-7,5,1
119,2007-04-03 01:00:00,67,-0.1,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,14,1,1,2,1,2,0,2,0,2,0,1,-1,2,0,6,-3,13,-10,4,1,4,1
120,2007-04-03 10:00:00,50,1.0,0,-0.1,0,0,1,0,1,0,0,1,0,0,2007,14,1,1,5,-4,10,5,4,4,8,-1,2,-1,3,0,13,-1,13,2,12,0,-8,1
121,2007-04-04 08:15:00,0,-19.0,0,1.0,0,0,0,1,0,1,0,1,0,0,2007,14,2,1,7,6,3,8,3,8,2,7,9,-3,6,-5,14,0,17,8,12,4,21,2
122,2007-04-04 10:00:00,24_40,-3.3,0,-0.1,0,0,0,2,2,0,0,1,0,1,2007,14,2,2,13,9,10,7,5,7,8,14,5,14,5,14,29,25,29,16,20,-5,16,1
123,2007-04-04 10:30:00,18,1.09,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,14,2,1,9,6,9,12,7,6,3,6,9,2,7,9,17,2,17,-3,28,14,-1,1
124,2007-04-05 08:30:00,69,0.84,0,1.41,0,0,0,1,1,0,0,0,1,0,2007,14,3,1,7,-4,4,0,5,0,3,1,7,6,4,5,34,12,60,39,22,9,50,2
125,2007-04-05 10:30:00,46,0.44,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,14,3,1,4,1,2,-1,2,0,3,2,3,2,3,2,9,0,13,-3,16,5,-11,1
126,2007-04-06 08:30:00,48_70_3,0.8,0,1.0,0,1,2,0,2,1,0,2,0,1,2007,14,4,3,41,-39,19,-26,22,-42,9,-41,7,-37,4,-36,41,-32,41,-36,53,-5,-43,0
127,2007-04-06 10:00:00,31,1.0,0,-0.1,0,0,0,1,0,1,0,0,1,0,2007,14,4,1,8,-5,4,-4,3,-5,5,-2,4,-4,2,-3,12,-1,12,1,16,-5,2,1
128,2007-04-06 15:00:00,12,-2.5,0,1.0,0,0,0,1,1,0,0,0,1,0,2007,14,4,1,2,0,4,-2,5,-1,4,-1,1,-1,2,-2,7,-4,9,-3,8,4,2,1
