,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,report,elapsed_time
0,clf,kn,basic,ALL_NO_1_1_1,30_90,included,basic,0.60,{'n_neighbors': 21},0.62,0.63,0.62,0.61,0.67,311.00,649.00,332.00,"{'0': {'precision': 0.6233183856502242, 'recall': 0.44694533762057875, 'f1-score': 0.5205992509363295, 'support': 311}, '1': {'precision': 0.6075388026607539, 'recall': 0.8443759630200308, 'f1-score': 0.7066408768536427, 'support': 649}, '2': {'precision': 0.6706586826347305, 'recall': 0.3373493975903614, 'f1-score': 0.4488977955911823, 'support': 332}, 'micro avg': {'precision': 0.618421052631579, 'recall': 0.618421052631579, 'f1-score': 0.618421052631579, 'support': 1292}, 'macro avg': {'precision': 0.6338386236485696, 'recall': 0.542890232743657, 'f1-score': 0.5587126411270515, 'support': 1292}, 'weighted avg': {'precision': 0.6275567983736684, 'recall': 0.618421052631579, 'f1-score': 0.5956272169160102, 'support': 1292}}",5.28
1,clf,svc-rbf,basic,ALL_NO_1_1_1,30_90,included,basic,0.52,"{'C': 1, 'gamma': 1}",0.50,0.25,0.00,0.50,0.00,311.00,649.00,332.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 311}, '1': {'precision': 0.5023219814241486, 'recall': 1.0, 'f1-score': 0.6687274600721278, 'support': 649}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 332}, 'micro avg': {'precision': 0.5023219814241486, 'recall': 0.5023219814241486, 'f1-score': 0.5023219814241486, 'support': 1292}, 'macro avg': {'precision': 0.1674406604747162, 'recall': 0.3333333333333333, 'f1-score': 0.22290915335737593, 'support': 1292}, 'weighted avg': {'precision': 0.2523273730218827, 'recall': 0.5023219814241486, 'f1-score': 0.33591650277616947, 'support': 1292}}",8.51
2,clf,dtree,basic,ALL_NO_1_1_1,30_90,included,basic,0.65,"{'max_depth': 4, 'min_samples_leaf': 150}",0.65,0.66,0.69,0.63,0.70,311.00,649.00,332.00,"{'0': {'precision': 0.6892430278884463, 'recall': 0.5562700964630225, 'f1-score': 0.6156583629893239, 'support': 311}, '1': {'precision': 0.6331360946745562, 'recall': 0.8243451463790447, 'f1-score': 0.7161981258366801, 'support': 649}, '2': {'precision': 0.7040816326530612, 'recall': 0.41566265060240964, 'f1-score': 0.5227272727272727, 'support': 332}, 'micro avg': {'precision': 0.6547987616099071, 'recall': 0.6547987616099071, 'f1-score': 0.6547987616099071, 'support': 1292}, 'macro avg': {'precision': 0.6754869184053547, 'recall': 0.5987592978148256, 'f1-score': 0.6181945871844255, 'support': 1292}, 'weighted avg': {'precision': 0.6648722981098375, 'recall': 0.6547987616099071, 'f1-score': 0.642281570513266, 'support': 1292}}",0.47
3,clf,rforest,basic,ALL_NO_1_1_1,30_90,included,basic,0.65,"{'max_depth': 6, 'min_samples_leaf': 20, 'n_estimators': 10}",0.63,0.64,0.66,0.62,0.68,311.00,649.00,332.00,"{'0': {'precision': 0.6608695652173913, 'recall': 0.4887459807073955, 'f1-score': 0.5619223659889094, 'support': 311}, '1': {'precision': 0.6151162790697674, 'recall': 0.8151001540832049, 'f1-score': 0.7011265738899933, 'support': 649}, '2': {'precision': 0.6782178217821783, 'recall': 0.4126506024096386, 'f1-score': 0.5131086142322098, 'support': 332}, 'micro avg': {'precision': 0.6331269349845201, 'recall': 0.6331269349845201, 'f1-score': 0.6331269349845201, 'support': 1292}, 'macro avg': {'precision': 0.6514012220231123, 'recall': 0.5721655790667464, 'f1-score': 0.5920525180370375, 'support': 1292}, 'weighted avg': {'precision': 0.642344594992702, 'recall': 0.6331269349845201, 'f1-score': 0.6193042277107198, 'support': 1292}}",17.01
4,clf,xgb,basic,ALL_NO_1_1_1,30_90,included,basic,0.66,{'n_estimators': 10},0.65,0.66,0.67,0.64,0.68,311.00,649.00,332.00,"{'0': {'precision': 0.6654275092936803, 'recall': 0.5755627009646302, 'f1-score': 0.6172413793103448, 'support': 311}, '1': {'precision': 0.6416978776529338, 'recall': 0.7919876733436055, 'f1-score': 0.7089655172413794, 'support': 649}, '2': {'precision': 0.6756756756756757, 'recall': 0.45180722891566266, 'f1-score': 0.5415162454873645, 'support': 332}, 'micro avg': {'precision': 0.6524767801857585, 'recall': 0.6524767801857585, 'f1-score': 0.6524767801857585, 'support': 1292}, 'macro avg': {'precision': 0.6609336875407633, 'recall': 0.6064525344079662, 'f1-score': 0.6225743806796963, 'support': 1292}, 'weighted avg': {'precision': 0.6561410234608459, 'recall': 0.6524767801857585, 'f1-score': 0.6438576495023045, 'support': 1292}}",0.72
5,clf,gboosting,basic,ALL_NO_1_1_1,30_90,included,basic,0.65,{'n_estimators': 10},0.64,0.65,0.68,0.62,0.68,311.00,649.00,332.00,"{'0': {'precision': 0.6834862385321101, 'recall': 0.4790996784565916, 'f1-score': 0.5633270321361058, 'support': 311}, '1': {'precision': 0.6236933797909407, 'recall': 0.827426810477658, 'f1-score': 0.7112582781456954, 'support': 649}, '2': {'precision': 0.6807511737089202, 'recall': 0.4367469879518072, 'f1-score': 0.5321100917431193, 'support': 332}, 'micro avg': {'precision': 0.6431888544891641, 'recall': 0.6431888544891641, 'f1-score': 0.6431888544891641, 'support': 1292}, 'macro avg': {'precision': 0.6626435973439904, 'recall': 0.5810911589620189, 'f1-score': 0.6022318006749735, 'support': 1292}, 'weighted avg': {'precision': 0.6527481527392944, 'recall': 0.6431888544891641, 'f1-score': 0.6296144581808056, 'support': 1292}}",2.08
6,clf,ada,basic,ALL_NO_1_1_1,30_90,included,basic,0.64,{'n_estimators': 10},0.64,0.65,0.63,0.63,0.70,311.00,649.00,332.00,"{'0': {'precision': 0.6267123287671232, 'recall': 0.5884244372990354, 'f1-score': 0.6069651741293532, 'support': 311}, '1': {'precision': 0.6298136645962733, 'recall': 0.7812018489984591, 'f1-score': 0.6973865199449794, 'support': 649}, '2': {'precision': 0.7025641025641025, 'recall': 0.4126506024096386, 'f1-score': 0.5199240986717267, 'support': 332}, 'micro avg': {'precision': 0.6400928792569659, 'recall': 0.6400928792569659, 'f1-score': 0.6400928792569659, 'support': 1292}, 'macro avg': {'precision': 0.653030031975833, 'recall': 0.594092296235711, 'f1-score': 0.6080919309153532, 'support': 1292}, 'weighted avg': {'precision': 0.6477615206043644, 'recall': 0.6400928792569659, 'f1-score': 0.6300192115770386, 'support': 1292}}",0.65
0,reg,kn,basic,ALL_NO_1_1_1,30_90,included,basic,24.92,{'n_neighbors': 11},,,,,,,,,24.50,4.80
1,reg,svr-rbf,basic,ALL_NO_1_1_1,30_90,included,basic,30.60,"{'C': 1, 'gamma': 1}",,,,,,,,,30.31,5.89
2,reg,dtree,basic,ALL_NO_1_1_1,30_90,included,basic,22.29,"{'max_depth': 4, 'min_samples_leaf': 10}",,,,,,,,,22.78,0.50
