,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,report,elapsed_time
3,reg,rforest,basic,ALL_NO_1_1_1,60_180,included,basic,28.40,"{'max_depth': 5, 'min_samples_leaf': 20, 'n_estimators': 50}",,,,,,,,,27.16,51.18
4,reg,xgb,basic,ALL_NO_1_1_1,60_180,included,basic,28.35,{'n_estimators': 50},,,,,,,,,27.30,0.36
5,reg,gboosting,basic,ALL_NO_1_1_1,60_180,included,basic,28.29,{'n_estimators': 50},,,,,,,,,27.61,0.95
6,reg,ada,basic,ALL_NO_1_1_1,60_180,included,basic,29.33,{'n_estimators': 10},,,,,,,,,28.00,0.71
0,clf,kn,all,ALL_NO_1_1_1,60_180,included,basic,0.60,{'n_neighbors': 31},0.61,0.63,0.62,0.59,0.70,316.00,624.00,352.00,"{'0': {'precision': 0.6176470588235294, 'recall': 0.3987341772151899, 'f1-score': 0.4846153846153847, 'support': 316}, '1': {'precision': 0.5900552486187846, 'recall': 0.8557692307692307, 'f1-score': 0.6984957488554611, 'support': 624}, '2': {'precision': 0.7049180327868853, 'recall': 0.3664772727272727, 'f1-score': 0.4822429906542056, 'support': 352}, 'micro avg': {'precision': 0.6106811145510835, 'recall': 0.6106811145510835, 'f1-score': 0.6106811145510835, 'support': 1292}, 'macro avg': {'precision': 0.6375401134097332, 'recall': 0.5403268935705644, 'f1-score': 0.5551180413750171, 'support': 1292}, 'weighted avg': {'precision': 0.6280975954081583, 'recall': 0.6106811145510835, 'f1-score': 0.5872672922094038, 'support': 1292}}",8.07
1,clf,svc-rbf,all,ALL_NO_1_1_1,60_180,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.48,0.23,0.00,0.48,0.00,316.00,624.00,352.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 316}, '1': {'precision': 0.48297213622291024, 'recall': 1.0, 'f1-score': 0.651356993736952, 'support': 624}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 352}, 'micro avg': {'precision': 0.48297213622291024, 'recall': 0.48297213622291024, 'f1-score': 0.48297213622291024, 'support': 1292}, 'macro avg': {'precision': 0.1609907120743034, 'recall': 0.3333333333333333, 'f1-score': 0.21711899791231734, 'support': 1292}, 'weighted avg': {'precision': 0.23326208436772136, 'recall': 0.48297213622291024, 'f1-score': 0.31458727870886843, 'support': 1292}}",9.77
2,clf,dtree,all,ALL_NO_1_1_1,60_180,included,basic,0.64,"{'max_depth': 4, 'min_samples_leaf': 100}",0.64,0.65,0.68,0.62,0.70,316.00,624.00,352.00,"{'0': {'precision': 0.6755555555555556, 'recall': 0.4810126582278481, 'f1-score': 0.5619223659889094, 'support': 316}, '1': {'precision': 0.6158612143742255, 'recall': 0.7964743589743589, 'f1-score': 0.6946191474493362, 'support': 624}, '2': {'precision': 0.6961538461538461, 'recall': 0.5142045454545454, 'f1-score': 0.5915032679738561, 'support': 352}, 'micro avg': {'precision': 0.6424148606811145, 'recall': 0.6424148606811145, 'f1-score': 0.6424148606811145, 'support': 1292}, 'macro avg': {'precision': 0.6625235386945424, 'recall': 0.5972305208855841, 'f1-score': 0.6160149271373673, 'support': 1292}, 'weighted avg': {'precision': 0.6523367702563669, 'recall': 0.6424148606811145, 'f1-score': 0.6340704071112063, 'support': 1292}}",0.61
3,clf,rforest,all,ALL_NO_1_1_1,60_180,included,basic,0.65,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",0.64,0.64,0.64,0.62,0.69,316.00,624.00,352.00,"{'0': {'precision': 0.6422764227642277, 'recall': 0.5, 'f1-score': 0.5622775800711743, 'support': 316}, '1': {'precision': 0.6213235294117647, 'recall': 0.8125, 'f1-score': 0.7041666666666667, 'support': 624}, '2': {'precision': 0.6869565217391305, 'recall': 0.44886363636363635, 'f1-score': 0.5429553264604812, 'support': 352}, 'micro avg': {'precision': 0.6369969040247678, 'recall': 0.6369969040247678, 'f1-score': 0.6369969040247678, 'support': 1292}, 'macro avg': {'precision': 0.650185491305041, 'recall': 0.587121212121212, 'f1-score': 0.6031331910661074, 'support': 1292}, 'weighted avg': {'precision': 0.6443296653240024, 'recall': 0.6369969040247678, 'f1-score': 0.6255417880933286, 'support': 1292}}",20.36
4,clf,xgb,all,ALL_NO_1_1_1,60_180,included,basic,0.65,{'n_estimators': 100},0.65,0.65,0.65,0.64,0.69,316.00,624.00,352.00,"{'0': {'precision': 0.6454183266932271, 'recall': 0.5126582278481012, 'f1-score': 0.5714285714285714, 'support': 316}, '1': {'precision': 0.6360153256704981, 'recall': 0.7980769230769231, 'f1-score': 0.7078891257995736, 'support': 624}, '2': {'precision': 0.686046511627907, 'recall': 0.5028409090909091, 'f1-score': 0.580327868852459, 'support': 352}, 'micro avg': {'precision': 0.6478328173374613, 'recall': 0.6478328173374613, 'f1-score': 0.6478328173374613, 'support': 1292}, 'macro avg': {'precision': 0.655826721330544, 'recall': 0.6045253533386444, 'f1-score': 0.6198818553602014, 'support': 1292}, 'weighted avg': {'precision': 0.6519459183796237, 'recall': 0.6478328173374613, 'f1-score': 0.6397597932712291, 'support': 1292}}",1.02
5,clf,gboosting,all,ALL_NO_1_1_1,60_180,included,basic,0.65,{'n_estimators': 100},0.64,0.64,0.61,0.64,0.67,316.00,624.00,352.00,"{'0': {'precision': 0.61003861003861, 'recall': 0.5, 'f1-score': 0.5495652173913043, 'support': 316}, '1': {'precision': 0.6360052562417872, 'recall': 0.7756410256410257, 'f1-score': 0.6989169675090253, 'support': 624}, '2': {'precision': 0.6727941176470589, 'recall': 0.5198863636363636, 'f1-score': 0.5865384615384615, 'support': 352}, 'micro avg': {'precision': 0.6385448916408669, 'recall': 0.6385448916408669, 'f1-score': 0.6385448916408669, 'support': 1292}, 'macro avg': {'precision': 0.6396126613091521, 'recall': 0.5985091297591297, 'f1-score': 0.6116735488129303, 'support': 1292}, 'weighted avg': {'precision': 0.6396772523830037, 'recall': 0.6385448916408669, 'f1-score': 0.6317711570300483, 'support': 1292}}",3.32
6,clf,ada,all,ALL_NO_1_1_1,60_180,included,basic,0.64,{'n_estimators': 10},0.64,0.65,0.68,0.62,0.68,316.00,624.00,352.00,"{'0': {'precision': 0.6846846846846847, 'recall': 0.4810126582278481, 'f1-score': 0.5650557620817844, 'support': 316}, '1': {'precision': 0.6189290161892902, 'recall': 0.7964743589743589, 'f1-score': 0.6965662228451297, 'support': 624}, '2': {'precision': 0.6816479400749064, 'recall': 0.5170454545454546, 'f1-score': 0.5880452342487884, 'support': 352}, 'micro avg': {'precision': 0.6431888544891641, 'recall': 0.6431888544891641, 'f1-score': 0.6431888544891641, 'support': 1292}, 'macro avg': {'precision': 0.6617538803162937, 'recall': 0.5981774905825539, 'f1-score': 0.6165557397252343, 'support': 1292}, 'weighted avg': {'precision': 0.6520991806260407, 'recall': 0.6431888544891641, 'f1-score': 0.6348350358581877, 'support': 1292}}",0.87
0,reg,kn,all,ALL_NO_1_1_1,60_180,included,basic,31.50,{'n_neighbors': 11},,,,,,,,,31.04,6.96
1,reg,svr-rbf,all,ALL_NO_1_1_1,60_180,included,basic,38.42,"{'C': 5, 'gamma': 1}",,,,,,,,,37.48,6.42
2,reg,dtree,all,ALL_NO_1_1_1,60_180,included,basic,28.80,"{'max_depth': 4, 'min_samples_leaf': 50}",,,,,,,,,27.43,0.58
3,reg,rforest,all,ALL_NO_1_1_1,60_180,included,basic,28.43,"{'max_depth': 4, 'min_samples_leaf': 10, 'n_estimators': 50}",,,,,,,,,26.82,57.20
4,reg,xgb,all,ALL_NO_1_1_1,60_180,included,basic,28.40,{'n_estimators': 50},,,,,,,,,27.30,0.34
5,reg,gboosting,all,ALL_NO_1_1_1,60_180,included,basic,28.34,{'n_estimators': 50},,,,,,,,,27.65,0.79
6,reg,ada,all,ALL_NO_1_1_1,60_180,included,basic,29.41,{'n_estimators': 10},,,,,,,,,27.92,0.61
0,clf,kn,basic,ALL_NO_3_2_1,60_180,included,basic,0.60,{'n_neighbors': 51},0.60,0.63,0.59,0.58,0.77,316.00,624.00,352.00,"{'0': {'precision': 0.5909090909090909, 'recall': 0.370253164556962, 'f1-score': 0.45525291828793774, 'support': 316}, '1': {'precision': 0.5789473684210527, 'recall': 0.8637820512820513, 'f1-score': 0.6932475884244372, 'support': 624}, '2': {'precision': 0.7668711656441718, 'recall': 0.35511363636363635, 'f1-score': 0.48543689320388356, 'support': 352}, 'micro avg': {'precision': 0.6044891640866873, 'recall': 0.6044891640866873, 'f1-score': 0.6044891640866873, 'support': 1292}, 'macro avg': {'precision': 0.6455758749914384, 'recall': 0.5297162840675499, 'f1-score': 0.5446457999720862, 'support': 1292}, 'weighted avg': {'precision': 0.6330720440625063, 'recall': 0.6044891640866873, 'f1-score': 0.5784212103433469, 'support': 1292}}",5.55
1,clf,svc-rbf,basic,ALL_NO_3_2_1,60_180,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.48,0.23,0.00,0.48,0.00,316.00,624.00,352.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 316}, '1': {'precision': 0.48297213622291024, 'recall': 1.0, 'f1-score': 0.651356993736952, 'support': 624}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 352}, 'micro avg': {'precision': 0.48297213622291024, 'recall': 0.48297213622291024, 'f1-score': 0.48297213622291024, 'support': 1292}, 'macro avg': {'precision': 0.1609907120743034, 'recall': 0.3333333333333333, 'f1-score': 0.21711899791231734, 'support': 1292}, 'weighted avg': {'precision': 0.23326208436772136, 'recall': 0.48297213622291024, 'f1-score': 0.31458727870886843, 'support': 1292}}",8.38
2,clf,dtree,basic,ALL_NO_3_2_1,60_180,included,basic,0.64,"{'max_depth': 3, 'min_samples_leaf': 150}",0.64,0.67,0.68,0.60,0.77,316.00,624.00,352.00,"{'0': {'precision': 0.6755555555555556, 'recall': 0.4810126582278481, 'f1-score': 0.5619223659889094, 'support': 316}, '1': {'precision': 0.6013590033975085, 'recall': 0.8509615384615384, 'f1-score': 0.7047113470471135, 'support': 624}, '2': {'precision': 0.7717391304347826, 'recall': 0.4034090909090909, 'f1-score': 0.5298507462686567, 'support': 352}, 'micro avg': {'precision': 0.6385448916408669, 'recall': 0.6385448916408669, 'f1-score': 0.6385448916408669, 'support': 1292}, 'macro avg': {'precision': 0.6828845631292823, 'recall': 0.5784610958661591, 'f1-score': 0.5988281531015599, 'support': 1292}, 'weighted avg': {'precision': 0.6659255012296009, 'recall': 0.6385448916408669, 'f1-score': 0.6221476864523694, 'support': 1292}}",0.52
3,clf,rforest,basic,ALL_NO_3_2_1,60_180,included,basic,0.65,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 50}",0.64,0.65,0.63,0.62,0.70,316.00,624.00,352.00,"{'0': {'precision': 0.6348547717842323, 'recall': 0.48417721518987344, 'f1-score': 0.5493716337522443, 'support': 316}, '1': {'precision': 0.6248462484624846, 'recall': 0.8141025641025641, 'f1-score': 0.7070285316631871, 'support': 624}, '2': {'precision': 0.6974789915966386, 'recall': 0.4715909090909091, 'f1-score': 0.5627118644067797, 'support': 352}, 'micro avg': {'precision': 0.6400928792569659, 'recall': 0.6400928792569659, 'f1-score': 0.6400928792569659, 'support': 1292}, 'macro avg': {'precision': 0.6523933372811185, 'recall': 0.5899568961277822, 'f1-score': 0.6063706766074036, 'support': 1292}, 'weighted avg': {'precision': 0.6470826408408858, 'recall': 0.6400928792569659, 'f1-score': 0.6291500126120158, 'support': 1292}}",18.34
4,clf,xgb,basic,ALL_NO_3_2_1,60_180,included,basic,0.65,{'n_estimators': 10},0.64,0.65,0.62,0.63,0.69,316.00,624.00,352.00,"{'0': {'precision': 0.6205533596837944, 'recall': 0.49683544303797467, 'f1-score': 0.5518453427065025, 'support': 316}, '1': {'precision': 0.6334610472541508, 'recall': 0.7948717948717948, 'f1-score': 0.705046197583511, 'support': 624}, '2': {'precision': 0.69140625, 'recall': 0.5028409090909091, 'f1-score': 0.582236842105263, 'support': 352}, 'micro avg': {'precision': 0.6424148606811145, 'recall': 0.6424148606811145, 'f1-score': 0.6424148606811145, 'support': 1292}, 'macro avg': {'precision': 0.6484735523126485, 'recall': 0.5981827156668929, 'f1-score': 0.6130427941317589, 'support': 1292}, 'weighted avg': {'precision': 0.6460909869556263, 'recall': 0.6424148606811145, 'f1-score': 0.634117123845525, 'support': 1292}}",0.76
5,clf,gboosting,basic,ALL_NO_3_2_1,60_180,included,basic,0.65,{'n_estimators': 100},0.63,0.63,0.60,0.63,0.65,316.00,624.00,352.00,"{'0': {'precision': 0.602996254681648, 'recall': 0.509493670886076, 'f1-score': 0.5523156089193826, 'support': 316}, '1': {'precision': 0.6328437917222964, 'recall': 0.7596153846153846, 'f1-score': 0.6904588492352512, 'support': 624}, '2': {'precision': 0.6485507246376812, 'recall': 0.5085227272727273, 'f1-score': 0.570063694267516, 'support': 352}, 'micro avg': {'precision': 0.6300309597523219, 'recall': 0.6300309597523219, 'f1-score': 0.6300309597523219, 'support': 1292}, 'macro avg': {'precision': 0.6281302570138751, 'recall': 0.592543927591396, 'f1-score': 0.6042793841407166, 'support': 1292}, 'weighted avg': {'precision': 0.6298229083487441, 'recall': 0.6300309597523219, 'f1-score': 0.6238703364732874, 'support': 1292}}",2.40
6,clf,ada,basic,ALL_NO_3_2_1,60_180,included,basic,0.65,{'n_estimators': 50},0.64,0.64,0.63,0.64,0.66,316.00,624.00,352.00,"{'0': {'precision': 0.6273764258555133, 'recall': 0.5221518987341772, 'f1-score': 0.5699481865284974, 'support': 316}, '1': {'precision': 0.6358768406961178, 'recall': 0.7612179487179487, 'f1-score': 0.6929248723559445, 'support': 624}, '2': {'precision': 0.6560283687943262, 'recall': 0.5255681818181818, 'f1-score': 0.583596214511041, 'support': 352}, 'micro avg': {'precision': 0.6385448916408669, 'recall': 0.6385448916408669, 'f1-score': 0.6385448916408669, 'support': 1292}, 'macro avg': {'precision': 0.6397605451153191, 'recall': 0.6029793430901025, 'f1-score': 0.6154897577984944, 'support': 1292}, 'weighted avg': {'precision': 0.6392879914708379, 'recall': 0.6385448916408669, 'f1-score': 0.6330608473691958, 'support': 1292}}",0.73
0,reg,kn,basic,ALL_NO_3_2_1,60_180,included,basic,31.42,{'n_neighbors': 11},,,,,,,,,30.74,5.43
1,reg,svr-rbf,basic,ALL_NO_3_2_1,60_180,included,basic,38.42,"{'C': 5, 'gamma': 1}",,,,,,,,,37.48,5.58
2,reg,dtree,basic,ALL_NO_3_2_1,60_180,included,basic,28.78,"{'max_depth': 4, 'min_samples_leaf': 50}",,,,,,,,,27.43,0.51
3,reg,rforest,basic,ALL_NO_3_2_1,60_180,included,basic,28.40,"{'max_depth': 5, 'min_samples_leaf': 20, 'n_estimators': 50}",,,,,,,,,27.15,48.92
4,reg,xgb,basic,ALL_NO_3_2_1,60_180,included,basic,28.33,{'n_estimators': 50},,,,,,,,,27.26,0.29
5,reg,gboosting,basic,ALL_NO_3_2_1,60_180,included,basic,28.26,{'n_estimators': 50},,,,,,,,,27.39,0.65
6,reg,ada,basic,ALL_NO_3_2_1,60_180,included,basic,29.32,{'n_estimators': 10},,,,,,,,,28.12,0.77
0,clf,kn,all,ALL_NO_3_2_1,60_180,included,basic,0.60,{'n_neighbors': 31},0.61,0.62,0.61,0.59,0.71,316.00,624.00,352.00,"{'0': {'precision': 0.6060606060606061, 'recall': 0.379746835443038, 'f1-score': 0.4669260700389105, 'support': 316}, '1': {'precision': 0.5866228070175439, 'recall': 0.8573717948717948, 'f1-score': 0.6966145833333333, 'support': 624}, '2': {'precision': 0.7087912087912088, 'recall': 0.3664772727272727, 'f1-score': 0.48314606741573035, 'support': 352}, 'micro avg': {'precision': 0.6068111455108359, 'recall': 0.6068111455108359, 'f1-score': 0.6068111455108359, 'support': 1292}, 'macro avg': {'precision': 0.633824873956453, 'recall': 0.5345319676807019, 'f1-score': 0.5488955735959914, 'support': 1292}, 'weighted avg': {'precision': 0.6246612140778671, 'recall': 0.6068111455108359, 'f1-score': 0.5822782924633381, 'support': 1292}}",7.02
1,clf,svc-rbf,all,ALL_NO_3_2_1,60_180,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.48,0.23,0.00,0.48,0.00,316.00,624.00,352.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 316}, '1': {'precision': 0.48297213622291024, 'recall': 1.0, 'f1-score': 0.651356993736952, 'support': 624}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 352}, 'micro avg': {'precision': 0.48297213622291024, 'recall': 0.48297213622291024, 'f1-score': 0.48297213622291024, 'support': 1292}, 'macro avg': {'precision': 0.1609907120743034, 'recall': 0.3333333333333333, 'f1-score': 0.21711899791231734, 'support': 1292}, 'weighted avg': {'precision': 0.23326208436772136, 'recall': 0.48297213622291024, 'f1-score': 0.31458727870886843, 'support': 1292}}",8.96
2,clf,dtree,all,ALL_NO_3_2_1,60_180,included,basic,0.64,"{'max_depth': 3, 'min_samples_leaf': 150}",0.64,0.67,0.68,0.60,0.77,316.00,624.00,352.00,"{'0': {'precision': 0.6755555555555556, 'recall': 0.4810126582278481, 'f1-score': 0.5619223659889094, 'support': 316}, '1': {'precision': 0.6013590033975085, 'recall': 0.8509615384615384, 'f1-score': 0.7047113470471135, 'support': 624}, '2': {'precision': 0.7717391304347826, 'recall': 0.4034090909090909, 'f1-score': 0.5298507462686567, 'support': 352}, 'micro avg': {'precision': 0.6385448916408669, 'recall': 0.6385448916408669, 'f1-score': 0.6385448916408669, 'support': 1292}, 'macro avg': {'precision': 0.6828845631292823, 'recall': 0.5784610958661591, 'f1-score': 0.5988281531015599, 'support': 1292}, 'weighted avg': {'precision': 0.6659255012296009, 'recall': 0.6385448916408669, 'f1-score': 0.6221476864523694, 'support': 1292}}",0.58
3,clf,rforest,all,ALL_NO_3_2_1,60_180,included,basic,0.64,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 100}",0.63,0.64,0.63,0.62,0.68,316.00,624.00,352.00,"{'0': {'precision': 0.6337448559670782, 'recall': 0.4873417721518987, 'f1-score': 0.5509838998211091, 'support': 316}, '1': {'precision': 0.6212871287128713, 'recall': 0.8044871794871795, 'f1-score': 0.7011173184357541, 'support': 624}, '2': {'precision': 0.6804979253112033, 'recall': 0.4659090909090909, 'f1-score': 0.5531197301854975, 'support': 352}, 'micro avg': {'precision': 0.6346749226006192, 'recall': 0.6346749226006192, 'f1-score': 0.6346749226006192, 'support': 1292}, 'macro avg': {'precision': 0.6451766366637176, 'recall': 0.5859126808493896, 'f1-score': 0.6017403161474536, 'support': 1292}, 'weighted avg': {'precision': 0.6404657991578729, 'recall': 0.6346749226006192, 'f1-score': 0.6240760557838051, 'support': 1292}}",18.68
4,clf,xgb,all,ALL_NO_3_2_1,60_180,included,basic,0.65,{'n_estimators': 50},0.64,0.65,0.64,0.63,0.68,316.00,624.00,352.00,"{'0': {'precision': 0.6388888888888888, 'recall': 0.509493670886076, 'f1-score': 0.5669014084507042, 'support': 316}, '1': {'precision': 0.631917631917632, 'recall': 0.7868589743589743, 'f1-score': 0.7009279086366881, 'support': 624}, '2': {'precision': 0.6768060836501901, 'recall': 0.5056818181818182, 'f1-score': 0.5788617886178863, 'support': 352}, 'micro avg': {'precision': 0.6424148606811145, 'recall': 0.6424148606811145, 'f1-score': 0.6424148606811145, 'support': 1292}, 'macro avg': {'precision': 0.6492042014855703, 'recall': 0.6006781544756229, 'f1-score': 0.6155637019017596, 'support': 1292}, 'weighted avg': {'precision': 0.6458523472525991, 'recall': 0.6424148606811145, 'f1-score': 0.6348910291433528, 'support': 1292}}",0.92
5,clf,gboosting,all,ALL_NO_3_2_1,60_180,included,basic,0.65,{'n_estimators': 100},0.64,0.64,0.62,0.63,0.67,316.00,624.00,352.00,"{'0': {'precision': 0.6168582375478927, 'recall': 0.509493670886076, 'f1-score': 0.5580589254766032, 'support': 316}, '1': {'precision': 0.6313725490196078, 'recall': 0.7740384615384616, 'f1-score': 0.6954643628509718, 'support': 624}, '2': {'precision': 0.6654135338345865, 'recall': 0.5028409090909091, 'f1-score': 0.5728155339805825, 'support': 352}, 'micro avg': {'precision': 0.6354489164086687, 'recall': 0.6354489164086687, 'f1-score': 0.6354489164086687, 'support': 1292}, 'macro avg': {'precision': 0.6378814401340289, 'recall': 0.5954576805051489, 'f1-score': 0.6087796074360525, 'support': 1292}, 'weighted avg': {'precision': 0.6370969330984085, 'recall': 0.6354489164086687, 'f1-score': 0.6284422994046269, 'support': 1292}}",2.87
