,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,report,elapsed_time
6,clf,ada,all,ALL_NO_1_1_1,60_180,included,basic,0.64,{'n_estimators': 50},0.64,0.64,0.61,0.64,0.65,316.00,624.00,352.00,"{'0': {'precision': 0.6104868913857678, 'recall': 0.5158227848101266, 'f1-score': 0.5591766723842195, 'support': 316}, '1': {'precision': 0.6403269754768393, 'recall': 0.7532051282051282, 'f1-score': 0.6921944035346097, 'support': 624}, '2': {'precision': 0.6494845360824743, 'recall': 0.5369318181818182, 'f1-score': 0.5878693623639192, 'support': 352}, 'micro avg': {'precision': 0.6362229102167183, 'recall': 0.6362229102167183, 'f1-score': 0.6362229102167183, 'support': 1292}, 'macro avg': {'precision': 0.6334328009816937, 'recall': 0.601986577065691, 'f1-score': 0.6130801460942495, 'support': 1292}, 'weighted avg': {'precision': 0.6355235658486696, 'recall': 0.6362229102167183, 'f1-score': 0.6312377336154097, 'support': 1292}}",0.87
0,reg,kn,all,ALL_NO_1_1_1,60_180,included,basic,31.54,{'n_neighbors': 11},,,,,,,,,31.05,6.97
1,reg,svr-rbf,all,ALL_NO_1_1_1,60_180,included,basic,38.42,"{'C': 5, 'gamma': 1}",,,,,,,,,37.48,6.30
2,reg,dtree,all,ALL_NO_1_1_1,60_180,included,basic,28.80,"{'max_depth': 4, 'min_samples_leaf': 50}",,,,,,,,,27.43,0.56
3,reg,rforest,all,ALL_NO_1_1_1,60_180,included,basic,28.43,"{'max_depth': 4, 'min_samples_leaf': 10, 'n_estimators': 50}",,,,,,,,,26.81,56.15
4,reg,xgb,all,ALL_NO_1_1_1,60_180,included,basic,28.34,{'n_estimators': 50},,,,,,,,,27.41,0.33
5,reg,gboosting,all,ALL_NO_1_1_1,60_180,included,basic,28.23,{'n_estimators': 50},,,,,,,,,27.84,0.79
6,reg,ada,all,ALL_NO_1_1_1,60_180,included,basic,29.32,{'n_estimators': 10},,,,,,,,,27.82,0.89
0,clf,kn,basic,ALL_NO_3_2_1,60_180,included,basic,0.60,{'n_neighbors': 31},0.60,0.62,0.58,0.58,0.71,316.00,624.00,352.00,"{'0': {'precision': 0.5804878048780487, 'recall': 0.37658227848101267, 'f1-score': 0.45681381957773515, 'support': 316}, '1': {'precision': 0.583058305830583, 'recall': 0.8493589743589743, 'f1-score': 0.6914546640574037, 'support': 624}, '2': {'precision': 0.7134831460674157, 'recall': 0.36079545454545453, 'f1-score': 0.479245283018868, 'support': 352}, 'micro avg': {'precision': 0.6006191950464397, 'recall': 0.6006191950464397, 'f1-score': 0.6006191950464397, 'support': 1292}, 'macro avg': {'precision': 0.6256764189253491, 'recall': 0.5289122357951471, 'f1-score': 0.542504588884669, 'support': 1292}, 'weighted avg': {'precision': 0.6179633100584192, 'recall': 0.6006191950464397, 'f1-score': 0.5762501679419704, 'support': 1292}}",5.41
1,clf,svc-rbf,basic,ALL_NO_3_2_1,60_180,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.48,0.23,0.00,0.48,0.00,316.00,624.00,352.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 316}, '1': {'precision': 0.48297213622291024, 'recall': 1.0, 'f1-score': 0.651356993736952, 'support': 624}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 352}, 'micro avg': {'precision': 0.48297213622291024, 'recall': 0.48297213622291024, 'f1-score': 0.48297213622291024, 'support': 1292}, 'macro avg': {'precision': 0.1609907120743034, 'recall': 0.3333333333333333, 'f1-score': 0.21711899791231734, 'support': 1292}, 'weighted avg': {'precision': 0.23326208436772136, 'recall': 0.48297213622291024, 'f1-score': 0.31458727870886843, 'support': 1292}}",7.75
2,clf,dtree,basic,ALL_NO_3_2_1,60_180,included,basic,0.64,"{'max_depth': 3, 'min_samples_leaf': 150}",0.64,0.67,0.68,0.60,0.77,316.00,624.00,352.00,"{'0': {'precision': 0.6755555555555556, 'recall': 0.4810126582278481, 'f1-score': 0.5619223659889094, 'support': 316}, '1': {'precision': 0.6013590033975085, 'recall': 0.8509615384615384, 'f1-score': 0.7047113470471135, 'support': 624}, '2': {'precision': 0.7717391304347826, 'recall': 0.4034090909090909, 'f1-score': 0.5298507462686567, 'support': 352}, 'micro avg': {'precision': 0.6385448916408669, 'recall': 0.6385448916408669, 'f1-score': 0.6385448916408669, 'support': 1292}, 'macro avg': {'precision': 0.6828845631292823, 'recall': 0.5784610958661591, 'f1-score': 0.5988281531015599, 'support': 1292}, 'weighted avg': {'precision': 0.6659255012296009, 'recall': 0.6385448916408669, 'f1-score': 0.6221476864523694, 'support': 1292}}",0.49
3,clf,rforest,basic,ALL_NO_3_2_1,60_180,included,basic,0.65,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",0.64,0.64,0.63,0.63,0.69,316.00,624.00,352.00,"{'0': {'precision': 0.6299212598425197, 'recall': 0.5063291139240507, 'f1-score': 0.5614035087719299, 'support': 316}, '1': {'precision': 0.6278195488721805, 'recall': 0.8028846153846154, 'f1-score': 0.7046413502109706, 'support': 624}, '2': {'precision': 0.6875, 'recall': 0.46875, 'f1-score': 0.5574324324324325, 'support': 352}, 'micro avg': {'precision': 0.6393188854489165, 'recall': 0.6393188854489165, 'f1-score': 0.6393188854489165, 'support': 1292}, 'macro avg': {'precision': 0.6484136029049, 'recall': 0.592654576436222, 'f1-score': 0.607825763805111, 'support': 1292}, 'weighted avg': {'precision': 0.6445932791071802, 'recall': 0.6393188854489165, 'f1-score': 0.6295014918883838, 'support': 1292}}",18.52
