,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
3,clf,rforest,min,basic,ALL_NO_1_1_1,30_240,included,basic,0.77,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 10}",0.75,0.68,0.76,0.97,0.41,0.06,980.00,312.00,"{'0': {'precision': 0.7644230769230769, 'recall': 0.9734693877551021, 'f1-score': 0.8563734290843805, 'support': 980}, '1': {'precision': 0.4090909090909091, 'recall': 0.057692307692307696, 'f1-score': 0.10112359550561797, 'support': 312}, 'micro avg': {'precision': 0.7523219814241486, 'recall': 0.7523219814241486, 'f1-score': 0.7523219814241486, 'support': 1292}, 'macro avg': {'precision': 0.586756993006993, 'recall': 0.5155808477237048, 'f1-score': 0.47874851229499926, 'support': 1292}, 'weighted avg': {'precision': 0.6786153088397671, 'recall': 0.7523219814241486, 'f1-score': 0.6739911163316143, 'support': 1292}}",27.02
4,clf,xgb,min,basic,ALL_NO_1_1_1,30_240,included,basic,0.77,{'n_estimators': 100},0.76,0.71,0.78,0.96,0.49,0.14,980.00,312.00,"{'0': {'precision': 0.7767634854771784, 'recall': 0.9551020408163265, 'f1-score': 0.8567505720823799, 'support': 980}, '1': {'precision': 0.4942528735632184, 'recall': 0.13782051282051283, 'f1-score': 0.2155388471177945, 'support': 312}, 'micro avg': {'precision': 0.7577399380804953, 'recall': 0.7577399380804953, 'f1-score': 0.7577399380804952, 'support': 1292}, 'macro avg': {'precision': 0.6355081795201984, 'recall': 0.5464612768184197, 'f1-score': 0.5361447096000872, 'support': 1292}, 'weighted avg': {'precision': 0.708541108606315, 'recall': 0.7577399380804953, 'f1-score': 0.7019068737937184, 'support': 1292}}",0.47
5,clf,gboosting,min,basic,ALL_NO_1_1_1,30_240,included,basic,0.77,{'n_estimators': 100},0.75,0.69,0.77,0.95,0.45,0.12,980.00,312.00,"{'0': {'precision': 0.7729908864954432, 'recall': 0.9520408163265306, 'f1-score': 0.8532235939643347, 'support': 980}, '1': {'precision': 0.4470588235294118, 'recall': 0.12179487179487179, 'f1-score': 0.19143576826196473, 'support': 312}, 'micro avg': {'precision': 0.7515479876160991, 'recall': 0.7515479876160991, 'f1-score': 0.7515479876160991, 'support': 1292}, 'macro avg': {'precision': 0.6100248550124275, 'recall': 0.5369178440607012, 'f1-score': 0.5223296811131497, 'support': 1292}, 'weighted avg': {'precision': 0.694282834138321, 'recall': 0.7515479876160991, 'f1-score': 0.6934110540114404, 'support': 1292}}",1.09
6,clf,ada,min,basic,ALL_NO_1_1_1,30_240,included,basic,0.77,{'n_estimators': 200},0.74,0.70,0.78,0.92,0.44,0.21,980.00,312.00,"{'0': {'precision': 0.7835951134380453, 'recall': 0.9163265306122449, 'f1-score': 0.8447789275634995, 'support': 980}, '1': {'precision': 0.4383561643835616, 'recall': 0.20512820512820512, 'f1-score': 0.27947598253275113, 'support': 312}, 'micro avg': {'precision': 0.7445820433436533, 'recall': 0.7445820433436533, 'f1-score': 0.7445820433436534, 'support': 1292}, 'macro avg': {'precision': 0.6109756389108034, 'recall': 0.560727367870225, 'f1-score': 0.5621274550481253, 'support': 1292}, 'weighted avg': {'precision': 0.7002247170719471, 'recall': 0.7445820433436533, 'f1-score': 0.708266142076198, 'support': 1292}}",1.19
0,reg,kn,min,basic,ALL_NO_1_1_1,30_240,included,basic,25.15,{'n_neighbors': 51},,,,,,,,,23.84,7.64
1,reg,svr-rbf,min,basic,ALL_NO_1_1_1,30_240,included,basic,27.37,"{'C': 5, 'gamma': 1}",,,,,,,,,25.68,9.05
2,reg,dtree,min,basic,ALL_NO_1_1_1,30_240,included,basic,24.67,"{'max_depth': 7, 'min_samples_leaf': 150}",,,,,,,,,23.81,0.72
3,reg,rforest,min,basic,ALL_NO_1_1_1,30_240,included,basic,24.09,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 50}",,,,,,,,,23.30,66.77
4,reg,xgb,min,basic,ALL_NO_1_1_1,30_240,included,basic,24.21,{'n_estimators': 50},,,,,,,,,23.51,0.42
5,reg,gboosting,min,basic,ALL_NO_1_1_1,30_240,included,basic,24.37,{'n_estimators': 50},,,,,,,,,23.74,0.88
6,reg,ada,min,basic,ALL_NO_1_1_1,30_240,included,basic,26.34,{'n_estimators': 10},,,,,,,,,25.46,0.89
