,actual,country,date,forecast,forecast_error,impact,new,previous,previous_error,time
3162,0.5%,NZD,"Tuesday, September 13, 2011",,-,Low,NZD REINZ Housing Price Index (MoM) (AUG),-0.6%,-,00:00
3163,10%,JPY,"Tuesday, September 13, 2011",,-,Low,JPY Japan Manpower Survey (4Q),8%,-,01:00
3164,-8,AUD,"Tuesday, September 13, 2011",,-,Medium,AUD NAB Business Confidence (AUG),2,-,01:30
3165,-3,AUD,"Tuesday, September 13, 2011",,-,Low,AUD NAB Business Conditions (AUG),-1,-,01:30
3166,0.6%,EUR,"Tuesday, September 13, 2011",0.3%,u,Low,EUR French Consumer Price Index - EU Harmonised (MoM) (AUG),-0.5%,-,05:30
3167,2.4%,EUR,"Tuesday, September 13, 2011",2.2%,u,Low,EUR French Consumer Price Index - EU Harmonised (YoY) (AUG),2.1%,-,05:30
3168,0.5%,EUR,"Tuesday, September 13, 2011",0.3%,u,Low,EUR French Consumer Price Index (MoM) (AUG),-0.4%,-,05:30
3169,2.2%,EUR,"Tuesday, September 13, 2011",2.0%,u,Low,EUR French Consumer Price Index (YoY) (AUG),1.9%,-,05:30
3170,122.59,EUR,"Tuesday, September 13, 2011",,-,Low,EUR French Consumer Price Index Ex Tobacco Index (AUG),121.94,-,05:30
3171,-4.5B,EUR,"Tuesday, September 13, 2011",,-,Low,EUR French Current Account (euros) (JUL),-3.4B,-,06:45
3172,-8922,GBP,"Tuesday, September 13, 2011",-8500,d,Medium,GBP Visible Trade Balance GBP Millions (JUL),-8873,-,08:30
3173,-5505,GBP,"Tuesday, September 13, 2011",-5450,d,Medium,GBP Visible Trade Balance Non EU GBP Millions (JUL),-5718,-,08:30
3174,-4450,GBP,"Tuesday, September 13, 2011",-4200,d,Medium,GBP Visible Trade Balance Total GBP Millions (JUL),-4496,-,08:30
3175,-1.5%,GBP,"Tuesday, September 13, 2011",-1.2%,d,Low,GBP DCLG UK House Prices (YoY) (JUL),-2.0%,-,08:30
3176,0.6%,GBP,"Tuesday, September 13, 2011",0.6%,-,Medium,GBP Consumer Price Index (MoM) (AUG),0.0%,-,08:30
3177,4.5%,GBP,"Tuesday, September 13, 2011",4.5%,-,High,GBP Consumer Price Index (YoY) (AUG),4.4%,-,08:30
3178,3.1%,GBP,"Tuesday, September 13, 2011",3.0%,u,High,GBP Core Consumer Price Index (YoY) (AUG),3.1%,-,08:30
3179,236.1,GBP,"Tuesday, September 13, 2011",235.9,u,Low,GBP Retail Price Index (AUG),234.7,-,08:30
3180,0.6%,GBP,"Tuesday, September 13, 2011",0.6%,-,Low,GBP Retail Price Index (MoM) (AUG),-0.2%,-,08:30
3181,5.2%,GBP,"Tuesday, September 13, 2011",5.1%,u,Low,GBP Retail Price Index (YoY) (AUG),5.0%,-,08:30
3182,5.3%,GBP,"Tuesday, September 13, 2011",5.2%,u,Low,GBP Retail Price Index Ex Mort Int.Payments (YoY) (AUG),5.0%,-,08:30
3183,88.1,USD,"Tuesday, September 13, 2011",88.0,u,Low,USD NFIB Small Business Optimism (AUG),89.9,-,11:30
3184,-0.4%,USD,"Tuesday, September 13, 2011",-0.8%,u,Low,USD Import Price Index (MoM) (AUG),0.3%,-,12:30
3185,13.0%,USD,"Tuesday, September 13, 2011",12.5%,u,Low,USD Import Price Index (YoY) (AUG),13.8%,d,12:30
3186,39.9,USD,"Tuesday, September 13, 2011",38.0,u,Low,USD IBD/TIPP Economic Optimism (SEP),35.8,-,14:00
3187,-$134.2B,USD,"Tuesday, September 13, 2011",-$132.0B,d,Medium,USD Monthly Budget Statement (AUG),-$90.5B,-,18:00
3188,,JPY,"Monday, September 12, 2011",,-,Low,JPY Nationwide Department Store Sales (YoY) (AUG),-0.1%,-,
3189,,JPY,"Monday, September 12, 2011",,-,Low,JPY Tokyo Department Store Sales (YoY) (AUG),-1.3%,-,
3190,1826M,AUD,"Monday, September 12, 2011",1900M,d,Medium,AUD Trade Balance (Australian dollar) (JUL),1817M,d,01:30
3191,-0.7%,EUR,"Monday, September 12, 2011",0.1%,d,Low,EUR Italian Industrial Production s.a. (MoM) (JUL),-0.8%,d,08:00
3192,-1.6%,EUR,"Monday, September 12, 2011",0.2%,d,Low,EUR Italian Industrial Production w.d.a. (YoY) (JUL),0.1%,d,08:00
3193,-4.6%,EUR,"Monday, September 12, 2011",1.0%,d,Low,EUR Italian Industrial Production n.s.a. (YoY) (JUL),0.1%,d,08:00
3194,,USD,"Monday, September 12, 2011",,-,Low,USD Fed's Fisher Speaks on Monetary Policy in Dallas,,-,20:00
3195,,EUR,"Monday, September 12, 2011",,-,Low,EUR Germany Fourth Quarter Manpower Employment Outlook,,-,22:01
3196,2.1%,NZD,"Monday, September 12, 2011",,-,Medium,NZD Manufacturing Activity (Q2),2.7%,d,22:45
3197,-0.7%,NZD,"Monday, September 12, 2011",1.0%,d,Medium,NZD Manufacturing Activity Volume SA QoQ (Q2),1.4%,d,22:45
3198,-1.3%,NZD,"Monday, September 12, 2011",,-,Low,NZD Food Prices (MoM) (AUG),2.0%,-,22:45
3199,-23.0%,GBP,"Monday, September 12, 2011",-23.0%,-,Medium,GBP RICS House Price Balance (AUG),-22.0%,-,23:01
3200,16%,AUD,"Monday, September 12, 2011",,-,Low,AUD Australia Manpower Survey (4Q),17%,-,23:01
3201,23%,NZD,"Monday, September 12, 2011",,-,Low,NZD New Zealand Manpower Survey (4Q),17%,-,23:01
3202,548.5B,CNY,"Sunday, September 11, 2011",500.0B,u,High,CNY New Yuan Loans (AUG),492.6B,-,02:00
3203,14.7%,CNY,"Sunday, September 11, 2011",,-,Low,CNY Money Supply - M0 (YoY) (AUG),14.3%,-,02:00
3204,11.2%,CNY,"Sunday, September 11, 2011",12.0%,d,Low,CNY Money Supply - M1 (YoY) (AUG),11.6%,-,02:00
3205,13.5%,CNY,"Sunday, September 11, 2011",14.2%,d,Low,CNY Money Supply - M2 (YoY) (AUG),14.7%,-,02:00
3206,,JPY,"Sunday, September 11, 2011",,-,High,JPY BOJ to Publish Minutes of Aug. 4-5 Board Meeting,,-,23:50
3207,6.6,JPY,"Sunday, September 11, 2011",,u,Medium,JPY BSI Large All Industry (QoQ) (3Q),-22,-,23:50
3208,10.3,JPY,"Sunday, September 11, 2011",,u,Medium,JPY BSI Large Manufacturing (QoQ) (3Q),-23.3,-,23:50
3209,-0.1%,JPY,"Sunday, September 11, 2011",0.2%,d,Medium,JPY Tertiary Industry Index (MoM) (JUL),1.8%,d,23:50
3210,-0.2%,JPY,"Sunday, September 11, 2011",-0.2%,-,Low,JPY Domestic Corporate Goods Price Index (MoM) (AUG),0.3%,u,23:50
3211,2.6%,JPY,"Sunday, September 11, 2011",2.7%,d,Low,JPY Domestic Corporate Goods Price Index (YoY) (AUG),2.9%,-,23:50
3212,-9.7K,AUD,"Thursday, September 8, 2011",10.0K,d,High,AUD Employment Change (AUG),-4.1K,d,01:30
3213,5.3%,AUD,"Thursday, September 8, 2011",5.1%,d,High,AUD Unemployment Rate (AUG),5.1%,-,01:30
3214,-12.6K,AUD,"Thursday, September 8, 2011",,-,Medium,AUD Full Time Employment Change (AUG),-26.4K,d,01:30
3215,2.9K,AUD,"Thursday, September 8, 2011",,-,Medium,AUD Part Time Employment Change (AUG),22.3K,u,01:30
3216,65.6%,AUD,"Thursday, September 8, 2011",65.6%,-,Low,AUD Participation Rate (AUG),65.6%,-,01:30
3217,8.65,Tokyo,"Thursday, September 8, 2011",,-,Low,Tokyo Average Office Vacancies (%) (AUG),8.76,-,02:22
3218,-3.6%,JPY,"Thursday, September 8, 2011",,-,Medium,JPY Bankruptcies (YoY) (AUG),1.4%,-,04:30
3219,47.3,JPY,"Thursday, September 8, 2011",,-,Medium,JPY Eco Watchers Survey: Current (AUG),52.6,-,05:00
3220,47.1,JPY,"Thursday, September 8, 2011",,-,Medium,JPY Eco Watchers Survey: Outlook (AUG),48.5,-,05:00
3221,0.2%,EUR,"Thursday, September 8, 2011",0.4%,d,Low,EUR French Non-Farm Payrolls (QoQ) (2Q F),0.5%,u,05:30
3222,2.8%,CHF,"Thursday, September 8, 2011",2.8%,-,Medium,CHF Unemployment Rate (AUG),2.8%,-,05:45
3223,3.0%,CHF,"Thursday, September 8, 2011",3.0%,-,Medium,CHF Unemployment Rate s.a. (AUG),3.0%,-,05:45
3224,-1.8%,EUR,"Thursday, September 8, 2011",0.5%,d,Low,EUR German Exports s.a. (MoM) (JUL),-1.2%,-,06:00
3225,-0.3%,EUR,"Thursday, September 8, 2011",0.3%,u,Low,EUR German Imports s.a. (MoM) (JUL),0.3%,-,06:00
3226,7.5B,EUR,"Thursday, September 8, 2011",10.0B,d,Low,EUR German Current Account (euros) (JUL),11.5B,d,06:00
3227,10.4B,EUR,"Thursday, September 8, 2011",11.5B,d,Medium,EUR German Trade Balance (euros) (JUL),12.7B,-,06:00
3228,98,EUR,"Thursday, September 8, 2011",97,u,Low,EUR Bank of France Business Sentiment (AUG),98,-,06:30
3229,-6460M,EUR,"Thursday, September 8, 2011",-5900M,d,Low,EUR French Trade Balance (euros) (JUL),-5405M,u,06:45
3230,200B,GBP,"Thursday, September 8, 2011",200B,-,High,GBP BOE Asset Purchase Target (SEP),200B,-,11:00
3231,0.50%,GBP,"Thursday, September 8, 2011",0.50%,-,High,GBP Bank of England Rate Decision (SEP 8),0.50%,-,11:00
3232,1.50%,EUR,"Thursday, September 8, 2011",1.50%,-,High,EUR European Central Bank Rate Decision (SEP 8),1.50%,-,11:45
3233,6.3%,CAD,"Thursday, September 8, 2011",-1.5%,u,Low,CAD Building Permits (MoM) (JUL),2.8%,u,12:30
3234,0.1%,CAD,"Thursday, September 8, 2011",0.3%,d,Low,CAD New Housing Price Index (MoM) (JUL),0.3%,d,12:30
3235,2.3%,CAD,"Thursday, September 8, 2011",2.5%,d,Low,CAD New Housing Price Index (YoY) (JUL),2.1%,d,12:30
3236,-0.75B,CAD,"Thursday, September 8, 2011",-1.00B,u,Low,CAD International Merchandise Trade (Canadian dollar) (JUL),-1.37B,u,12:30
3237,-$44.8B,USD,"Thursday, September 8, 2011",-$51.0B,u,Medium,USD Trade Balance (JUL),-$51.6B,u,12:30
3238,414K,USD,"Thursday, September 8, 2011",405K,d,Low,USD Initial Jobless Claims (SEP 2),412K,u,12:30
3239,3717K,USD,"Thursday, September 8, 2011",3706K,u,Low,USD Continuing Claims (AUG 27),3747K,u,12:30
3240,,USD,"Thursday, September 8, 2011",-49.3,-,Low,USD Bloomberg Consumer Comfort (SEP 4),-49.1,-,13:45
3241,-3963K,USD,"Thursday, September 8, 2011",-2000K,d,Low,USD DOE U.S. Crude Oil Inventories (SEP 2),5281K,d,14:30
3242,-396K,USD,"Thursday, September 8, 2011",,u,Low,USD DOE Cushing OK Crude Inventory (SEP 2),-577K,d,14:30
3243,709K,USD,"Thursday, September 8, 2011",500K,u,Low,USD DOE U.S. Distillate Inventory (SEP 2),363K,d,14:30
3244,199K,USD,"Thursday, September 8, 2011",-1400K,u,Low,USD DOE U.S. Gasoline Inventories (SEP 2),-2795K,d,14:30
3245,-0.2%,USD,"Thursday, September 8, 2011",-1.0%,u,Low,USD DOE U.S. Refinery Utilization (SEP 2),-1.1%,d,14:30
3246,,USD,"Thursday, September 8, 2011",,-,Low,USD Fed's Bernanke Speaks to Economics Club in Minnesota,,-,17:00
3247,$11.965B,USD,"Thursday, September 8, 2011",$6.000B,u,Medium,USD Consumer Credit (JUL),$11.349B,u,19:00
3248,-0.7%,NZD,"Thursday, September 8, 2011",0.5%,d,Medium,NZD NZ Card Spending - Retail (MoM) (AUG),0.3%,d,22:45
3249,-0.5%,NZD,"Thursday, September 8, 2011",0.4%,d,Medium,NZD NZ Card Spending - Total (MoM) (AUG),0.2%,-,22:45
3250,-2.2%,JPY,"Thursday, September 8, 2011",-2.2%,-,Low,JPY Gross Domestic Product Deflator (YoY) (2Q F),-2.2%,-,23:50
3251,-1.5%,JPY,"Thursday, September 8, 2011",-1.6%,u,High,JPY Nominal Gross Domestic Product (QoQ) (2Q F),-1.4%,-,23:50
3252,-2.1%,JPY,"Thursday, September 8, 2011",-2.1%,-,Medium,JPY Gross Domestic Product Annualized (2Q F),-1.3%,-,23:50
3253,-0.5%,JPY,"Thursday, September 8, 2011",-0.5%,-,Medium,JPY Gross Domestic Product (QoQ) (2Q F),-0.3%,-,23:50
3254,2.7%,JPY,"Thursday, September 8, 2011",2.9%,d,Low,JPY Japan Money Stock M2+CD (YoY) (AUG),3.0%%,u,23:50
3255,2.2%,JPY,"Thursday, September 8, 2011",2.3%,d,Low,JPY Japan Money Stock M3 (YoY) (AUG),2.4%,u,23:50
3256,,JPY,"Wednesday, September 7, 2011",0.10%,-,High,JPY Bank of Japan Rate Decision (SEP 7),0.10%,-,
3257,1.2%,AUD,"Wednesday, September 7, 2011",1.0%,u,High,AUD Gross Domestic Product (QoQ) (2Q),-0.9%,u,01:30
3258,1.4%,AUD,"Wednesday, September 7, 2011",0.7%,u,High,AUD Gross Domestic Product (YoY) (2Q),1.0%,-,01:30
3259,109.0,JPY,"Wednesday, September 7, 2011",108.8,u,Low,JPY Coincident Index (JUL P) (JUL P),109.3,u,05:00
3260,106.0,JPY,"Wednesday, September 7, 2011",105.9,u,Medium,JPY Leading Index (JUL P) (JUL P),103.3,u,05:00
3261,A$43.8B,AUD,"Wednesday, September 7, 2011",,-,Low,AUD Foreign Reserves (Australian dollar) (AUG),A$40.7B,-,06:30
3262,-0.2%,GBP,"Wednesday, September 7, 2011",0.2%,d,Low,GBP Industrial Production (MoM) (JUL),0.0%,-,08:30
3263,-0.7%,GBP,"Wednesday, September 7, 2011",-0.4%,d,Medium,GBP Industrial Production (YoY) (JUL),-0.3%,-,08:30
3264,0.1%,GBP,"Wednesday, September 7, 2011",0.0%,u,Low,GBP Manufacturing Production (MoM) (JUL),-0.4%,-,08:30
3265,1.9%,GBP,"Wednesday, September 7, 2011",1.9%,-,Medium,GBP Manufacturing Production (YoY) (JUL),2.1%,-,08:30
3266,10.1%,EUR,"Wednesday, September 7, 2011",6.5%,u,Medium,EUR German Industrial Production n.s.a. and w.d.a. (YoY) (JUL),6.6%,d,10:00
3267,4.0%,EUR,"Wednesday, September 7, 2011",0.5%,u,Medium,EUR German Industrial Production s.a. (MoM) (JUL),-1.0%,u,10:00
3268,-4.9%,USD,"Wednesday, September 7, 2011",,-,Low,USD MBA Mortgage Applications (SEP 2),-9.6%,-,11:00
3269,1.00%,CAD,"Wednesday, September 7, 2011",1.00%,-,High,CAD Bank of Canada Rate Decision (SEP 7),1.00%,-,13:00
3270,57.6,CAD,"Wednesday, September 7, 2011",52.2,-,Medium,CAD Ivey Purchasing Managers Index (AUG),45.4,-,14:00
3271,0.2%,GBP,"Wednesday, September 7, 2011",,d,High,GBP NIESR Gross Domestic Product Estimate (AUG),0.6%,-,14:00
3272,,CAD,"Wednesday, September 7, 2011",52.3,-,Medium,CAD Ivey Purchasing Managers Index s.a. (AUG),46.8,-,14:00
3273,3228,USD,"Wednesday, September 7, 2011",3074,-,Low,USD JOLTs Job Openings (JUL),3109,-,14:00
3274,,USD,"Wednesday, September 7, 2011",,-,Low,USD Fed's Evans Speaks in London,,-,15:15
3275,,USD,"Wednesday, September 7, 2011",,-,Medium,USD Fed Releases Beige Book Economic Survey,,-,18:00
3276,,USD,"Wednesday, September 7, 2011",,-,Low,USD Fed's Williams Speaks to Seattle Rotary Club,,-,20:00
3277,,NZD,"Wednesday, September 7, 2011",,-,Low,NZD Value of All Buildings s.a. (2Q),-6.3,-,22:45
3278,,NZD,"Wednesday, September 7, 2011",,-,Medium,NZD Manufacturing Activity (2Q),2.9%,-,22:45
3279,,NZD,"Wednesday, September 7, 2011",,-,Low,NZD Manufacturing Activity Volume s.a. (QoQ) (2Q),1.9%,-,22:45
3280,-0.5%,JPY,"Wednesday, September 7, 2011",,u,Low,JPY Bank Lending Banks ex-Trust (AUG),-0.6%,-,23:50
3281,-0.5%,JPY,"Wednesday, September 7, 2011",,u,Low,JPY Bank Lending incl Trusts (YoY) (AUG),-0.6%,d,23:50
3282,¥990.2B,JPY,"Wednesday, September 7, 2011",¥1175.8B,-,Low,JPY Current Account Total (Yen) (JUL),¥526.9B,-,23:50
3283,,JPY,"Wednesday, September 7, 2011",¥990.8B,-,Low,JPY Adjusted Current Account Total (Yen) (JUL),¥922.8B,-,23:50
3284,-42.4%,JPY,"Wednesday, September 7, 2011",-32.5%,d,Low,JPY Current Account Balance (YoY) (JUL),-50.2%,-,23:50
3285,¥123.3B,JPY,"Wednesday, September 7, 2011",¥149.1B,d,Medium,JPY Trade Balance - BOP Basis (Yen) (JUL),¥131.5B,-,23:50
3286,-8.2%,JPY,"Wednesday, September 7, 2011",-4.2%,d,Medium,JPY Machine Orders (MoM) (JUL),7.7%,-,23:50
3287,4.0%,JPY,"Wednesday, September 7, 2011",8.3%,d,Medium,JPY Machine Orders (YoY) (JUL),17.9%,-,23:50
3288,-7419M,AUD,"Tuesday, September 6, 2011",-7100M,d,Medium,AUD Current Account Balance (Australian Dollar) (2Q),-11115M,d,01:30
3289,1.9%,AUD,"Tuesday, September 6, 2011",,-,Low,AUD Investment Lending (JUL),-4.2%,u,01:30
3290,-0.5%,AUD,"Tuesday, September 6, 2011",0.1%,d,Low,AUD Australia Net Exports of GDP (2Q),-2.4%,-,01:30
3291,1.4%,AUD,"Tuesday, September 6, 2011",,-,Low,AUD Owner-Occupied Home Loans (MoM) (JUL),0.2%,u,01:30
3292,1.0%,AUD,"Tuesday, September 6, 2011",1.5%,d,Medium,AUD Home Loans (JUL),0.6%,u,01:30
3293,4.75%,AUD,"Tuesday, September 6, 2011",4.75%,-,High,AUD Reserve Bank of Australia Rate Decision (SEP 6),4.75%,-,04:30
3294,253.4B,CHF,"Tuesday, September 6, 2011",,-,Low,CHF Foreign Currency Reserves (AUG),182.1B,-,07:00
3295,0.3%,CHF,"Tuesday, September 6, 2011",-0.2%,u,Medium,CHF Consumer Price Index (MoM) (AUG),-0.8%,-,07:15
3296,0.2%,CHF,"Tuesday, September 6, 2011",0.3%,d,Medium,CHF Consumer Price Index (YoY) (AUG),0.5%,-,07:15
3297,-0.6%,CHF,"Tuesday, September 6, 2011",,-,Medium,CHF CPI - EU Harmonised (MoM) (AUG),-0.8%,-,07:15
3298,-0.3%,CHF,"Tuesday, September 6, 2011",,-,Medium,CHF CPI - EU Harmonised (YoY) (AUG),0.3%,-,07:15
3299,7.3%,GBP,"Tuesday, September 6, 2011",,-,Low,GBP New Car Registrations (YoY) (AUG),-3.5%,-,08:00
3300,0.2%,EUR,"Tuesday, September 6, 2011",0.2%,-,High,EUR Euro-Zone Gross Domestic Product s.a. (QoQ) (2Q P),0.2%,-,09:00
3301,1.6%,EUR,"Tuesday, September 6, 2011",1.7%,d,High,EUR Euro-Zone Gross Domestic Product s.a. (YoY) (2Q P),1.7%,-,09:00
3302,-0.2%,EUR,"Tuesday, September 6, 2011",-0.1%,d,Medium,EUR Euro-Zone Household Consumption (QoQ) (2Q P),0.2%,d,09:00
3303,0.2%,EUR,"Tuesday, September 6, 2011",0.8%,d,Medium,EUR Euro-Zone Gross Fixed Capital (QoQ) (2Q P),1.8%,d,09:00
3304,-0.2%,EUR,"Tuesday, September 6, 2011",0.1%,d,Low,EUR Euro-Zone Government Expenditure (QoQ) (2Q P),0.5%,d,09:00
3305,8.7%,EUR,"Tuesday, September 6, 2011",9.8%,d,Medium,EUR German Factory Orders n.s.a. (YoY) (JUL),9.4%,d,10:00
3306,-2.8%,EUR,"Tuesday, September 6, 2011",-1.5%,d,Medium,EUR German Factory Orders s.a. (MoM) (JUL),1.8%,-,10:00
3307,53.3,USD,"Tuesday, September 6, 2011",51.0,-,Medium,USD ISM Non-Manufacturing Composite (AUG),52.7,-,14:00
3308,,USD,"Tuesday, September 6, 2011",,-,Low,USD Fed's Kocherlakota Speaks at University of Minnesota,,-,17:10
3309,2.7%,GBP,"Tuesday, September 6, 2011",,-,Low,GBP BRC Shop Price Index (YoY) (AUG),2.8%,-,23:01
3310,32.1,AUD,"Tuesday, September 6, 2011",,-,Medium,AUD AiG Performance of Construction Index (AUG),36.1,-,23:30
3311,$1218.5B,JPY,"Tuesday, September 6, 2011",,-,Low,JPY Official Reserve Assets (AUG),$1150.9B,-,23:50
3312,-0.1%,AUD,"Monday, September 5, 2011",,d,Low,AUD TD Securities Inflation (MoM) (AUG),0.3%,-,00:30
3313,2.9%,AUD,"Monday, September 5, 2011",,d,Medium,AUD TD Securities Inflation (YoY) (AUG),3.2%,-,00:30
3314,6.7%,AUD,"Monday, September 5, 2011",2.9%,u,Low,AUD Company Operating Profit (QoQ) (2Q),-2.2%,d,01:30
3315,2.5%,AUD,"Monday, September 5, 2011",0.3%,u,Low,AUD Inventories (2Q),0.7%,u,01:30
3316,-0.6%,AUD,"Monday, September 5, 2011",,-,Low,AUD ANZ Job Advertisements (MoM) (AUG),-0.6%,d,01:30
3317,50.6,CNY,"Monday, September 5, 2011",,d,Low,CNY China HSBC Services PMI (AUG),53.5,-,02:30
3318,48.4,EUR,"Monday, September 5, 2011",48.4,-,Low,EUR Italian Purchasing Manager Index Services (AUG),48.6,-,07:45
3319,56.8,EUR,"Monday, September 5, 2011",56.1,u,Low,EUR French Purchasing Manager Index Services (AUG F),56.1,-,07:50
3320,51.1,EUR,"Monday, September 5, 2011",50.4,u,Medium,EUR German Purchasing Manager Index Services (AUG F),50.4,-,07:55
3321,50.7,EUR,"Monday, September 5, 2011",50.9,d,Medium,EUR Euro-Zone Purchasing Manager Index Composite (AUG F),51.1,-,08:00
3322,51.5,EUR,"Monday, September 5, 2011",51.5,-,Medium,EUR Euro-Zone Purchasing Manager Index Services (AUG F),51.5,-,08:00
3323,51.1,GBP,"Monday, September 5, 2011",54.0,d,Medium,GBP Purchasing Manager Index Services (AUG),55.4,-,08:30
3324,-15.4,EUR,"Monday, September 5, 2011",-17.7,u,Medium,EUR Euro-Zone Sentix Investor Confidence (SEP),-13.5,-,08:30
3325,$2237M,GBP,"Monday, September 5, 2011",,-,Low,GBP Official Reserves (Changes) (AUG),$2082M,-,08:30
3326,0.2%,EUR,"Monday, September 5, 2011",0.0%,u,Medium,EUR Euro-Zone Retail Sales (MoM) (JUL),0.7%,d,09:00
3327,-0.2%,EUR,"Monday, September 5, 2011",-1.0%,u,High,EUR Euro-Zone Retail Sales (YoY) (JUL),-0.7%,d,09:00
3328,-0.6%,GBP,"Monday, September 5, 2011",0.0%,d,Low,GBP BRC Sales Like-For-Like (YoY) (AUG),0.6%,-,23:01
3329,-66,GBP,"Sunday, September 4, 2011",,d,Low,GBP Lloyds Employment Confidence (AUG),-53,-,23:01
3330,52.1,AUD,"Sunday, September 4, 2011",,d,Medium,AUD AiG Performance of Service Index (AUG),48.8,-,23:30
3331,52.6,GBP,"Friday, September 2, 2011",53.2,d,Low,GBP Purchasing Manager Index Construction (AUG),53.5,-,08:30
3332,0.5%,EUR,"Friday, September 2, 2011",0.5%,-,Medium,EUR Euro-Zone Producer Price Index (MoM) (JUL),0.0%,-,09:00
3333,6.1%,EUR,"Friday, September 2, 2011",6.1%,-,High,EUR Euro-Zone Producer Price Index (YoY) (JUL),5.9%,-,09:00
3334,0K,USD,"Friday, September 2, 2011",68K,d,High,USD Change in Non-farm Payrolls (AUG),85K,d,12:30
3335,17K,USD,"Friday, September 2, 2011",95K,d,Medium,USD Change in Private Payrolls (AUG),156K,u,12:30
3336,-3K,USD,"Friday, September 2, 2011",0K,d,Low,USD Change in Manufacturing Payrolls (AUG),36K,u,12:30
3337,9.1%,USD,"Friday, September 2, 2011",9.1%,-,High,USD Unemployment Rate (AUG),9.1%,-,12:30
3338,-0.1%,USD,"Friday, September 2, 2011",0.2%,d,Medium,USD Avg Hourly Earning (MoM) (AUG),0.5%,u,12:30
3339,1.9%,USD,"Friday, September 2, 2011",2.2%,d,Medium,USD Avg Hourly Earning (YoY) (AUG),2.3%,-,12:30
3340,34.2,USD,"Friday, September 2, 2011",34.3,d,Low,USD Avg Weekly Hours All Employees (AUG),34.3,-,12:30
3341,331,USD,"Friday, September 2, 2011",,-,Low,USD Change in Household Survey Employment (AUG),-38,-,12:30
3342,,USD,"Thursday, September 1, 2011",,-,Medium,USD ICSC Chain Store Sales (YoY) (AUG),4.6%,-,
3343,-1.2%,NZD,"Thursday, September 1, 2011",,-,Low,NZD ANZ Commodity Price (AUG),-0.2%,d,01:00
3344,50.9,CNY,"Thursday, September 1, 2011",51.0,d,High,CNY PMI Manufacturing (AUG),50.7,-,01:00
3345,4.9%,AUD,"Thursday, September 1, 2011",4.0%,u,Medium,AUD Private Capital Expenditure (2Q),7.7%,u,01:30
3346,0.5%,AUD,"Thursday, September 1, 2011",0.3%,u,Medium,AUD Retail Sales s.a. (MoM) (JUL),-0.1%,-,01:30
3347,49.9,CNY,"Thursday, September 1, 2011",,-,Low,CNY HSBC Manufacturing PMI (AUG),49.3,-,02:30
3348,-25.5%,JPY,"Thursday, September 1, 2011",,-,Low,JPY Vehicle Sales (YoY) (AUG),-27.6%,-,05:00
3349,9.1%,EUR,"Thursday, September 1, 2011",9.2%,u,Low,EUR French ILO Mainland Unemployment Rate (2Q),9.2%,-,05:30
3350,-37K,EUR,"Thursday, September 1, 2011",,-,Low,EUR French Mainland Unemployment Change (2Q),-12K,u,05:30
3351,9.6%,EUR,"Thursday, September 1, 2011",9.7%,u,Low,EUR French ILO Unemployment Rate (2Q),9.7%,-,05:30
3352,0.4%,CHF,"Thursday, September 1, 2011",0.4%,-,High,CHF Gross Domestic Product (QoQ) (2Q),0.6%,u,05:45
3353,2.3%,CHF,"Thursday, September 1, 2011",2.3%,-,Medium,CHF Gross Domestic Product (YoY) (2Q),2.5%,u,05:45
3354,-0.6%,GBP,"Thursday, September 1, 2011",0.0%,d,Low,GBP Nationwide House Prices SA MoM (AUG),0.3%,u,06:00
3355,-0.4%,GBP,"Thursday, September 1, 2011",0.4%,d,Medium,GBP Nationwide House Prices NSA YoY (AUG),-0.4%,-,06:00
3356,2.8%,EUR,"Thursday, September 1, 2011",2.8%,-,Medium,EUR German Gross Domestic Product n.s.a. (YoY) (2Q F),2.8%,-,06:00
3357,0.4%,EUR,"Thursday, September 1, 2011",,-,Low,EUR German Domestic Demand (2Q),1.1%,-,06:00
3358,2.3%,EUR,"Thursday, September 1, 2011",1.6%,u,Low,EUR German Exports (2Q),2.1%,d,06:00
3359,0.3%,EUR,"Thursday, September 1, 2011",0.8%,d,Low,EUR German Capital Investment (2Q),4.5%,d,06:00
3360,0.2%,EUR,"Thursday, September 1, 2011",-0.1%,u,Low,EUR German Government Spending (2Q),0.2%,d,06:00
3361,-0.9%,EUR,"Thursday, September 1, 2011",-1.4%,u,Low,EUR German Construction Investment (2Q),7.0%,u,06:00
3362,3.2%,EUR,"Thursday, September 1, 2011",2.3%,d,Low,EUR German Imports (2Q),1.7%,d,06:00
3363,-0.7%,EUR,"Thursday, September 1, 2011",-0.2%,d,Low,EUR German Private Consumption (2Q),0.4%,-,06:00
3364,0.1%,EUR,"Thursday, September 1, 2011",0.1%,-,Low,EUR German Gross Domestic Product s.a. (QoQ) (2Q F),0.1%,-,06:00
3365,2.7%,EUR,"Thursday, September 1, 2011",2.7%,-,Medium,EUR German Gross Domestic Product w.d.a. (YoY) (2Q F),2.7%,-,06:00
3366,113.3,AUD,"Thursday, September 1, 2011",,-,Low,AUD RBA Commodity Price Index (AUG),109.4,u,06:30
3367,25.2%,AUD,"Thursday, September 1, 2011",,-,Low,AUD RBA Commodity Index SDR (YoY) (AUG),28.9%,u,06:30
3368,1.9%,CHF,"Thursday, September 1, 2011",,-,Medium,CHF Retail Sales (Real) (YoY) (JUL),7.9%,u,07:15
