,actual,country,date,forecast,forecast_error,impact,new,previous,previous_error,time
3690,108.7,USD,"Friday, July 15, 2016",109.9,d,Medium,USD U. of Mich. Current Conditions (JUL P),110.8,-,14:00
3691,77.1,USD,"Friday, July 15, 2016",83.0,d,Low,USD U. of Mich. Expectations (JUL P),82.4,-,14:00
3692,2.8%,USD,"Friday, July 15, 2016",,-,Low,USD U. of Mich. 1 Yr Inflation (JUL P),2.6%,-,14:00
3693,2.6%,USD,"Friday, July 15, 2016",,-,Low,USD U. of Mich. 5-10 Yr Inflation (JUL P),2.6%,-,14:00
3694,447,USD,"Friday, July 15, 2016",,-,Medium,USD Baker Hughes U.S. Rig Count (JUL 15),440,-,17:00
3695,,USD,"Friday, July 15, 2016",,-,Low,USD Fed's Williams speaks at closed event in Massachusetts,,-,17:00
3696,,USD,"Friday, July 15, 2016",,-,Medium,USD Fed's Bullard and Kashkari speak at OMFIF meeting in St. Louis,,-,17:15
3697,3.7%,AUD,"Thursday, July 14, 2016",,-,Medium,AUD Consumer Inflation Expectation (JUL),3.5%,-,01:00
3698,118.2,NZD,"Thursday, July 14, 2016",,-,Low,NZD ANZ Consumer Confidence Index (JUL),118.9,-,01:00
3699,-0.6%,NZD,"Thursday, July 14, 2016",,-,Low,NZD ANZ Consumer Confidence (MoM) (JUL),2.3%,-,01:00
3700,7.9k,AUD,"Thursday, July 14, 2016",10.0k,d,High,AUD Employment Change (JUN),19.2k,u,01:30
3701,5.8%,AUD,"Thursday, July 14, 2016",5.8%,-,High,AUD Unemployment Rate (JUN),5.7%,-,01:30
3702,38.4k,AUD,"Thursday, July 14, 2016",,-,Medium,AUD Full Time Employment Change (JUN),2.5k,u,01:30
3703,-30.6k,AUD,"Thursday, July 14, 2016",,-,Low,AUD Part Time Employment Change (JUN),16.6k,d,01:30
3704,64.9%,AUD,"Thursday, July 14, 2016",64.8%,u,Low,AUD Participation Rate (JUN),64.8%,-,01:30
3705,3.1%,AUD,"Thursday, July 14, 2016",,-,Low,AUD New Motor Vehicle Sales (MoM) (JUN),-1.0%,u,01:30
3706,2.1%,AUD,"Thursday, July 14, 2016",,-,Low,AUD New Motor Vehicle Sales (YoY) (JUN),1.8%,u,01:30
3707,67.4%,NZD,"Thursday, July 14, 2016",,-,Low,NZD Non Resident Bond Holdings (JUN),68.5%,-,03:00
3708,-12.9%,JPY,"Thursday, July 14, 2016",,-,Low,JPY Tokyo Condominium Sales (YoY) (JUN),-14.1%,-,04:00
3709,,AUD,"Thursday, July 14, 2016",,-,Low,AUD RBA's Ellis in Panel Participation in Sydney,,-,06:15
3710,0.1%,CHF,"Thursday, July 14, 2016",0.2%,d,Low,CHF Producer & Import Prices (MoM) (JUN),0.4%,-,07:15
3711,-1.0%,CHF,"Thursday, July 14, 2016",-1.0%,-,Low,CHF Producer & Import Prices (YoY) (JUN),-1.2%,-,07:15
3712,0.50%,GBP,"Thursday, July 14, 2016",0.25%,-,High,GBP Bank of England Rate Decision (JUL 14),0.50%,-,11:00
3713,375b,GBP,"Thursday, July 14, 2016",375b,-,High,GBP BOE Asset Purchase Target (JUL),375b,-,11:00
3714,254k,USD,"Thursday, July 14, 2016",265k,u,Medium,USD Initial Jobless Claims (JUL 9),254k,-,12:30
3715,0.7%,CAD,"Thursday, July 14, 2016",0.2%,u,Low,CAD New Housing Price Index (MoM) (MAY),0.3%,-,12:30
3716,2.7%,CAD,"Thursday, July 14, 2016",2.2%,u,Medium,CAD New Housing Price Index (YoY) (MAY),2.1%,-,12:30
3717,2149k,USD,"Thursday, July 14, 2016",2130k,d,Medium,USD Continuing Claims (JUL 2),2117k,u,12:30
3718,0.5%,USD,"Thursday, July 14, 2016",0.3%,u,Low,USD PPI Final Demand (MoM) (JUN),0.4%,-,12:30
3719,0.4%,USD,"Thursday, July 14, 2016",0.1%,u,Low,USD PPI Ex Food and Energy (MoM) (JUN),0.3%,-,12:30
3720,0.3%,USD,"Thursday, July 14, 2016",0.1%,u,Low,"USD PPI Ex Food, Energy, Trade (MoM) (JUN)",-0.1%,-,12:30
3721,0.3%,USD,"Thursday, July 14, 2016",0.0%,u,Low,USD PPI Final Demand (YoY) (JUN),-0.1%,-,12:30
3722,1.3%,USD,"Thursday, July 14, 2016",1.0%,u,Low,USD PPI Ex Food and Energy (YoY) (JUN),1.2%,-,12:30
3723,0.9%,USD,"Thursday, July 14, 2016",,-,Low,"USD PPI Ex Food, Energy, Trade (YoY) (JUN)",0.8%,-,12:30
3724,64,USD,"Thursday, July 14, 2016",62,-,Low,USD EIA Natural Gas Storage Change (JUL 8),39,-,14:30
3725,64,USD,"Thursday, July 14, 2016",62,-,Low,USD EIA Working Natural Gas Implied Flow (JUL 8),39,-,14:30
3726,,USD,"Thursday, July 14, 2016",,-,Low,USD Fed's Lockhart speaks on US Economy in Idaho,,-,15:15
3727,,USD,"Thursday, July 14, 2016",,-,Low,USD Fed's George speaks on US Economy in Oklahoma,,-,17:15
3728,6.0%,NZD,"Thursday, July 14, 2016",,-,Medium,NZD REINZ House Sales (YoY) (JUN),13.6%,-,21:30
3729,,USD,"Thursday, July 14, 2016",,-,Low,USD Fed's Kaplan speaks in St. Louis,,-,23:00
3730,0.5%,AUD,"Wednesday, July 13, 2016",,-,Medium,AUD ANZ Job Advertisements (MoM),0.5%,u,
3731,99.1,AUD,"Wednesday, July 13, 2016",,-,Medium,AUD Westpac Consumer Conf Index (JUL),102.2,-,00:30
3732,-3.0%,AUD,"Wednesday, July 13, 2016",,-,Medium,AUD Westpac Consumer Confidence (JUL),-1.0%,-,00:30
3733,,USD,"Wednesday, July 13, 2016",,-,Low,USD Fed's Mester speaks at Australian Business Economists Luncheon,,-,02:30
3734,-2.6%,JPY,"Wednesday, July 13, 2016",,-,Low,JPY Industrial Production (MoM) (MAY F),-2.3%,-,04:30
3735,-0.4%,JPY,"Wednesday, July 13, 2016",,-,Low,JPY Industrial Production (YoY) (MAY F),-0.1%,-,04:30
3736,-2.4%,JPY,"Wednesday, July 13, 2016",,-,Low,JPY Capacity Utilization (MoM) (MAY),-1.0%,-,04:30
3737,1.3%,CNY,"Wednesday, July 13, 2016",0.3%,u,Low,CNY Exports (YoY) CNY (JUN),1.2%,-,07:00
3738,-2.3%,CNY,"Wednesday, July 13, 2016",-1.2%,d,Low,CNY Imports (YoY) CNY (JUN),5.1%,-,07:00
3739,311.20b,CNY,"Wednesday, July 13, 2016",323.00b,d,Medium,CNY Trade Balance CNY (JUN),324.77b,-,07:00
3740,$48.11b,CNY,"Wednesday, July 13, 2016",$45.65b,u,Medium,CNY Trade Balance (JUN),$49.98b,-,07:34
3741,-4.8%,CNY,"Wednesday, July 13, 2016",-5.0%,u,Low,CNY Exports (YoY) (JUN),-4.1%,-,07:34
3742,-8.4%,CNY,"Wednesday, July 13, 2016",-6.2%,d,Low,CNY Imports (YoY) (JUN),-0.4%,-,07:34
3743,,GBP,"Wednesday, July 13, 2016",,-,Low,GBP Bank of England Credit Conditions & Bank Liabilities Surveys,,-,08:30
3744,-1.2%,EUR,"Wednesday, July 13, 2016",-0.8%,d,Low,EUR Euro-Zone Industrial Production s.a. (MoM) (MAY),1.4%,u,09:00
3745,0.5%,EUR,"Wednesday, July 13, 2016",1.3%,d,Medium,EUR Euro-Zone Industrial Production w.d.a. (YoY) (MAY),2.2%,u,09:00
3746,7.20%,USD,"Wednesday, July 13, 2016",,-,Medium,USD MBA Mortgage Applications (JUL 8),14.20%,-,11:00
3747,0.2%,USD,"Wednesday, July 13, 2016",0.5%,d,Low,USD Import Price Index (MoM) (JUN),1.4%,-,12:30
3748,-4.8%,USD,"Wednesday, July 13, 2016",-4.6%,d,High,USD Import Price Index (YoY) (JUN),-5.0%,-,12:30
3749,2.3%,CAD,"Wednesday, July 13, 2016",,-,Low,CAD Teranet/National Bank HPI (MoM) (JUN),1.8%,-,12:30
3750,189.55,CAD,"Wednesday, July 13, 2016",,-,Low,CAD Teranet/National Bank HP Index (JUN),185.24,-,12:30
3751,10.0%,CAD,"Wednesday, July 13, 2016",,-,Low,CAD Teranet/National Bank HPI (YoY) (JUN),9.0%,-,12:30
3752,,USD,"Wednesday, July 13, 2016",,-,Low,USD Fed's Kaplan speaks to World Affairs Council of Houston,,-,13:00
3753,0.50%,CAD,"Wednesday, July 13, 2016",0.50%,-,High,CAD Bank of Canada Rate Decision (JUL 13),0.50%,-,14:00
3754,,CAD,"Wednesday, July 13, 2016",,-,High,CAD Bank of Canada Releases Monetary Policy Report,,-,14:00
3755,-2546k,USD,"Wednesday, July 13, 2016",-2250.09k,d,Medium,USD DOE U.S. Crude Oil Inventories (JUL 8),-2223k,-,14:30
3756,-232k,USD,"Wednesday, July 13, 2016",-144.6k,d,Low,USD DOE Cushing OK Crude Inventory (JUL 8),-82k,-,14:30
3757,1213k,USD,"Wednesday, July 13, 2016",-1046.55k,u,Low,USD DOE U.S. Gasoline Inventories (JUL 8),-122k,-,14:30
3758,4058k,USD,"Wednesday, July 13, 2016",-118.18k,u,Low,USD DOE U.S. Distillate Inventory (JUL 8),-1574k,-,14:30
3759,,U.S.,"Wednesday, July 13, 2016",,-,Low,U.S. to Sell 30-Year Bonds Reopening,,-,17:00
3760,$6b,USD,"Wednesday, July 13, 2016",$24.0b,d,Medium,USD Monthly Budget Statement (JUN),-$53b,-,18:00
3761,,USD,"Wednesday, July 13, 2016",,-,Medium,USD U.S. Federal Reserve Releases Beige Book,,-,18:00
3762,,USD,"Wednesday, July 13, 2016",,-,Low,USD Fed's Harker speaks in Philadelphia,,-,22:00
3763,57.7,NZD,"Wednesday, July 13, 2016",,-,Medium,NZD Business NZ Performance of Manufacturing Index (JUN),57.2,u,22:30
3764,16%,GBP,"Wednesday, July 13, 2016",10%,u,Medium,GBP RICS House Price Balance (JUN),19%,-,23:01
3765,¥2549.1b,JPY,"Wednesday, July 13, 2016",,-,Medium,JPY Japan Buying Foreign Bonds (Yen) (JUL 8),¥428.2b,-,23:50
3766,¥221.2b,JPY,"Wednesday, July 13, 2016",,-,Medium,JPY Japan Buying Foreign Stocks (Yen) (JUL 8),¥210.2b,-,23:50
3767,¥27.4b,JPY,"Wednesday, July 13, 2016",,-,Low,JPY Foreign Buying Japan Bonds (Yen) (JUL 8),¥244.3b,-,23:50
3768,-¥306.8b,JPY,"Wednesday, July 13, 2016",,-,Low,JPY Foreign Buying Japan Stocks (Yen) (JUL 8),¥113.6b,d,23:50
3769,12,AUD,"Tuesday, July 12, 2016",,-,Low,AUD NAB Business Conditions (JUN),10,-,01:30
3770,,USD,"Tuesday, July 12, 2016",,-,Low,USD Fed's Mester speaks at Sydney Banking and Financial Stability,,-,01:30
3771,6,AUD,"Tuesday, July 12, 2016",,-,Medium,AUD NAB Business Confidence (JUN),3,-,01:30
3772,$A26.0b,AUD,"Tuesday, July 12, 2016",,-,Low,AUD Credit Card Purchases (MAY),$A23.5b,-,01:30
3773,$A51.9b,AUD,"Tuesday, July 12, 2016",,-,Low,AUD Credit Card Balances (MAY),$A51.8b,-,01:30
3774,,AUD,"Tuesday, July 12, 2016",,-,Low,AUD RBA's Ellis Gives Speech in Sydney,,-,03:30
3775,-0.7%,JPY,"Tuesday, July 12, 2016",-0.7%,-,Medium,JPY Tertiary Industry Index (MoM) (MAY),0.7%,d,04:30
3776,,JPY,"Tuesday, July 12, 2016",,-,Low,JPY BOJ's Household Sentiment Survey,,-,04:30
3777,0.1%,EUR,"Tuesday, July 12, 2016",0.1%,-,Low,EUR German CPI EU Harmonized (MoM) (JUN F),0.1%,-,06:00
3778,0.2%,EUR,"Tuesday, July 12, 2016",0.2%,-,Low,EUR German CPI EU Harmonized (YoY) (JUN F),0.2%,-,06:00
3779,0.6%,EUR,"Tuesday, July 12, 2016",,-,Low,EUR German Wholesale Price Index (MoM) (JUN),0.9%,-,06:00
3780,-1.5%,EUR,"Tuesday, July 12, 2016",,-,Low,EUR German Wholesale Price Index (YoY) (JUN),-2.3%,-,06:00
3781,0.1%,EUR,"Tuesday, July 12, 2016",0.1%,-,Low,EUR German Consumer Price Index (MoM) (JUN F),0.1%,-,06:00
3782,0.3%,EUR,"Tuesday, July 12, 2016",0.3%,-,Medium,EUR German Consumer Price Index (YoY) (JUN F),0.3%,-,06:00
3783,,BOE,"Tuesday, July 12, 2016",,-,High,BOE Publishes Record of FPC Meeting,,-,08:30
3784,9.7%,CNY,"Tuesday, July 12, 2016",0.8%,u,Medium,CNY Foreign Direct Investment,-1.0%,-,08:46
3785,,Carney,"Tuesday, July 12, 2016",,-,High,Carney Speaks on Financial Stability in Parliament,,-,09:00
3786,,BOE,"Tuesday, July 12, 2016",,-,Medium,BOE Indexed Long-Term Repo Operation Results,,-,09:40
3787,94.5,USD,"Tuesday, July 12, 2016",94.0,u,Low,USD NFIB Small Business Optimism (JUN),93.8,-,10:00
3788,,USD,"Tuesday, July 12, 2016",,-,Low,USD Fed's Tarullo speaks in Washington,,-,13:15
3789,,USD,"Tuesday, July 12, 2016",,-,Low,USD Fed's Bullard speaks in St. Louis,,-,13:35
3790,0.1%,USD,"Tuesday, July 12, 2016",0.2%,d,Medium,USD Wholesale Inventories (MAY),0.7%,u,14:00
3791,0.5%,USD,"Tuesday, July 12, 2016",0.5%,-,Low,USD Wholesale Trade Sales (MoM) (MAY),0.8%,d,14:00
3792,5500,USD,"Tuesday, July 12, 2016",5650,d,Low,USD JOLTS Job Openings (MAY),5845,u,14:00
3793,,USD,"Tuesday, July 12, 2016",,-,Low,USD U.S. to Sell 4-Week Bills,,-,15:30
3794,1.5%,USD,"Tuesday, July 12, 2016",,-,Low,USD 10Y High Yield Rate (JUL 12),1.7%,-,17:00
3795,,USD,"Tuesday, July 12, 2016",,-,Low,USD U.S. to Sell 10-Year Notes Reopening,,-,17:00
3796,,USD,"Tuesday, July 12, 2016",,-,Low,USD Fed's Kaskari Holds Town Hall Meeting in Michigan,,-,21:30
3797,0.4%,NZD,"Tuesday, July 12, 2016",,-,Low,NZD Food Prices (MoM) (JUN),-0.5%,-,22:45
3798,,CHF,"Monday, July 11, 2016",,-,Medium,CHF Real Estate Index Family Homes (2Q),450.9,-,
3799,-1.0%,AUD,"Monday, July 11, 2016",2.0%,d,Medium,AUD Home Loans (MAY),1.7%,-,01:30
3800,3.9%,AUD,"Monday, July 11, 2016",,-,Medium,AUD Investment Lending (MAY),-5.0%,-,01:30
3801,-0.6%,AUD,"Monday, July 11, 2016",,-,Low,AUD Value of Loans (MoM) (MAY),0.1%,-,01:30
3802,-19.9%,JPY,"Monday, July 11, 2016",,-,Medium,JPY Machine Tool Orders (YoY) (JUN P),-24.7%,-,06:00
3803,510.5b,CHF,"Monday, July 11, 2016",,-,Low,CHF Total Sight Deposits (JUL 8),507.5b,-,08:00
3804,434.1b,CHF,"Monday, July 11, 2016",,-,Low,CHF Domestic Sight Deposits (JUL 8),430.3b,-,08:00
3805,218.3,CAD,"Monday, July 11, 2016",189.0k,u,Medium,CAD Housing Starts (JUN),186.7k,d,12:15
3806,,USD,"Monday, July 11, 2016",,-,Low,USD Fed's George speaks in Missouri,,-,14:00
3807,-1.9,USD,"Monday, July 11, 2016",-1.2,d,Medium,USD Labor Market Conditions Index Change (JUN),-3.6,u,14:00
3808,,USD,"Monday, July 11, 2016",,-,Low,USD U.S. to Sell 3-Month Bills,,-,15:30
3809,,USD,"Monday, July 11, 2016",,-,Low,USD U.S. to Sell 6-Month Bills,,-,15:30
3810,,USD,"Monday, July 11, 2016",,-,Low,USD U.S. to Sell 3-Year Notes,,-,17:00
3811,-0.5%,GBP,"Monday, July 11, 2016",,-,Low,GBP BRC Sales Like-For-Like (YoY) (JUN),0.5%,-,23:01
3812,115.2,AUD,"Monday, July 11, 2016",,-,Low,AUD ANZ Roy Morgan Weekly Consumer Confidence Index (JUL 10),115.8,-,23:30
3813,-0.1%,JPY,"Monday, July 11, 2016",-0.1%,-,Medium,JPY Producer Price Index (MoM),0.1%,-,23:50
3814,-4.2%,JPY,"Monday, July 11, 2016",-4.2%,-,Medium,JPY Producer Price Index (YoY),-4.3%,d,23:50
3815,1.9%,CNY,"Sunday, July 10, 2016",1.9%,-,High,CNY Consumer Price Index (YoY) (JUN),2.0%,-,01:30
3816,-2.6%,CNY,"Sunday, July 10, 2016",-2.5%,d,Medium,CNY Producer Price Index (YoY) (JUN),-2.8%,-,01:30
3817,1.2%,NZD,"Sunday, July 10, 2016",0.5%,u,Medium,NZD Card Spending Retail (MoM) (JUN),-0.3%,-,22:45
3818,1.0%,NZD,"Sunday, July 10, 2016",,-,Low,NZD NZ Card Spending (MoM) (JUN),-0.6%,-,22:45
3819,-1.4%,JPY,"Sunday, July 10, 2016",3.2%,d,Low,JPY Machine Orders (MoM) (MAY),-11.0%,-,23:50
3820,-11.7%,JPY,"Sunday, July 10, 2016",-8.7%,d,Medium,JPY Machine Orders (YoY) (MAY),-8.2%,-,23:50
3821,3.4%,JPY,"Sunday, July 10, 2016",3.4%,-,Low,JPY Japan Money Stock M2+CD (YoY) (JUN),3.4%,-,23:50
3822,2.9%,JPY,"Sunday, July 10, 2016",2.8%,-,Low,JPY Japan Money Stock M3 (YoY) (JUN),2.9%,u,23:50
3823,,JPY,"Thursday, July 7, 2016
 TRY  HOLIDAY",,-,Medium,JPY BOJ's Kuroda to Speak at Branch Managers' Meeting,,-,00:30
3824,4.07,JPY,"Thursday, July 7, 2016
 TRY  HOLIDAY",,-,Low,JPY Tokyo Avg Office Vacancies (JUN),4.05,-,02:00
3825,100.0,JPY,"Thursday, July 7, 2016
 TRY  HOLIDAY",100.0,-,Medium,JPY Leading Index (MAY P),100.0,-,05:00
3826,110.5,JPY,"Thursday, July 7, 2016
 TRY  HOLIDAY",110.3,u,Medium,JPY Coincident Index (MAY P),112.0,-,05:00
3827,,RBNZ,"Thursday, July 7, 2016
 TRY  HOLIDAY",,-,Low,RBNZ Deputy Governor Spencer Speaks on Housing,,-,05:30
3828,-1.3%,EUR,"Thursday, July 7, 2016
 TRY  HOLIDAY",0.0%,d,Low,EUR German Industrial Production s.a. (MoM) (MAY),0.5%,d,06:00
3829,-0.4%,EUR,"Thursday, July 7, 2016
 TRY  HOLIDAY",1.5%,d,Medium,EUR German Industrial Production n.s.a. and w.d.a. (YoY) (MAY),0.8%,d,06:00
3830,A$69.6b,AUD,"Thursday, July 7, 2016
 TRY  HOLIDAY",,-,Low,AUD Foreign Reserves (Australian dollar) (JUN),A$80.1b,-,06:30
3831,608.8b,CHF,"Thursday, July 7, 2016
 TRY  HOLIDAY",,-,Low,CHF Foreign Currency Reserves (JUN),602.1b,-,07:00
3832,0.1%,CHF,"Thursday, July 7, 2016
 TRY  HOLIDAY",0.1%,-,Low,CHF Consumer Price Index (MoM) (JUN),0.1%,-,07:15
3833,-0.4%,CHF,"Thursday, July 7, 2016
 TRY  HOLIDAY",-0.5%,u,Medium,CHF Consumer Price Index (YoY) (JUN),-0.4%,-,07:15
3834,0.0%,CHF,"Thursday, July 7, 2016
 TRY  HOLIDAY",0.0%,-,Low,CHF CPI EU Harmonized (MoM) (JUN),0.1%,-,07:15
3835,-0.6%,CHF,"Thursday, July 7, 2016
 TRY  HOLIDAY",-0.5%,d,Medium,CHF CPI EU Harmonized (YoY) (JUN),-0.5%,-,07:15
3836,1.3%,GBP,"Thursday, July 7, 2016
 TRY  HOLIDAY",0.3%,u,Low,GBP Halifax Plc House Prices s.a. (MoM) (JUN),0.9%,u,07:30
3837,8.4%,GBP,"Thursday, July 7, 2016
 TRY  HOLIDAY",7.8%,u,Low,GBP Halifax House Price (3MoY) (JUN),9.2%,-,07:30
3838,$3205.2b,CNY,"Thursday, July 7, 2016
 TRY  HOLIDAY",$3167.0b,u,Low,CNY Foreign Reserves (JUN),$3191.7b,-,08:16
3839,-0.5%,GBP,"Thursday, July 7, 2016
 TRY  HOLIDAY",-1.0,u,Low,GBP Industrial Production (MoM) (MAY),2.1%,u,08:30
3840,1.4%,GBP,"Thursday, July 7, 2016
 TRY  HOLIDAY",0.5%,u,Medium,GBP Industrial Production (YoY) (MAY),2.2%,u,08:30
3841,-0.5%,GBP,"Thursday, July 7, 2016
 TRY  HOLIDAY",-1.2%,u,Low,GBP Manufacturing Production (MoM) (MAY),2.4%,u,08:30
3842,1.7%,GBP,"Thursday, July 7, 2016
 TRY  HOLIDAY",0.6%,u,Medium,GBP Manufacturing Production (YoY) (MAY),1.5%,u,08:30
3843,,ECB's,"Thursday, July 7, 2016
 TRY  HOLIDAY",,-,Low,ECB's Lautenschlaeger Speaks in Madrid,,-,10:00
3844,-14.1%,USD,"Thursday, July 7, 2016
 TRY  HOLIDAY",,-,Low,USD Challenger Job Cuts (YoY) (JUN),-26.5%,-,11:30
3845,,EUR,"Thursday, July 7, 2016
 TRY  HOLIDAY",,-,Medium,EUR ECB account of the monetary policy meeting,,-,11:30
3846,172k,USD,"Thursday, July 7, 2016
 TRY  HOLIDAY",160k,u,Medium,USD ADP Employment Change (JUN),168k,d,12:15
3847,-1.9%,CAD,"Thursday, July 7, 2016
 TRY  HOLIDAY",1.5%,d,Medium,CAD Building Permits (MoM) (MAY),0.1%,u,12:30
3848,254k,USD,"Thursday, July 7, 2016
 TRY  HOLIDAY",269k,u,Medium,USD Initial Jobless Claims (JUL 2),270k,d,12:30
3849,2124k,USD,"Thursday, July 7, 2016
 TRY  HOLIDAY",2120k,d,Medium,USD Continuing Claims (JUN 25),2168k,d,12:30
3850,0.6%,GBP,"Thursday, July 7, 2016
 TRY  HOLIDAY",,-,Medium,GBP NIESR Gross Domestic Product Estimate (JUN),0.6%,u,14:00
3851,51.7,CAD,"Thursday, July 7, 2016
 TRY  HOLIDAY",51.2,u,Medium,CAD Ivey Purchasing Managers Index s.a. (JUN),49.4,-,14:00
3852,39,USD,"Thursday, July 7, 2016
 TRY  HOLIDAY",42,-,Low,USD EIA Natural Gas Storage Change (JUL 1),37,-,14:30
3853,39,USD,"Thursday, July 7, 2016
 TRY  HOLIDAY",42,-,Low,USD EIA Working Natural Gas Implied Flow (JUL 1),42,-,14:30
3854,-2223k,USD,"Thursday, July 7, 2016
 TRY  HOLIDAY",-2500k,u,Medium,USD DOE U.S. Crude Oil Inventories (JUL 1),-4053k,-,15:00
3855,-82k,USD,"Thursday, July 7, 2016
 TRY  HOLIDAY",-400k,u,Low,USD DOE Cushing OK Crude Inventory (JUL 1),-951k,-,15:00
3856,-122k,USD,"Thursday, July 7, 2016
 TRY  HOLIDAY",-350k,u,Low,USD DOE U.S. Gasoline Inventories (JUL 1),1367k,-,15:00
3857,-1574k,USD,"Thursday, July 7, 2016
 TRY  HOLIDAY",500k,d,Low,USD DOE U.S. Distillate Inventory (JUL 1),-1801k,-,15:00
3858,-9,GBP,"Thursday, July 7, 2016
 TRY  HOLIDAY",,-,Low,GBP GFK Post-Referendum UK Consumer Confidence,-1,-,23:05
3859,¥1809.b,JPY,"Thursday, July 7, 2016
 TRY  HOLIDAY",¥1751.2b,u,Low,JPY Current Account Total (Yen) (MAY),¥1878.5b,-,23:50
3860,¥1414.5b,JPY,"Thursday, July 7, 2016
 TRY  HOLIDAY",¥1515.4b,d,Low,JPY Adjusted Current Account Total (Yen) (MAY),¥1625.8b,-,23:50
3861,¥39.9b,JPY,"Thursday, July 7, 2016
 TRY  HOLIDAY",¥56.0b,d,Medium,JPY Trade Balance - BOP Basis (Yen) (MAY),¥697.1b,-,23:50
3862,2.0%,JPY,"Thursday, July 7, 2016
 TRY  HOLIDAY",,-,Medium,JPY Bank Lending incl Trusts (YoY) (JUN),2.2%,-,23:50
3863,2.0%,JPY,"Thursday, July 7, 2016
 TRY  HOLIDAY",2.2%,-,Low,JPY Bank Lending Banks ex-Trust (JUN),2.2%,-,23:50
3864,0.0%,EUR,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",1.0%,d,Low,EUR German Factory Orders s.a. (MoM) (MAY),-1.9%,u,06:00
3865,-0.2%,EUR,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",0.9%,d,Medium,EUR German Factory Orders n.s.a. (YoY) (MAY),-0.4%,u,06:00
3866,,ECB's,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Medium,ECB's Draghi Speaks in Frankfurt,,-,07:00
3867,50.4,EUR,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Medium,EUR Markit Germany Construction PMI (JUN),52.7,-,07:30
3868,,AUD,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Low,AUD RBA's Debelle Gives Speech,,-,07:30
3869,-0.8%,GBP,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Low,GBP New Car Registrations (YoY) (JUN),2.5%,-,08:00
3870,51.6,EUR,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Medium,EUR Markit Germany Retail PMI (JUN),54.0,-,08:10
3871,48.5,EUR,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Medium,EUR Markit Eurozone Retail PMI (JUN),50.6,-,08:10
3872,51.0,EUR,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Low,EUR Markit France Retail PMI (JUN),50.6,-,08:10
3873,40.2,EUR,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Low,EUR Markit Italy Retail PMI (JUN),45.2,-,08:10
3874,14.2%,USD,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Medium,USD MBA Mortgage Applications (JUL 1),-2.6%,-,11:00
3875,-$41.1b,USD,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",-$40.0b,d,Medium,USD Trade Balance (MAY),-$37.4b,-,12:30
3876,-3.28b,CAD,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",-2.68b,d,Low,CAD International Merchandise Trade (Canadian dollar) (MAY),-2.94b,-,12:30
3877,51.4,USD,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",51.3,u,Low,USD Markit US Services PMI (JUN F),51.3,-,13:45
3878,51.2,USD,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Low,USD Markit US Composite PMI (JUN F),51.2,-,13:45
3879,56.5,USD,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",53.3,u,High,USD ISM Non-Manufacturing Composite (JUN),52.9,-,14:00
3880,,USD,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Low,USD U.S. to Sell 4-Week Bills,,-,15:30
3881,,USD,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Medium,USD U.S. Fed Releases Minutes from June 14-15 FOMC Meeting,,-,18:00
3882,4.7%,NZD,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Low,NZD ANZ Truckometer Heavy (MoM) (JUN),-2.7%,d,22:00
3883,6,GBP,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Low,GBP Lloyds Business Barometer (JUN),32,-,23:01
3884,53.2,AUD,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Medium,AUD AiG Performance of Construction Index (JUN),46.7,-,23:30
3885,¥428.2b,JPY,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Medium,JPY Japan Buying Foreign Bonds (Yen) (JUL 1),¥400.0b,u,23:50
3886,$1265.4b,JPY,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Low,JPY Official Reserve Assets (JUN),$1254.0b,-,23:50
3887,¥210.2b,JPY,"Wednesday, July 6, 2016
 CZK   TRY  HOLIDAYS",,-,Medium,JPY Japan Buying Foreign Stocks (Yen) (JUL 1),¥188.7b,d,23:50
