,actual,country,date,forecast,forecast_error,impact,new,previous,previous_error,time
4957,,USD,"Monday, April 2, 2012",,-,Low,USD Fed's Bullard Speaks at Tsinghua University,,-,14:00
4958,-1.1%,USD,"Monday, April 2, 2012",0.6%,d,Medium,USD Construction Spending (MoM) (FEB),-0.8%,d,14:00
4959,53.4,USD,"Monday, April 2, 2012",53.0,u,High,USD ISM Manufacturing (MAR),52.4,-,14:00
4960,61.0,USD,"Monday, April 2, 2012",63.0,d,Medium,USD ISM Prices Paid (MAR),61.5,-,14:00
4961,-26.72%,EUR,"Monday, April 2, 2012",,-,Low,EUR Italian New Car Registrations (YoY) (MAR),-18.94%,-,16:00
4962,,CAD,"Monday, April 2, 2012",,-,Low,CAD Bank of Canada's Carney Speaks in Ontario,,-,16:15
4963,,USD,"Monday, April 2, 2012",,-,Low,USD Fed's Pianalto Speaks on Monetary Policy in Ohio,,-,16:35
4964,-28.2B,EUR,"Monday, April 2, 2012",,-,Low,EUR Italian Budget Balance (euros) (YTD) (MAR),-10.7B,-,17:00
4965,-17.5B,EUR,"Monday, April 2, 2012",,-,Low,EUR Italian Budget Balance (euros) (MAR),-7.4B,-,17:00
4966,-0.2%,JPY,"Monday, April 2, 2012",,-,Low,JPY Monetary Base (YoY) (MAR),11.3%,-,23:50
4967,53.1,CNY,"Sunday, April 1, 2012",50.8,u,High,CNY PMI Manufacturing (MAR),51.0,-,01:00
4968,48.3,CNY,"Sunday, April 1, 2012",,-,Low,CNY HSBC PMI Manufacturing (MAR),49.6,-,02:30
4969,31,GBP,"Sunday, April 1, 2012",,-,Low,GBP Lloyds Business Barometer (MAR),1,-,23:01
4970,0.2%,GBP,"Sunday, April 1, 2012",,-,Low,GBP Hometrack Housing Survey (MoM) (MAR),0.0%,-,23:01
4971,-1.0%,GBP,"Sunday, April 1, 2012",,-,Low,GBP Hometrack Housing Survey (YoY) (MAR),-1.4%,-,23:01
4972,49.5,AUD,"Sunday, April 1, 2012",,-,Medium,AUD AiG Performance of Manufacturing Index (MAR),51.3,-,23:30
4973,-4,JPY,"Sunday, April 1, 2012",-1,d,Medium,JPY Tankan Large Manufacturers Index (1Q),-4,-,23:50
4974,5,JPY,"Sunday, April 1, 2012",5,-,Medium,JPY Tankan Non-Manufacturing Index (1Q),4,-,23:50
4975,-3,JPY,"Sunday, April 1, 2012",2,d,Medium,JPY Tankan Large Manufacturers Outlook (1Q),-5,-,23:50
4976,5,JPY,"Sunday, April 1, 2012",6,d,Medium,JPY Tankan Non-Manufacturing Outlook (1Q),0,-,23:50
4977,0.0%,JPY,"Sunday, April 1, 2012",0.8%,d,Medium,JPY Tankan Large All Industry Capex (1Q),1.4%,-,23:50
4978,38.8,NZD,"Thursday, March 29, 2012",,-,Medium,NZD NBNZ Activity Outlook (MAR),31.2,-,00:00
4979,33.8,NZD,"Thursday, March 29, 2012",,-,Medium,NZD NBNZ Business Confidence (MAR),28.0,-,00:00
4980,0.7%,AUD,"Thursday, March 29, 2012",,-,Low,AUD Job Vacancies (FEB),-3.3%,-,00:30
4981,-1.0%,GBP,"Thursday, March 29, 2012",0.2%,d,Low,GBP Nationwide House Prices s.a. (MoM) (MAR),0.4%,d,06:00
4982,-0.9%,GBP,"Thursday, March 29, 2012",0.9%,d,Medium,GBP Nationwide House Prices n.s.a. (YoY) (MAR),0.9%,-,06:00
4983,-18K,EUR,"Thursday, March 29, 2012",-10K,u,High,EUR German Unemployment Change (MAR),0K,-,07:55
4984,6.7%,EUR,"Thursday, March 29, 2012",6.8%,u,Medium,EUR German Unemployment Rate s.a. (MAR),6.8%,-,07:55
4985,0.4B,GBP,"Thursday, March 29, 2012",0.2B,u,Medium,GBP Net Consumer Credit (FEB),0.2B,u,08:30
4986,1.2B,GBP,"Thursday, March 29, 2012",1.4B,d,Medium,GBP Net Lending Sec. on Dwellings (FEB),1.6B,-,08:30
4987,49.0K,GBP,"Thursday, March 29, 2012",57.2K,d,Medium,GBP Mortgage Approvals (FEB),57.9K,d,08:30
4988,-1.9%,GBP,"Thursday, March 29, 2012",,-,Low,GBP M4 Money Supply (MoM) (FEB),1.5%,-,08:30
4989,-3.4%,GBP,"Thursday, March 29, 2012",,-,Low,GBP M4 Money Supply (YoY) (FEB),-1.8%,-,08:30
4990,2.5%,GBP,"Thursday, March 29, 2012",,-,Low,GBP M4 Ex IOFCs 3M Annualised (FEB),3.9%%,d,08:30
4991,0.2%,GBP,"Thursday, March 29, 2012",0.2%,-,Low,GBP Index of Services (MoM) (JAN),0.3%,u,08:30
4992,0.3%,GBP,"Thursday, March 29, 2012",0.3%,-,Low,GBP Index of Services (3Mo3M) (JAN),-0.1%,d,08:30
4993,-0.30,EUR,"Thursday, March 29, 2012",-0.16,d,Medium,EUR Euro-Zone Business Climate Indicator (MAR),-0.16,u,09:00
4994,-19.1,EUR,"Thursday, March 29, 2012",-19,d,Medium,EUR Euro-Zone Consumer Confidence (MAR F),-19,-,09:00
4995,94.4,EUR,"Thursday, March 29, 2012",94.5,d,Medium,EUR Euro-Zone Economic Confidence (MAR),94.5,u,09:00
4996,-7.2,EUR,"Thursday, March 29, 2012",-5.8,d,Medium,EUR Euro-Zone Industrial Confidence (MAR),-5.7,u,09:00
4997,-0.3,EUR,"Thursday, March 29, 2012",-0.8,u,Medium,EUR Euro-Zone Services Confidence (MAR),-0.9,-,09:00
4998,0.2%,CAD,"Thursday, March 29, 2012",0.5%,d,Low,CAD Industrial Product Price (MoM) (FEB),0.4%,u,12:30
4999,-0.5%,CAD,"Thursday, March 29, 2012",0.5%,u,Low,CAD Raw Materials Price Index (MoM) (FEB),0.2%,-,12:30
5000,3.0%,USD,"Thursday, March 29, 2012",3.0%,-,High,USD Gross Domestic Product (Annualized) (4Q T),3.0%,-,12:30
5001,2.1%,USD,"Thursday, March 29, 2012",2.1%,-,Medium,USD Personal Consumption (4Q T),2.1%,-,12:30
5002,0.9%,USD,"Thursday, March 29, 2012",0.9%,-,High,USD Gross Domestic Product Price Index (4Q T),0.9%,-,12:30
5003,1.3%,USD,"Thursday, March 29, 2012",1.3%,-,Medium,USD Core Personal Consumption Expenditure (QoQ) (4Q T),1.3%,-,12:30
5004,359K,USD,"Thursday, March 29, 2012",350K,d,Low,USD Initial Jobless Claims (MAR 24),364K,d,12:30
5005,3340K,USD,"Thursday, March 29, 2012",3350K,u,Low,USD Continuing Claims (MAR 17),3381K,d,12:30
5006,57,USD,"Thursday, March 29, 2012",48,u,Low,USD EIA Natural Gas Storage Change (MAR 23),11,-,14:30
5007,9,USD,"Thursday, March 29, 2012",13,d,Low,USD Kansas City Fed Manf. Activity (MAR),13,-,15:00
5008,,USD,"Thursday, March 29, 2012",,-,Low,USD Fed's Lockhart Speaks on Global Economy in Atlanta,,-,16:15
5009,,USD,"Thursday, March 29, 2012",,-,Medium,USD Fed's Bernanke Gives Lecture at George Washington U. (4 of 4),,-,16:45
5010,,USD,"Thursday, March 29, 2012",,-,Low,"USD Fed's Plosser Speaks on Economic Outlook in Wilmington, DE",,-,17:00
5011,,CAD,"Thursday, March 29, 2012",,-,Low,CAD Canadian Finance Minister Jim Flaherty Presents Budget,,-,20:00
5012,-6.7%,NZD,"Thursday, March 29, 2012",0.0%,d,Low,NZD Building Permits (MoM) (FEB),8.3%,-,21:45
5013,,USD,"Thursday, March 29, 2012",,-,Low,"USD Fed's Lacker Speaks to Bankers in Charlotte, North Carolina",,-,22:45
5014,-31,GBP,"Thursday, March 29, 2012",-29,d,Medium,GBP GfK Consumer Confidence Survey (MAR),-29,-,23:01
5015,51.1,JPY,"Thursday, March 29, 2012",,-,Medium,JPY Nomura/JMMA Manufacturing Purchasing Manager Index (MAR),50.5,-,23:15
5016,4.5%,JPY,"Thursday, March 29, 2012",4.6%,u,Medium,JPY Jobless Rate (FEB),4.6%,-,23:30
5017,0.75,JPY,"Thursday, March 29, 2012",0.74,u,Low,JPY Job-To-Applicant Ratio (FEB),0.73,-,23:30
5018,2.3%,JPY,"Thursday, March 29, 2012",-0.5%,u,Medium,JPY Household Spending (YoY) (FEB),-2.3%,-,23:30
5019,-0.1%,JPY,"Thursday, March 29, 2012",-0.1%,-,Low,JPY Tokyo Consumer Price Index (YoY) (MAR),-0.2%,-,23:30
5020,-0.3%,JPY,"Thursday, March 29, 2012",-0.3%,-,Low,JPY Tokyo Consumer Price Index Ex-Fresh Food (YoY) (MAR),-0.3%,-,23:30
5021,-1.0%,JPY,"Thursday, March 29, 2012",-1.0%,-,Low,"JPY Tokyo Consumer Price Index Ex Food, Energy (YoY) (MAR)",-1.1%,-,23:30
5022,0.3%,JPY,"Thursday, March 29, 2012",0.0%,u,Medium,JPY National Consumer Price Index (YoY) (FEB),0.1%,-,23:30
5023,0.1%,JPY,"Thursday, March 29, 2012",-0.1%,u,Medium,JPY National Consumer Price Index Ex-Fresh Food (YoY) (FEB),-0.1%,-,23:30
5024,-0.6%,JPY,"Thursday, March 29, 2012",-0.9%,u,Medium,"JPY National Consumer Price Index Ex Food, Energy (YoY) (FEB)",-0.9%,-,23:30
5025,-1.2%,JPY,"Thursday, March 29, 2012",1.3%,d,Low,JPY Industrial Production (MoM) (FEB P),1.9%,-,23:50
5026,1.5%,JPY,"Thursday, March 29, 2012",3.7%,d,Medium,JPY Industrial Production (YoY) (FEB P),-1.3%,-,23:50
5027,0.2%,JPY,"Thursday, March 29, 2012",,-,Low,JPY Loans & Discounts Corp (YoY) (FEB),0.0%,-,23:50
5028,,USD,"Wednesday, March 28, 2012",,-,Low,USD Fed's Bullard Speaks at Tsinghua University,,-,01:00
5029,0.2%,EUR,"Wednesday, March 28, 2012",0.2%,-,Medium,EUR French Gross Domestic Product (QoQ) (4Q F),0.2%,-,05:30
5030,1.3%,EUR,"Wednesday, March 28, 2012",1.4%,d,Medium,EUR French Gross Domestic Product (YoY) (4Q F),1.4%,-,05:30
5031,92.1,EUR,"Wednesday, March 28, 2012",91.5,u,High,EUR Italian Business Confidence (MAR),91.7,u,08:00
5032,"2,3%",EUR,"Wednesday, March 28, 2012",2.2%,u,Medium,EUR Euro-Zone M3 s.a. (3M) (FEB),2.0%,-,08:00
5033,2.8%,EUR,"Wednesday, March 28, 2012",2.4%,u,Medium,EUR Euro-Zone M3 s.a. (YoY) (FEB),2.5%,-,08:00
5034,-0.3%,GBP,"Wednesday, March 28, 2012",-0.2%,u,High,GBP Gross Domestic Product (QoQ) (4Q F),-0.2%,-,08:30
5035,0.5%,GBP,"Wednesday, March 28, 2012",0.7%,d,High,GBP Gross Domestic Product (YoY) (4Q F),0.7%,-,08:30
5036,-8.5B,GBP,"Wednesday, March 28, 2012",-8.4B,d,Medium,GBP Current Account (Pounds) (4Q),-10.5B,u,08:30
5037,-3.3%,GBP,"Wednesday, March 28, 2012",-5.6%,u,Low,GBP Total Business Investment (QoQ) (4Q F),-5.6%,-,08:30
5038,1.6%,GBP,"Wednesday, March 28, 2012",-1.9%,u,Medium,GBP Total Business Investment (YoY) (4Q F),-2.0%,-,08:30
5039,-2.7%,USD,"Wednesday, March 28, 2012",,-,Low,USD MBA Mortgage Applications (MAR 23),-7.4%,-,11:00
5040,0.3%,EUR,"Wednesday, March 28, 2012",0.3%,-,Medium,EUR German Consumer Price Index (MoM) (MAR P),0.7%,-,12:00
5041,2.1%,EUR,"Wednesday, March 28, 2012",2.2%,d,High,EUR German Consumer Price Index (YoY) (MAR P),2.3%,-,12:00
5042,0.4%,EUR,"Wednesday, March 28, 2012",0.4%,-,Medium,EUR German Consumer Price Index - EU Harmonised (MoM) (MAR P),0.9%,-,12:00
5043,2.3%,EUR,"Wednesday, March 28, 2012",2.3%,-,High,EUR German Consumer Price Index - EU Harmonised (YoY) (MAR P),2.5%,-,12:00
5044,2.2%,USD,"Wednesday, March 28, 2012",3.0%,d,High,USD Durable Goods Orders (FEB),-3.6%,u,12:30
5045,1.6%,USD,"Wednesday, March 28, 2012",1.7%,d,Medium,USD Durables Ex Transportation (FEB),-3.0%,u,12:30
5046,1.2%,USD,"Wednesday, March 28, 2012",1.5%,d,Low,USD Cap Goods Orders Nondef Ex Air (FEB),-3.7%,u,12:30
5047,1.4%,USD,"Wednesday, March 28, 2012",0.9%,u,Low,USD Cap Goods Ship Nondef Ex Air (FEB),-3.0%,u,12:30
5048,0.1%,CAD,"Wednesday, March 28, 2012",,-,Low,CAD Teranet/National Bank HPI (MoM) (JAN),-0.2%,-,13:00
5049,6.5%,CAD,"Wednesday, March 28, 2012",,-,Low,CAD Teranet/National Bank HPI (YoY) (JAN),6.8%,-,13:00
5050,149.02,CAD,"Wednesday, March 28, 2012",,-,Low,CAD Teranet/National Bank HP Index (JAN),148.87,-,13:00
5051,7102K,USD,"Wednesday, March 28, 2012",2550K,u,Low,USD DOE U.S. Crude Oil Inventories (MAR 23),-1162K,-,14:30
5052,1043K,USD,"Wednesday, March 28, 2012",,-,Low,USD DOE Cushing OK Crude Inventory (MAR 23),-176K,-,14:30
5053,-711K,USD,"Wednesday, March 28, 2012",-500K,d,Low,USD DOE U.S. Distillate Inventory (MAR 23),1763K,-,14:30
5054,-3537K,USD,"Wednesday, March 28, 2012",-1550K,d,Low,USD DOE U.S. Gasoline Inventories (MAR 23),-1214K,-,14:30
5055,2.0%,JPY,"Wednesday, March 28, 2012",0.0%,u,Low,JPY Retail Trade s.a. (MoM) (FEB),3.1%,d,23:50
5056,3.5%,JPY,"Wednesday, March 28, 2012",1.4%,u,Medium,JPY Retail Trade (YoY) (FEB),1.8%,d,23:50
5057,0.2%,JPY,"Wednesday, March 28, 2012",-0.3%,u,Medium,JPY Large Retailers' Sales (FEB),-1.2%,d,23:50
5058,-5.2%,CNY,"Tuesday, March 27, 2012",,-,Medium,CNY Industrial Profits YTD YoY (FEB),25.4%,-,01:30
5059,48.7,JPY,"Tuesday, March 27, 2012",,-,Low,JPY Small Business Confidence (MAR),45.3,-,05:00
5060,1.0%,EUR,"Tuesday, March 27, 2012",0.9%,u,Low,EUR German Import Price Index (MoM) (FEB),1.3%,-,06:00
5061,5.9,EUR,"Tuesday, March 27, 2012",6.0,d,Medium,EUR German GfK Consumer Confidence Survey (APR),6.0,-,06:00
5062,3.5%,EUR,"Tuesday, March 27, 2012",3.5%,-,Low,EUR German Import Price Index (YoY) (FEB),3.7%,-,06:00
5063,0.87,CHF,"Tuesday, March 27, 2012",,-,Medium,CHF UBS Consumption Indicator (FEB),0.93,u,06:00
5064,87,EUR,"Tuesday, March 27, 2012",82,u,High,EUR French Consumer Confidence Indicator (FEB),82,-,06:45
5065,0,GBP,"Tuesday, March 27, 2012",-5,u,Low,GBP CBI Reported Sales (MAR),-2,-,10:00
5066,-0.04%,USD,"Tuesday, March 27, 2012",-0.30%,u,Low,USD S&P/CS 20 City s.a. (MoM) (JAN),-0.47%,u,13:00
5067,-3.8%,USD,"Tuesday, March 27, 2012",-3.8%,-,Low,USD S&P/Case-Shiller Composite-20 (YoY) (JAN),-4.1%,d,13:00
5068,135.46,USD,"Tuesday, March 27, 2012",135.80,d,Low,USD S&P/Case-Shiller Home Price Index (JAN),136.61,d,13:00
5069,,USD,"Tuesday, March 27, 2012",,-,Low,USD Fed's Dudley to Speak at Hearing in Washington on Eurozone Aid,,-,14:00
5070,,USD,"Tuesday, March 27, 2012",,-,Low,USD Fed's Kamin Testifies at Hearing in Washington on Eurozone Aid,,-,14:00
5071,70.2,USD,"Tuesday, March 27, 2012",70.0,u,Medium,USD Consumer Confidence (MAR),71.6,u,14:00
5072,7,USD,"Tuesday, March 27, 2012",18,d,Low,USD Richmond Fed Manufacturing Index (MAR),20,-,14:00
5073,,USD,"Tuesday, March 27, 2012",,-,Low,USD Fed's Rosengren Speaks in London,,-,16:35
5074,,USD,"Tuesday, March 27, 2012",,-,Medium,USD Fed's Bernanke Gives Lecture at George Washington U. (3 of 4),,-,16:45
5075,,USD,"Tuesday, March 27, 2012",,-,Low,"USD Fed's Fisher Speaks in Choudrant, Louisiana",,-,17:20
5076,,USD,"Tuesday, March 27, 2012",,-,Low,USD Fed's Duke Speaks Via Videoconference on Sustainable Community,,-,19:45
5077,,EUR,"Monday, March 26, 2012",,-,Low,EUR ECB's Coeure Speaks in Tokyo,,-,04:40
5078,96.8,EUR,"Monday, March 26, 2012",93.5,u,Low,EUR Italian Consumer Confidence Ind sa (MAR),94.4,u,08:00
5079,109.8,EUR,"Monday, March 26, 2012",109.6,u,Medium,EUR German IFO - Business Climate (MAR),109.7,u,08:00
5080,117.4,EUR,"Monday, March 26, 2012",117.0,u,Medium,EUR German IFO - Current Assessment (MAR),117.4,d,08:00
5081,102.7,EUR,"Monday, March 26, 2012",102.6,u,Medium,EUR German IFO - Expectations (MAR),102.4,u,08:00
5082,,USD,"Monday, March 26, 2012",,-,Low,USD Fed's Plosser Speaks on Monetary Policy in Paris,,-,11:00
5083,,USD,"Monday, March 26, 2012",,-,Low,USD Fed's Bernanke Speaks to Business Economists,,-,12:00
5084,-0.09,USD,"Monday, March 26, 2012",0.00,d,Low,USD Chicago Fed Nat Activity Index (FEB),0.33,u,12:30
5085,-0.5%,USD,"Monday, March 26, 2012",1.0%,d,Low,USD Pending Home Sales (MoM) (FEB),2.0%,-,14:00
5086,13.9%,USD,"Monday, March 26, 2012",9.7%,u,Medium,USD Pending Home Sales (YoY) (FEB),10.3%,-,14:00
5087,10.8,USD,"Monday, March 26, 2012",17.0,d,Low,USD Dallas Fed Manufacturing Activity (MAR),17.8,-,14:30
5088,6.2,EUR,"Monday, March 26, 2012",12.5,u,Low,EUR French Jobseekers - Net Change (FEB),13.4,-,16:00
5089,2867.9K,EUR,"Monday, March 26, 2012",2876.7K,u,Medium,EUR French Total Jobseekers (FEB),2861.7K,-,16:00
5090,-0.6%,JPY,"Monday, March 26, 2012",-0.4%,d,Low,JPY Corporate Service Price (YoY) (FEB),-0.4%,d,23:50
5091,161M,NZD,"Sunday, March 25, 2012",153M,u,Medium,NZD Trade Balance (New Zealand dollars) (FEB),-159M,u,21:45
5092,3.59B,NZD,"Sunday, March 25, 2012",3.93B,d,Low,NZD Exports (New Zealand dollars) (FEB),3.73B,d,21:45
5093,3.43B,NZD,"Sunday, March 25, 2012",3.65B,d,Low,NZD Imports (New Zealand dollars) (FEB),3.73B,d,21:45
5094,621M,NZD,"Sunday, March 25, 2012",712M,d,Medium,NZD Balance (YTD) (New Zealand dollars) (FEB),644M,d,21:45
5095,,USD,"Friday, March 23, 2012",,-,Low,USD Fed's Bullard Speaks at Investment Conference in Hong Kong,,-,00:00
5096,44,GBP,"Friday, March 23, 2012",47,d,Medium,GBP Nationwide Consumer Confidence (FEB),47,-,00:01
5097,56.67,CNY,"Friday, March 23, 2012",,-,Low,CNY MNI March Flash Business Sentiment Survey,58.87,-,01:35
5098,227.2,CNY,"Friday, March 23, 2012",,-,Low,CNY Conference Board China Leading Economic Index (FEB),225.7,-,02:00
5099,-15,EUR,"Friday, March 23, 2012",-28,u,Low,EUR French Production Outlook Indicator (MAR),-27,-,07:45
5100,96,EUR,"Friday, March 23, 2012",93,u,High,EUR French Business Confidence Indicator (MAR),93,u,07:45
5101,6,EUR,"Friday, March 23, 2012",,-,Low,EUR French Own-Company Production Outlook (Mar),-1,u,07:45
5102,0.3%,EUR,"Friday, March 23, 2012",,-,Low,EUR French Wages (4Q F),0.3%,-,07:45
5103,-0.8%,EUR,"Friday, March 23, 2012",-3.4%,u,High,EUR Italy Retail Sales (YoY),-3.7%,-,09:00
5104,0.7%,EUR,"Friday, March 23, 2012",-0.1%,u,High,EUR Italy Retail Sales (MoM),-0.8%,u,09:00
5105,,CHF,"Friday, March 23, 2012",,-,Medium,CHF KOF Institute March Economic Forecast,,-,09:00
5106,33103,GBP,"Friday, March 23, 2012",37250,d,Medium,GBP BBA Loans for House Purchase (FEB),37977,d,09:30
5107,0.4%,CAD,"Friday, March 23, 2012",0.5%,d,Medium,CAD Consumer Price Index (MoM) (FEB),0.4%,-,11:00
5108,2.6%,CAD,"Friday, March 23, 2012",2.7%,d,High,CAD Consumer Price Index (YoY) (FEB),2.5%,-,11:00
5109,0.4%,CAD,"Friday, March 23, 2012",0.3%,u,Medium,CAD Bank Canada Consumer Price Index Core (MoM) (FEB),0.2%,-,11:00
5110,2.3%,CAD,"Friday, March 23, 2012",2.2%,u,High,CAD Bank Canada Consumer Price Index Core (YoY) (FEB),2.1%,-,11:00
5111,121.2,CAD,"Friday, March 23, 2012",,-,Low,CAD Consumer Price Index (FEB),120.7,-,11:00
5112,313K,USD,"Friday, March 23, 2012",325K,d,Medium,USD New Home Sales (FEB),318K,d,14:00
5113,-1.6%,USD,"Friday, March 23, 2012",1.3%,d,Low,USD New Home Sales (MoM) (FEB),-5.4%,d,14:00
5114,,USD,"Friday, March 23, 2012",,-,Low,USD Fed's Lockhart Speaks in Washington,,-,18:30
5115,48.1,CNY,"Thursday, March 22, 2012",,-,Medium,CNY HSBC Flash China Manufacturing PMI (MAR),49.6,-,02:30
5116,0.3%,JPY,"Thursday, March 22, 2012",,-,Low,JPY Supermarket Sales (YoY) (FEB),-1.2%,-,05:00
5117,2.68B,CHF,"Thursday, March 22, 2012",1.80B,u,Medium,CHF Trade Balance (Swiss franc) (FEB),1.50B,d,07:00
5118,9.2%,CHF,"Thursday, March 22, 2012",0.3%,u,Low,CHF Exports (MoM) (FEB),-10.4%,d,07:00
5119,-12.3%,CHF,"Thursday, March 22, 2012",,-,Low,CHF Imports (MoM) (FEB),5.5%,-,07:00
5120,47.6,EUR,"Thursday, March 22, 2012",50.2,d,Low,EUR French Purchasing Manager Index Manufacturing (MAR P),50,-,08:00
5121,50.0,EUR,"Thursday, March 22, 2012",50.3,d,Low,EUR French Purchasing Manager Index Services (MAR P),50,-,08:00
5122,48.1,EUR,"Thursday, March 22, 2012",51,d,Medium,EUR German Purchasing Manager Index Manufacturing (MAR A),50.2,-,08:30
5123,51.8,EUR,"Thursday, March 22, 2012",53.1,d,Medium,EUR German Purchasing Manager Index Services (MAR A),52.8,-,08:30
5124,48.7,EUR,"Thursday, March 22, 2012",49.6,d,Medium,EUR Euro-Zone Purchasing Manager Index Composite (MAR A),49.3,-,09:00
5125,47.7,EUR,"Thursday, March 22, 2012",49.5,d,Medium,EUR Euro-Zone Purchasing Manager Index Manufacturing (MAR A),49,-,09:00
5126,48.7,EUR,"Thursday, March 22, 2012",49.2,d,Medium,EUR Euro-Zone Purchasing Manager Index Services (MAR A),48.8,-,09:00
5127,-0.8%,GBP,"Thursday, March 22, 2012",-0.5%,d,Low,GBP Retail Sales (MoM) (FEB),0.6%,d,09:30
5128,1.0%,GBP,"Thursday, March 22, 2012",2.3%,d,Medium,GBP Retail Sales (YoY) (FEB),1.1%,d,09:30
5129,-0.8%,GBP,"Thursday, March 22, 2012",-0.5%,d,Low,GBP Retail Sales w/Auto Fuel (MoM) (FEB),0.3%,d,09:30
5130,1.0%,GBP,"Thursday, March 22, 2012",2.4%,d,Medium,GBP Retail Sales w/Auto Fuel (YoY) (FEB),1.4%,d,09:30
5131,-3.3%,EUR,"Thursday, March 22, 2012",-3.1%,d,Medium,EUR Euro-Zone Industrial New Orders (YoY) (JAN),-0.4%,u,10:00
5132,-2.3%,EUR,"Thursday, March 22, 2012",-2.2%,d,Low,EUR Euro-Zone Industrial New Orders s.a. (MoM) (JAN),3.5%,u,10:00
5133,0.5%,CAD,"Thursday, March 22, 2012",1.8%,d,Medium,CAD Retail Sales (MoM) (JAN),0.0%,u,12:30
5134,-0.5%,CAD,"Thursday, March 22, 2012",0.5%,d,Low,CAD Retail Sales Less Autos (MoM) (JAN),0.3%,u,12:30
5135,348K,USD,"Thursday, March 22, 2012",350K,u,Low,USD Initial Jobless Claims (MAR 17),353K,d,12:30
5136,3352K,USD,"Thursday, March 22, 2012",3380K,u,Low,USD Continuing Claims (MAR 10),3361K,d,12:30
5137,0.0%,USD,"Thursday, March 22, 2012",0.3%,d,Medium,USD House Price Index (MoM) (JAN),0.1%,d,14:00
5138,0.7%,USD,"Thursday, March 22, 2012",0.6%,u,Medium,USD Leading Indicators (FEB),0.2%,d,14:00
5139,11,USD,"Thursday, March 22, 2012",9,u,Low,USD EIA Natural Gas Storage Change (MAR 16),-64,-,14:30
5140,-19.0,EUR,"Thursday, March 22, 2012",-19.8,u,Medium,EUR Euro-Zone Consumer Confidence (MAR A),-20.3,-,15:00
5141,,USD,"Thursday, March 22, 2012",,-,Low,USD Fed's Bernanke Gives Lecture at George Washington University,,-,16:45
5142,,USD,"Thursday, March 22, 2012",,-,Low,USD Chicago Fed's Evans Speaks at Brookings on Communication,,-,20:00
5143,-0.2%,AUD,"Wednesday, March 21, 2012",,-,Low,AUD DEWR Internet Skilled Vacancies MoM (FEB),-0.1%,u,00:00
5144,0.5%,NZD,"Wednesday, March 21, 2012",,-,Low,NZD Credit Card Spending s.a. (MoM) (FEB),0.6%,d,02:00
5145,4.0%,NZD,"Wednesday, March 21, 2012",,-,Medium,NZD Credit Card Spending (YoY) (FEB),3.1%,-,02:00
5146,-1.0%,JPY,"Wednesday, March 21, 2012",-0.7%,d,Medium,JPY All Industry Activity Index (MoM) (JAN),1.6%,u,04:30
5147,4.8%,JPY,"Wednesday, March 21, 2012",,u,Low,JPY Convenience Store Sales (YoY) (FEB),1.7%,-,07:00
5148,6.4%,CHF,"Wednesday, March 21, 2012",,-,Low,CHF Money Supply M3 (YoY) (FEB),7.3%,d,08:00
5149,,GBP,"Wednesday, March 21, 2012",,-,High,GBP Bank of England Minutes,,-,09:30
5150,-7.8B,GBP,"Wednesday, March 21, 2012",-1.0B,d,Medium,GBP Public Finances (PSNCR) (Pounds) (FEB),-32.0B,d,09:30
5151,15.2B,GBP,"Wednesday, March 21, 2012",8.0B,u,Medium,GBP PSNB ex Interventions (FEB),-7.9B,d,09:30
5152,12.9B,GBP,"Wednesday, March 21, 2012",5.0B,u,Medium,GBP Public Sector Net Borrowing (Pounds) (FEB),-10.2B,u,09:30
5153,-7.4%,USD,"Wednesday, March 21, 2012",,d,Low,USD MBA Mortgage Applications (MAR 16),-2.4%,-,11:00
5154,,GBP,"Wednesday, March 21, 2012",,-,High,GBP UK Budget Presented to Parliament,,-,12:30
5155,0.6%,CAD,"Wednesday, March 21, 2012",0.6%,-,Medium,CAD Leading Indicators (MoM) (FEB),0.4%,d,12:30
5156,4.59M,USD,"Wednesday, March 21, 2012",4.61M,d,Medium,USD Existing Home Sales (FEB),4.63M,u,14:00
5157,-0.9%,USD,"Wednesday, March 21, 2012",0.9%,d,Low,USD Existing Home Sales (MoM) (FEB),5.7%,u,14:00
5158,-1162K,USD,"Wednesday, March 21, 2012",2200K,d,Low,USD DOE U.S. Crude Oil Inventories (MAR 16),1750K,-,14:30
5159,-176K,USD,"Wednesday, March 21, 2012",,-,Low,USD DOE Cushing OK Crude Inventory (MAR 16),2519K,-,14:30
5160,1763K,USD,"Wednesday, March 21, 2012",-1500K,u,Low,USD DOE U.S. Distillate Inventory (MAR 16),-4682K,-,14:30
5161,-1214K,USD,"Wednesday, March 21, 2012",-2000K,u,Low,USD DOE U.S. Gasoline Inventories (MAR 16),-1410K,-,14:30
5162,0.3%,NZD,"Wednesday, March 21, 2012",0.6%,d,High,NZD Gross Domestic Product (QoQ) (4Q),0.7%,d,21:45
5163,1.8%,NZD,"Wednesday, March 21, 2012",2.2%,d,High,NZD Gross Domestic Product (YoY) (4Q),1.8%,d,21:45
5164,¥32.9B,JPY,"Wednesday, March 21, 2012",-¥120.0B,u,Medium,JPY Merchandise Trade Balance Total (Yen) (FEB),-¥1476.9B,d,23:50
5165,-¥313.2B,JPY,"Wednesday, March 21, 2012",-¥342.5B,u,Low,JPY Adjusted Merchandise Trade Balance (Yen) (FEB),-¥612.8B,-,23:50
