,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
0,clf,kn,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.74,{'n_neighbors': 71},0.74,0.70,0.74,0.99,0.58,0.02,949.00,343.00,"{'0': {'precision': 0.7375, 'recall': 0.9947312961011591, 'f1-score': 0.8470165993719155, 'support': 949}, '1': {'precision': 0.5833333333333334, 'recall': 0.02040816326530612, 'f1-score': 0.039436619718309855, 'support': 343}, 'micro avg': {'precision': 0.7360681114551083, 'recall': 0.7360681114551083, 'f1-score': 0.7360681114551083, 'support': 1292}, 'macro avg': {'precision': 0.6604166666666667, 'recall': 0.5075697296832326, 'f1-score': 0.44322660954511267, 'support': 1292}, 'weighted avg': {'precision': 0.6965718524251807, 'recall': 0.7360681114551083, 'f1-score': 0.6326203663833809, 'support': 1292}}",9.57
1,clf,svc-rbf,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.73,"{'C': 1, 'gamma': 1}",0.73,0.54,0.73,1.00,0.00,0.00,949.00,343.00,"{'0': {'precision': 0.7345201238390093, 'recall': 1.0, 'f1-score': 0.8469433288710397, 'support': 949}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 343}, 'micro avg': {'precision': 0.7345201238390093, 'recall': 0.7345201238390093, 'f1-score': 0.7345201238390094, 'support': 1292}, 'macro avg': {'precision': 0.36726006191950467, 'recall': 0.5, 'f1-score': 0.42347166443551987, 'support': 1292}, 'weighted avg': {'precision': 0.5395198123244735, 'recall': 0.7345201238390093, 'f1-score': 0.6220969188069788, 'support': 1292}}",10.44
2,clf,dtree,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.74,"{'max_depth': 4, 'min_samples_leaf': 150}",0.74,0.69,0.74,0.98,0.56,0.06,949.00,343.00,"{'0': {'precision': 0.7428343949044586, 'recall': 0.9831401475237092, 'f1-score': 0.8462585034013606, 'support': 949}, '1': {'precision': 0.5555555555555556, 'recall': 0.05830903790087463, 'f1-score': 0.10554089709762533, 'support': 343}, 'micro avg': {'precision': 0.7376160990712074, 'recall': 0.7376160990712074, 'f1-score': 0.7376160990712074, 'support': 1292}, 'macro avg': {'precision': 0.649194975230007, 'recall': 0.5207245927122919, 'f1-score': 0.47589970024949296, 'support': 1292}, 'weighted avg': {'precision': 0.6931156318265377, 'recall': 0.7376160990712074, 'f1-score': 0.6496128850095795, 'support': 1292}}",0.79
3,clf,rforest,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.74,"{'max_depth': 6, 'min_samples_leaf': 30, 'n_estimators': 10}",0.75,0.72,0.76,0.97,0.64,0.14,949.00,343.00,"{'0': {'precision': 0.7569786535303776, 'recall': 0.9715489989462592, 'f1-score': 0.8509460083064144, 'support': 949}, '1': {'precision': 0.6351351351351351, 'recall': 0.13702623906705538, 'f1-score': 0.22541966426858512, 'support': 343}, 'micro avg': {'precision': 0.75, 'recall': 0.75, 'f1-score': 0.75, 'support': 1292}, 'macro avg': {'precision': 0.6960568943327563, 'recall': 0.5542876190066574, 'f1-score': 0.5381828362874997, 'support': 1292}, 'weighted avg': {'precision': 0.7246316513557893, 'recall': 0.75, 'f1-score': 0.6848813519558143, 'support': 1292}}",29.79
4,clf,xgb,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.74,{'n_estimators': 50},0.74,0.71,0.76,0.95,0.55,0.19,949.00,343.00,"{'0': {'precision': 0.7627551020408163, 'recall': 0.9452054794520548, 'f1-score': 0.844235294117647, 'support': 949}, '1': {'precision': 0.5517241379310345, 'recall': 0.18658892128279883, 'f1-score': 0.2788671023965142, 'support': 343}, 'micro avg': {'precision': 0.7438080495356038, 'recall': 0.7438080495356038, 'f1-score': 0.7438080495356038, 'support': 1292}, 'macro avg': {'precision': 0.6572396199859254, 'recall': 0.5658972003674269, 'f1-score': 0.5615511982570806, 'support': 1292}, 'weighted avg': {'precision': 0.706730627822817, 'recall': 0.7438080495356038, 'f1-score': 0.6941414165941574, 'support': 1292}}",0.48
5,clf,gboosting,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.74,{'n_estimators': 100},0.74,0.70,0.76,0.94,0.52,0.19,949.00,343.00,"{'0': {'precision': 0.7624356775300172, 'recall': 0.9367755532139094, 'f1-score': 0.8406619385342788, 'support': 949}, '1': {'precision': 0.5238095238095238, 'recall': 0.1924198250728863, 'f1-score': 0.28144989339019194, 'support': 343}, 'micro avg': {'precision': 0.7391640866873065, 'recall': 0.7391640866873065, 'f1-score': 0.7391640866873065, 'support': 1292}, 'macro avg': {'precision': 0.6431226006697706, 'recall': 0.5645976891433978, 'f1-score': 0.5610559159622354, 'support': 1292}, 'weighted avg': {'precision': 0.6990852357915271, 'recall': 0.7391640866873065, 'f1-score': 0.6922023940416923, 'support': 1292}}",1.33
6,clf,ada,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.74,{'n_estimators': 10},0.73,0.69,0.76,0.92,0.48,0.21,949.00,343.00,"{'0': {'precision': 0.7633654688869412, 'recall': 0.9178082191780822, 'f1-score': 0.8334928229665072, 'support': 949}, '1': {'precision': 0.48344370860927155, 'recall': 0.21282798833819241, 'f1-score': 0.29554655870445345, 'support': 343}, 'micro avg': {'precision': 0.7306501547987616, 'recall': 0.7306501547987616, 'f1-score': 0.7306501547987616, 'support': 1292}, 'macro avg': {'precision': 0.6234045887481063, 'recall': 0.5653181037581373, 'f1-score': 0.5645196908354804, 'support': 1292}, 'weighted avg': {'precision': 0.6890518746336589, 'recall': 0.7306501547987616, 'f1-score': 0.6906789153489495, 'support': 1292}}",1.17
0,reg,kn,max,basic,ALL_NO_1_1_1,60_120,included,basic,15.36,{'n_neighbors': 41},,,,,,,,,15.49,10.60
1,reg,svr-rbf,max,basic,ALL_NO_1_1_1,60_120,included,basic,16.64,"{'C': 5, 'gamma': 1}",,,,,,,,,16.85,10.75
2,reg,dtree,max,basic,ALL_NO_1_1_1,60_120,included,basic,15.24,"{'max_depth': 5, 'min_samples_leaf': 250}",,,,,,,,,15.26,0.81
3,reg,rforest,max,basic,ALL_NO_1_1_1,60_120,included,basic,14.86,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,,,15.08,73.08
4,reg,xgb,max,basic,ALL_NO_1_1_1,60_120,included,basic,15.00,{'n_estimators': 50},,,,,,,,,15.24,0.47
5,reg,gboosting,max,basic,ALL_NO_1_1_1,60_120,included,basic,15.08,{'n_estimators': 50},,,,,,,,,15.37,1.07
6,reg,ada,max,basic,ALL_NO_1_1_1,60_120,included,basic,16.82,{'n_estimators': 10},,,,,,,,,16.60,1.32
