,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_90_after,direction_agg_0_90_after
805,2008-08-08 08:30:00,56_57,-0.9,4,-4.38,0,2,2,0,2,0,2,0,0,2,2008,32,4,2,13,-5,-3,24,-15,-9,26,-33,-15,21,-21,13,20,-13,7,18,-16,-4,59,-27,-53,0
806,2008-08-08 10:00:00,31,1.06,0,0.39,0,0,0,1,0,0,1,0,1,0,2008,32,4,1,29,-15,-15,14,-16,-3,16,-11,6,33,13,23,18,11,-3,27,22,10,75,-46,1,1
807,2008-08-12 08:30:00,68,4.47,0,1.98,0,0,3,0,3,0,0,1,0,0,2008,33,1,1,23,5,9,33,28,22,19,25,-7,25,22,-2,13,23,0,15,33,8,65,26,26,2
808,2008-08-12 10:00:00,37,1.85,0,0.0,0,0,1,0,1,0,0,0,1,0,2008,33,1,1,17,-10,-8,10,-6,5,14,-14,-9,12,-23,-8,13,-21,1,18,-10,13,53,-13,-25,0
809,2008-08-12 14:00:00,25,-1.64,0,0.0,0,0,0,2,2,0,0,0,0,1,2008,33,1,1,11,1,-1,13,-3,-3,8,-1,-2,9,-1,1,11,1,1,14,-10,-11,44,37,-11,1
810,2008-08-13 08:30:00,17_60_41,0.8499999999999999,0,5.73,0,0,2,6,0,8,0,2,0,1,2008,33,2,3,37,15,19,17,9,-6,13,2,-8,16,13,10,15,15,4,17,14,0,54,25,-21,0
811,2008-08-13 10:00:00,5,1.56,0,2.24,0,0,0,2,0,0,2,0,0,1,2008,33,2,1,23,-11,-12,19,-17,-7,17,-22,-6,22,-12,9,12,-7,5,10,-11,-4,64,-46,2,1
812,2008-08-13 10:35:00,18,-0.18,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,33,2,1,30,26,24,18,16,-10,23,5,-11,14,2,-4,12,3,2,10,7,7,57,-23,26,2
813,2008-08-14 08:30:00,69_13_8,6.220000000000001,8,3.3,0,0,5,2,5,0,2,1,0,2,2008,33,3,3,62,19,21,20,27,9,14,27,2,34,9,-19,20,-5,-15,17,-5,1,72,27,-25,0
814,2008-08-14 10:35:00,46,-0.34,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,33,3,1,20,-10,-11,10,-13,-4,17,-2,11,9,-4,-3,12,0,4,8,-6,-4,33,5,-45,0
815,2008-08-15 08:30:00,21,1.16,0,0.0,0,0,2,0,2,0,0,0,0,1,2008,33,4,1,21,4,3,14,11,5,14,14,2,16,16,3,13,12,-5,14,16,3,34,3,-41,0
816,2008-08-15 09:00:00,66,-0.9299999999999999,0,15.72,6,0,0,3,0,3,0,1,0,0,2008,33,4,1,20,-1,1,17,-8,-7,14,-14,-5,22,-11,4,13,-16,-4,12,-16,-2,42,1,-42,0
817,2008-08-15 09:15:00,9_42,1.34,0,-2.9200000000000004,0,2,2,0,2,0,2,0,0,2,2008,33,4,2,22,3,4,13,-2,-4,12,-2,-2,18,-9,-9,17,-17,-8,15,-18,0,44,-6,-30,0
818,2008-08-15 09:55:00,58,-0.30000000000000004,0,16.080000000000002,3,3,0,0,0,3,0,1,0,0,2008,33,4,1,17,-8,-9,14,-7,0,18,2,9,15,-1,-4,15,6,8,16,12,7,79,-54,-21,0
819,2008-08-18 13:00:00,44,0.84,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,34,0,1,8,-1,0,9,-4,-4,9,-2,0,6,-4,-2,11,-10,-6,8,-7,1,21,-3,-13,1
820,2008-08-19 08:30:00,49_16_4_36,9.9,0,0.81,3,2,5,3,7,3,0,2,0,2,2008,34,1,4,25,-14,-16,21,-27,-14,18,-20,6,14,-15,7,12,-16,0,10,-21,-3,43,-12,6,1
821,2008-08-20 10:35:00,18,8.74,2,0.0,0,2,0,0,2,0,0,0,0,1,2008,34,2,1,20,2,2,13,7,6,11,0,-7,17,-10,-7,21,-21,-10,13,-19,2,33,-6,-50,0
822,2008-08-21 08:30:00,69,-0.86,0,-2.98,2,0,2,0,0,2,0,0,0,1,2008,34,3,1,22,-9,-8,21,-16,-7,13,-14,0,19,2,16,29,24,22,10,17,-6,39,17,29,2
823,2008-08-21 10:00:00,53_7,-8.49,1,0.61,0,0,2,1,2,1,0,0,1,1,2008,34,3,2,18,6,5,10,10,3,17,20,9,14,15,-5,9,16,1,9,16,0,39,1,28,2
824,2008-08-21 10:35:00,46,0.7,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,34,3,1,10,-6,-3,26,13,19,20,20,7,14,25,5,16,23,-1,16,26,4,47,21,18,2
825,2008-08-25 10:00:00,23,2.67,0,-0.03,0,0,3,0,3,0,0,1,0,0,2008,35,0,1,18,-5,-1,13,-12,-8,12,-9,3,9,-12,-2,12,-13,-1,12,-19,-4,30,10,-12,1
826,2008-08-26 09:00:00,65,0.6,0,0.05,0,0,1,0,1,0,0,0,1,0,2008,35,1,1,24,8,7,13,5,-4,15,4,-1,13,9,7,14,15,5,16,24,8,52,24,33,2
827,2008-08-26 10:00:00,64_47_6_35,0.7499999999999998,0,-5.99,0,0,4,4,5,0,3,2,2,0,2008,35,1,4,22,-8,-7,19,-4,3,23,8,12,19,15,7,17,4,-9,13,-1,-5,51,20,25,2
828,2008-08-27 08:30:00,14_20,3.4699999999999998,0,4.43,0,0,5,0,0,5,0,1,0,1,2008,35,2,2,41,-33,-27,19,-30,4,13,-23,6,17,-33,-11,20,-43,-10,15,-50,-7,48,19,-38,0
829,2008-08-27 10:35:00,18,-0.52,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,35,2,1,16,3,1,13,0,-5,13,4,3,19,16,12,10,15,0,18,23,9,53,-33,-12,1
830,2008-08-28 08:30:00,69_55_54,40.01,6,1.6300000000000003,3,3,3,0,6,0,0,1,1,1,2008,35,3,3,34,-29,-23,18,-19,3,16,-10,9,15,-11,1,12,-13,-2,31,9,26,73,-12,11,1
831,2008-08-28 10:35:00,46,4.16,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,35,3,1,12,-4,-3,27,-27,-23,13,-19,4,11,-18,-1,19,-23,-3,12,-16,5,52,-35,-61,0
832,2008-08-29 08:30:00,15_52_51,-3.0999999999999996,1,0.4,0,2,0,3,5,0,0,0,1,2,2008,35,4,3,19,-1,-1,15,-5,-2,10,-4,0,15,-15,-9,9,-14,-1,13,-13,0,32,4,-32,0
833,2008-08-29 09:45:00,10,23.3,0,0.0,0,0,2,0,2,0,0,0,0,1,2008,35,4,1,29,-17,-18,14,-17,1,20,-24,-6,18,-22,3,10,-22,1,10,-20,1,53,0,-19,0
834,2008-08-29 09:55:00,63,0.82,0,0.38,0,0,2,0,2,0,0,0,0,1,2008,35,4,1,20,-7,-6,18,-5,3,10,-5,1,10,-3,1,10,-3,0,10,-2,1,59,-22,-25,0
835,2008-09-02 10:00:00,11_38_39,-3.5700000000000003,0,3.91,0,3,0,2,4,1,0,1,2,0,2008,36,1,3,22,13,13,22,32,17,9,31,4,2,32,2,2,32,1,2,31,-1,42,22,35,2
836,2008-09-03 01:00:00,67,1.98,0,0.0,0,0,1,0,1,0,0,0,1,0,2008,36,2,1,15,-8,-6,14,-14,-7,13,-10,1,19,-2,10,14,2,1,20,13,13,76,-49,6,1
837,2008-09-03 10:00:00,24,0.82,0,7.02,0,0,2,0,0,2,0,0,0,1,2008,36,2,1,25,-10,-9,19,-4,6,13,0,3,10,3,3,13,-1,-3,15,5,5,57,31,-23,0
838,2008-09-04 08:15:00,0,-0.15000000000000002,0,-2.94,0,3,0,0,0,0,3,1,0,0,2008,36,3,1,13,-5,-4,8,-7,-1,9,-3,4,47,-20,-21,38,-28,-7,18,-24,6,52,24,-9,1
839,2008-09-04 08:30:00,69_61_62,8.43,4,1.45,0,0,0,5,5,0,0,0,1,2,2008,36,3,3,47,-17,-21,38,-25,-7,18,-21,6,22,-28,-5,17,-30,-3,23,-12,18,55,33,-17,0
840,2008-09-04 10:00:00,40,1.71,0,0.0,0,0,3,0,3,0,0,1,0,0,2008,36,3,1,23,-13,-15,23,-33,-18,12,-28,4,12,-31,-4,12,-39,-6,23,-55,-15,58,-14,-116,0
841,2008-09-04 10:35:00,46,0.21,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,36,3,1,19,-7,-6,21,-17,-10,14,-22,-4,12,-23,-2,17,-25,-3,12,-21,4,99,-74,-46,0
842,2008-09-04 11:00:00,18,-0.98,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,36,3,1,12,4,4,14,-2,-5,21,-12,-10,5,-12,-2,22,-30,-18,17,-37,-2,70,-64,-15,0
843,2008-09-05 08:30:00,48_70_3,6.5,0,-2.4699999999999998,4,0,2,6,3,2,3,2,0,1,2008,36,4,3,84,-37,-36,66,10,48,62,52,44,40,59,6,24,42,-16,35,35,-7,84,29,51,2
844,2008-09-08 15:00:00,12,-0.92,0,-1.52,0,0,0,1,0,0,1,0,1,0,2008,37,0,1,12,9,9,8,4,-4,15,10,3,9,8,-3,8,6,-2,11,15,9,45,29,44,2
845,2008-09-09 10:00:00,37_31_50,0.42000000000000015,0,1.6000000000000003,0,0,1,4,1,4,0,1,2,0,2008,37,1,3,30,21,19,16,32,11,22,14,-19,14,13,-1,18,1,-7,13,-2,-3,74,-9,77,2
846,2008-09-10 10:35:00,18,-0.6,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,37,2,1,26,-17,-18,14,-16,-4,24,-33,-17,25,-53,-20,22,-55,-2,21,-44,9,47,-14,-89,0
847,2008-09-11 08:30:00,68_69_41,-11.850000000000001,2,-16.33,9,0,0,7,0,0,7,1,0,2,2008,37,3,3,33,16,16,15,15,-1,36,-12,-26,17,-15,-4,15,-22,-9,18,-24,-3,52,6,-47,0
848,2008-09-11 10:35:00,46,0.22,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,37,3,1,15,-8,-9,15,2,8,16,3,1,14,10,9,14,4,-6,16,2,-1,50,5,18,2
849,2008-09-11 14:00:00,25,-0.66,0,0.0,0,0,0,2,2,0,0,0,0,1,2008,37,3,1,9,2,0,21,14,14,15,4,-10,11,2,-1,13,0,-4,12,-5,-5,42,0,-5,1
850,2008-09-12 08:30:00,17_60_49_16,-13.77,0,-5.550000000000001,3,2,0,9,5,0,6,3,0,1,2008,37,4,4,34,9,16,21,4,-8,17,14,8,24,29,13,14,38,8,20,45,7,61,-13,59,2
851,2008-09-12 09:55:00,58,10.350000000000001,0,1.71,0,0,3,0,0,3,0,1,0,0,2008,37,4,1,34,-32,-32,21,-27,6,17,-21,6,18,-8,17,16,-7,2,13,2,4,55,7,66,2
852,2008-09-12 10:00:00,5,5.26,0,2.24,0,0,0,2,0,0,2,0,0,1,2008,37,4,1,21,5,6,17,11,6,18,24,17,16,25,2,13,34,4,27,52,17,60,-9,96,2
853,2008-09-15 08:30:00,21,-1.84,0,0.0,0,0,0,2,2,0,0,0,0,1,2008,38,0,1,21,-4,-4,28,24,27,19,27,2,17,22,-4,18,32,11,20,37,5,89,2,74,2
854,2008-09-15 09:15:00,9_42,-8.379999999999999,0,-3.78,0,0,0,4,0,0,4,0,0,2,2008,38,0,2,41,36,35,20,18,-16,34,46,28,14,52,5,3,53,0,2,53,-1,68,-3,32,2
855,2008-09-16 08:30:00,13_8,-0.62,0,0.0,0,3,0,2,5,0,0,1,0,1,2008,38,1,2,15,-4,-3,19,-14,-9,37,14,28,14,9,-7,15,6,-3,24,-8,-14,83,57,-50,0
856,2008-09-16 09:00:00,66,-6.300000000000001,0,28.259999999999998,0,0,0,3,3,0,0,1,0,0,2008,38,1,1,34,-9,-9,27,-5,3,18,-17,-12,15,-21,-3,36,-38,-13,26,-55,-16,61,8,-50,0
857,2008-09-16 13:00:00,44,1.2,0,0.0,0,0,1,0,1,0,0,0,1,0,2008,38,1,1,18,1,-1,13,-1,-1,7,-3,-2,9,-5,-2,9,-2,3,15,-4,0,51,5,-56,0
858,2008-09-16 14:14:00,26,0.0,0,1.02,0,3,0,0,3,0,0,1,0,0,2008,38,1,1,75,13,19,29,-9,-20,24,8,16,25,14,5,24,13,1,31,25,11,86,-47,49,2
859,2008-09-17 08:30:00,4_36_19,-5.73,0,-12.399999999999999,0,0,0,7,7,0,0,1,0,2,2008,38,2,3,19,2,5,38,-26,-28,24,-25,2,11,-27,-2,26,-11,18,15,-14,-5,51,-9,-5,1
860,2008-09-17 10:35:00,18,-0.9,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,38,2,1,21,8,7,13,10,1,21,13,3,17,6,-5,19,5,-2,20,18,13,66,30,-57,0
861,2008-09-18 08:30:00,69,2.42,0,-9.2,0,0,0,2,2,0,0,0,0,1,2008,38,3,1,28,-15,-12,37,-39,-23,32,-22,21,20,-32,-9,17,-26,7,40,-58,-32,47,19,-125,0
862,2008-09-18 10:00:00,53_7,3.6399999999999997,0,0.15,0,0,2,1,3,0,0,0,1,1,2008,38,3,2,20,4,2,24,-9,-13,17,-7,3,22,-12,-5,24,-2,10,20,-16,-12,105,-78,6,1
863,2008-09-18 10:35:00,46,0.76,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,38,3,1,24,17,16,21,27,13,27,42,15,18,39,-3,39,18,-22,30,40,22,67,-51,28,2
864,2008-09-23 10:00:00,64_35,-3.7199999999999998,0,-2.24,1,0,0,2,1,0,1,0,2,0,2008,39,1,2,20,-8,-8,10,-10,-2,30,-35,-24,21,-49,-12,19,-49,2,18,-38,11,74,40,-41,0
865,2008-09-24 10:00:00,23,-1.1099999999999999,0,0.06,0,3,0,0,3,0,0,1,0,0,2008,39,2,1,26,10,10,8,7,-3,37,-27,-32,16,-33,-4,17,-25,7,28,-46,-21,43,-8,-41,0
866,2008-09-24 10:35:00,18,0.22,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,39,2,1,18,-4,-4,15,-14,-11,25,-31,-16,22,-21,12,16,-21,1,25,-10,12,73,-35,-32,0
867,2008-09-25 08:30:00,69_14_20,-5.1,3,-2.0500000000000003,0,0,0,8,0,0,8,2,0,1,2008,39,3,3,29,28,23,21,39,11,11,39,-1,22,18,-20,16,20,2,15,16,-3,73,26,30,2
868,2008-09-25 10:00:00,47,-5.07,0,0.81,0,0,0,3,0,3,0,1,0,0,2008,39,3,1,23,3,-2,16,-11,-8,20,-25,-12,25,-46,-18,23,-66,-19,25,-73,-6,59,15,-89,0
869,2008-09-25 10:35:00,46,-1.67,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,39,3,1,12,-3,-3,20,3,8,14,8,5,14,5,-2,15,3,-2,16,-4,-7,107,-45,-23,0
870,2008-09-26 08:30:00,28_27,-18.76,4,0.7500000000000001,0,1,0,2,3,0,0,0,1,1,2008,39,4,2,14,7,7,10,9,2,12,4,-5,13,9,2,14,8,-1,33,-17,-24,52,27,4,1
871,2008-09-26 09:55:00,63,-0.34,0,7.22,2,2,0,0,2,0,0,0,0,1,2008,39,4,1,23,-9,-9,29,6,14,16,1,-5,23,9,8,13,11,4,21,-7,-18,78,20,-48,0
872,2008-09-29 08:30:00,15_52_51,-2.98,0,-0.9600000000000002,0,2,1,2,2,1,2,0,1,2,2008,40,0,3,25,16,15,16,10,-6,21,3,-6,16,4,2,15,-1,-2,13,6,6,48,21,27,2
873,2008-09-30 09:00:00,65,-0.41,0,0.05,0,0,0,1,1,0,0,0,1,0,2008,40,1,1,12,-3,-3,24,5,8,22,-3,-6,33,-29,-26,20,-38,-7,20,-46,-7,89,-68,-103,0
874,2008-09-30 09:45:00,10,2.12,0,0.0,0,0,2,0,2,0,0,0,0,1,2008,40,1,1,18,-6,-4,23,-16,-8,20,0,15,13,-2,-1,12,4,5,20,-4,-8,104,-78,-121,0
875,2008-09-30 10:00:00,6,3.99,0,9.3,0,0,3,0,0,3,0,1,0,0,2008,40,1,1,13,-2,-1,12,4,5,20,-4,-8,16,-6,0,23,-25,-17,10,-20,4,124,-77,-107,0
876,2008-10-01 01:00:00,67,-1.8,0,0.0,0,0,0,1,1,0,0,0,1,0,2008,40,2,1,26,-14,-14,12,-24,-10,11,-14,9,15,-7,7,9,-9,-2,6,-7,1,43,-12,9,1
877,2008-10-01 08:15:00,0,2.43,0,-1.62,0,0,3,0,3,0,0,1,0,0,2008,40,2,1,23,-6,-6,45,-41,-35,43,-78,-37,46,-36,42,15,-48,-12,17,-37,11,101,-64,-78,0
878,2008-10-01 10:00:00,11_38_39,-34.14,8,-4.47,0,0,1,4,4,0,1,1,2,0,2008,40,2,3,28,-10,-10,16,-23,-13,20,-6,17,12,-5,1,24,-28,-23,16,-22,6,63,5,10,1
879,2008-10-01 10:35:00,18,4.96,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,40,2,1,14,-11,-11,11,-17,-7,16,-28,-11,25,-16,12,12,-14,2,26,-2,11,53,15,42,2
880,2008-10-02 08:30:00,69,3.81,0,3.3000000000000003,0,0,0,3,3,0,0,1,0,0,2008,40,3,1,29,-20,-18,72,-69,-49,15,-74,-6,33,-93,-19,32,-108,-14,33,-123,-15,52,2,-84,0
881,2008-10-02 10:00:00,24,-5.92,0,-9.2,2,0,0,2,0,0,2,0,0,1,2008,40,3,1,14,0,0,21,19,19,18,24,5,9,24,0,20,39,15,11,35,-4,57,16,5,1
882,2008-10-02 10:35:00,46,1.16,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,40,3,1,10,9,8,14,3,-7,11,0,-3,16,-11,-11,15,-17,-6,11,-14,3,50,26,33,2
883,2008-10-03 08:30:00,48_70_3,-8.72,0,3.59,0,3,0,5,5,3,0,2,0,1,2008,40,4,3,65,-31,-34,30,-34,-2,22,-33,1,31,-61,-28,21,-71,-10,47,-108,-37,65,12,-102,0
884,2008-10-03 10:00:00,40,0.27,0,0.0,0,3,0,0,3,0,0,1,0,0,2008,40,4,1,15,4,4,14,1,-4,23,-20,-21,19,-12,8,25,-10,3,14,-16,-7,65,8,46,2
885,2008-10-07 15:00:00,12,-2.5,0,0.32,0,0,0,1,0,1,0,0,1,0,2008,41,1,1,21,-11,-11,9,-15,-4,6,-13,2,11,-18,-5,8,-21,-3,9,-26,-5,78,53,-41,0
886,2008-10-08 10:00:00,50,5.97,0,2.2800000000000002,0,0,3,0,0,3,0,1,0,0,2008,41,2,1,19,-4,-4,22,-20,-17,23,4,23,18,-3,-7,31,16,19,27,0,-16,92,71,-14,1
887,2008-10-08 10:35:00,18,6.34,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,41,2,1,22,-22,-21,32,-46,-22,22,-29,18,29,-17,12,24,-42,-24,17,-29,12,59,30,-4,1
888,2008-10-09 08:30:00,69,0.66,0,1.1099999999999999,0,3,0,0,3,0,0,1,0,0,2008,41,3,1,24,20,20,17,9,-12,5,9,0,4,10,-1,22,-1,-13,19,-18,-16,45,-5,-17,0
889,2008-10-09 10:00:00,31,0.5,0,0.53,0,0,0,1,0,0,1,0,1,0,2008,41,3,1,7,-1,0,12,-3,-2,14,-9,-6,17,-6,6,10,-13,-7,20,-27,-13,43,-23,-30,0
890,2008-10-09 10:35:00,46,0.24,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,41,3,1,12,9,6,23,-10,-18,19,-12,-4,16,-6,6,19,5,12,9,1,-7,57,-27,2,1
891,2008-10-10 08:30:00,68_41,-0.36999999999999994,0,4.62,2,3,0,2,0,5,0,1,0,1,2008,41,4,2,9,-9,-9,19,-21,-14,15,-32,-10,20,-50,-19,23,-58,-10,19,-64,-5,41,25,-30,0
892,2008-10-14 10:00:00,37,-1.33,0,0.0,0,0,0,1,1,0,0,0,1,0,2008,42,1,1,10,-7,-3,32,-39,-31,16,-27,11,16,-22,6,32,-55,-30,14,-47,11,54,-29,-30,0
893,2008-10-14 16:00:00,25,-0.18,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,42,1,1,5,6,1,16,-5,-13,7,-7,0,8,-5,4,9,-13,-6,7,-20,-6,27,12,-33,0
894,2008-10-15 08:30:00,17_60_21_49_16,-11.37,0,-3.2699999999999996,0,3,2,8,7,0,6,3,0,2,2008,42,2,5,10,3,1,13,7,0,13,-3,-10,10,-2,0,7,-6,-4,18,-20,-9,56,-46,-32,0
895,2008-10-15 10:00:00,5,-1.1,0,0.18,0,0,2,0,2,0,0,0,0,1,2008,42,2,1,12,4,6,9,-3,-7,7,0,3,16,-13,-10,12,-2,10,8,-8,-4,46,14,-30,0
896,2008-10-16 08:30:00,69_13_8,-5.3999999999999995,6,-0.66,0,0,2,5,7,0,0,1,0,2,2008,42,3,3,11,7,6,19,30,18,18,26,-7,9,29,4,8,27,-1,13,13,-13,30,-16,-52,0
897,2008-10-16 09:00:00,66,-1.1400000000000001,0,0.8400000000000001,0,0,0,3,0,3,0,1,0,0,2008,42,3,1,23,-15,-12,8,-20,-2,27,-33,-15,11,-30,5,9,-30,0,12,-29,3,50,2,-114,0
898,2008-10-16 09:15:00,9_42,-13.86,4,3.96,0,0,0,4,2,2,0,0,0,2,2008,42,3,2,11,3,5,9,3,0,12,4,3,37,-23,-29,21,-7,18,11,-13,-6,67,-39,-78,0
899,2008-10-16 10:00:00,53,-7.44,2,0.0,0,0,0,2,2,0,0,0,0,1,2008,42,3,1,14,-7,-8,9,-9,3,29,-40,-27,21,-53,-11,16,-48,7,13,-47,5,62,-46,-47,0
900,2008-10-16 10:35:00,46,-0.36,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,42,3,1,18,-2,0,15,10,12,9,15,1,16,7,-5,5,3,-2,10,1,-3,90,-73,15,2
901,2008-10-16 11:00:00,18,2.2,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,42,3,1,10,-2,-3,9,-2,-1,20,-15,-14,11,-6,10,8,-2,5,16,-16,-13,58,-30,37,2
902,2008-10-16 13:00:00,44,-2.63,1,-1.0,2,0,0,1,0,0,1,0,1,0,2008,42,3,1,18,12,12,15,3,-9,10,11,5,7,13,-1,15,7,-8,8,3,-4,52,-10,11,1
903,2008-10-17 08:30:00,4_36,-3.5700000000000003,0,-3.1000000000000005,0,0,0,5,3,0,2,1,0,1,2008,42,4,2,14,-7,-5,11,-2,4,8,2,5,10,9,10,13,19,11,12,30,10,25,3,57,2
904,2008-10-17 09:55:00,58,-5.25,0,-3.99,0,0,0,3,0,0,3,1,0,0,2008,42,4,1,19,5,2,14,11,5,21,-6,-17,14,-13,-3,5,-12,-1,12,-23,-10,56,28,3,1
905,2008-10-20 10:00:00,7,1.86,1,-2.64,0,0,1,0,0,0,1,0,1,0,2008,43,0,1,11,0,0,21,-13,-13,16,-9,3,12,-13,-5,25,-38,-25,13,-40,-2,95,-61,-57,0
906,2008-10-22 10:35:00,18,0.58,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,43,2,1,18,1,3,13,9,6,20,19,12,15,28,8,19,34,7,14,32,-5,100,-13,-32,0
907,2008-10-23 08:30:00,69,1.23,0,2.16,0,0,0,3,3,0,0,1,0,0,2008,43,3,1,19,-6,-6,24,-10,-2,23,11,20,17,20,9,29,40,18,29,63,24,68,-53,40,2
908,2008-10-23 10:00:00,35,-0.28,0,-1.49,0,0,0,1,0,0,1,0,1,0,2008,43,3,1,13,3,3,29,9,7,13,19,10,14,10,-9,15,10,0,30,-6,-15,47,4,59,2
909,2008-10-23 10:35:00,46,-0.69,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,43,3,1,21,2,1,31,32,29,21,31,-1,26,57,25,23,62,4,23,42,-20,45,9,57,2
910,2008-10-24 10:00:00,23,13.169999999999998,3,0.03,0,0,3,0,3,0,0,1,0,0,2008,43,4,1,29,-8,-6,49,-37,-28,36,-29,7,37,-53,-23,22,-49,4,30,-34,15,131,69,9,1
911,2008-10-27 10:00:00,47,1.29,0,-1.29,0,0,3,0,0,0,3,1,0,0,2008,44,0,1,25,6,5,26,7,-2,15,12,4,30,-18,-29,15,-21,-1,23,-7,13,75,-9,-18,0
912,2008-10-28 09:00:00,65,-0.36,0,0.05,0,1,0,0,1,0,0,0,1,0,2008,44,1,1,12,-9,-9,25,-29,-21,16,-18,12,15,-32,-14,24,-13,20,25,4,17,68,-3,-52,0
913,2008-10-28 10:00:00,6,-9.03,3,8.16,0,0,0,3,0,3,0,1,0,0,2008,44,1,1,28,-22,-22,21,-16,5,14,-13,3,52,-48,-35,22,-58,-10,17,-63,-5,51,14,-81,0
914,2008-10-28 10:03:00,64,-4.08,0,0.0,0,0,0,1,1,0,0,0,1,0,2008,44,1,1,21,6,5,14,9,3,52,-26,-35,22,-36,-10,17,-41,-5,20,-29,12,51,15,-51,0
915,2008-10-29 08:30:00,14_20,2.91,0,-11.04,0,0,5,0,0,0,5,1,0,1,2008,44,2,2,25,-11,-11,17,-15,-3,25,-27,-12,13,-23,4,29,3,26,13,-6,-10,71,-26,52,2
916,2008-10-29 10:35:00,18,-0.8,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,44,2,1,20,0,1,24,18,18,24,21,4,29,0,-21,22,-6,-6,11,-13,-8,190,165,-102,0
917,2008-10-29 14:18:00,26,0.0,0,-1.5,6,3,0,0,3,0,0,1,0,0,2008,44,2,1,52,-33,-34,31,-48,-16,46,-84,-36,36,-50,33,42,-36,14,30,-39,-3,89,35,29,2
918,2008-10-30 08:30:00,69_2_1,2.12,0,5.01,0,2,5,0,4,3,0,1,0,2,2008,44,3,3,34,-13,-13,23,-13,-1,33,-43,-30,38,-71,-28,12,-66,4,16,-53,13,65,16,-135,0
919,2008-10-30 10:35:00,46,0.57,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,44,3,1,21,-10,-10,15,-18,-8,15,-14,4,16,-4,10,19,-15,-10,15,-4,11,87,-70,-98,0
920,2008-10-31 08:30:00,22_15_52_51,2.19,0,-0.8200000000000001,0,3,2,2,6,0,1,0,1,3,2008,44,4,4,23,-17,-17,31,5,22,23,-6,-11,24,-17,-11,12,-9,8,12,-14,-5,48,-1,-42,0
921,2008-10-31 09:45:00,10,-7.46,2,0.0,0,0,0,2,2,0,0,0,0,1,2008,44,4,1,28,7,6,32,-18,-25,14,-10,8,29,11,22,12,5,-6,14,5,0,51,-6,-14,1
922,2008-10-31 09:55:00,63,-0.08,0,-4.72,2,2,0,0,2,0,0,0,0,1,2008,44,4,1,14,8,8,29,29,22,12,23,-6,14,23,0,13,14,-8,20,10,-4,59,-27,26,2
923,2008-11-03 00:00:00,67,-1.93,1,0.0,0,0,0,1,1,0,0,0,1,0,2008,45,0,1,9,2,2,8,7,5,2,8,1,10,16,8,6,12,-5,18,26,13,32,-25,46,2
924,2008-11-03 10:00:00,11_38_39,-1.94,1,0.51,0,0,1,4,4,1,0,1,2,0,2008,45,0,3,34,-21,-22,16,-19,2,18,-7,12,9,-4,3,26,-24,-20,19,-19,4,71,22,-62,0
925,2008-11-04 10:00:00,24,-3.0,0,-1.52,0,0,0,2,0,0,2,0,0,1,2008,45,1,1,26,-10,-11,21,6,16,19,24,18,20,30,5,22,23,-6,15,32,9,71,29,132,2
926,2008-11-05 08:15:00,0,-3.12,0,-7.26,0,0,0,3,0,0,3,1,0,0,2008,45,2,1,29,-17,-16,13,-15,1,23,-19,-4,29,3,21,11,7,3,10,6,-1,103,-79,56,2
