,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_90_after,direction_agg_0_90_after
2805,2012-06-13 10:00:00,5,0.3,0,0.18,0,2,0,0,2,0,0,0,0,1,2012,24,2,1,6,5,5,9,9,4,6,10,1,5,14,4,6,17,2,6,16,-1,26,-12,64,2
2806,2012-06-13 10:30:00,18,3.6,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,24,2,1,9,9,9,18,22,13,14,31,9,10,26,-5,8,29,3,6,31,2,36,23,55,2
2807,2012-06-14 08:30:00,69_13_8_19,-0.07000000000000028,0,8.7,0,3,0,7,8,2,0,2,0,2,2012,24,3,4,14,10,10,8,14,4,11,14,0,10,15,2,10,23,8,12,20,-3,26,-18,31,2
2808,2012-06-14 10:30:00,46,0.72,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,24,3,1,11,-2,-2,5,-1,2,5,-3,-2,4,-5,-1,4,-4,1,6,-1,3,43,29,18,2
2809,2012-06-15 08:30:00,21,-3.04,0,0.0,0,0,0,2,2,0,0,0,0,1,2012,24,4,1,4,1,1,12,6,5,6,8,2,6,6,-2,7,4,-1,13,-7,-11,31,-15,4,1
2810,2012-06-15 08:56:00,66,-1.0,0,-0.32,0,0,0,2,2,0,0,0,0,1,2012,24,4,1,13,-11,-11,10,-18,-7,10,-10,8,4,-13,-3,9,-9,4,10,-3,6,25,7,13,1
2811,2012-06-15 09:15:00,9_42,-2.96,0,0.26000000000000006,0,0,0,4,2,0,2,0,0,2,2012,24,4,2,9,4,4,10,10,6,7,12,2,10,5,-8,6,2,-3,17,17,15,26,3,24,2
2812,2012-06-15 09:55:00,58,-5.07,0,5.22,0,0,0,3,0,3,0,1,0,0,2012,24,4,1,15,8,7,7,9,1,8,10,1,6,12,2,5,14,2,8,7,-7,28,11,19,2
2813,2012-06-18 10:00:00,44,0.33,0,-1.83,2,0,1,0,0,0,1,0,1,0,2012,25,0,1,9,5,5,9,3,-2,7,-1,-4,13,12,13,9,6,-6,6,7,0,28,-2,-31,0
2814,2012-06-19 08:30:00,4_36,6.39,0,1.69,0,2,3,0,5,0,0,1,0,1,2012,25,1,2,12,-10,-10,6,-12,-2,5,-16,-4,5,-11,5,4,-7,3,5,-9,-2,16,1,22,2
2815,2012-06-19 10:00:00,43,-0.27,0,0.0,0,0,0,1,1,0,0,0,1,0,2012,25,1,1,5,1,0,7,5,4,6,10,6,6,12,2,7,9,-4,3,7,-2,25,18,41,2
2816,2012-06-20 10:30:00,18,10.7,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,25,2,1,6,-2,-2,8,-9,-7,6,-12,-3,6,-10,2,7,-16,-6,8,-15,0,29,20,-13,1
2817,2012-06-20 12:32:00,26,0.0,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,25,2,1,35,-7,-6,47,-50,-43,28,-26,24,25,-12,14,23,-4,8,13,0,4,46,-17,10,1
2818,2012-06-21 08:30:00,69,2.37,0,5.9399999999999995,0,0,0,3,3,0,0,1,0,0,2012,25,3,1,18,14,13,11,7,-7,8,9,2,12,5,-4,11,-3,-8,6,-1,2,41,-29,-31,0
2819,2012-06-21 09:00:00,32,-1.0,0,0.0,0,0,0,2,2,0,0,0,0,1,2012,25,3,1,10,-5,-5,12,-11,-6,15,1,12,8,1,0,7,-3,-4,13,-11,-8,28,-20,-60,0
2820,2012-06-21 10:00:00,53_7_23_35,-8.0,0,-0.35,0,0,2,6,7,0,1,2,2,0,2012,25,3,4,14,-11,-11,10,-13,-2,15,-20,-7,6,-21,-1,8,-24,-3,9,-23,1,53,-31,-45,0
2821,2012-06-21 10:30:00,46,-0.13,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,25,3,1,15,7,8,11,2,-5,10,4,2,5,5,1,9,11,6,13,4,-7,54,-47,-20,0
2822,2012-06-25 10:00:00,47,5.9399999999999995,0,2.52,0,0,3,0,0,3,0,1,0,0,2012,26,0,1,6,1,1,7,-2,-3,6,-4,-2,13,-9,-6,9,-11,-2,10,-8,3,20,-7,-4,1
2823,2012-06-26 09:00:00,65,4.16,0,0.16,0,0,2,0,2,0,0,0,0,1,2012,26,1,1,8,4,4,7,1,-3,8,3,2,5,4,1,7,-1,-5,12,8,9,31,-16,11,1
2824,2012-06-26 09:59:00,64,-0.86,0,0.0,0,0,0,1,1,0,0,0,1,0,2012,26,1,1,11,9,9,10,12,3,7,9,-3,13,-2,-11,5,-2,-1,9,-8,-6,31,9,-23,0
2825,2012-06-26 10:00:00,6,-0.96,0,-2.37,0,0,0,3,0,0,3,1,0,0,2012,26,1,1,11,9,9,10,12,3,7,9,-3,13,-2,-11,5,-2,-1,9,-8,-6,31,9,-23,0
2826,2012-06-27 08:30:00,14_20,-0.16999999999999993,0,-3.94,0,0,2,3,3,0,2,1,0,1,2012,26,2,2,6,4,4,9,11,7,11,2,-9,8,-2,-4,8,-3,-1,6,-2,1,24,-16,-13,1
2827,2012-06-27 10:00:00,50,4.32,0,2.37,0,0,3,0,3,0,0,1,0,0,2012,26,2,1,12,11,10,8,6,-5,10,7,1,11,3,-4,8,7,3,6,7,0,28,-7,-10,1
2828,2012-06-27 10:30:00,18,0.56,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,26,2,1,4,-1,-1,8,-2,-1,7,-7,-5,7,-3,4,11,-12,-9,11,-9,3,27,-4,-11,1
2829,2012-06-28 08:30:00,69_28_27,6.11,0,8.399999999999999,0,5,1,0,3,0,3,1,1,1,2012,26,3,3,14,7,7,7,5,-3,7,4,-1,12,13,9,6,9,-4,4,9,0,38,-29,14,1
2830,2012-06-28 10:30:00,46,0.31,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,26,3,1,6,-2,-2,8,-8,-5,8,-12,-4,6,-10,2,9,-5,5,6,-8,-3,21,-1,0,1
2831,2012-06-29 08:30:00,15_52_51,-4.63,0,-3.35,2,0,0,5,3,0,2,0,1,2,2012,26,4,3,11,-4,-4,11,4,8,43,36,32,13,31,-5,22,48,17,13,37,-11,75,56,22,2
2832,2012-06-29 09:45:00,10,0.08,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,26,4,1,8,-2,-2,11,-7,-5,14,1,8,17,11,10,8,7,-4,5,8,0,26,-2,10,1
2833,2012-06-29 09:55:00,63,-2.66,0,-4.1,0,0,0,2,2,0,0,0,0,1,2012,26,4,1,14,8,8,17,18,10,8,14,-4,5,15,0,9,23,7,7,21,-2,31,-15,24,2
2834,2012-07-02 09:00:00,29,-0.5,0,0.0,0,0,0,1,1,0,0,0,1,0,2012,27,0,1,7,5,5,4,3,-2,5,0,-3,5,3,3,6,2,-1,4,2,0,20,-4,-16,0
2835,2012-07-02 10:00:00,11_38_39,-5.84,0,0.72,0,0,1,4,4,1,0,1,2,0,2012,27,0,3,11,-4,-4,14,-13,-9,7,-12,0,7,-16,-5,7,-16,0,13,-27,-11,11,-5,-19,0
2836,2012-07-03 01:00:00,67,0.14,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,27,1,1,2,1,1,5,5,4,2,5,0,4,4,-1,3,3,-1,2,3,0,15,-10,12,1
2837,2012-07-03 10:00:00,24,2.66,0,-0.5,0,0,2,0,2,0,0,0,0,1,2012,27,1,1,5,1,1,5,-1,-2,8,-6,-5,4,-7,-1,8,-5,2,7,-10,-5,24,14,25,2
2838,2012-07-05 08:15:00,0,7.92,0,0.51,0,0,3,0,3,0,0,1,0,0,2012,27,3,1,15,3,3,28,-16,-18,8,-15,1,15,-18,-4,23,-39,-21,13,-35,4,103,-84,-41,0
2839,2012-07-05 08:30:00,69,-4.74,0,4.2299999999999995,0,0,3,0,3,0,0,1,0,0,2012,27,3,1,15,-3,-4,23,-24,-21,13,-20,4,9,-16,3,13,-6,10,10,-12,-5,122,-98,-36,0
2840,2012-07-05 10:00:00,40,-1.3800000000000001,0,0.0,0,0,0,3,3,0,0,1,0,0,2012,27,3,1,12,-10,-10,9,-7,3,11,-11,-4,11,-5,5,6,-5,0,11,0,5,39,-23,7,1
2841,2012-07-05 11:00:00,18,-4.02,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,27,3,1,4,2,1,10,8,7,10,4,-4,6,8,4,8,4,-4,8,-2,-6,29,14,11,1
2842,2012-07-06 08:30:00,48_70_3,2.07,0,2.3200000000000003,0,3,2,3,3,5,0,2,0,1,2012,27,4,3,24,-13,-13,19,-11,2,18,-19,-8,12,-28,-9,17,-38,-10,16,-48,-9,30,1,-66,0
2843,2012-07-06 10:30:00,46,-0.79,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,27,4,1,7,1,1,7,-2,-3,6,-1,1,6,-7,-6,8,-2,5,4,-3,-2,35,-22,-15,0
2844,2012-07-09 15:00:00,12,1.04,0,0.85,0,0,1,0,0,1,0,0,1,0,2012,28,0,1,6,3,3,5,1,-2,2,1,0,3,4,3,7,5,1,6,10,4,11,0,10,1
2845,2012-07-10 07:30:00,45,-1.3,0,0.0,0,0,0,1,1,0,0,0,1,0,2012,28,1,1,2,2,2,5,6,4,6,0,-6,3,1,1,5,-1,-2,4,-4,-3,13,-6,-28,0
2846,2012-07-10 10:00:00,37_43,1.04,0,1.0,0,2,0,0,2,0,0,0,2,0,2012,28,1,2,9,-4,-4,9,-5,-1,11,-15,-10,15,-26,-11,13,-17,9,8,-16,1,30,-4,-28,0
2847,2012-07-11 08:30:00,68,-0.15000000000000002,0,-1.53,0,3,0,0,3,0,0,1,0,0,2012,28,2,1,9,-2,-2,9,5,7,6,8,3,5,9,2,6,7,-2,3,8,1,26,-19,18,2
2848,2012-07-11 10:00:00,31,-0.25,0,-0.88,0,0,1,0,0,1,0,0,1,0,2012,28,2,1,6,3,3,7,6,3,8,6,0,7,11,5,10,6,-5,8,1,-5,32,9,-33,0
2849,2012-07-11 10:30:00,18,-2.88,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,28,2,1,10,-6,-6,8,-12,-6,5,-8,4,9,-15,-7,9,-22,-7,9,-23,-1,33,18,-29,0
2850,2012-07-12 08:30:00,69_41,-16.96,0,2.66,0,0,3,2,3,0,2,1,0,1,2012,28,3,2,20,-12,-12,5,-12,0,8,-8,4,4,-7,1,7,-1,6,5,-3,-2,22,11,-4,1
2851,2012-07-12 10:30:00,46,0.91,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,28,3,1,7,-5,-5,8,-11,-6,8,-14,-3,6,-19,-5,9,-13,6,6,-11,2,20,15,1,1
2852,2012-07-12 13:54:00,25,3.36,0,0.0,0,0,2,0,2,0,0,0,0,1,2012,28,3,1,3,-1,0,6,-7,-6,7,-5,2,7,-10,-5,5,-9,1,5,-10,-1,10,-3,2,1
2853,2012-07-13 08:30:00,49_16,14.239999999999998,0,0.0,0,0,3,2,5,0,0,1,0,1,2012,28,4,2,9,-5,-5,7,-2,3,6,-5,-3,7,0,5,17,-13,-13,8,-20,-7,20,-3,40,2
2854,2012-07-13 09:55:00,58,-2.55,0,-3.2700000000000005,0,0,0,3,0,0,3,1,0,0,2012,28,4,1,11,5,5,11,8,3,19,17,9,9,13,-4,7,12,-1,8,7,-6,83,60,3,1
2855,2012-07-16 08:30:00,17_60_21,-10.700000000000001,0,1.47,0,0,2,6,8,0,0,2,0,1,2012,29,0,3,23,19,18,18,32,13,6,34,2,7,39,5,13,44,6,11,53,9,28,-6,44,2
2856,2012-07-16 10:00:00,5,1.34,0,-2.24,0,0,0,2,0,2,0,0,0,1,2012,29,0,1,9,-6,-6,16,-19,-13,5,-16,3,7,-12,5,6,-11,1,6,-9,2,22,-6,30,2
2857,2012-07-17 08:30:00,13_8,0.3,0,0.0,0,5,0,0,5,0,0,1,0,1,2012,29,1,2,7,2,3,3,4,2,7,3,-1,4,4,1,4,6,2,6,7,1,17,-7,-2,1
2858,2012-07-17 08:55:00,66,0.48,0,3.94,0,0,2,0,2,0,0,0,0,1,2012,29,1,1,6,1,1,6,-1,-2,4,0,1,6,1,1,5,-1,-2,4,-2,-1,14,-3,-62,0
2859,2012-07-17 09:15:00,9_42,-2.0,0,-2.2,0,2,0,2,0,0,4,0,0,2,2012,29,1,2,5,-2,-2,4,-3,-1,3,-2,1,5,2,4,4,-2,-4,7,-8,-6,15,4,-88,0
2860,2012-07-17 10:00:00,44,1.79,0,0.55,0,0,1,0,1,0,0,0,1,0,2012,29,1,1,44,-37,-37,18,-49,-12,12,-46,3,17,-61,-15,13,-52,9,16,-63,-11,49,0,-59,0
2861,2012-07-18 08:30:00,4_36,-0.030000000000000027,0,-0.010000000000000002,0,5,0,0,5,0,0,1,0,1,2012,29,2,2,11,4,4,10,-1,-5,11,-10,-9,4,-13,-3,12,-7,5,8,-10,-3,24,7,16,2
2862,2012-07-18 10:30:00,18,-0.86,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,29,2,1,13,-6,-6,6,-6,-1,8,-1,5,7,-5,-4,6,-3,2,13,6,9,21,-1,5,1
2863,2012-07-19 08:30:00,69,3.96,0,4.89,0,0,0,3,3,0,0,1,0,0,2012,29,3,1,18,-8,-8,6,-5,2,7,-6,-1,7,-8,-2,18,-22,-13,7,-26,-4,26,12,-56,0
2864,2012-07-19 10:00:00,53_7_23,-16.91,0,2.77,6,0,0,7,3,4,0,2,1,0,2012,29,3,3,16,1,1,11,-1,-2,12,-5,-4,11,3,8,4,3,1,7,7,4,45,-29,11,1
2865,2012-07-19 10:30:00,46,-0.9,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,29,3,1,6,2,2,8,4,2,14,12,8,6,14,2,5,10,-4,6,9,-2,27,8,6,1
2866,2012-07-24 09:00:00,32,-0.6,0,-0.8,0,2,0,0,0,0,2,0,0,1,2012,30,1,1,11,9,9,6,10,1,7,7,-3,11,10,4,6,11,1,10,16,5,26,-2,-4,1
2867,2012-07-24 09:59:00,64,-1.81,0,0.0,0,0,0,1,1,0,0,0,1,0,2012,30,1,1,9,-5,-5,5,-6,-1,6,-9,-3,8,-16,-7,5,-15,1,4,-14,1,18,2,-20,0
2868,2012-07-24 10:00:00,35,0.5,0,-0.42,0,0,1,0,0,0,1,0,1,0,2012,30,1,1,9,-5,-5,5,-6,-1,6,-9,-3,8,-16,-7,5,-15,1,4,-14,1,18,2,-20,0
2869,2012-07-25 10:00:00,47,-5.28,0,2.37,0,0,0,3,0,3,0,1,0,0,2012,30,2,1,13,-10,-10,6,-6,4,8,-2,5,8,-5,-3,9,-8,-3,7,-6,2,36,-3,-21,0
2870,2012-07-25 10:30:00,18,1.92,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,30,2,1,7,-4,-4,3,-3,1,6,-1,2,5,-3,-2,11,-9,-7,7,-7,2,32,-24,2,1
2871,2012-07-26 08:30:00,69_14_20,-6.32,0,9.219999999999999,0,0,5,3,3,5,0,2,0,1,2012,30,3,3,26,17,18,18,15,-2,12,20,5,14,22,2,7,24,2,8,20,-4,42,15,22,2
2872,2012-07-26 10:00:00,50,-1.5,0,-1.8900000000000001,0,0,0,3,0,0,3,1,0,0,2012,30,3,1,14,1,1,31,29,27,11,19,-10,12,10,-9,4,12,2,14,4,-8,25,3,-4,1
2873,2012-07-26 10:30:00,46,5.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,30,3,1,10,1,0,12,-8,-9,10,-10,-2,7,-5,5,8,-11,-6,12,0,11,42,-10,-17,0
2874,2012-07-27 08:30:00,2_1,2.15,0,3.2300000000000004,0,5,0,0,0,2,3,1,0,1,2012,30,4,2,20,-15,-15,31,-33,-18,17,-38,-5,14,-47,-9,14,-37,10,10,-38,0,44,30,31,2
2875,2012-07-27 09:55:00,63,0.46,0,-0.98,0,2,0,0,2,0,0,0,0,1,2012,30,4,1,10,4,4,13,12,8,9,12,0,6,14,2,10,21,6,12,22,1,75,69,15,2
2876,2012-07-31 08:30:00,22_15_52_51,-0.7100000000000001,0,0.22999999999999998,0,5,0,2,4,1,2,0,1,3,2012,31,1,4,8,4,4,4,6,2,20,23,17,8,19,-4,8,21,2,19,6,-16,24,13,-9,1
2877,2012-07-31 09:00:00,65,4.98,2,2.4,4,0,2,0,2,0,0,0,0,1,2012,31,1,1,5,0,0,6,4,4,27,-19,-23,13,-17,2,10,-17,0,10,-9,8,42,19,0,1
2878,2012-07-31 09:45:00,10,0.74,0,0.0,0,0,2,0,2,0,0,0,0,1,2012,31,1,1,17,-14,-14,7,-14,1,13,-2,12,16,-11,-9,11,-16,-5,13,-6,10,48,-14,14,1
2879,2012-07-31 10:00:00,6,2.82,0,3.18,0,0,3,0,0,3,0,1,0,0,2012,31,1,1,16,-9,-9,11,-14,-5,13,-4,10,9,0,4,7,3,3,8,4,1,34,-3,26,2
2880,2012-08-01 01:00:00,67,0.16,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,31,2,1,3,2,2,1,3,1,2,3,0,1,2,-1,2,1,-1,6,7,6,5,-4,21,2
2881,2012-08-01 08:15:00,0,2.64,0,-1.3800000000000001,0,0,3,0,3,0,0,1,0,0,2012,31,2,1,7,-2,-1,11,-4,-2,11,6,10,11,1,-6,6,-2,-3,8,-1,2,23,-12,16,2
2882,2012-08-01 09:00:00,29,-0.5,0,-0.7,0,0,0,1,1,0,0,0,1,0,2012,31,2,1,13,9,9,6,8,0,6,6,-2,5,11,5,5,11,0,5,10,0,31,-3,-4,1
2883,2012-08-01 10:00:00,11_38_39,-0.9499999999999998,0,1.74,0,2,0,3,4,1,0,1,2,0,2012,31,2,3,14,12,11,12,2,-10,11,-6,-8,12,-15,-9,7,-11,4,2,-10,1,17,0,-15,0
2884,2012-08-01 10:30:00,18,-4.0,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,31,2,1,9,-6,-6,9,-1,5,3,-4,-3,5,1,4,3,2,1,9,-4,-6,32,-12,1,1
2885,2012-08-01 14:13:00,26,0.0,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,31,2,1,50,-50,-48,29,-34,16,9,-38,-4,22,-57,-19,13,-50,7,8,-52,-2,67,-11,-58,0
2886,2012-08-02 08:30:00,69,-1.53,0,8.94,0,0,3,0,3,0,0,1,0,0,2012,31,3,1,41,32,31,74,-20,-51,51,-62,-42,36,-83,-21,52,-133,-49,33,-124,9,113,73,-126,0
2887,2012-08-02 10:00:00,24,-3.16,0,-1.24,0,0,0,2,0,0,2,0,0,1,2012,31,3,1,28,-18,-18,12,-8,10,11,-3,4,17,-12,-9,9,-15,-4,9,-14,1,50,39,-78,0
2888,2012-08-02 10:30:00,46,1.2,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,31,3,1,18,-14,-14,7,-19,-4,7,-22,-3,14,-9,13,23,-26,-17,23,-47,-21,36,-1,-61,0
2889,2012-08-03 08:30:00,48_70_3,5.9799999999999995,0,-1.34,0,0,3,5,5,0,3,2,0,1,2012,31,4,3,33,-11,-11,25,5,16,31,27,22,21,11,-16,15,1,-10,18,16,15,57,-30,78,2
2890,2012-08-03 10:00:00,40,1.23,0,0.0,0,0,3,0,3,0,0,1,0,0,2012,31,4,1,11,4,5,17,-8,-12,8,-6,2,7,-4,2,20,12,16,8,16,4,87,71,45,2
2891,2012-08-07 10:00:00,43,1.0,0,1.0,0,1,0,0,1,0,0,0,1,0,2012,32,1,1,19,-7,-7,10,-8,-1,7,-7,1,6,-2,5,12,-13,-11,4,-14,-1,24,12,-7,1
2892,2012-08-07 15:00:00,12,-0.67,0,-0.08,0,0,0,1,0,0,1,0,1,0,2012,32,1,1,6,-4,-4,2,-4,0,2,-3,1,1,-3,0,2,-4,-1,1,-4,0,15,-8,-11,1
2893,2012-08-08 08:30:00,56_57,3.52,0,-3.5,0,2,2,0,0,2,2,0,0,2,2012,32,2,2,15,6,6,7,4,-1,9,-3,-8,9,3,6,5,5,2,10,-4,-9,41,-31,7,1
2894,2012-08-08 10:30:00,18,-2.1,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,32,2,1,5,-3,-3,4,-2,1,3,-2,0,12,9,11,3,12,3,6,8,-4,14,7,15,2
2895,2012-08-09 08:30:00,68_69,2.13,0,9.21,0,0,6,0,6,0,0,2,0,0,2012,32,3,2,9,4,5,10,7,2,5,4,-3,5,5,1,7,-1,-6,9,4,5,17,0,2,1
2896,2012-08-09 10:00:00,31,-1.69,0,-2.63,0,0,1,0,0,1,0,0,1,0,2012,32,3,1,6,2,2,11,6,4,6,8,2,5,10,2,6,7,-3,6,10,4,22,-7,7,1
2897,2012-08-09 10:30:00,46,-1.04,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,32,3,1,6,-1,-1,10,6,7,9,11,5,4,12,1,6,15,3,12,3,-12,19,14,-35,0
2898,2012-08-10 08:30:00,41,-2.24,0,1.48,0,0,0,2,0,2,0,0,0,1,2012,32,4,1,10,-3,-3,6,0,3,6,0,-1,8,0,0,10,5,5,6,6,1,16,-7,-8,1
2899,2012-08-10 13:59:00,25,3.46,0,0.0,0,0,2,0,2,0,0,0,0,1,2012,32,4,1,2,-1,0,1,-1,0,3,-2,-1,3,-1,1,1,-1,0,2,0,1,8,2,-2,1
2900,2012-08-14 07:30:00,45,-0.32,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,33,1,1,6,-4,-4,8,-8,-4,7,-4,4,3,-6,-2,4,-8,-2,7,-4,4,17,-8,-19,0
2901,2012-08-14 08:30:00,17_60_49_16,14.719999999999999,0,-7.529999999999999,0,3,8,0,5,0,6,3,0,1,2012,33,1,4,12,0,0,10,-6,-6,14,-14,-7,11,-19,-6,8,-20,-2,5,-20,0,20,5,-16,0
2902,2012-08-14 10:00:00,37_5,-2.01,0,0.22,0,0,2,1,3,0,0,0,1,1,2012,33,1,2,7,3,3,4,1,-2,8,8,7,7,7,-1,9,1,-6,9,-4,-5,27,-9,-17,0
2903,2012-08-15 08:30:00,21_13_8,-14.280000000000001,0,0.0,0,0,0,7,7,0,0,1,0,2,2012,33,2,3,17,10,10,13,7,-3,13,-1,-8,10,3,4,11,7,4,6,8,1,24,-6,7,1
2904,2012-08-15 09:00:00,66,-1.78,0,2.16,0,0,0,2,2,0,0,0,0,1,2012,33,2,1,14,-2,-2,7,-2,0,8,0,2,7,-7,-7,9,-1,6,3,-2,-1,23,8,-13,1
2905,2012-08-15 09:15:00,9_42,1.02,0,-1.18,0,2,2,0,2,0,2,0,0,2,2012,33,2,2,7,-7,-7,9,-1,6,3,-2,-1,8,0,2,8,7,7,6,4,-2,23,1,-7,1
2906,2012-08-15 10:00:00,44,0.9,0,0.55,0,0,1,0,1,0,0,0,1,0,2012,33,2,1,7,-5,-4,8,-9,-3,13,-17,-8,4,-15,2,7,-12,3,4,-9,3,18,0,1,1
2907,2012-08-15 10:30:00,18,-1.14,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,33,2,1,6,3,3,6,3,0,8,-1,-4,4,-1,0,5,2,3,7,8,6,28,-10,11,1
2908,2012-08-16 08:30:00,69_4_36,3.8,0,9.190000000000001,0,5,3,0,8,0,0,2,0,1,2012,33,3,3,14,12,12,8,18,6,12,28,10,9,32,4,7,34,2,7,37,3,27,4,43,2
2909,2012-08-16 10:00:00,53,-0.8999999999999999,0,0.0,0,0,0,3,3,0,0,1,0,0,2012,33,3,1,9,-5,-5,8,2,7,6,3,1,6,9,6,12,14,5,9,20,6,21,10,32,2
2910,2012-08-16 10:30:00,46,-0.83,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,33,3,1,10,6,6,4,9,3,10,9,0,8,16,7,7,17,1,7,14,-3,37,14,6,1
2911,2012-08-17 09:55:00,58,1.8900000000000001,0,0.63,0,0,3,0,3,0,0,1,0,0,2012,33,4,1,8,7,7,22,-7,-15,8,-9,-2,16,-19,-10,14,-16,3,7,-20,-5,43,-32,-19,0
2912,2012-08-17 10:00:00,7,1.22,0,-0.91,0,0,1,0,0,0,1,0,1,0,2012,33,4,1,22,-14,-15,8,-16,-2,16,-26,-10,14,-23,3,7,-27,-5,9,-30,-3,54,-28,-28,0
2913,2012-08-22 09:20:00,23,-1.32,0,0.12,0,0,0,3,3,0,0,1,0,0,2012,34,2,1,7,3,2,9,7,4,11,4,-3,8,10,6,9,16,6,18,32,16,28,-15,28,2
2914,2012-08-22 10:30:00,18,-3.82,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,34,2,1,7,-2,-2,7,-6,-4,4,-5,1,6,-7,-2,4,-6,1,5,-2,4,44,30,-2,1
2915,2012-08-23 08:30:00,69,1.23,0,6.720000000000001,0,0,0,3,3,0,0,1,0,0,2012,34,3,1,18,-3,-3,13,-9,-6,6,-8,1,8,-5,3,5,-7,-2,5,-9,-2,28,6,-19,0
2916,2012-08-23 09:00:00,32,2.0,0,-0.8,0,0,2,0,0,0,2,0,0,1,2012,34,3,1,7,-1,-1,7,-4,-3,9,0,4,6,-3,-3,4,-1,2,4,-1,0,27,2,-4,1
2917,2012-08-23 10:00:00,47_35,1.7,0,0.8800000000000001,0,0,4,0,0,3,1,1,1,0,2012,34,3,2,7,-1,-1,4,0,1,8,-1,-1,7,-4,-3,10,2,6,24,20,18,17,-5,39,2
2918,2012-08-23 10:30:00,46,1.34,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,34,3,1,17,4,4,6,0,-4,10,6,6,13,12,6,12,21,9,5,20,0,39,18,16,2
2919,2012-08-24 08:30:00,14_20,-1.4599999999999995,0,-22.65,0,0,2,3,2,0,3,1,0,1,2012,34,4,2,9,5,5,12,0,-4,12,-9,-9,20,-27,-18,12,-18,9,8,-17,1,22,8,-8,1
2920,2012-08-28 09:00:00,65,4.48,0,0.16,0,0,2,0,2,0,0,0,0,1,2012,35,1,1,8,-1,-1,5,4,5,18,18,14,7,18,0,9,21,3,10,22,1,20,-8,21,2
2921,2012-08-28 09:59:00,64,0.23,0,0.0,0,0,1,0,1,0,0,0,1,0,2012,35,1,1,13,12,12,11,5,-6,14,15,10,8,14,-1,7,16,2,5,13,-3,29,6,15,2
2922,2012-08-28 10:00:00,6,-4.65,0,-2.07,0,0,0,3,0,0,3,1,0,0,2012,35,1,1,13,12,12,11,5,-6,14,15,10,8,14,-1,7,16,2,5,13,-3,29,6,15,2
2923,2012-08-29 08:30:00,55_54,0.99,0,-1.18,0,4,0,0,4,0,0,1,1,0,2012,35,2,2,9,-2,-2,22,16,18,9,9,-7,10,11,2,8,9,-2,10,7,-2,15,7,-7,1
2924,2012-08-29 10:00:00,50,0.96,0,1.62,0,0,3,0,3,0,0,1,0,0,2012,35,2,1,7,-1,-1,5,3,4,5,6,3,15,-5,-11,7,-4,1,8,0,5,36,-21,4,1
2925,2012-08-29 10:30:00,18,2.94,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,35,2,1,6,-4,-4,7,-2,2,4,-2,0,5,-5,-3,4,-2,3,6,-1,1,30,-14,14,1
2926,2012-08-30 08:30:00,69_15_52_51,-3.27,0,4.65,0,5,0,3,7,0,1,1,1,2,2012,35,3,4,7,-4,-5,10,5,9,7,7,3,5,4,-3,8,-2,-6,4,-3,-1,17,2,0,1
2927,2012-08-30 10:30:00,46,0.17,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,35,3,1,7,-4,-4,20,-21,-17,11,-27,-6,10,-33,-6,12,-39,-6,6,-36,3,34,-13,-31,0
