,datetime,new_id,forecast_error_ratio_zscore,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_60_after,direction_agg_0_60_after
607,2010-01-06 08:15:00,0,0.38,0.91,0,0,1,0,1,0,1,2010,2,2,1,24,0,14,1
608,2010-01-06 10:00:00,18,0.2,0.2,0,0,1,1,0,0,1,2010,2,2,1,34,-7,24,2
609,2010-01-07 08:30:00,32,0.42,0.41,0,1,0,1,0,0,1,2010,2,3,1,42,-20,26,2
610,2010-01-08 08:30:00,22_33,-1.1099999999999999,-1.1099999999999999,0,1,1,1,1,0,2,2010,2,4,2,108,8,99,2
611,2010-01-12 08:30:00,31,-0.02,-0.03,0,0,1,1,0,0,1,2010,3,1,1,40,-6,1,0
612,2010-01-14 08:30:00,32_10_29,-3.94,-3.2600000000000002,0,0,3,1,2,0,3,2010,3,3,3,40,10,-17,-1
613,2010-01-15 08:30:00,7,-0.24,-0.24,1,0,0,1,0,0,1,2010,3,4,1,26,-17,14,1
614,2010-01-15 09:55:00,28,-0.13,-0.65,0,0,1,0,0,1,1,2010,3,4,1,34,14,-20,-1
615,2010-01-19 09:00:00,30,1.7,1.68,0,1,0,1,0,0,1,2010,4,1,1,32,10,10,1
616,2010-01-20 08:30:00,23_3,1.97,1.8800000000000001,0,2,0,2,0,0,2,2010,4,2,2,27,-13,5,0
617,2010-01-21 08:30:00,32,-1.6,-1.64,0,0,1,1,0,0,1,2010,4,3,1,28,-7,27,2
618,2010-01-21 10:00:00,25,-1.08,-1.08,0,0,1,1,0,0,1,2010,4,3,1,30,15,-53,-2
619,2010-01-25 10:00:00,14,-1.33,-1.34,0,0,1,1,0,0,1,2010,5,0,1,23,0,0,0
620,2010-01-26 10:00:00,4,0.9,0.81,0,1,0,0,1,0,1,2010,5,1,1,22,-8,2,0
621,2010-01-27 10:00:00,21,-0.13,0.36,0,0,1,0,1,0,1,2010,5,2,1,33,9,-9,0
622,2010-01-27 14:16:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,5,2,1,37,13,-23,-2
623,2010-01-28 08:30:00,32_8,0.39,0.6,0,1,1,2,0,0,2,2010,5,3,2,47,-16,2,0
624,2010-01-29 08:30:00,1,0.55,0.04,0,1,0,0,0,1,1,2010,5,4,1,37,6,-28,-2
625,2010-02-01 10:00:00,17,0.91,0.91,0,1,0,1,0,0,1,2010,6,0,1,37,8,-20,-1
626,2010-02-02 10:00:00,24,-0.51,-0.51,0,1,0,0,0,1,1,2010,6,1,1,23,15,7,0
627,2010-02-03 08:15:00,0,1.69,1.7,0,1,0,0,1,0,1,2010,6,2,1,21,-12,-41,-2
628,2010-02-03 10:00:00,18,0.14,0.14,0,0,1,1,0,0,1,2010,6,2,1,20,1,-38,-2
629,2010-02-04 08:30:00,32,-0.21,-0.3,0,0,1,1,0,0,1,2010,6,3,1,14,-6,-29,-2
630,2010-02-05 08:30:00,22_33,1.3,1.22,0,1,1,1,0,1,2,2010,6,4,2,64,0,-13,-1
631,2010-02-10 08:30:00,31,-0.84,-0.86,0,0,1,1,0,0,1,2010,7,2,1,56,-21,-24,-2
632,2010-02-11 08:30:00,32,1.46,1.37,0,1,0,1,0,0,1,2010,7,3,1,34,2,-42,-2
633,2010-02-12 08:30:00,10_29,0.52,1.6099999999999999,0,2,0,1,1,0,2,2010,7,4,2,36,8,-5,0
634,2010-02-12 09:55:00,28,0.05,0.1,0,0,1,0,1,0,1,2010,7,4,1,77,0,34,2
635,2010-02-16 09:00:00,30,-0.31,-0.34,0,1,0,1,0,0,1,2010,8,1,1,37,28,-16,-1
636,2010-02-17 08:30:00,3,-0.01,0.05,1,0,0,1,0,0,1,2010,8,2,1,34,-18,-15,-1
637,2010-02-18 08:30:00,32_23,-0.17000000000000004,-0.21999999999999997,0,1,1,2,0,0,2,2010,8,3,2,38,-6,30,2
638,2010-02-18 10:00:00,25,-0.27,-0.27,0,1,0,1,0,0,1,2010,8,3,1,89,50,-3,0
639,2010-02-19 08:30:00,7,-1.23,-1.23,0,0,1,1,0,0,1,2010,8,4,1,38,12,-9,0
640,2010-02-23 10:00:00,4,-1.33,-1.25,0,0,1,0,1,0,1,2010,9,1,1,34,8,-8,0
641,2010-02-24 10:00:00,21,-0.42,-0.12,0,0,1,0,1,0,1,2010,9,2,1,58,23,53,2
642,2010-02-25 08:30:00,32_8,-1.4500000000000002,-0.65,0,0,2,1,1,0,2,2010,9,3,2,36,-15,-5,0
643,2010-02-26 08:30:00,26,0.18,-0.26,0,1,0,1,0,0,1,2010,9,4,1,46,-26,4,0
644,2010-02-26 10:00:00,14,-1.08,-1.07,0,0,1,1,0,0,1,2010,9,4,1,35,12,40,2
645,2010-03-01 10:00:00,17,-1.06,-1.06,0,0,1,1,0,0,1,2010,10,0,1,43,-35,-25,-2
646,2010-03-03 08:15:00,0,1.18,-1.67,1,0,0,0,0,1,1,2010,10,2,1,48,5,-6,0
647,2010-03-03 10:00:00,18,1.48,1.48,0,1,0,1,0,0,1,2010,10,2,1,32,10,11,1
648,2010-03-04 08:30:00,32,0.67,0.68,1,0,0,1,0,0,1,2010,10,3,1,34,-16,-10,-1
649,2010-03-04 10:00:00,24,-0.82,-0.83,0,0,1,0,0,1,1,2010,10,3,1,47,-28,-37,-2
650,2010-03-05 08:30:00,22_33,0.61,0.63,0,2,0,2,0,0,2,2010,10,4,2,52,-8,-8,0
651,2010-03-11 08:30:00,31_32,1.13,1.1,0,1,1,2,0,0,2,2010,11,3,2,36,10,-21,-2
652,2010-03-12 08:30:00,10_29,3.21,3.23,0,2,0,0,0,2,2,2010,11,4,2,32,1,-20,-1
653,2010-03-12 09:55:00,28,-0.2,-0.34,0,0,1,1,0,0,1,2010,11,4,1,28,-13,10,1
654,2010-03-15 08:58:00,30,-0.78,-0.8,0,0,1,1,0,0,1,2010,12,0,1,20,-4,-9,0
655,2010-03-16 08:30:00,3,-0.16,-0.12,1,0,0,1,0,0,1,2010,12,1,1,25,-1,9,0
656,2010-03-16 14:13:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,12,1,1,61,7,-4,0
657,2010-03-17 08:30:00,23,-1.55,-1.55,0,0,1,1,0,0,1,2010,12,2,1,25,-17,-26,-2
658,2010-03-18 08:30:00,32_7,1.05,1.07,2,0,0,2,0,0,2,2010,12,3,2,22,0,-1,0
659,2010-03-18 10:00:00,25,-0.18,-0.18,0,1,0,1,0,0,1,2010,12,3,1,41,20,-18,-1
660,2010-03-23 10:00:00,14,0.15,0.16,1,0,0,1,0,0,1,2010,13,1,1,36,-7,39,2
661,2010-03-24 08:30:00,8,0.49,1.31,0,1,0,0,1,0,1,2010,13,2,1,30,-15,-1,0
662,2010-03-24 10:00:00,21,0.47,0.49,0,0,1,0,1,0,1,2010,13,2,1,34,11,3,0
663,2010-03-25 08:30:00,32,0.92,0.96,0,1,0,1,0,0,1,2010,13,3,1,34,-20,-6,0
664,2010-03-30 10:00:00,4,0.6,0.52,0,1,0,0,1,0,1,2010,14,1,1,41,-31,-22,-2
665,2010-03-31 08:15:00,0,-1.71,-1.04,0,0,1,1,0,0,1,2010,14,2,1,27,4,25,2
666,2010-04-01 08:30:00,32,-0.06,-0.47,1,0,0,1,0,0,1,2010,14,3,1,42,-32,27,2
667,2010-04-01 10:00:00,17,0.77,0.77,0,1,0,1,0,0,1,2010,14,3,1,38,23,20,1
668,2010-04-02 08:30:00,22_33,-0.76,-0.72,1,0,1,1,1,0,2,2010,14,4,2,30,7,-64,-2
669,2010-04-05 10:00:00,24_18,2.0700000000000003,2.0700000000000003,0,2,0,1,0,1,2,2010,15,0,2,42,31,-10,-1
670,2010-04-08 08:30:00,32,-1.63,-1.64,0,0,1,1,0,0,1,2010,15,3,1,22,-1,8,0
671,2010-04-13 08:30:00,31,-0.32,-0.42,0,0,1,1,0,0,1,2010,16,1,1,21,-3,20,1
672,2010-04-14 08:30:00,10_29_7,-1.02,-0.66,0,2,1,1,2,0,3,2010,16,2,3,31,5,18,1
673,2010-04-15 08:30:00,32,-1.44,-1.38,0,0,1,1,0,0,1,2010,16,3,1,27,15,2,0
674,2010-04-15 09:00:00,30,-0.11,-0.23,0,1,0,0,0,1,1,2010,16,3,1,29,11,3,0
675,2010-04-15 10:00:00,25,-0.15,-0.15,0,1,0,1,0,0,1,2010,16,3,1,28,2,12,1
676,2010-04-16 08:30:00,3,1.02,1.5,0,1,0,0,1,0,1,2010,16,4,1,23,7,-27,-2
677,2010-04-16 09:55:00,28,-1.19,-0.98,0,0,1,0,1,0,1,2010,16,4,1,26,-8,20,1
678,2010-04-22 08:30:00,32_23,0.7,0.8600000000000001,1,1,0,2,0,0,2,2010,17,3,2,27,3,-15,-1
679,2010-04-22 10:00:00,14,0.64,0.65,0,1,0,1,0,0,1,2010,17,3,1,58,-25,13,1
680,2010-04-23 08:30:00,8,1.35,1.21,0,1,0,0,1,0,1,2010,17,4,1,45,-13,-16,-1
681,2010-04-23 10:00:00,21,1.68,1.58,0,1,0,0,1,0,1,2010,17,4,1,54,28,57,2
682,2010-04-27 10:00:00,4,0.81,0.74,0,1,0,1,0,0,1,2010,18,1,1,39,13,0,0
683,2010-04-28 14:14:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,18,2,1,27,0,30,2
684,2010-04-29 08:30:00,32,0.52,0.42,0,0,1,1,0,0,1,2010,18,3,1,21,2,-17,-1
685,2010-04-30 08:30:00,1,-0.52,-0.02,0,0,1,0,0,1,1,2010,18,4,1,27,-19,32,2
686,2010-05-03 10:00:00,17,-0.55,-0.55,0,1,0,1,0,0,1,2010,19,0,1,23,-3,-58,-2
687,2010-05-04 10:00:00,24,-0.11,-0.1,0,1,0,1,0,0,1,2010,19,1,1,40,-18,-12,-1
688,2010-05-05 08:15:00,0,0.17,1.37,1,0,0,0,1,0,1,2010,19,2,1,34,-11,-95,-2
689,2010-05-05 10:00:00,18,-0.78,-0.78,0,0,1,1,0,0,1,2010,19,2,1,66,0,22,2
690,2010-05-06 08:30:00,32,0.75,0.64,1,0,0,1,0,0,1,2010,19,3,1,55,-19,-37,-2
691,2010-05-07 08:30:00,22_33,-0.9099999999999999,-0.8899999999999999,0,1,1,1,1,0,2,2010,19,4,2,61,-15,-59,-2
692,2010-05-12 08:30:00,31,0.39,0.34,1,0,0,1,0,0,1,2010,20,2,1,26,2,2,0
693,2010-05-13 08:30:00,32,0.46,0.32,1,0,0,1,0,0,1,2010,20,3,1,41,-26,-18,-1
694,2010-05-14 08:30:00,10_29,-0.57,-0.39,0,1,1,0,2,0,2,2010,20,4,2,30,16,17,1
695,2010-05-14 09:55:00,28,0.94,1.42,1,0,0,0,1,0,1,2010,20,4,1,83,-63,-12,-1
696,2010-05-17 09:00:00,30,0.53,0.53,0,1,0,1,0,0,1,2010,21,0,1,35,-16,36,2
697,2010-05-18 08:30:00,23_3,-2.59,-2.5,0,0,2,2,0,0,2,2010,21,1,2,48,-3,9,0
698,2010-05-19 08:30:00,7_5,-1.8599999999999999,-1.67,0,0,2,2,0,0,2,2010,21,2,2,89,47,43,2
699,2010-05-20 08:30:00,32,-1.78,-1.73,0,0,1,1,0,0,1,2010,21,3,1,43,-2,44,2
700,2010-05-20 10:00:00,25,-0.11,-0.11,0,0,1,1,0,0,1,2010,21,3,1,57,-29,-8,0
701,2010-05-24 10:00:00,14,0.98,0.95,0,1,0,1,0,0,1,2010,22,0,1,51,-19,-2,0
702,2010-05-25 10:00:00,4,0.55,0.51,0,1,0,1,0,0,1,2010,22,1,1,75,41,0,0
703,2010-05-26 08:30:00,8,-1.29,-1.35,0,0,1,0,1,0,1,2010,22,2,1,32,-9,-45,-2
704,2010-05-26 10:00:00,21,0.84,0.91,0,1,0,0,1,0,1,2010,22,2,1,41,-5,-31,-2
705,2010-05-27 08:30:00,32_26,-0.9400000000000001,0.87,0,0,2,2,0,0,2,2010,22,3,2,49,4,-37,-2
706,2010-06-01 10:00:00,17,-0.37,-0.37,0,1,0,1,0,0,1,2010,23,1,1,64,34,68,2
707,2010-06-02 10:00:00,24,-0.27,-0.23,0,1,0,0,1,0,1,2010,23,2,1,41,12,2,0
708,2010-06-03 08:15:00,0,0.07,0.55,0,0,1,0,1,0,1,2010,23,3,1,43,19,-11,-1
709,2010-06-03 08:30:00,32,0.65,0.68,1,0,0,1,0,0,1,2010,23,3,1,31,10,-3,0
710,2010-06-03 10:00:00,18,-0.15,-0.15,1,0,0,1,0,0,1,2010,23,3,1,46,-10,-53,-2
711,2010-06-04 08:30:00,22_33,0.46,0.34,0,1,1,2,0,0,2,2010,23,4,2,94,-50,-11,-1
712,2010-06-10 08:30:00,31_32,0.22999999999999998,-0.019999999999999997,1,0,1,1,0,1,2,2010,24,3,2,34,23,47,2
713,2010-06-11 08:30:00,10_29,-3.25,-3.3499999999999996,0,0,2,0,2,0,2,2010,24,4,2,58,-12,-40,-2
714,2010-06-11 09:55:00,28,0.92,0.29,0,1,0,1,0,0,1,2010,24,4,1,49,21,4,0
715,2010-06-15 09:00:00,30,-0.34,-0.29,0,1,0,1,0,0,1,2010,25,1,1,46,15,17,1
716,2010-06-16 08:30:00,23_3,-0.37,-0.30000000000000004,0,1,1,2,0,0,2,2010,25,2,2,32,-15,28,2
717,2010-06-17 08:30:00,32_7,0.6100000000000001,0.55,1,0,1,2,0,0,2,2010,25,3,2,31,-14,30,2
718,2010-06-17 10:00:00,25,-1.78,-1.78,0,0,1,1,0,0,1,2010,25,3,1,39,14,-39,-2
719,2010-06-22 10:00:00,14,-1.07,-1.12,0,0,1,1,0,0,1,2010,26,1,1,28,-1,-5,0
720,2010-06-23 10:00:00,21,-1.29,-1.42,0,0,1,0,0,1,1,2010,26,2,1,78,-50,3,0
721,2010-06-23 14:15:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,26,2,1,41,29,24,2
722,2010-06-24 08:30:00,32_8,1.29,0.8899999999999999,1,0,1,1,1,0,2,2010,26,3,2,31,-9,36,2
723,2010-06-29 10:00:00,4,-1.07,-1.15,0,0,1,0,0,1,1,2010,27,1,1,53,-18,-12,-1
724,2010-06-30 08:15:00,0,-0.43,-0.43,0,0,1,1,0,0,1,2010,27,2,1,38,-16,-26,-2
725,2010-07-01 08:30:00,32,-0.87,-0.71,0,0,1,1,0,0,1,2010,27,3,1,60,51,16,1
726,2010-07-01 10:00:00,17_24,-1.81,-1.81,0,0,2,2,0,0,2,2010,27,3,2,67,31,29,2
727,2010-07-02 08:30:00,22_33,0.53,0.26,0,1,1,2,0,0,2,2010,27,4,2,72,34,47,2
728,2010-07-06 10:00:00,18,-1.17,-1.17,0,0,1,1,0,0,1,2010,28,1,1,61,-6,68,2
729,2010-07-08 08:30:00,32,1.15,1.21,0,1,0,1,0,0,1,2010,28,3,1,33,11,25,2
730,2010-07-13 08:30:00,31,-1.19,-1.11,0,0,1,1,0,0,1,2010,29,1,1,25,-19,61,2
731,2010-07-14 08:30:00,10_29,-0.04000000000000001,-0.13,1,0,1,0,1,1,2,2010,29,2,2,27,-4,-2,0
732,2010-07-15 08:30:00,32_23,0.76,0.75,0,1,1,2,0,0,2,2010,29,3,2,41,28,22,2
733,2010-07-15 10:00:00,25,-0.89,-0.89,0,0,1,1,0,0,1,2010,29,3,1,36,15,14,1
734,2010-07-16 08:30:00,7,1.43,1.43,0,1,0,1,0,0,1,2010,29,4,1,28,15,-21,-2
735,2010-07-16 09:00:00,30,-0.43,-0.37,0,0,1,1,0,0,1,2010,29,4,1,39,-17,-11,-1
736,2010-07-16 09:55:00,28,-1.38,-1.43,0,0,1,1,0,0,1,2010,29,4,1,31,-11,-28,-2
737,2010-07-20 08:30:00,3,-0.09,-0.17,1,0,0,1,0,0,1,2010,30,1,1,62,-47,14,1
738,2010-07-22 08:30:00,32,-0.93,-0.74,0,0,1,1,0,0,1,2010,30,3,1,33,1,-19,-1
739,2010-07-22 10:00:00,14,0.8,0.8,0,1,0,1,0,0,1,2010,30,3,1,62,26,21,2
740,2010-07-26 10:00:00,21,0.04,-0.29,0,1,0,0,0,1,1,2010,31,0,1,27,15,-7,0
741,2010-07-27 10:00:00,4,-0.23,-0.02,0,0,1,0,1,0,1,2010,31,1,1,29,1,-11,-1
742,2010-07-28 08:30:00,8,-0.71,-0.82,0,0,1,0,1,0,1,2010,31,2,1,28,-14,-1,0
743,2010-07-29 08:30:00,32,0.09,-0.03,1,0,0,1,0,0,1,2010,31,3,1,23,-9,21,2
744,2010-07-30 08:30:00,1,-0.92,-0.97,0,0,1,0,0,1,1,2010,31,4,1,37,16,-33,-2
745,2010-08-02 10:00:00,17,0.49,0.49,0,1,0,1,0,0,1,2010,32,0,1,39,18,38,2
746,2010-08-03 10:00:00,24,-0.87,-0.88,0,0,1,1,0,0,1,2010,32,1,1,37,-27,10,1
747,2010-08-04 08:15:00,0,0.7,-0.41,1,0,0,1,0,0,1,2010,32,2,1,29,-14,-5,0
748,2010-08-04 10:00:00,18,0.87,0.87,0,1,0,1,0,0,1,2010,32,2,1,30,12,-77,-2
749,2010-08-05 08:30:00,32,-1.21,-1.34,0,0,1,1,0,0,1,2010,32,3,1,42,-9,-7,0
750,2010-08-06 08:30:00,22_33,-1.33,-1.3800000000000001,0,1,1,1,0,1,2,2010,32,4,2,55,9,85,2
751,2010-08-10 14:15:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,33,1,1,84,3,85,2
752,2010-08-11 08:30:00,31,-1.64,-1.66,0,0,1,1,0,0,1,2010,33,2,1,34,19,-60,-2
753,2010-08-12 08:30:00,32,-0.64,-0.71,0,0,1,1,0,0,1,2010,33,3,1,44,4,6,0
754,2010-08-13 08:30:00,10_29_7,1.08,1.03,1,0,2,2,1,0,3,2010,33,4,3,39,15,2,0
755,2010-08-13 09:55:00,28,0.58,0.59,1,0,0,0,1,0,1,2010,33,4,1,30,-1,-54,-2
756,2010-08-16 09:00:00,30,-0.33,-0.28,0,1,0,1,0,0,1,2010,34,0,1,51,33,-25,-2
757,2010-08-17 08:30:00,23_3,0.89,0.8300000000000001,2,0,0,2,0,0,2,2010,34,1,2,29,6,30,2
758,2010-08-19 08:30:00,32,-0.59,-0.74,0,0,1,1,0,0,1,2010,34,3,1,30,-13,45,2
759,2010-08-19 10:00:00,25,-1.69,-1.69,0,0,1,1,0,0,1,2010,34,3,1,37,-18,-20,-1
760,2010-08-24 10:00:00,14,-1.54,-1.57,0,0,1,0,0,1,1,2010,35,1,1,68,28,52,2
761,2010-08-25 08:30:00,8,-1.43,-1.33,0,0,1,0,1,0,1,2010,35,2,1,32,6,14,1
762,2010-08-25 10:00:00,21,-0.75,-0.62,0,0,1,0,0,1,1,2010,35,2,1,48,12,-32,-2
763,2010-08-26 08:30:00,32,1.47,1.48,0,1,0,1,0,0,1,2010,35,3,1,29,2,-1,0
764,2010-08-27 08:30:00,26,0.13,0.68,0,1,0,1,0,0,1,2010,35,4,1,26,-1,5,0
765,2010-08-31 10:00:00,4,0.49,0.51,0,1,0,0,1,0,1,2010,36,1,1,26,-9,-11,-1
766,2010-09-01 08:15:00,0,-1.58,-1.05,0,0,1,1,0,0,1,2010,36,2,1,29,-5,40,2
767,2010-09-01 10:00:00,17,1.28,1.28,0,1,0,1,0,0,1,2010,36,2,1,35,6,-16,-1
768,2010-09-02 08:30:00,32,0.76,0.71,1,0,0,0,0,1,1,2010,36,3,1,35,-17,10,1
769,2010-09-02 10:00:00,24,1.37,1.34,0,1,0,0,0,1,1,2010,36,3,1,33,-1,17,1
770,2010-09-03 08:30:00,22_33,0.56,0.6299999999999999,1,1,0,1,1,0,2,2010,36,4,2,61,-10,14,1
771,2010-09-03 10:00:00,18,-1.25,-1.25,0,0,1,1,0,0,1,2010,36,4,1,52,25,-8,0
772,2010-09-09 08:30:00,31_32,2.2800000000000002,2.26,0,2,0,1,0,1,2,2010,37,3,2,37,9,30,2
773,2010-09-14 08:30:00,10_29,1.1600000000000001,0.9199999999999999,1,1,0,0,0,2,2,2010,38,1,2,36,14,-2,0
774,2010-09-16 08:30:00,32_23,1.25,1.38,0,2,0,2,0,0,2,2010,38,3,2,38,-9,16,1
775,2010-09-16 09:00:00,30,0.12,0.12,0,1,0,1,0,0,1,2010,38,3,1,51,-28,-5,0
776,2010-09-16 10:00:00,25,-0.88,-0.88,0,0,1,1,0,0,1,2010,38,3,1,43,-9,30,2
777,2010-09-17 08:30:00,7,-0.96,-0.96,0,0,1,1,0,0,1,2010,38,4,1,50,-20,-6,0
778,2010-09-17 09:55:00,28,-0.46,-0.64,0,0,1,0,0,1,1,2010,38,4,1,59,18,-28,-2
779,2010-09-21 08:30:00,3,0.56,0.67,1,0,0,1,0,0,1,2010,39,1,1,35,-19,19,1
780,2010-09-21 14:15:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,39,1,1,81,-1,129,2
781,2010-09-23 08:30:00,32,-1.63,-1.62,0,0,1,1,0,0,1,2010,39,3,1,30,7,41,2
782,2010-09-23 10:00:00,14,0.4,0.4,1,0,0,1,0,0,1,2010,39,3,1,75,-44,8,0
783,2010-09-24 08:30:00,8,1.06,1.12,0,1,0,0,1,0,1,2010,39,4,1,30,-3,34,2
784,2010-09-24 10:00:00,21,0.2,0.45,0,0,1,0,1,0,1,2010,39,4,1,35,18,4,0
785,2010-09-28 10:00:00,4,-0.54,-0.52,0,0,1,1,0,0,1,2010,40,1,1,68,-19,80,2
786,2010-09-30 08:30:00,32,-0.02,-0.02,0,1,0,1,0,0,1,2010,40,3,1,53,26,1,0
787,2010-10-01 10:00:00,17,-0.15,-0.15,1,0,0,1,0,0,1,2010,40,4,1,35,11,-5,0
788,2010-10-04 10:00:00,24,0.29,0.26,0,1,0,0,0,1,1,2010,41,0,1,37,12,-18,-1
789,2010-10-05 10:00:00,18,0.89,0.89,0,1,0,1,0,0,1,2010,41,1,1,39,5,38,2
790,2010-10-06 08:15:00,0,-1.53,-0.21,0,0,1,0,1,0,1,2010,41,2,1,77,50,10,1
791,2010-10-07 08:30:00,32,0.23,0.28,0,1,0,1,0,0,1,2010,41,3,1,35,-10,19,1
792,2010-10-08 08:30:00,22_33,-1.97,-1.97,0,1,1,2,0,0,2,2010,41,4,2,82,4,42,2
793,2010-10-14 08:30:00,31_32_23,-0.19999999999999996,-0.22999999999999998,0,1,2,3,0,0,3,2010,42,3,3,38,16,-30,-2
794,2010-10-15 08:30:00,10_29_7,0.08000000000000007,0.3700000000000001,1,1,1,1,2,0,3,2010,42,4,3,79,52,-62,-2
795,2010-10-15 09:55:00,28,0.41,0.68,0,0,1,0,1,0,1,2010,42,4,1,67,-42,-33,-2
796,2010-10-18 09:00:00,30,1.67,1.67,0,1,0,1,0,0,1,2010,43,0,1,48,31,39,2
797,2010-10-19 08:30:00,3,-0.66,-0.69,0,0,1,1,0,0,1,2010,43,1,1,49,-21,-69,-2
798,2010-10-21 08:30:00,32,0.41,-0.27,1,0,0,0,0,1,1,2010,43,3,1,29,-8,-36,-2
799,2010-10-21 10:00:00,25,0.72,0.72,0,0,1,1,0,0,1,2010,43,3,1,50,30,-7,0
800,2010-10-25 10:00:00,14,0.93,0.93,0,1,0,1,0,0,1,2010,44,0,1,38,8,-50,-2
801,2010-10-26 10:00:00,4,0.64,0.49,0,1,0,1,0,0,1,2010,44,1,1,40,-18,11,1
802,2010-10-27 08:30:00,8,-0.23,-0.39,0,0,1,1,0,0,1,2010,44,2,1,34,4,28,2
803,2010-10-27 10:00:00,21,0.72,0.81,0,1,0,1,0,0,1,2010,44,2,1,53,-13,-20,-1
804,2010-10-28 08:30:00,32,1.23,1.27,0,1,0,1,0,0,1,2010,44,3,1,54,29,24,2
805,2010-10-29 08:30:00,1,-0.65,-1.0,0,0,1,0,0,1,1,2010,44,4,1,48,-2,35,2
806,2010-11-01 10:00:00,17,0.76,0.76,0,1,0,1,0,0,1,2010,45,0,1,49,-5,-23,-2
807,2010-11-03 08:15:00,0,1.31,1.74,0,1,0,0,1,0,1,2010,45,2,1,26,-5,-18,-1
808,2010-11-03 10:00:00,18,0.57,0.57,0,1,0,1,0,0,1,2010,45,2,1,24,0,-9,0
809,2010-11-03 14:15:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,45,2,1,84,-8,70,2
810,2010-11-04 08:30:00,32,-1.21,-1.06,0,0,1,1,0,0,1,2010,45,3,1,46,13,0,0
811,2010-11-05 08:30:00,22_33,-0.33999999999999997,-0.32999999999999996,1,1,0,1,1,0,2,2010,45,4,2,91,-9,-27,-2
812,2010-11-05 12:30:00,24,-0.12,-0.12,0,0,1,1,0,0,1,2010,45,4,1,43,-25,14,1
813,2010-11-10 08:30:00,31_32,1.47,1.65,0,2,0,2,0,0,2,2010,46,2,2,34,18,3,0
814,2010-11-12 09:55:00,28,0.73,0.52,1,0,0,1,0,0,1,2010,46,4,1,43,16,-45,-2
815,2010-11-15 08:30:00,10_29,0.8,0.95,1,1,0,0,2,0,2,2010,47,0,2,36,-7,44,2
816,2010-11-16 08:30:00,23,-0.33,-0.33,0,0,1,1,0,0,1,2010,47,1,1,31,8,-28,-2
817,2010-11-16 09:00:00,30,-0.84,-0.85,0,0,1,1,0,0,1,2010,47,1,1,52,-26,-24,-2
818,2010-11-17 08:30:00,7_3,0.5099999999999999,-0.010000000000000009,1,0,1,2,0,0,2,2010,47,2,2,42,18,23,2
819,2010-11-18 08:30:00,32,-0.05,0.1,1,0,0,1,0,0,1,2010,47,3,1,28,-15,-5,0
820,2010-11-18 10:00:00,25,1.69,1.69,0,1,0,1,0,0,1,2010,47,3,1,41,-17,-30,-2
821,2010-11-23 08:30:00,26,0.85,0.42,0,1,0,1,0,0,1,2010,48,1,1,41,-15,-41,-2
822,2010-11-23 10:00:00,14,0.05,0.14,0,0,1,1,0,0,1,2010,48,1,1,69,-55,-13,-1
823,2010-11-24 08:30:00,32_8,0.49,1.03,0,1,1,1,1,0,2,2010,48,2,2,33,7,27,2
824,2010-11-24 10:00:00,21,-0.54,-0.27,0,0,1,1,0,0,1,2010,48,2,1,45,12,-7,0
825,2010-11-30 10:00:00,4,0.5,0.43,0,1,0,1,0,0,1,2010,49,1,1,49,22,-14,-1
826,2010-12-01 08:15:00,0,0.61,0.78,0,1,0,0,1,0,1,2010,49,2,1,24,-5,21,2
827,2010-12-01 10:00:00,17,-1.1,-1.1,1,0,0,1,0,0,1,2010,49,2,1,32,-26,-34,-2
828,2010-12-02 08:30:00,32,-0.74,-0.76,0,0,1,1,0,0,1,2010,49,3,1,36,11,-76,-2
829,2010-12-02 10:00:00,24,1.57,1.57,0,1,0,1,0,0,1,2010,49,3,1,116,88,1,0
830,2010-12-03 08:30:00,22_33,-1.2,-1.2,0,0,2,1,1,0,2,2010,49,4,2,49,1,103,2
831,2010-12-03 10:00:00,18,-0.31,-0.31,1,0,0,1,0,0,1,2010,49,4,1,50,13,25,2
832,2010-12-09 08:30:00,32,-0.19,-0.17,0,1,0,1,0,0,1,2010,50,3,1,39,6,26,2
833,2010-12-10 08:30:00,31,0.93,0.98,0,1,0,1,0,0,1,2010,50,4,1,27,-11,-25,-2
834,2010-12-10 09:55:00,28,1.23,1.24,0,1,0,0,1,0,1,2010,50,4,1,22,-7,-1,0
835,2010-12-14 08:30:00,10_29_23,1.3099999999999998,2.17,0,3,0,1,2,0,3,2010,51,1,3,62,-35,-32,-2
836,2010-12-14 14:15:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,51,1,1,40,10,-39,-2
837,2010-12-15 08:30:00,7,1.1,1.1,1,0,0,1,0,0,1,2010,51,2,1,44,-9,-23,-2
838,2010-12-15 09:00:00,30,-1.11,-1.14,0,0,1,0,0,1,1,2010,51,2,1,46,-20,0,0
