,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,volatility_5_10_after,pips_agg_5_10_after,volatility_10_15_after,pips_agg_10_15_after,volatility_15_20_after,pips_agg_15_20_after,volatility_20_25_after,pips_agg_20_25_after,volatility_25_30_after,pips_agg_25_30_after,volatility_0_30_after,pips_agg_0_30_after,volatility_0_60_after,pips_agg_0_60_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_120_after,direction_agg_0_120_after
37,2007-02-01 10:30:00,46,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,5,3,1,3,-1,8,-7,12,-2,9,-7,8,-11,6,-8,14,-10,14,-4,33,9,-7,1
38,2007-02-02 08:30:00,48_70_3,8.0,0,0.0,0,0,0,8,3,3,2,2,0,1,2007,5,4,3,24,17,18,12,16,9,12,7,5,11,9,8,26,3,86,-64,45,16,-71,0
39,2007-02-02 10:00:00,24_63,4.0,0,0.0,0,0,2,2,2,2,0,0,0,2,2007,5,4,2,17,-11,4,-13,6,-7,6,-10,3,-11,7,-9,17,-12,17,-7,48,-29,-19,0
40,2007-02-05 10:00:00,40,3.0,0,0.0,0,0,3,0,3,0,0,1,0,0,2007,6,0,1,9,-9,13,2,5,2,5,8,7,5,5,8,18,9,20,11,21,-14,10,1
41,2007-02-07 08:30:00,56_57,4.0,0,0.0,0,0,0,4,0,0,4,0,0,2,2007,6,2,2,13,6,8,0,6,1,6,-4,6,0,4,-3,13,0,14,5,19,6,20,2
42,2007-02-07 10:30:00,18,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,6,2,1,5,0,4,1,9,-4,5,-1,6,-1,8,5,13,-1,20,10,22,8,4,1
43,2007-02-07 15:00:00,12,1.0,0,1.0,0,0,0,1,0,1,0,0,1,0,2007,6,2,1,3,1,6,0,5,0,4,0,5,-3,5,0,10,0,11,5,15,-11,7,1
44,2007-02-08 08:30:00,69,1.0,0,1.0,0,1,0,0,1,0,0,0,1,0,2007,6,3,1,5,0,18,-2,12,9,5,8,12,-2,7,2,20,-2,38,22,22,10,28,2
45,2007-02-08 10:00:00,31,1.0,0,1.0,0,0,1,0,0,1,0,0,1,0,2007,6,3,1,4,1,5,3,6,0,5,4,7,10,5,9,15,9,25,20,19,1,16,2
46,2007-02-08 10:30:00,46,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,6,3,1,5,-2,6,-1,12,5,7,8,6,12,7,13,20,12,24,12,15,8,8,1
47,2007-02-12 14:00:00,25,2.0,0,0.0,0,2,0,0,2,0,0,0,0,1,2007,7,0,1,5,1,5,-1,5,1,6,2,4,3,4,3,7,0,11,1,13,-8,4,1
48,2007-02-13 08:30:00,68,3.0,0,3.0,0,0,0,3,3,0,0,1,0,0,2007,7,1,1,12,2,17,17,9,15,7,9,3,11,7,6,23,5,28,-9,23,13,-8,1
49,2007-02-13 10:00:00,37,1.0,0,0.0,0,0,0,1,1,0,0,0,1,0,2007,7,1,1,6,0,6,0,4,-4,5,-1,4,1,4,2,9,-1,14,-10,18,-7,2,1
50,2007-02-14 08:30:00,17_60,6.0,0,6.0,0,0,0,6,0,6,0,2,0,0,2007,7,2,2,13,10,9,6,6,8,7,9,11,20,10,17,24,21,24,11,20,6,58,2
51,2007-02-14 10:00:00,5,2.0,0,2.0,0,0,2,0,0,2,0,0,0,1,2007,7,2,1,36,33,12,33,10,39,10,47,11,40,5,40,50,42,50,33,46,3,24,2
52,2007-02-14 10:30:00,18,-0.67,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,7,2,1,7,-5,5,-4,4,-7,4,-3,7,-8,10,-15,18,-8,21,-16,60,46,-13,1
53,2007-02-15 08:30:00,69_41_21,1.37,2,-2.83,3,0,2,3,5,0,0,0,1,2,2007,7,3,3,13,2,11,0,5,2,4,0,4,-1,6,-5,17,2,45,31,13,1,17,2
54,2007-02-15 09:00:00,66,3.0,0,3.0,0,0,0,3,0,3,0,1,0,0,2007,7,3,1,18,17,19,32,11,26,10,34,10,34,8,27,35,23,35,12,28,6,0,1
55,2007-02-15 09:15:00,9_42,4.0,0,2.0,0,0,0,4,2,2,0,0,0,2,2007,7,3,2,10,8,10,8,8,1,5,-1,7,-3,6,-7,24,-10,26,-9,42,27,-30,0
56,2007-02-15 10:30:00,46,-1.07,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,7,3,1,17,14,4,13,11,17,28,-6,9,-5,5,-2,31,-2,33,-7,17,-12,3,1
57,2007-02-15 12:00:00,53,2.0,0,0.0,0,0,0,2,2,0,0,0,0,1,2007,7,3,1,10,9,8,8,10,0,5,2,9,8,7,4,16,6,21,-4,18,-1,-10,1
58,2007-02-15 13:00:00,44,1.0,0,0.0,0,0,1,0,1,0,0,0,1,0,2007,7,3,1,8,-8,7,-10,4,-7,4,-7,6,-5,6,-4,12,-5,15,-6,26,-12,9,1
59,2007-02-16 08:30:00,49_16_4_36,4.0,0,2.0,0,7,0,2,9,0,0,1,0,3,2007,7,4,4,13,13,7,16,20,-3,10,-16,10,-13,11,-9,36,-21,39,-16,25,0,-7,1
60,2007-02-16 10:00:00,58,3.0,0,3.0,0,0,0,3,0,0,3,1,0,0,2007,7,4,1,15,-7,7,-2,4,-3,4,-4,3,-4,4,-4,15,-5,17,-7,26,12,15,1
61,2007-02-21 08:30:00,13_8,3.0,0,5.0,0,2,3,0,0,0,5,1,0,1,2007,8,2,2,26,-13,19,-32,10,-26,4,-29,8,-35,5,-30,33,-26,33,-22,31,12,-16,0
62,2007-02-21 10:00:00,7,1.0,0,1.0,0,0,0,1,0,1,0,0,1,0,2007,8,2,1,5,1,8,6,10,6,5,4,4,2,5,4,17,2,20,3,13,5,1,1
63,2007-02-22 08:30:00,69,-0.81,1,-3.65,1,0,0,1,1,0,0,0,1,0,2007,8,3,1,7,-6,6,-4,4,-4,7,-11,6,-12,4,-10,14,-11,15,-6,18,13,-3,1
64,2007-02-22 10:30:00,18_46,-1.56,1,0.0,0,2,0,0,2,0,0,0,2,0,2007,8,3,2,5,2,4,3,8,-2,6,-3,4,-5,5,-3,12,-5,37,21,16,6,20,2
65,2007-02-27 08:30:00,14_20,5.0,0,5.0,0,0,0,5,0,3,2,1,0,1,2007,9,1,2,13,11,6,10,6,12,11,6,6,4,12,11,15,-1,15,5,32,15,-4,1
66,2007-02-27 09:00:00,65,1.0,0,1.0,0,0,0,1,1,0,0,0,1,0,2007,9,1,1,4,-2,4,-2,4,-5,6,-4,7,-1,5,-5,9,-1,18,0,23,13,1,1
67,2007-02-27 10:00:00,64_23_6,7.0,0,6.0,0,0,6,1,4,3,0,2,1,0,2007,9,1,3,19,-13,12,-22,6,-23,8,-17,4,-16,7,-12,24,-13,28,-2,26,4,4,1
68,2007-02-28 08:30:00,55_54,4.0,0,0.0,0,0,1,3,4,0,0,1,1,0,2007,9,2,2,14,-8,15,4,8,0,9,2,11,-5,7,-5,20,-4,22,-10,26,22,-6,1
69,2007-02-28 09:45:00,10,2.0,0,0.0,0,0,0,2,2,0,0,0,0,1,2007,9,2,1,7,-6,5,-4,5,-4,6,1,6,-1,3,-2,14,0,30,-11,26,-12,2,1
70,2007-02-28 10:00:00,47,3.0,0,3.0,0,0,0,3,0,3,0,1,0,0,2007,9,2,1,6,5,6,3,3,2,6,3,5,2,14,-8,19,-3,30,-11,20,-1,14,1
71,2007-02-28 10:30:00,18,-0.83,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,9,2,1,14,-9,9,-1,5,-3,10,-1,8,3,13,11,24,1,33,15,30,-8,16,2
72,2007-03-01 00:00:00,67,1.0,0,0.0,0,0,1,0,1,0,0,0,1,0,2007,9,3,1,6,1,5,0,9,1,5,0,5,1,3,1,9,3,9,2,10,-1,-3,1
73,2007-03-01 08:30:00,69_15_52_51,5.13,0,-1.83,0,0,6,1,7,0,0,1,2,1,2007,9,3,4,8,2,9,4,9,1,6,-4,5,-3,7,0,16,-1,16,-1,19,-1,-30,0
74,2007-03-01 09:30:00,46,-2.01,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,9,3,1,11,5,6,2,7,-3,4,0,7,2,13,-8,20,1,60,-32,18,0,-56,0
75,2007-03-01 10:00:00,11_38_39,5.0,0,1.0,0,0,4,1,4,1,0,1,2,0,2007,9,3,3,17,-14,8,-11,8,-18,22,-37,15,-24,10,-30,37,-18,45,-37,40,-10,-35,0
76,2007-03-02 10:00:00,63,2.0,0,2.0,0,0,0,2,2,0,0,0,0,1,2007,9,4,1,8,5,12,1,8,-1,15,-5,5,-7,5,-8,24,-9,24,-3,21,-5,12,1
77,2007-03-05 10:00:00,40,3.0,0,0.0,0,0,0,3,3,0,0,1,0,0,2007,10,0,1,14,13,11,7,7,9,7,9,2,12,7,12,14,10,18,2,40,14,-4,1
78,2007-03-06 08:30:00,61_62,3.0,0,0.0,0,2,1,0,3,0,0,0,1,1,2007,10,1,2,10,-5,7,-8,8,-8,5,-6,5,-12,4,-12,15,-12,17,-10,14,-2,0,1
79,2007-03-06 10:00:00,50_24,5.0,0,5.0,0,0,0,5,0,2,3,1,0,1,2007,10,1,2,6,0,10,-4,5,1,4,2,4,2,6,-2,12,-1,17,5,18,10,4,1
80,2007-03-07 08:15:00,0,2.0,0,2.0,0,0,0,2,0,0,2,0,0,1,2007,10,2,1,12,4,9,-3,6,-1,3,0,4,2,5,4,15,2,15,2,17,3,6,1
81,2007-03-07 10:30:00,18,-8.11,2,0.0,0,1,0,0,1,0,0,0,1,0,2007,10,2,1,7,5,4,4,5,-1,5,2,7,-1,5,-1,10,-1,18,-5,21,10,-2,1
82,2007-03-07 15:00:00,12,1.0,0,1.0,0,0,0,1,0,0,1,0,1,0,2007,10,2,1,7,-1,6,0,4,-1,4,-2,6,-4,4,-5,9,-4,11,-3,24,21,-8,1
83,2007-03-08 08:30:00,69,-0.26,0,0.0,1,1,0,0,1,0,0,0,1,0,2007,10,3,1,8,-6,5,-6,17,-7,10,-10,8,-6,20,-18,33,-6,54,-36,19,2,-37,0
84,2007-03-08 09:30:00,46,-0.39,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,10,3,1,5,-1,9,5,9,-3,5,-6,5,-1,5,-1,13,0,14,-2,54,-28,9,1
85,2007-03-09 08:30:00,68_48_70_3,11.0,0,6.0,0,6,5,0,8,3,0,3,0,1,2007,10,4,4,31,-23,19,-43,7,-43,16,-58,10,-57,8,-57,60,-47,64,-47,38,-3,-39,0
86,2007-03-09 10:00:00,31,1.0,0,0.0,0,0,0,1,1,0,0,0,1,0,2007,10,4,1,11,10,8,4,5,7,8,10,3,10,6,6,13,9,18,12,21,1,18,2
87,2007-03-12 15:00:00,25,2.0,0,0.0,0,0,2,0,2,0,0,0,0,1,2007,11,0,1,5,1,5,1,5,-1,5,1,4,4,3,5,9,5,11,3,27,7,3,1
88,2007-03-13 08:30:00,17_60,6.0,0,3.0,0,0,0,6,3,0,3,2,0,0,2007,11,1,2,25,18,12,12,10,19,7,20,7,22,9,24,28,21,37,29,30,-5,15,1
89,2007-03-13 10:00:00,5,2.0,0,0.0,0,0,0,2,2,0,0,0,0,1,2007,11,1,1,4,0,4,1,6,-4,5,-4,9,-10,6,-13,17,-11,19,-7,14,-9,-9,1
90,2007-03-13 11:00:00,37,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,11,1,1,3,1,3,0,4,2,3,4,4,1,6,1,7,1,12,4,17,-13,13,1
91,2007-03-14 08:30:00,41_19,4.0,0,2.0,0,0,2,2,0,2,2,0,0,2,2007,11,2,2,11,-5,9,-8,9,-6,7,-8,7,-6,6,-6,15,-5,20,-9,14,10,22,2
92,2007-03-14 10:30:00,18,-1.14,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,11,2,1,5,0,14,12,11,5,5,8,8,2,5,4,17,1,17,7,33,30,25,2
93,2007-03-15 08:30:00,69_21_49_16,9.5,1,-2.39,0,0,6,2,8,0,0,1,1,2,2007,11,3,4,30,13,9,10,8,4,7,4,6,8,5,4,30,11,36,21,30,-6,20,2
94,2007-03-15 09:00:00,66,3.0,0,3.0,0,0,3,0,3,0,0,1,0,0,2007,11,3,1,14,6,13,15,8,10,5,8,15,15,7,12,26,17,26,11,30,-4,22,2
95,2007-03-15 10:30:00,46,-0.92,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,11,3,1,5,-3,4,-1,6,2,5,0,15,9,6,10,20,10,24,17,13,4,10,1
96,2007-03-15 12:00:00,53,2.0,0,0.0,0,0,0,2,2,0,0,0,0,1,2007,11,3,1,14,-9,12,-2,6,-2,5,-5,20,-10,4,-9,20,-9,25,-16,20,10,-16,0
97,2007-03-16 08:30:00,13_8,2.0,0,0.0,0,3,2,0,5,0,0,1,0,1,2007,11,4,2,10,-2,8,-1,10,3,8,2,6,0,5,1,13,4,22,-10,14,-11,-2,1
98,2007-03-16 09:15:00,9_42,4.0,0,4.0,0,0,4,0,0,4,0,0,0,2,2007,11,4,2,13,-9,6,-12,4,-10,9,-1,6,-5,15,3,23,-2,23,0,23,-10,-5,1
99,2007-03-16 10:00:00,58,3.0,0,3.0,0,0,0,3,0,0,3,1,0,0,2007,11,4,1,8,-3,5,-1,4,-1,7,-5,4,-1,4,-3,13,-1,14,-3,23,-2,-16,0
100,2007-03-19 13:00:00,44,1.0,0,1.0,0,0,0,1,0,0,1,0,1,0,2007,12,0,1,4,4,7,2,7,-3,5,-5,5,-5,6,-5,16,-7,16,-2,13,-2,4,1
101,2007-03-20 08:30:00,4_36,4.0,0,2.0,0,2,2,0,4,0,0,0,0,2,2007,12,1,2,8,-7,10,2,6,2,8,5,6,3,8,5,19,3,27,-1,13,3,5,1
102,2007-03-21 10:30:00,18,-3.42,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,12,2,1,5,0,5,1,7,0,5,1,5,0,5,-1,7,-2,10,-3,9,1,-2,1
103,2007-03-21 14:15:00,26,0.0,0,0.0,0,3,0,0,3,0,0,1,0,0,2007,12,2,1,41,28,38,66,25,53,21,69,15,58,12,67,76,55,82,71,49,3,79,2
104,2007-03-22 08:30:00,69,-0.44,0,-2.24,0,1,0,0,1,0,0,0,1,0,2007,12,3,1,12,-7,8,-7,8,-7,8,-3,6,-3,4,-3,16,-1,18,0,20,-8,9,1
105,2007-03-22 10:00:00,7,1.0,0,1.0,0,0,0,1,0,0,1,0,1,0,2007,12,3,1,11,7,10,12,5,11,5,12,6,10,5,8,14,6,16,3,22,6,0,1
106,2007-03-22 10:30:00,46,-5.35,2,0.0,0,1,0,0,1,0,0,0,1,0,2007,12,3,1,5,-2,5,-5,3,-5,4,-7,6,-6,4,-6,11,-4,19,-12,22,8,-10,1
107,2007-03-23 10:00:00,23,3.0,0,3.0,0,0,3,0,3,0,0,1,0,0,2007,12,4,1,16,-11,9,-7,9,-14,14,-24,11,-24,6,-24,32,-24,37,-26,29,-9,-29,0
108,2007-03-26 10:00:00,47,3.0,0,3.0,0,0,0,3,0,0,3,1,0,0,2007,13,0,1,21,22,14,33,4,32,10,38,6,47,7,49,46,42,46,33,53,28,31,2
109,2007-03-27 09:00:00,65,1.0,0,1.0,0,0,0,1,1,0,0,0,1,0,2007,13,1,1,3,2,3,1,4,1,9,-8,3,-9,3,-9,13,-8,17,4,21,-6,10,1
110,2007-03-27 10:00:00,64_6,4.0,0,3.0,0,0,0,4,1,0,3,1,1,0,2007,13,1,2,11,-4,6,-6,8,1,16,14,8,17,3,15,31,15,31,8,17,-1,11,1
111,2007-03-28 08:30:00,14_20,5.0,0,5.0,0,0,0,5,0,0,5,1,0,1,2007,13,2,2,20,12,6,11,3,10,6,15,3,14,10,8,20,14,20,10,22,-1,20,2
112,2007-03-28 10:30:00,18,-2.84,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,13,2,1,18,7,9,2,5,3,8,7,6,5,5,6,18,8,27,-7,20,1,-21,0
113,2007-03-29 08:30:00,69_28_27,3.3200000000000003,1,-2.24,0,1,3,0,4,0,0,0,2,1,2007,13,3,3,13,-14,14,-20,6,-15,6,-18,7,-16,5,-14,25,-13,25,-8,26,-5,-7,1
114,2007-03-29 10:30:00,46,-1.19,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,13,3,1,2,-2,1,-1,5,4,3,2,6,-1,4,-1,8,2,11,-1,10,2,10,1
115,2007-03-30 08:30:00,15_52_51,6.0,0,3.0,0,0,6,0,3,0,3,1,1,1,2007,13,4,3,7,-4,29,-34,11,-24,7,-20,8,-16,5,-12,35,-16,35,-7,20,16,-28,0
116,2007-03-30 09:45:00,10,2.0,0,0.0,0,0,2,0,2,0,0,0,0,1,2007,13,4,1,12,0,3,-1,6,3,17,-10,9,-15,5,-15,24,-13,24,-2,24,-2,75,2
117,2007-03-30 10:00:00,11_63,3.0,0,3.0,0,2,1,0,2,1,0,0,1,1,2007,13,4,2,17,-13,9,-18,5,-18,8,-12,4,-11,5,-8,24,-10,24,-4,24,-9,69,2
118,2007-04-02 10:00:00,38_39,4.0,0,0.0,0,0,1,3,4,0,0,1,1,0,2007,14,0,2,12,8,5,9,4,8,10,1,3,3,2,1,12,2,21,3,15,-7,3,1
119,2007-04-03 01:00:00,67,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,14,1,1,2,1,2,0,2,0,2,0,1,-1,2,0,4,-1,13,-10,4,1,3,1
120,2007-04-03 10:00:00,50,3.0,0,3.0,0,0,3,0,3,0,0,1,0,0,2007,14,1,1,5,-4,10,5,4,4,8,-1,2,-1,3,0,13,0,13,2,12,0,-8,1
121,2007-04-04 08:15:00,0,3.0,0,3.0,0,0,0,3,0,3,0,1,0,0,2007,14,2,1,7,6,3,8,3,8,2,7,9,-3,6,-5,13,-3,17,8,12,4,11,1
122,2007-04-04 10:00:00,24_40,5.0,0,2.0,0,0,0,5,5,0,0,1,0,1,2007,14,2,2,13,9,10,7,5,7,8,14,5,14,5,14,20,14,29,16,20,-5,15,1
123,2007-04-04 10:30:00,18,-3.57,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,14,2,1,9,6,9,12,7,6,3,6,9,2,7,9,17,1,17,-3,28,14,-4,1
124,2007-04-05 08:30:00,69,-0.75,0,-2.24,0,0,0,1,1,0,0,0,1,0,2007,14,3,1,7,-4,4,0,5,0,3,1,7,6,4,5,13,6,60,39,22,9,51,2
125,2007-04-05 10:30:00,46,-1.28,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,14,3,1,4,1,2,-1,2,0,3,2,3,2,3,2,7,2,13,-3,16,5,-11,1
126,2007-04-06 08:30:00,48_70_3,6.0,0,3.0,0,2,6,0,5,3,0,2,0,1,2007,14,4,3,41,-39,19,-26,22,-42,9,-41,7,-37,4,-36,41,-32,41,-36,53,-5,-45,0
127,2007-04-06 10:00:00,31,1.0,0,1.0,0,0,0,1,0,1,0,0,1,0,2007,14,4,1,8,-5,4,-4,3,-5,5,-2,4,-4,2,-3,9,-3,12,1,16,-5,-1,1
128,2007-04-06 15:00:00,12,1.0,0,1.0,0,0,0,1,1,0,0,0,1,0,2007,14,4,1,2,0,4,-2,5,-1,4,-1,1,-1,2,-2,6,-1,9,-3,8,4,-4,1
129,2007-04-10 10:00:00,37,1.0,0,0.0,0,0,0,1,1,0,0,0,1,0,2007,15,1,1,6,-2,4,-3,6,1,3,3,2,2,4,3,9,2,18,8,15,1,7,1
