,datetime,new_id,forecast_error_ratio_zscore,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,pips_agg_0_60_after,direction_agg_0_60_after
480,2010-01-05 10:00:00,24,-1.05,-1.05,0,0,1,0,1,0,1,2010,2,1,1,23,17,16,15,7,-11,9,9,3,7,0
481,2010-01-06 08:15:00,0,0.38,0.91,0,0,1,0,1,0,1,2010,2,2,1,22,19,17,13,11,-8,11,14,4,14,1
482,2010-01-06 10:00:00,18,0.2,0.2,0,0,1,1,0,0,1,2010,2,2,1,28,21,22,23,34,14,11,29,-4,24,2
483,2010-01-07 08:30:00,32,0.42,0.41,0,1,0,1,0,0,1,2010,2,3,1,18,11,10,11,11,1,11,9,-3,26,2
484,2010-01-12 08:30:00,31,-0.02,-0.03,0,0,1,1,0,0,1,2010,3,1,1,18,-6,-8,13,0,6,10,0,1,1,0
485,2010-01-15 08:30:00,7,-0.24,-0.24,1,0,0,1,0,0,1,2010,3,4,1,17,0,0,17,-2,-2,14,1,4,14,1
486,2010-01-15 09:55:00,28,-0.13,-0.65,0,0,1,0,0,1,1,2010,3,4,1,13,-1,-2,23,-16,-14,17,-26,-10,-20,-1
487,2010-01-19 09:00:00,30,1.7,1.68,0,1,0,1,0,0,1,2010,4,1,1,21,-8,-10,16,-18,-9,14,-8,9,10,1
488,2010-01-21 08:30:00,32,-1.6,-1.64,0,0,1,1,0,0,1,2010,4,3,1,18,7,9,19,21,12,12,14,-5,27,2
489,2010-01-21 10:00:00,25,-1.08,-1.08,0,0,1,1,0,0,1,2010,4,3,1,9,4,6,12,6,3,10,1,-5,-53,-2
490,2010-01-25 10:00:00,14,-1.33,-1.34,0,0,1,1,0,0,1,2010,5,0,1,13,-8,-5,17,-17,-8,10,-17,0,0,0
491,2010-01-26 10:00:00,4,0.9,0.81,0,1,0,0,1,0,1,2010,5,1,1,13,5,3,17,15,10,15,19,5,2,0
492,2010-01-27 10:00:00,21,-0.13,0.36,0,0,1,0,1,0,1,2010,5,2,1,15,5,2,14,14,8,18,1,-11,-9,0
493,2010-01-27 14:16:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,5,2,1,31,-18,-14,30,-31,-18,14,-39,-9,-23,-2
494,2010-01-29 08:30:00,1,0.55,0.04,0,1,0,0,0,1,1,2010,5,4,1,35,-19,-18,12,-19,-2,16,-10,8,-28,-2
495,2010-02-01 10:00:00,17,0.91,0.91,0,1,0,1,0,0,1,2010,6,0,1,26,-20,-19,14,-17,3,11,-13,5,-20,-1
496,2010-02-02 10:00:00,24,-0.51,-0.51,0,1,0,0,0,1,1,2010,6,1,1,15,-7,-10,9,-10,-3,17,-19,-8,7,0
497,2010-02-03 08:15:00,0,1.69,1.7,0,1,0,0,1,0,1,2010,6,2,1,7,-4,-4,11,-9,-6,11,-21,-11,-41,-2
498,2010-02-03 10:00:00,18,0.14,0.14,0,0,1,1,0,0,1,2010,6,2,1,12,-6,-5,11,-3,3,11,-7,-3,-38,-2
499,2010-02-04 08:30:00,32,-0.21,-0.3,0,0,1,1,0,0,1,2010,6,3,1,14,-2,-1,12,-7,-5,13,-9,-1,-29,-2
500,2010-02-10 08:30:00,31,-0.84,-0.86,0,0,1,1,0,0,1,2010,7,2,1,16,-6,-7,10,-4,3,17,-16,-12,-24,-2
501,2010-02-11 08:30:00,32,1.46,1.37,0,1,0,1,0,0,1,2010,7,3,1,18,-9,-7,16,-19,-7,23,-29,-9,-42,-2
502,2010-02-12 09:55:00,28,0.05,0.1,0,0,1,0,1,0,1,2010,7,4,1,45,34,34,27,16,-18,39,50,34,34,2
503,2010-02-16 09:00:00,30,-0.31,-0.34,0,1,0,1,0,0,1,2010,8,1,1,10,-1,-2,21,-11,-10,14,-14,-3,-16,-1
504,2010-02-17 08:30:00,3,-0.01,0.05,1,0,0,1,0,0,1,2010,8,2,1,15,2,2,14,1,-1,14,8,8,-15,-1
505,2010-02-18 10:00:00,25,-0.27,-0.27,0,1,0,1,0,0,1,2010,8,3,1,14,5,7,16,-3,-8,18,5,10,-3,0
506,2010-02-19 08:30:00,7,-1.23,-1.23,0,0,1,1,0,0,1,2010,8,4,1,22,0,0,26,-14,-14,16,-10,7,-9,0
507,2010-02-23 10:00:00,4,-1.33,-1.25,0,0,1,0,1,0,1,2010,9,1,1,23,-17,-16,26,3,20,20,-12,-15,-8,0
508,2010-02-24 10:00:00,21,-0.42,-0.12,0,0,1,0,1,0,1,2010,9,2,1,50,22,23,23,9,-12,22,-2,-8,53,2
509,2010-02-26 08:30:00,26,0.18,-0.26,0,1,0,1,0,0,1,2010,9,4,1,21,-8,-9,21,2,10,13,7,5,4,0
510,2010-02-26 10:00:00,14,-1.08,-1.07,0,0,1,1,0,0,1,2010,9,4,1,28,-22,-22,17,-12,9,14,-8,5,40,2
511,2010-03-01 10:00:00,17,-1.06,-1.06,0,0,1,1,0,0,1,2010,10,0,1,21,15,14,12,22,7,15,22,-1,-25,-2
512,2010-03-03 08:15:00,0,1.18,-1.67,1,0,0,0,0,1,1,2010,10,2,1,19,6,8,15,10,4,13,16,8,-6,0
513,2010-03-03 10:00:00,18,1.48,1.48,0,1,0,1,0,0,1,2010,10,2,1,24,-10,-13,18,-11,0,12,-14,-4,11,1
514,2010-03-04 08:30:00,32,0.67,0.68,1,0,0,1,0,0,1,2010,10,3,1,18,-3,-4,26,6,11,17,0,-5,-10,-1
515,2010-03-04 10:00:00,24,-0.82,-0.83,0,0,1,0,0,1,1,2010,10,3,1,14,2,2,27,-21,-20,11,-20,2,-37,-2
516,2010-03-12 09:55:00,28,-0.2,-0.34,0,0,1,1,0,0,1,2010,11,4,1,8,8,4,23,-5,-13,10,-10,-6,10,1
517,2010-03-15 08:58:00,30,-0.78,-0.8,0,0,1,1,0,0,1,2010,12,0,1,10,-2,-2,10,-5,-4,12,-12,-9,-9,0
518,2010-03-16 08:30:00,3,-0.16,-0.12,1,0,0,1,0,0,1,2010,12,1,1,12,6,6,9,6,1,9,5,-1,9,0
519,2010-03-16 14:13:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,12,1,1,39,-6,-8,18,8,12,14,3,-4,-4,0
520,2010-03-17 08:30:00,23,-1.55,-1.55,0,0,1,1,0,0,1,2010,12,2,1,10,5,5,15,-3,-10,17,-13,-12,-26,-2
521,2010-03-18 10:00:00,25,-0.18,-0.18,0,1,0,1,0,0,1,2010,12,3,1,19,6,8,10,2,-6,8,1,-2,-18,-1
522,2010-03-23 10:00:00,14,0.15,0.16,1,0,0,1,0,0,1,2010,13,1,1,16,3,3,27,24,21,11,20,-4,39,2
523,2010-03-24 08:30:00,8,0.49,1.31,0,1,0,0,1,0,1,2010,13,2,1,17,9,7,21,-4,-14,11,4,7,-1,0
524,2010-03-24 10:00:00,21,0.47,0.49,0,0,1,0,1,0,1,2010,13,2,1,12,0,-2,14,7,7,10,12,3,3,0
525,2010-03-25 08:30:00,32,0.92,0.96,0,1,0,1,0,0,1,2010,13,3,1,16,-6,-4,12,-1,4,10,3,3,-6,0
526,2010-03-30 10:00:00,4,0.6,0.52,0,1,0,0,1,0,1,2010,14,1,1,16,6,7,15,-1,-9,11,-11,-10,-22,-2
527,2010-03-31 08:15:00,0,-1.71,-1.04,0,0,1,1,0,0,1,2010,14,2,1,25,21,18,20,35,14,13,25,-9,25,2
528,2010-04-01 08:30:00,32,-0.06,-0.47,1,0,0,1,0,0,1,2010,14,3,1,15,6,7,15,12,7,15,19,6,27,2
529,2010-04-01 10:00:00,17,0.77,0.77,0,1,0,1,0,0,1,2010,14,3,1,28,-10,-12,16,-14,-5,20,-2,12,20,1
530,2010-04-08 08:30:00,32,-1.63,-1.64,0,0,1,1,0,0,1,2010,15,3,1,11,-2,-1,13,5,6,10,2,-2,8,0
531,2010-04-13 08:30:00,31,-0.32,-0.42,0,0,1,1,0,0,1,2010,16,1,1,15,8,9,9,9,1,14,14,7,20,1
532,2010-04-15 08:30:00,32,-1.44,-1.38,0,0,1,1,0,0,1,2010,16,3,1,17,-7,-12,8,-2,4,13,4,8,2,0
533,2010-04-15 09:00:00,30,-0.11,-0.23,0,1,0,0,0,1,1,2010,16,3,1,15,1,1,14,-6,-7,12,-14,-7,3,0
534,2010-04-15 10:00:00,25,-0.15,-0.15,0,1,0,1,0,0,1,2010,16,3,1,13,-1,0,12,3,5,19,8,4,12,1
535,2010-04-16 08:30:00,3,1.02,1.5,0,1,0,0,1,0,1,2010,16,4,1,15,-5,-6,14,-13,-7,9,-7,7,-27,-2
536,2010-04-16 09:55:00,28,-1.19,-0.98,0,0,1,0,1,0,1,2010,16,4,1,16,9,9,14,11,2,20,25,14,20,1
537,2010-04-22 10:00:00,14,0.64,0.65,0,1,0,1,0,0,1,2010,17,3,1,14,-2,-1,11,-2,-1,15,-8,-5,13,1
538,2010-04-23 08:30:00,8,1.35,1.21,0,1,0,0,1,0,1,2010,17,4,1,17,2,2,18,-7,-10,9,-9,-4,-16,-1
539,2010-04-23 10:00:00,21,1.68,1.58,0,1,0,0,1,0,1,2010,17,4,1,21,-9,-10,11,-10,-1,34,17,28,57,2
540,2010-04-27 10:00:00,4,0.81,0.74,0,1,0,1,0,0,1,2010,18,1,1,16,2,0,13,8,6,11,2,-8,0,0
541,2010-04-28 14:14:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,18,2,1,20,7,6,21,18,10,18,28,8,30,2
542,2010-04-29 08:30:00,32,0.52,0.42,0,0,1,1,0,0,1,2010,18,3,1,13,2,3,11,6,3,11,-2,-7,-17,-1
543,2010-04-30 08:30:00,1,-0.52,-0.02,0,0,1,0,0,1,1,2010,18,4,1,15,12,11,11,16,5,9,18,0,32,2
544,2010-05-03 10:00:00,17,-0.55,-0.55,0,1,0,1,0,0,1,2010,19,0,1,14,-4,-2,11,-4,-1,9,-1,4,-58,-2
545,2010-05-04 10:00:00,24,-0.11,-0.1,0,1,0,1,0,0,1,2010,19,1,1,14,1,0,10,-1,-2,13,2,1,-12,-1
546,2010-05-05 08:15:00,0,0.17,1.37,1,0,0,0,1,0,1,2010,19,2,1,19,-11,-10,13,-3,8,19,-19,-15,-95,-2
547,2010-05-05 10:00:00,18,-0.78,-0.78,0,0,1,1,0,0,1,2010,19,2,1,29,16,13,11,15,1,12,9,-5,22,2
548,2010-05-06 08:30:00,32,0.75,0.64,1,0,0,1,0,0,1,2010,19,3,1,21,-12,-12,19,-1,12,15,-6,-4,-37,-2
549,2010-05-12 08:30:00,31,0.39,0.34,1,0,0,1,0,0,1,2010,20,2,1,14,-3,-5,14,-9,-6,13,-6,5,2,0
550,2010-05-13 08:30:00,32,0.46,0.32,1,0,0,1,0,0,1,2010,20,3,1,15,-12,-10,14,-11,2,25,-32,-21,-18,-1
551,2010-05-14 09:55:00,28,0.94,1.42,1,0,0,0,1,0,1,2010,20,4,1,15,-10,-10,23,-22,-12,20,-16,5,-12,-1
552,2010-05-17 09:00:00,30,0.53,0.53,0,1,0,1,0,0,1,2010,21,0,1,23,21,18,13,18,-2,16,16,-3,36,2
553,2010-05-20 08:30:00,32,-1.78,-1.73,0,0,1,1,0,0,1,2010,21,3,1,15,-6,-4,35,16,22,17,21,7,44,2
554,2010-05-20 10:00:00,25,-0.11,-0.11,0,0,1,1,0,0,1,2010,21,3,1,21,7,7,17,7,0,29,-16,-22,-8,0
555,2010-05-24 10:00:00,14,0.98,0.95,0,1,0,1,0,0,1,2010,22,0,1,31,-14,-15,27,5,20,16,12,6,-2,0
556,2010-05-25 10:00:00,4,0.55,0.51,0,1,0,1,0,0,1,2010,22,1,1,28,25,25,23,17,-9,14,14,-3,0,0
557,2010-05-26 08:30:00,8,-1.29,-1.35,0,0,1,0,1,0,1,2010,22,2,1,15,-7,-8,16,-19,-11,13,-22,1,-45,-2
558,2010-05-26 10:00:00,21,0.84,0.91,0,1,0,0,1,0,1,2010,22,2,1,17,-5,-5,34,-33,-26,15,-30,2,-31,-2
559,2010-06-01 10:00:00,17,-0.37,-0.37,0,1,0,1,0,0,1,2010,23,1,1,27,16,16,15,20,5,14,20,1,68,2
560,2010-06-02 10:00:00,24,-0.27,-0.23,0,1,0,0,1,0,1,2010,23,2,1,20,7,7,16,7,1,19,7,1,2,0
561,2010-06-03 08:15:00,0,0.07,0.55,0,0,1,0,1,0,1,2010,23,3,1,17,-7,-11,10,-6,-1,14,-10,-2,-11,-1
562,2010-06-03 08:30:00,32,0.65,0.68,1,0,0,1,0,0,1,2010,23,3,1,19,-6,-4,12,-9,-2,10,-7,-1,-3,0
563,2010-06-03 10:00:00,18,-0.15,-0.15,1,0,0,1,0,0,1,2010,23,3,1,36,-26,-27,14,-27,1,16,-36,-10,-53,-2
564,2010-06-11 09:55:00,28,0.92,0.29,0,1,0,1,0,0,1,2010,24,4,1,27,18,14,19,12,-6,24,20,8,4,0
565,2010-06-15 09:00:00,30,-0.34,-0.29,0,1,0,1,0,0,1,2010,25,1,1,21,15,14,11,17,1,14,25,8,17,1
566,2010-06-17 10:00:00,25,-1.78,-1.78,0,0,1,1,0,0,1,2010,25,3,1,19,-7,-8,27,8,13,24,-3,-12,-39,-2
567,2010-06-22 10:00:00,14,-1.07,-1.12,0,0,1,1,0,0,1,2010,26,1,1,16,-12,-11,13,-8,3,9,-2,5,-5,0
568,2010-06-23 10:00:00,21,-1.29,-1.42,0,0,1,0,0,1,1,2010,26,2,1,28,-22,-20,11,-22,0,15,-10,12,3,0
569,2010-06-23 14:15:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,26,2,1,17,4,3,17,-3,-8,29,21,24,24,2
570,2010-06-29 10:00:00,4,-1.07,-1.15,0,0,1,0,0,1,1,2010,27,1,1,28,-21,-23,13,-23,-3,13,-15,7,-12,-1
571,2010-06-30 08:15:00,0,-0.43,-0.43,0,0,1,1,0,0,1,2010,27,2,1,20,-9,-12,15,-8,3,13,-3,5,-26,-2
572,2010-07-01 08:30:00,32,-0.87,-0.71,0,0,1,1,0,0,1,2010,27,3,1,14,-8,-6,23,4,11,6,2,-2,16,1
573,2010-07-06 10:00:00,18,-1.17,-1.17,0,0,1,1,0,0,1,2010,28,1,1,51,41,40,18,40,-3,23,54,14,68,2
574,2010-07-08 08:30:00,32,1.15,1.21,0,1,0,1,0,0,1,2010,28,3,1,14,10,7,19,18,10,14,19,1,25,2
575,2010-07-13 08:30:00,31,-1.19,-1.11,0,0,1,1,0,0,1,2010,29,1,1,13,8,10,13,15,7,11,22,7,61,2
576,2010-07-15 10:00:00,25,-0.89,-0.89,0,0,1,1,0,0,1,2010,29,3,1,16,5,7,32,-19,-24,18,-12,5,14,1
577,2010-07-16 08:30:00,7,1.43,1.43,0,1,0,1,0,0,1,2010,29,4,1,15,-6,-5,10,-6,0,15,-5,3,-21,-2
578,2010-07-16 09:00:00,30,-0.43,-0.37,0,0,1,1,0,0,1,2010,29,4,1,16,-6,-8,9,-7,-1,17,-16,-9,-11,-1
579,2010-07-16 09:55:00,28,-1.38,-1.43,0,0,1,1,0,0,1,2010,29,4,1,15,-6,-7,20,-21,-15,24,-27,-4,-28,-2
580,2010-07-20 08:30:00,3,-0.09,-0.17,1,0,0,1,0,0,1,2010,30,1,1,15,5,6,13,11,7,10,14,2,14,1
581,2010-07-22 08:30:00,32,-0.93,-0.74,0,0,1,1,0,0,1,2010,30,3,1,14,-5,-5,14,-12,-5,13,-4,6,-19,-1
582,2010-07-22 10:00:00,14,0.8,0.8,0,1,0,1,0,0,1,2010,30,3,1,15,1,0,18,-6,-8,13,0,5,21,2
583,2010-07-26 10:00:00,21,0.04,-0.29,0,1,0,0,0,1,1,2010,31,0,1,12,5,5,13,5,0,9,10,4,-7,0
584,2010-07-27 10:00:00,4,-0.23,-0.02,0,0,1,0,1,0,1,2010,31,1,1,16,7,6,29,-19,-25,20,-30,-8,-11,-1
585,2010-07-28 08:30:00,8,-0.71,-0.82,0,0,1,0,1,0,1,2010,31,2,1,18,9,9,8,6,0,10,1,-6,-1,0
586,2010-07-29 08:30:00,32,0.09,-0.03,1,0,0,1,0,0,1,2010,31,3,1,15,1,2,15,8,8,9,5,-2,21,2
587,2010-07-30 08:30:00,1,-0.92,-0.97,0,0,1,0,0,1,1,2010,31,4,1,23,15,11,13,20,3,14,15,-5,-33,-2
588,2010-08-02 10:00:00,17,0.49,0.49,0,1,0,1,0,0,1,2010,32,0,1,14,-8,-7,28,14,20,15,22,5,38,2
589,2010-08-03 10:00:00,24,-0.87,-0.88,0,0,1,1,0,0,1,2010,32,1,1,14,3,2,17,-5,-7,13,-17,-11,10,1
590,2010-08-04 08:15:00,0,0.7,-0.41,1,0,0,1,0,0,1,2010,32,2,1,11,0,-2,14,6,6,9,6,-1,-5,0
591,2010-08-04 10:00:00,18,0.87,0.87,0,1,0,1,0,0,1,2010,32,2,1,23,-21,-20,20,-34,-13,19,-45,-10,-77,-2
592,2010-08-05 08:30:00,32,-1.21,-1.34,0,0,1,1,0,0,1,2010,32,3,1,36,27,26,17,32,5,18,42,8,-7,0
593,2010-08-10 14:15:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,33,1,1,67,59,57,33,85,21,20,87,7,85,2
594,2010-08-11 08:30:00,31,-1.64,-1.66,0,0,1,1,0,0,1,2010,33,2,1,14,10,9,16,0,-11,15,-8,-7,-60,-2
595,2010-08-12 08:30:00,32,-0.64,-0.71,0,0,1,1,0,0,1,2010,33,3,1,14,-1,0,11,-6,-5,31,-26,-18,6,0
596,2010-08-13 09:55:00,28,0.58,0.59,1,0,0,0,1,0,1,2010,33,4,1,16,8,9,20,-2,-11,12,1,5,-54,-2
597,2010-08-16 09:00:00,30,-0.33,-0.28,0,1,0,1,0,0,1,2010,34,0,1,13,-5,-5,25,14,20,13,15,1,-25,-2
598,2010-08-19 08:30:00,32,-0.59,-0.74,0,0,1,1,0,0,1,2010,34,3,1,29,8,9,24,20,12,26,38,14,45,2
599,2010-08-19 10:00:00,25,-1.69,-1.69,0,0,1,1,0,0,1,2010,34,3,1,28,-5,-4,19,-20,-16,20,-9,12,-20,-1
600,2010-08-24 10:00:00,14,-1.54,-1.57,0,0,1,0,0,1,1,2010,35,1,1,55,34,34,21,36,3,29,52,14,52,2
601,2010-08-25 08:30:00,8,-1.43,-1.33,0,0,1,0,1,0,1,2010,35,2,1,25,15,13,25,32,14,18,19,-9,14,1
602,2010-08-25 10:00:00,21,-0.75,-0.62,0,0,1,0,0,1,1,2010,35,2,1,25,-6,-5,15,2,7,13,7,5,-32,-2
603,2010-08-26 08:30:00,32,1.47,1.48,0,1,0,1,0,0,1,2010,35,3,1,21,-4,-6,24,-26,-20,13,-17,6,-1,0
604,2010-08-27 08:30:00,26,0.13,0.68,0,1,0,1,0,0,1,2010,35,4,1,23,-15,-12,19,0,17,26,12,11,5,0
605,2010-08-31 10:00:00,4,0.49,0.51,0,1,0,0,1,0,1,2010,36,1,1,15,1,1,12,5,5,18,18,10,-11,-1
606,2010-09-01 08:15:00,0,-1.58,-1.05,0,0,1,1,0,0,1,2010,36,2,1,15,-8,-8,40,21,30,17,30,8,40,2
607,2010-09-01 10:00:00,17,1.28,1.28,0,1,0,1,0,0,1,2010,36,2,1,34,-18,-18,16,-14,0,18,-6,8,-16,-1
608,2010-09-02 08:30:00,32,0.76,0.71,1,0,0,0,0,1,1,2010,36,3,1,17,3,0,17,4,1,35,30,24,10,1
609,2010-09-02 10:00:00,24,1.37,1.34,0,1,0,0,0,1,1,2010,36,3,1,19,-7,-6,15,-10,-2,13,-2,8,17,1
610,2010-09-03 10:00:00,18,-1.25,-1.25,0,0,1,1,0,0,1,2010,36,4,1,25,13,14,19,5,-9,15,0,-5,-8,0
611,2010-09-16 09:00:00,30,0.12,0.12,0,1,0,1,0,0,1,2010,38,3,1,18,11,11,9,10,-1,7,10,1,-5,0
612,2010-09-16 10:00:00,25,-0.88,-0.88,0,0,1,1,0,0,1,2010,38,3,1,30,20,19,19,31,11,16,37,4,30,2
613,2010-09-17 08:30:00,7,-0.96,-0.96,0,0,1,1,0,0,1,2010,38,4,1,24,2,2,16,5,3,9,7,3,-6,0
614,2010-09-17 09:55:00,28,-0.46,-0.64,0,0,1,0,0,1,1,2010,38,4,1,22,-4,-3,27,-18,-15,14,-18,-1,-28,-2
615,2010-09-21 08:30:00,3,0.56,0.67,1,0,0,1,0,0,1,2010,39,1,1,19,-2,0,16,6,7,9,6,1,19,1
616,2010-09-21 14:15:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,39,1,1,71,71,67,19,75,4,27,79,3,129,2
617,2010-09-23 08:30:00,32,-1.63,-1.62,0,0,1,1,0,0,1,2010,39,3,1,20,9,7,21,18,10,12,20,3,41,2
618,2010-09-23 10:00:00,14,0.4,0.4,1,0,0,1,0,0,1,2010,39,3,1,17,-3,0,16,0,4,16,-6,-5,8,0
619,2010-09-24 08:30:00,8,1.06,1.12,0,1,0,0,1,0,1,2010,39,4,1,30,19,18,27,32,14,20,32,3,34,2
620,2010-09-24 10:00:00,21,0.2,0.45,0,0,1,0,1,0,1,2010,39,4,1,23,-2,1,22,3,4,24,-2,-7,4,0
621,2010-09-28 10:00:00,4,-0.54,-0.52,0,0,1,1,0,0,1,2010,40,1,1,44,21,22,19,24,0,20,25,1,80,2
622,2010-09-30 08:30:00,32,-0.02,-0.02,0,1,0,1,0,0,1,2010,40,3,1,21,-11,-9,20,-16,-5,12,-8,10,1,0
623,2010-10-01 10:00:00,17,-0.15,-0.15,1,0,0,1,0,0,1,2010,40,4,1,34,1,1,34,12,14,20,24,11,-5,0
624,2010-10-04 10:00:00,24,0.29,0.26,0,1,0,0,0,1,1,2010,41,0,1,20,-8,-7,22,5,11,19,0,-6,-18,-1
625,2010-10-05 10:00:00,18,0.89,0.89,0,1,0,1,0,0,1,2010,41,1,1,31,-14,-14,17,-6,7,17,-2,3,38,2
626,2010-10-06 08:15:00,0,-1.53,-0.21,0,0,1,0,1,0,1,2010,41,2,1,24,18,16,18,4,-12,19,-1,-4,10,1
627,2010-10-07 08:30:00,32,0.23,0.28,0,1,0,1,0,0,1,2010,41,3,1,19,-10,-11,20,5,14,13,12,8,19,1
628,2010-10-15 09:55:00,28,0.41,0.68,0,0,1,0,1,0,1,2010,42,4,1,17,-7,-8,42,-34,-25,32,-10,20,-33,-2
629,2010-10-18 09:00:00,30,1.67,1.67,0,1,0,1,0,0,1,2010,43,0,1,20,7,7,14,1,-7,12,0,0,39,2
630,2010-10-19 08:30:00,3,-0.66,-0.69,0,0,1,1,0,0,1,2010,43,1,1,19,-5,-3,16,-6,1,10,-6,-2,-69,-2
631,2010-10-21 08:30:00,32,0.41,-0.27,1,0,0,0,0,1,1,2010,43,3,1,23,-8,-7,28,-31,-22,9,-34,-3,-36,-2
632,2010-10-21 10:00:00,25,0.72,0.72,0,0,1,1,0,0,1,2010,43,3,1,26,-13,-12,41,20,32,20,28,8,-7,0
633,2010-10-25 10:00:00,14,0.93,0.93,0,1,0,1,0,0,1,2010,44,0,1,31,-21,-22,19,-24,-3,22,-23,0,-50,-2
634,2010-10-26 10:00:00,4,0.64,0.49,0,1,0,1,0,0,1,2010,44,1,1,29,7,8,20,14,7,10,14,-2,11,1
635,2010-10-27 08:30:00,8,-0.23,-0.39,0,0,1,1,0,0,1,2010,44,2,1,34,26,27,21,17,-8,19,13,-2,28,2
636,2010-10-27 10:00:00,21,0.72,0.81,0,1,0,1,0,0,1,2010,44,2,1,39,-18,-18,15,-27,-10,19,-17,10,-20,-1
637,2010-10-28 08:30:00,32,1.23,1.27,0,1,0,1,0,0,1,2010,44,3,1,27,11,8,14,1,-11,10,5,4,24,2
638,2010-10-29 08:30:00,1,-0.65,-1.0,0,0,1,0,0,1,1,2010,44,4,1,42,20,20,19,32,12,16,40,8,35,2
639,2010-11-01 10:00:00,17,0.76,0.76,0,1,0,1,0,0,1,2010,45,0,1,23,-14,-13,15,-23,-9,12,-25,-1,-23,-2
640,2010-11-03 08:15:00,0,1.31,1.74,0,1,0,0,1,0,1,2010,45,2,1,12,-6,-5,18,-19,-13,13,-15,5,-18,-1
641,2010-11-03 10:00:00,18,0.57,0.57,0,1,0,1,0,0,1,2010,45,2,1,21,-10,-11,13,-5,6,15,-12,-5,-9,0
642,2010-11-03 14:15:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,45,2,1,84,53,51,66,48,-4,99,-19,-70,70,2
643,2010-11-04 08:30:00,32,-1.21,-1.06,0,0,1,1,0,0,1,2010,45,3,1,16,11,11,21,-3,-14,14,-1,3,0,0
644,2010-11-05 12:30:00,24,-0.12,-0.12,0,0,1,1,0,0,1,2010,45,4,1,20,12,13,17,19,7,16,22,4,14,1
645,2010-11-12 09:55:00,28,0.73,0.52,1,0,0,1,0,0,1,2010,46,4,1,25,6,6,23,-11,-18,12,-16,-4,-45,-2
646,2010-11-16 08:30:00,23,-0.33,-0.33,0,0,1,1,0,0,1,2010,47,1,1,31,-7,-6,8,-5,2,18,-17,-11,-28,-2
647,2010-11-16 09:00:00,30,-0.84,-0.85,0,0,1,1,0,0,1,2010,47,1,1,14,7,7,17,-7,-15,14,2,9,-24,-2
648,2010-11-18 08:30:00,32,-0.05,0.1,1,0,0,1,0,0,1,2010,47,3,1,12,3,4,8,5,2,7,2,-3,-5,0
649,2010-11-18 10:00:00,25,1.69,1.69,0,1,0,1,0,0,1,2010,47,3,1,22,-22,-21,11,-17,7,13,-26,-9,-30,-2
650,2010-11-23 08:30:00,26,0.85,0.42,0,1,0,1,0,0,1,2010,48,1,1,16,0,0,17,-2,-2,29,-19,-18,-41,-2
651,2010-11-23 10:00:00,14,0.05,0.14,0,0,1,1,0,0,1,2010,48,1,1,27,20,21,12,9,-10,26,-14,-23,-13,-1
652,2010-11-24 10:00:00,21,-0.54,-0.27,0,0,1,1,0,0,1,2010,48,2,1,25,-12,-12,14,-9,3,12,-17,-9,-7,0
653,2010-11-30 10:00:00,4,0.5,0.43,0,1,0,1,0,0,1,2010,49,1,1,11,-5,-5,17,-12,-7,7,-12,0,-14,-1
654,2010-12-01 08:15:00,0,0.61,0.78,0,1,0,0,1,0,1,2010,49,2,1,16,-10,-10,15,-20,-10,18,-4,15,21,2
655,2010-12-01 10:00:00,17,-1.1,-1.1,1,0,0,1,0,0,1,2010,49,2,1,28,25,25,17,14,-11,28,-14,-27,-34,-2
656,2010-12-02 08:30:00,32,-0.74,-0.76,0,0,1,1,0,0,1,2010,49,3,1,29,-18,-18,27,-30,-12,23,-44,-14,-76,-2
657,2010-12-02 10:00:00,24,1.57,1.57,0,1,0,1,0,0,1,2010,49,3,1,32,15,15,25,23,8,15,33,10,1,0
658,2010-12-03 10:00:00,18,-0.31,-0.31,1,0,0,1,0,0,1,2010,49,4,1,16,-3,-2,12,-3,1,15,-17,-14,25,2
659,2010-12-09 08:30:00,32,-0.19,-0.17,0,1,0,1,0,0,1,2010,50,3,1,24,11,11,8,14,2,9,14,0,26,2
660,2010-12-10 08:30:00,31,0.93,0.98,0,1,0,1,0,0,1,2010,50,4,1,10,-9,-9,7,-8,1,6,-9,0,-25,-2
661,2010-12-10 09:55:00,28,1.23,1.24,0,1,0,0,1,0,1,2010,50,4,1,13,-7,-6,8,-11,-4,8,-11,0,-1,0
662,2010-12-14 14:15:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,51,1,1,40,-12,-12,19,-10,2,21,-20,-10,-39,-2
663,2010-12-15 08:30:00,7,1.1,1.1,1,0,0,1,0,0,1,2010,51,2,1,25,-22,-23,8,-19,3,11,-14,5,-23,-2
