,datetime,new_id,forecast_error_ratio_zscore,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,pips_agg_0_60_after,direction_agg_0_60_after
1134,2009-03-31 10:00:00,6,0.15000000000000002,-0.18,0,0,3,3,0,0,1,0,0,2009,14,1,1,-30,-2
1135,2009-04-01 01:00:00,67,1.37,1.37,0,1,0,1,0,0,0,1,0,2009,14,2,1,-24,-2
1136,2009-04-01 08:15:00,0,1.17,1.62,0,0,3,0,0,3,1,0,0,2009,14,2,1,33,2
1137,2009-04-01 10:00:00,11_38_50_39,4.8,4.02,0,7,1,8,0,0,2,2,0,2009,14,2,4,-7,0
1138,2009-04-01 10:30:00,18,0.98,0.98,2,0,0,2,0,0,0,0,1,2009,14,2,1,-32,-2
1139,2009-04-02 08:30:00,69,-3.96,-3.96,0,0,3,0,0,3,1,0,0,2009,14,3,1,11,1
1140,2009-04-02 10:00:00,24,1.38,-0.5,0,2,0,0,0,2,0,0,1,2009,14,3,1,-6,0
1141,2009-04-02 10:30:00,46,-0.87,-0.87,1,0,0,1,0,0,0,1,0,2009,14,3,1,26,2
1142,2009-04-03 08:30:00,48_70_3,2.09,2.7799999999999994,8,0,0,8,0,0,2,0,1,2009,14,4,3,-48,-2
1143,2009-04-03 10:00:00,40,-1.23,-1.23,0,0,3,3,0,0,1,0,0,2009,14,4,1,11,1
1144,2009-04-07 10:00:00,37,1.34,1.34,0,1,0,1,0,0,0,1,0,2009,15,1,1,11,1
1145,2009-04-07 15:00:00,12,0.01,0.78,0,0,1,0,1,0,0,1,0,2009,15,1,1,16,1
1146,2009-04-08 10:00:00,31,0.13,-0.08,0,1,0,0,1,0,0,1,0,2009,15,2,1,-26,-2
1147,2009-04-08 10:30:00,18,1.28,1.28,2,0,0,2,0,0,0,0,1,2009,15,2,1,22,2
1148,2009-04-09 08:30:00,68_69_41,5.25,4.33,0,6,2,5,0,3,2,0,1,2009,15,3,3,-32,-2
1149,2009-04-09 10:30:00,46,-0.19,-0.19,1,0,0,1,0,0,0,1,0,2009,15,3,1,-108,-2
1150,2009-04-10 14:00:00,25,-3.34,-3.34,0,0,2,2,0,0,0,0,1,2009,15,4,1,15,1
1151,2009-04-14 08:30:00,17_60_49_16,-14.24,-11.33,0,0,11,5,6,0,3,0,1,2009,16,1,4,4,0
1152,2009-04-14 10:00:00,5,-1.5,-1.36,0,2,0,0,2,0,0,0,1,2009,16,1,1,-22,-2
1153,2009-04-15 08:30:00,21_13_8,1.69,1.65,0,5,2,7,0,0,1,0,2,2009,16,2,3,-22,-2
1154,2009-04-15 09:00:00,66,2.46,2.9699999999999998,0,3,0,0,3,0,1,0,0,2009,16,2,1,-1,0
1155,2009-04-15 09:15:00,9_42,-0.94,-1.58,0,0,4,0,0,4,0,0,2,2009,16,2,2,4,0
1156,2009-04-15 10:30:00,18,-2.14,-2.14,2,0,0,2,0,0,0,0,1,2009,16,2,1,-23,-2
1157,2009-04-15 13:00:00,44,1.62,1.62,0,1,0,1,0,0,0,1,0,2009,16,2,1,-38,-2
1158,2009-04-16 08:30:00,69_4_36,3.02,2.95,0,3,5,5,0,3,2,0,1,2009,16,3,3,10,1
1159,2009-04-16 10:00:00,53,1.02,1.02,0,2,0,2,0,0,0,0,1,2009,16,3,1,-21,-2
1160,2009-04-16 10:30:00,46,0.72,0.72,1,0,0,1,0,0,0,1,0,2009,16,3,1,-26,-2
1161,2009-04-17 09:55:00,58,1.08,1.6,0,2,0,0,2,0,0,0,1,2009,16,4,1,-12,-1
1162,2009-04-20 10:00:00,7,-0.96,-0.64,0,0,1,0,1,0,0,1,0,2009,17,0,1,-7,0
1163,2009-04-22 10:13:00,35,0.5,1.4,0,1,0,0,0,1,0,1,0,2009,17,2,1,-8,0
1164,2009-04-22 10:30:00,18,0.32,0.32,2,0,0,2,0,0,0,0,1,2009,17,2,1,-13,-1
1165,2009-04-23 08:30:00,69,-1.29,-1.32,0,0,3,3,0,0,1,0,0,2009,17,3,1,-23,-2
1166,2009-04-23 10:00:00,23,-0.72,-0.44999999999999996,0,0,3,3,0,0,1,0,0,2009,17,3,1,40,2
1167,2009-04-23 10:30:00,46,1.0,1.0,1,0,0,1,0,0,0,1,0,2009,17,3,1,5,0
1168,2009-04-24 08:30:00,14_20,-0.76,0.9500000000000001,0,5,0,0,0,5,1,0,1,2009,17,4,2,48,2
1169,2009-04-24 10:00:00,47,1.77,2.31,0,3,0,0,3,0,1,0,0,2009,17,4,1,-14,-1
1170,2009-04-28 09:00:00,65,1.15,1.04,0,1,0,1,0,0,0,1,0,2009,18,1,1,29,2
1171,2009-04-28 09:59:00,64,0.88,0.88,0,1,0,1,0,0,0,1,0,2009,18,1,1,26,2
1172,2009-04-28 10:00:00,6,4.800000000000001,4.86,0,3,0,0,3,0,1,0,0,2009,18,1,1,26,2
1173,2009-04-29 08:30:00,2_1,0.019999999999999574,-0.04999999999999982,0,2,3,0,2,3,1,0,1,2009,18,2,2,-33,-2
1174,2009-04-29 10:30:00,18,-1.32,-1.32,2,0,0,2,0,0,0,0,1,2009,18,2,1,51,2
1175,2009-04-29 14:15:00,26,1.35,0.54,3,0,0,3,0,0,1,0,0,2009,18,2,1,-47,-2
1176,2009-04-30 08:30:00,69_22_15_52_51,-6.579999999999999,-4.500000000000001,2,3,5,5,2,3,1,1,3,2009,18,3,5,-56,-2
1177,2009-04-30 09:45:00,10,2.92,2.92,0,2,0,2,0,0,0,0,1,2009,18,3,1,18,1
1178,2009-04-30 10:30:00,46,0.94,0.94,1,0,0,1,0,0,0,1,0,2009,18,3,1,23,2
1179,2009-05-01 01:00:00,67,-0.59,-0.59,0,0,1,1,0,0,0,1,0,2009,18,4,1,10,1
1180,2009-05-01 09:55:00,63,2.98,-0.82,0,2,0,2,0,0,0,0,1,2009,18,4,1,-15,-1
1181,2009-05-01 10:00:00,38_39_24,0.010000000000000009,-0.6499999999999999,0,3,3,4,0,2,1,1,1,2009,18,4,3,-6,0
1182,2009-05-04 10:00:00,11_50,6.049999999999999,5.63,0,4,0,4,0,0,1,1,0,2009,19,0,2,42,2
1183,2009-05-05 10:00:00,40,-0.75,-0.75,0,3,0,3,0,0,1,0,0,2009,19,1,1,-47,-2
1184,2009-05-06 08:15:00,0,4.199999999999999,2.79,0,3,0,0,3,0,1,0,0,2009,19,2,1,44,2
1185,2009-05-06 10:30:00,18,2.72,2.72,2,0,0,2,0,0,0,0,1,2009,19,2,1,18,1
1186,2009-05-07 08:30:00,69_56_57,5.55,8.9,2,5,0,3,4,0,1,0,2,2009,19,3,3,55,2
1187,2009-05-07 10:30:00,46,0.69,0.69,1,0,0,1,0,0,0,1,0,2009,19,3,1,-1,0
1188,2009-05-07 15:00:00,12,0.17,-0.03,0,0,1,0,0,1,0,1,0,2009,19,3,1,12,1
1189,2009-05-08 08:30:00,48_70_3,4.18,4.3999999999999995,3,3,2,5,0,3,2,0,1,2009,19,4,3,67,2
1190,2009-05-08 10:00:00,31,0.03,-0.07,0,1,0,0,1,0,0,1,0,2009,19,4,1,-17,-1
1191,2009-05-12 08:30:00,68,-1.1099999999999999,-0.8400000000000001,0,3,0,3,0,0,1,0,0,2009,20,1,1,-21,-2
1192,2009-05-12 10:00:00,37,-1.5,-1.49,0,0,1,1,0,0,0,1,0,2009,20,1,1,-11,-1
1193,2009-05-12 14:00:00,25,0.54,0.54,2,0,0,2,0,0,0,0,1,2009,20,1,1,11,1
1194,2009-05-13 08:30:00,17_60_41,-1.3600000000000003,-3.729999999999999,0,2,6,0,0,8,2,0,1,2009,20,2,3,-31,-2
1195,2009-05-13 10:00:00,5,-1.76,-1.76,0,0,2,0,2,0,0,0,1,2009,20,2,1,10,1
1196,2009-05-13 10:30:00,18,3.38,3.38,2,0,0,2,0,0,0,0,1,2009,20,2,1,13,1
1197,2009-05-14 08:30:00,69_49_16,-4.7700000000000005,-4.86,2,3,3,8,0,0,2,0,1,2009,20,3,3,35,2
1198,2009-05-14 10:30:00,46,1.09,1.09,1,0,0,1,0,0,0,1,0,2009,20,3,1,14,1
1199,2009-05-15 08:30:00,21_13_8,5.74,5.82,2,5,0,7,0,0,1,0,2,2009,20,4,3,31,2
1200,2009-05-15 09:00:00,66,2.31,2.46,0,3,0,3,0,0,1,0,0,2009,20,4,1,40,2
1201,2009-05-15 09:15:00,9_42,4.640000000000001,3.92,2,2,0,2,0,2,0,0,2,2009,20,4,2,42,2
1202,2009-05-15 09:55:00,58,-0.02,1.14,0,2,0,0,2,0,0,0,1,2009,20,4,1,6,0
1203,2009-05-18 13:00:00,44,-0.42,-0.42,1,0,0,1,0,0,0,1,0,2009,21,0,1,-18,-1
1204,2009-05-19 08:30:00,4_36,-3.0100000000000002,-3.05,0,0,5,5,0,0,1,0,1,2009,21,1,2,-29,-2
1205,2009-05-20 10:30:00,18,-0.24,-0.24,2,0,0,2,0,0,0,0,1,2009,21,2,1,-7,0
1206,2009-05-21 08:30:00,69,-0.36,-0.54,3,0,0,0,0,3,1,0,0,2009,21,3,1,-24,-2
1207,2009-05-21 10:00:00,53_7,-1.1800000000000002,-0.99,0,1,2,2,1,0,0,1,1,2009,21,3,2,19,1
1208,2009-05-21 10:30:00,46,-0.58,-0.58,1,0,0,1,0,0,0,1,0,2009,21,3,1,12,1
1209,2009-05-26 09:00:00,65,-0.59,-0.5,0,0,1,1,0,0,0,1,0,2009,22,1,1,-5,0
1210,2009-05-26 10:00:00,64_6,4.41,4.5,0,4,0,1,3,0,1,1,0,2009,22,1,2,62,2
1211,2009-05-27 09:46:00,35,-1.66,-1.75,0,0,1,0,0,1,0,1,0,2009,22,2,1,-52,-2
1212,2009-05-27 10:00:00,23,-0.30000000000000004,-0.03,0,3,0,3,0,0,1,0,0,2009,22,2,1,-43,-2
1213,2009-05-28 08:30:00,69_14_20,6.94,3.55,0,8,0,0,0,8,2,0,1,2009,22,3,3,57,2
1214,2009-05-28 10:00:00,47,-0.42000000000000004,-0.9299999999999999,0,0,3,0,0,3,1,0,0,2009,22,3,1,-6,0
1215,2009-05-28 10:30:00,46,1.08,1.08,1,0,0,1,0,0,0,1,0,2009,22,3,1,44,2
1216,2009-05-28 11:00:00,18,3.56,3.56,2,0,0,2,0,0,0,0,1,2009,22,3,1,4,0
1217,2009-05-29 08:30:00,55_54,-1.4799999999999998,-2.5,1,0,3,4,0,0,1,1,0,2009,22,4,2,13,1
1218,2009-05-29 09:45:00,10,-2.5,-2.5,0,0,2,2,0,0,0,0,1,2009,22,4,1,32,2
1219,2009-05-29 09:55:00,63,-0.14,-1.24,0,2,0,2,0,0,0,0,1,2009,22,4,1,40,2
1220,2009-06-01 08:30:00,15_52_51,3.21,0.41000000000000003,0,5,0,2,1,2,0,1,2,2009,23,0,3,-12,-1
1221,2009-06-01 10:00:00,11_38_39,-1.25,-1.4700000000000002,0,5,0,5,0,0,1,2,0,2009,23,0,3,-19,-1
1222,2009-06-02 01:00:00,67,1.09,1.09,0,1,0,1,0,0,0,1,0,2009,23,1,1,-23,-2
1223,2009-06-02 10:00:00,50,0.8699999999999999,0.8699999999999999,0,3,0,3,0,0,1,0,0,2009,23,1,1,30,2
1224,2009-06-03 08:15:00,0,-0.12,-1.02,0,0,3,0,0,3,1,0,0,2009,23,2,1,-32,-2
1225,2009-06-03 10:00:00,24_40,-3.66,-4.84,0,0,5,3,0,2,1,0,1,2009,23,2,2,7,0
1226,2009-06-03 10:30:00,18,-1.2,-1.2,2,0,0,2,0,0,0,0,1,2009,23,2,1,-8,0
1227,2009-06-04 08:30:00,69_61_62,-1.13,-2.96,4,0,2,6,0,0,1,1,1,2009,23,3,3,41,2
1228,2009-06-04 10:30:00,46,-0.87,-0.87,1,0,0,1,0,0,0,1,0,2009,23,3,1,35,2
1229,2009-06-05 08:30:00,48_70_3,0.8100000000000005,1.3199999999999998,0,3,5,5,3,0,2,0,1,2009,23,4,3,-134,-2
1230,2009-06-05 15:00:00,12,-0.44,-1.03,0,0,1,0,0,1,0,1,0,2009,23,4,1,-2,0
1231,2009-06-09 10:00:00,37_31,-0.74,-0.8,1,1,0,1,1,0,0,2,0,2009,24,1,2,23,2
1232,2009-06-10 08:30:00,68,-1.2000000000000002,-1.53,3,0,0,0,0,3,1,0,0,2009,24,2,1,-20,-1
1233,2009-06-10 10:30:00,18,1.86,1.86,2,0,0,2,0,0,0,0,1,2009,24,2,1,-46,-2
1234,2009-06-10 14:00:00,25,-0.08,-0.08,0,0,2,2,0,0,0,0,1,2009,24,2,1,38,2
1235,2009-06-11 08:30:00,69_17_60,5.16,4.949999999999999,0,9,0,3,6,0,3,0,0,2009,24,3,3,38,2
1236,2009-06-11 10:00:00,5,-0.18,0.0,0,2,0,0,2,0,0,0,1,2009,24,3,1,38,2
1237,2009-06-11 10:30:00,46,0.5,0.5,1,0,0,1,0,0,0,1,0,2009,24,3,1,7,0
1238,2009-06-12 08:30:00,41,-0.9,-0.96,2,0,0,0,0,2,0,0,1,2009,24,4,1,10,1
1239,2009-06-12 09:55:00,58,-0.02,-0.04,2,0,0,0,2,0,0,0,1,2009,24,4,1,20,1
1240,2009-06-15 08:30:00,21,-2.56,-2.56,0,0,2,2,0,0,0,0,1,2009,25,0,1,-4,0
1241,2009-06-15 09:00:00,66,-1.53,-1.53,0,0,3,3,0,0,1,0,0,2009,25,0,1,-32,-2
1242,2009-06-15 13:00:00,44,-1.01,-1.01,0,0,1,1,0,0,0,1,0,2009,25,0,1,-7,0
1243,2009-06-16 08:30:00,49_16_4_36,-3.7999999999999994,-3.8899999999999997,3,2,5,10,0,0,2,0,2,2009,25,1,4,-20,-1
1244,2009-06-16 09:15:00,9_42,-1.5799999999999998,-1.52,0,0,4,2,0,2,0,0,2,2009,25,1,2,-45,-2
1245,2009-06-17 08:30:00,13_8_19,-8.329999999999998,-8.309999999999999,3,0,4,5,0,2,1,0,2,2009,25,2,3,30,2
1246,2009-06-17 10:30:00,18,-1.34,-1.34,2,0,0,2,0,0,0,0,1,2009,25,2,1,0,0
1247,2009-06-18 08:30:00,69,-1.59,-1.56,3,0,0,3,0,0,1,0,0,2009,25,3,1,42,2
1248,2009-06-18 09:59:00,53,4.199999999999999,4.199999999999999,0,3,0,3,0,0,1,0,0,2009,25,3,1,-10,-1
1249,2009-06-18 10:00:00,7,-0.26,-0.2,0,1,0,0,1,0,0,1,0,2009,25,3,1,-10,-1
1250,2009-06-18 10:30:00,46,-0.89,-0.89,1,0,0,1,0,0,0,1,0,2009,25,3,1,11,1
1251,2009-06-23 10:00:00,64_23_35,-0.7699999999999999,-0.43,0,2,3,4,0,1,1,2,0,2009,26,1,3,-24,-2
1252,2009-06-24 08:30:00,14_20,4.3,5.050000000000001,0,5,0,2,0,3,1,0,1,2009,26,2,2,13,1
1253,2009-06-24 10:00:00,47,-2.34,-3.0,0,0,3,0,0,3,1,0,0,2009,26,2,1,10,1
1254,2009-06-24 10:30:00,18,-1.28,-1.28,2,0,0,2,0,0,0,0,1,2009,26,2,1,10,1
1255,2009-06-24 14:18:00,26,1.35,1.35,3,0,0,3,0,0,1,0,0,2009,26,2,1,-28,-2
1256,2009-06-25 08:30:00,69_28_27,-3.619999999999999,-7.129999999999999,1,2,3,6,0,0,1,1,1,2009,26,3,3,-21,-2
1257,2009-06-25 10:30:00,46,0.85,0.85,1,0,0,1,0,0,0,1,0,2009,26,3,1,-25,-2
1258,2009-06-26 08:30:00,15_52_51,-0.7500000000000001,1.56,4,1,0,2,3,0,0,1,2,2009,26,4,3,-8,0
1259,2009-06-26 09:55:00,63,0.38,0.48,0,2,0,2,0,0,0,0,1,2009,26,4,1,-18,-1
1260,2009-06-30 09:00:00,65,2.72,2.8,0,2,0,2,0,0,0,0,1,2009,27,1,1,0,0
1261,2009-06-30 09:45:00,10,0.58,0.58,0,2,0,2,0,0,0,0,1,2009,27,1,1,0,0
1262,2009-06-30 10:00:00,6,-1.56,-1.59,0,0,3,3,0,0,1,0,0,2009,27,1,1,0,0
1263,2009-07-01 01:00:00,67,-0.02,-0.02,1,0,0,1,0,0,0,1,0,2009,27,2,1,-6,0
1264,2009-07-01 08:15:00,0,-2.91,-0.6900000000000001,0,0,3,0,3,0,1,0,0,2009,27,2,1,33,2
1265,2009-07-01 10:00:00,11_38_50_39,-6.8,-6.3999999999999995,3,1,4,5,3,0,2,2,0,2009,27,2,4,-5,0
1266,2009-07-01 10:30:00,18,-0.84,-0.84,2,0,0,2,0,0,0,0,1,2009,27,2,1,-13,-1
1267,2009-07-02 08:30:00,69_48_70_3,-3.64,2.57,2,3,5,5,5,0,2,0,2,2009,27,3,4,-1,0
1268,2009-07-02 10:00:00,24,2.52,2.36,0,2,0,0,0,2,0,0,1,2009,27,3,1,-5,0
1269,2009-07-02 10:30:00,46,0.73,0.73,1,0,0,1,0,0,0,1,0,2009,27,3,1,4,0
1270,2009-07-06 10:00:00,40,2.4899999999999998,2.4899999999999998,0,3,0,3,0,0,1,0,0,2009,28,0,1,-20,-1
1271,2009-07-08 10:30:00,18,-1.02,-1.02,2,0,0,2,0,0,0,0,1,2009,28,2,1,-44,-2
1272,2009-07-08 15:00:00,12,0.83,0.49,0,1,0,0,0,1,0,1,0,2009,28,2,1,23,2
1273,2009-07-09 08:30:00,69,2.98,3.0,0,2,0,2,0,0,0,0,1,2009,28,3,1,-5,0
1274,2009-07-09 10:00:00,31,-0.76,-0.87,0,0,1,0,0,1,0,1,0,2009,28,3,1,14,1
1275,2009-07-09 10:30:00,46,1.02,1.02,1,0,0,1,0,0,0,1,0,2009,28,3,1,38,2
1276,2009-07-10 08:30:00,68_41,0.89,1.08,0,5,0,5,0,0,1,0,1,2009,28,4,2,11,1
1277,2009-07-10 09:55:00,58,-3.34,-3.22,0,0,2,0,2,0,0,0,1,2009,28,4,1,-3,0
1278,2009-07-13 14:00:00,25,0.86,0.86,2,0,0,2,0,0,0,0,1,2009,29,0,1,12,1
1279,2009-07-14 08:30:00,17_60_49_16,9.66,8.49,0,8,3,8,0,3,3,0,1,2009,29,1,4,-6,0
1280,2009-07-14 10:00:00,37_5,0.5999999999999999,-0.16000000000000014,0,2,1,1,2,0,0,1,1,2009,29,1,2,-21,-2
1281,2009-07-15 08:30:00,21_13_8,0.2200000000000002,0.2200000000000002,3,4,0,7,0,0,1,0,2,2009,29,2,3,-3,0
1282,2009-07-15 09:15:00,9_42,4.74,4.36,0,4,0,2,0,2,0,0,2,2009,29,2,2,-10,-1
1283,2009-07-15 10:30:00,18,-1.24,-1.24,2,0,0,2,0,0,0,0,1,2009,29,2,1,-3,0
1284,2009-07-16 08:30:00,69,1.58,1.52,0,2,0,2,0,0,0,0,1,2009,29,3,1,-24,-2
1285,2009-07-16 09:00:00,66,-3.21,-3.24,0,0,3,3,0,0,1,0,0,2009,29,3,1,-10,-1
1286,2009-07-16 10:00:00,53,-2.4,-2.4,0,0,2,2,0,0,0,0,1,2009,29,3,1,-16,-1
1287,2009-07-16 10:30:00,46,-0.04,-0.04,1,0,0,1,0,0,0,1,0,2009,29,3,1,0,0
1288,2009-07-16 13:00:00,44,-0.03,-0.03,0,1,0,1,0,0,0,1,0,2009,29,3,1,4,0
1289,2009-07-17 08:30:00,4_36,3.2199999999999998,4.140000000000001,0,5,0,3,2,0,1,0,1,2009,29,4,2,42,2
1290,2009-07-20 10:00:00,7,0.41,0.41,0,1,0,0,1,0,0,1,0,2009,30,0,1,-11,-1
1291,2009-07-22 10:00:00,35,0.98,0.92,0,1,0,0,0,1,0,1,0,2009,30,2,1,16,1
1292,2009-07-22 10:30:00,18,-1.64,-1.64,2,0,0,2,0,0,0,0,1,2009,30,2,1,25,2
1293,2009-07-23 08:30:00,69,-1.29,-1.2000000000000002,3,0,0,3,0,0,1,0,0,2009,30,3,1,-23,-2
1294,2009-07-23 10:00:00,23,0.44999999999999996,-0.54,0,3,0,0,0,3,1,0,0,2009,30,3,1,18,1
1295,2009-07-23 10:30:00,46,-1.53,-1.53,1,0,0,1,0,0,0,1,0,2009,30,3,1,34,2
1296,2009-07-24 09:55:00,63,-0.92,3.28,0,2,0,2,0,0,0,0,1,2009,30,4,1,-22,-2
1297,2009-07-27 10:00:00,47,2.2199999999999998,1.47,0,3,0,0,3,0,1,0,0,2009,31,0,1,-26,-2
1298,2009-07-28 09:00:00,65,2.08,2.14,0,2,0,2,0,0,0,0,1,2009,31,1,1,-31,-2
1299,2009-07-28 09:59:00,64,0.01,0.01,0,1,0,1,0,0,0,1,0,2009,31,1,1,-28,-2
1300,2009-07-28 10:00:00,6,-1.83,-1.83,0,0,3,3,0,0,1,0,0,2009,31,1,1,-28,-2
1301,2009-07-29 08:30:00,14_20,2.5199999999999996,2.4299999999999997,0,3,2,0,0,5,1,0,1,2009,31,2,2,-5,0
1302,2009-07-29 10:30:00,18,-3.54,-3.54,2,0,0,2,0,0,0,0,1,2009,31,2,1,-52,-2
1303,2009-07-30 08:30:00,69,-2.88,-3.09,0,0,3,0,0,3,1,0,0,2009,31,3,1,10,1
1304,2009-07-30 10:30:00,46,-0.51,-0.51,1,0,0,1,0,0,0,1,0,2009,31,3,1,22,2
1305,2009-07-31 08:30:00,2_1_22,3.4499999999999997,3.05,0,5,2,4,3,0,1,0,2,2009,31,4,3,-14,-1
1306,2009-07-31 09:45:00,10,0.56,0.56,0,2,0,2,0,0,0,0,1,2009,31,4,1,29,2
1307,2009-08-03 01:00:00,67,1.17,1.17,0,1,0,1,0,0,0,1,0,2009,32,0,1,-1,0
1308,2009-08-03 10:00:00,11_38_39,4.6,4.63,0,5,0,5,0,0,1,2,0,2009,32,0,3,92,2
1309,2009-08-04 08:30:00,15_52_51,-0.7200000000000001,-3.9600000000000004,2,2,1,2,0,3,0,1,2,2009,32,1,3,19,1
1310,2009-08-04 10:00:00,50,-1.7399999999999998,-0.39,0,3,0,0,3,0,1,0,0,2009,32,1,1,-4,0
1311,2009-08-05 08:15:00,0,-0.39,-0.12,0,0,3,0,3,0,1,0,0,2009,32,2,1,-17,-1
1312,2009-08-05 10:00:00,24_40,0.2400000000000002,0.20000000000000018,0,2,3,5,0,0,1,0,1,2009,32,2,2,-6,0
1313,2009-08-05 10:30:00,18,0.26,0.26,2,0,0,2,0,0,0,0,1,2009,32,2,1,10,1
1314,2009-08-06 08:30:00,69,2.25,2.19,0,3,0,3,0,0,1,0,0,2009,32,3,1,16,1
1315,2009-08-06 10:30:00,46,-1.22,-1.22,1,0,0,1,0,0,0,1,0,2009,32,3,1,9,0
1316,2009-08-07 08:30:00,48_70_3,8.68,9.049999999999999,0,8,0,5,3,0,2,0,1,2009,32,4,3,-71,-2
1317,2009-08-07 15:00:00,12,-0.22,-0.86,0,0,1,0,0,1,0,1,0,2009,32,4,1,-2,0
1318,2009-08-11 08:30:00,56_57,-2.8,-2.58,0,0,4,0,0,4,0,0,2,2009,33,1,2,-44,-2
1319,2009-08-11 10:00:00,37_31,1.04,1.38,0,2,0,1,1,0,0,2,0,2009,33,1,2,16,1
1320,2009-08-12 08:30:00,68,-1.59,-1.29,0,3,0,3,0,0,1,0,0,2009,33,2,1,3,0
1321,2009-08-12 10:30:00,18,-0.68,-0.68,2,0,0,2,0,0,0,0,1,2009,33,2,1,-3,0
1322,2009-08-12 14:00:00,25,0.82,0.82,0,0,2,2,0,0,0,0,1,2009,33,2,1,-22,-2
1323,2009-08-12 14:15:00,26,0.0,0.0,3,0,0,3,0,0,1,0,0,2009,33,2,1,-15,-1
1324,2009-08-13 08:30:00,69_17_60_41,-4.4,-4.74,0,0,11,3,6,2,3,0,1,2009,33,3,4,3,0
1325,2009-08-13 10:00:00,5,2.44,1.72,0,2,0,0,2,0,0,0,1,2009,33,3,1,21,2
1326,2009-08-13 10:30:00,46,1.4,1.4,1,0,0,1,0,0,0,1,0,2009,33,3,1,-13,-1
1327,2009-08-14 08:30:00,13_8,-0.8900000000000001,-0.8900000000000001,5,0,0,5,0,0,1,0,1,2009,33,4,2,-13,-1
1328,2009-08-14 09:15:00,9_42,3.5,3.0,0,4,0,4,0,0,0,0,2,2009,33,4,2,-39,-2
1329,2009-08-14 09:55:00,58,-2.04,-2.1,0,0,2,0,2,0,0,0,1,2009,33,4,1,-31,-2
1330,2009-08-17 08:30:00,21,3.02,3.02,0,2,0,2,0,0,0,0,1,2009,34,0,1,9,0
1331,2009-08-17 09:00:00,66,4.74,4.68,0,3,0,3,0,0,1,0,0,2009,34,0,1,-3,0
1332,2009-08-17 13:00:00,44,-0.35,-0.35,1,0,0,1,0,0,0,1,0,2009,34,0,1,2,0
1333,2009-08-18 08:30:00,49_16_4_36,-3.46,-4.319999999999999,5,0,5,10,0,0,2,0,2,2009,34,1,4,-16,-1
1334,2009-08-19 10:30:00,18,3.28,3.28,2,0,0,2,0,0,0,0,1,2009,34,2,1,15,1
1335,2009-08-20 08:30:00,69,-3.09,-3.0,0,0,3,3,0,0,1,0,0,2009,34,3,1,-25,-2
1336,2009-08-20 10:00:00,53_7,2.9499999999999997,2.54,1,2,0,2,1,0,0,1,1,2009,34,3,2,-6,0
1337,2009-08-20 10:30:00,46,0.86,0.86,1,0,0,1,0,0,0,1,0,2009,34,3,1,7,0
1338,2009-08-21 10:00:00,23,4.32,4.59,0,3,0,3,0,0,1,0,0,2009,34,4,1,-44,-2
1339,2009-08-25 09:00:00,65,2.2,2.06,0,2,0,2,0,0,0,0,1,2009,35,1,1,10,1
1340,2009-08-25 10:00:00,64_6,-0.9500000000000001,-0.9800000000000001,0,3,1,1,3,0,1,1,0,2009,35,1,2,-21,-2
1341,2009-08-25 10:08:00,35,-0.03,0.07,0,1,0,0,0,1,0,1,0,2009,35,1,1,5,0
1342,2009-08-26 08:30:00,14_20,-3.73,-2.15,0,2,3,0,5,0,1,0,1,2009,35,2,2,-20,-1
1343,2009-08-26 10:00:00,47,3.09,2.7,0,3,0,0,3,0,1,0,0,2009,35,2,1,10,1
1344,2009-08-26 10:30:00,18,-0.3,-0.3,2,0,0,2,0,0,0,0,1,2009,35,2,1,-7,0
1345,2009-08-27 08:30:00,69_55_54,2.210000000000001,-2.1199999999999997,0,3,4,7,0,0,2,1,0,2009,35,3,3,-13,-1
1346,2009-08-27 10:30:00,46,-0.41,-0.41,1,0,0,1,0,0,0,1,0,2009,35,3,1,6,0
1347,2009-08-28 08:30:00,15_52_51,-4.4799999999999995,-3.6399999999999997,0,0,5,2,3,0,0,1,2,2009,35,4,3,10,1
1348,2009-08-28 09:55:00,63,-0.76,1.24,0,2,0,2,0,0,0,0,1,2009,35,4,1,-23,-2
1349,2009-08-31 09:45:00,10,0.68,0.68,0,2,0,2,0,0,0,0,1,2009,36,0,1,55,2
1350,2009-09-01 01:00:00,67,0.55,0.55,0,1,0,1,0,0,0,1,0,2009,36,1,1,2,0
1351,2009-09-01 10:00:00,11_38_50_39,0.12999999999999978,0.35999999999999976,1,7,0,8,0,0,2,2,0,2009,36,1,4,-19,-1
1352,2009-09-02 08:15:00,0,-2.37,-2.0999999999999996,0,0,3,0,3,0,1,0,0,2009,36,2,1,-18,-1
1353,2009-09-02 08:30:00,61_62,0.16000000000000003,-0.98,2,0,1,3,0,0,0,1,1,2009,36,2,2,-7,0
1354,2009-09-02 10:00:00,24,-1.64,1.1,0,0,2,0,2,0,0,0,1,2009,36,2,1,6,0
1355,2009-09-02 10:30:00,18,-0.54,-0.54,2,0,0,2,0,0,0,0,1,2009,36,2,1,49,2
1356,2009-09-03 08:30:00,69,-0.33,-0.36,0,0,3,3,0,0,1,0,0,2009,36,3,1,-41,-2
1357,2009-09-03 10:00:00,40,-0.03,-0.03,3,0,0,3,0,0,1,0,0,2009,36,3,1,-17,-1
1358,2009-09-03 10:30:00,46,0.09,0.09,1,0,0,1,0,0,0,1,0,2009,36,3,1,7,0
