,datetime,new_id,forecast_error_ratio_zscore,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,direction_candle_0_5_after,direction_agg_0_5_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,direction_candle_5_10_after,direction_agg_5_10_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,direction_candle_10_15_after,direction_agg_10_15_after,volatility_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,direction_candle_15_20_after,direction_agg_15_20_after,volatility_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,direction_candle_20_25_after,direction_agg_20_25_after,volatility_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,direction_candle_25_30_after,direction_agg_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_120_after,direction_agg_0_120_after
559,2009-10-22 08:30:00,32,-0.97,-1.04,0,0,1,0,0,1,1,2009,43,3,1,15,-9,-8,0,0,12,-8,1,0,0,14,-11,-2,0,-1,9,-13,-2,0,-1,12,-15,-1,0,-1,11,-15,1,0,-1,29,15,-10,-1
560,2009-10-23 10:00:00,14,0.81,0.89,0,1,0,1,0,0,1,2009,43,4,1,15,-4,-6,0,0,14,-9,-4,0,0,16,-12,-4,0,-1,13,-5,6,0,0,11,-6,-1,0,0,15,-3,4,0,0,32,-18,4,0
561,2009-10-27 10:00:00,4,-0.7,-0.74,0,0,1,1,0,0,1,2009,44,1,1,39,-33,-31,-2,-2,30,-48,-14,-1,-2,22,-36,10,1,-2,22,-50,-15,-1,-2,11,-43,6,0,-2,22,-29,15,1,-2,81,-40,-22,-2
562,2009-10-28 08:30:00,8,-0.55,-1.1,0,1,0,0,0,1,1,2009,44,2,1,15,0,2,0,0,13,0,-1,0,0,13,4,4,0,0,9,4,0,0,0,9,5,1,0,0,14,10,5,0,1,46,32,9,0
563,2009-10-28 10:00:00,21,-1.11,-1.08,0,0,1,0,0,1,1,2009,44,2,1,29,-24,-23,-2,-2,11,-17,7,0,-1,15,-11,6,0,-1,10,-7,2,0,0,13,-2,4,0,0,12,-4,-2,0,0,42,10,-24,-2
564,2009-10-29 08:30:00,32_1,-0.5900000000000001,0.30000000000000004,0,1,1,1,1,0,2,2009,44,3,2,32,19,14,1,1,19,26,6,0,2,22,34,9,0,2,29,50,15,1,2,20,65,14,1,2,14,69,4,0,2,41,-5,66,2
565,2009-11-02 10:00:00,17_24,2.44,2.33,0,2,0,2,0,0,2,2009,45,0,2,41,37,34,2,2,12,32,-5,0,2,10,38,5,0,2,21,57,19,1,2,11,54,-4,0,2,12,58,3,0,2,76,34,46,2
566,2009-11-04 08:15:00,0,0.91,1.36,0,0,1,0,1,0,1,2009,45,2,1,19,7,9,0,0,15,10,4,0,1,25,28,17,1,2,9,23,-4,0,2,10,19,-5,0,1,14,23,2,0,2,33,2,65,2
567,2009-11-04 10:00:00,18,-0.66,-0.66,0,0,1,1,0,0,1,2009,45,2,1,33,15,17,1,1,10,17,1,0,1,18,28,14,1,2,14,21,-7,0,2,7,19,-3,0,1,8,17,-2,0,1,48,17,27,2
568,2009-11-04 14:19:00,15,0.0,0.0,1,0,0,1,0,0,1,2009,45,2,1,51,-19,-17,-1,-1,34,-45,-25,-2,-2,38,-21,24,2,-2,16,-21,-3,0,-2,54,8,30,2,0,16,15,9,0,1,58,43,-3,0
569,2009-11-05 08:30:00,32,0.48,0.51,0,1,0,1,0,0,1,2009,45,3,1,19,17,16,1,1,20,20,4,0,1,33,49,29,2,2,17,38,-11,-1,2,19,26,-12,-1,2,13,32,5,0,2,25,-3,6,0
570,2009-11-06 08:30:00,22_33,-1.15,-0.69,0,0,2,1,1,0,2,2009,45,4,2,31,-27,-24,-2,-2,33,-24,0,0,-2,23,-15,10,1,-1,40,-40,-25,-2,-2,19,-49,-6,0,-2,30,-30,18,1,-2,44,-9,24,2
571,2009-11-12 08:30:00,32,0.7,0.69,0,1,0,1,0,0,1,2009,46,3,1,15,-4,-4,0,0,11,-1,5,0,0,20,10,11,1,1,12,6,-5,0,0,8,5,0,0,0,9,5,-1,0,0,33,11,-47,-2
572,2009-11-13 08:30:00,31,-0.94,-1.0,0,0,1,1,0,0,1,2009,46,4,1,19,12,11,1,1,14,14,1,0,1,17,3,-13,-1,0,13,1,-1,0,0,8,3,2,0,0,11,5,3,0,0,38,-2,-23,-2
573,2009-11-13 09:55:00,28,-0.36,-0.52,0,0,1,0,1,0,1,2009,46,4,1,21,-21,-20,-1,-2,18,-10,12,1,-1,19,-4,6,0,0,16,-6,-1,0,0,12,0,6,0,0,12,2,2,0,0,53,-30,37,2
574,2009-11-16 08:30:00,10_29,0.45,-0.030000000000000013,0,1,1,0,0,2,2,2009,47,0,2,30,-13,-12,-1,-1,14,-3,9,0,0,12,3,6,0,0,11,2,0,0,0,9,-1,0,0,0,10,0,1,0,0,44,-11,14,1
575,2009-11-17 08:30:00,23,0.39,0.39,0,0,1,1,0,0,1,2009,47,1,1,17,4,2,0,0,18,15,12,1,1,11,17,1,0,1,15,8,-10,-1,0,10,7,-1,0,0,13,2,-3,0,0,34,13,-17,-1
576,2009-11-17 09:00:00,30,0.06,0.13,0,1,0,0,1,0,1,2009,47,1,1,13,6,4,0,0,11,1,-6,0,0,12,2,3,0,0,15,-7,-7,0,0,17,0,7,0,0,17,-8,-8,0,0,32,1,-46,-2
577,2009-11-18 08:30:00,7_3,-0.43999999999999995,-0.3999999999999999,0,1,1,2,0,0,2,2009,47,2,2,14,0,0,0,0,14,4,6,0,0,19,-11,-15,-1,-1,8,-13,-2,0,-1,11,-10,3,0,-1,12,-8,1,0,0,35,-16,6,0
578,2009-11-19 08:30:00,32,-0.11,-0.14,1,0,0,1,0,0,1,2009,47,3,1,21,11,10,1,1,14,7,-4,0,0,9,8,0,0,0,9,9,2,0,0,17,16,6,0,1,10,14,-2,0,1,34,15,21,2
579,2009-11-23 10:00:00,14,1.03,0.99,0,1,0,0,0,1,1,2009,48,0,1,19,-6,-5,0,0,9,-1,4,0,0,18,-4,-3,0,0,7,-4,-1,0,0,14,-13,-8,0,-1,9,-14,-2,0,-1,19,4,-17,-1
580,2009-11-24 08:30:00,26,-0.3,-1.27,0,0,1,1,0,0,1,2009,48,1,1,14,-11,-11,-1,-1,9,-13,-2,0,-1,24,7,21,2,0,14,11,4,0,1,13,2,-7,0,0,9,1,-1,0,0,19,0,-32,-2
581,2009-11-24 10:00:00,4,0.56,0.63,0,1,0,0,1,0,1,2009,48,1,1,28,-2,-1,0,0,24,-11,-8,0,-1,7,-10,1,0,-1,2,-10,1,0,-1,1,-11,-1,0,-1,2,-10,0,0,-1,41,-31,-15,-1
582,2009-11-25 08:30:00,32_8,0.7500000000000001,1.1199999999999999,0,1,1,1,1,0,2,2009,48,2,2,13,-4,-5,0,0,14,0,5,0,0,17,-8,-9,0,0,10,-8,0,0,0,10,-5,3,0,0,19,-11,-6,0,-1,19,5,-21,-2
583,2009-11-25 10:00:00,21,0.36,0.35,0,1,0,0,1,0,1,2009,48,2,1,17,1,2,0,0,12,-1,0,0,0,10,-4,-1,0,0,14,1,6,0,0,11,-4,-5,0,0,12,-9,-6,0,0,34,-4,21,2
584,2009-11-30 09:45:00,6,0.31,0.31,0,1,0,1,0,0,1,2009,49,0,1,13,-6,-6,0,0,10,-8,-2,0,0,15,-1,3,0,0,12,-1,0,0,0,13,9,6,0,0,11,13,5,0,1,34,-7,-30,-2
585,2009-12-01 10:00:00,17_24,-1.07,-1.2000000000000002,0,1,1,2,0,0,2,2009,49,1,2,17,3,7,0,0,15,-4,-7,0,0,15,-1,2,0,0,10,1,3,0,0,12,6,5,0,0,12,4,-1,0,0,30,4,18,1
586,2009-12-02 08:15:00,0,0.14,-0.02,0,0,1,0,1,0,1,2009,49,2,1,15,-3,-7,0,0,15,7,10,1,0,11,0,-5,0,0,13,-2,-4,0,0,10,-3,-1,0,0,9,-2,2,0,0,18,3,-14,-1
587,2009-12-03 08:30:00,32,0.57,0.7,0,1,0,1,0,0,1,2009,49,3,1,18,-8,-10,-1,0,58,13,22,2,1,33,-6,-20,-1,0,18,-11,-4,0,-1,21,-24,-13,-1,-2,14,-30,-5,0,-2,21,-2,-50,-2
588,2009-12-03 10:00:00,18,-1.29,-1.29,0,0,1,1,0,0,1,2009,49,3,1,18,-9,-9,0,0,12,-3,6,0,0,9,-5,-4,0,0,9,-9,-5,0,0,9,-7,4,0,0,15,2,9,0,0,48,-14,9,0
589,2009-12-04 08:30:00,22_33,2.49,2.5999999999999996,0,2,0,1,1,0,2,2009,49,4,2,50,-16,-14,-1,-1,44,-46,-26,-2,-2,30,-57,-13,-1,-2,21,-50,6,0,-2,15,-57,-6,0,-2,64,-104,-48,-2,-2,53,-26,-117,-2
590,2009-12-10 08:30:00,31_32,-0.24,-0.010000000000000009,0,1,1,1,1,0,2,2009,50,3,2,35,28,28,2,2,23,9,-19,-1,0,12,15,6,0,1,13,13,-3,0,1,12,9,-5,0,0,16,16,7,0,1,35,-8,-10,-1
591,2009-12-11 08:30:00,10_29,1.79,1.87,0,2,0,0,0,2,2,2009,50,4,2,43,-33,-35,-2,-2,16,-19,11,1,-1,12,-14,8,0,-1,15,-17,-2,0,-1,17,-21,-4,0,-2,29,-48,-25,-2,-2,51,-13,-140,-2
592,2009-12-11 09:55:00,28,1.25,1.1,0,1,0,0,1,0,1,2009,50,4,1,10,-8,-7,0,0,20,-2,5,0,0,23,-20,-16,-1,-1,12,-17,2,0,-1,23,-32,-14,-1,-2,14,-26,6,0,-2,80,-64,-42,-2
593,2009-12-15 08:30:00,23,0.87,0.87,0,1,0,1,0,0,1,2009,51,1,1,18,-2,-2,0,0,11,-3,-1,0,0,14,-4,-3,0,0,12,1,3,0,0,16,13,13,1,1,15,7,-6,0,0,22,1,35,2
594,2009-12-15 09:00:00,30,-0.58,-0.6,0,0,1,1,0,0,1,2009,51,1,1,17,6,7,0,0,11,11,5,0,1,14,7,-4,0,0,21,18,12,1,1,11,21,3,0,2,12,17,-3,0,1,33,-3,19,1
595,2009-12-16 08:30:00,7_3,-1.43,-1.3399999999999999,1,0,1,2,0,0,2,2009,51,2,2,18,2,2,0,0,17,-7,-7,0,0,12,-8,-1,0,0,14,-5,2,0,0,9,-5,0,0,0,14,4,5,0,0,42,-34,31,2
596,2009-12-16 14:15:00,15,0.0,0.0,1,0,0,1,0,0,1,2009,51,2,1,44,-4,-7,0,0,34,-33,-26,-2,-2,21,-30,4,0,-2,15,-34,-5,0,-2,13,-25,8,0,-2,13,-26,-1,0,-2,44,6,-15,-1
597,2009-12-17 08:30:00,32,-0.95,-0.87,0,0,1,1,0,0,1,2009,51,3,1,17,2,1,0,0,12,-1,-2,0,0,17,-13,-9,0,-1,15,-2,8,0,0,9,-3,-1,0,0,11,1,2,0,0,39,-24,15,1
598,2009-12-17 10:00:00,25,-0.48,-0.48,0,1,0,1,0,0,1,2009,51,3,1,17,14,14,1,1,15,8,-7,0,0,11,5,-3,0,0,9,5,0,0,0,7,6,1,0,0,11,-1,-7,0,0,27,2,-37,-2
599,2009-12-22 10:00:00,14,0.27,0.32,0,1,0,1,0,0,1,2009,52,1,1,25,-8,-5,0,0,16,-2,6,0,0,15,-13,-11,-1,-1,11,-16,-2,0,-1,24,-1,16,1,0,12,-5,-4,0,0,53,-31,-40,-2
600,2009-12-23 10:00:00,21,-1.39,-1.4,0,0,1,0,0,1,1,2009,52,2,1,42,36,34,2,2,13,33,-2,0,2,13,39,6,0,2,10,41,0,0,2,11,42,-1,0,2,9,40,-1,0,2,46,2,58,2
601,2009-12-24 08:30:00,32_8,1.3900000000000001,1.3900000000000001,0,2,0,1,1,0,2,2009,52,3,2,18,-13,-11,-1,-1,8,-13,0,0,-1,10,-9,4,0,0,10,-7,0,0,0,12,-12,-8,0,-1,11,-16,-4,0,-1,35,-12,-24,-2
602,2009-12-29 10:00:00,4,0.05,0.14,1,0,0,0,1,0,1,2009,52,1,1,18,-10,-9,0,-1,17,0,10,1,0,10,-3,-4,0,0,14,0,3,0,0,9,0,0,0,0,9,-3,-4,0,0,38,-12,-79,-2
603,2009-12-30 09:45:00,6,0.56,0.56,0,1,0,1,0,0,1,2009,52,2,1,15,-7,-8,0,0,17,2,8,0,0,15,-2,-5,0,0,9,-5,-4,0,0,9,0,2,0,0,9,3,3,0,0,46,-31,-2,0
604,2009-12-31 08:30:00,32,1.0,0.87,0,1,0,1,0,0,1,2009,52,3,1,31,-25,-23,-2,-2,15,-17,7,0,-1,8,-20,-2,0,-1,9,-22,-3,0,-2,7,-20,2,0,-1,24,-4,15,1,0,43,-11,-67,-2
605,2010-01-04 10:00:00,17,0.47,0.47,0,1,0,1,0,0,1,2010,2,0,1,18,-2,1,0,0,21,9,11,1,0,15,-4,-12,-1,0,24,-20,-16,-1,-1,12,-16,2,0,-1,13,-7,8,0,0,37,-15,-2,0
606,2010-01-05 10:00:00,24,-1.05,-1.05,0,0,1,0,1,0,1,2010,2,1,1,23,17,16,1,1,15,7,-11,-1,0,9,9,3,0,0,16,20,9,0,1,11,12,-5,0,1,19,21,9,0,2,41,-5,-11,-1
607,2010-01-06 08:15:00,0,0.38,0.91,0,0,1,0,1,0,1,2010,2,2,1,22,19,17,1,1,13,11,-8,0,1,11,14,4,0,1,11,13,-1,0,1,17,21,10,1,2,10,23,2,0,2,24,0,40,2
608,2010-01-06 10:00:00,18,0.2,0.2,0,0,1,1,0,0,1,2010,2,2,1,28,21,22,2,2,23,34,14,1,2,11,29,-4,0,2,12,28,-1,0,2,10,24,-5,0,2,17,33,10,1,2,34,-7,58,2
609,2010-01-07 08:30:00,32,0.42,0.41,0,1,0,1,0,0,1,2010,2,3,1,18,11,10,1,1,11,11,1,0,1,11,9,-3,0,0,9,13,4,0,1,10,20,7,0,1,8,21,2,0,2,42,-20,9,0
610,2010-01-08 08:30:00,22_33,-1.1099999999999999,-1.1099999999999999,0,1,1,1,1,0,2,2010,2,4,2,85,42,37,2,2,36,76,32,2,2,23,73,1,0,2,26,85,13,1,2,34,117,30,2,2,17,115,0,0,2,108,8,30,2
611,2010-01-12 08:30:00,31,-0.02,-0.03,0,0,1,1,0,0,1,2010,3,1,1,18,-6,-8,0,0,13,0,6,0,0,10,0,1,0,0,18,8,7,0,0,13,0,-7,0,0,20,-13,-12,-1,-1,40,-6,29,2
612,2010-01-14 08:30:00,32_10_29,-3.94,-3.2600000000000002,0,0,3,1,2,0,3,2010,3,3,3,26,-3,-2,0,0,21,9,12,1,0,20,2,-7,0,0,18,-3,-5,0,0,18,4,7,0,0,18,10,2,0,1,40,10,-14,-1
613,2010-01-15 08:30:00,7,-0.24,-0.24,1,0,0,1,0,0,1,2010,3,4,1,17,0,0,0,0,17,-2,-2,0,0,14,1,4,0,0,15,-1,-3,0,0,14,3,4,0,0,14,3,-1,0,0,26,-17,-1,0
614,2010-01-15 09:55:00,28,-0.13,-0.65,0,0,1,0,0,1,1,2010,3,4,1,13,-1,-2,0,0,23,-16,-14,-1,-1,17,-26,-10,-1,-2,10,-19,7,0,-1,10,-19,-1,0,-1,12,-16,4,0,-1,34,14,-9,0
615,2010-01-19 09:00:00,30,1.7,1.68,0,1,0,1,0,0,1,2010,4,1,1,21,-8,-10,-1,0,16,-18,-9,0,-1,14,-8,9,0,0,10,-11,-3,0,-1,16,-1,11,1,0,8,2,2,0,0,32,10,-2,0
616,2010-01-20 08:30:00,23_3,1.97,1.8800000000000001,0,2,0,2,0,0,2,2010,4,2,2,21,6,8,0,0,9,11,6,0,1,12,8,-2,0,0,13,-4,-12,-1,0,11,0,3,0,0,12,4,3,0,0,27,-13,-18,-1
617,2010-01-21 08:30:00,32,-1.6,-1.64,0,0,1,1,0,0,1,2010,4,3,1,18,7,9,0,0,19,21,12,1,2,12,14,-5,0,1,9,10,-6,0,1,13,12,2,0,1,12,6,-5,0,0,28,-7,-1,0
618,2010-01-21 10:00:00,25,-1.08,-1.08,0,0,1,1,0,0,1,2010,4,3,1,9,4,6,0,0,12,6,3,0,0,10,1,-5,0,0,16,-6,-8,0,0,29,-31,-26,-2,-2,18,-44,-13,-1,-2,30,15,23,2
619,2010-01-25 10:00:00,14,-1.33,-1.34,0,0,1,1,0,0,1,2010,5,0,1,13,-8,-5,0,0,17,-17,-8,0,-1,10,-17,0,0,-1,10,-13,3,0,-1,12,-8,4,0,0,14,-4,4,0,0,23,0,-3,0
620,2010-01-26 10:00:00,4,0.9,0.81,0,1,0,0,1,0,1,2010,5,1,1,13,5,3,0,0,17,15,10,1,1,15,19,5,0,1,14,16,-3,0,1,10,10,-6,0,1,16,2,-8,0,0,22,-8,37,2
621,2010-01-27 10:00:00,21,-0.13,0.36,0,0,1,0,1,0,1,2010,5,2,1,15,5,2,0,0,14,14,8,0,1,18,1,-11,-1,0,13,-7,-7,0,0,11,-2,5,0,0,12,3,4,0,0,33,9,5,0
622,2010-01-27 14:16:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,5,2,1,31,-18,-14,-1,-1,30,-31,-18,-1,-2,14,-39,-9,0,-2,15,-41,-1,0,-2,25,-23,19,1,-2,31,-9,13,1,0,37,13,-22,-2
623,2010-01-28 08:30:00,32_8,0.39,0.6,0,1,1,2,0,0,2,2010,5,3,2,15,-3,-5,0,0,12,-3,0,0,0,10,3,3,0,0,12,6,2,0,0,8,2,-4,0,0,8,1,-1,0,0,47,-16,-40,-2
624,2010-01-29 08:30:00,1,0.55,0.04,0,1,0,0,0,1,1,2010,5,4,1,35,-19,-18,-1,-1,12,-19,-2,0,-1,16,-10,8,0,-1,11,-5,1,0,0,16,-15,-9,0,-1,12,-16,-1,0,-1,37,6,-46,-2
625,2010-02-01 10:00:00,17,0.91,0.91,0,1,0,1,0,0,1,2010,6,0,1,26,-20,-19,-1,-1,14,-17,3,0,-1,11,-13,5,0,-1,11,-11,1,0,-1,15,-5,6,0,0,13,-14,-11,-1,-1,37,8,-18,-1
626,2010-02-02 10:00:00,24,-0.51,-0.51,0,1,0,0,0,1,1,2010,6,1,1,15,-7,-10,-1,0,9,-10,-3,0,-1,17,-19,-8,0,-1,10,-11,7,0,-1,10,-5,5,0,0,19,2,7,0,0,23,15,2,0
627,2010-02-03 08:15:00,0,1.69,1.7,0,1,0,0,1,0,1,2010,6,2,1,7,-4,-4,0,0,11,-9,-6,0,0,11,-21,-11,-1,-2,4,-19,2,0,-1,5,-19,-1,0,-1,13,-28,-9,0,-2,21,-12,-36,-2
628,2010-02-03 10:00:00,18,0.14,0.14,0,0,1,1,0,0,1,2010,6,2,1,12,-6,-5,0,0,11,-3,3,0,0,11,-7,-3,0,0,17,-14,-7,0,-1,11,-21,-6,0,-2,14,-30,-8,0,-2,20,1,-41,-2
629,2010-02-04 08:30:00,32,-0.21,-0.3,0,0,1,1,0,0,1,2010,6,3,1,14,-2,-1,0,0,12,-7,-5,0,0,13,-9,-1,0,0,20,-13,-5,0,-1,13,-13,0,0,-1,19,-24,-11,-1,-2,14,-6,-60,-2
630,2010-02-05 08:30:00,22_33,1.3,1.22,0,1,1,1,0,1,2,2010,6,4,2,64,43,43,2,2,28,25,-18,-1,2,25,16,-9,0,1,22,36,13,1,2,20,47,9,0,2,14,39,-8,0,2,64,0,-27,-2
631,2010-02-10 08:30:00,31,-0.84,-0.86,0,0,1,1,0,0,1,2010,7,2,1,16,-6,-7,0,0,10,-4,3,0,0,17,-16,-12,-1,-1,19,-19,-4,0,-1,12,-18,3,0,-1,15,-14,2,0,-1,56,-21,-70,-2
632,2010-02-11 08:30:00,32,1.46,1.37,0,1,0,1,0,0,1,2010,7,3,1,18,-9,-7,0,0,16,-19,-7,0,-1,23,-29,-9,0,-2,14,-32,-4,0,-2,19,-17,14,1,-1,11,-21,-4,0,-2,34,2,-68,-2
633,2010-02-12 08:30:00,10_29,0.52,1.6099999999999999,0,2,0,1,1,0,2,2010,7,4,2,22,-5,-3,0,0,21,5,10,1,0,18,16,9,0,1,18,8,-9,0,0,8,9,-1,0,0,15,8,-2,0,0,36,8,44,2
634,2010-02-12 09:55:00,28,0.05,0.1,0,0,1,0,1,0,1,2010,7,4,1,45,34,34,2,2,27,16,-18,-1,1,39,50,34,2,2,14,43,-8,0,2,17,48,3,0,2,20,34,-13,-1,2,77,0,36,2
635,2010-02-16 09:00:00,30,-0.31,-0.34,0,1,0,1,0,0,1,2010,8,1,1,10,-1,-2,0,0,21,-11,-10,-1,-1,14,-14,-3,0,-1,10,-16,-2,0,-1,10,-18,-2,0,-1,11,-15,6,0,-1,37,28,33,2
636,2010-02-17 08:30:00,3,-0.01,0.05,1,0,0,1,0,0,1,2010,8,2,1,15,2,2,0,0,14,1,-1,0,0,14,8,8,0,0,19,-1,-9,0,0,10,1,1,0,0,11,7,9,0,0,34,-18,-18,-1
637,2010-02-18 08:30:00,32_23,-0.17000000000000004,-0.21999999999999997,0,1,1,2,0,0,2,2010,8,3,2,29,-22,-20,-1,-2,15,-15,5,0,-1,12,-13,3,0,-1,13,-21,-8,0,-2,25,-2,19,1,0,15,4,5,0,0,38,-6,45,2
638,2010-02-18 10:00:00,25,-0.27,-0.27,0,1,0,1,0,0,1,2010,8,3,1,14,5,7,0,0,16,-3,-8,0,0,18,5,10,1,0,13,-4,-8,0,0,12,-15,-8,0,-1,13,-21,-5,0,-2,89,50,-57,-2
639,2010-02-19 08:30:00,7,-1.23,-1.23,0,0,1,1,0,0,1,2010,8,4,1,22,0,0,0,0,26,-14,-14,-1,-1,16,-10,7,0,-1,16,-5,4,0,0,14,0,6,0,0,23,-12,-11,-1,-1,38,12,-31,-2
640,2010-02-23 10:00:00,4,-1.33,-1.25,0,0,1,0,1,0,1,2010,9,1,1,23,-17,-16,-1,-1,26,3,20,1,0,20,-12,-15,-1,-1,16,-9,2,0,0,15,-17,-8,0,-1,12,-14,5,0,-1,34,8,-17,-1
641,2010-02-24 10:00:00,21,-0.42,-0.12,0,0,1,0,1,0,1,2010,9,2,1,50,22,23,2,2,23,9,-12,-1,0,22,-2,-8,0,0,17,-10,-9,0,-1,12,-10,-1,0,-1,12,-2,6,0,0,58,23,15,1
642,2010-02-25 08:30:00,32_8,-1.4500000000000002,-0.65,0,0,2,1,1,0,2,2010,9,3,2,26,-1,1,0,0,21,6,5,0,0,26,21,15,1,2,15,14,-9,0,1,12,8,-5,0,0,11,3,-4,0,0,36,-15,36,2
643,2010-02-26 08:30:00,26,0.18,-0.26,0,1,0,1,0,0,1,2010,9,4,1,21,-8,-9,0,0,21,2,10,1,0,13,7,5,0,0,13,15,8,0,1,20,16,0,0,1,8,14,-2,0,1,46,-26,19,1
644,2010-02-26 10:00:00,14,-1.08,-1.07,0,0,1,1,0,0,1,2010,9,4,1,28,-22,-22,-2,-2,17,-12,9,0,-1,14,-8,5,0,0,10,-3,4,0,0,16,3,6,0,0,16,14,13,1,1,35,12,76,2
645,2010-03-01 10:00:00,17,-1.06,-1.06,0,0,1,1,0,0,1,2010,10,0,1,21,15,14,1,1,12,22,7,0,2,15,22,-1,0,2,13,15,-6,0,1,35,-11,-25,-2,-1,33,-35,-24,-2,-2,43,-35,6,0
646,2010-03-03 08:15:00,0,1.18,-1.67,1,0,0,0,0,1,1,2010,10,2,1,19,6,8,0,0,15,10,4,0,1,13,16,8,0,1,14,11,-5,0,1,18,7,-2,0,0,15,15,7,0,1,48,5,-1,0
647,2010-03-03 10:00:00,18,1.48,1.48,0,1,0,1,0,0,1,2010,10,2,1,24,-10,-13,-1,-1,18,-11,0,0,-1,12,-14,-4,0,-1,16,-2,10,1,0,17,-1,3,0,0,12,2,3,0,0,32,10,75,2
648,2010-03-04 08:30:00,32,0.67,0.68,1,0,0,1,0,0,1,2010,10,3,1,18,-3,-4,0,0,26,6,11,1,0,17,0,-5,0,0,11,4,3,0,0,11,6,3,0,0,20,17,11,1,1,34,-16,-59,-2
649,2010-03-04 10:00:00,24,-0.82,-0.83,0,0,1,0,0,1,1,2010,10,3,1,14,2,2,0,0,27,-21,-20,-1,-2,11,-20,2,0,-1,20,-32,-12,-1,-2,17,-34,-4,0,-2,13,-34,-2,0,-2,47,-28,-69,-2
650,2010-03-05 08:30:00,22_33,0.61,0.63,0,2,0,2,0,0,2,2010,10,4,2,38,-29,-25,-2,-2,27,-39,-14,-1,-2,28,-18,20,1,-1,18,-16,1,0,-1,18,-4,13,1,0,28,-18,-14,-1,-1,52,-8,22,2
651,2010-03-11 08:30:00,31_32,1.13,1.1,0,1,1,2,0,0,2,2010,11,3,2,27,6,4,0,0,19,14,7,0,1,40,-23,-36,-2,-2,16,-20,2,0,-1,14,-25,-3,0,-2,13,-17,5,0,-1,36,10,-10,-1
652,2010-03-12 08:30:00,10_29,3.21,3.23,0,2,0,0,0,2,2,2010,11,4,2,25,-11,-9,0,-1,16,-21,-11,-1,-2,11,-19,2,0,-1,15,-10,9,0,-1,10,-11,-3,0,-1,11,-10,4,0,-1,32,1,-30,-2
653,2010-03-12 09:55:00,28,-0.2,-0.34,0,0,1,1,0,0,1,2010,11,4,1,8,8,4,0,0,23,-5,-13,-1,0,10,-10,-6,0,-1,9,-7,4,0,0,12,-7,2,0,0,10,-6,1,0,0,28,-13,15,1
654,2010-03-15 08:58:00,30,-0.78,-0.8,0,0,1,1,0,0,1,2010,12,0,1,10,-2,-2,0,0,10,-5,-4,0,0,12,-12,-9,0,-1,9,-11,3,0,-1,9,-8,4,0,0,10,-11,-1,0,-1,20,-4,-30,-2
655,2010-03-16 08:30:00,3,-0.16,-0.12,1,0,0,1,0,0,1,2010,12,1,1,12,6,6,0,0,9,6,1,0,0,9,5,-1,0,0,9,2,-4,0,0,9,0,1,0,0,10,4,3,0,0,25,-1,19,1
656,2010-03-16 14:13:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,12,1,1,39,-6,-8,0,0,18,8,12,1,0,14,3,-4,0,0,11,0,-6,0,0,23,-14,-15,-1,-1,13,-16,-5,0,-1,61,7,16,1
657,2010-03-17 08:30:00,23,-1.55,-1.55,0,0,1,1,0,0,1,2010,12,2,1,10,5,5,0,0,15,-3,-10,-1,0,17,-13,-12,-1,-1,7,-11,0,0,-1,11,-9,1,0,0,7,-11,0,0,-1,25,-17,-5,0
658,2010-03-18 08:30:00,32_7,1.05,1.07,2,0,0,2,0,0,2,2010,12,3,2,16,8,7,0,0,13,11,5,0,1,10,5,-6,0,0,10,4,-4,0,0,10,4,-2,0,0,13,-7,-10,-1,0,22,0,11,1
659,2010-03-18 10:00:00,25,-0.18,-0.18,0,1,0,1,0,0,1,2010,12,3,1,19,6,8,0,0,10,2,-6,0,0,8,1,-2,0,0,9,-1,-3,0,0,10,1,2,0,0,11,-6,-9,0,0,41,20,-74,-2
660,2010-03-23 10:00:00,14,0.15,0.16,1,0,0,1,0,0,1,2010,13,1,1,16,3,3,0,0,27,24,21,2,2,11,20,-4,0,1,19,35,14,1,2,16,34,2,0,2,16,24,-10,-1,2,36,-7,21,2
661,2010-03-24 08:30:00,8,0.49,1.31,0,1,0,0,1,0,1,2010,13,2,1,17,9,7,0,0,21,-4,-14,-1,0,11,4,7,0,0,12,6,2,0,0,11,6,0,0,0,14,11,6,0,1,30,-15,29,2
662,2010-03-24 10:00:00,21,0.47,0.49,0,0,1,0,1,0,1,2010,13,2,1,12,0,-2,0,0,14,7,7,0,0,10,12,3,0,1,11,12,2,0,1,9,13,0,0,1,13,8,-6,0,0,34,11,-13,-1
663,2010-03-25 08:30:00,32,0.92,0.96,0,1,0,1,0,0,1,2010,13,3,1,16,-6,-4,0,0,12,-1,4,0,0,10,3,3,0,0,11,0,-2,0,0,12,2,4,0,0,8,2,-1,0,0,34,-20,-18,-1
