,datetime,new_id,forecast_error_ratio_zscore,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,direction_candle_0_5_after,direction_agg_0_5_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,direction_candle_5_10_after,direction_agg_5_10_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,direction_candle_10_15_after,direction_agg_10_15_after,volatility_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,direction_candle_15_20_after,direction_agg_15_20_after,volatility_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,direction_candle_20_25_after,direction_agg_20_25_after,volatility_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,direction_candle_25_30_after,direction_agg_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_120_after,direction_agg_0_120_after
1225,2012-08-30 08:30:00,32,-0.7,-0.65,1,0,0,1,0,0,1,2012,35,3,1,7,-4,-5,0,0,10,5,9,0,0,7,7,3,0,0,5,4,-3,0,0,8,-2,-6,0,0,4,-3,-1,0,0,17,2,-8,0
1226,2012-09-04 10:00:00,17,0.0,0.0,0,0,1,1,0,0,1,2012,36,1,1,20,18,18,1,1,16,4,-14,-1,0,8,8,4,0,0,13,3,-5,0,0,10,0,-3,0,0,5,-2,-2,0,0,31,12,-10,-1
1227,2012-09-06 08:15:00,0,0.49,0.59,0,1,0,0,1,0,1,2012,36,3,1,15,-7,-7,0,0,15,-4,3,0,0,17,-16,-11,-1,-1,26,-20,-4,0,-1,28,-39,-19,-1,-2,19,-36,3,0,-2,38,28,-50,-2
1228,2012-09-06 08:30:00,32,0.54,0.46,1,0,0,1,0,0,1,2012,36,3,1,26,-4,-4,0,0,28,-23,-19,-1,-2,19,-20,3,0,-1,29,-36,-16,-1,-2,10,-39,-3,0,-2,14,-33,6,0,-2,38,6,-34,-2
1229,2012-09-06 10:00:00,18,1.2,1.2,0,1,0,1,0,0,1,2012,36,3,1,15,10,10,1,1,10,10,0,0,1,6,10,0,0,1,13,3,-8,0,0,12,10,7,0,1,8,15,5,0,1,46,-14,48,2
1230,2012-09-07 08:30:00,22_33,1.1700000000000002,1.0100000000000002,0,1,1,1,0,1,2,2012,36,4,2,30,15,15,1,1,21,36,21,2,2,12,32,-4,0,2,30,57,25,2,2,9,50,-7,0,2,8,54,4,0,2,39,0,62,2
1231,2012-09-11 08:30:00,31,0.5,0.91,0,1,0,0,1,0,1,2012,37,1,1,8,-6,-6,0,0,5,-3,3,0,0,9,6,9,0,0,8,5,-1,0,0,18,20,14,1,1,14,27,7,0,2,22,5,42,2
1232,2012-09-13 08:30:00,32_23,-0.7200000000000001,-0.7500000000000001,0,1,1,2,0,0,2,2012,37,3,2,7,-2,-3,0,0,6,-5,-3,0,0,13,-13,-8,0,-1,7,-8,5,0,0,5,-9,0,0,0,4,-10,-1,0,-1,11,2,-15,-1
1233,2012-09-14 08:30:00,10_29_7,0.08999999999999986,0.29000000000000004,0,2,1,2,0,1,3,2012,37,4,3,9,0,0,0,0,10,3,3,0,0,7,-2,-5,0,0,6,1,3,0,0,8,4,2,0,0,7,7,3,0,0,29,-24,67,2
1234,2012-09-14 09:55:00,28,1.43,1.49,0,1,0,0,1,0,1,2012,37,4,1,19,14,14,1,1,26,32,18,1,2,9,28,-4,0,2,8,30,1,0,2,11,27,-3,0,2,10,20,-6,0,1,60,40,10,1
1235,2012-09-19 08:30:00,3,-1.21,-0.92,1,0,0,1,0,0,1,2012,38,2,1,9,-5,-5,0,0,6,-2,3,0,0,12,3,5,0,0,11,14,10,1,1,9,14,0,0,1,8,19,5,0,1,25,-11,44,2
1236,2012-09-19 10:00:00,14,1.47,1.57,0,1,0,1,0,0,1,2012,38,2,1,25,23,23,2,2,10,22,0,0,2,13,33,11,1,2,8,29,-4,0,2,9,27,-2,0,2,9,31,5,0,2,36,-4,43,2
1237,2012-09-20 08:30:00,32,-0.42,-0.53,0,0,1,1,0,0,1,2012,38,3,1,9,4,4,0,0,10,-5,-9,0,0,11,-14,-10,-1,-1,9,-12,1,0,-1,7,-11,1,0,-1,5,-9,2,0,0,19,8,-19,-1
1238,2012-09-20 10:00:00,25,0.55,0.55,0,1,0,1,0,0,1,2012,38,3,1,12,9,10,1,0,7,13,4,0,1,13,20,7,0,1,10,12,-8,0,1,5,9,-3,0,0,6,12,3,0,1,25,-20,18,1
1239,2012-09-25 10:00:00,4,1.3,1.28,0,1,0,0,1,0,1,2012,39,1,1,13,11,12,1,1,16,16,5,0,1,7,16,0,0,1,12,13,-3,0,1,6,15,2,0,1,9,12,-3,0,1,22,-19,0,0
1240,2012-09-26 10:00:00,21,-0.58,-0.99,0,0,1,1,0,0,1,2012,39,2,1,14,13,13,1,1,8,10,-3,0,1,7,8,-2,0,0,5,10,3,0,1,19,-5,-15,-1,0,6,-7,-2,0,0,19,-10,2,0
1241,2012-09-27 08:30:00,32_8,0.78,0.45999999999999996,0,1,1,1,0,1,2,2012,39,3,2,16,-1,0,0,0,11,3,4,0,0,7,6,3,0,0,6,7,0,0,0,9,13,6,0,1,12,3,-10,-1,0,28,10,-13,-1
1242,2012-09-27 10:00:00,24,-0.87,-0.84,0,0,1,0,1,0,1,2012,39,3,1,11,-4,-4,0,0,11,-11,-7,0,-1,10,-8,3,0,0,8,-13,-5,0,-1,5,-13,0,0,-1,8,-18,-5,0,-1,16,1,-18,-1
1243,2012-10-01 10:00:00,17,1.48,1.48,0,1,0,1,0,0,1,2012,40,0,1,25,19,18,1,1,12,25,6,0,2,12,15,-10,-1,1,6,17,2,0,1,18,3,-14,-1,0,6,3,0,0,0,34,-15,-5,0
1244,2012-10-03 08:15:00,0,-0.61,-0.85,0,1,0,0,0,1,1,2012,40,2,1,17,8,7,0,0,11,10,3,0,1,6,10,0,0,1,9,4,-6,0,0,10,1,-3,0,0,15,-12,-13,-1,-1,21,-3,-6,0
1245,2012-10-03 10:00:00,18,1.24,1.24,0,1,0,1,0,0,1,2012,40,2,1,18,-4,-4,0,0,11,-1,3,0,0,18,15,16,1,1,7,21,6,0,2,10,17,-4,0,1,6,14,-3,0,1,18,-2,15,1
1246,2012-10-04 08:30:00,32,0.22,0.13,1,0,0,1,0,0,1,2012,40,3,1,28,20,20,1,1,12,16,-4,0,1,15,19,3,0,1,18,4,-15,-1,0,13,15,10,1,1,15,23,8,0,2,48,19,26,2
1247,2012-10-05 08:30:00,22_33,1.63,2.4699999999999998,1,1,0,1,1,0,2,2012,40,4,2,26,4,4,0,0,16,10,6,0,1,15,13,4,0,1,15,14,1,0,1,9,8,-6,0,0,12,14,6,0,1,28,-1,59,2
1248,2012-10-11 08:30:00,31_32,0.53,0.7600000000000001,1,1,0,2,0,0,2,2012,41,3,2,11,-2,-3,0,0,9,1,3,0,0,7,3,2,0,0,8,-5,-8,0,0,4,-5,0,0,0,6,0,6,0,0,18,3,11,1
1249,2012-10-12 08:30:00,23,0.12,0.12,0,1,0,1,0,0,1,2012,41,4,1,18,13,13,1,1,13,5,-9,0,0,5,8,3,0,0,9,5,-3,0,0,8,11,6,0,1,9,15,4,0,1,22,-3,-7,0
1250,2012-10-12 09:55:00,28,0.95,0.74,0,1,0,0,0,1,1,2012,41,4,1,7,3,3,0,0,6,3,0,0,0,10,-6,-9,0,0,6,-3,3,0,0,4,-3,0,0,0,11,-11,-8,0,-1,21,-11,-35,-2
1251,2012-10-15 08:30:00,10_29,1.27,1.6,0,2,0,0,2,0,2,2012,42,0,2,7,1,1,0,0,8,-4,-5,0,0,4,-1,3,0,0,5,-5,-4,0,0,12,-13,-8,0,-1,6,-12,1,0,-1,8,-8,-23,-2
1252,2012-10-16 08:30:00,7,-0.73,-0.73,0,0,1,1,0,0,1,2012,42,1,1,8,0,0,0,0,7,-5,-5,0,0,4,-6,-1,0,0,3,-7,-1,0,0,5,-3,4,0,0,4,-4,-1,0,0,49,42,-18,-1
1253,2012-10-17 08:30:00,3,1.24,1.24,0,1,0,1,0,0,1,2012,42,2,1,10,-6,-6,0,0,10,-10,-4,0,-1,7,-5,5,0,0,7,0,5,0,0,10,-3,-3,0,0,6,-5,-2,0,0,19,8,-9,0
1254,2012-10-18 08:30:00,32,-1.28,-1.26,0,0,1,1,0,0,1,2012,42,3,1,10,-8,-7,0,0,7,-7,1,0,0,4,-6,1,0,0,7,-6,0,0,0,4,-9,-3,0,0,3,-10,-1,0,-1,19,7,-26,-2
1255,2012-10-18 10:00:00,25,0.68,0.68,0,1,0,1,0,0,1,2012,42,3,1,13,-4,-3,0,0,11,-7,-3,0,0,7,-10,-2,0,-1,15,-20,-10,-1,-1,8,-22,-2,0,-2,6,-20,2,0,-1,20,7,0,0
1256,2012-10-19 10:00:00,14,0.02,-0.11,1,0,0,1,0,0,1,2012,42,4,1,9,-4,-4,0,0,6,-1,3,0,0,15,-16,-15,-1,-1,8,-18,-2,0,-1,6,-16,2,0,-1,7,-11,5,0,-1,26,-16,-21,-2
1257,2012-10-24 10:00:00,21,0.1,-0.45,0,1,0,0,0,1,1,2012,43,2,1,13,-7,-7,0,0,10,-13,-6,0,-1,7,-16,-3,0,-1,8,-16,0,0,-1,5,-13,3,0,-1,6,-15,-2,0,-1,18,-1,-24,-2
1258,2012-10-25 08:30:00,32_8,0.77,0.77,1,1,0,1,0,1,2,2012,43,3,2,18,-7,-7,0,0,7,-14,-6,0,-1,8,-12,2,0,-1,8,-9,3,0,0,4,-7,2,0,0,4,-8,-1,0,0,27,-10,-22,-2
1259,2012-10-25 10:00:00,24,0.01,0.01,0,0,1,1,0,0,1,2012,43,3,1,6,0,0,0,0,7,0,0,0,0,6,-1,-1,0,0,7,2,3,0,0,8,-3,-4,0,0,2,-3,0,0,0,25,-5,-16,-1
1260,2012-10-26 08:30:00,1,0.91,0.28,0,1,0,0,0,1,1,2012,43,4,1,12,-6,-6,0,0,19,4,10,1,0,15,12,8,0,1,10,11,-2,0,1,7,11,0,0,1,8,6,-5,0,0,21,8,37,2
1261,2012-11-01 08:15:00,0,-0.84,0.15,0,1,0,1,0,0,1,2012,44,3,1,7,-3,-3,0,0,6,1,4,0,0,4,-2,-3,0,0,13,8,10,1,0,4,7,-1,0,0,9,15,8,0,1,19,11,11,1
1262,2012-11-01 08:30:00,32,0.2,0.21,0,1,0,1,0,0,1,2012,44,3,1,13,10,10,1,1,4,9,-1,0,0,9,17,8,0,1,4,20,3,0,1,4,21,1,0,2,6,16,-5,0,1,15,1,17,1
1263,2012-11-01 10:00:00,4_17,0.29999999999999993,0.06,1,1,0,1,0,1,2,2012,44,3,2,11,-5,-5,0,0,4,-3,2,0,0,11,4,7,0,0,5,4,0,0,0,6,1,-3,0,0,4,-2,-3,0,0,14,2,-37,-2
1264,2012-11-02 08:30:00,22_33,0.22999999999999998,0.56,1,1,0,1,1,0,2,2012,44,4,2,24,-15,-15,-1,-1,25,-33,-18,-1,-2,10,-31,2,0,-2,13,-27,3,0,-2,13,-14,13,1,-1,11,-21,-7,0,-2,29,7,-37,-2
1265,2012-11-05 10:00:00,18,-0.71,-0.71,0,0,1,1,0,0,1,2012,45,0,1,13,10,9,0,1,6,5,-5,0,0,6,6,1,0,0,10,-1,-7,0,0,7,4,5,0,0,8,-3,-7,0,0,17,-6,13,1
1266,2012-11-08 08:30:00,31_32,1.06,0.97,0,2,0,2,0,0,2,2012,45,3,2,18,-6,-6,0,0,21,12,18,1,1,11,10,-2,0,1,21,14,4,0,1,11,20,6,0,1,16,28,7,0,2,35,-15,10,1
1267,2012-11-09 09:55:00,28,-0.09,0.12,0,1,0,1,0,0,1,2012,45,4,1,4,2,2,0,0,10,9,7,0,0,11,15,6,0,1,5,13,-2,0,1,11,5,-7,0,0,6,6,1,0,0,16,10,6,0
1268,2012-11-14 08:30:00,10_29_23,-1.65,-1.49,0,0,3,1,2,0,3,2012,46,2,3,10,0,0,0,0,15,-9,-9,0,0,7,-12,-3,0,-1,7,-11,2,0,-1,5,-8,2,0,0,3,-8,0,0,0,30,11,2,0
1269,2012-11-15 08:30:00,32_7,0.050000000000000044,0.050000000000000044,0,1,1,1,0,1,2,2012,46,3,2,8,-4,-5,0,0,8,1,4,0,0,4,2,1,0,0,6,-2,-4,0,0,5,0,2,0,0,4,-2,-2,0,0,13,-1,37,2
1270,2012-11-15 10:00:00,25,-1.71,-1.71,0,0,1,1,0,0,1,2012,46,3,1,19,9,8,0,0,11,14,5,0,1,5,17,3,0,1,6,21,4,0,2,5,20,0,0,1,6,15,-5,0,1,32,16,3,0
1271,2012-11-19 10:00:00,14,0.22,-0.11,0,1,0,0,0,1,1,2012,47,0,1,9,-1,-1,0,0,8,-7,-6,0,0,5,-5,2,0,0,17,9,14,1,0,5,8,-1,0,0,7,7,-1,0,0,21,9,21,2
1272,2012-11-20 08:30:00,3,-0.67,-0.67,1,0,0,1,0,0,1,2012,47,1,1,7,-1,-1,0,0,6,-2,-1,0,0,3,-3,-1,0,0,5,1,4,0,0,7,-4,-5,0,0,4,-5,-1,0,0,35,6,-9,0
1273,2012-11-21 08:30:00,32,0.38,0.2,0,1,0,0,0,1,1,2012,47,2,1,6,-5,-5,0,0,4,-4,1,0,0,7,3,7,0,0,7,2,-1,0,0,11,8,6,0,0,5,9,1,0,0,19,7,13,1
1274,2012-11-27 08:30:00,8,1.05,1.1,0,1,0,0,0,1,1,2012,48,1,1,9,-2,-2,0,0,9,-7,-5,0,0,7,-7,0,0,0,3,-4,2,0,0,6,-6,-2,0,0,6,-10,-4,0,-1,18,-6,-34,-2
1275,2012-11-27 10:00:00,4,-0.21,-0.04,0,1,0,0,1,0,1,2012,48,1,1,20,-14,-14,-1,-1,5,-12,2,0,-1,6,-13,-1,0,-1,5,-15,-2,0,-1,7,-18,-3,0,-1,8,-14,4,0,-1,23,-2,0,0
1276,2012-11-28 10:00:00,21,-0.83,-1.47,0,0,1,0,0,1,1,2012,48,2,1,16,-12,-12,-1,-1,9,-6,6,0,0,7,-2,4,0,0,5,-4,-2,0,0,14,7,11,1,0,7,6,-1,0,0,19,1,28,2
1277,2012-11-29 08:30:00,32_26,0.12000000000000001,0.38,1,0,1,1,0,1,2,2012,48,3,2,8,2,2,0,0,7,-3,-5,0,0,3,-1,2,0,0,9,-8,-7,0,0,6,-9,-1,0,0,5,-9,0,0,0,16,10,-17,-1
1278,2012-11-29 10:00:00,24,1.39,1.36,0,1,0,1,0,0,1,2012,48,3,1,12,-2,-2,0,0,17,-14,-12,-1,-1,18,-24,-10,-1,-2,8,-26,-2,0,-2,7,-27,-2,0,-2,4,-26,1,0,-2,28,17,-48,-2
1279,2012-12-03 10:00:00,17,-1.35,-1.35,0,0,1,1,0,0,1,2012,49,0,1,10,2,2,0,0,7,0,-2,0,0,5,1,1,0,0,4,1,0,0,0,7,4,3,0,0,5,4,-1,0,0,19,-8,18,1
1280,2012-12-05 08:15:00,0,-1.37,-1.34,0,0,1,1,0,0,1,2012,49,2,1,7,-4,-4,0,0,8,2,7,0,0,7,0,-1,0,0,8,-2,-2,0,0,5,-2,0,0,0,6,-2,0,0,0,14,-4,5,0
1281,2012-12-05 10:00:00,18,0.26,0.26,0,1,0,1,0,0,1,2012,49,2,1,12,-5,-6,0,0,7,-3,2,0,0,5,-1,2,0,0,5,-1,0,0,0,5,0,1,0,0,4,0,0,0,0,18,8,1,0
1282,2012-12-06 08:30:00,32,0.5,0.57,0,1,0,1,0,0,1,2012,49,3,1,13,-9,-9,0,0,16,-3,6,0,0,15,-11,-8,0,-1,8,-15,-3,0,-1,27,-37,-22,-2,-2,10,-39,-2,0,-2,29,6,-89,-2
1283,2012-12-07 08:30:00,22_33,1.27,0.6200000000000001,0,2,0,1,0,1,2,2012,49,4,2,31,-14,-13,-1,-1,16,-23,-9,0,-2,14,-23,0,0,-2,13,-21,2,0,-2,10,-15,6,0,-1,10,-8,7,0,0,39,-9,-6,0
1284,2012-12-07 09:55:00,28,-1.68,-1.7,0,0,1,0,0,1,1,2012,49,4,1,7,4,5,0,0,10,8,4,0,0,6,11,3,0,1,6,8,-3,0,0,8,5,-3,0,0,7,9,4,0,0,25,-9,41,2
1285,2012-12-11 08:30:00,31,-1.17,-1.04,1,0,0,0,1,0,1,2012,50,1,1,3,0,1,0,0,8,-5,-5,0,0,3,-5,0,0,0,7,-2,3,0,0,5,2,4,0,0,7,3,1,0,0,12,1,6,0
1286,2012-12-13 08:30:00,32_10_29_23,-0.45999999999999996,-0.3400000000000001,1,1,2,4,0,0,4,2012,50,3,4,18,-8,-9,0,0,7,-13,-5,0,-1,5,-8,4,0,0,5,-10,-2,0,-1,6,-7,3,0,0,5,-3,4,0,0,26,14,19,1
1287,2012-12-14 08:30:00,7,-0.45,-0.45,0,0,1,1,0,0,1,2012,50,4,1,10,-7,-7,0,0,11,-12,-5,0,-1,6,-12,0,0,-1,4,-10,2,0,-1,3,-11,-2,0,-1,8,-5,6,0,0,14,2,21,2
1288,2012-12-19 08:30:00,3,-0.89,-0.89,1,0,0,1,0,0,1,2012,51,2,1,5,0,0,0,0,6,-3,-3,0,0,4,-3,0,0,0,4,-3,0,0,0,4,-5,-2,0,0,4,-7,-2,0,0,20,8,-36,-2
1289,2012-12-20 08:30:00,32,-0.87,-0.54,1,0,0,1,0,0,1,2012,51,3,1,12,10,10,1,1,7,11,1,0,1,16,22,11,1,2,13,34,12,1,2,7,33,0,0,2,5,32,-1,0,2,23,-4,-12,-1
1290,2012-12-20 10:00:00,25_14,1.48,1.3900000000000001,0,2,0,1,0,1,2,2012,51,3,2,10,-4,-4,0,0,6,-4,0,0,0,24,-23,-19,-1,-2,18,-36,-14,-1,-2,8,-31,5,0,-2,6,-31,1,0,-2,30,-16,-53,-2
1291,2012-12-21 08:30:00,8,1.25,1.22,0,1,0,0,1,0,1,2012,51,4,1,9,1,1,0,0,11,3,2,0,0,11,-3,-6,0,0,8,-1,2,0,0,5,-4,-3,0,0,8,-1,3,0,0,19,-5,-15,-1
1292,2012-12-27 08:30:00,32,0.55,0.62,0,1,0,1,0,0,1,2012,52,3,1,8,1,1,0,0,6,5,4,0,0,4,9,4,0,0,5,7,-2,0,0,4,11,4,0,1,5,10,-1,0,1,20,-6,-33,-2
1293,2012-12-27 10:00:00,21_4,-0.98,-1.15,0,0,2,0,0,2,2,2012,52,3,2,8,5,5,0,0,6,6,1,0,0,7,3,-3,0,0,12,-7,-10,-1,0,25,-29,-21,-2,-2,17,-31,-2,0,-2,15,-9,-40,-2
1294,2012-12-28 10:00:00,24,1.13,1.16,0,1,0,0,0,1,1,2012,52,4,1,3,2,2,0,0,9,-4,-5,0,0,4,-6,-2,0,0,8,-1,5,0,0,5,-3,-2,0,0,9,-11,-8,0,-1,30,17,-12,-1
1295,2013-01-02 10:00:00,17,0.32,0.32,0,1,0,1,0,0,1,2013,1,2,1,5,4,4,0,0,6,-1,-4,0,0,7,2,3,0,0,10,-7,-9,0,0,5,-8,-1,0,0,9,0,8,0,0,22,10,-57,-2
1296,2013-01-03 08:15:00,0,1.35,1.37,0,1,0,0,1,0,1,2013,1,3,1,16,-11,-11,-1,-1,7,-12,-2,0,-1,8,-5,7,0,0,14,2,7,0,0,7,0,-2,0,0,6,5,5,0,0,21,18,11,1
1297,2013-01-03 08:30:00,32,-1.38,-1.55,0,0,1,0,0,1,1,2013,1,3,1,14,7,7,0,0,7,5,-2,0,0,6,10,5,0,1,4,12,2,0,1,5,11,-1,0,1,4,14,3,0,1,24,2,8,0
1298,2013-01-04 08:30:00,22_33,-1.79,-1.73,1,0,1,1,1,0,2,2013,1,4,2,28,16,16,1,1,23,4,-11,-1,0,15,14,10,1,1,9,20,6,0,1,21,28,8,0,2,8,30,2,0,2,32,-3,37,2
1299,2013-01-04 10:00:00,18,0.79,0.79,0,1,0,1,0,0,1,2013,1,4,1,15,-12,-12,-1,-1,8,-12,-1,0,-1,6,-15,-3,0,-1,6,-17,-2,0,-1,6,-15,2,0,-1,3,-17,-2,0,-1,31,21,-8,0
1300,2013-01-10 08:30:00,32,-0.7,-0.25,0,0,1,0,1,0,1,2013,2,3,1,21,-12,-12,-1,-1,15,1,13,1,0,37,31,30,2,2,20,48,17,1,2,16,55,7,0,2,19,70,15,1,2,30,13,99,2
1301,2013-01-11 08:30:00,31,-1.68,-1.73,0,0,1,1,0,0,1,2013,2,4,1,29,25,25,2,2,8,22,-3,0,2,14,17,-5,0,1,7,17,0,0,1,9,22,5,0,2,7,17,-5,0,1,92,63,14,1
1302,2013-01-15 08:30:00,10_29_23,1.63,0.44,0,2,1,1,1,1,3,2013,3,1,3,20,12,12,1,1,10,5,-7,0,0,6,7,2,0,0,6,3,-4,0,0,4,4,1,0,0,16,16,13,1,1,23,4,21,2
1303,2013-01-16 08:30:00,7,-0.45,-0.45,0,0,1,1,0,0,1,2013,3,2,1,8,6,6,0,0,13,-2,-8,0,0,7,1,3,0,0,6,0,-1,0,0,9,-3,-3,0,0,11,-3,0,0,0,49,-28,25,2
1304,2013-01-17 08:30:00,32_3,1.38,1.26,1,1,0,2,0,0,2,2013,3,3,2,20,-14,-14,-1,-1,6,-15,-1,0,-1,8,-20,-5,0,-1,10,-16,4,0,-1,8,-21,-4,0,-2,10,-29,-8,0,-2,20,4,-24,-2
1305,2013-01-17 10:00:00,25,-0.17,-0.17,0,0,1,1,0,0,1,2013,3,3,1,14,9,9,0,0,7,9,0,0,0,6,10,1,0,1,8,10,0,0,1,6,4,-5,0,0,7,8,4,0,0,22,0,10,1
1306,2013-01-18 09:55:00,28,-0.73,-0.77,0,0,1,0,0,1,1,2013,3,4,1,8,5,6,0,0,11,-5,-10,-1,0,9,-6,-1,0,0,8,-12,-6,0,-1,6,-12,0,0,-1,5,-13,-1,0,-1,25,1,-19,-1
1307,2013-01-22 10:00:00,14,-1.27,-1.26,0,0,1,0,0,1,1,2013,4,1,1,8,-1,-1,0,0,11,-4,-2,0,0,7,-7,-3,0,0,11,-12,-5,0,-1,10,-7,5,0,0,22,-26,-19,-1,-2,20,0,-14,-1
1308,2013-01-24 08:30:00,32,0.84,0.82,0,1,0,1,0,0,1,2013,4,3,1,21,-16,-16,-1,-1,10,-10,6,0,-1,17,3,13,1,0,10,-2,-5,0,0,12,3,5,0,0,8,5,2,0,0,35,19,11,1
1309,2013-01-25 10:00:00,21,-0.93,0.96,0,0,1,0,1,0,1,2013,4,4,1,13,-5,-5,0,0,4,-6,-1,0,0,7,-11,-5,0,-1,6,-12,-2,0,-1,5,-15,-3,0,-1,6,-16,-1,0,-1,23,18,-18,-1
1310,2013-01-28 08:30:00,8,-0.08,-0.03,0,1,0,0,0,1,1,2013,5,0,1,6,-4,-4,0,0,9,-6,-2,0,0,7,-1,5,0,0,17,12,13,1,1,9,15,3,0,1,17,23,8,0,2,12,2,6,0
1311,2013-01-28 10:00:00,24,-1.27,-1.28,0,0,1,1,0,0,1,2013,5,0,1,14,-9,-9,0,0,18,-25,-16,-1,-2,12,-30,-5,0,-2,8,-32,-2,0,-2,15,-18,14,1,-1,5,-19,0,0,-1,26,4,-7,0
1312,2013-01-29 10:00:00,4,-1.05,-0.68,0,0,1,0,1,0,1,2013,5,1,1,12,3,3,0,0,13,-6,-9,0,0,10,-4,2,0,0,6,-1,2,0,0,7,6,7,0,0,16,-4,-11,-1,0,50,40,-6,0
1313,2013-01-30 08:15:00,0,-0.08,-0.6,0,1,0,0,0,1,1,2013,5,2,1,13,-5,-5,0,0,6,-2,2,0,0,6,0,2,0,0,11,1,1,0,0,15,6,5,0,0,11,7,1,0,0,16,-3,32,2
1314,2013-01-30 08:30:00,1,-1.77,-1.5,0,0,1,0,1,0,1,2013,5,2,1,11,1,1,0,0,15,6,5,0,0,11,7,1,0,0,11,13,5,0,1,9,6,-7,0,0,8,-1,-8,0,0,16,-5,30,2
1315,2013-01-31 08:30:00,32,-0.52,-0.4,0,0,1,1,0,0,1,2013,5,3,1,4,3,2,0,0,8,1,-2,0,0,6,3,2,0,0,10,-1,-4,0,0,6,2,3,0,0,14,14,12,1,1,13,-6,22,2
1316,2013-02-01 08:30:00,22_33,-1.44,-1.3,1,0,1,1,1,0,2,2013,5,4,2,21,9,9,0,0,23,28,19,1,2,11,29,1,0,2,9,29,0,0,2,13,20,-9,0,1,9,20,0,0,1,24,-10,10,1
1317,2013-02-01 10:00:00,17,1.03,1.03,0,1,0,1,0,0,1,2013,5,4,1,25,12,12,1,1,16,21,9,0,2,12,28,7,0,2,13,38,10,1,2,21,49,11,1,2,10,44,-5,0,2,67,-54,97,2
1318,2013-02-05 10:00:00,18,-0.85,-0.85,1,0,0,1,0,0,1,2013,6,1,1,19,15,15,1,1,11,22,7,0,2,9,15,-7,0,1,16,3,-11,-1,0,9,0,-3,0,0,9,-1,-1,0,0,47,5,39,2
1319,2013-02-07 08:30:00,32,-0.63,-0.81,0,0,1,1,0,0,1,2013,6,3,1,8,-3,-2,0,0,29,-24,-21,-2,-2,25,-34,-10,-1,-2,36,-56,-22,-2,-2,25,-64,-8,0,-2,22,-83,-19,-1,-2,36,-19,-137,-2
1320,2013-02-08 08:30:00,31,1.18,1.13,0,1,0,1,0,0,1,2013,6,4,1,9,3,3,0,0,9,7,4,0,0,10,16,9,0,1,7,11,-5,0,1,5,14,3,0,1,7,11,-3,0,1,44,-38,14,1
1321,2013-02-13 08:30:00,10_29,0.63,0.55,1,1,0,2,0,0,2,2013,7,2,2,11,3,2,0,0,6,0,-3,0,0,11,-8,-8,0,0,5,-5,3,0,0,11,1,6,0,0,6,4,3,0,0,50,-40,-16,-1
1322,2013-02-14 08:30:00,32,0.31,0.26,0,1,0,1,0,0,1,2013,7,3,1,12,8,8,0,0,4,8,0,0,0,4,7,-1,0,0,7,3,-4,0,0,10,-1,-4,0,0,8,-2,-1,0,0,18,-1,-1,0
1323,2013-02-15 09:55:00,28,0.42,0.5,0,1,0,1,0,0,1,2013,7,4,1,8,0,0,0,0,10,7,7,0,0,6,9,2,0,0,10,8,-1,0,0,7,11,3,0,1,9,11,0,0,1,18,-13,13,1
1324,2013-02-20 08:30:00,23_3,-0.11000000000000004,-0.26999999999999996,1,0,1,2,0,0,2,2013,8,2,2,11,10,10,1,1,3,8,-2,0,0,6,7,-1,0,0,6,10,3,0,1,4,11,1,0,1,7,10,-1,0,1,17,-2,15,1
1325,2013-02-21 08:30:00,32_7,-0.15000000000000002,-0.12,0,1,1,2,0,0,2,2013,8,3,2,10,3,3,0,0,6,6,3,0,0,5,6,0,0,0,7,2,-4,0,0,5,2,0,0,0,6,6,4,0,0,23,6,24,2
1326,2013-02-21 10:00:00,25_14,-0.9699999999999999,-0.9899999999999999,0,1,1,1,0,1,2,2013,8,3,2,34,29,29,2,2,15,19,-9,0,1,10,16,-3,0,1,5,13,-3,0,1,6,16,3,0,1,6,18,2,0,1,34,-2,11,1
1327,2013-02-26 10:00:00,21_4,3.27,3.1900000000000004,0,2,0,1,1,0,2,2013,9,1,2,32,-16,-16,-1,-1,27,-43,-27,-2,-2,19,-51,-8,0,-2,20,-37,14,1,-2,14,-43,-6,0,-2,18,-49,-5,0,-2,38,13,-52,-2
1328,2013-02-27 08:30:00,8,0.4,0.35,0,1,0,0,0,1,1,2013,9,2,1,10,1,1,0,0,12,3,2,0,0,9,8,4,0,0,8,16,8,0,1,7,10,-6,0,1,7,6,-4,0,0,37,-34,43,2
1329,2013-02-27 10:00:00,24,0.18,0.26,0,1,0,0,1,0,1,2013,9,2,1,12,-5,-5,0,0,10,-2,3,0,0,21,17,19,1,1,11,11,-7,0,1,13,23,12,1,2,22,16,-7,0,1,29,8,6,0
