,datetime,new_id,forecast_error_ratio_zscore,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_60_after,direction_agg_0_60_after
2334,2013-05-13 10:00:00,5,0.89,0.93,0,1,0,0,1,0,0,0,1,2013,20,0,1,28,13,-4,0
2335,2013-05-14 07:30:00,45,1.3,1.3,0,1,0,1,0,0,0,1,0,2013,20,1,1,19,-10,21,2
2336,2013-05-14 08:30:00,41,0.14,0.7,1,0,0,0,1,0,0,0,1,2013,20,1,1,20,11,-8,0
2337,2013-05-15 09:00:00,66,-0.93,-0.78,0,0,1,0,1,0,0,0,1,2013,20,2,1,46,29,12,1
2338,2013-05-15 10:00:00,44,1.47,1.26,0,1,0,0,0,1,0,1,0,2013,20,2,1,29,-10,-8,0
2339,2013-05-15 10:30:00,18,0.72,0.72,1,0,0,1,0,0,0,0,1,2013,20,2,1,28,3,-9,0
2340,2013-05-16 10:00:00,53,0.0,0.0,0,0,1,1,0,0,1,0,0,2013,20,3,1,38,7,16,1
2341,2013-05-16 10:30:00,46,0.25,0.25,1,0,0,1,0,0,0,1,0,2013,20,3,1,34,18,-5,0
2342,2013-05-17 09:55:00,58,1.42,1.54,0,1,0,0,1,0,1,0,0,2013,20,4,1,34,-15,22,2
2343,2013-05-17 10:00:00,7,0.87,-0.18,0,1,0,0,0,1,0,1,0,2013,20,4,1,30,2,4,0
2344,2013-05-22 10:00:00,23,0.88,0.95,1,0,0,1,0,0,1,0,0,2013,21,2,1,47,7,-46,-2
2345,2013-05-22 10:30:00,18,0.0,0.0,1,0,0,1,0,0,0,0,1,2013,21,2,1,79,9,-69,-2
2346,2013-05-23 08:30:00,69,0.12,0.15,0,1,0,1,0,0,1,0,0,2013,21,3,1,31,20,13,1
2347,2013-05-23 10:00:00,47,0.43,0.78,0,1,0,0,1,0,1,0,0,2013,21,3,1,21,1,-4,0
2348,2013-05-23 10:30:00,46,0.5,0.5,1,0,0,1,0,0,0,1,0,2013,21,3,1,20,4,5,0
2349,2013-05-28 09:00:00,65,1.53,1.6,0,1,0,1,0,0,0,0,1,2013,22,1,1,18,-3,-15,-1
2350,2013-05-30 10:00:00,50,0.18,0.23,0,0,1,1,0,0,1,0,0,2013,22,3,1,73,56,13,1
2351,2013-05-30 10:30:00,46,0.46,0.46,1,0,0,1,0,0,0,1,0,2013,22,3,1,40,23,-20,-1
2352,2013-05-30 11:00:00,18,-1.08,-1.08,1,0,0,1,0,0,0,0,1,2013,22,3,1,29,20,-13,-1
2353,2013-05-31 09:45:00,10,1.32,1.32,0,1,0,1,0,0,0,0,1,2013,22,4,1,23,-15,-7,0
2354,2013-05-31 09:55:00,63,-1.27,-1.39,1,0,0,1,0,0,0,0,1,2013,22,4,1,27,-6,-10,-1
2355,2013-06-03 01:00:00,67,-0.28,-0.28,1,0,0,1,0,0,0,1,0,2013,23,0,1,9,1,1,0
2356,2013-06-03 09:00:00,29,-0.12,0.01,1,0,0,1,0,0,0,1,0,2013,23,0,1,21,-4,-36,-2
2357,2013-06-04 08:30:00,68,-0.44,0.03,0,1,0,0,1,0,1,0,0,2013,23,1,1,30,1,-27,-2
2358,2013-06-04 10:00:00,37,0.15,0.15,0,0,1,1,0,0,0,1,0,2013,23,1,1,21,2,-1,0
2359,2013-06-05 08:15:00,0,-0.68,-0.42,0,0,1,1,0,0,1,0,0,2013,23,2,1,53,0,12,1
2360,2013-06-05 10:30:00,18,1.4,1.4,1,0,0,1,0,0,0,0,1,2013,23,2,1,26,6,15,1
2361,2013-06-06 08:30:00,69,0.25,0.28,1,0,0,1,0,0,1,0,0,2013,23,3,1,33,-3,28,2
2362,2013-06-06 10:30:00,46,-1.0,-1.0,1,0,0,1,0,0,0,1,0,2013,23,3,1,39,22,25,2
2363,2013-06-07 15:00:00,12,-0.34,-0.09,0,0,1,0,1,0,0,1,0,2013,23,4,1,7,2,-5,0
2364,2013-06-11 07:30:00,45,0.42,0.42,0,1,0,1,0,0,0,1,0,2013,24,1,1,20,1,-12,-1
2365,2013-06-12 10:30:00,18,-0.67,-0.67,1,0,0,1,0,0,0,0,1,2013,24,2,1,31,17,17,1
2366,2013-06-12 13:52:00,25,-0.72,-0.55,0,0,1,1,0,0,0,0,1,2013,24,2,1,28,-19,3,0
2367,2013-06-13 10:00:00,5,-0.35,0.32,1,0,0,0,1,0,0,0,1,2013,24,3,1,28,5,-15,-1
2368,2013-06-13 10:30:00,46,0.87,0.87,1,0,0,1,0,0,0,1,0,2013,24,3,1,35,-28,46,2
2369,2013-06-14 09:00:00,66,-1.03,-1.1,0,0,1,1,0,0,0,0,1,2013,24,4,1,21,5,3,0
2370,2013-06-14 09:55:00,58,-0.09,-0.44,0,0,1,0,1,0,1,0,0,2013,24,4,1,22,3,19,1
2371,2013-06-17 08:30:00,21,1.68,1.68,0,1,0,1,0,0,0,0,1,2013,25,0,1,20,-1,5,0
2372,2013-06-17 10:00:00,44,1.63,1.69,0,1,0,1,0,0,0,1,0,2013,25,0,1,19,9,-3,0
2373,2013-06-19 10:30:00,18,0.11,0.11,1,0,0,1,0,0,0,0,1,2013,25,2,1,10,-2,12,1
2374,2013-06-19 14:00:00,26,0.0,0.0,1,0,0,1,0,0,0,0,1,2013,25,2,1,63,8,-133,-2
2375,2013-06-20 08:30:00,69,-0.87,-0.78,0,0,1,1,0,0,1,0,0,2013,25,3,1,27,-3,13,1
2376,2013-06-20 09:00:00,32,0.84,1.37,1,0,0,0,1,0,0,0,1,2013,25,3,1,26,-8,1,0
2377,2013-06-20 10:30:00,46,0.1,0.1,1,0,0,1,0,0,0,1,0,2013,25,3,1,48,-29,10,1
2378,2013-06-25 09:59:00,64,1.58,1.58,0,1,0,1,0,0,0,1,0,2013,26,1,1,38,2,-12,-1
2379,2013-06-26 10:30:00,18,-0.17,-0.17,1,0,0,1,0,0,0,0,1,2013,26,2,1,31,-16,-28,-2
2380,2013-06-27 10:00:00,50,1.66,1.11,0,1,0,0,0,1,1,0,0,2013,26,3,1,39,1,-14,-1
2381,2013-06-27 10:30:00,46,-0.59,-0.59,1,0,0,1,0,0,0,1,0,2013,26,3,1,44,-16,-7,0
2382,2013-06-28 09:45:00,10,-0.66,-0.66,0,0,1,1,0,0,0,0,1,2013,26,4,1,54,-33,-39,-2
2383,2013-06-28 09:55:00,63,-0.52,-0.04,0,1,0,1,0,0,0,0,1,2013,26,4,1,60,-45,-33,-2
2384,2013-07-01 09:00:00,29,-0.29,-0.41,0,0,1,1,0,0,0,1,0,2013,27,0,1,18,-13,1,0
2385,2013-07-02 01:00:00,67,1.48,1.48,0,1,0,1,0,0,0,1,0,2013,27,1,1,11,-6,7,0
2386,2013-07-03 08:15:00,0,1.13,0.76,0,1,0,1,0,0,1,0,0,2013,27,2,1,26,-8,1,0
2387,2013-07-03 10:00:00,40,-1.12,-1.12,0,0,1,1,0,0,1,0,0,2013,27,2,1,31,10,1,0
2388,2013-07-03 10:30:00,18,0.44,0.44,1,0,0,1,0,0,0,0,1,2013,27,2,1,24,15,29,2
2389,2013-07-03 12:00:00,46,1.2,1.2,1,0,0,1,0,0,0,1,0,2013,27,2,1,48,21,3,0
2390,2013-07-08 15:00:00,12,1.28,1.44,0,1,0,1,0,0,0,1,0,2013,28,0,1,12,11,-5,0
2391,2013-07-09 07:30:00,45,-1.0,-1.0,0,0,1,1,0,0,0,1,0,2013,28,1,1,14,1,-8,0
2392,2013-07-09 10:00:00,43,-0.14,-0.34,1,0,0,1,0,0,0,0,1,2013,28,1,1,28,-3,-68,-2
2393,2013-07-10 10:00:00,31,1.3,1.29,0,1,0,0,1,0,0,1,0,2013,28,2,1,24,7,19,1
2394,2013-07-10 10:30:00,18,0.85,0.85,1,0,0,1,0,0,0,0,1,2013,28,2,1,33,11,4,0
2395,2013-07-11 10:30:00,46,-0.3,-0.3,1,0,0,1,0,0,0,1,0,2013,28,3,1,54,33,-20,-1
2396,2013-07-11 13:54:00,25,1.77,1.77,0,1,0,1,0,0,0,0,1,2013,28,3,1,28,24,15,1
2397,2013-07-12 09:55:00,58,0.16,-0.16,0,0,1,0,1,0,1,0,0,2013,28,4,1,42,-6,31,2
2398,2013-07-15 10:00:00,5,0.32,0.26,0,1,0,0,1,0,0,0,1,2013,29,0,1,17,-4,4,0
2399,2013-07-16 09:00:00,66,-1.35,-1.19,0,0,1,0,1,0,0,0,1,2013,29,1,1,41,18,-8,0
2400,2013-07-16 10:00:00,44,0.83,0.75,0,1,0,0,0,1,0,1,0,2013,29,1,1,32,2,11,1
2401,2013-07-17 10:30:00,18,0.67,0.67,1,0,0,1,0,0,0,0,1,2013,29,2,1,37,-25,-46,-2
2402,2013-07-18 08:30:00,69,1.18,1.31,0,1,0,1,0,0,1,0,0,2013,29,3,1,35,-15,-6,0
2403,2013-07-18 10:30:00,46,1.35,1.35,1,0,0,1,0,0,0,1,0,2013,29,3,1,18,-4,1,0
2404,2013-07-22 10:00:00,23,-1.17,-1.17,0,0,1,0,0,1,1,0,0,2013,30,0,1,48,29,1,0
2405,2013-07-23 09:00:00,35,-0.48,-0.91,0,0,1,0,0,1,0,1,0,2013,30,1,1,21,10,-1,0
2406,2013-07-23 09:59:00,64,-0.55,-0.55,0,0,1,1,0,0,0,1,0,2013,30,1,1,14,-2,43,2
2407,2013-07-24 09:00:00,32,0.92,1.15,0,1,0,1,0,0,0,0,1,2013,30,2,1,50,-33,9,0
2408,2013-07-24 10:00:00,47,0.41,-0.44,0,1,0,0,0,1,1,0,0,2013,30,2,1,27,8,8,0
2409,2013-07-24 10:30:00,18,-0.74,-0.74,1,0,0,1,0,0,0,0,1,2013,30,2,1,42,28,-10,-1
2410,2013-07-25 10:30:00,46,0.78,0.78,1,0,0,1,0,0,0,1,0,2013,30,3,1,16,9,7,0
2411,2013-07-26 09:55:00,63,-0.46,-0.29,0,1,0,1,0,0,0,0,1,2013,30,4,1,35,8,4,0
2412,2013-07-29 10:00:00,50,-0.22,0.19,0,1,0,0,0,1,1,0,0,2013,31,0,1,23,-15,8,0
2413,2013-07-30 09:00:00,65,-1.07,-1.05,0,0,1,1,0,0,0,0,1,2013,31,1,1,13,-3,-15,-1
2414,2013-07-30 10:00:00,6,-0.4,-0.28,0,0,1,0,1,0,1,0,0,2013,31,1,1,29,-25,-24,-2
2415,2013-07-31 08:15:00,0,0.96,0.9,0,1,0,0,1,0,1,0,0,2013,31,2,1,32,21,-53,-2
2416,2013-07-31 09:45:00,10,-0.12,-0.12,0,0,1,1,0,0,0,0,1,2013,31,2,1,21,-1,35,2
2417,2013-07-31 10:30:00,18,-1.41,-1.41,1,0,0,1,0,0,0,0,1,2013,31,2,1,50,36,16,1
2418,2013-07-31 14:00:00,26,0.0,0.0,1,0,0,1,0,0,0,0,1,2013,31,2,1,60,10,40,2
2419,2013-08-01 01:00:00,67,0.05,0.05,1,0,0,1,0,0,0,1,0,2013,31,3,1,6,-2,-2,0
2420,2013-08-01 08:30:00,69,1.25,1.16,0,1,0,1,0,0,1,0,0,2013,31,3,1,52,1,2,0
2421,2013-08-01 09:00:00,29,1.62,-0.56,0,1,0,1,0,0,0,1,0,2013,31,3,1,52,13,15,1
2422,2013-08-01 10:30:00,46,-1.4,-1.4,1,0,0,1,0,0,0,1,0,2013,31,3,1,57,-36,15,1
2423,2013-08-02 10:00:00,24,-0.54,0.33,0,0,1,0,1,0,0,0,1,2013,31,4,1,43,-2,27,2
2424,2013-08-05 10:00:00,40,1.68,1.68,0,1,0,1,0,0,1,0,0,2013,32,0,1,28,0,-7,0
2425,2013-08-06 08:30:00,68,1.39,1.33,0,1,0,0,1,0,1,0,0,2013,32,1,1,21,18,1,0
2426,2013-08-07 10:30:00,18,-0.44,-0.44,1,0,0,1,0,0,0,0,1,2013,32,2,1,37,14,6,0
2427,2013-08-07 15:00:00,12,-0.2,-0.38,0,0,1,0,0,1,0,1,0,2013,32,2,1,12,-8,5,0
2428,2013-08-08 08:30:00,69,0.06,-0.01,1,0,0,1,0,0,1,0,0,2013,32,3,1,14,-5,8,0
2429,2013-08-08 10:30:00,46,-1.63,-1.63,1,0,0,1,0,0,0,1,0,2013,32,3,1,36,31,-2,0
2430,2013-08-09 10:00:00,31,0.36,0.14,0,1,0,0,1,0,0,1,0,2013,32,4,1,17,-5,-5,0
2431,2013-08-12 13:54:00,25,-0.36,-0.36,1,0,0,1,0,0,0,0,1,2013,33,0,1,5,-1,4,0
2432,2013-08-13 07:30:00,45,-0.26,-0.26,0,0,1,1,0,0,0,1,0,2013,33,1,1,15,-8,-1,0
2433,2013-08-13 10:00:00,5,0.84,1.54,0,1,0,0,1,0,0,0,1,2013,33,1,1,24,-9,-10,-1
2434,2013-08-14 10:30:00,18,0.33,0.33,1,0,0,1,0,0,0,0,1,2013,33,2,1,13,2,-1,0
2435,2013-08-15 09:00:00,66,-1.17,-1.35,0,0,1,1,0,0,0,0,1,2013,33,3,1,78,-65,-12,-1
2436,2013-08-15 10:30:00,46,0.78,0.78,1,0,0,1,0,0,0,1,0,2013,33,3,1,36,5,19,1
2437,2013-08-16 09:55:00,58,-0.67,-0.95,0,0,1,0,1,0,1,0,0,2013,33,4,1,21,-1,-35,-2
2438,2013-08-21 10:00:00,23,1.17,1.2,0,1,0,1,0,0,1,0,0,2013,34,2,1,20,3,-3,0
2439,2013-08-21 10:30:00,18,-0.13,-0.13,1,0,0,1,0,0,0,0,1,2013,34,2,1,18,7,-23,-2
2440,2013-08-22 08:30:00,69,-1.07,-1.12,0,0,1,1,0,0,1,0,0,2013,34,3,1,27,3,19,1
2441,2013-08-22 10:00:00,7,0.58,0.65,0,1,0,1,0,0,0,1,0,2013,34,3,1,16,3,-3,0
2442,2013-08-22 10:30:00,46,0.91,0.91,1,0,0,1,0,0,0,1,0,2013,34,3,1,23,-13,25,2
2443,2013-08-23 10:00:00,47,-1.75,-1.68,0,0,1,0,0,1,1,0,0,2013,34,4,1,41,-2,48,2
2444,2013-08-27 09:00:00,65,-0.49,-0.46,0,1,0,1,0,0,0,0,1,2013,35,1,1,21,6,48,2
2445,2013-08-27 09:59:00,64,0.49,0.49,0,1,0,1,0,0,0,1,0,2013,35,1,1,56,39,-6,0
2446,2013-08-27 10:00:00,6,-0.68,-0.58,0,1,0,0,1,0,1,0,0,2013,35,1,1,56,39,-6,0
2447,2013-08-28 10:00:00,50,-1.56,-1.66,0,0,1,1,0,0,1,0,0,2013,35,2,1,63,-50,12,1
2448,2013-08-28 10:30:00,18,-1.69,-1.69,1,0,0,1,0,0,0,0,1,2013,35,2,1,31,-17,4,0
2449,2013-08-29 10:30:00,46,-0.03,-0.03,1,0,0,1,0,0,0,1,0,2013,35,3,1,22,-8,-11,-1
2450,2013-08-30 09:45:00,10,0.02,0.02,1,0,0,1,0,0,0,0,1,2013,35,4,1,17,-12,-7,0
2451,2013-08-30 09:55:00,63,-0.21,0.51,0,1,0,1,0,0,0,0,1,2013,35,4,1,12,-2,-24,-2
2452,2013-09-03 09:00:00,29,-1.1,-0.74,0,0,1,1,0,0,0,1,0,2013,36,1,1,14,3,-7,0
2453,2013-09-04 01:00:00,67,0.4,0.4,0,1,0,1,0,0,0,1,0,2013,36,2,1,5,-2,3,0
2454,2013-09-04 08:30:00,68,-0.25,-0.29,1,0,0,1,0,0,1,0,0,2013,36,2,1,14,-9,-7,0
2455,2013-09-04 10:00:00,37,1.54,1.54,1,0,0,1,0,0,0,1,0,2013,36,2,1,14,4,15,1
2456,2013-09-05 08:15:00,0,0.14,0.19,1,0,0,1,0,0,1,0,0,2013,36,3,1,23,-2,-62,-2
2457,2013-09-05 10:30:00,46,-0.18,-0.18,1,0,0,1,0,0,0,1,0,2013,36,3,1,56,-39,0,0
2458,2013-09-05 11:00:00,18,0.32,0.32,1,0,0,1,0,0,0,0,1,2013,36,3,1,38,-30,-3,0
2459,2013-09-09 15:00:00,12,-0.24,-0.52,0,0,1,0,0,1,0,1,0,2013,37,0,1,14,-9,0,0
2460,2013-09-10 07:30:00,45,0.35,0.35,1,0,0,1,0,0,0,1,0,2013,37,1,1,14,-1,1,0
2461,2013-09-10 10:00:00,43,-1.65,-1.54,0,0,1,0,0,1,0,0,1,2013,37,1,1,23,14,4,0
2462,2013-09-11 10:00:00,31,-0.01,-0.21,0,1,0,1,0,0,0,1,0,2013,37,2,1,40,30,1,0
2463,2013-09-11 10:30:00,18,0.05,0.05,1,0,0,1,0,0,0,0,1,2013,37,2,1,36,23,16,1
2464,2013-09-12 10:30:00,46,-0.4,-0.4,1,0,0,1,0,0,0,1,0,2013,37,3,1,54,47,-4,0
2465,2013-09-12 13:38:00,25,-0.34,-0.34,0,1,0,1,0,0,0,0,1,2013,37,3,1,15,-10,-3,0
2466,2013-09-13 09:55:00,58,-0.85,-0.65,0,0,1,0,1,0,1,0,0,2013,37,4,1,52,-43,-6,0
2467,2013-09-13 10:00:00,5,-1.0,-1.45,1,0,0,0,0,1,0,0,1,2013,37,4,1,53,-31,-6,0
2468,2013-09-16 08:30:00,21,-0.45,-0.45,0,0,1,1,0,0,0,0,1,2013,38,0,1,23,7,10,1
2469,2013-09-17 09:00:00,66,1.67,1.65,0,1,0,1,0,0,0,0,1,2013,38,1,1,17,5,-11,-1
2470,2013-09-17 10:00:00,44,-1.12,-1.05,0,0,1,0,0,1,0,0,1,2013,38,1,1,14,-6,-1,0
2471,2013-09-18 10:30:00,18,1.21,1.21,1,0,0,1,0,0,0,0,1,2013,38,2,1,11,-1,-2,0
2472,2013-09-18 14:00:00,26,0.0,0.0,1,0,0,1,0,0,0,0,1,2013,38,2,1,105,16,114,2
2473,2013-09-19 10:30:00,46,1.34,1.34,1,0,0,1,0,0,0,1,0,2013,38,3,1,30,5,-20,-1
2474,2013-09-23 09:00:00,32,-1.6,-1.63,0,0,1,0,0,1,0,0,1,2013,39,0,1,20,0,-1,0
2475,2013-09-24 09:59:00,64,-0.47,-0.47,0,0,1,1,0,0,0,1,0,2013,39,1,1,21,16,3,0
2476,2013-09-24 10:00:00,6,-0.77,-0.93,1,0,0,1,0,0,1,0,0,2013,39,1,1,21,16,3,0
2477,2013-09-25 10:00:00,47,0.16,0.09,1,0,0,0,0,1,1,0,0,2013,39,2,1,14,1,8,0
2478,2013-09-25 10:30:00,18,-0.74,-0.74,1,0,0,1,0,0,0,0,1,2013,39,2,1,17,12,12,1
2479,2013-09-26 10:00:00,50,-0.03,0.14,0,0,1,1,0,0,1,0,0,2013,39,3,1,19,2,-15,-1
2480,2013-09-26 10:30:00,46,-1.58,-1.58,1,0,0,1,0,0,0,1,0,2013,39,3,1,30,-6,-3,0
2481,2013-09-27 09:55:00,63,-1.28,0.6,0,0,1,1,0,0,0,0,1,2013,39,4,1,15,6,-6,0
2482,2013-09-30 09:45:00,10,0.03,0.03,0,1,0,1,0,0,0,0,1,2013,40,0,1,25,-12,-4,0
2483,2013-10-01 01:00:00,67,-1.49,-1.49,0,0,1,1,0,0,0,1,0,2013,40,1,1,20,5,-6,0
2484,2013-10-01 09:00:00,29,0.38,1.35,1,0,0,1,0,0,0,1,0,2013,40,1,1,21,4,-6,0
2485,2013-10-02 08:15:00,0,-0.42,-0.99,0,0,1,0,0,1,1,0,0,2013,40,2,1,21,-6,69,2
2486,2013-10-02 10:30:00,18,-0.29,-0.29,1,0,0,1,0,0,0,0,1,2013,40,2,1,20,-5,11,1
2487,2013-10-03 08:30:00,69,-0.85,-0.87,0,1,0,1,0,0,1,0,0,2013,40,3,1,14,-7,-4,0
2488,2013-10-03 10:00:00,40,-1.04,-1.04,0,0,1,1,0,0,1,0,0,2013,40,3,1,41,10,19,1
2489,2013-10-03 10:30:00,46,0.05,0.05,1,0,0,1,0,0,0,1,0,2013,40,3,1,34,12,16,1
2490,2013-10-07 15:00:00,12,0.2,0.29,0,1,0,1,0,0,0,1,0,2013,41,0,1,5,-1,0,0
2491,2013-10-08 07:30:00,45,-0.38,-0.38,0,0,1,1,0,0,0,1,0,2013,41,1,1,9,4,0,0
2492,2013-10-08 10:00:00,37,-1.67,-1.67,0,0,1,1,0,0,0,1,0,2013,41,1,1,26,8,5,0
2493,2013-10-09 10:30:00,18,-1.35,-1.35,1,0,0,1,0,0,0,0,1,2013,41,2,1,16,11,3,0
2494,2013-10-10 08:30:00,69,-1.72,-1.71,0,0,1,1,0,0,1,0,0,2013,41,3,1,17,1,-20,-1
2495,2013-10-10 10:30:00,46,0.41,0.41,1,0,0,1,0,0,0,1,0,2013,41,3,1,19,9,20,1
2496,2013-10-11 09:55:00,58,0.59,0.41,0,0,1,0,1,0,1,0,0,2013,41,4,1,16,-5,3,0
2497,2013-10-15 08:30:00,21,-0.53,-0.53,0,0,1,1,0,0,0,0,1,2013,42,1,1,8,0,-4,0
2498,2013-10-16 10:00:00,44,-1.14,-1.11,0,0,1,0,0,1,0,0,1,2013,42,2,1,27,-16,-44,-2
2499,2013-10-17 08:30:00,69,0.13,0.18,1,0,0,1,0,0,1,0,0,2013,42,3,1,31,12,9,0
2500,2013-10-17 10:00:00,53,-0.48,-0.48,0,1,0,1,0,0,1,0,0,2013,42,3,1,34,26,0,0
2501,2013-10-21 10:00:00,23,-0.4,-0.65,1,0,0,0,0,1,1,0,0,2013,43,0,1,18,-7,15,1
2502,2013-10-21 10:30:00,18,0.46,0.46,1,0,0,1,0,0,0,0,1,2013,43,0,1,23,16,1,0
2503,2013-10-22 09:00:00,66,0.13,0.09,0,0,1,1,0,0,0,0,1,2013,43,1,1,78,48,18,1
2504,2013-10-22 09:59:00,64,-0.17,-0.17,0,1,0,1,0,0,0,1,0,2013,43,1,1,40,23,26,2
2505,2013-10-22 10:00:00,11,0.18,0.68,1,0,0,0,1,0,0,1,0,2013,43,1,1,40,23,26,2
2506,2013-10-22 10:30:00,46,0.32,0.32,1,0,0,1,0,0,0,1,0,2013,43,1,1,36,30,5,0
2507,2013-10-23 08:30:00,41,0.97,1.3,1,0,0,0,1,0,0,0,1,2013,43,2,1,12,8,9,0
2508,2013-10-23 09:00:00,35,-1.26,-1.29,0,0,1,0,0,1,0,1,0,2013,43,2,1,16,10,25,2
2509,2013-10-23 10:30:00,18,0.61,0.61,1,0,0,1,0,0,0,0,1,2013,43,2,1,30,4,1,0
2510,2013-10-24 09:00:00,32,-1.23,-0.94,0,0,1,1,0,0,0,0,1,2013,43,3,1,32,-18,13,1
2511,2013-10-24 10:00:00,43,1.27,1.35,0,1,0,0,1,0,0,0,1,2013,43,3,1,33,-9,0,0
2512,2013-10-24 10:30:00,46,0.04,0.04,1,0,0,1,0,0,0,1,0,2013,43,3,1,25,-13,-4,0
2513,2013-10-25 09:55:00,63,-1.6,-1.28,0,0,1,1,0,0,0,0,1,2013,43,4,1,23,11,4,0
2514,2013-10-25 10:00:00,31,-0.85,-1.09,0,0,1,0,0,1,0,1,0,2013,43,4,1,20,11,3,0
2515,2013-10-28 10:00:00,50,-1.35,-1.42,0,0,1,1,0,0,1,0,0,2013,44,0,1,17,-4,7,0
2516,2013-10-29 09:00:00,65,-0.07,0.04,0,1,0,1,0,0,0,0,1,2013,44,1,1,18,3,3,0
2517,2013-10-30 08:15:00,0,-1.22,-1.28,0,0,1,0,0,1,1,0,0,2013,44,2,1,21,5,-14,-1
2518,2013-10-30 10:30:00,18,0.34,0.34,1,0,0,1,0,0,0,0,1,2013,44,2,1,24,16,0,0
2519,2013-10-30 14:00:00,26,0.0,0.0,1,0,0,1,0,0,0,0,1,2013,44,2,1,58,4,-55,-2
2520,2013-10-30 16:30:00,25,-0.18,-0.18,0,1,0,1,0,0,0,0,1,2013,44,2,1,14,6,-1,0
2521,2013-10-31 08:30:00,69,0.47,0.5,1,0,0,1,0,0,1,0,0,2013,44,3,1,26,-14,9,0
2522,2013-10-31 09:45:00,10,1.68,1.68,0,1,0,1,0,0,0,0,1,2013,44,3,1,31,-11,-28,-2
2523,2013-10-31 10:30:00,46,-0.86,-0.86,1,0,0,1,0,0,0,1,0,2013,44,3,1,50,-43,-1,0
2524,2013-11-01 01:00:00,67,-0.54,-0.54,0,0,1,1,0,0,0,1,0,2013,44,4,1,7,3,-3,0
2525,2013-11-01 09:00:00,29,1.09,1.68,0,1,0,1,0,0,0,1,0,2013,44,4,1,13,-1,-12,-1
2526,2013-11-04 00:00:00,24,-1.64,-1.62,0,0,1,0,0,1,0,1,0,2013,45,0,1,7,-1,8,0
2527,2013-11-04 10:00:00,24,0.34,0.17,0,0,1,1,0,0,0,0,1,2013,45,0,1,26,15,5,0
2528,2013-11-06 10:00:00,7,0.44,-0.05,1,0,0,1,0,0,0,1,0,2013,45,2,1,46,34,-15,-1
2529,2013-11-06 10:30:00,18,0.66,0.66,1,0,0,1,0,0,0,0,1,2013,45,2,1,33,20,-11,-1
2530,2013-11-07 10:30:00,46,1.18,1.18,1,0,0,1,0,0,0,1,0,2013,45,3,1,26,0,34,2
2531,2013-11-07 15:00:00,12,-0.05,0.21,0,1,0,0,1,0,0,1,0,2013,45,3,1,26,-6,-8,0
2532,2013-11-08 09:55:00,58,0.32,-1.05,0,0,1,0,0,1,1,0,0,2013,45,4,1,53,-42,-5,0
2533,2013-11-11 14:25:00,45,-0.5,-0.5,0,0,1,1,0,0,0,1,0,2013,46,0,1,6,-2,-1,0
2534,2013-11-13 14:00:00,25,-0.42,-0.42,0,1,0,1,0,0,0,0,1,2013,46,2,1,13,2,10,1
2535,2013-11-14 10:30:00,46,0.41,0.41,1,0,0,1,0,0,0,1,0,2013,46,3,1,38,5,34,2
2536,2013-11-14 11:00:00,18,-1.59,-1.59,1,0,0,1,0,0,0,0,1,2013,46,3,1,38,4,12,1
2537,2013-11-15 10:00:00,31,-0.52,-0.58,0,1,0,0,0,1,0,1,0,2013,46,4,1,22,13,-18,-1
2538,2013-11-18 09:00:00,66,0.63,0.65,0,1,0,1,0,0,0,0,1,2013,47,0,1,9,4,20,1
2539,2013-11-18 10:00:00,44,-0.66,-0.67,0,0,1,0,0,1,0,0,1,2013,47,0,1,23,18,-14,-1
2540,2013-11-19 08:30:00,22,-0.24,-0.24,0,0,1,1,0,0,0,0,1,2013,47,1,1,19,0,0,0
2541,2013-11-20 10:30:00,18,-1.13,-1.13,1,0,0,1,0,0,0,0,1,2013,47,2,1,83,-54,-38,-2
2542,2013-11-21 09:00:00,32,1.26,1.23,0,1,0,0,1,0,0,0,1,2013,47,3,1,21,-3,-11,-1
2543,2013-11-21 10:00:00,53,-1.08,-1.08,0,0,1,1,0,0,1,0,0,2013,47,3,1,25,-15,16,1
2544,2013-11-21 10:30:00,46,1.52,1.52,1,0,0,1,0,0,0,1,0,2013,47,3,1,32,-8,24,2
2545,2013-11-22 10:00:00,43,0.18,0.18,1,0,0,1,0,0,0,0,1,2013,47,4,1,23,15,-6,0
2546,2013-11-25 10:00:00,50,0.54,0.57,0,0,1,0,1,0,1,0,0,2013,48,0,1,19,-9,7,0
2547,2013-11-26 00:00:00,4,0.94,0.78,0,1,0,1,0,0,0,1,0,2013,48,1,1,6,3,-1,0
2548,2013-11-26 08:30:00,4,1.33,1.35,0,1,0,1,0,0,1,0,0,2013,48,1,1,15,-5,-14,-1
2549,2013-11-26 09:59:00,64,1.01,1.01,0,1,0,1,0,0,0,1,0,2013,48,1,1,30,-14,27,2
2550,2013-11-26 10:00:00,6,-0.43,-0.11,0,0,1,0,1,0,1,0,0,2013,48,1,1,30,-14,27,2
2551,2013-11-27 09:45:00,10,-0.09,-0.09,0,1,0,1,0,0,0,0,1,2013,48,2,1,24,-15,-8,0
2552,2013-11-27 09:55:00,63,1.08,0.25,0,1,0,1,0,0,0,0,1,2013,48,2,1,32,-9,-7,0
