,datetime,new_id,forecast_error_ratio_zscore,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_60_after,direction_agg_0_60_after
1036,2009-11-30 09:45:00,10,0.31,0.31,0,1,0,1,0,0,1,0,0,2009,49,0,1,34,-7,14,1
1037,2009-12-01 00:00:00,67,-0.13,-0.13,0,1,0,1,0,0,0,1,0,2009,49,1,1,20,-1,-9,0
1038,2009-12-02 08:15:00,0,0.14,-0.02,0,0,1,0,1,0,1,0,0,2009,49,2,1,18,3,-21,-2
1039,2009-12-02 10:30:00,18,-1.58,-1.58,1,0,0,1,0,0,0,0,1,2009,49,2,1,28,0,-31,-2
1040,2009-12-03 10:00:00,40,-1.29,-1.29,0,0,1,1,0,0,1,0,0,2009,49,3,1,48,-14,4,0
1041,2009-12-03 10:30:00,46,-1.29,-1.29,1,0,0,1,0,0,0,1,0,2009,49,3,1,37,5,16,1
1042,2009-12-04 10:00:00,24,1.33,1.33,0,1,0,0,1,0,0,0,1,2009,49,4,1,37,16,-46,-2
1043,2009-12-07 15:00:00,12,0.92,0.98,0,1,0,0,1,0,0,1,0,2009,50,0,1,51,-38,-11,-1
1044,2009-12-08 10:00:00,37,-0.5,-0.5,0,0,1,1,0,0,0,1,0,2009,50,1,1,35,22,-32,-2
1045,2009-12-09 10:00:00,31,-1.71,-1.64,0,0,1,0,0,1,0,1,0,2009,50,2,1,38,-1,33,2
1046,2009-12-09 10:30:00,18,1.32,1.32,1,0,0,1,0,0,0,0,1,2009,50,2,1,36,5,11,1
1047,2009-12-10 10:30:00,46,0.6,0.6,1,0,0,1,0,0,0,1,0,2009,50,3,1,53,-35,2,0
1048,2009-12-10 14:00:00,25,0.51,0.51,0,1,0,1,0,0,0,0,1,2009,50,3,1,31,13,6,0
1049,2009-12-11 09:55:00,58,1.25,1.1,0,1,0,0,1,0,1,0,0,2009,50,4,1,80,-64,-42,-2
1050,2009-12-11 10:00:00,5,-1.57,-1.54,0,0,1,0,1,0,0,0,1,2009,50,4,1,65,-53,-32,-2
1051,2009-12-15 09:00:00,66,-0.58,-0.6,0,0,1,1,0,0,1,0,0,2009,51,1,1,33,-3,14,1
1052,2009-12-15 13:00:00,44,-0.83,-0.51,0,0,1,1,0,0,0,1,0,2009,51,1,1,21,-1,-2,0
1053,2009-12-16 10:30:00,18,0.02,0.02,1,0,0,1,0,0,0,0,1,2009,51,2,1,51,21,6,0
1054,2009-12-16 14:15:00,26,0.0,0.0,1,0,0,1,0,0,1,0,0,2009,51,2,1,44,6,-34,-2
1055,2009-12-17 08:30:00,69,-0.95,-0.87,0,0,1,1,0,0,1,0,0,2009,51,3,1,39,-24,22,2
1056,2009-12-17 10:30:00,46,0.11,0.11,1,0,0,1,0,0,0,1,0,2009,51,3,1,36,-14,-7,0
1057,2009-12-22 09:59:00,64,-1.65,-1.65,0,0,1,1,0,0,0,1,0,2009,52,1,1,53,-31,-39,-2
1058,2009-12-22 10:00:00,23,0.27,0.32,0,1,0,1,0,0,1,0,0,2009,52,1,1,53,-31,-39,-2
1059,2009-12-22 10:02:00,35,1.49,-0.76,0,1,0,0,0,1,0,1,0,2009,52,1,1,53,-31,-39,-2
1060,2009-12-23 09:55:00,63,-1.01,-1.59,0,0,1,1,0,0,0,0,1,2009,52,2,1,33,5,45,2
1061,2009-12-23 10:00:00,47,-1.39,-1.4,0,0,1,0,0,1,1,0,0,2009,52,2,1,46,2,52,2
1062,2009-12-23 10:30:00,18,0.34,0.34,1,0,0,1,0,0,0,0,1,2009,52,2,1,70,26,7,0
1063,2009-12-24 10:30:00,46,-0.17,-0.17,1,0,0,1,0,0,0,1,0,2009,52,3,1,25,4,-13,-1
1064,2009-12-29 09:00:00,65,-1.03,-1.14,0,0,1,1,0,0,0,0,1,2009,52,1,1,28,-16,-12,-1
1065,2009-12-29 10:00:00,6,0.05,0.14,1,0,0,0,1,0,1,0,0,2009,52,1,1,38,-12,-13,-1
1066,2009-12-30 09:45:00,10,0.56,0.56,0,1,0,1,0,0,1,0,0,2009,52,2,1,46,-31,-1,0
1067,2009-12-30 10:30:00,18,-0.16,-0.16,1,0,0,1,0,0,0,0,1,2009,52,2,1,27,0,-1,0
1068,2009-12-31 08:30:00,69,1.0,0.87,0,1,0,1,0,0,1,0,0,2009,52,3,1,43,-11,-13,-1
1069,2009-12-31 10:30:00,46,-0.04,-0.04,1,0,0,1,0,0,0,1,0,2009,52,3,1,84,-62,14,1
1070,2010-01-05 00:00:00,67,-0.06,-0.06,0,1,0,1,0,0,0,1,0,2010,2,1,1,28,-1,41,2
1071,2010-01-06 08:15:00,0,0.38,0.91,0,0,1,0,1,0,1,0,0,2010,2,2,1,24,0,14,1
1072,2010-01-06 10:00:00,40,0.2,0.2,0,0,1,1,0,0,1,0,0,2010,2,2,1,34,-7,24,2
1073,2010-01-06 10:30:00,18,-1.36,-1.36,1,0,0,1,0,0,0,0,1,2010,2,2,1,50,30,26,2
1074,2010-01-07 08:30:00,69,0.42,0.41,0,1,0,1,0,0,1,0,0,2010,2,3,1,42,-20,26,2
1075,2010-01-07 10:30:00,46,-0.26,-0.26,1,0,0,1,0,0,0,1,0,2010,2,3,1,40,-18,-12,-1
1076,2010-01-08 10:00:00,31,-1.75,-1.75,0,0,1,0,0,1,0,1,0,2010,2,4,1,70,-31,-28,-2
1077,2010-01-08 15:00:00,12,-0.51,-0.52,0,0,1,0,0,1,0,1,0,2010,2,4,1,20,-5,1,0
1078,2010-01-12 08:30:00,68,-0.02,-0.03,0,0,1,1,0,0,1,0,0,2010,3,1,1,40,-6,1,0
1079,2010-01-12 10:00:00,37,1.22,1.22,1,0,0,1,0,0,0,1,0,2010,3,1,1,52,33,29,2
1080,2010-01-13 10:30:00,18,-0.55,-0.55,1,0,0,1,0,0,0,0,1,2010,3,2,1,69,-48,-18,-1
1081,2010-01-13 14:00:00,25,-0.34,-0.34,0,0,1,1,0,0,0,0,1,2010,3,2,1,28,-1,0,0
1082,2010-01-14 10:00:00,5,-1.42,-1.59,0,0,1,0,0,1,0,0,1,2010,3,3,1,36,-17,-1,0
1083,2010-01-14 10:30:00,46,0.19,0.19,1,0,0,1,0,0,0,1,0,2010,3,3,1,27,2,-12,-1
1084,2010-01-15 09:55:00,58,-0.13,-0.65,0,0,1,0,0,1,1,0,0,2010,3,4,1,34,14,-20,-1
1085,2010-01-19 09:00:00,66,1.7,1.68,0,1,0,1,0,0,1,0,0,2010,4,1,1,32,10,10,1
1086,2010-01-19 13:00:00,44,-0.63,-0.33,0,0,1,1,0,0,0,1,0,2010,4,1,1,31,23,-5,0
1087,2010-01-21 08:30:00,69,-1.6,-1.64,0,0,1,1,0,0,1,0,0,2010,4,3,1,28,-7,27,2
1088,2010-01-21 10:30:00,46,1.28,1.28,1,0,0,1,0,0,0,1,0,2010,4,3,1,64,-49,-5,0
1089,2010-01-21 11:00:00,18,0.68,0.68,1,0,0,1,0,0,0,0,1,2010,4,3,1,71,-46,64,2
1090,2010-01-25 10:00:00,23,-1.33,-1.34,0,0,1,1,0,0,1,0,0,2010,5,0,1,23,0,0,0
1091,2010-01-26 09:00:00,65,-1.22,-1.17,0,0,1,1,0,0,0,0,1,2010,5,1,1,36,-14,-20,-1
1092,2010-01-26 09:59:00,64,-1.04,-1.04,0,0,1,1,0,0,0,1,0,2010,5,1,1,22,-8,2,0
1093,2010-01-27 10:00:00,47,-0.13,0.36,0,0,1,0,1,0,1,0,0,2010,5,2,1,33,9,-9,0
1094,2010-01-27 10:30:00,18,1.33,1.33,1,0,0,1,0,0,0,0,1,2010,5,2,1,29,-4,-5,0
1095,2010-01-27 14:16:00,26,0.0,0.0,1,0,0,1,0,0,1,0,0,2010,5,2,1,37,13,-23,-2
1096,2010-01-28 10:30:00,46,-1.13,-1.13,1,0,0,1,0,0,0,1,0,2010,5,3,1,45,-29,5,0
1097,2010-01-29 09:45:00,10,0.36,0.36,0,1,0,1,0,0,0,0,1,2010,5,4,1,43,-31,-10,-1
1098,2010-01-29 09:55:00,63,0.42,0.22,0,1,0,1,0,0,0,0,1,2010,5,4,1,45,-28,-15,-1
1099,2010-02-02 00:00:00,67,-0.62,-0.62,0,0,1,1,0,0,0,1,0,2010,6,1,1,47,21,7,0
1100,2010-02-02 10:00:00,50,-0.51,-0.51,0,1,0,0,0,1,1,0,0,2010,6,1,1,23,15,7,0
1101,2010-02-03 08:15:00,0,1.69,1.7,0,1,0,0,1,0,1,0,0,2010,6,2,1,21,-12,-41,-2
1102,2010-02-03 10:00:00,40,0.14,0.14,0,0,1,1,0,0,1,0,0,2010,6,2,1,20,1,-38,-2
1103,2010-02-03 10:30:00,18,-0.97,-0.97,1,0,0,1,0,0,0,0,1,2010,6,2,1,45,-23,-1,0
1104,2010-02-04 10:00:00,24,0.04,0.0,0,1,0,1,0,0,0,0,1,2010,6,3,1,28,-10,-13,-1
1105,2010-02-04 10:30:00,46,-0.57,-0.57,1,0,0,1,0,0,0,1,0,2010,6,3,1,52,-40,-16,-1
1106,2010-02-05 15:00:00,12,0.87,0.6,0,1,0,0,0,1,0,1,0,2010,6,4,1,40,27,27,2
1107,2010-02-10 08:30:00,68,-0.84,-0.86,0,0,1,1,0,0,1,0,0,2010,7,2,1,56,-21,-24,-2
1108,2010-02-11 08:30:00,69,1.46,1.37,0,1,0,1,0,0,1,0,0,2010,7,3,1,34,2,-42,-2
1109,2010-02-12 09:55:00,58,0.05,0.1,0,0,1,0,1,0,1,0,0,2010,7,4,1,77,0,34,2
1110,2010-02-12 10:00:00,5,1.16,0.97,0,1,0,0,0,1,0,0,1,2010,7,4,1,77,36,-9,0
1111,2010-02-12 10:30:00,46,0.62,0.62,1,0,0,1,0,0,0,1,0,2010,7,4,1,93,61,-11,-1
1112,2010-02-12 11:00:00,18,-0.06,-0.06,1,0,0,1,0,0,0,0,1,2010,7,4,1,44,9,12,1
1113,2010-02-16 08:30:00,21,0.39,0.39,0,1,0,1,0,0,0,0,1,2010,8,1,1,29,10,-8,0
1114,2010-02-16 09:00:00,66,-0.31,-0.34,0,1,0,1,0,0,1,0,0,2010,8,1,1,37,28,-16,-1
1115,2010-02-16 13:00:00,44,1.78,1.72,0,1,0,1,0,0,0,1,0,2010,8,1,1,27,-4,9,0
1116,2010-02-17 14:00:00,25,0.01,0.01,1,0,0,1,0,0,0,0,1,2010,8,2,1,44,-1,-6,0
1117,2010-02-18 10:30:00,46,0.17,0.17,1,0,0,1,0,0,0,1,0,2010,8,3,1,49,1,-17,-1
1118,2010-02-18 11:00:00,18,-0.24,-0.24,1,0,0,1,0,0,0,0,1,2010,8,3,1,34,-10,-54,-2
1119,2010-02-23 09:00:00,65,0.84,0.86,1,0,0,1,0,0,0,0,1,2010,9,1,1,47,-17,-4,0
1120,2010-02-23 09:59:00,64,1.63,1.63,0,1,0,1,0,0,0,1,0,2010,9,1,1,34,8,-8,0
1121,2010-02-23 10:00:00,6,-1.33,-1.25,0,0,1,0,1,0,1,0,0,2010,9,1,1,34,8,-8,0
1122,2010-02-24 10:00:00,47,-0.42,-0.12,0,0,1,0,1,0,1,0,0,2010,9,2,1,58,23,53,2
1123,2010-02-24 10:30:00,18,0.01,0.01,1,0,0,1,0,0,0,0,1,2010,9,2,1,50,8,12,1
1124,2010-02-25 10:02:00,35,-1.29,-1.46,0,0,1,0,0,1,0,1,0,2010,9,3,1,52,33,25,2
1125,2010-02-25 10:30:00,46,0.58,0.58,1,0,0,1,0,0,0,1,0,2010,9,3,1,52,42,-16,-1
1126,2010-02-26 09:45:00,10,-0.94,-0.94,0,1,0,1,0,0,0,0,1,2010,9,4,1,33,-1,50,2
1127,2010-02-26 09:55:00,63,0.5,0.13,1,0,0,1,0,0,0,0,1,2010,9,4,1,34,5,45,2
1128,2010-02-26 10:00:00,23,-1.08,-1.07,0,0,1,1,0,0,1,0,0,2010,9,4,1,35,12,40,2
1129,2010-03-02 00:00:00,67,-0.88,-0.88,0,0,1,1,0,0,0,1,0,2010,10,1,1,24,6,6,0
1130,2010-03-03 08:15:00,0,1.18,-1.67,1,0,0,0,0,1,1,0,0,2010,10,2,1,48,5,-6,0
1131,2010-03-03 10:00:00,40,1.48,1.48,0,1,0,1,0,0,1,0,0,2010,10,2,1,32,10,11,1
1132,2010-03-03 10:30:00,18,-0.29,-0.29,1,0,0,1,0,0,0,0,1,2010,10,2,1,37,13,71,2
1133,2010-03-04 10:30:00,46,-1.3,-1.3,1,0,0,1,0,0,0,1,0,2010,10,3,1,84,-54,1,0
1134,2010-03-05 15:00:00,12,1.17,0.45,0,1,0,0,0,1,0,1,0,2010,10,4,1,23,12,-1,0
1135,2010-03-09 10:00:00,37,-0.94,-0.94,0,0,1,1,0,0,0,1,0,2010,11,1,1,42,23,3,0
1136,2010-03-10 10:00:00,31,0.69,0.72,0,1,0,0,1,0,0,1,0,2010,11,2,1,29,3,33,2
1137,2010-03-10 10:30:00,18,1.22,1.22,1,0,0,1,0,0,0,0,1,2010,11,2,1,32,13,33,2
1138,2010-03-10 14:00:00,25,-0.3,-0.3,0,0,1,1,0,0,0,0,1,2010,11,2,1,15,-4,17,1
1139,2010-03-11 10:30:00,46,0.28,0.28,1,0,0,1,0,0,0,1,0,2010,11,3,1,46,23,9,0
1140,2010-03-12 09:55:00,58,-0.2,-0.34,0,0,1,1,0,0,1,0,0,2010,11,4,1,28,-13,10,1
1141,2010-03-12 10:00:00,5,0.78,0.91,0,1,0,0,1,0,0,0,1,2010,11,4,1,33,-7,6,0
1142,2010-03-15 08:30:00,21,0.18,0.18,0,1,0,1,0,0,0,0,1,2010,12,0,1,26,-16,-3,0
1143,2010-03-15 08:58:00,66,-0.78,-0.8,0,0,1,1,0,0,1,0,0,2010,12,0,1,20,-4,-9,0
1144,2010-03-15 13:00:00,44,-0.51,-0.33,0,0,1,1,0,0,0,1,0,2010,12,0,1,26,10,13,1
1145,2010-03-16 14:13:00,26,0.0,0.0,1,0,0,1,0,0,1,0,0,2010,12,1,1,61,7,-4,0
1146,2010-03-17 10:30:00,18,0.25,0.25,1,0,0,1,0,0,0,0,1,2010,12,2,1,27,11,-22,-2
1147,2010-03-18 10:30:00,46,-1.75,-1.75,1,0,0,1,0,0,0,1,0,2010,12,3,1,27,0,-56,-2
1148,2010-03-23 09:58:00,64,0.44,0.44,0,1,0,1,0,0,0,1,0,2010,13,1,1,36,-7,39,2
1149,2010-03-24 10:00:00,47,0.47,0.49,0,0,1,0,1,0,1,0,0,2010,13,2,1,34,11,3,0
1150,2010-03-24 10:30:00,18,-1.55,-1.55,1,0,0,1,0,0,0,0,1,2010,13,2,1,48,18,-20,-1
1151,2010-03-25 08:30:00,69,0.92,0.96,0,1,0,1,0,0,1,0,0,2010,13,3,1,34,-20,-6,0
1152,2010-03-25 10:30:00,46,0.21,0.21,1,0,0,1,0,0,0,1,0,2010,13,3,1,29,-19,34,2
1153,2010-03-26 09:55:00,63,-0.36,0.17,1,0,0,1,0,0,0,0,1,2010,13,4,1,39,-2,32,2
1154,2010-03-30 09:00:00,65,1.62,1.62,1,0,0,1,0,0,0,0,1,2010,14,1,1,28,-17,-16,-1
1155,2010-03-30 10:00:00,6,0.6,0.52,0,1,0,0,1,0,1,0,0,2010,14,1,1,41,-31,-22,-2
1156,2010-03-31 08:15:00,0,-1.71,-1.04,0,0,1,1,0,0,1,0,0,2010,14,2,1,27,4,25,2
1157,2010-03-31 09:45:00,10,-1.7,-1.7,0,0,1,1,0,0,0,0,1,2010,14,2,1,20,11,28,2
1158,2010-03-31 10:00:00,24,-0.72,-0.65,1,0,0,0,1,0,0,0,1,2010,14,2,1,26,12,8,0
1159,2010-03-31 10:30:00,18,0.66,0.66,1,0,0,1,0,0,0,0,1,2010,14,2,1,36,25,-15,-1
1160,2010-04-01 01:00:00,67,0.57,0.57,0,1,0,1,0,0,0,1,0,2010,14,3,1,17,-5,14,1
1161,2010-04-01 08:30:00,69,-0.06,-0.47,1,0,0,1,0,0,1,0,0,2010,14,3,1,42,-32,27,2
1162,2010-04-01 10:30:00,46,1.24,1.24,1,0,0,1,0,0,0,1,0,2010,14,3,1,34,10,43,2
1163,2010-04-07 10:30:00,18,0.13,0.13,1,0,0,1,0,0,0,0,1,2010,15,2,1,22,5,-2,0
1164,2010-04-07 15:00:00,12,-1.79,-1.79,0,0,1,0,1,0,0,1,0,2010,15,2,1,18,10,-21,-2
1165,2010-04-08 08:30:00,69,-1.63,-1.64,0,0,1,1,0,0,1,0,0,2010,15,3,1,22,-1,8,0
1166,2010-04-08 10:30:00,46,0.04,0.04,1,0,0,1,0,0,0,1,0,2010,15,3,1,48,27,9,0
1167,2010-04-09 10:00:00,31,0.15,-0.07,0,0,1,0,0,1,0,1,0,2010,15,4,1,89,53,14,1
1168,2010-04-12 14:00:00,25,0.3,0.3,1,0,0,1,0,0,0,0,1,2010,16,0,1,11,-4,15,1
1169,2010-04-13 10:00:00,37,1.13,1.13,0,1,0,1,0,0,0,1,0,2010,16,1,1,59,-46,-12,-1
1170,2010-04-14 10:00:00,5,-0.07,-0.67,0,0,1,0,0,1,0,0,1,2010,16,2,1,32,-11,-5,0
1171,2010-04-14 10:30:00,18,1.31,1.31,1,0,0,1,0,0,0,0,1,2010,16,2,1,37,1,24,2
1172,2010-04-15 08:29:00,21,0.49,0.49,0,1,0,1,0,0,0,0,1,2010,16,3,1,27,15,2,0
1173,2010-04-15 08:30:00,69,-1.44,-1.38,0,0,1,1,0,0,1,0,0,2010,16,3,1,27,15,2,0
1174,2010-04-15 09:00:00,66,-0.11,-0.23,0,1,0,0,0,1,1,0,0,2010,16,3,1,29,11,3,0
1175,2010-04-15 10:00:00,53,-0.15,-0.15,0,1,0,1,0,0,1,0,0,2010,16,3,1,28,2,12,1
1176,2010-04-15 10:30:00,46,0.09,0.09,1,0,0,1,0,0,0,1,0,2010,16,3,1,25,6,3,0
1177,2010-04-15 13:00:00,44,1.49,1.49,0,1,0,1,0,0,0,1,0,2010,16,3,1,36,29,-10,-1
1178,2010-04-16 09:55:00,58,-1.19,-0.98,0,0,1,0,1,0,1,0,0,2010,16,4,1,26,-8,20,1
1179,2010-04-19 10:00:00,7,0.68,1.73,0,1,0,0,1,0,0,1,0,2010,17,0,1,41,27,17,1
1180,2010-04-21 10:30:00,18,-1.7,-1.7,1,0,0,1,0,0,0,0,1,2010,17,2,1,28,-5,-10,-1
1181,2010-04-22 10:30:00,46,0.05,0.05,1,0,0,1,0,0,0,1,0,2010,17,3,1,74,2,-24,-2
1182,2010-04-23 10:00:00,47,1.68,1.58,0,1,0,0,1,0,1,0,0,2010,17,4,1,54,28,57,2
1183,2010-04-27 09:00:00,65,-1.69,-1.69,0,0,1,1,0,0,0,0,1,2010,18,1,1,23,0,7,0
1184,2010-04-27 09:59:00,64,1.26,1.26,0,1,0,1,0,0,0,1,0,2010,18,1,1,39,13,0,0
1185,2010-04-27 10:00:00,6,0.81,0.74,0,1,0,1,0,0,1,0,0,2010,18,1,1,39,13,0,0
1186,2010-04-28 10:30:00,18,0.3,0.3,1,0,0,1,0,0,0,0,1,2010,18,2,1,51,-25,9,0
1187,2010-04-28 14:14:00,26,0.0,0.0,1,0,0,1,0,0,1,0,0,2010,18,2,1,27,0,30,2
1188,2010-04-29 08:30:00,69,0.52,0.42,0,0,1,1,0,0,1,0,0,2010,18,3,1,21,2,-17,-1
1189,2010-04-29 10:30:00,46,-0.93,-0.93,1,0,0,1,0,0,0,1,0,2010,18,3,1,39,8,-19,-1
1190,2010-04-30 09:45:00,10,0.33,0.33,0,1,0,1,0,0,0,0,1,2010,18,4,1,25,3,-19,-1
1191,2010-04-30 09:55:00,63,0.77,1.07,0,1,0,1,0,0,0,0,1,2010,18,4,1,32,2,-20,-1
1192,2010-05-03 01:00:00,67,-0.8,-0.8,0,0,1,1,0,0,0,1,0,2010,19,0,1,29,10,15,1
1193,2010-05-05 08:15:00,0,0.17,1.37,1,0,0,0,1,0,1,0,0,2010,19,2,1,34,-11,-95,-2
1194,2010-05-05 10:00:00,40,-0.78,-0.78,0,0,1,1,0,0,1,0,0,2010,19,2,1,66,0,22,2
1195,2010-05-05 10:30:00,18,0.07,0.07,1,0,0,1,0,0,0,0,1,2010,19,2,1,56,26,16,1
1196,2010-05-06 10:30:00,46,0.18,0.18,1,0,0,1,0,0,0,1,0,2010,19,3,1,54,9,-27,-2
1197,2010-05-07 15:00:00,12,0.47,0.49,0,1,0,0,1,0,0,1,0,2010,19,4,1,33,0,-13,-1
1198,2010-05-11 07:30:00,45,0.0,0.0,0,1,0,1,0,0,0,1,0,2010,20,1,1,39,-9,17,1
1199,2010-05-12 08:30:00,68,0.39,0.34,1,0,0,1,0,0,1,0,0,2010,20,2,1,26,2,2,0
1200,2010-05-12 10:30:00,18,0.41,0.41,1,0,0,1,0,0,0,0,1,2010,20,2,1,47,31,-57,-2
1201,2010-05-12 14:00:00,25,-1.79,-1.79,0,0,1,1,0,0,0,1,0,2010,20,2,1,41,-32,2,0
1202,2010-05-13 10:30:00,46,1.08,1.08,1,0,0,1,0,0,0,1,0,2010,20,3,1,36,16,27,2
1203,2010-05-14 09:55:00,58,0.94,1.42,1,0,0,0,1,0,1,0,0,2010,20,4,1,83,-63,-12,-1
1204,2010-05-14 10:00:00,5,0.11,0.36,1,0,0,0,1,0,0,0,1,2010,20,4,1,90,-53,-12,-1
1205,2010-05-17 08:30:00,21,-1.6,-1.6,0,0,1,1,0,0,0,0,1,2010,21,0,1,41,-1,54,2
1206,2010-05-17 09:00:00,66,0.53,0.53,0,1,0,1,0,0,1,0,0,2010,21,0,1,35,-16,36,2
1207,2010-05-17 13:00:00,44,0.57,0.57,0,1,0,1,0,0,0,1,0,2010,21,0,1,51,32,17,1
1208,2010-05-19 10:30:00,18,0.69,0.69,1,0,0,1,0,0,0,0,1,2010,21,2,1,110,51,-25,-2
1209,2010-05-20 08:30:00,69,-1.78,-1.73,0,0,1,1,0,0,1,0,0,2010,21,3,1,43,-2,44,2
1210,2010-05-20 10:30:00,46,0.48,0.48,1,0,0,1,0,0,0,1,0,2010,21,3,1,79,-44,29,2
1211,2010-05-24 10:00:00,23,0.98,0.95,0,1,0,1,0,0,1,0,0,2010,22,0,1,51,-19,-2,0
1212,2010-05-25 09:00:00,65,0.1,-0.37,0,0,1,1,0,0,0,0,1,2010,22,1,1,57,-22,28,2
1213,2010-05-25 09:59:00,64,-0.33,-0.33,0,1,0,1,0,0,0,1,0,2010,22,1,1,75,41,0,0
1214,2010-05-26 10:00:00,47,0.84,0.91,0,1,0,0,1,0,1,0,0,2010,22,2,1,41,-5,-31,-2
1215,2010-05-26 10:30:00,18,-1.68,-1.68,1,0,0,1,0,0,0,0,1,2010,22,2,1,69,-48,-23,-2
1216,2010-05-27 10:30:00,46,0.0,0.0,1,0,0,1,0,0,0,1,0,2010,22,3,1,57,9,52,2
1217,2010-05-28 09:45:00,10,-1.04,-1.04,0,0,1,1,0,0,0,0,1,2010,22,4,1,59,-32,26,2
1218,2010-05-28 09:55:00,63,-0.78,-1.11,1,0,0,1,0,0,0,0,1,2010,22,4,1,59,-13,-9,0
1219,2010-06-02 01:00:00,67,0.91,0.91,0,1,0,1,0,0,0,1,0,2010,23,2,1,29,1,16,1
1220,2010-06-02 10:00:00,50,-0.27,-0.23,0,1,0,0,1,0,1,0,0,2010,23,2,1,41,12,2,0
1221,2010-06-03 08:15:00,0,0.07,0.55,0,0,1,0,1,0,1,0,0,2010,23,3,1,43,19,-11,-1
1222,2010-06-03 10:30:00,46,0.2,0.2,1,0,0,1,0,0,0,1,0,2010,23,3,1,67,-49,-3,0
1223,2010-06-03 11:00:00,18,1.07,1.07,1,0,0,1,0,0,0,0,1,2010,23,3,1,39,-19,-8,0
1224,2010-06-07 15:00:00,12,0.43,0.38,1,0,0,0,0,1,0,1,0,2010,24,0,1,20,-5,-19,-1
1225,2010-06-08 07:30:00,45,-0.71,-0.71,0,1,0,1,0,0,0,1,0,2010,24,1,1,30,4,14,1
1226,2010-06-08 10:00:00,37,-0.74,-0.74,0,0,1,1,0,0,0,1,0,2010,24,1,1,29,-2,1,0
1227,2010-06-09 10:00:00,31,-0.45,-0.49,0,1,0,0,0,1,0,1,0,2010,24,2,1,31,16,17,1
1228,2010-06-09 10:30:00,18,0.35,0.35,1,0,0,1,0,0,0,0,1,2010,24,2,1,28,0,25,2
1229,2010-06-10 10:30:00,46,-1.43,-1.43,1,0,0,1,0,0,0,1,0,2010,24,3,1,42,-2,14,1
1230,2010-06-10 14:00:00,25,0.45,0.45,1,0,0,1,0,0,0,0,1,2010,24,3,1,42,30,-2,0
1231,2010-06-11 09:55:00,58,0.92,0.29,0,1,0,1,0,0,1,0,0,2010,24,4,1,49,21,4,0
1232,2010-06-11 10:00:00,5,-0.15,-0.25,0,1,0,0,0,1,0,0,1,2010,24,4,1,49,32,-22,-2
1233,2010-06-15 09:00:00,66,-0.34,-0.29,0,1,0,1,0,0,1,0,0,2010,25,1,1,46,15,17,1
1234,2010-06-15 10:00:00,44,-1.35,-1.35,0,0,1,1,0,0,0,1,0,2010,25,1,1,29,5,18,1
1235,2010-06-16 10:30:00,18,-0.09,-0.09,1,0,0,1,0,0,0,0,1,2010,25,2,1,39,17,23,2
1236,2010-06-17 10:30:00,46,0.04,0.04,1,0,0,1,0,0,0,1,0,2010,25,3,1,46,-8,-23,-2
1237,2010-06-22 09:59:00,64,-0.7,-0.7,0,1,0,1,0,0,0,1,0,2010,26,1,1,28,-1,-5,0
1238,2010-06-23 10:00:00,47,-1.29,-1.42,0,0,1,0,0,1,1,0,0,2010,26,2,1,78,-50,3,0
1239,2010-06-23 10:30:00,18,-0.07,-0.07,1,0,0,1,0,0,0,0,1,2010,26,2,1,48,-24,-6,0
1240,2010-06-23 14:15:00,26,0.0,0.0,1,0,0,1,0,0,1,0,0,2010,26,2,1,41,29,24,2
1241,2010-06-24 10:30:00,46,0.28,0.28,1,0,0,1,0,0,0,1,0,2010,26,3,1,44,11,-9,0
1242,2010-06-25 09:55:00,63,-0.81,-1.04,1,0,0,1,0,0,0,0,1,2010,26,4,1,28,1,-7,0
1243,2010-06-29 09:00:00,65,0.54,0.63,0,1,0,1,0,0,0,0,1,2010,27,1,1,27,5,-34,-2
1244,2010-06-29 10:00:00,6,-1.07,-1.15,0,0,1,0,0,1,1,0,0,2010,27,1,1,53,-18,-12,-1
1245,2010-06-30 08:15:00,0,-0.43,-0.43,0,0,1,1,0,0,1,0,0,2010,27,2,1,38,-16,-26,-2
1246,2010-06-30 09:45:00,10,-0.13,-0.13,1,0,0,1,0,0,0,0,1,2010,27,2,1,35,-4,17,1
1247,2010-06-30 10:30:00,18,0.4,0.4,1,0,0,1,0,0,0,0,1,2010,27,2,1,55,32,8,0
1248,2010-07-01 01:00:00,67,-0.82,-0.82,0,0,1,1,0,0,0,1,0,2010,27,3,1,24,10,7,0
1249,2010-07-01 08:30:00,69,-0.87,-0.71,0,0,1,1,0,0,1,0,0,2010,27,3,1,60,51,16,1
1250,2010-07-01 10:30:00,46,1.33,1.33,1,0,0,1,0,0,0,1,0,2010,27,3,1,58,46,27,2
1251,2010-07-02 10:00:00,24,-1.47,-1.43,0,0,1,0,0,1,0,0,1,2010,27,4,1,34,1,9,0
1252,2010-07-06 10:00:00,40,-1.17,-1.17,0,0,1,1,0,0,1,0,0,2010,28,1,1,61,-6,68,2
1253,2010-07-08 08:30:00,69,1.15,1.21,0,1,0,1,0,0,1,0,0,2010,28,3,1,33,11,25,2
1254,2010-07-08 10:30:00,46,-1.01,-1.01,1,0,0,1,0,0,0,1,0,2010,28,3,1,36,-6,-16,-1
