,datetime,new_id,forecast_error_ratio_zscore,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_60_after,direction_agg_0_60_after
601,2009-12-24 08:30:00,32_8,1.3900000000000001,1.3900000000000001,0,2,0,1,1,0,2,2009,52,3,2,18,-13,-11,8,-13,0,10,-9,4,10,-7,0,12,-12,-8,11,-16,-4,35,-12,-28,-2
602,2009-12-29 10:00:00,4,0.05,0.14,1,0,0,0,1,0,1,2009,52,1,1,18,-10,-9,17,0,10,10,-3,-4,14,0,3,9,0,0,9,-3,-4,38,-12,-13,-1
603,2009-12-30 09:45:00,6,0.56,0.56,0,1,0,1,0,0,1,2009,52,2,1,15,-7,-8,17,2,8,15,-2,-5,9,-5,-4,9,0,2,9,3,3,46,-31,-1,0
604,2009-12-31 08:30:00,32,1.0,0.87,0,1,0,1,0,0,1,2009,52,3,1,31,-25,-23,15,-17,7,8,-20,-2,9,-22,-3,7,-20,2,24,-4,15,43,-11,-13,-1
605,2010-01-04 10:00:00,17,0.47,0.47,0,1,0,1,0,0,1,2010,2,0,1,18,-2,1,21,9,11,15,-4,-12,24,-20,-16,12,-16,2,13,-7,8,37,-15,22,2
606,2010-01-05 10:00:00,24,-1.05,-1.05,0,0,1,0,1,0,1,2010,2,1,1,23,17,16,15,7,-11,9,9,3,16,20,9,11,12,-5,19,21,9,41,-5,7,0
607,2010-01-06 08:15:00,0,0.38,0.91,0,0,1,0,1,0,1,2010,2,2,1,22,19,17,13,11,-8,11,14,4,11,13,-1,17,21,10,10,23,2,24,0,14,1
608,2010-01-06 10:00:00,18,0.2,0.2,0,0,1,1,0,0,1,2010,2,2,1,28,21,22,23,34,14,11,29,-4,12,28,-1,10,24,-5,17,33,10,34,-7,24,2
609,2010-01-07 08:30:00,32,0.42,0.41,0,1,0,1,0,0,1,2010,2,3,1,18,11,10,11,11,1,11,9,-3,9,13,4,10,20,7,8,21,2,42,-20,26,2
610,2010-01-08 08:30:00,22_33,-1.1099999999999999,-1.1099999999999999,0,1,1,1,1,0,2,2010,2,4,2,85,42,37,36,76,32,23,73,1,26,85,13,34,117,30,17,115,0,108,8,99,2
611,2010-01-12 08:30:00,31,-0.02,-0.03,0,0,1,1,0,0,1,2010,3,1,1,18,-6,-8,13,0,6,10,0,1,18,8,7,13,0,-7,20,-13,-12,40,-6,1,0
612,2010-01-14 08:30:00,32_10_29,-3.94,-3.2600000000000002,0,0,3,1,2,0,3,2010,3,3,3,26,-3,-2,21,9,12,20,2,-7,18,-3,-5,18,4,7,18,10,2,40,10,-17,-1
613,2010-01-15 08:30:00,7,-0.24,-0.24,1,0,0,1,0,0,1,2010,3,4,1,17,0,0,17,-2,-2,14,1,4,15,-1,-3,14,3,4,14,3,-1,26,-17,14,1
614,2010-01-15 09:55:00,28,-0.13,-0.65,0,0,1,0,0,1,1,2010,3,4,1,13,-1,-2,23,-16,-14,17,-26,-10,10,-19,7,10,-19,-1,12,-16,4,34,14,-20,-1
615,2010-01-19 09:00:00,30,1.7,1.68,0,1,0,1,0,0,1,2010,4,1,1,21,-8,-10,16,-18,-9,14,-8,9,10,-11,-3,16,-1,11,8,2,2,32,10,10,1
616,2010-01-20 08:30:00,23_3,1.97,1.8800000000000001,0,2,0,2,0,0,2,2010,4,2,2,21,6,8,9,11,6,12,8,-2,13,-4,-12,11,0,3,12,4,3,27,-13,5,0
617,2010-01-21 08:30:00,32,-1.6,-1.64,0,0,1,1,0,0,1,2010,4,3,1,18,7,9,19,21,12,12,14,-5,9,10,-6,13,12,2,12,6,-5,28,-7,27,2
618,2010-01-21 10:00:00,25,-1.08,-1.08,0,0,1,1,0,0,1,2010,4,3,1,9,4,6,12,6,3,10,1,-5,16,-6,-8,29,-31,-26,18,-44,-13,30,15,-53,-2
619,2010-01-25 10:00:00,14,-1.33,-1.34,0,0,1,1,0,0,1,2010,5,0,1,13,-8,-5,17,-17,-8,10,-17,0,10,-13,3,12,-8,4,14,-4,4,23,0,0,0
620,2010-01-26 10:00:00,4,0.9,0.81,0,1,0,0,1,0,1,2010,5,1,1,13,5,3,17,15,10,15,19,5,14,16,-3,10,10,-6,16,2,-8,22,-8,2,0
621,2010-01-27 10:00:00,21,-0.13,0.36,0,0,1,0,1,0,1,2010,5,2,1,15,5,2,14,14,8,18,1,-11,13,-7,-7,11,-2,5,12,3,4,33,9,-9,0
622,2010-01-27 14:16:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,5,2,1,31,-18,-14,30,-31,-18,14,-39,-9,15,-41,-1,25,-23,19,31,-9,13,37,13,-23,-2
623,2010-01-28 08:30:00,32_8,0.39,0.6,0,1,1,2,0,0,2,2010,5,3,2,15,-3,-5,12,-3,0,10,3,3,12,6,2,8,2,-4,8,1,-1,47,-16,2,0
624,2010-01-29 08:30:00,1,0.55,0.04,0,1,0,0,0,1,1,2010,5,4,1,35,-19,-18,12,-19,-2,16,-10,8,11,-5,1,16,-15,-9,12,-16,-1,37,6,-28,-2
625,2010-02-01 10:00:00,17,0.91,0.91,0,1,0,1,0,0,1,2010,6,0,1,26,-20,-19,14,-17,3,11,-13,5,11,-11,1,15,-5,6,13,-14,-11,37,8,-20,-1
626,2010-02-02 10:00:00,24,-0.51,-0.51,0,1,0,0,0,1,1,2010,6,1,1,15,-7,-10,9,-10,-3,17,-19,-8,10,-11,7,10,-5,5,19,2,7,23,15,7,0
627,2010-02-03 08:15:00,0,1.69,1.7,0,1,0,0,1,0,1,2010,6,2,1,7,-4,-4,11,-9,-6,11,-21,-11,4,-19,2,5,-19,-1,13,-28,-9,21,-12,-41,-2
628,2010-02-03 10:00:00,18,0.14,0.14,0,0,1,1,0,0,1,2010,6,2,1,12,-6,-5,11,-3,3,11,-7,-3,17,-14,-7,11,-21,-6,14,-30,-8,20,1,-38,-2
629,2010-02-04 08:30:00,32,-0.21,-0.3,0,0,1,1,0,0,1,2010,6,3,1,14,-2,-1,12,-7,-5,13,-9,-1,20,-13,-5,13,-13,0,19,-24,-11,14,-6,-29,-2
630,2010-02-05 08:30:00,22_33,1.3,1.22,0,1,1,1,0,1,2,2010,6,4,2,64,43,43,28,25,-18,25,16,-9,22,36,13,20,47,9,14,39,-8,64,0,-13,-1
631,2010-02-10 08:30:00,31,-0.84,-0.86,0,0,1,1,0,0,1,2010,7,2,1,16,-6,-7,10,-4,3,17,-16,-12,19,-19,-4,12,-18,3,15,-14,2,56,-21,-24,-2
632,2010-02-11 08:30:00,32,1.46,1.37,0,1,0,1,0,0,1,2010,7,3,1,18,-9,-7,16,-19,-7,23,-29,-9,14,-32,-4,19,-17,14,11,-21,-4,34,2,-42,-2
633,2010-02-12 08:30:00,10_29,0.52,1.6099999999999999,0,2,0,1,1,0,2,2010,7,4,2,22,-5,-3,21,5,10,18,16,9,18,8,-9,8,9,-1,15,8,-2,36,8,-5,0
634,2010-02-12 09:55:00,28,0.05,0.1,0,0,1,0,1,0,1,2010,7,4,1,45,34,34,27,16,-18,39,50,34,14,43,-8,17,48,3,20,34,-13,77,0,34,2
635,2010-02-16 09:00:00,30,-0.31,-0.34,0,1,0,1,0,0,1,2010,8,1,1,10,-1,-2,21,-11,-10,14,-14,-3,10,-16,-2,10,-18,-2,11,-15,6,37,28,-16,-1
636,2010-02-17 08:30:00,3,-0.01,0.05,1,0,0,1,0,0,1,2010,8,2,1,15,2,2,14,1,-1,14,8,8,19,-1,-9,10,1,1,11,7,9,34,-18,-15,-1
637,2010-02-18 08:30:00,32_23,-0.17000000000000004,-0.21999999999999997,0,1,1,2,0,0,2,2010,8,3,2,29,-22,-20,15,-15,5,12,-13,3,13,-21,-8,25,-2,19,15,4,5,38,-6,30,2
638,2010-02-18 10:00:00,25,-0.27,-0.27,0,1,0,1,0,0,1,2010,8,3,1,14,5,7,16,-3,-8,18,5,10,13,-4,-8,12,-15,-8,13,-21,-5,89,50,-3,0
639,2010-02-19 08:30:00,7,-1.23,-1.23,0,0,1,1,0,0,1,2010,8,4,1,22,0,0,26,-14,-14,16,-10,7,16,-5,4,14,0,6,23,-12,-11,38,12,-9,0
640,2010-02-23 10:00:00,4,-1.33,-1.25,0,0,1,0,1,0,1,2010,9,1,1,23,-17,-16,26,3,20,20,-12,-15,16,-9,2,15,-17,-8,12,-14,5,34,8,-8,0
641,2010-02-24 10:00:00,21,-0.42,-0.12,0,0,1,0,1,0,1,2010,9,2,1,50,22,23,23,9,-12,22,-2,-8,17,-10,-9,12,-10,-1,12,-2,6,58,23,53,2
642,2010-02-25 08:30:00,32_8,-1.4500000000000002,-0.65,0,0,2,1,1,0,2,2010,9,3,2,26,-1,1,21,6,5,26,21,15,15,14,-9,12,8,-5,11,3,-4,36,-15,-5,0
643,2010-02-26 08:30:00,26,0.18,-0.26,0,1,0,1,0,0,1,2010,9,4,1,21,-8,-9,21,2,10,13,7,5,13,15,8,20,16,0,8,14,-2,46,-26,4,0
644,2010-02-26 10:00:00,14,-1.08,-1.07,0,0,1,1,0,0,1,2010,9,4,1,28,-22,-22,17,-12,9,14,-8,5,10,-3,4,16,3,6,16,14,13,35,12,40,2
645,2010-03-01 10:00:00,17,-1.06,-1.06,0,0,1,1,0,0,1,2010,10,0,1,21,15,14,12,22,7,15,22,-1,13,15,-6,35,-11,-25,33,-35,-24,43,-35,-25,-2
646,2010-03-03 08:15:00,0,1.18,-1.67,1,0,0,0,0,1,1,2010,10,2,1,19,6,8,15,10,4,13,16,8,14,11,-5,18,7,-2,15,15,7,48,5,-6,0
647,2010-03-03 10:00:00,18,1.48,1.48,0,1,0,1,0,0,1,2010,10,2,1,24,-10,-13,18,-11,0,12,-14,-4,16,-2,10,17,-1,3,12,2,3,32,10,11,1
648,2010-03-04 08:30:00,32,0.67,0.68,1,0,0,1,0,0,1,2010,10,3,1,18,-3,-4,26,6,11,17,0,-5,11,4,3,11,6,3,20,17,11,34,-16,-10,-1
649,2010-03-04 10:00:00,24,-0.82,-0.83,0,0,1,0,0,1,1,2010,10,3,1,14,2,2,27,-21,-20,11,-20,2,20,-32,-12,17,-34,-4,13,-34,-2,47,-28,-37,-2
650,2010-03-05 08:30:00,22_33,0.61,0.63,0,2,0,2,0,0,2,2010,10,4,2,38,-29,-25,27,-39,-14,28,-18,20,18,-16,1,18,-4,13,28,-18,-14,52,-8,-8,0
651,2010-03-11 08:30:00,31_32,1.13,1.1,0,1,1,2,0,0,2,2010,11,3,2,27,6,4,19,14,7,40,-23,-36,16,-20,2,14,-25,-3,13,-17,5,36,10,-21,-2
652,2010-03-12 08:30:00,10_29,3.21,3.23,0,2,0,0,0,2,2,2010,11,4,2,25,-11,-9,16,-21,-11,11,-19,2,15,-10,9,10,-11,-3,11,-10,4,32,1,-20,-1
653,2010-03-12 09:55:00,28,-0.2,-0.34,0,0,1,1,0,0,1,2010,11,4,1,8,8,4,23,-5,-13,10,-10,-6,9,-7,4,12,-7,2,10,-6,1,28,-13,10,1
654,2010-03-15 08:58:00,30,-0.78,-0.8,0,0,1,1,0,0,1,2010,12,0,1,10,-2,-2,10,-5,-4,12,-12,-9,9,-11,3,9,-8,4,10,-11,-1,20,-4,-9,0
655,2010-03-16 08:30:00,3,-0.16,-0.12,1,0,0,1,0,0,1,2010,12,1,1,12,6,6,9,6,1,9,5,-1,9,2,-4,9,0,1,10,4,3,25,-1,9,0
656,2010-03-16 14:13:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,12,1,1,39,-6,-8,18,8,12,14,3,-4,11,0,-6,23,-14,-15,13,-16,-5,61,7,-4,0
657,2010-03-17 08:30:00,23,-1.55,-1.55,0,0,1,1,0,0,1,2010,12,2,1,10,5,5,15,-3,-10,17,-13,-12,7,-11,0,11,-9,1,7,-11,0,25,-17,-26,-2
658,2010-03-18 08:30:00,32_7,1.05,1.07,2,0,0,2,0,0,2,2010,12,3,2,16,8,7,13,11,5,10,5,-6,10,4,-4,10,4,-2,13,-7,-10,22,0,-1,0
659,2010-03-18 10:00:00,25,-0.18,-0.18,0,1,0,1,0,0,1,2010,12,3,1,19,6,8,10,2,-6,8,1,-2,9,-1,-3,10,1,2,11,-6,-9,41,20,-18,-1
660,2010-03-23 10:00:00,14,0.15,0.16,1,0,0,1,0,0,1,2010,13,1,1,16,3,3,27,24,21,11,20,-4,19,35,14,16,34,2,16,24,-10,36,-7,39,2
661,2010-03-24 08:30:00,8,0.49,1.31,0,1,0,0,1,0,1,2010,13,2,1,17,9,7,21,-4,-14,11,4,7,12,6,2,11,6,0,14,11,6,30,-15,-1,0
662,2010-03-24 10:00:00,21,0.47,0.49,0,0,1,0,1,0,1,2010,13,2,1,12,0,-2,14,7,7,10,12,3,11,12,2,9,13,0,13,8,-6,34,11,3,0
663,2010-03-25 08:30:00,32,0.92,0.96,0,1,0,1,0,0,1,2010,13,3,1,16,-6,-4,12,-1,4,10,3,3,11,0,-2,12,2,4,8,2,-1,34,-20,-6,0
664,2010-03-30 10:00:00,4,0.6,0.52,0,1,0,0,1,0,1,2010,14,1,1,16,6,7,15,-1,-9,11,-11,-10,10,-12,-2,10,-9,3,15,-15,-6,41,-31,-22,-2
665,2010-03-31 08:15:00,0,-1.71,-1.04,0,0,1,1,0,0,1,2010,14,2,1,25,21,18,20,35,14,13,25,-9,19,13,-12,11,10,-1,10,12,3,27,4,25,2
666,2010-04-01 08:30:00,32,-0.06,-0.47,1,0,0,1,0,0,1,2010,14,3,1,15,6,7,15,12,7,15,19,6,11,26,6,10,22,-2,11,29,7,42,-32,27,2
667,2010-04-01 10:00:00,17,0.77,0.77,0,1,0,1,0,0,1,2010,14,3,1,28,-10,-12,16,-14,-5,20,-2,12,12,-6,-4,10,-13,-6,10,-11,1,38,23,20,1
668,2010-04-02 08:30:00,22_33,-0.76,-0.72,1,0,1,1,1,0,2,2010,14,4,2,30,0,-5,18,-3,-5,13,-3,1,16,-10,-7,20,-23,-13,18,-35,-12,30,7,-64,-2
669,2010-04-05 10:00:00,24_18,2.0700000000000003,2.0700000000000003,0,2,0,1,0,1,2,2010,15,0,2,17,-4,-5,11,-7,-1,10,-11,-3,13,-9,2,16,-2,7,12,-8,-5,42,31,-10,-1
670,2010-04-08 08:30:00,32,-1.63,-1.64,0,0,1,1,0,0,1,2010,15,3,1,11,-2,-1,13,5,6,10,2,-2,14,9,7,12,12,0,15,20,9,22,-1,8,0
671,2010-04-13 08:30:00,31,-0.32,-0.42,0,0,1,1,0,0,1,2010,16,1,1,15,8,9,9,9,1,14,14,7,8,13,-1,17,21,11,13,26,7,21,-3,20,1
672,2010-04-14 08:30:00,10_29_7,-1.02,-0.66,0,2,1,1,2,0,3,2010,16,2,3,26,-8,-7,13,-1,8,17,15,13,10,14,1,14,18,4,11,20,3,31,5,18,1
673,2010-04-15 08:30:00,32,-1.44,-1.38,0,0,1,1,0,0,1,2010,16,3,1,17,-7,-12,8,-2,4,13,4,8,16,-4,-7,14,5,9,11,6,-1,27,15,2,0
674,2010-04-15 09:00:00,30,-0.11,-0.23,0,1,0,0,0,1,1,2010,16,3,1,15,1,1,14,-6,-7,12,-14,-7,20,-1,14,9,0,0,10,6,5,29,11,3,0
675,2010-04-15 10:00:00,25,-0.15,-0.15,0,1,0,1,0,0,1,2010,16,3,1,13,-1,0,12,3,5,19,8,4,9,5,-4,9,5,-3,7,7,2,28,2,12,1
676,2010-04-16 08:30:00,3,1.02,1.5,0,1,0,0,1,0,1,2010,16,4,1,15,-5,-6,14,-13,-7,9,-7,7,15,-11,-3,10,-15,-5,16,-22,-8,23,7,-27,-2
677,2010-04-16 09:55:00,28,-1.19,-0.98,0,0,1,0,1,0,1,2010,16,4,1,16,9,9,14,11,2,20,25,14,14,23,-3,21,33,9,17,24,-11,26,-8,20,1
678,2010-04-22 08:30:00,32_23,0.7,0.8600000000000001,1,1,0,2,0,0,2,2010,17,3,2,17,-9,-10,13,-20,-10,6,-17,2,9,-15,3,10,-20,-4,12,-16,3,27,3,-15,-1
679,2010-04-22 10:00:00,14,0.64,0.65,0,1,0,1,0,0,1,2010,17,3,1,14,-2,-1,11,-2,-1,15,-8,-5,12,2,9,15,7,5,42,21,14,58,-25,13,1
680,2010-04-23 08:30:00,8,1.35,1.21,0,1,0,0,1,0,1,2010,17,4,1,17,2,2,18,-7,-10,9,-9,-4,19,-19,-9,13,-15,5,13,-10,5,45,-13,-16,-1
681,2010-04-23 10:00:00,21,1.68,1.58,0,1,0,0,1,0,1,2010,17,4,1,21,-9,-10,11,-10,-1,34,17,28,16,12,-4,12,13,3,11,6,-7,54,28,57,2
682,2010-04-27 10:00:00,4,0.81,0.74,0,1,0,1,0,0,1,2010,18,1,1,16,2,0,13,8,6,11,2,-8,9,6,0,14,3,-1,13,14,11,39,13,0,0
683,2010-04-28 14:14:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,18,2,1,20,7,6,21,18,10,18,28,8,14,33,6,16,42,10,13,33,-10,27,0,30,2
684,2010-04-29 08:30:00,32,0.52,0.42,0,0,1,1,0,0,1,2010,18,3,1,13,2,3,11,6,3,11,-2,-7,20,-15,-13,12,-10,4,10,-10,-1,21,2,-17,-1
685,2010-04-30 08:30:00,1,-0.52,-0.02,0,0,1,0,0,1,1,2010,18,4,1,15,12,11,11,16,5,9,18,0,12,22,3,10,16,-6,13,21,6,27,-19,32,2
686,2010-05-03 10:00:00,17,-0.55,-0.55,0,1,0,1,0,0,1,2010,19,0,1,14,-4,-2,11,-4,-1,9,-1,4,10,-5,-5,12,-12,-7,15,-21,-9,23,-3,-58,-2
687,2010-05-04 10:00:00,24,-0.11,-0.1,0,1,0,1,0,0,1,2010,19,1,1,14,1,0,10,-1,-2,13,2,1,16,-7,-9,16,5,9,11,3,-2,40,-18,-12,-1
688,2010-05-05 08:15:00,0,0.17,1.37,1,0,0,0,1,0,1,2010,19,2,1,19,-11,-10,13,-3,8,19,-19,-15,14,-26,-8,17,-35,-6,13,-26,7,34,-11,-95,-2
689,2010-05-05 10:00:00,18,-0.78,-0.78,0,0,1,1,0,0,1,2010,19,2,1,29,16,13,11,15,1,12,9,-5,17,20,11,15,22,2,18,8,-11,66,0,22,2
690,2010-05-06 08:30:00,32,0.75,0.64,1,0,0,1,0,0,1,2010,19,3,1,21,-12,-12,19,-1,12,15,-6,-4,18,1,7,19,-8,-7,24,-27,-20,55,-19,-37,-2
691,2010-05-07 08:30:00,22_33,-0.9099999999999999,-0.8899999999999999,0,1,1,1,1,0,2,2010,19,4,2,49,-41,-43,37,-54,-13,30,-29,23,25,-23,1,32,-41,-17,20,-41,2,61,-15,-59,-2
692,2010-05-12 08:30:00,31,0.39,0.34,1,0,0,1,0,0,1,2010,20,2,1,14,-3,-5,14,-9,-6,13,-6,5,14,0,7,10,-3,1,11,-8,-4,26,2,2,0
693,2010-05-13 08:30:00,32,0.46,0.32,1,0,0,1,0,0,1,2010,20,3,1,15,-12,-10,14,-11,2,25,-32,-21,21,-15,16,10,-14,2,17,-26,-10,41,-26,-18,-1
694,2010-05-14 08:30:00,10_29,-0.57,-0.39,0,1,1,0,2,0,2,2010,20,4,2,28,-6,-8,34,19,23,16,26,5,24,37,11,13,37,1,15,30,-7,30,16,17,1
695,2010-05-14 09:55:00,28,0.94,1.42,1,0,0,0,1,0,1,2010,20,4,1,15,-10,-10,23,-22,-12,20,-16,5,14,-1,13,21,-6,-5,19,-3,6,83,-63,-12,-1
696,2010-05-17 09:00:00,30,0.53,0.53,0,1,0,1,0,0,1,2010,21,0,1,23,21,18,13,18,-2,16,16,-3,19,28,11,31,49,20,16,39,-9,35,-16,36,2
697,2010-05-18 08:30:00,23_3,-2.59,-2.5,0,0,2,2,0,0,2,2010,21,1,2,20,-8,-6,16,-6,0,16,3,9,13,10,7,14,6,-3,19,-3,-11,48,-3,9,0
698,2010-05-19 08:30:00,7_5,-1.8599999999999999,-1.67,0,0,2,2,0,0,2,2010,21,2,2,20,8,7,15,3,-3,30,29,23,41,43,10,23,30,-13,63,80,47,89,47,43,2
699,2010-05-20 08:30:00,32,-1.78,-1.73,0,0,1,1,0,0,1,2010,21,3,1,15,-6,-4,35,16,22,17,21,7,14,17,-6,29,42,24,23,31,-10,43,-2,44,2
700,2010-05-20 10:00:00,25,-0.11,-0.11,0,0,1,1,0,0,1,2010,21,3,1,21,7,7,17,7,0,29,-16,-22,22,-2,14,32,-28,-23,31,-20,9,57,-29,-8,0
701,2010-05-24 10:00:00,14,0.98,0.95,0,1,0,1,0,0,1,2010,22,0,1,31,-14,-15,27,5,20,16,12,6,13,14,1,18,-2,-15,15,0,0,51,-19,-2,0
702,2010-05-25 10:00:00,4,0.55,0.51,0,1,0,1,0,0,1,2010,22,1,1,28,25,25,23,17,-9,14,14,-3,20,14,-5,15,18,4,15,13,-5,75,41,0,0
703,2010-05-26 08:30:00,8,-1.29,-1.35,0,0,1,0,1,0,1,2010,22,2,1,15,-7,-8,16,-19,-11,13,-22,1,23,-43,-20,23,-53,-10,20,-42,11,32,-9,-45,-2
704,2010-05-26 10:00:00,21,0.84,0.91,0,1,0,0,1,0,1,2010,22,2,1,17,-5,-5,34,-33,-26,15,-30,2,15,-25,5,15,-37,-9,9,-39,-1,41,-5,-31,-2
705,2010-05-27 08:30:00,32_26,-0.9400000000000001,0.87,0,0,2,2,0,0,2,2010,22,3,2,36,-24,-25,20,-38,-15,13,-35,5,14,-25,9,18,-25,-3,16,-22,2,49,4,-37,-2
706,2010-06-01 10:00:00,17,-0.37,-0.37,0,1,0,1,0,0,1,2010,23,1,1,27,16,16,15,20,5,14,20,1,19,34,15,44,64,26,63,103,39,64,34,68,2
707,2010-06-02 10:00:00,24,-0.27,-0.23,0,1,0,0,1,0,1,2010,23,2,1,20,7,7,16,7,1,19,7,1,14,11,3,9,13,2,15,6,-7,41,12,2,0
708,2010-06-03 08:15:00,0,0.07,0.55,0,0,1,0,1,0,1,2010,23,3,1,17,-7,-11,10,-6,-1,14,-10,-2,19,-16,-4,12,-19,-2,10,-17,-1,43,19,-11,-1
709,2010-06-03 08:30:00,32,0.65,0.68,1,0,0,1,0,0,1,2010,23,3,1,19,-6,-4,12,-9,-2,10,-7,-1,16,5,10,11,8,2,11,6,-1,31,10,-3,0
710,2010-06-03 10:00:00,18,-0.15,-0.15,1,0,0,1,0,0,1,2010,23,3,1,36,-26,-27,14,-27,1,16,-36,-10,22,-44,-7,12,-49,-5,13,-53,-5,46,-10,-53,-2
711,2010-06-04 08:30:00,22_33,0.46,0.34,0,1,1,2,0,0,2,2010,23,4,2,50,-42,-40,32,-18,26,25,-20,-6,22,-25,-2,18,-31,-6,23,-17,15,94,-50,-11,-1
712,2010-06-10 08:30:00,31_32,0.22999999999999998,-0.019999999999999997,1,0,1,1,0,1,2,2010,24,3,2,12,4,4,20,-7,-11,15,-20,-10,13,-18,5,19,1,17,29,25,24,34,23,47,2
713,2010-06-11 08:30:00,10_29,-3.25,-3.3499999999999996,0,0,2,0,2,0,2,2010,24,4,2,31,-19,-19,20,-19,1,13,-17,1,16,-8,7,15,-19,-10,24,-37,-18,58,-12,-40,-2
714,2010-06-11 09:55:00,28,0.92,0.29,0,1,0,1,0,0,1,2010,24,4,1,27,18,14,19,12,-6,24,20,8,20,14,-7,14,16,1,15,9,-6,49,21,4,0
715,2010-06-15 09:00:00,30,-0.34,-0.29,0,1,0,1,0,0,1,2010,25,1,1,21,15,14,11,17,1,14,25,8,18,27,1,13,23,-4,12,25,2,46,15,17,1
716,2010-06-16 08:30:00,23_3,-0.37,-0.30000000000000004,0,1,1,2,0,0,2,2010,25,2,2,18,-2,0,16,0,1,10,2,1,13,5,3,12,13,8,12,18,6,32,-15,28,2
717,2010-06-17 08:30:00,32_7,0.6100000000000001,0.55,1,0,1,2,0,0,2,2010,25,3,2,16,-3,-5,16,-1,1,13,6,7,16,0,-6,11,6,6,18,17,12,31,-14,30,2
718,2010-06-17 10:00:00,25,-1.78,-1.78,0,0,1,1,0,0,1,2010,25,3,1,19,-7,-8,27,8,13,24,-3,-12,18,-7,-5,11,-7,0,16,-11,-5,39,14,-39,-2
719,2010-06-22 10:00:00,14,-1.07,-1.12,0,0,1,1,0,0,1,2010,26,1,1,16,-12,-11,13,-8,3,9,-2,5,21,-15,-13,12,-15,0,15,-16,-2,28,-1,-5,0
720,2010-06-23 10:00:00,21,-1.29,-1.42,0,0,1,0,0,1,1,2010,26,2,1,28,-22,-20,11,-22,0,15,-10,12,14,-5,6,10,-3,2,11,-12,-7,78,-50,3,0
721,2010-06-23 14:15:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,26,2,1,17,4,3,17,-3,-8,29,21,24,29,42,21,24,46,6,11,38,-7,41,29,24,2
722,2010-06-24 08:30:00,32_8,1.29,0.8899999999999999,1,0,1,1,1,0,2,2010,26,3,2,17,9,6,16,16,9,10,14,-1,13,21,8,11,15,-4,9,15,-2,31,-9,36,2
723,2010-06-29 10:00:00,4,-1.07,-1.15,0,0,1,0,0,1,1,2010,27,1,1,28,-21,-23,13,-23,-3,13,-15,7,20,-25,-9,15,-17,9,15,-26,-5,53,-18,-12,-1
724,2010-06-30 08:15:00,0,-0.43,-0.43,0,0,1,1,0,0,1,2010,27,2,1,20,-9,-12,15,-8,3,13,-3,5,9,-4,0,13,-2,4,8,-1,2,38,-16,-26,-2
725,2010-07-01 08:30:00,32,-0.87,-0.71,0,0,1,1,0,0,1,2010,27,3,1,14,-8,-6,23,4,11,6,2,-2,39,27,26,14,22,-4,12,20,-2,60,51,16,1
726,2010-07-01 10:00:00,17_24,-1.81,-1.81,0,0,2,2,0,0,2,2010,27,3,2,33,12,12,13,12,-1,9,9,-1,11,12,1,9,13,1,13,19,6,67,31,29,2
727,2010-07-02 08:30:00,22_33,0.53,0.26,0,1,1,2,0,0,2,2010,27,4,2,50,20,23,32,36,13,18,32,-4,33,57,27,25,50,-6,28,33,-15,72,34,47,2
728,2010-07-06 10:00:00,18,-1.17,-1.17,0,0,1,1,0,0,1,2010,28,1,1,51,41,40,18,40,-3,23,54,14,16,48,-6,16,39,-9,17,47,9,61,-6,68,2
729,2010-07-08 08:30:00,32,1.15,1.21,0,1,0,1,0,0,1,2010,28,3,1,14,10,7,19,18,10,14,19,1,12,13,-5,19,26,13,12,29,2,33,11,25,2
730,2010-07-13 08:30:00,31,-1.19,-1.11,0,0,1,1,0,0,1,2010,29,1,1,13,8,10,13,15,7,11,22,7,12,30,7,9,29,-2,28,46,16,25,-19,61,2
731,2010-07-14 08:30:00,10_29,-0.04000000000000001,-0.13,1,0,1,0,1,1,2,2010,29,2,2,19,12,12,9,13,2,14,7,-7,21,23,16,15,10,-12,10,10,0,27,-4,-2,0
732,2010-07-15 08:30:00,32_23,0.76,0.75,0,1,1,2,0,0,2,2010,29,3,2,14,-4,-5,17,-2,1,14,7,9,11,3,-5,22,15,13,7,14,-1,41,28,22,2
733,2010-07-15 10:00:00,25,-0.89,-0.89,0,0,1,1,0,0,1,2010,29,3,1,16,5,7,32,-19,-24,18,-12,5,12,-12,-1,14,-8,3,12,-5,4,36,15,14,1
734,2010-07-16 08:30:00,7,1.43,1.43,0,1,0,1,0,0,1,2010,29,4,1,15,-6,-5,10,-6,0,15,-5,3,13,-15,-11,11,-19,-5,8,-22,-2,28,15,-21,-2
