,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,volatility_5_10_after,pips_agg_5_10_after,volatility_10_15_after,pips_agg_10_15_after,volatility_15_20_after,pips_agg_15_20_after,volatility_20_25_after,pips_agg_20_25_after,volatility_25_30_after,pips_agg_25_30_after,volatility_0_30_after,pips_agg_0_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_90_after,direction_agg_0_90_after
22,2007-01-31 09:45:00,10,-3.2,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,5,2,1,10,-5,9,-6,6,-6,8,-6,17,9,6,6,23,9,42,37,41,2
23,2007-01-31 10:00:00,11,-0.3,0,0.0,0,0,0,1,0,1,0,0,1,0,2007,5,2,1,8,0,17,15,6,12,16,28,7,29,7,34,41,31,31,18,44,2
24,2007-01-31 10:30:00,18,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,5,2,1,10,-6,5,-4,23,19,14,8,8,5,12,-3,30,7,47,43,0,1
25,2007-01-31 14:15:00,26,0.0,0,0.0,0,1,0,0,1,0,0,1,0,0,2007,5,2,1,33,20,8,16,14,18,6,20,9,20,10,16,33,16,36,-1,25,2
26,2007-02-01 00:00:00,67,0.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,5,3,1,5,-2,5,-3,5,-5,4,-2,5,-3,6,-5,7,-1,8,1,-6,1
27,2007-02-01 10:30:00,46,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,5,3,1,3,-1,8,-7,12,-2,9,-7,8,-11,6,-8,14,-10,33,9,-14,1
28,2007-02-05 10:00:00,40,1.0,0,0.0,0,0,1,0,1,0,0,1,0,0,2007,6,0,1,9,-9,13,2,5,2,5,8,7,5,5,8,18,9,21,-14,5,1
29,2007-02-07 10:30:00,18,-2.4,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,6,2,1,5,0,4,1,9,-4,5,-1,6,-1,8,5,13,-1,22,8,6,1
30,2007-02-07 15:00:00,12,-1.0,0,1.0,0,0,0,1,0,1,0,0,1,0,2007,6,2,1,3,1,6,0,5,0,4,0,5,-3,5,0,10,0,15,-11,7,1
31,2007-02-08 08:30:00,69,1.0,0,1.0,0,1,0,0,1,0,0,0,1,0,2007,6,3,1,5,0,18,-2,12,9,5,8,12,-2,7,2,20,-2,22,10,22,2
32,2007-02-08 10:00:00,31,-1.1,0,-0.2,0,0,1,0,0,1,0,0,1,0,2007,6,3,1,4,1,5,3,6,0,5,4,7,10,5,9,15,9,19,1,20,2
33,2007-02-08 10:30:00,46,-5.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,6,3,1,5,-2,6,-1,12,5,7,8,6,12,7,13,20,12,15,8,8,1
34,2007-02-12 14:00:00,25,-1.8,0,0.0,0,1,0,0,1,0,0,0,0,1,2007,7,0,1,5,1,5,-1,5,1,6,2,4,3,4,3,7,0,13,-8,-1,1
35,2007-02-13 08:30:00,68,-1.7,0,1.0,0,0,0,1,1,0,0,1,0,0,2007,7,1,1,12,2,17,17,9,15,7,9,3,11,7,6,23,5,23,13,-5,1
36,2007-02-13 10:00:00,37,-1.3,0,0.0,0,0,0,1,1,0,0,0,1,0,2007,7,1,1,6,0,6,0,4,-4,5,-1,4,1,4,2,9,-1,18,-7,-5,1
37,2007-02-14 10:00:00,5,-0.2,0,-0.2,0,0,1,0,0,1,0,0,0,1,2007,7,2,1,36,33,12,33,10,39,10,47,11,40,5,40,50,42,46,3,25,2
38,2007-02-14 10:30:00,18,-0.4,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,7,2,1,7,-5,5,-4,4,-7,4,-3,7,-8,10,-15,18,-8,60,46,-17,0
39,2007-02-15 09:00:00,66,-44.4,0,1.0,0,0,0,1,0,1,0,1,0,0,2007,7,3,1,18,17,19,32,11,26,10,34,10,34,8,27,35,23,28,6,9,1
40,2007-02-15 10:30:00,46,-0.52,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,7,3,1,17,14,4,13,11,17,28,-6,9,-5,5,-2,31,-2,17,-12,-5,1
41,2007-02-15 12:00:00,53,-2.9,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,7,3,1,10,9,8,8,10,0,5,2,9,8,7,4,16,6,18,-1,-9,1
42,2007-02-15 13:00:00,44,1.0,0,0.0,0,0,1,0,1,0,0,0,1,0,2007,7,3,1,8,-8,7,-10,4,-7,4,-7,6,-5,6,-4,12,-5,26,-12,-2,1
43,2007-02-16 10:00:00,58,-3.2,0,-1.1,0,0,0,1,0,0,1,1,0,0,2007,7,4,1,15,-7,7,-2,4,-3,4,-4,3,-4,4,-4,15,-5,26,12,8,1
44,2007-02-21 10:00:00,7,-0.1,0,1.0,0,0,0,1,0,1,0,0,1,0,2007,8,2,1,5,1,8,6,10,6,5,4,4,2,5,4,17,2,13,5,1,1
45,2007-02-22 08:30:00,69,0.82,1,1.32,1,0,0,1,1,0,0,0,1,0,2007,8,3,1,7,-6,6,-4,4,-4,7,-11,6,-12,4,-10,14,-11,18,13,-5,1
46,2007-02-27 09:00:00,65,-0.4,0,1.0,0,0,0,1,1,0,0,0,1,0,2007,9,1,1,4,-2,4,-2,4,-5,6,-4,7,-1,5,-5,9,-1,23,13,-10,1
47,2007-02-28 09:45:00,10,-2.1,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,9,2,1,7,-6,5,-4,5,-4,6,1,6,-1,3,-2,14,0,26,-12,-3,1
48,2007-02-28 10:00:00,47,-143.0,0,1.0,0,0,0,1,0,1,0,1,0,0,2007,9,2,1,6,5,6,3,3,2,6,3,5,2,14,-8,19,-3,20,-1,3,1
49,2007-02-28 10:30:00,18,-0.33,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,9,2,1,14,-9,9,-1,5,-3,10,-1,8,3,13,11,24,1,30,-8,26,2
50,2007-03-01 00:00:00,67,1.0,0,0.0,0,0,1,0,1,0,0,0,1,0,2007,9,3,1,6,1,5,0,9,1,5,0,5,1,3,1,9,3,10,-1,-2,1
51,2007-03-01 09:30:00,46,1.15,2,0.0,0,1,0,0,1,0,0,0,1,0,2007,9,3,1,11,5,6,2,7,-3,4,0,7,2,13,-8,20,1,18,0,-51,0
52,2007-03-02 10:00:00,63,-2.7,0,-3.6,0,0,0,1,1,0,0,0,0,1,2007,9,4,1,8,5,12,1,8,-1,15,-5,5,-7,5,-8,24,-9,21,-5,10,1
53,2007-03-05 10:00:00,40,-2.9,0,0.0,0,0,0,1,1,0,0,1,0,0,2007,10,0,1,14,13,11,7,7,9,7,9,2,12,7,12,14,10,40,14,4,1
54,2007-03-07 08:15:00,0,-43.0,0,-31.0,0,0,0,1,0,0,1,0,0,1,2007,10,2,1,12,4,9,-3,6,-1,3,0,4,2,5,4,15,2,17,3,1,1
55,2007-03-07 10:30:00,18,-3.14,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,10,2,1,7,5,4,4,5,-1,5,2,7,-1,5,-1,10,-1,21,10,1,1
56,2007-03-07 15:00:00,12,-0.6,0,-1.0,0,0,0,1,0,0,1,0,1,0,2007,10,2,1,7,-1,6,0,4,-1,4,-2,6,-4,4,-5,9,-4,24,21,-8,1
57,2007-03-08 08:30:00,69,-0.26,0,-1.3,0,1,0,0,1,0,0,0,1,0,2007,10,3,1,8,-6,5,-6,17,-7,10,-10,8,-6,20,-18,33,-6,19,2,-35,0
58,2007-03-08 09:30:00,46,-0.24,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,10,3,1,5,-1,9,5,9,-3,5,-6,5,-1,5,-1,13,0,54,-28,-1,1
59,2007-03-09 10:00:00,31,1.0,0,0.0,0,0,0,1,1,0,0,0,1,0,2007,10,4,1,11,10,8,4,5,7,8,10,3,10,6,6,13,9,21,1,18,2
60,2007-03-12 15:00:00,25,1.0,0,0.0,0,0,1,0,1,0,0,0,0,1,2007,11,0,1,5,1,5,1,5,-1,5,1,4,4,3,5,9,5,27,7,1,1
61,2007-03-13 10:00:00,5,1.0,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,11,1,1,4,0,4,1,6,-4,5,-4,9,-10,6,-13,17,-11,14,-9,-12,1
62,2007-03-13 11:00:00,37,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,11,1,1,3,1,3,0,4,2,3,4,4,1,6,1,7,1,17,-13,9,1
63,2007-03-14 10:30:00,18,-0.27,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,11,2,1,5,0,14,12,11,5,5,8,8,2,5,4,17,1,33,30,13,1
64,2007-03-15 09:00:00,66,1.0,0,-1.3,0,0,1,0,1,0,0,1,0,0,2007,11,3,1,14,6,13,15,8,10,5,8,15,15,7,12,26,17,30,-4,16,2
65,2007-03-15 10:30:00,46,1.0,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,11,3,1,5,-3,4,-1,6,2,5,0,15,9,6,10,20,10,13,4,14,1
66,2007-03-15 12:00:00,53,-3.8,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,11,3,1,14,-9,12,-2,6,-2,5,-5,20,-10,4,-9,20,-9,20,10,-13,1
67,2007-03-16 10:00:00,58,-1.2,0,-2.0,0,0,0,1,0,0,1,1,0,0,2007,11,4,1,8,-3,5,-1,4,-1,7,-5,4,-1,4,-3,13,-1,23,-2,-12,1
68,2007-03-19 13:00:00,44,-2.0,0,-1.0,0,0,0,1,0,0,1,0,1,0,2007,12,0,1,4,4,7,2,7,-3,5,-5,5,-5,6,-5,16,-7,13,-2,2,1
69,2007-03-21 10:30:00,18,0.87,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,12,2,1,5,0,5,1,7,0,5,1,5,0,5,-1,7,-2,9,1,4,1
70,2007-03-21 14:15:00,26,0.0,0,0.0,0,1,0,0,1,0,0,1,0,0,2007,12,2,1,41,28,38,66,25,53,21,69,15,58,12,67,76,55,49,3,73,2
71,2007-03-22 08:30:00,69,-0.43,0,1.41,0,1,0,0,1,0,0,0,1,0,2007,12,3,1,12,-7,8,-7,8,-7,8,-3,6,-3,4,-3,16,-1,20,-8,-2,1
72,2007-03-22 10:00:00,7,-0.2,0,-0.4,0,0,0,1,0,0,1,0,1,0,2007,12,3,1,11,7,10,12,5,11,5,12,6,10,5,8,14,6,22,6,-5,1
73,2007-03-22 10:30:00,46,5.75,2,0.0,0,1,0,0,1,0,0,0,1,0,2007,12,3,1,5,-2,5,-5,3,-5,4,-7,6,-6,4,-6,11,-4,22,8,-7,1
74,2007-03-23 10:00:00,23,1.0,0,-0.02,0,0,1,0,1,0,0,1,0,0,2007,12,4,1,16,-11,9,-7,9,-14,14,-24,11,-24,6,-24,32,-24,29,-9,-26,0
75,2007-03-26 10:00:00,47,-137.0,0,-55.0,0,0,0,1,0,0,1,1,0,0,2007,13,0,1,21,22,14,33,4,32,10,38,6,47,7,49,46,42,53,28,32,2
76,2007-03-27 09:00:00,65,-0.2,0,1.0,0,0,0,1,1,0,0,0,1,0,2007,13,1,1,3,2,3,1,4,1,9,-8,3,-9,3,-9,13,-8,21,-6,17,2
77,2007-03-28 10:30:00,18,-0.75,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,13,2,1,18,7,9,2,5,3,8,7,6,5,5,6,18,8,20,1,-21,0
78,2007-03-29 10:30:00,46,-2.24,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,13,3,1,2,-2,1,-1,5,4,3,2,6,-1,4,-1,8,2,10,2,1,1
79,2007-03-30 09:45:00,10,1.0,0,0.0,0,0,1,0,1,0,0,0,0,1,2007,13,4,1,12,0,3,-1,6,3,17,-10,9,-15,5,-15,24,-13,24,-2,12,1
80,2007-04-03 01:00:00,67,-0.1,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,14,1,1,2,1,2,0,2,0,2,0,1,-1,2,0,4,-1,4,1,0,1
81,2007-04-03 10:00:00,50,1.0,0,-0.1,0,0,1,0,1,0,0,1,0,0,2007,14,1,1,5,-4,10,5,4,4,8,-1,2,-1,3,0,13,0,12,0,-1,1
82,2007-04-04 08:15:00,0,-19.0,0,1.0,0,0,0,1,0,1,0,1,0,0,2007,14,2,1,7,6,3,8,3,8,2,7,9,-3,6,-5,13,-3,12,4,6,1
83,2007-04-04 10:30:00,18,1.09,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,14,2,1,9,6,9,12,7,6,3,6,9,2,7,9,17,1,28,14,0,1
84,2007-04-05 08:30:00,69,0.84,0,1.41,0,0,0,1,1,0,0,0,1,0,2007,14,3,1,7,-4,4,0,5,0,3,1,7,6,4,5,13,6,22,9,57,2
85,2007-04-05 10:30:00,46,1.44,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,14,3,1,4,1,2,-1,2,0,3,2,3,2,3,2,7,2,16,5,-8,1
86,2007-04-06 10:00:00,31,1.0,0,-0.1,0,0,0,1,0,1,0,0,1,0,2007,14,4,1,8,-5,4,-4,3,-5,5,-2,4,-4,2,-3,9,-3,16,-5,-1,1
87,2007-04-06 15:00:00,12,-2.5,0,1.0,0,0,0,1,1,0,0,0,1,0,2007,14,4,1,2,0,4,-2,5,-1,4,-1,1,-1,2,-2,6,-1,8,4,-4,1
88,2007-04-10 10:00:00,37,-4.5,0,0.0,0,0,0,1,1,0,0,0,1,0,2007,15,1,1,6,-2,4,-3,6,1,3,3,2,2,4,3,9,2,15,1,8,1
89,2007-04-11 10:30:00,18,-0.23,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,15,2,1,2,0,4,-3,3,-1,3,1,9,6,6,9,15,7,12,2,7,1
90,2007-04-11 14:00:00,25,-6.3,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,15,2,1,16,-10,4,-10,13,-16,6,-15,4,-11,5,-7,27,-11,18,-5,0,1
91,2007-04-12 10:30:00,46,1.49,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,15,3,1,5,2,20,15,9,9,7,4,6,9,7,13,22,9,22,13,2,1
92,2007-04-13 10:00:00,58,-2.2,0,-0.4,0,0,0,1,1,0,0,1,0,0,2007,15,4,1,16,-4,5,-9,5,-9,8,-3,8,-8,7,-4,19,-5,20,8,-39,0
93,2007-04-16 09:00:00,66,-22.4,0,1.0,0,0,0,1,1,0,0,1,0,0,2007,16,0,1,17,-2,3,-3,6,0,2,0,3,-2,9,-9,22,-3,21,2,-3,1
94,2007-04-16 10:00:00,5,1.0,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,16,0,1,7,-4,4,-1,3,-2,4,0,5,2,4,4,11,2,14,-2,0,1
95,2007-04-16 13:00:00,44,-3.0,0,0.0,0,0,0,1,1,0,0,0,1,0,2007,16,0,1,4,-1,5,2,4,1,3,-1,5,1,3,0,8,1,7,1,-1,1
96,2007-04-18 10:30:00,18,-0.6,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,16,2,1,6,5,6,1,3,0,4,-1,4,0,5,0,8,-1,17,-3,-9,1
97,2007-04-19 08:30:00,69,0.92,1,1.0,0,0,0,1,1,0,0,0,1,0,2007,16,3,1,6,4,13,12,5,8,10,0,10,-5,7,-8,27,-5,18,6,-9,1
98,2007-04-19 10:00:00,7,-0.1,0,-0.1,0,0,0,1,0,0,1,0,1,0,2007,16,3,1,14,9,8,5,4,5,5,8,5,9,4,12,17,10,15,-4,26,2
99,2007-04-19 10:30:00,46,0.56,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,16,3,1,9,3,9,-4,2,-4,2,-4,11,7,8,8,14,7,25,9,7,1
100,2007-04-19 12:00:00,53,-2.3,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,16,3,1,13,0,6,-4,4,-6,4,-3,2,-2,4,0,17,-3,14,-3,2,1
101,2007-04-24 09:00:00,65,0.0,0,1.0,0,1,0,0,1,0,0,0,1,0,2007,17,1,1,11,8,6,8,5,6,5,7,3,8,5,8,11,7,11,-4,49,2
102,2007-04-25 10:00:00,47,-32.0,0,-12.0,0,0,0,1,0,0,1,1,0,0,2007,17,2,1,16,16,6,14,13,23,9,18,11,17,5,16,26,17,24,0,14,1
103,2007-04-25 10:30:00,18,1.22,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,17,2,1,6,4,7,-1,3,0,4,1,4,1,8,5,8,1,34,17,-2,1
104,2007-04-26 08:30:00,69,-0.28,0,4.47,0,1,0,0,1,0,0,0,1,0,2007,17,3,1,12,2,7,7,9,10,5,11,5,13,3,14,23,13,18,2,9,1
105,2007-04-26 10:30:00,46,-3.51,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,17,3,1,8,7,5,8,6,2,5,5,6,4,5,7,12,3,16,-1,-7,1
106,2007-04-27 10:00:00,63,1.0,0,-3.1,0,0,1,0,1,0,0,0,0,1,2007,17,4,1,15,-7,5,-6,5,-5,4,-6,3,-8,4,-7,15,-8,21,1,-53,0
107,2007-04-30 09:45:00,10,-1.6,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,18,0,1,8,7,6,12,6,12,5,10,3,10,6,7,16,10,17,1,28,2
108,2007-04-30 10:00:00,11,0.0,0,1.0,0,1,0,0,0,1,0,0,1,0,2007,18,0,1,5,-2,3,-2,6,-5,5,0,3,-2,6,-8,9,-3,24,18,31,2
109,2007-05-01 01:00:00,67,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,18,1,1,3,1,2,1,4,-2,3,-3,3,-2,3,0,5,-1,9,-5,2,1
110,2007-05-02 08:15:00,0,-43.0,0,-8.0,0,0,0,1,0,0,1,1,0,0,2007,18,2,1,7,7,5,6,3,5,4,4,4,6,3,6,8,4,25,17,2,1
111,2007-05-02 10:00:00,24,1.0,0,1.0,0,0,1,0,0,1,0,0,0,1,2007,18,2,1,11,-11,9,-13,6,-8,4,-7,8,0,13,8,34,4,17,9,12,1
112,2007-05-02 10:30:00,18,-0.1,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,18,2,1,8,8,7,2,4,1,6,-4,5,-7,2,-7,17,-8,35,13,-4,1
113,2007-05-03 10:00:00,40,1.0,0,0.0,0,0,1,0,1,0,0,1,0,0,2007,18,3,1,16,-15,7,-12,6,-11,4,-14,12,-24,6,-19,21,-20,36,-15,-15,0
114,2007-05-03 10:30:00,46,1.68,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,18,3,1,3,1,3,2,2,1,5,3,7,10,3,7,12,10,35,-30,3,1
115,2007-05-07 15:00:00,12,1.0,0,1.0,0,0,1,0,0,1,0,0,1,0,2007,19,0,1,4,3,4,-1,6,-3,3,0,2,0,2,0,9,0,11,-7,2,1
116,2007-05-08 10:00:00,31,-0.1,0,-0.1,0,0,1,0,0,1,0,0,1,0,2007,19,1,1,5,1,5,-1,21,-22,18,-33,9,-31,7,-33,41,-30,9,-1,-22,0
117,2007-05-09 10:30:00,18,1.75,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,19,2,1,5,-4,3,-7,3,-5,3,-8,4,-4,4,-5,8,-5,12,-7,-4,1
118,2007-05-09 14:15:00,26,0.0,0,0.0,0,1,0,0,1,0,0,1,0,0,2007,19,2,1,28,-27,9,-24,8,-22,8,-25,6,-27,6,-30,33,-27,29,6,-31,0
119,2007-05-10 10:30:00,46,2.41,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,19,3,1,3,-1,3,0,2,0,5,-4,2,-2,4,0,5,-3,16,3,-4,1
120,2007-05-10 14:00:00,25,1.0,0,0.0,0,0,1,0,1,0,0,0,0,1,2007,19,3,1,6,6,3,7,2,6,3,5,1,6,4,9,9,5,12,5,10,1
121,2007-05-11 10:00:00,5,-0.3,0,-0.1,0,0,1,0,0,1,0,0,0,1,2007,19,4,1,5,2,3,2,4,0,3,1,6,5,6,10,12,5,18,10,12,1
122,2007-05-15 09:00:00,66,-4.4,0,0.0,0,0,0,1,1,0,0,1,0,0,2007,20,1,1,13,-8,8,-11,3,-9,2,-9,3,-10,5,-14,18,-11,30,22,-4,1
123,2007-05-15 10:00:00,37,1.0,0,0.0,0,0,1,0,1,0,0,0,1,0,2007,20,1,1,5,3,3,1,3,1,4,2,6,6,5,9,11,7,10,-1,53,2
124,2007-05-15 13:00:00,44,-3.0,0,0.0,0,0,0,1,1,0,0,0,1,0,2007,20,1,1,3,1,6,-2,3,-3,3,-1,3,-2,3,-3,8,-2,7,0,-6,1
125,2007-05-16 10:30:00,18,0.38,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,20,2,1,3,-2,2,-2,4,2,2,0,5,2,4,1,5,2,12,-1,-45,0
126,2007-05-17 08:30:00,69,-0.93,1,0.61,0,0,1,0,1,0,0,0,1,0,2007,20,3,1,19,-21,6,-20,8,-25,9,-32,6,-26,7,-23,29,-23,36,-4,-23,0
127,2007-05-17 10:00:00,7,-0.4,0,1.0,0,0,0,1,0,1,0,0,1,0,2007,20,3,1,11,-3,5,-5,7,1,4,-1,4,-3,5,2,12,-3,13,-3,6,1
128,2007-05-17 10:30:00,46,-0.72,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,20,3,1,5,1,6,-3,2,-2,4,-2,3,-4,7,0,9,-6,15,7,2,1
129,2007-05-17 12:00:00,53,1.0,0,0.0,0,0,1,0,1,0,0,0,0,1,2007,20,3,1,6,-3,5,0,7,4,3,1,6,6,5,4,16,8,10,1,4,1
130,2007-05-18 10:00:00,58,1.0,0,1.0,0,0,1,0,0,1,0,1,0,0,2007,20,4,1,9,-6,6,-4,14,7,6,2,7,5,9,12,23,4,10,4,34,2
131,2007-05-22 10:00:00,64,-4.0,0,0.0,0,0,0,1,1,0,0,0,1,0,2007,21,1,1,2,0,2,2,2,2,7,9,5,13,6,18,21,13,7,-2,6,1
132,2007-05-23 10:30:00,18,0.53,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,21,2,1,4,-2,3,-1,3,0,6,4,3,2,4,5,9,3,11,-4,2,1
133,2007-05-24 10:00:00,47,1.0,0,-14.0,0,0,1,0,0,0,1,1,0,0,2007,21,3,1,22,-20,9,-25,9,-27,5,-26,7,-24,2,-24,29,-23,33,3,-21,0
134,2007-05-24 10:30:00,46,2.64,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,21,3,1,6,-3,9,2,6,5,6,7,3,9,4,12,20,8,35,-26,1,1
135,2007-05-25 10:00:00,23,-0.15,0,1.0,0,0,0,1,0,1,0,1,0,0,2007,21,4,1,8,6,23,22,6,18,8,22,3,22,6,21,24,20,10,-4,5,1
136,2007-05-29 09:00:00,65,-0.2,0,1.0,0,0,0,1,0,1,0,0,1,0,2007,22,1,1,3,3,3,0,4,1,6,-5,5,-1,3,-1,10,-2,20,7,-14,1
137,2007-05-29 10:00:00,6,1.0,0,1.0,0,0,1,0,0,1,0,1,0,0,2007,22,1,1,13,-14,4,-15,3,-12,1,-11,5,-15,6,-21,19,-13,17,-2,-18,0
