,datetime,new_id,forecast_error_ratio_zscore,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,direction_candle_0_5_after,direction_agg_0_5_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,direction_candle_5_10_after,direction_agg_5_10_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,direction_candle_10_15_after,direction_agg_10_15_after,volatility_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,direction_candle_15_20_after,direction_agg_15_20_after,volatility_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,direction_candle_20_25_after,direction_agg_20_25_after,volatility_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,direction_candle_25_30_after,direction_agg_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_60_after,direction_agg_0_60_after
506,2008-06-19 10:35:00,46,0.44,0.44,1,0,0,1,0,0,0,1,0,2008,25,3,1,11,-4,-3,0,0,9,-2,4,0,0,12,-2,-1,0,0,11,-4,2,0,0,11,-3,4,0,0,13,2,5,0,0,26,7,2,0
507,2008-06-24 09:00:00,65,0.61,0.53,0,1,0,1,0,0,0,1,0,2008,26,1,1,18,-7,-7,0,0,9,-6,2,0,0,10,-7,0,0,0,8,-11,-5,0,-1,14,-15,-5,0,-1,10,-14,1,0,-1,24,13,-4,0
508,2008-06-25 10:00:00,47,0.8400000000000001,1.08,0,0,3,3,0,0,1,0,0,2008,26,2,1,15,-7,-8,0,0,11,-9,-3,0,0,8,-10,0,0,-1,7,-10,0,0,-1,8,-6,7,0,0,8,-8,-2,0,0,23,6,-35,-2
509,2008-06-25 10:35:00,18,-1.06,-1.06,1,0,0,1,0,0,0,1,0,2008,26,2,1,20,-15,-15,-1,-1,13,-20,-6,0,-1,12,-18,2,0,-1,8,-19,0,0,-1,16,-29,-8,0,-2,11,-26,3,0,-2,35,-14,-26,-2
510,2008-06-25 14:09:00,26,0.0,-1.35,3,0,0,3,0,0,1,0,0,2008,26,2,1,80,15,16,1,1,28,21,7,0,2,35,40,14,1,2,36,64,25,2,2,19,61,-4,0,2,34,80,19,1,2,80,9,88,2
511,2008-06-26 10:00:00,23,-1.9500000000000002,-1.6500000000000001,0,3,0,3,0,0,1,0,0,2008,26,3,1,12,7,7,0,0,12,15,8,0,1,16,15,3,0,1,10,22,7,0,2,15,8,-11,-1,0,13,2,-11,-1,0,20,-9,24,2
512,2008-06-26 10:35:00,46,-0.42,-0.42,1,0,0,1,0,0,0,1,0,2008,26,3,1,11,3,3,0,0,7,4,2,0,0,12,9,6,0,0,10,10,-1,0,1,12,13,4,0,1,10,10,-4,0,1,30,16,3,0
513,2008-06-27 09:55:00,63,1.08,-0.22,2,0,0,2,0,0,0,0,1,2008,26,4,1,12,3,2,0,0,19,-6,-9,0,0,9,-6,-1,0,0,9,-2,3,0,0,11,4,7,0,0,12,0,-3,0,0,26,7,2,0
514,2008-06-30 09:45:00,10,0.96,0.96,0,2,0,2,0,0,0,0,1,2008,27,0,1,8,-2,-2,0,0,8,0,-1,0,0,8,2,2,0,0,16,13,11,1,1,9,16,3,0,1,15,8,-8,0,0,31,18,-9,0
515,2008-07-01 01:00:00,67,-0.75,-0.75,0,0,1,1,0,0,0,1,0,2008,27,1,1,10,4,6,0,0,11,-3,-7,0,0,7,0,2,0,0,13,-2,-2,0,0,6,-1,0,0,0,18,9,10,1,0,27,-19,24,2
516,2008-07-02 08:15:00,0,-3.0300000000000002,-3.21,0,0,3,0,0,3,1,0,0,2008,27,2,1,41,38,32,2,2,18,33,-5,0,2,18,23,-11,-1,2,14,29,8,0,2,14,34,2,0,2,20,37,3,0,2,55,19,60,2
517,2008-07-02 10:00:00,24,-0.66,-0.56,0,2,0,0,2,0,0,0,1,2008,27,2,1,10,1,1,0,0,21,11,10,1,1,10,11,1,0,1,14,18,7,0,1,10,13,-5,0,1,9,15,2,0,1,36,-10,13,1
518,2008-07-02 10:35:00,18,2.98,2.98,2,0,0,2,0,0,0,0,1,2008,27,2,1,21,-9,-12,-1,0,19,-24,-16,-1,-2,9,-20,4,0,-1,13,-17,2,0,-1,11,-15,0,0,-1,11,-13,2,0,-1,46,40,-12,-1
519,2008-07-03 10:00:00,40,-4.949999999999999,-4.949999999999999,0,0,3,3,0,0,1,0,0,2008,27,3,1,34,26,24,2,2,21,12,-11,-1,1,14,11,-2,0,1,20,-5,-17,-1,0,18,-11,-4,0,-1,12,-17,-6,0,-1,42,-20,-33,-2
520,2008-07-03 10:35:00,46,-0.05,-0.05,1,0,0,1,0,0,0,1,0,2008,27,3,1,15,-5,-4,0,0,19,-11,-6,0,-1,16,-11,2,0,-1,15,-1,10,1,0,13,-2,0,0,0,11,0,1,0,0,74,-44,-7,0
521,2008-07-08 15:00:00,12,-0.46,-0.62,0,1,0,0,0,1,0,1,0,2008,28,1,1,8,-4,-3,0,0,8,-2,3,0,0,9,-3,-2,0,0,7,-3,0,0,0,7,-5,-2,0,0,8,-1,3,0,0,20,-12,-4,0
522,2008-07-09 10:35:00,18,-0.08,-0.08,2,0,0,2,0,0,0,0,1,2008,28,2,1,14,6,4,0,0,14,13,8,0,1,10,10,-3,0,1,13,8,-2,0,0,17,3,-6,0,0,14,2,-2,0,0,24,-1,-15,-1
523,2008-07-10 08:30:00,69,5.28,5.25,0,3,0,3,0,0,1,0,0,2008,28,3,1,17,-3,-2,0,0,8,-4,0,0,0,9,-5,0,0,0,14,-8,-3,0,0,11,-3,2,0,0,16,5,7,0,0,26,5,9,0
524,2008-07-10 10:35:00,46,-0.18,-0.18,1,0,0,1,0,0,0,1,0,2008,28,3,1,12,0,0,0,0,13,5,6,0,0,15,14,8,0,1,14,16,3,0,1,14,15,-1,0,1,16,10,-3,0,1,70,51,5,0
525,2008-07-11 09:55:00,58,3.0,2.73,0,3,0,3,0,0,1,0,0,2008,28,4,1,10,-3,-4,0,0,17,-12,-10,-1,-1,14,-11,3,0,-1,19,-1,9,0,0,12,1,2,0,0,16,11,9,0,1,85,45,13,1
526,2008-07-11 14:00:00,25,3.26,3.26,0,2,0,2,0,0,0,0,1,2008,28,4,1,11,-4,-5,0,0,8,-6,-1,0,0,8,-6,-1,0,0,7,-5,-1,0,0,13,5,10,1,0,8,0,-3,0,0,25,0,1,0
527,2008-07-16 09:00:00,66,-2.73,-2.4899999999999998,0,0,3,0,0,3,1,0,0,2008,29,2,1,18,5,7,0,0,10,2,-2,0,0,8,1,2,0,0,15,-7,-8,0,0,16,-20,-12,-1,-1,13,-24,-5,0,-2,40,2,-11,-1
528,2008-07-16 10:35:00,18,-1.02,-1.02,2,0,0,2,0,0,0,0,1,2008,29,2,1,36,-30,-30,-2,-2,16,-28,-1,0,-2,12,-30,-3,0,-2,40,-50,-20,-1,-2,29,-67,-18,-1,-2,14,-58,10,1,-2,45,-1,-46,-2
529,2008-07-16 13:00:00,44,-1.48,-1.48,0,0,1,1,0,0,0,1,0,2008,29,2,1,10,4,2,0,0,8,5,2,0,0,8,2,-2,0,0,11,-1,-2,0,0,8,0,0,0,0,8,0,1,0,0,22,-11,8,0
530,2008-07-17 10:00:00,53,0.72,0.72,0,0,2,2,0,0,0,0,1,2008,29,3,1,18,3,6,0,0,22,15,12,1,1,11,12,-4,0,1,13,7,-5,0,0,11,11,3,0,1,9,15,4,0,1,44,24,28,2
531,2008-07-17 10:35:00,46,-1.74,-1.74,1,0,0,1,0,0,0,1,0,2008,29,3,1,14,-6,-6,0,0,16,4,10,1,0,17,6,1,0,0,17,12,7,0,1,9,8,-3,0,0,8,7,0,0,0,47,34,-4,0
532,2008-07-21 10:00:00,7,-0.73,-1.07,1,0,0,0,0,1,0,1,0,2008,30,0,1,14,6,5,0,0,13,11,5,0,1,12,3,-9,0,0,9,7,3,0,0,9,12,5,0,1,11,15,3,0,1,21,-6,9,0
533,2008-07-22 10:02:00,64,0.1,0.1,0,0,1,1,0,0,0,1,0,2008,30,1,1,22,-10,-10,-1,-1,18,-5,10,1,0,21,-13,-7,0,-1,17,-18,-5,0,-1,11,-10,8,0,-1,9,-8,2,0,0,44,-12,-16,-1
534,2008-07-22 10:35:00,35,0.37,0.43,0,1,0,1,0,0,0,1,0,2008,30,1,1,11,-5,-6,0,0,15,-13,-7,0,-1,11,-15,-1,0,-1,13,-9,4,0,0,14,-15,-8,0,-1,15,-25,-9,0,-2,54,-34,-46,-2
535,2008-07-23 10:35:00,18,-0.16,-0.16,2,0,0,2,0,0,0,0,1,2008,30,2,1,29,1,-1,0,0,13,4,4,0,0,19,-8,-12,-1,0,13,-8,1,0,0,11,-4,4,0,0,18,8,12,1,0,69,-48,-5,0
536,2008-07-24 08:30:00,69,-1.84,-1.92,0,0,2,0,0,2,0,0,1,2008,30,3,1,21,4,7,0,0,11,1,-3,0,0,12,-4,-5,0,0,12,-5,-3,0,0,9,-7,1,0,0,7,-9,-2,0,0,35,5,8,0
537,2008-07-24 10:00:00,23,-3.66,-3.57,0,0,3,3,0,0,1,0,0,2008,30,3,1,32,25,26,2,2,18,34,10,1,2,16,28,-6,0,2,10,29,1,0,2,15,19,-9,0,1,9,18,-2,0,1,53,20,-10,-1
538,2008-07-24 10:35:00,46,0.08,0.08,1,0,0,1,0,0,0,1,0,2008,30,3,1,22,-18,-16,-1,-1,11,-14,3,0,-1,17,-25,-9,0,-2,13,-30,-6,0,-2,10,-26,5,0,-2,8,-24,2,0,-2,46,16,-21,-2
539,2008-07-25 09:55:00,63,3.52,1.98,0,2,0,2,0,0,0,0,1,2008,30,4,1,16,-1,-2,0,0,26,-18,-17,-1,-1,9,-18,0,0,-1,16,-24,-7,0,-2,18,-21,3,0,-2,18,-12,8,0,-1,26,-4,-20,-1
540,2008-07-25 10:00:00,47,3.06,3.5999999999999996,0,3,0,0,3,0,1,0,0,2008,30,4,1,26,-17,-17,-1,-1,9,-17,0,0,-1,16,-23,-7,0,-2,18,-20,3,0,-1,18,-11,8,0,-1,12,-15,-4,0,-1,37,-3,-16,-1
541,2008-07-29 09:00:00,65,0.52,0.49,0,1,0,1,0,0,0,1,0,2008,31,1,1,12,-7,-6,0,0,8,-5,3,0,0,9,-10,-6,0,-1,10,-8,3,0,0,13,-3,5,0,0,11,-5,0,0,0,27,-10,-20,-1
542,2008-07-29 10:00:00,6,3.84,3.75,0,3,0,0,3,0,1,0,0,2008,31,1,1,28,-25,-24,-2,-2,23,-44,-16,-1,-2,36,-57,-17,-1,-2,16,-65,-9,0,-2,16,-60,4,0,-2,14,-54,7,0,-2,54,-18,-62,-2
543,2008-07-30 08:15:00,0,0.8400000000000001,0.8400000000000001,0,3,0,3,0,0,1,0,0,2008,31,2,1,35,-24,-27,-2,-2,16,-18,6,0,-1,11,-22,-5,0,-2,21,-21,1,0,-2,15,-24,-4,0,-2,12,-22,1,0,-2,41,-4,-45,-2
544,2008-07-30 10:35:00,18,-1.06,-1.06,2,0,0,2,0,0,0,0,1,2008,31,2,1,24,6,7,0,0,17,11,6,0,1,18,6,-4,0,0,16,15,11,1,1,13,10,-5,0,1,10,9,2,0,0,40,9,10,1
545,2008-07-31 09:45:00,10,1.12,1.12,0,2,0,2,0,0,0,0,1,2008,31,3,1,15,-9,-7,0,0,16,-9,-1,0,0,15,-4,4,0,0,15,-4,0,0,0,12,-6,-3,0,0,17,-14,-8,0,-1,61,-22,-5,0
546,2008-07-31 10:35:00,46,0.65,0.65,1,0,0,1,0,0,0,1,0,2008,31,3,1,10,3,3,0,0,14,-8,-9,0,0,17,-15,-8,0,-1,14,-26,-9,0,-2,18,-40,-15,-1,-2,14,-37,4,0,-2,36,-10,-45,-2
547,2008-08-01 01:00:00,67,-1.61,-1.61,0,0,1,1,0,0,0,1,0,2008,31,4,1,9,-4,-3,0,0,6,-2,2,0,0,10,-4,-1,0,0,10,-10,-4,0,-1,7,-11,1,0,-1,8,-12,0,0,-1,15,-6,8,0
548,2008-08-04 10:00:00,24,-0.2,0.04,0,2,0,0,2,0,0,0,1,2008,32,0,1,26,10,10,1,1,11,4,-5,0,0,18,21,17,1,2,23,36,15,1,2,14,39,2,0,2,13,31,-9,0,2,37,13,28,2
549,2008-08-05 10:00:00,40,0.51,0.51,0,3,0,3,0,0,1,0,0,2008,32,1,1,12,0,0,0,0,10,2,2,0,0,9,-2,-5,0,0,10,4,5,0,0,12,1,-1,0,0,9,2,2,0,0,18,2,3,0
550,2008-08-05 14:13:00,26,0.0,-1.35,3,0,0,3,0,0,1,0,0,2008,32,1,1,33,-11,-11,-1,-1,22,-1,9,0,0,17,-14,-13,-1,-1,13,-16,-2,0,-1,19,-1,14,1,0,18,-18,-17,-1,-1,47,9,-13,-1
551,2008-08-06 10:35:00,18,-3.38,-3.38,2,0,0,2,0,0,0,0,1,2008,32,2,1,15,-7,-6,0,0,13,-12,-5,0,-1,17,-21,-10,-1,-2,14,-14,9,0,-1,13,-17,-5,0,-1,8,-17,0,0,-1,31,10,-32,-2
552,2008-08-07 08:30:00,69,-1.1,-1.04,0,0,2,2,0,0,0,0,1,2008,32,3,1,34,23,21,2,2,64,-20,-37,-2,-1,25,-30,-11,-1,-2,17,-30,0,0,-2,35,-51,-22,-2,-2,16,-57,-6,0,-2,39,7,-82,-2
553,2008-08-07 10:00:00,50,1.29,1.1099999999999999,0,3,0,0,0,3,1,0,0,2008,32,3,1,30,-27,-28,-2,-2,14,-25,1,0,-2,14,-16,8,0,-1,13,-22,-4,0,-2,10,-25,-1,0,-2,11,-25,0,0,-2,61,-18,-15,-1
554,2008-08-07 10:35:00,46,0.67,0.67,1,0,0,1,0,0,0,1,0,2008,32,3,1,15,13,12,1,1,10,13,2,0,1,13,8,-4,0,0,9,8,2,0,0,14,11,3,0,1,11,7,-4,0,0,50,-32,4,0
555,2008-08-07 15:00:00,12,0.88,0.72,0,1,0,0,1,0,0,1,0,2008,32,3,1,10,6,4,0,0,10,8,2,0,0,7,7,0,0,0,7,7,0,0,0,8,4,0,0,0,9,6,2,0,0,19,0,1,0
556,2008-08-08 10:00:00,31,-0.37,-0.04,0,0,1,0,0,1,0,1,0,2008,32,4,1,29,-15,-15,-1,-1,14,-16,-3,0,-1,16,-11,6,0,-1,33,13,23,2,1,18,11,-3,0,1,27,22,10,1,2,75,-46,13,1
557,2008-08-12 08:30:00,68,3.0,2.7,0,3,0,3,0,0,1,0,0,2008,33,1,1,23,5,9,0,0,33,28,22,2,2,19,25,-7,0,2,25,22,-2,0,2,13,23,0,0,2,15,33,8,0,2,65,26,38,2
558,2008-08-12 10:00:00,37,1.3,1.3,0,1,0,1,0,0,0,1,0,2008,33,1,1,17,-10,-8,0,-1,10,-6,5,0,0,14,-14,-9,0,-1,12,-23,-8,0,-2,13,-21,1,0,-2,18,-10,13,1,-1,53,-13,-4,0
559,2008-08-12 14:00:00,25,-1.76,-1.76,0,0,2,2,0,0,0,0,1,2008,33,1,1,11,1,-1,0,0,13,-3,-3,0,0,8,-1,-2,0,0,9,-1,1,0,0,11,1,1,0,0,14,-10,-11,-1,-1,44,37,-18,-1
560,2008-08-13 10:00:00,5,-1.44,-0.98,0,0,2,0,0,2,0,0,1,2008,33,2,1,23,-11,-12,-1,-1,19,-17,-7,0,-1,17,-22,-6,0,-2,22,-12,9,0,-1,12,-7,5,0,0,10,-11,-4,0,-1,64,-46,-4,0
561,2008-08-13 10:35:00,18,1.66,1.66,2,0,0,2,0,0,0,0,1,2008,33,2,1,30,26,24,2,2,18,16,-10,-1,1,23,5,-11,-1,0,14,2,-4,0,0,12,3,2,0,0,10,7,7,0,0,57,-23,0,0
562,2008-08-14 10:35:00,46,0.56,0.56,1,0,0,1,0,0,0,1,0,2008,33,3,1,20,-10,-11,-1,-1,10,-13,-4,0,-1,17,-2,11,1,0,9,-4,-3,0,0,12,0,4,0,0,8,-6,-4,0,0,33,5,-21,-2
563,2008-08-15 08:30:00,21,1.16,1.16,0,2,0,2,0,0,0,0,1,2008,33,4,1,21,4,3,0,0,14,11,5,0,1,14,14,2,0,1,16,16,3,0,1,13,12,-5,0,1,14,16,3,0,1,34,3,1,0
564,2008-08-15 09:00:00,66,-2.82,-0.99,0,0,3,0,3,0,1,0,0,2008,33,4,1,20,-1,1,0,0,17,-8,-7,0,0,14,-14,-5,0,-1,22,-11,4,0,-1,13,-16,-4,0,-1,12,-16,-2,0,-1,42,1,-54,-2
565,2008-08-15 09:55:00,58,2.46,4.26,3,0,0,0,3,0,1,0,0,2008,33,4,1,17,-8,-9,0,0,14,-7,0,0,0,18,2,9,0,0,15,-1,-4,0,0,15,6,8,0,0,16,12,7,0,1,79,-54,6,0
566,2008-08-18 13:00:00,44,0.93,0.93,1,0,0,1,0,0,0,1,0,2008,34,0,1,8,-1,0,0,0,9,-4,-4,0,0,9,-2,0,0,0,6,-4,-2,0,0,11,-10,-6,0,-1,8,-7,1,0,0,21,-3,-8,0
567,2008-08-20 10:35:00,18,-1.72,-1.72,2,0,0,2,0,0,0,0,1,2008,34,2,1,20,2,2,0,0,13,7,6,0,0,11,0,-7,0,0,17,-10,-7,0,-1,21,-21,-10,-1,-2,13,-19,2,0,-1,33,-6,-73,-2
568,2008-08-21 08:30:00,69,2.7,3.02,0,2,0,0,2,0,0,0,1,2008,34,3,1,22,-9,-8,0,0,21,-16,-7,0,-1,13,-14,0,0,-1,19,2,16,1,0,29,24,22,2,2,10,17,-6,0,1,39,17,32,2
569,2008-08-21 10:35:00,46,-1.53,-1.53,1,0,0,1,0,0,0,1,0,2008,34,3,1,10,-6,-3,0,0,26,13,19,1,1,20,20,7,0,1,14,25,5,0,2,16,23,-1,0,2,16,26,4,0,2,47,21,11,1
570,2008-08-25 10:00:00,23,3.3000000000000003,3.66,0,3,0,3,0,0,1,0,0,2008,35,0,1,18,-5,-1,0,0,13,-12,-8,0,-1,12,-9,3,0,0,9,-12,-2,0,-1,12,-13,-1,0,-1,12,-19,-4,0,-1,30,10,-11,-1
571,2008-08-26 09:00:00,65,0.31,0.42,0,1,0,1,0,0,0,1,0,2008,35,1,1,24,8,7,0,0,13,5,-4,0,0,15,4,-1,0,0,13,9,7,0,0,14,15,5,0,1,16,24,8,0,2,52,24,32,2
572,2008-08-27 10:35:00,18,1.44,1.44,2,0,0,2,0,0,0,0,1,2008,35,2,1,16,3,1,0,0,13,0,-5,0,0,13,4,3,0,0,19,16,12,1,1,10,15,0,0,1,18,23,9,0,2,53,-33,0,0
573,2008-08-28 10:35:00,46,-1.58,-1.58,1,0,0,1,0,0,0,1,0,2008,35,3,1,12,-4,-3,0,0,27,-27,-23,-2,-2,13,-19,4,0,-1,11,-18,-1,0,-1,19,-23,-3,0,-2,12,-16,5,0,-1,52,-35,-18,-1
574,2008-08-29 09:45:00,10,3.54,3.54,0,2,0,2,0,0,0,0,1,2008,35,4,1,29,-17,-18,-1,-1,14,-17,1,0,-1,20,-24,-6,0,-2,18,-22,3,0,-2,10,-22,1,0,-2,10,-20,1,0,-1,53,0,-8,0
575,2008-08-29 09:55:00,63,-0.16,-3.04,0,2,0,2,0,0,0,0,1,2008,35,4,1,20,-7,-6,0,0,18,-5,3,0,0,10,-5,1,0,0,10,-3,1,0,0,10,-3,0,0,0,10,-2,1,0,0,59,-22,24,2
576,2008-09-03 01:00:00,67,1.54,1.54,0,1,0,1,0,0,0,1,0,2008,36,2,1,15,-8,-6,0,0,14,-14,-7,0,-1,13,-10,1,0,-1,19,-2,10,1,0,14,2,1,0,0,20,13,13,1,1,76,-49,-2,0
577,2008-09-03 10:00:00,24,-1.32,-1.3,0,2,0,0,2,0,0,0,1,2008,36,2,1,25,-10,-9,0,-1,19,-4,6,0,0,13,0,3,0,0,10,3,3,0,0,13,-1,-3,0,0,15,5,5,0,0,57,31,-3,0
578,2008-09-04 08:15:00,0,-0.39,-1.29,3,0,0,0,0,3,1,0,0,2008,36,3,1,13,-5,-4,0,0,8,-7,-1,0,0,9,-3,4,0,0,47,-20,-21,-2,-1,38,-28,-7,0,-2,18,-24,6,0,-2,52,24,-7,0
579,2008-09-04 10:00:00,40,0.8999999999999999,0.8999999999999999,0,3,0,3,0,0,1,0,0,2008,36,3,1,23,-13,-15,-1,-1,23,-33,-18,-1,-2,12,-28,4,0,-2,12,-31,-4,0,-2,12,-39,-6,0,-2,23,-55,-15,-1,-2,58,-14,-78,-2
580,2008-09-04 10:35:00,46,0.13,0.13,1,0,0,1,0,0,0,1,0,2008,36,3,1,19,-7,-6,0,0,21,-17,-10,-1,-1,14,-22,-4,0,-2,12,-23,-2,0,-2,17,-25,-3,0,-2,12,-21,4,0,-2,99,-74,-60,-2
581,2008-09-04 11:00:00,18,0.78,0.78,2,0,0,2,0,0,0,0,1,2008,36,3,1,12,4,4,0,0,14,-2,-5,0,0,21,-12,-10,-1,-1,5,-12,-2,0,-1,22,-30,-18,-1,-2,17,-37,-2,0,-2,70,-64,-22,-2
582,2008-09-08 15:00:00,12,-1.19,-1.16,0,0,1,0,0,1,0,1,0,2008,37,0,1,12,9,9,0,0,8,4,-4,0,0,15,10,3,0,1,9,8,-3,0,0,8,6,-2,0,0,11,15,9,0,1,45,29,38,2
583,2008-09-10 10:35:00,18,0.74,0.74,2,0,0,2,0,0,0,0,1,2008,37,2,1,26,-17,-18,-1,-1,14,-16,-4,0,-1,24,-33,-17,-1,-2,25,-53,-20,-1,-2,22,-55,-2,0,-2,21,-44,9,0,-2,47,-14,-90,-2
584,2008-09-11 10:35:00,46,0.22,0.22,1,0,0,1,0,0,0,1,0,2008,37,3,1,15,-8,-9,0,0,15,2,8,0,0,16,3,1,0,0,14,10,9,0,1,14,4,-6,0,0,16,2,-1,0,0,50,5,-11,-1
585,2008-09-11 14:00:00,25,-0.84,-0.84,0,0,2,2,0,0,0,0,1,2008,37,3,1,9,2,0,0,0,21,14,14,1,1,15,4,-10,-1,0,11,2,-1,0,0,13,0,-4,0,0,12,-5,-5,0,0,42,0,10,1
586,2008-09-12 09:55:00,58,4.9799999999999995,4.199999999999999,0,3,0,0,3,0,1,0,0,2008,37,4,1,34,-32,-32,-2,-2,21,-27,6,0,-2,17,-21,6,0,-2,18,-8,17,1,0,16,-7,2,0,0,13,2,4,0,0,55,7,47,2
587,2008-09-12 10:00:00,5,-2.46,-1.54,0,0,2,0,0,2,0,0,1,2008,37,4,1,21,5,6,0,0,17,11,6,0,1,18,24,17,1,2,16,25,2,0,2,13,34,4,0,2,27,52,17,1,2,60,-9,89,2
588,2008-09-15 08:30:00,21,0.34,0.34,0,0,2,2,0,0,0,0,1,2008,38,0,1,21,-4,-4,0,0,28,24,27,2,2,19,27,2,0,2,17,22,-4,0,2,18,32,11,1,2,20,37,5,0,2,89,2,38,2
589,2008-09-16 09:00:00,66,-4.32,-4.47,0,0,3,3,0,0,1,0,0,2008,38,1,1,34,-9,-9,0,0,27,-5,3,0,0,18,-17,-12,-1,-1,15,-21,-3,0,-2,36,-38,-13,-1,-2,26,-55,-16,-1,-2,61,8,-43,-2
590,2008-09-16 13:00:00,44,1.41,1.41,0,1,0,1,0,0,0,1,0,2008,38,1,1,18,1,-1,0,0,13,-1,-1,0,0,7,-3,-2,0,0,9,-5,-2,0,0,9,-2,3,0,0,15,-4,0,0,0,51,5,-11,-1
591,2008-09-16 14:14:00,26,0.0,0.0,3,0,0,3,0,0,1,0,0,2008,38,1,1,75,13,19,1,1,29,-9,-20,-1,0,24,8,16,1,0,25,14,5,0,1,24,13,1,0,1,31,25,11,1,2,86,-47,45,2
592,2008-09-17 10:35:00,18,1.04,1.04,2,0,0,2,0,0,0,0,1,2008,38,2,1,21,8,7,0,0,13,10,1,0,1,21,13,3,0,1,17,6,-5,0,0,19,5,-2,0,0,20,18,13,1,1,66,30,-60,-2
593,2008-09-18 08:30:00,69,-1.34,-0.88,0,0,2,2,0,0,0,0,1,2008,38,3,1,28,-15,-12,-1,-1,37,-39,-23,-2,-2,32,-22,21,2,-2,20,-32,-9,0,-2,17,-26,7,0,-2,40,-58,-32,-2,-2,47,19,-65,-2
594,2008-09-18 10:35:00,46,-0.13,-0.13,1,0,0,1,0,0,0,1,0,2008,38,3,1,24,17,16,1,1,21,27,13,1,2,27,42,15,1,2,18,39,-3,0,2,39,18,-22,-2,1,30,40,22,2,2,67,-51,34,2
595,2008-09-24 10:00:00,23,0.12,-0.72,3,0,0,3,0,0,1,0,0,2008,39,2,1,26,10,10,1,1,8,7,-3,0,0,37,-27,-32,-2,-2,16,-33,-4,0,-2,17,-25,7,0,-2,28,-46,-21,-2,-2,43,-8,-55,-2
596,2008-09-24 10:35:00,18,-0.34,-0.34,2,0,0,2,0,0,0,0,1,2008,39,2,1,18,-4,-4,0,0,15,-14,-11,-1,-1,25,-31,-16,-1,-2,22,-21,12,1,-2,16,-21,1,0,-2,25,-10,12,1,-1,73,-35,-4,0
597,2008-09-25 10:00:00,47,-4.5600000000000005,-2.79,0,0,3,0,3,0,1,0,0,2008,39,3,1,23,3,-2,0,0,16,-11,-8,0,-1,20,-25,-12,-1,-2,25,-46,-18,-1,-2,23,-66,-19,-1,-2,25,-73,-6,0,-2,59,15,-54,-2
598,2008-09-25 10:35:00,46,1.52,1.52,1,0,0,1,0,0,0,1,0,2008,39,3,1,12,-3,-3,0,0,20,3,8,0,0,14,8,5,0,0,14,5,-2,0,0,15,3,-2,0,0,16,-4,-7,0,0,107,-45,-25,-2
599,2008-09-26 09:55:00,63,-0.88,-3.42,2,0,0,2,0,0,0,0,1,2008,39,4,1,23,-9,-9,0,0,29,6,14,1,0,16,1,-5,0,0,23,9,8,0,0,13,11,4,0,1,21,-7,-18,-1,0,78,20,-19,-1
600,2008-09-30 09:00:00,65,-1.35,-1.39,0,0,1,1,0,0,0,1,0,2008,40,1,1,12,-3,-3,0,0,24,5,8,0,0,22,-3,-6,0,0,33,-29,-26,-2,-2,20,-38,-7,0,-2,20,-46,-7,0,-2,89,-68,-94,-2
601,2008-09-30 09:45:00,10,0.04,0.04,0,2,0,2,0,0,0,0,1,2008,40,1,1,18,-6,-4,0,0,23,-16,-8,0,-1,20,0,15,1,0,13,-2,-1,0,0,12,4,5,0,0,20,-4,-8,0,0,104,-78,-47,-2
602,2008-09-30 10:00:00,6,2.9699999999999998,3.4499999999999997,0,3,0,0,3,0,1,0,0,2008,40,1,1,13,-2,-1,0,0,12,4,5,0,0,20,-4,-8,0,0,16,-6,0,0,0,23,-25,-17,-1,-2,10,-20,4,0,-1,124,-77,-101,-2
603,2008-10-01 01:00:00,67,-0.99,-0.99,0,0,1,1,0,0,0,1,0,2008,40,2,1,26,-14,-14,-1,-1,12,-24,-10,-1,-2,11,-14,9,0,-1,15,-7,7,0,0,9,-9,-2,0,0,6,-7,1,0,0,43,-12,-16,-1
604,2008-10-01 08:15:00,0,0.8400000000000001,1.3800000000000001,0,3,0,3,0,0,1,0,0,2008,40,2,1,23,-6,-6,0,0,45,-41,-35,-2,-2,43,-78,-37,-2,-2,46,-36,42,2,-2,15,-48,-12,-1,-2,17,-37,11,1,-2,101,-64,-62,-2
605,2008-10-01 10:35:00,18,-1.6,-1.6,2,0,0,2,0,0,0,0,1,2008,40,2,1,14,-11,-11,-1,-1,11,-17,-7,0,-1,16,-28,-11,-1,-2,25,-16,12,1,-1,12,-14,2,0,-1,26,-2,11,1,0,53,15,14,1
606,2008-10-02 08:30:00,69,0.15000000000000002,0.42000000000000004,0,0,3,3,0,0,1,0,0,2008,40,3,1,29,-20,-18,-1,-1,72,-69,-49,-2,-2,15,-74,-6,0,-2,33,-93,-19,-1,-2,32,-108,-14,-1,-2,33,-123,-15,-1,-2,52,2,-104,-2
