,datetime,new_id,forecast_error_ratio_zscore,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_90_after,direction_agg_0_90_after
457,2009-11-17 08:30:00,23,0.39,0.39,0,0,1,1,0,0,1,2009,47,1,1,17,4,2,18,15,12,11,17,1,15,8,-10,10,7,-1,13,2,-3,34,13,-4,0
458,2009-11-17 09:00:00,30,0.06,0.13,0,1,0,0,1,0,1,2009,47,1,1,13,6,4,11,1,-6,12,2,3,15,-7,-7,17,0,7,17,-8,-8,32,1,-19,-1
459,2009-11-19 08:30:00,32,-0.11,-0.14,1,0,0,1,0,0,1,2009,47,3,1,21,11,10,14,7,-4,9,8,0,9,9,2,17,16,6,10,14,-2,34,15,-13,-1
460,2009-11-23 10:00:00,14,1.03,0.99,0,1,0,0,0,1,1,2009,48,0,1,19,-6,-5,9,-1,4,18,-4,-3,7,-4,-1,14,-13,-8,9,-14,-2,19,4,-9,0
461,2009-11-24 08:30:00,26,-0.3,-1.27,0,0,1,1,0,0,1,2009,48,1,1,14,-11,-11,9,-13,-2,24,7,21,14,11,4,13,2,-7,9,1,-1,19,0,-24,-2
462,2009-11-24 10:00:00,4,0.56,0.63,0,1,0,0,1,0,1,2009,48,1,1,28,-2,-1,24,-11,-8,7,-10,1,2,-10,1,1,-11,-1,2,-10,0,41,-31,-20,-1
463,2009-11-25 10:00:00,21,0.36,0.35,0,1,0,0,1,0,1,2009,48,2,1,17,1,2,12,-1,0,10,-4,-1,14,1,6,11,-4,-5,12,-9,-6,34,-4,-3,0
464,2009-11-30 09:45:00,6,0.31,0.31,0,1,0,1,0,0,1,2009,49,0,1,13,-6,-6,10,-8,-2,15,-1,3,12,-1,0,13,9,6,11,13,5,34,-7,-13,-1
465,2009-12-02 08:15:00,0,0.14,-0.02,0,0,1,0,1,0,1,2009,49,2,1,15,-3,-7,15,7,10,11,0,-5,13,-2,-4,10,-3,-1,9,-2,2,18,3,-9,0
466,2009-12-03 08:30:00,32,0.57,0.7,0,1,0,1,0,0,1,2009,49,3,1,18,-8,-10,58,13,22,33,-6,-20,18,-11,-4,21,-24,-13,14,-30,-5,21,-2,-36,-2
467,2009-12-03 10:00:00,18,-1.29,-1.29,0,0,1,1,0,0,1,2009,49,3,1,18,-9,-9,12,-3,6,9,-5,-4,9,-9,-5,9,-7,4,15,2,9,48,-14,19,1
468,2009-12-11 09:55:00,28,1.25,1.1,0,1,0,0,1,0,1,2009,50,4,1,10,-8,-7,20,-2,5,23,-20,-16,12,-17,2,23,-32,-14,14,-26,6,80,-64,-43,-2
469,2009-12-15 08:30:00,23,0.87,0.87,0,1,0,1,0,0,1,2009,51,1,1,18,-2,-2,11,-3,-1,14,-4,-3,12,1,3,16,13,13,15,7,-6,22,1,20,1
470,2009-12-15 09:00:00,30,-0.58,-0.6,0,0,1,1,0,0,1,2009,51,1,1,17,6,7,11,11,5,14,7,-4,21,18,12,11,21,3,12,17,-3,33,-3,29,2
471,2009-12-16 14:15:00,15,0.0,0.0,1,0,0,1,0,0,1,2009,51,2,1,44,-4,-7,34,-33,-26,21,-30,4,15,-34,-5,13,-25,8,13,-26,-1,44,6,-24,-2
472,2009-12-17 08:30:00,32,-0.95,-0.87,0,0,1,1,0,0,1,2009,51,3,1,17,2,1,12,-1,-2,17,-13,-9,15,-2,8,9,-3,-1,11,1,2,39,-24,20,1
473,2009-12-17 10:00:00,25,-0.48,-0.48,0,1,0,1,0,0,1,2009,51,3,1,17,14,14,15,8,-7,11,5,-3,9,5,0,7,6,1,11,-1,-7,27,2,-9,0
474,2009-12-22 10:00:00,14,0.27,0.32,0,1,0,1,0,0,1,2009,52,1,1,25,-8,-5,16,-2,6,15,-13,-11,11,-16,-2,24,-1,16,12,-5,-4,53,-31,-44,-2
475,2009-12-23 10:00:00,21,-1.39,-1.4,0,0,1,0,0,1,1,2009,52,2,1,42,36,34,13,33,-2,13,39,6,10,41,0,11,42,-1,9,40,-1,46,2,46,2
476,2009-12-29 10:00:00,4,0.05,0.14,1,0,0,0,1,0,1,2009,52,1,1,18,-10,-9,17,0,10,10,-3,-4,14,0,3,9,0,0,9,-3,-4,38,-12,-69,-2
477,2009-12-30 09:45:00,6,0.56,0.56,0,1,0,1,0,0,1,2009,52,2,1,15,-7,-8,17,2,8,15,-2,-5,9,-5,-4,9,0,2,9,3,3,46,-31,2,0
478,2009-12-31 08:30:00,32,1.0,0.87,0,1,0,1,0,0,1,2009,52,3,1,31,-25,-23,15,-17,7,8,-20,-2,9,-22,-3,7,-20,2,24,-4,15,43,-11,-29,-2
479,2010-01-04 10:00:00,17,0.47,0.47,0,1,0,1,0,0,1,2010,2,0,1,18,-2,1,21,9,11,15,-4,-12,24,-20,-16,12,-16,2,13,-7,8,37,-15,0,0
480,2010-01-05 10:00:00,24,-1.05,-1.05,0,0,1,0,1,0,1,2010,2,1,1,23,17,16,15,7,-11,9,9,3,16,20,9,11,12,-5,19,21,9,41,-5,-4,0
481,2010-01-06 08:15:00,0,0.38,0.91,0,0,1,0,1,0,1,2010,2,2,1,22,19,17,13,11,-8,11,14,4,11,13,-1,17,21,10,10,23,2,24,0,8,0
482,2010-01-06 10:00:00,18,0.2,0.2,0,0,1,1,0,0,1,2010,2,2,1,28,21,22,23,34,14,11,29,-4,12,28,-1,10,24,-5,17,33,10,34,-7,58,2
483,2010-01-07 08:30:00,32,0.42,0.41,0,1,0,1,0,0,1,2010,2,3,1,18,11,10,11,11,1,11,9,-3,9,13,4,10,20,7,8,21,2,42,-20,13,1
484,2010-01-12 08:30:00,31,-0.02,-0.03,0,0,1,1,0,0,1,2010,3,1,1,18,-6,-8,13,0,6,10,0,1,18,8,7,13,0,-7,20,-13,-12,40,-6,20,1
485,2010-01-15 08:30:00,7,-0.24,-0.24,1,0,0,1,0,0,1,2010,3,4,1,17,0,0,17,-2,-2,14,1,4,15,-1,-3,14,3,4,14,3,-1,26,-17,17,1
486,2010-01-15 09:55:00,28,-0.13,-0.65,0,0,1,0,0,1,1,2010,3,4,1,13,-1,-2,23,-16,-14,17,-26,-10,10,-19,7,10,-19,-1,12,-16,4,34,14,-12,-1
487,2010-01-19 09:00:00,30,1.7,1.68,0,1,0,1,0,0,1,2010,4,1,1,21,-8,-10,16,-18,-9,14,-8,9,10,-11,-3,16,-1,11,8,2,2,32,10,2,0
488,2010-01-21 08:30:00,32,-1.6,-1.64,0,0,1,1,0,0,1,2010,4,3,1,18,7,9,19,21,12,12,14,-5,9,10,-6,13,12,2,12,6,-5,28,-7,38,2
489,2010-01-21 10:00:00,25,-1.08,-1.08,0,0,1,1,0,0,1,2010,4,3,1,9,4,6,12,6,3,10,1,-5,16,-6,-8,29,-31,-26,18,-44,-13,30,15,-49,-2
490,2010-01-25 10:00:00,14,-1.33,-1.34,0,0,1,1,0,0,1,2010,5,0,1,13,-8,-5,17,-17,-8,10,-17,0,10,-13,3,12,-8,4,14,-4,4,23,0,-3,0
491,2010-01-26 10:00:00,4,0.9,0.81,0,1,0,0,1,0,1,2010,5,1,1,13,5,3,17,15,10,15,19,5,14,16,-3,10,10,-6,16,2,-8,22,-8,27,2
492,2010-01-27 10:00:00,21,-0.13,0.36,0,0,1,0,1,0,1,2010,5,2,1,15,5,2,14,14,8,18,1,-11,13,-7,-7,11,-2,5,12,3,4,33,9,-6,0
493,2010-01-27 14:16:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,5,2,1,31,-18,-14,30,-31,-18,14,-39,-9,15,-41,-1,25,-23,19,31,-9,13,37,13,-14,-1
494,2010-01-29 08:30:00,1,0.55,0.04,0,1,0,0,0,1,1,2010,5,4,1,35,-19,-18,12,-19,-2,16,-10,8,11,-5,1,16,-15,-9,12,-16,-1,37,6,-44,-2
495,2010-02-01 10:00:00,17,0.91,0.91,0,1,0,1,0,0,1,2010,6,0,1,26,-20,-19,14,-17,3,11,-13,5,11,-11,1,15,-5,6,13,-14,-11,37,8,-10,-1
496,2010-02-02 10:00:00,24,-0.51,-0.51,0,1,0,0,0,1,1,2010,6,1,1,15,-7,-10,9,-10,-3,17,-19,-8,10,-11,7,10,-5,5,19,2,7,23,15,-1,0
497,2010-02-03 08:15:00,0,1.69,1.7,0,1,0,0,1,0,1,2010,6,2,1,7,-4,-4,11,-9,-6,11,-21,-11,4,-19,2,5,-19,-1,13,-28,-9,21,-12,-37,-2
498,2010-02-03 10:00:00,18,0.14,0.14,0,0,1,1,0,0,1,2010,6,2,1,12,-6,-5,11,-3,3,11,-7,-3,17,-14,-7,11,-21,-6,14,-30,-8,20,1,-30,-2
499,2010-02-04 08:30:00,32,-0.21,-0.3,0,0,1,1,0,0,1,2010,6,3,1,14,-2,-1,12,-7,-5,13,-9,-1,20,-13,-5,13,-13,0,19,-24,-11,14,-6,-36,-2
500,2010-02-10 08:30:00,31,-0.84,-0.86,0,0,1,1,0,0,1,2010,7,2,1,16,-6,-7,10,-4,3,17,-16,-12,19,-19,-4,12,-18,3,15,-14,2,56,-21,-26,-2
501,2010-02-11 08:30:00,32,1.46,1.37,0,1,0,1,0,0,1,2010,7,3,1,18,-9,-7,16,-19,-7,23,-29,-9,14,-32,-4,19,-17,14,11,-21,-4,34,2,-63,-2
502,2010-02-12 09:55:00,28,0.05,0.1,0,0,1,0,1,0,1,2010,7,4,1,45,34,34,27,16,-18,39,50,34,14,43,-8,17,48,3,20,34,-13,77,0,29,2
503,2010-02-16 09:00:00,30,-0.31,-0.34,0,1,0,1,0,0,1,2010,8,1,1,10,-1,-2,21,-11,-10,14,-14,-3,10,-16,-2,10,-18,-2,11,-15,6,37,28,-17,-1
504,2010-02-17 08:30:00,3,-0.01,0.05,1,0,0,1,0,0,1,2010,8,2,1,15,2,2,14,1,-1,14,8,8,19,-1,-9,10,1,1,11,7,9,34,-18,-6,0
505,2010-02-18 10:00:00,25,-0.27,-0.27,0,1,0,1,0,0,1,2010,8,3,1,14,5,7,16,-3,-8,18,5,10,13,-4,-8,12,-15,-8,13,-21,-5,89,50,-36,-2
506,2010-02-19 08:30:00,7,-1.23,-1.23,0,0,1,1,0,0,1,2010,8,4,1,22,0,0,26,-14,-14,16,-10,7,16,-5,4,14,0,6,23,-12,-11,38,12,-15,-1
507,2010-02-23 10:00:00,4,-1.33,-1.25,0,0,1,0,1,0,1,2010,9,1,1,23,-17,-16,26,3,20,20,-12,-15,16,-9,2,15,-17,-8,12,-14,5,34,8,-20,-1
508,2010-02-24 10:00:00,21,-0.42,-0.12,0,0,1,0,1,0,1,2010,9,2,1,50,22,23,23,9,-12,22,-2,-8,17,-10,-9,12,-10,-1,12,-2,6,58,23,10,1
509,2010-02-26 08:30:00,26,0.18,-0.26,0,1,0,1,0,0,1,2010,9,4,1,21,-8,-9,21,2,10,13,7,5,13,15,8,20,16,0,8,14,-2,46,-26,17,1
510,2010-02-26 10:00:00,14,-1.08,-1.07,0,0,1,1,0,0,1,2010,9,4,1,28,-22,-22,17,-12,9,14,-8,5,10,-3,4,16,3,6,16,14,13,35,12,76,2
511,2010-03-01 10:00:00,17,-1.06,-1.06,0,0,1,1,0,0,1,2010,10,0,1,21,15,14,12,22,7,15,22,-1,13,15,-6,35,-11,-25,33,-35,-24,43,-35,-5,0
512,2010-03-03 08:15:00,0,1.18,-1.67,1,0,0,0,0,1,1,2010,10,2,1,19,6,8,15,10,4,13,16,8,14,11,-5,18,7,-2,15,15,7,48,5,2,0
513,2010-03-03 10:00:00,18,1.48,1.48,0,1,0,1,0,0,1,2010,10,2,1,24,-10,-13,18,-11,0,12,-14,-4,16,-2,10,17,-1,3,12,2,3,32,10,69,2
514,2010-03-04 08:30:00,32,0.67,0.68,1,0,0,1,0,0,1,2010,10,3,1,18,-3,-4,26,6,11,17,0,-5,11,4,3,11,6,3,20,17,11,34,-16,-35,-2
515,2010-03-04 10:00:00,24,-0.82,-0.83,0,0,1,0,0,1,1,2010,10,3,1,14,2,2,27,-21,-20,11,-20,2,20,-32,-12,17,-34,-4,13,-34,-2,47,-28,-33,-2
516,2010-03-12 09:55:00,28,-0.2,-0.34,0,0,1,1,0,0,1,2010,11,4,1,8,8,4,23,-5,-13,10,-10,-6,9,-7,4,12,-7,2,10,-6,1,28,-13,23,2
517,2010-03-15 08:58:00,30,-0.78,-0.8,0,0,1,1,0,0,1,2010,12,0,1,10,-2,-2,10,-5,-4,12,-12,-9,9,-11,3,9,-8,4,10,-11,-1,20,-4,-24,-2
518,2010-03-16 08:30:00,3,-0.16,-0.12,1,0,0,1,0,0,1,2010,12,1,1,12,6,6,9,6,1,9,5,-1,9,2,-4,9,0,1,10,4,3,25,-1,4,0
519,2010-03-16 14:13:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,12,1,1,39,-6,-8,18,8,12,14,3,-4,11,0,-6,23,-14,-15,13,-16,-5,61,7,21,2
520,2010-03-17 08:30:00,23,-1.55,-1.55,0,0,1,1,0,0,1,2010,12,2,1,10,5,5,15,-3,-10,17,-13,-12,7,-11,0,11,-9,1,7,-11,0,25,-17,-23,-2
521,2010-03-18 10:00:00,25,-0.18,-0.18,0,1,0,1,0,0,1,2010,12,3,1,19,6,8,10,2,-6,8,1,-2,9,-1,-3,10,1,2,11,-6,-9,41,20,-60,-2
522,2010-03-23 10:00:00,14,0.15,0.16,1,0,0,1,0,0,1,2010,13,1,1,16,3,3,27,24,21,11,20,-4,19,35,14,16,34,2,16,24,-10,36,-7,17,1
523,2010-03-24 08:30:00,8,0.49,1.31,0,1,0,0,1,0,1,2010,13,2,1,17,9,7,21,-4,-14,11,4,7,12,6,2,11,6,0,14,11,6,30,-15,13,1
524,2010-03-24 10:00:00,21,0.47,0.49,0,0,1,0,1,0,1,2010,13,2,1,12,0,-2,14,7,7,10,12,3,11,12,2,9,13,0,13,8,-6,34,11,-15,-1
525,2010-03-25 08:30:00,32,0.92,0.96,0,1,0,1,0,0,1,2010,13,3,1,16,-6,-4,12,-1,4,10,3,3,11,0,-2,12,2,4,8,2,-1,34,-20,-12,-1
526,2010-03-30 10:00:00,4,0.6,0.52,0,1,0,0,1,0,1,2010,14,1,1,16,6,7,15,-1,-9,11,-11,-10,10,-12,-2,10,-9,3,15,-15,-6,41,-31,-43,-2
527,2010-03-31 08:15:00,0,-1.71,-1.04,0,0,1,1,0,0,1,2010,14,2,1,25,21,18,20,35,14,13,25,-9,19,13,-12,11,10,-1,10,12,3,27,4,21,2
528,2010-04-01 08:30:00,32,-0.06,-0.47,1,0,0,1,0,0,1,2010,14,3,1,15,6,7,15,12,7,15,19,6,11,26,6,10,22,-2,11,29,7,42,-32,45,2
529,2010-04-01 10:00:00,17,0.77,0.77,0,1,0,1,0,0,1,2010,14,3,1,28,-10,-12,16,-14,-5,20,-2,12,12,-6,-4,10,-13,-6,10,-11,1,38,23,28,2
530,2010-04-08 08:30:00,32,-1.63,-1.64,0,0,1,1,0,0,1,2010,15,3,1,11,-2,-1,13,5,6,10,2,-2,14,9,7,12,12,0,15,20,9,22,-1,32,2
531,2010-04-13 08:30:00,31,-0.32,-0.42,0,0,1,1,0,0,1,2010,16,1,1,15,8,9,9,9,1,14,14,7,8,13,-1,17,21,11,13,26,7,21,-3,4,0
532,2010-04-15 08:30:00,32,-1.44,-1.38,0,0,1,1,0,0,1,2010,16,3,1,17,-7,-12,8,-2,4,13,4,8,16,-4,-7,14,5,9,11,6,-1,27,15,4,0
533,2010-04-15 09:00:00,30,-0.11,-0.23,0,1,0,0,0,1,1,2010,16,3,1,15,1,1,14,-6,-7,12,-14,-7,20,-1,14,9,0,0,10,6,5,29,11,9,0
534,2010-04-15 10:00:00,25,-0.15,-0.15,0,1,0,1,0,0,1,2010,16,3,1,13,-1,0,12,3,5,19,8,4,9,5,-4,9,5,-3,7,7,2,28,2,11,1
535,2010-04-16 08:30:00,3,1.02,1.5,0,1,0,0,1,0,1,2010,16,4,1,15,-5,-6,14,-13,-7,9,-7,7,15,-11,-3,10,-15,-5,16,-22,-8,23,7,-33,-2
536,2010-04-16 09:55:00,28,-1.19,-0.98,0,0,1,0,1,0,1,2010,16,4,1,16,9,9,14,11,2,20,25,14,14,23,-3,21,33,9,17,24,-11,26,-8,-8,0
537,2010-04-22 10:00:00,14,0.64,0.65,0,1,0,1,0,0,1,2010,17,3,1,14,-2,-1,11,-2,-1,15,-8,-5,12,2,9,15,7,5,42,21,14,58,-25,1,0
538,2010-04-23 08:30:00,8,1.35,1.21,0,1,0,0,1,0,1,2010,17,4,1,17,2,2,18,-7,-10,9,-9,-4,19,-19,-9,13,-15,5,13,-10,5,45,-13,15,1
539,2010-04-23 10:00:00,21,1.68,1.58,0,1,0,0,1,0,1,2010,17,4,1,21,-9,-10,11,-10,-1,34,17,28,16,12,-4,12,13,3,11,6,-7,54,28,59,2
540,2010-04-27 10:00:00,4,0.81,0.74,0,1,0,1,0,0,1,2010,18,1,1,16,2,0,13,8,6,11,2,-8,9,6,0,14,3,-1,13,14,11,39,13,-7,0
541,2010-04-28 14:14:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,18,2,1,20,7,6,21,18,10,18,28,8,14,33,6,16,42,10,13,33,-10,27,0,42,2
542,2010-04-29 08:30:00,32,0.52,0.42,0,0,1,1,0,0,1,2010,18,3,1,13,2,3,11,6,3,11,-2,-7,20,-15,-13,12,-10,4,10,-10,-1,21,2,-33,-2
543,2010-04-30 08:30:00,1,-0.52,-0.02,0,0,1,0,0,1,1,2010,18,4,1,15,12,11,11,16,5,9,18,0,12,22,3,10,16,-6,13,21,6,27,-19,22,2
544,2010-05-03 10:00:00,17,-0.55,-0.55,0,1,0,1,0,0,1,2010,19,0,1,14,-4,-2,11,-4,-1,9,-1,4,10,-5,-5,12,-12,-7,15,-21,-9,23,-3,-46,-2
545,2010-05-04 10:00:00,24,-0.11,-0.1,0,1,0,1,0,0,1,2010,19,1,1,14,1,0,10,-1,-2,13,2,1,16,-7,-9,16,5,9,11,3,-2,40,-18,-25,-2
546,2010-05-05 08:15:00,0,0.17,1.37,1,0,0,0,1,0,1,2010,19,2,1,19,-11,-10,13,-3,8,19,-19,-15,14,-26,-8,17,-35,-6,13,-26,7,34,-11,-101,-2
547,2010-05-05 10:00:00,18,-0.78,-0.78,0,0,1,1,0,0,1,2010,19,2,1,29,16,13,11,15,1,12,9,-5,17,20,11,15,22,2,18,8,-11,66,0,21,2
548,2010-05-06 08:30:00,32,0.75,0.64,1,0,0,1,0,0,1,2010,19,3,1,21,-12,-12,19,-1,12,15,-6,-4,18,1,7,19,-8,-7,24,-27,-20,55,-19,-3,0
549,2010-05-12 08:30:00,31,0.39,0.34,1,0,0,1,0,0,1,2010,20,2,1,14,-3,-5,14,-9,-6,13,-6,5,14,0,7,10,-3,1,11,-8,-4,26,2,-5,0
550,2010-05-13 08:30:00,32,0.46,0.32,1,0,0,1,0,0,1,2010,20,3,1,15,-12,-10,14,-11,2,25,-32,-21,21,-15,16,10,-14,2,17,-26,-10,41,-26,-18,-1
551,2010-05-14 09:55:00,28,0.94,1.42,1,0,0,0,1,0,1,2010,20,4,1,15,-10,-10,23,-22,-12,20,-16,5,14,-1,13,21,-6,-5,19,-3,6,83,-63,-80,-2
552,2010-05-17 09:00:00,30,0.53,0.53,0,1,0,1,0,0,1,2010,21,0,1,23,21,18,13,18,-2,16,16,-3,19,28,11,31,49,20,16,39,-9,35,-16,18,1
553,2010-05-20 08:30:00,32,-1.78,-1.73,0,0,1,1,0,0,1,2010,21,3,1,15,-6,-4,35,16,22,17,21,7,14,17,-6,29,42,24,23,31,-10,43,-2,17,1
554,2010-05-20 10:00:00,25,-0.11,-0.11,0,0,1,1,0,0,1,2010,21,3,1,21,7,7,17,7,0,29,-16,-22,22,-2,14,32,-28,-23,31,-20,9,57,-29,12,1
555,2010-05-24 10:00:00,14,0.98,0.95,0,1,0,1,0,0,1,2010,22,0,1,31,-14,-15,27,5,20,16,12,6,13,14,1,18,-2,-15,15,0,0,51,-19,16,1
556,2010-05-25 10:00:00,4,0.55,0.51,0,1,0,1,0,0,1,2010,22,1,1,28,25,25,23,17,-9,14,14,-3,20,14,-5,15,18,4,15,13,-5,75,41,9,0
557,2010-05-26 08:30:00,8,-1.29,-1.35,0,0,1,0,1,0,1,2010,22,2,1,15,-7,-8,16,-19,-11,13,-22,1,23,-43,-20,23,-53,-10,20,-42,11,32,-9,-31,-2
558,2010-05-26 10:00:00,21,0.84,0.91,0,1,0,0,1,0,1,2010,22,2,1,17,-5,-5,34,-33,-26,15,-30,2,15,-25,5,15,-37,-9,9,-39,-1,41,-5,-62,-2
559,2010-06-01 10:00:00,17,-0.37,-0.37,0,1,0,1,0,0,1,2010,23,1,1,27,16,16,15,20,5,14,20,1,19,34,15,44,64,26,63,103,39,64,34,68,2
560,2010-06-02 10:00:00,24,-0.27,-0.23,0,1,0,0,1,0,1,2010,23,2,1,20,7,7,16,7,1,19,7,1,14,11,3,9,13,2,15,6,-7,41,12,11,1
561,2010-06-03 08:15:00,0,0.07,0.55,0,0,1,0,1,0,1,2010,23,3,1,17,-7,-11,10,-6,-1,14,-10,-2,19,-16,-4,12,-19,-2,10,-17,-1,43,19,-26,-2
562,2010-06-03 08:30:00,32,0.65,0.68,1,0,0,1,0,0,1,2010,23,3,1,19,-6,-4,12,-9,-2,10,-7,-1,16,5,10,11,8,2,11,6,-1,31,10,-7,0
563,2010-06-03 10:00:00,18,-0.15,-0.15,1,0,0,1,0,0,1,2010,23,3,1,36,-26,-27,14,-27,1,16,-36,-10,22,-44,-7,12,-49,-5,13,-53,-5,46,-10,-58,-2
564,2010-06-11 09:55:00,28,0.92,0.29,0,1,0,1,0,0,1,2010,24,4,1,27,18,14,19,12,-6,24,20,8,20,14,-7,14,16,1,15,9,-6,49,21,-49,-2
565,2010-06-15 09:00:00,30,-0.34,-0.29,0,1,0,1,0,0,1,2010,25,1,1,21,15,14,11,17,1,14,25,8,18,27,1,13,23,-4,12,25,2,46,15,7,0
566,2010-06-17 10:00:00,25,-1.78,-1.78,0,0,1,1,0,0,1,2010,25,3,1,19,-7,-8,27,8,13,24,-3,-12,18,-7,-5,11,-7,0,16,-11,-5,39,14,-36,-2
567,2010-06-22 10:00:00,14,-1.07,-1.12,0,0,1,1,0,0,1,2010,26,1,1,16,-12,-11,13,-8,3,9,-2,5,21,-15,-13,12,-15,0,15,-16,-2,28,-1,2,0
568,2010-06-23 10:00:00,21,-1.29,-1.42,0,0,1,0,0,1,1,2010,26,2,1,28,-22,-20,11,-22,0,15,-10,12,14,-5,6,10,-3,2,11,-12,-7,78,-50,-16,-1
569,2010-06-23 14:15:00,15,0.0,0.0,1,0,0,1,0,0,1,2010,26,2,1,17,4,3,17,-3,-8,29,21,24,29,42,21,24,46,6,11,38,-7,41,29,33,2
570,2010-06-29 10:00:00,4,-1.07,-1.15,0,0,1,0,0,1,1,2010,27,1,1,28,-21,-23,13,-23,-3,13,-15,7,20,-25,-9,15,-17,9,15,-26,-5,53,-18,3,0
571,2010-06-30 08:15:00,0,-0.43,-0.43,0,0,1,1,0,0,1,2010,27,2,1,20,-9,-12,15,-8,3,13,-3,5,9,-4,0,13,-2,4,8,-1,2,38,-16,-25,-2
572,2010-07-01 08:30:00,32,-0.87,-0.71,0,0,1,1,0,0,1,2010,27,3,1,14,-8,-6,23,4,11,6,2,-2,39,27,26,14,22,-4,12,20,-2,60,51,49,2
573,2010-07-06 10:00:00,18,-1.17,-1.17,0,0,1,1,0,0,1,2010,28,1,1,51,41,40,18,40,-3,23,54,14,16,48,-6,16,39,-9,17,47,9,61,-6,55,2
574,2010-07-08 08:30:00,32,1.15,1.21,0,1,0,1,0,0,1,2010,28,3,1,14,10,7,19,18,10,14,19,1,12,13,-5,19,26,13,12,29,2,33,11,26,2
575,2010-07-13 08:30:00,31,-1.19,-1.11,0,0,1,1,0,0,1,2010,29,1,1,13,8,10,13,15,7,11,22,7,12,30,7,9,29,-2,28,46,16,25,-19,81,2
576,2010-07-15 10:00:00,25,-0.89,-0.89,0,0,1,1,0,0,1,2010,29,3,1,16,5,7,32,-19,-24,18,-12,5,12,-12,-1,14,-8,3,12,-5,4,36,15,33,2
577,2010-07-16 08:30:00,7,1.43,1.43,0,1,0,1,0,0,1,2010,29,4,1,15,-6,-5,10,-6,0,15,-5,3,13,-15,-11,11,-19,-5,8,-22,-2,28,15,-30,-2
578,2010-07-16 09:00:00,30,-0.43,-0.37,0,0,1,1,0,0,1,2010,29,4,1,16,-6,-8,9,-7,-1,17,-16,-9,17,-3,13,13,0,3,14,-9,-9,39,-17,-29,-2
579,2010-07-16 09:55:00,28,-1.38,-1.43,0,0,1,1,0,0,1,2010,29,4,1,15,-6,-7,20,-21,-15,24,-27,-4,11,-25,1,18,-16,10,15,-17,-2,31,-11,-33,-2
580,2010-07-20 08:30:00,3,-0.09,-0.17,1,0,0,1,0,0,1,2010,30,1,1,15,5,6,13,11,7,10,14,2,15,21,8,13,15,-5,13,19,5,62,-47,36,2
581,2010-07-22 08:30:00,32,-0.93,-0.74,0,0,1,1,0,0,1,2010,30,3,1,14,-5,-5,14,-12,-5,13,-4,6,10,-6,-2,8,-4,3,11,-1,2,33,1,19,1
582,2010-07-22 10:00:00,14,0.8,0.8,0,1,0,1,0,0,1,2010,30,3,1,15,1,0,18,-6,-8,13,0,5,40,28,26,10,26,-2,9,29,3,62,26,26,2
583,2010-07-26 10:00:00,21,0.04,-0.29,0,1,0,0,0,1,1,2010,31,0,1,12,5,5,13,5,0,9,10,4,12,5,-5,11,4,-1,11,6,3,27,15,22,2
584,2010-07-27 10:00:00,4,-0.23,-0.02,0,0,1,0,1,0,1,2010,31,1,1,16,7,6,29,-19,-25,20,-30,-8,14,-21,8,15,-14,8,15,-10,3,29,1,-34,-2
585,2010-07-28 08:30:00,8,-0.71,-0.82,0,0,1,0,1,0,1,2010,31,2,1,18,9,9,8,6,0,10,1,-6,17,-11,-12,10,-7,4,13,-2,6,28,-14,21,2
586,2010-07-29 08:30:00,32,0.09,-0.03,1,0,0,1,0,0,1,2010,31,3,1,15,1,2,15,8,8,9,5,-2,8,6,0,10,12,4,13,20,9,23,-9,19,1
587,2010-07-30 08:30:00,1,-0.92,-0.97,0,0,1,0,0,1,1,2010,31,4,1,23,15,11,13,20,3,14,15,-5,16,8,-10,21,-8,-15,13,-3,4,37,16,-10,-1
588,2010-08-02 10:00:00,17,0.49,0.49,0,1,0,1,0,0,1,2010,32,0,1,14,-8,-7,28,14,20,15,22,5,11,24,1,11,22,-6,9,26,3,39,18,47,2
589,2010-08-03 10:00:00,24,-0.87,-0.88,0,0,1,1,0,0,1,2010,32,1,1,14,3,2,17,-5,-7,13,-17,-11,12,-12,4,12,-11,2,8,-13,-3,37,-27,21,2
590,2010-08-04 08:15:00,0,0.7,-0.41,1,0,0,1,0,0,1,2010,32,2,1,11,0,-2,14,6,6,9,6,-1,8,0,-6,19,-11,-12,11,-12,0,29,-14,0,0
591,2010-08-04 10:00:00,18,0.87,0.87,0,1,0,1,0,0,1,2010,32,2,1,23,-21,-20,20,-34,-13,19,-45,-10,13,-55,-9,15,-48,7,11,-50,-2,30,12,-69,-2
