,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_60_0_before,pips_agg_60_0_before,pips_candle_min_0_30_after,reaction_min_0_30_after
945,2008-11-18 08:30:00,49_16,-3.9899999999999998,5,0.0,0,0,2,3,5,0,0,1,0,1,2008,47,1,2,30,8,-4,0
946,2008-11-18 09:00:00,66,3.99,3,2.73,6,0,3,0,0,3,0,1,0,0,2008,47,1,1,65,1,-2,0
947,2008-11-18 13:00:00,44,-3.16,2,0.0,0,0,0,1,1,0,0,0,1,0,2008,47,1,1,43,-17,-63,1
948,2008-11-19 08:30:00,13_4_8_36,-11.26,14,-4.16,3,2,0,8,10,0,0,2,0,2,2008,47,2,4,27,-9,-24,1
949,2008-11-19 10:35:00,18,-1.18,2,0.0,0,2,0,0,2,0,0,0,0,1,2008,47,2,1,139,-61,-47,1
950,2008-11-20 08:30:00,69,-6.6000000000000005,3,-1.44,0,0,0,3,3,0,0,1,0,0,2008,47,3,1,71,-14,-7,0
951,2008-11-20 10:00:00,53_7,-1.08,0,-0.92,1,0,0,3,2,0,1,0,1,1,2008,47,3,2,79,5,-29,1
952,2008-11-20 10:35:00,46,-2.87,1,0.0,0,1,0,0,1,0,0,0,1,0,2008,47,3,1,56,-22,-7,0
953,2008-11-24 10:00:00,23,-0.99,0,-3.12,6,0,0,3,0,0,3,1,0,0,2008,48,0,1,66,28,-13,0
954,2008-11-25 08:30:00,55_54,0.0,0,-10.030000000000001,4,4,0,0,4,0,0,1,1,0,2008,48,1,2,107,15,-52,1
955,2008-11-25 09:00:00,65,-1.17,1,0.0,0,0,0,1,1,0,0,0,1,0,2008,48,1,1,230,197,-9,0
956,2008-11-25 10:00:00,64_6,-11.79,4,3.51,0,0,3,1,1,3,0,1,1,0,2008,48,1,2,69,6,-20,1
957,2008-11-25 10:38:00,35,-1.68,1,-1.49,0,0,0,1,0,0,1,0,1,0,2008,48,1,1,69,-15,-64,1
958,2008-11-26 08:30:00,69_14_20_15_52_51,-9.91,7,-11.39,7,2,4,7,7,0,6,2,1,3,2008,48,2,6,41,-17,-17,0
959,2008-11-26 09:45:00,10,-0.78,2,0.0,0,0,0,2,2,0,0,0,0,1,2008,48,2,1,44,-37,-20,1
960,2008-11-26 09:55:00,63,-1.48,2,-0.1,2,0,0,2,2,0,0,0,0,1,2008,48,2,1,36,-5,-32,1
961,2008-11-26 10:00:00,47,-1.23,0,-1.2000000000000002,0,0,0,3,0,0,3,1,0,0,2008,48,2,1,36,10,-36,1
962,2008-11-26 10:35:00,18,-89.0,2,0.0,0,2,0,0,2,0,0,0,0,1,2008,48,2,1,85,-1,-45,1
963,2008-11-26 12:00:00,46,-3.78,2,0.0,0,1,0,0,1,0,0,0,1,0,2008,48,2,1,68,-44,-21,1
964,2008-12-01 10:00:00,11_38_39,-2.63,4,0.52,0,0,0,5,4,1,0,1,2,0,2008,49,0,3,45,23,-22,1
965,2008-12-02 00:00:00,67,-0.36,0,0.0,0,0,0,1,1,0,0,0,1,0,2008,49,1,1,30,25,-13,0
966,2008-12-03 08:15:00,0,-2.58,3,-9.540000000000001,3,0,0,3,0,0,3,1,0,0,2008,49,2,1,45,-19,-20,1
967,2008-12-03 08:30:00,61_62,-2.85,1,-6.220000000000001,3,0,0,3,3,0,0,0,1,1,2008,49,2,2,51,-30,-19,1
968,2008-12-03 10:00:00,40,-7.77,3,0.0,0,0,0,3,3,0,0,1,0,0,2008,49,2,1,37,2,-24,1
969,2008-12-03 10:35:00,18,-1.74,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,49,2,1,40,-12,-3,0
970,2008-12-04 08:30:00,69,4.949999999999999,3,-1.3800000000000001,0,0,3,0,3,0,0,1,0,0,2008,49,3,1,37,-1,-22,1
971,2008-12-04 10:00:00,24,-1.98,2,-2.78,2,0,0,2,0,0,2,0,0,1,2008,49,3,1,78,67,-23,1
972,2008-12-04 10:35:00,46,-0.79,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,49,3,1,39,2,-26,1
973,2008-12-05 08:30:00,48_70_3,-12.009999999999998,14,0.28000000000000114,15,0,5,3,3,2,3,2,0,1,2008,49,4,3,83,4,-91,1
974,2008-12-05 15:00:00,12,-0.63,1,-0.11,0,0,0,1,1,0,0,0,1,0,2008,49,4,1,78,48,-3,0
975,2008-12-09 10:00:00,37_50,1.41,3,2.0999999999999996,0,1,3,0,1,3,0,1,1,0,2008,50,1,2,40,17,-12,0
976,2008-12-10 10:00:00,31,1.88,1,1.83,1,0,1,0,0,1,0,0,1,0,2008,50,2,1,50,27,-12,0
977,2008-12-10 10:35:00,18,-0.48,2,0.0,0,2,0,0,2,0,0,0,0,1,2008,50,2,1,61,39,-54,1
978,2008-12-10 14:00:00,25,0.36,2,0.0,0,0,2,0,2,0,0,0,0,1,2008,50,2,1,71,-10,-12,0
979,2008-12-11 08:30:00,68_69_41,-11.09,8,-9.95,5,0,0,8,3,0,5,2,0,1,2008,50,3,3,44,-17,-21,1
980,2008-12-11 10:35:00,46,-2.52,1,0.0,0,1,0,0,1,0,0,0,1,0,2008,50,3,1,28,16,-34,1
981,2008-12-12 08:30:00,17_60_49_16,1.5899999999999999,3,-5.97,6,2,6,3,5,0,6,3,0,1,2008,50,4,4,45,5,-6,0
982,2008-12-12 09:55:00,58,2.04,3,-2.88,3,0,3,0,0,0,3,1,0,0,2008,50,4,1,61,4,-28,1
983,2008-12-12 10:00:00,5,1.6,2,4.78,4,0,2,0,0,2,0,0,0,1,2008,50,4,1,61,-12,-29,1
984,2008-12-15 08:30:00,21,0.26,0,0.0,0,0,2,0,2,0,0,0,0,1,2008,51,0,1,76,56,-5,0
985,2008-12-15 09:00:00,66,-3.33,3,-0.33,0,0,0,3,3,0,0,1,0,0,2008,51,0,1,81,63,-4,0
986,2008-12-15 09:15:00,9_42,-0.07999999999999999,0,-0.9199999999999999,6,2,2,0,0,2,2,0,0,2,2008,51,0,2,75,55,-18,1
987,2008-12-15 13:00:00,44,0.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,51,0,1,34,5,-14,0
988,2008-12-16 08:30:00,13_4_8_36,-11.79,12,-5.66,3,0,0,10,10,0,0,2,0,2,2008,51,1,4,57,38,-20,1
989,2008-12-16 14:21:00,26,-3.75,9,0.0,0,0,0,3,3,0,0,1,0,0,2008,51,1,1,127,-28,-112,1
990,2008-12-17 08:30:00,19,2.06,0,-1.04,0,0,2,0,2,0,0,0,0,1,2008,51,2,1,79,47,-22,1
991,2008-12-17 10:35:00,18,-0.16,2,0.0,0,2,0,0,2,0,0,0,0,1,2008,51,2,1,235,128,-12,0
992,2008-12-18 08:30:00,69,-0.39,0,-2.73,0,3,0,0,3,0,0,1,0,0,2008,51,3,1,93,-48,-68,1
993,2008-12-18 10:00:00,53_7,1.1800000000000002,3,-0.48,0,0,3,0,2,0,1,0,1,1,2008,51,3,2,156,-96,-11,0
994,2008-12-18 10:35:00,46,-1.91,1,0.0,0,1,0,0,1,0,0,0,1,0,2008,51,3,1,97,-55,-22,1
995,2008-12-23 08:30:00,28_27,-3.35,3,-8.969999999999999,4,2,0,1,3,0,0,0,1,1,2008,52,1,2,38,-10,-8,0
996,2008-12-23 09:55:00,63,1.26,2,-1.24,0,0,2,0,2,0,0,0,0,1,2008,52,1,1,47,-24,-12,0
997,2008-12-23 10:00:00,64_23_47,-15.879999999999999,10,-14.91,9,0,0,7,1,0,6,2,1,0,2008,52,1,3,47,-35,-11,0
998,2008-12-23 10:02:00,35,0.46,0,0.0,0,0,1,0,1,0,0,0,1,0,2008,52,1,1,47,-35,-11,0
999,2008-12-24 08:30:00,69_14_20_15_52_51,6.510000000000001,11,-21.11,13,2,7,4,7,0,6,2,1,3,2008,52,2,6,23,-6,-1,0
1000,2008-12-24 10:35:00,18,-2.64,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,52,2,1,23,-11,-12,0
1001,2008-12-24 12:00:00,46,-1.26,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,52,2,1,52,-27,-6,0
1002,2008-12-30 09:00:00,65,-0.65,0,0.0,0,0,0,1,1,0,0,0,1,0,2008,52,1,1,79,12,-27,1
1003,2008-12-30 09:45:00,10,0.32,0,0.0,0,0,2,0,2,0,0,0,0,1,2008,52,1,1,55,5,-14,0
1004,2008-12-30 10:00:00,6,-2.52,3,-0.8699999999999999,3,0,0,3,3,0,0,1,0,0,2008,52,1,1,55,-8,-21,1
1005,2008-12-31 08:30:00,69,8.31,9,0.0,3,0,3,0,3,0,0,1,0,0,2008,52,2,1,112,-103,-26,1
1006,2008-12-31 10:35:00,18,-1.48,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,52,2,1,42,2,-80,1
1007,2008-12-31 12:00:00,46,-1.2,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,52,2,1,84,-8,-3,0
1008,2009-01-02 10:00:00,38_39,-3.84,4,0.0,0,0,0,4,4,0,0,1,1,0,2009,1,4,2,51,16,-29,1
1009,2009-01-05 00:00:00,67,0.36,1,0.0,0,0,1,0,1,0,0,0,1,0,2009,2,0,1,31,8,-1,0
1010,2009-01-05 10:00:00,11,1.82,1,1.4,1,0,1,0,0,1,0,0,1,0,2009,2,0,1,59,32,-28,1
1011,2009-01-06 10:00:00,50_24_40,-1.67,8,-35.370000000000005,13,0,3,5,3,0,5,2,0,1,2009,2,1,3,59,24,-63,1
1012,2009-01-07 08:15:00,0,-10.649999999999999,6,-77.16,9,0,0,3,0,0,3,1,0,0,2009,2,2,1,49,-24,-32,1
1013,2009-01-07 10:30:00,18,-9.08,2,0.0,0,2,0,0,2,0,0,0,0,1,2009,2,2,1,70,-37,-41,1
1014,2009-01-08 08:30:00,69,4.53,9,-1.32,0,0,3,0,3,0,0,1,0,0,2009,2,3,1,101,33,-71,1
1015,2009-01-08 10:30:00,46,-7.27,2,0.0,0,1,0,0,1,0,0,0,1,0,2009,2,3,1,72,-16,-21,1
1016,2009-01-08 15:00:00,12,-0.87,1,0.38,0,0,0,1,0,1,0,0,1,0,2009,2,3,1,48,33,-23,1
1017,2009-01-09 08:30:00,48_70_3,-1.4800000000000002,3,-2.4899999999999998,6,3,2,3,5,0,3,2,0,1,2009,2,4,3,43,9,-97,1
1018,2009-01-09 10:00:00,31,-0.28,0,0.53,0,0,0,1,0,1,0,0,1,0,2009,2,4,1,87,-42,-18,1
1019,2009-01-13 08:30:00,68,8.97,6,-1.41,0,0,3,0,3,0,0,1,0,0,2009,3,1,1,63,-9,-62,1
1020,2009-01-13 10:00:00,37,0.36,0,0.0,0,0,1,0,1,0,0,0,1,0,2009,3,1,1,56,-2,-5,0
1021,2009-01-13 14:00:00,25,-0.06,0,0.0,0,2,0,0,2,0,0,0,0,1,2009,3,1,1,83,-39,-8,0
1022,2009-01-14 08:30:00,17_60_41,-21.119999999999997,11,-22.62,11,0,2,6,0,0,8,2,0,1,2009,3,2,3,71,-57,-87,1
1023,2009-01-14 10:00:00,5,1.02,0,0.0,0,0,2,0,2,0,0,0,0,1,2009,3,2,1,49,-3,-29,1
1024,2009-01-14 10:30:00,18,-0.76,2,0.0,0,2,0,0,2,0,0,0,0,1,2009,3,2,1,51,26,-4,0
1025,2009-01-15 08:30:00,69_21_49_16,1.5,0,-3.96,0,0,7,3,10,0,0,2,0,2,2009,3,3,4,105,-52,-11,0
1026,2009-01-15 10:00:00,53,1.32,2,0.0,0,0,2,0,2,0,0,0,0,1,2009,3,3,1,167,-119,-39,1
1027,2009-01-15 10:30:00,46,-1.15,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,3,3,1,106,-58,-27,1
1028,2009-01-16 08:30:00,13_8,-2.02,0,0.0,0,0,2,3,5,0,0,1,0,1,2009,3,4,2,40,15,-21,1
1029,2009-01-16 09:00:00,66,-2.58,3,-0.81,0,0,0,3,3,0,0,1,0,0,2009,3,4,1,76,36,-19,1
1030,2009-01-16 09:15:00,9_42,-4.66,4,-4.34,4,0,0,4,0,0,4,0,0,2,2009,3,4,2,79,53,-31,1
1031,2009-01-16 09:55:00,58,1.26,3,0.99,0,0,3,0,0,3,0,1,0,0,2009,3,4,1,69,-33,-70,1
1032,2009-01-21 13:00:00,44,-0.4,0,0.0,0,0,0,1,1,0,0,0,1,0,2009,4,2,1,59,30,-10,0
1033,2009-01-22 08:30:00,69_4_36,-13.569999999999999,5,-5.67,0,0,0,8,8,0,0,2,0,1,2009,4,3,3,46,-8,-40,1
1034,2009-01-22 10:00:00,35,-1.46,1,0.0,0,0,0,1,1,0,0,0,1,0,2009,4,3,1,85,27,-25,1
1035,2009-01-22 11:00:00,18,-4.32,2,0.0,0,2,0,0,2,0,0,0,0,1,2009,4,3,1,33,5,-9,0
1036,2009-01-23 10:30:00,46,-0.21,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,4,4,1,59,-23,-33,1
1037,2009-01-26 09:59:00,23,4.199999999999999,6,-4.32,3,0,3,0,0,0,3,1,0,0,2009,5,0,1,112,60,-22,1
1038,2009-01-26 10:00:00,7,1.28,1,0.0,0,0,1,0,1,0,0,0,1,0,2009,5,0,1,112,60,-22,1
1039,2009-01-27 09:00:00,65,0.76,1,-1.1,0,0,1,0,1,0,0,0,1,0,2009,5,1,1,50,31,-8,0
1040,2009-01-27 09:59:00,64,0.23,0,0.0,0,0,1,0,1,0,0,0,1,0,2009,5,1,1,98,-5,-31,1
1041,2009-01-27 10:00:00,6,-0.33,0,2.0999999999999996,0,0,0,3,0,3,0,1,0,0,2009,5,1,1,98,-5,-31,1
1042,2009-01-28 10:30:00,18,-3.22,0,0.0,0,2,0,0,2,0,0,0,0,1,2009,5,2,1,73,-47,-20,1
1043,2009-01-28 14:15:00,26,0.0,0,0.0,0,3,0,0,3,0,0,1,0,0,2009,5,2,1,54,22,-123,1
1044,2009-01-29 08:30:00,69_14_20,-1.9300000000000002,0,-23.299999999999997,13,0,0,8,3,0,5,2,0,1,2009,5,3,3,50,-20,-10,0
1045,2009-01-29 10:00:00,47,-8.61,3,-4.89,0,0,0,3,0,0,3,1,0,0,2009,5,3,1,95,-66,-41,1
1046,2009-01-29 10:30:00,46,-0.54,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,5,3,1,91,-51,-10,0
1047,2009-01-30 08:30:00,2_1_22,0.14999999999999947,5,-5.43,2,0,3,4,2,0,5,1,0,2,2009,5,4,3,59,16,-22,1
1048,2009-01-30 09:45:00,10,-0.28,0,0.0,0,0,0,2,2,0,0,0,0,1,2009,5,4,1,67,12,-47,1
1049,2009-01-30 09:55:00,63,-0.94,0,-0.64,0,0,0,2,2,0,0,0,0,1,2009,5,4,1,67,29,-25,1
1050,2009-02-02 08:30:00,15_52_51,-0.78,0,-10.69,7,2,1,2,2,0,3,0,1,2,2009,6,0,3,39,-8,-26,1
1051,2009-02-02 10:00:00,11_38_39,5.6,4,-0.95,1,1,4,0,4,0,1,1,2,0,2009,6,0,3,49,18,-9,0
1052,2009-02-03 00:00:00,67,-0.67,1,0.0,0,0,0,1,1,0,0,0,1,0,2009,6,1,1,43,-25,-22,1
1053,2009-02-03 10:00:00,50,3.87,3,0.51,0,0,3,0,0,3,0,1,0,0,2009,6,1,1,65,23,-10,0
1054,2009-02-04 08:15:00,0,-0.21000000000000002,0,1.08,6,3,0,0,0,3,0,1,0,0,2009,6,2,1,48,-44,-22,1
1055,2009-02-04 10:00:00,40,3.2700000000000005,3,0.0,0,0,3,0,3,0,0,1,0,0,2009,6,2,1,57,0,-25,1
1056,2009-02-04 10:30:00,18,-4.18,2,0.0,0,2,0,0,2,0,0,0,0,1,2009,6,2,1,93,42,-22,1
1057,2009-02-05 08:30:00,69_56_57,-10.29,7,-7.53,0,0,0,7,3,0,4,1,0,2,2009,6,3,3,85,-49,-28,1
1058,2009-02-05 10:00:00,24,-1.8,0,-7.68,6,0,0,2,0,0,2,0,0,1,2009,6,3,1,55,13,-13,0
1059,2009-02-05 10:30:00,46,-0.44,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,6,3,1,34,1,-15,0
1060,2009-02-06 08:30:00,48_70_3,-2.170000000000001,3,0.75,12,0,2,6,3,2,3,2,0,1,2009,6,4,3,47,10,-38,1
1061,2009-02-06 15:00:00,12,-0.32,0,-1.64,1,0,0,1,0,0,1,0,1,0,2009,6,4,1,41,-30,-15,0
1062,2009-02-10 10:00:00,37_31,0.8500000000000001,1,0.8799999999999999,4,1,1,0,1,1,0,0,2,0,2009,7,1,2,72,28,-28,1
1063,2009-02-11 08:30:00,68,-1.41,3,-3.3899999999999997,3,0,0,3,0,0,3,1,0,0,2009,7,2,1,57,-9,-29,1
1064,2009-02-11 10:30:00,18,-1.64,0,0.0,0,2,0,0,2,0,0,0,0,1,2009,7,2,1,102,-53,-21,1
1065,2009-02-11 14:00:00,25,-0.12,0,0.0,0,0,0,2,2,0,0,0,0,1,2009,7,2,1,29,-11,-6,0
1066,2009-02-12 08:30:00,69_17_60,14.009999999999998,12,-20.82,6,0,6,3,0,0,9,3,0,0,2009,7,3,3,57,-14,-32,1
1067,2009-02-12 10:00:00,5,2.6,2,7.02,6,0,2,0,0,2,0,0,0,1,2009,7,3,1,114,-100,-16,0
1068,2009-02-12 10:30:00,46,-0.6,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,7,3,1,46,22,-9,0
1069,2009-02-13 09:55:00,58,-2.04,3,-1.08,0,0,0,3,0,0,3,1,0,0,2009,7,4,1,31,-3,-13,0
1070,2009-02-17 08:30:00,21,-2.94,2,0.0,0,0,0,2,2,0,0,0,0,1,2009,8,1,1,30,10,-38,1
1071,2009-02-17 09:00:00,66,1.1400000000000001,0,-3.3000000000000003,3,0,3,0,0,0,3,1,0,0,2009,8,1,1,53,-41,-29,1
1072,2009-02-17 13:00:00,44,0.42,1,0.0,0,0,1,0,1,0,0,0,1,0,2009,8,1,1,32,20,-12,0
1073,2009-02-18 08:30:00,41_4_36,-3.52,0,-0.7,2,5,0,2,5,0,2,1,0,2,2009,8,2,3,37,30,-4,0
1074,2009-02-18 09:15:00,9_42,-2.14,2,-3.3600000000000003,4,0,0,4,0,0,4,0,0,2,2009,8,2,2,32,14,-50,1
1075,2009-02-19 08:30:00,69_49_16,7.93,5,-13.41,3,0,5,3,8,0,0,2,0,1,2009,8,3,3,41,9,-14,0
1076,2009-02-19 10:00:00,53_7,-0.94,3,-0.6,0,0,1,2,2,0,1,0,1,1,2009,8,3,2,37,8,-41,1
1077,2009-02-19 10:30:00,46,-7.64,2,0.0,0,1,0,0,1,0,0,0,1,0,2009,8,3,1,76,-43,-18,1
1078,2009-02-19 11:00:00,18,-3.52,0,0.0,0,2,0,0,2,0,0,0,0,1,2009,8,3,1,59,-41,-10,0
1079,2009-02-20 08:30:00,13_8,5.1499999999999995,3,-2.2,6,0,5,0,3,0,2,1,0,1,2009,8,4,2,41,-29,-9,0
1080,2009-02-24 09:00:00,65,-0.88,0,0.0,0,0,0,1,1,0,0,0,1,0,2009,9,1,1,46,-34,-17,0
1081,2009-02-24 10:00:00,64_6,-4.08,3,-1.2000000000000002,3,0,0,4,4,0,0,1,1,0,2009,9,1,2,46,-5,-18,1
1082,2009-02-24 10:07:00,35,5.48,2,-2.98,1,0,1,0,0,0,1,0,1,0,2009,9,1,1,50,-25,-14,0
1083,2009-02-25 10:00:00,23,-2.9699999999999998,6,0.0,0,0,0,3,3,0,0,1,0,0,2009,9,2,1,61,-24,-44,1
1084,2009-02-25 10:30:00,18,-0.3,2,0.0,0,2,0,0,2,0,0,0,0,1,2009,9,2,1,74,-42,-46,1
1085,2009-02-26 08:30:00,69_14_20,-8.93,5,-24.57,8,0,0,8,3,0,5,2,0,1,2009,9,3,3,56,28,-17,0
1086,2009-02-26 10:00:00,47,-1.53,0,4.32,3,0,0,3,0,3,0,1,0,0,2009,9,3,1,52,-4,-37,1
1087,2009-02-26 10:30:00,46,-0.33,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,9,3,1,50,-36,-8,0
1088,2009-02-27 08:30:00,55_54,3.5999999999999988,12,-9.059999999999999,5,0,1,3,4,0,0,1,1,0,2009,9,4,2,71,-46,-18,1
1089,2009-02-27 09:45:00,10,0.44,0,0.0,0,0,2,0,2,0,0,0,0,1,2009,9,4,1,41,3,-10,0
1090,2009-02-27 09:55:00,63,-0.5,0,-1.84,0,2,0,0,2,0,0,0,0,1,2009,9,4,1,42,30,-16,0
1091,2009-03-02 08:30:00,15_52_51,6.47,3,0.0,0,2,3,0,5,0,0,0,1,2,2009,10,0,3,55,30,-9,0
1092,2009-03-02 10:00:00,11_38_39,-3.2499999999999996,6,-1.48,1,0,3,2,4,0,1,1,2,0,2009,10,0,3,33,-12,-42,1
1093,2009-03-03 00:00:00,67,-0.6,0,0.0,0,0,0,1,1,0,0,0,1,0,2009,10,1,1,25,-13,0,0
1094,2009-03-03 10:00:00,50,-2.82,3,-2.67,6,0,0,3,0,0,3,1,0,0,2009,10,1,1,77,-45,-16,0
1095,2009-03-04 08:15:00,0,-2.52,3,-2.7,9,0,0,3,0,0,3,1,0,0,2009,10,2,1,30,19,-1,0
1096,2009-03-04 10:00:00,40,0.30000000000000004,0,0.0,0,0,3,0,3,0,0,1,0,0,2009,10,2,1,28,-1,-31,1
1097,2009-03-04 10:30:00,18,-2.06,0,0.0,0,2,0,0,2,0,0,0,0,1,2009,10,2,1,51,-31,-8,0
1098,2009-03-05 08:30:00,69_61_62,14.15,7,-15.39,0,0,6,0,6,0,0,1,1,1,2009,10,3,3,33,0,-72,1
1099,2009-03-05 10:00:00,24,6.58,2,-3.24,2,0,2,0,0,0,2,0,0,1,2009,10,3,1,59,38,-18,1
1100,2009-03-05 10:30:00,46,-0.78,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,10,3,1,59,30,-30,1
1101,2009-03-06 08:30:00,48_70_3,-6.5,3,-7.109999999999999,12,3,0,5,3,0,5,2,0,1,2009,10,4,3,87,15,-63,1
1102,2009-03-06 15:00:00,12,0.78,0,-0.5,0,0,1,0,0,0,1,0,1,0,2009,10,4,1,27,-8,-62,1
1103,2009-03-10 10:00:00,37_31,-0.10999999999999993,1,0.6,0,0,1,1,1,1,0,0,2,0,2009,11,1,2,34,4,-9,0
1104,2009-03-11 10:30:00,18,-0.74,2,0.0,0,2,0,0,2,0,0,0,0,1,2009,11,2,1,49,24,-23,1
1105,2009-03-11 14:00:00,25,0.32,2,0.0,0,0,2,0,2,0,0,0,0,1,2009,11,2,1,43,30,-16,0
1106,2009-03-12 08:30:00,69_17_60,1.2000000000000002,6,5.940000000000001,12,0,6,3,0,6,3,3,0,0,2009,11,3,3,66,41,-24,1
1107,2009-03-12 10:00:00,5,-1.64,0,3.58,6,0,0,2,0,2,0,0,0,1,2009,11,3,1,83,-28,-42,1
1108,2009-03-12 10:30:00,46,-0.9,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,11,3,1,80,-49,-3,0
1109,2009-03-13 08:30:00,68_41,2.11,0,-0.26,0,0,5,0,5,0,0,1,0,1,2009,11,4,2,55,29,-26,1
1110,2009-03-13 09:55:00,58,0.8699999999999999,0,-0.18,0,0,3,0,3,0,0,1,0,0,2009,11,4,1,35,3,-1,0
1111,2009-03-16 08:30:00,21,-1.58,0,0.0,0,0,0,2,2,0,0,0,0,1,2009,12,0,1,54,31,-14,0
1112,2009-03-16 09:00:00,66,-7.26,3,-0.06,0,0,0,3,3,0,0,1,0,0,2009,12,0,1,40,5,-26,1
1113,2009-03-16 09:15:00,9_42,-0.9199999999999999,0,-1.02,0,0,0,4,2,0,2,0,0,2,2009,12,0,2,39,-19,-23,1
1114,2009-03-16 13:00:00,44,0.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,12,0,1,57,34,-20,1
1115,2009-03-17 08:30:00,49_16_4_36,12.89,5,-1.88,0,0,7,3,10,0,0,2,0,2,2009,12,1,4,55,-28,-10,0
1116,2009-03-18 08:30:00,13_8_19,4.91,3,-4.04,2,0,7,0,5,0,2,1,0,2,2009,12,2,3,89,37,-28,1
1117,2009-03-18 10:30:00,18,-1.42,2,0.0,0,2,0,0,2,0,0,0,0,1,2009,12,2,1,43,10,-7,0
1118,2009-03-18 14:17:00,26,0.0,0,0.0,0,3,0,0,3,0,0,1,0,0,2009,12,2,1,111,-7,-105,1
1119,2009-03-19 08:30:00,69,1.0499999999999998,0,-10.53,3,0,3,0,3,0,0,1,0,0,2009,12,3,1,180,141,-21,1
1120,2009-03-19 10:00:00,53_7,1.1600000000000001,3,-1.98,1,0,3,0,2,0,1,0,1,1,2009,12,3,2,66,-10,-17,0
1121,2009-03-19 10:30:00,46,-0.46,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,12,3,1,82,4,-28,1
1122,2009-03-23 10:00:00,23,2.4899999999999998,6,0.0,0,0,3,0,3,0,0,1,0,0,2009,13,0,1,104,-87,-27,1
1123,2009-03-24 09:59:00,64,4.87,3,0.0,0,0,1,0,1,0,0,0,1,0,2009,13,1,1,79,19,-22,1
1124,2009-03-24 10:00:00,35,2.33,2,-1.79,1,0,1,0,0,0,1,0,1,0,2009,13,1,1,79,19,-22,1
1125,2009-03-25 08:30:00,14_20,11.05,10,-18.79,8,0,5,0,0,0,5,1,0,1,2009,13,2,2,51,-25,-21,1
1126,2009-03-25 10:00:00,47,3.75,3,3.21,3,0,3,0,0,3,0,1,0,0,2009,13,2,1,201,100,-101,1
1127,2009-03-25 10:30:00,18,-3.64,0,0.0,0,2,0,0,2,0,0,0,0,1,2009,13,2,1,181,61,-8,0
1128,2009-03-26 08:30:00,69_28_27,2.2,5,-15.860000000000001,3,4,2,0,6,0,0,1,1,1,2009,13,3,3,48,24,-5,0
1129,2009-03-26 10:30:00,46,-1.45,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,13,3,1,77,-42,-2,0
1130,2009-03-27 08:30:00,15_52_51,2.52,4,8.75,15,2,2,1,0,4,1,0,1,2,2009,13,4,3,79,-48,-13,0
1131,2009-03-27 09:55:00,63,1.0,2,-0.12,2,0,2,0,2,0,0,0,0,1,2009,13,4,1,46,-22,-37,1
1132,2009-03-31 09:00:00,65,-2.19,1,-2.24,0,0,0,1,1,0,0,0,1,0,2009,14,1,1,39,21,-14,0
1133,2009-03-31 09:45:00,10,-1.18,2,0.0,0,0,0,2,2,0,0,0,0,1,2009,14,1,1,56,-31,-12,0
1134,2009-03-31 10:00:00,6,-0.66,0,-1.1400000000000001,3,0,0,3,3,0,0,1,0,0,2009,14,1,1,35,-5,-13,0
1135,2009-04-01 01:00:00,67,0.98,1,0.0,0,0,1,0,1,0,0,0,1,0,2009,14,2,1,17,-6,-21,1
1136,2009-04-01 08:15:00,0,-3.42,3,-0.27,0,0,0,3,0,0,3,1,0,0,2009,14,2,1,41,-26,-7,0
1137,2009-04-01 10:00:00,11_38_50_39,2.69,1,-0.27,1,0,7,1,8,0,0,2,2,0,2009,14,2,4,49,-27,-14,0
1138,2009-04-01 10:30:00,18,-0.76,2,0.0,0,2,0,0,2,0,0,0,0,1,2009,14,2,1,35,4,-29,1
1139,2009-04-02 08:30:00,69,-3.1500000000000004,3,-10.11,3,0,0,3,0,0,3,1,0,0,2009,14,3,1,99,70,-6,0
1140,2009-04-02 10:00:00,24,0.42,0,-5.32,4,0,2,0,0,0,2,0,0,1,2009,14,3,1,75,34,-28,1
1141,2009-04-02 10:30:00,46,-0.25,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,14,3,1,55,-20,-10,0
1142,2009-04-03 08:30:00,48_70_3,-0.15000000000000002,0,0.0,0,8,0,0,8,0,0,2,0,1,2009,14,4,3,51,18,-95,1
