,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,accuracy_test,accuracy_per_class,ocurrences_per_class,total_ocurrences,elapsed_time
2,clf,dtree,basic,High_YES_1_1_1,30_90,included,basic,0.49,"{'max_depth': 2, 'min_samples_leaf': 150}",0.43,"[45.56962025316456, 0.0, 87.96296296296296, 0.0, 44.44444444444444]","[79, 67, 108, 54, 81]",389,0.10
3,clf,rforest,basic,High_YES_1_1_1,30_90,included,basic,0.49,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 200}",0.44,"[56.962025316455694, 0.0, 82.4074074074074, 0.0, 44.44444444444444]","[79, 67, 108, 54, 81]",389,6.12
4,clf,xgb,basic,High_YES_1_1_1,30_90,included,basic,0.48,{'n_estimators': 50},0.45,"[58.22784810126582, 7.462686567164179, 75.0, 5.555555555555555, 50.617283950617285]","[79, 67, 108, 54, 81]",389,0.75
5,clf,gboosting,basic,High_YES_1_1_1,30_90,included,basic,0.48,{'n_estimators': 10},0.44,"[54.43037974683544, 2.985074626865672, 82.4074074074074, 3.7037037037037037, 45.67901234567901]","[79, 67, 108, 54, 81]",389,1.14
6,clf,ada,basic,High_YES_1_1_1,30_90,included,basic,0.45,{'n_estimators': 10},0.44,"[75.9493670886076, 0.0, 69.44444444444444, 0.0, 44.44444444444444]","[79, 67, 108, 54, 81]",389,0.27
0,clf,kn,basic,High_YES_1_1_1,30_120,included,basic,0.44,{'n_neighbors': 51},0.44,"[46.15384615384615, 2.127659574468085, 72.5, 4.545454545454546, 45.97701149425287]","[91, 47, 120, 44, 87]",389,0.26
1,clf,svc-rbf,basic,High_YES_1_1_1,30_120,included,basic,0.29,"{'C': 1, 'gamma': 1}",0.31,"[0.0, 0.0, 100.0, 0.0, 0.0]","[91, 47, 120, 44, 87]",389,0.60
2,clf,dtree,basic,High_YES_1_1_1,30_120,included,basic,0.44,"{'max_depth': 2, 'min_samples_leaf': 150}",0.43,"[37.362637362637365, 0.0, 83.33333333333333, 0.0, 39.08045977011494]","[91, 47, 120, 44, 87]",389,0.10
3,clf,rforest,basic,High_YES_1_1_1,30_120,included,basic,0.45,"{'max_depth': 5, 'min_samples_leaf': 10, 'n_estimators': 10}",0.45,"[52.747252747252745, 0.0, 70.83333333333333, 0.0, 47.12643678160919]","[91, 47, 120, 44, 87]",389,6.06
4,clf,xgb,basic,High_YES_1_1_1,30_120,included,basic,0.44,{'n_estimators': 50},0.44,"[53.84615384615385, 2.127659574468085, 62.5, 6.818181818181818, 48.275862068965516]","[91, 47, 120, 44, 87]",389,0.80
5,clf,gboosting,basic,High_YES_1_1_1,30_120,included,basic,0.43,{'n_estimators': 10},0.44,"[50.54945054945055, 0.0, 68.33333333333333, 4.545454545454546, 49.42528735632184]","[91, 47, 120, 44, 87]",389,1.21
6,clf,ada,basic,High_YES_1_1_1,30_120,included,basic,0.44,{'n_estimators': 10},0.46,"[63.73626373626374, 0.0, 65.83333333333333, 0.0, 49.42528735632184]","[91, 47, 120, 44, 87]",389,0.31
0,clf,kn,basic,High_YES_1_1_1,30_120,included,basic,0.44,{'n_neighbors': 51},0.44,"[46.15384615384615, 2.127659574468085, 72.5, 4.545454545454546, 45.97701149425287]","[91, 47, 120, 44, 87]",389,0.29
1,clf,svc-rbf,basic,High_YES_1_1_1,30_120,included,basic,0.29,"{'C': 1, 'gamma': 1}",0.31,"[0.0, 0.0, 100.0, 0.0, 0.0]","[91, 47, 120, 44, 87]",389,0.65
2,clf,dtree,basic,High_YES_1_1_1,30_120,included,basic,0.44,"{'max_depth': 2, 'min_samples_leaf': 150}",0.43,"[37.362637362637365, 0.0, 83.33333333333333, 0.0, 39.08045977011494]","[91, 47, 120, 44, 87]",389,0.11
3,clf,rforest,basic,High_YES_1_1_1,30_120,included,basic,0.45,"{'max_depth': 5, 'min_samples_leaf': 10, 'n_estimators': 10}",0.45,"[52.747252747252745, 0.0, 70.83333333333333, 0.0, 47.12643678160919]","[91, 47, 120, 44, 87]",389,6.60
4,clf,xgb,basic,High_YES_1_1_1,30_120,included,basic,0.44,{'n_estimators': 50},0.44,"[53.84615384615385, 2.127659574468085, 62.5, 6.818181818181818, 48.275862068965516]","[91, 47, 120, 44, 87]",389,0.78
5,clf,gboosting,basic,High_YES_1_1_1,30_120,included,basic,0.43,{'n_estimators': 10},0.44,"[50.54945054945055, 0.0, 68.33333333333333, 4.545454545454546, 49.42528735632184]","[91, 47, 120, 44, 87]",389,1.21
6,clf,ada,basic,High_YES_1_1_1,30_120,included,basic,0.44,{'n_estimators': 10},0.46,"[63.73626373626374, 0.0, 65.83333333333333, 0.0, 49.42528735632184]","[91, 47, 120, 44, 87]",389,0.30
0,clf,kn,basic,High_YES_1_1_1,30_240,included,basic,0.42,{'n_neighbors': 91},0.41,"[52.475247524752476, 0.0, 51.02040816326531, 0.0, 52.83018867924528]","[101, 44, 98, 40, 106]",389,0.29
1,clf,svc-rbf,basic,High_YES_1_1_1,30_240,included,basic,0.29,"{'C': 1, 'gamma': 1}",0.27,"[0.0, 0.0, 0.0, 0.0, 100.0]","[101, 44, 98, 40, 106]",389,0.63
2,clf,dtree,basic,High_YES_1_1_1,30_240,included,basic,0.43,"{'max_depth': 3, 'min_samples_leaf': 10}",0.40,"[32.67326732673267, 0.0, 51.02040816326531, 0.0, 68.86792452830188]","[101, 44, 98, 40, 106]",389,0.10
3,clf,rforest,basic,High_YES_1_1_1,30_240,included,basic,0.43,"{'max_depth': 2, 'min_samples_leaf': 20, 'n_estimators': 50}",0.43,"[61.386138613861384, 0.0, 39.795918367346935, 0.0, 61.320754716981135]","[101, 44, 98, 40, 106]",389,6.00
4,clf,xgb,basic,High_YES_1_1_1,30_240,included,basic,0.42,{'n_estimators': 10},0.40,"[51.48514851485149, 2.272727272727273, 41.83673469387755, 0.0, 59.43396226415094]","[101, 44, 98, 40, 106]",389,0.74
5,clf,gboosting,basic,High_YES_1_1_1,30_240,included,basic,0.41,{'n_estimators': 10},0.42,"[56.43564356435643, 9.090909090909092, 41.83673469387755, 0.0, 59.43396226415094]","[101, 44, 98, 40, 106]",389,1.16
6,clf,ada,basic,High_YES_1_1_1,30_240,included,basic,0.41,{'n_estimators': 10},0.41,"[51.48514851485149, 0.0, 47.95918367346939, 0.0, 57.54716981132076]","[101, 44, 98, 40, 106]",389,0.29
0,clf,kn,basic,High_YES_1_1_1,0_60,excluded,basic,0.39,{'n_neighbors': 91},0.35,"[0.0, 0.0, 99.26470588235294, 0.0, 0.0]","[72, 60, 136, 54, 67]",389,0.07
1,clf,svc-rbf,basic,High_YES_1_1_1,0_60,excluded,basic,0.39,"{'C': 1, 'gamma': 2}",0.35,"[0.0, 0.0, 100.0, 0.0, 0.0]","[72, 60, 136, 54, 67]",389,0.60
2,clf,dtree,basic,High_YES_1_1_1,0_60,excluded,basic,0.39,"{'max_depth': 3, 'min_samples_leaf': 10}",0.35,"[0.0, 0.0, 96.32352941176471, 0.0, 7.462686567164179]","[72, 60, 136, 54, 67]",389,0.05
3,clf,rforest,basic,High_YES_1_1_1,0_60,excluded,basic,0.39,"{'max_depth': 5, 'min_samples_leaf': 10, 'n_estimators': 50}",0.36,"[0.0, 0.0, 99.26470588235294, 0.0, 5.970149253731344]","[72, 60, 136, 54, 67]",389,5.36
4,clf,xgb,basic,High_YES_1_1_1,0_60,excluded,basic,0.38,{'n_estimators': 50},0.35,"[8.333333333333334, 0.0, 92.6470588235294, 0.0, 7.462686567164179]","[72, 60, 136, 54, 67]",389,0.37
5,clf,gboosting,basic,High_YES_1_1_1,0_60,excluded,basic,0.38,{'n_estimators': 10},0.34,"[1.3888888888888888, 0.0, 96.32352941176471, 0.0, 2.985074626865672]","[72, 60, 136, 54, 67]",389,0.70
6,clf,ada,basic,High_YES_1_1_1,0_60,excluded,basic,0.37,{'n_estimators': 50},0.35,"[19.444444444444443, 0.0, 86.02941176470588, 0.0, 8.955223880597014]","[72, 60, 136, 54, 67]",389,0.20
0,clf,kn,basic,High_YES_1_1_1,15_60,excluded,basic,0.49,{'n_neighbors': 41},0.49,"[45.833333333333336, 1.6666666666666667, 91.91176470588235, 1.8518518518518519, 43.28358208955224]","[72, 60, 136, 54, 67]",389,0.17
1,clf,svc-rbf,basic,High_YES_1_1_1,15_60,excluded,basic,0.39,"{'C': 1, 'gamma': 1}",0.35,"[0.0, 0.0, 100.0, 0.0, 0.0]","[72, 60, 136, 54, 67]",389,0.55
2,clf,dtree,basic,High_YES_1_1_1,15_60,excluded,basic,0.50,"{'max_depth': 3, 'min_samples_leaf': 100}",0.49,"[50.0, 0.0, 91.17647058823529, 0.0, 43.28358208955224]","[72, 60, 136, 54, 67]",389,0.07
3,clf,rforest,basic,High_YES_1_1_1,15_60,excluded,basic,0.51,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 50}",0.48,"[47.22222222222222, 1.6666666666666667, 88.97058823529412, 0.0, 46.26865671641791]","[72, 60, 136, 54, 67]",389,5.70
4,clf,xgb,basic,High_YES_1_1_1,15_60,excluded,basic,0.50,{'n_estimators': 10},0.48,"[51.388888888888886, 0.0, 86.02941176470588, 0.0, 49.25373134328358]","[72, 60, 136, 54, 67]",389,0.54
5,clf,gboosting,basic,High_YES_1_1_1,15_60,excluded,basic,0.50,{'n_estimators': 10},0.49,"[48.611111111111114, 6.666666666666667, 87.5, 0.0, 46.26865671641791]","[72, 60, 136, 54, 67]",389,0.91
6,clf,ada,basic,High_YES_1_1_1,15_60,excluded,basic,0.50,{'n_estimators': 10},0.49,"[48.611111111111114, 3.3333333333333335, 89.70588235294117, 0.0, 44.776119402985074]","[72, 60, 136, 54, 67]",389,0.24
0,clf,kn,basic,High_YES_1_1_1,30_60,excluded,basic,0.56,{'n_neighbors': 21},0.53,"[55.55555555555556, 23.333333333333332, 82.3529411764706, 12.962962962962964, 52.23880597014925]","[72, 60, 136, 54, 67]",389,0.24
1,clf,svc-rbf,basic,High_YES_1_1_1,30_60,excluded,basic,0.39,"{'C': 1, 'gamma': 1}",0.35,"[0.0, 0.0, 100.0, 0.0, 0.0]","[72, 60, 136, 54, 67]",389,0.63
2,clf,dtree,basic,High_YES_1_1_1,30_60,excluded,basic,0.57,"{'max_depth': 4, 'min_samples_leaf': 50}",0.55,"[61.111111111111114, 36.666666666666664, 77.20588235294117, 9.25925925925926, 58.208955223880594]","[72, 60, 136, 54, 67]",389,0.10
3,clf,rforest,basic,High_YES_1_1_1,30_60,excluded,basic,0.58,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 50}",0.55,"[66.66666666666667, 10.0, 86.76470588235294, 3.7037037037037037, 59.701492537313435]","[72, 60, 136, 54, 67]",389,6.06
4,clf,xgb,basic,High_YES_1_1_1,30_60,excluded,basic,0.57,{'n_estimators': 100},0.54,"[62.5, 28.333333333333332, 72.05882352941177, 18.51851851851852, 61.19402985074627]","[72, 60, 136, 54, 67]",389,0.75
5,clf,gboosting,basic,High_YES_1_1_1,30_60,excluded,basic,0.57,{'n_estimators': 50},0.56,"[68.05555555555556, 36.666666666666664, 72.79411764705883, 14.814814814814815, 58.208955223880594]","[72, 60, 136, 54, 67]",389,1.16
6,clf,ada,basic,High_YES_1_1_1,30_60,excluded,basic,0.53,{'n_estimators': 10},0.54,"[66.66666666666667, 13.333333333333334, 75.73529411764706, 14.814814814814815, 65.67164179104478]","[72, 60, 136, 54, 67]",389,0.27
0,clf,kn,basic,High_YES_1_1_1,30_90,excluded,basic,0.47,{'n_neighbors': 31},0.44,"[50.63291139240506, 8.955223880597014, 76.85185185185185, 12.962962962962964, 43.20987654320987]","[79, 67, 108, 54, 81]",389,0.24
1,clf,svc-rbf,basic,High_YES_1_1_1,30_90,excluded,basic,0.35,"{'C': 1, 'gamma': 1}",0.28,"[0.0, 0.0, 100.0, 0.0, 0.0]","[79, 67, 108, 54, 81]",389,0.63
2,clf,dtree,basic,High_YES_1_1_1,30_90,excluded,basic,0.49,"{'max_depth': 2, 'min_samples_leaf': 150}",0.43,"[45.56962025316456, 0.0, 87.96296296296296, 0.0, 44.44444444444444]","[79, 67, 108, 54, 81]",389,0.10
3,clf,rforest,basic,High_YES_1_1_1,30_90,excluded,basic,0.49,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 10}",0.43,"[54.43037974683544, 0.0, 80.55555555555556, 5.555555555555555, 43.20987654320987]","[79, 67, 108, 54, 81]",389,5.92
4,clf,xgb,basic,High_YES_1_1_1,30_90,excluded,basic,0.48,{'n_estimators': 10},0.45,"[56.962025316455694, 0.0, 85.18518518518519, 1.8518518518518519, 45.67901234567901]","[79, 67, 108, 54, 81]",389,0.70
5,clf,gboosting,basic,High_YES_1_1_1,30_90,excluded,basic,0.48,{'n_estimators': 10},0.43,"[50.63291139240506, 0.0, 82.4074074074074, 1.8518518518518519, 45.67901234567901]","[79, 67, 108, 54, 81]",389,1.12
6,clf,ada,basic,High_YES_1_1_1,30_90,excluded,basic,0.45,{'n_estimators': 10},0.46,"[77.21518987341773, 0.0, 67.5925925925926, 14.814814814814815, 44.44444444444444]","[79, 67, 108, 54, 81]",389,0.28
0,clf,kn,basic,High_YES_1_1_1,30_120,excluded,basic,0.44,{'n_neighbors': 41},0.42,"[45.05494505494506, 2.127659574468085, 68.33333333333333, 6.818181818181818, 43.67816091954023]","[91, 47, 120, 44, 87]",389,0.24
1,clf,svc-rbf,basic,High_YES_1_1_1,30_120,excluded,basic,0.29,"{'C': 1, 'gamma': 1}",0.31,"[0.0, 0.0, 100.0, 0.0, 0.0]","[91, 47, 120, 44, 87]",389,0.60
2,clf,dtree,basic,High_YES_1_1_1,30_120,excluded,basic,0.44,"{'max_depth': 2, 'min_samples_leaf': 150}",0.43,"[37.362637362637365, 0.0, 83.33333333333333, 0.0, 39.08045977011494]","[91, 47, 120, 44, 87]",389,0.10
3,clf,rforest,basic,High_YES_1_1_1,30_120,excluded,basic,0.45,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 200}",0.44,"[53.84615384615385, 0.0, 68.33333333333333, 0.0, 47.12643678160919]","[91, 47, 120, 44, 87]",389,6.28
4,clf,xgb,basic,High_YES_1_1_1,30_120,excluded,basic,0.44,{'n_estimators': 50},0.44,"[53.84615384615385, 0.0, 63.333333333333336, 11.363636363636363, 47.12643678160919]","[91, 47, 120, 44, 87]",389,0.72
5,clf,gboosting,basic,High_YES_1_1_1,30_120,excluded,basic,0.42,{'n_estimators': 10},0.45,"[49.45054945054945, 0.0, 70.0, 4.545454545454546, 50.57471264367816]","[91, 47, 120, 44, 87]",389,1.12
6,clf,ada,basic,High_YES_1_1_1,30_120,excluded,basic,0.44,{'n_estimators': 10},0.46,"[63.73626373626374, 0.0, 65.83333333333333, 0.0, 49.42528735632184]","[91, 47, 120, 44, 87]",389,0.27
0,clf,kn,basic,High_YES_1_1_1,30_120,excluded,basic,0.44,{'n_neighbors': 41},0.42,"[45.05494505494506, 2.127659574468085, 68.33333333333333, 6.818181818181818, 43.67816091954023]","[91, 47, 120, 44, 87]",389,0.24
1,clf,svc-rbf,basic,High_YES_1_1_1,30_120,excluded,basic,0.29,"{'C': 1, 'gamma': 1}",0.31,"[0.0, 0.0, 100.0, 0.0, 0.0]","[91, 47, 120, 44, 87]",389,0.61
2,clf,dtree,basic,High_YES_1_1_1,30_120,excluded,basic,0.44,"{'max_depth': 2, 'min_samples_leaf': 150}",0.43,"[37.362637362637365, 0.0, 83.33333333333333, 0.0, 39.08045977011494]","[91, 47, 120, 44, 87]",389,0.10
3,clf,rforest,basic,High_YES_1_1_1,30_120,excluded,basic,0.45,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 200}",0.44,"[53.84615384615385, 0.0, 68.33333333333333, 0.0, 47.12643678160919]","[91, 47, 120, 44, 87]",389,6.03
4,clf,xgb,basic,High_YES_1_1_1,30_120,excluded,basic,0.44,{'n_estimators': 50},0.44,"[53.84615384615385, 0.0, 63.333333333333336, 11.363636363636363, 47.12643678160919]","[91, 47, 120, 44, 87]",389,0.71
5,clf,gboosting,basic,High_YES_1_1_1,30_120,excluded,basic,0.42,{'n_estimators': 10},0.45,"[49.45054945054945, 0.0, 70.0, 4.545454545454546, 50.57471264367816]","[91, 47, 120, 44, 87]",389,1.08
6,clf,ada,basic,High_YES_1_1_1,30_120,excluded,basic,0.44,{'n_estimators': 10},0.46,"[63.73626373626374, 0.0, 65.83333333333333, 0.0, 49.42528735632184]","[91, 47, 120, 44, 87]",389,0.26
0,clf,kn,basic,High_YES_1_1_1,30_240,excluded,basic,0.41,{'n_neighbors': 91},0.42,"[52.475247524752476, 0.0, 59.183673469387756, 0.0, 50.943396226415096]","[101, 44, 98, 40, 106]",389,0.24
1,clf,svc-rbf,basic,High_YES_1_1_1,30_240,excluded,basic,0.29,"{'C': 1, 'gamma': 1}",0.27,"[0.0, 0.0, 0.0, 0.0, 100.0]","[101, 44, 98, 40, 106]",389,0.60
2,clf,dtree,basic,High_YES_1_1_1,30_240,excluded,basic,0.43,"{'max_depth': 3, 'min_samples_leaf': 10}",0.40,"[32.67326732673267, 0.0, 51.02040816326531, 0.0, 68.86792452830188]","[101, 44, 98, 40, 106]",389,0.10
3,clf,rforest,basic,High_YES_1_1_1,30_240,excluded,basic,0.43,"{'max_depth': 5, 'min_samples_leaf': 10, 'n_estimators': 50}",0.41,"[54.45544554455446, 0.0, 42.857142857142854, 0.0, 60.37735849056604]","[101, 44, 98, 40, 106]",389,6.04
4,clf,xgb,basic,High_YES_1_1_1,30_240,excluded,basic,0.42,{'n_estimators': 10},0.42,"[52.475247524752476, 4.545454545454546, 43.87755102040816, 0.0, 61.320754716981135]","[101, 44, 98, 40, 106]",389,0.72
5,clf,gboosting,basic,High_YES_1_1_1,30_240,excluded,basic,0.41,{'n_estimators': 50},0.40,"[55.445544554455445, 6.818181818181818, 37.755102040816325, 0.0, 54.716981132075475]","[101, 44, 98, 40, 106]",389,1.20
6,clf,ada,basic,High_YES_1_1_1,30_240,excluded,basic,0.41,{'n_estimators': 10},0.41,"[53.46534653465346, 0.0, 46.93877551020408, 0.0, 56.60377358490566]","[101, 44, 98, 40, 106]",389,0.30
