,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_30_after,direction_agg_0_30_after
214,2008-05-20 08:30:00,23,-0.53,1,0.0,0,0,0,1,1,0,0,1,2008,21,1,1,36,6,19,2
215,2008-05-22 08:30:00,32,0.43,0,-2.3,0,0,1,0,1,0,0,1,2008,21,3,1,39,4,-22,0
216,2008-05-23 10:00:00,14,0.34,0,-1.01,0,0,1,0,1,0,0,1,2008,21,4,1,28,-4,-3,1
217,2008-05-28 08:30:00,8,1.52,1,0.39,0,0,1,0,0,1,0,1,2008,22,2,1,58,4,-17,0
218,2008-05-29 08:30:00,26,0.0,0,0.0,1,1,0,0,1,0,0,1,2008,22,3,1,36,-18,5,1
219,2008-06-02 10:00:00,17,0.43,0,0.0,0,0,1,0,1,0,0,1,2008,23,0,1,32,8,15,2
220,2008-06-04 08:15:00,0,1.36,1,-0.56,0,0,1,0,1,0,0,1,2008,23,2,1,36,1,4,1
221,2008-06-04 10:00:00,18,0.6,0,0.0,0,0,1,0,1,0,0,1,2008,23,2,1,50,-27,9,1
222,2008-06-05 08:30:00,32,1.76,1,-2.24,0,0,1,0,1,0,0,1,2008,23,3,1,48,-8,34,2
223,2008-06-09 10:00:00,24,6.19,1,0.0,0,0,1,0,1,0,0,1,2008,24,0,1,105,-66,-17,0
224,2008-06-10 08:30:00,31,-0.5,1,4.68,3,0,0,1,0,1,0,1,2008,24,1,1,36,12,1,1
225,2008-06-13 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2008,24,4,1,46,18,-18,0
226,2008-06-13 09:55:00,28,-0.55,0,-0.22,0,0,0,1,1,0,0,1,2008,24,4,1,37,-11,1,1
227,2008-06-16 09:00:00,30,3.43,1,-0.23,0,0,1,0,1,0,0,1,2008,25,0,1,47,27,27,2
228,2008-06-19 08:30:00,32,-0.52,0,-1.53,0,0,0,1,1,0,0,1,2008,25,3,1,32,-6,0,1
229,2008-06-24 10:00:00,4,-1.89,1,0.89,0,0,0,1,0,1,0,1,2008,26,1,1,56,11,42,2
230,2008-06-25 08:30:00,8,0.0,0,-1.26,1,1,0,0,0,0,1,1,2008,26,2,1,31,16,-6,1
231,2008-06-25 10:00:00,21,-0.11,0,-0.08,0,0,0,1,1,0,0,1,2008,26,2,1,23,6,-7,1
232,2008-06-25 14:09:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2008,26,2,1,80,9,62,2
233,2008-06-26 10:00:00,14,0.34,0,0.0,0,0,1,0,1,0,0,1,2008,26,3,1,20,-9,13,2
234,2008-07-01 10:00:00,17,1.17,1,0.0,0,0,1,0,1,0,0,1,2008,27,1,1,67,-12,-7,1
235,2008-07-02 08:15:00,0,-1.22,1,-4.56,1,0,0,1,0,0,1,1,2008,27,2,1,55,19,28,2
236,2008-07-03 10:00:00,18,-2.58,1,0.0,0,0,0,1,1,0,0,1,2008,27,3,1,42,-20,-13,0
237,2008-07-08 10:00:00,24,-0.72,0,1.56,1,0,0,1,0,1,0,1,2008,28,1,1,20,-11,-12,0
238,2008-07-10 08:30:00,32,3.61,2,0.0,1,0,1,0,1,0,0,1,2008,28,3,1,26,5,-1,1
239,2008-07-11 08:30:00,31,1.34,1,-1.22,0,0,1,0,1,0,0,1,2008,28,4,1,76,65,-3,1
240,2008-07-11 09:55:00,28,0.35,1,-0.25,0,0,1,0,1,0,0,1,2008,28,4,1,85,45,1,1
241,2008-07-16 08:30:00,7,1.1,3,0.0,0,0,1,0,1,0,0,1,2008,29,2,1,52,-25,8,1
242,2008-07-16 09:00:00,30,-0.12,0,-0.93,0,0,0,1,0,0,1,1,2008,29,2,1,40,2,-17,0
243,2008-07-17 08:30:00,3,3.17,3,-1.01,0,0,1,0,1,0,0,1,2008,29,3,1,33,15,-23,0
244,2008-07-24 10:00:00,14,-1.07,1,0.0,0,0,0,1,1,0,0,1,2008,30,3,1,53,20,21,2
245,2008-07-25 08:30:00,8,1.16,1,0.68,0,0,1,0,0,1,0,1,2008,30,4,1,55,-32,-11,0
246,2008-07-25 10:00:00,21,1.01,1,1.72,1,0,1,0,0,1,0,1,2008,30,4,1,37,-3,-11,0
247,2008-07-29 10:00:00,4,0.6,1,0.72,0,0,1,0,0,1,0,1,2008,31,1,1,54,-18,-60,0
248,2008-07-30 08:15:00,0,1.1,1,-0.4,1,0,1,0,1,0,0,1,2008,31,2,1,41,-4,-26,0
249,2008-07-31 08:30:00,1,-0.48,1,0.5,1,0,0,1,0,1,0,1,2008,31,3,1,62,0,63,2
250,2008-08-01 10:00:00,17,0.84,0,0.0,0,0,1,0,1,0,0,1,2008,31,4,1,52,26,13,2
251,2008-08-05 10:00:00,18,0.41,0,0.0,0,0,1,0,1,0,0,1,2008,32,1,1,18,2,0,1
252,2008-08-05 14:13:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2008,32,1,1,47,9,-1,1
253,2008-08-07 10:00:00,24,1.78,1,-0.32,1,0,1,0,0,0,1,1,2008,32,3,1,61,-18,-26,0
254,2008-08-12 08:30:00,31,2.56,1,-2.3,1,0,1,0,1,0,0,1,2008,33,1,1,65,26,29,2
255,2008-08-14 08:30:00,7,1.1,3,0.0,0,0,1,0,1,0,0,1,2008,33,3,1,72,27,-4,1
256,2008-08-15 09:00:00,30,-0.31,0,5.24,3,0,0,1,0,1,0,1,2008,33,4,1,42,1,-12,0
257,2008-08-15 09:55:00,28,-0.1,0,5.52,2,1,0,0,0,1,0,1,2008,33,4,1,79,-54,4,1
258,2008-08-25 10:00:00,14,0.89,1,-1.01,0,0,1,0,1,0,0,1,2008,35,0,1,30,10,-11,0
259,2008-08-27 08:30:00,8,0.59,0,0.83,0,0,1,0,0,1,0,1,2008,35,2,1,48,19,-37,0
260,2008-08-28 08:30:00,26,12.78,3,-0.53,0,0,1,0,1,0,0,1,2008,35,3,1,73,-12,-11,0
261,2008-09-02 10:00:00,17,0.0,0,0.0,0,1,0,0,1,0,0,1,2008,36,1,1,42,22,32,2
262,2008-09-04 08:15:00,0,-0.05,0,-1.54,0,1,0,0,0,0,1,1,2008,36,3,1,52,24,-29,0
263,2008-09-04 10:00:00,18,0.57,0,0.0,0,0,1,0,1,0,0,1,2008,36,3,1,58,-14,-42,0
264,2008-09-09 10:00:00,24,-0.47,0,0.8,1,0,0,1,0,1,0,1,2008,37,1,1,74,-9,-1,1
265,2008-09-11 08:30:00,31,-1.6,1,-8.77,2,0,0,1,0,0,1,1,2008,37,3,1,52,6,-21,0
266,2008-09-12 09:55:00,28,3.45,1,3.57,1,0,1,0,0,1,0,1,2008,37,4,1,55,7,-2,1
267,2008-09-16 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2008,38,1,1,83,57,7,1
268,2008-09-16 09:00:00,30,-2.1,1,0.0,0,0,0,1,1,0,0,1,2008,38,1,1,61,8,-39,0
269,2008-09-16 14:14:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2008,38,1,1,86,-47,20,2
270,2008-09-17 08:30:00,3,-1.96,1,0.0,0,0,0,1,1,0,0,1,2008,38,2,1,51,-9,-6,1
271,2008-09-24 10:00:00,14,-0.37,0,-1.02,1,1,0,0,1,0,0,1,2008,39,2,1,43,-8,-25,0
272,2008-09-25 10:00:00,21,-1.69,1,0.27,1,0,0,1,0,1,0,1,2008,39,3,1,59,15,-72,0
273,2008-09-30 10:00:00,4,1.34,1,3.1,1,0,1,0,0,1,0,1,2008,40,1,1,124,-77,-23,0
274,2008-10-01 08:15:00,0,0.81,0,-0.77,0,0,1,0,1,0,0,1,2008,40,2,1,101,-64,-48,0
275,2008-10-01 10:00:00,17,-10.17,3,0.0,0,0,0,1,1,0,0,1,2008,40,2,1,63,5,-28,0
276,2008-10-02 08:30:00,32,-2.46,1,-1.34,0,0,0,1,1,0,0,1,2008,40,3,1,52,2,-106,0
277,2008-10-03 10:00:00,18,-0.09,0,0.0,0,1,0,0,1,0,0,1,2008,40,4,1,65,8,-9,1
278,2008-10-08 10:00:00,24,1.99,1,0.76,1,0,1,0,0,1,0,1,2008,41,2,1,92,71,16,2
279,2008-10-09 08:30:00,32,-0.32,0,-0.45,0,1,0,0,1,0,0,1,2008,41,3,1,45,-5,-2,1
280,2008-10-10 08:30:00,31,-0.11,0,4.5,2,1,0,0,0,1,0,1,2008,41,4,1,41,25,-59,0
281,2008-10-16 08:30:00,7,-1.1,3,0.0,0,0,0,1,1,0,0,1,2008,42,3,1,30,-16,25,2
282,2008-10-16 09:00:00,30,-0.38,0,0.78,1,0,0,1,0,1,0,1,2008,42,3,1,50,2,-29,0
283,2008-10-17 08:30:00,3,-0.97,1,-1.01,0,0,0,1,1,0,0,1,2008,42,4,1,25,3,22,2
284,2008-10-17 09:55:00,28,-1.75,1,-3.75,1,0,0,1,0,0,1,1,2008,42,4,1,56,28,-16,0
285,2008-10-23 08:30:00,32,-0.68,0,-0.84,0,0,0,1,1,0,0,1,2008,43,3,1,68,-53,39,2
286,2008-10-24 10:00:00,14,4.39,2,0.0,0,0,1,0,1,0,0,1,2008,43,4,1,131,69,-47,0
287,2008-10-27 10:00:00,21,0.43,1,-0.43,0,0,1,0,0,0,1,1,2008,44,0,1,75,-9,-21,0
288,2008-10-28 10:00:00,4,-3.01,2,2.72,1,0,0,1,0,1,0,1,2008,44,1,1,51,14,-58,0
289,2008-10-29 08:30:00,8,0.19,0,-2.12,1,0,1,0,0,0,1,1,2008,44,2,1,71,-26,4,1
290,2008-10-29 14:18:00,15,0.0,0,-1.5,3,1,0,0,1,0,0,1,2008,44,2,1,89,35,-37,0
291,2008-10-30 08:30:00,1,0.36,0,1.53,1,0,1,0,0,1,0,1,2008,44,3,1,65,16,-66,0
292,2008-11-03 10:00:00,17,-3.95,1,0.0,0,0,0,1,1,0,0,1,2008,45,0,1,71,22,-24,0
293,2008-11-05 08:15:00,0,-1.04,1,-3.38,1,0,0,1,0,0,1,1,2008,45,2,1,103,-79,8,1
294,2008-11-05 10:00:00,18,-1.74,1,0.0,0,0,0,1,1,0,0,1,2008,45,2,1,97,32,153,2
295,2008-11-07 11:30:00,24,-0.23,0,-0.24,0,0,0,1,1,0,0,1,2008,45,4,1,81,-50,5,1
296,2008-11-13 08:30:00,31,0.0,0,0.0,0,1,0,0,1,0,0,1,2008,46,3,1,61,-45,-10,0
297,2008-11-14 09:55:00,28,0.3,1,-0.07,0,0,1,0,1,0,0,1,2008,46,4,1,84,7,-3,1
298,2008-11-18 08:30:00,23,-2.17,1,0.0,0,0,0,1,1,0,0,1,2008,47,1,1,30,8,9,1
299,2008-11-18 09:00:00,30,1.33,1,3.43,2,0,1,0,0,1,0,1,2008,47,1,1,65,1,-9,1
300,2008-11-20 08:30:00,32,-2.2,1,-0.48,0,0,0,1,1,0,0,1,2008,47,3,1,71,-14,-9,1
301,2008-11-24 10:00:00,14,-0.7,0,-1.04,2,0,0,1,0,0,1,1,2008,48,0,1,66,28,59,2
302,2008-11-25 08:30:00,26,0.0,0,-1.93,1,1,0,0,1,0,0,1,2008,48,1,1,107,15,121,2
303,2008-11-25 10:00:00,4,1.57,1,1.17,0,0,1,0,0,1,0,1,2008,48,1,1,69,6,-4,1
304,2008-11-26 10:00:00,21,-0.41,0,-0.4,0,0,0,1,0,0,1,1,2008,48,2,1,36,10,2,1
305,2008-12-01 10:00:00,17,-0.63,1,0.0,0,0,0,1,1,0,0,1,2008,49,0,1,45,23,9,1
306,2008-12-03 08:15:00,0,-0.86,1,-3.18,1,0,0,1,0,0,1,1,2008,49,2,1,45,-19,13,2
307,2008-12-03 10:00:00,18,-2.59,1,0.0,0,0,0,1,1,0,0,1,2008,49,2,1,37,2,-11,0
308,2008-12-04 08:30:00,32,1.65,1,-0.46,0,0,1,0,1,0,0,1,2008,49,3,1,37,-1,-11,0
309,2008-12-09 10:00:00,24,0.47,1,0.7,0,0,1,0,0,1,0,1,2008,50,1,1,40,17,32,2
310,2008-12-12 09:55:00,28,0.68,1,-1.75,1,0,1,0,0,0,1,1,2008,50,4,1,61,4,-9,1
311,2008-12-15 09:00:00,30,-1.11,1,-0.4,0,0,0,1,1,0,0,1,2008,51,0,1,81,63,6,1
312,2008-12-16 14:21:00,15,-1.25,3,0.0,0,0,0,1,1,0,0,1,2008,51,1,1,127,-28,171,2
313,2008-12-18 08:30:00,32,-0.13,0,-0.91,0,1,0,0,1,0,0,1,2008,51,3,1,93,-48,-12,0
314,2008-12-30 10:00:00,4,-2.62,1,-0.29,1,0,0,1,1,0,0,1,2008,52,1,1,55,-8,8,1
315,2008-12-31 08:30:00,32,2.77,3,0.0,1,0,1,0,1,0,0,1,2008,52,2,1,112,-103,44,2
316,2009-01-02 10:00:00,17,-2.39,1,0.0,0,0,0,1,1,0,0,1,2009,1,4,1,51,16,69,2
317,2009-01-07 08:15:00,0,-3.55,2,-25.72,3,0,0,1,0,0,1,1,2009,2,2,1,49,-24,135,2
318,2009-01-08 08:30:00,32,2.66,3,-0.44,0,0,1,0,1,0,0,1,2009,2,3,1,101,33,102,2
319,2009-01-13 08:30:00,31,2.99,2,-2.19,0,0,1,0,1,0,0,1,2009,3,1,1,63,-9,-44,0
320,2009-01-16 08:30:00,7,-2.24,0,0.0,0,0,0,1,1,0,0,1,2009,3,4,1,40,15,20,2
321,2009-01-16 09:00:00,30,-0.86,1,-1.5,0,0,0,1,1,0,0,1,2009,3,4,1,76,36,-7,1
322,2009-01-16 09:55:00,28,0.42,1,0.56,0,0,1,0,0,1,0,1,2009,3,4,1,69,-33,-61,0
323,2009-01-26 09:59:00,14,7.12,2,-1.04,1,0,1,0,0,0,1,1,2009,5,0,1,112,60,23,2
324,2009-01-27 10:00:00,4,-0.18,0,0.7,0,0,0,1,0,1,0,1,2009,5,1,1,98,-5,-51,0
325,2009-01-28 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,5,2,1,54,22,-118,0
326,2009-01-29 10:00:00,21,-2.87,1,-1.63,0,0,0,1,0,0,1,1,2009,5,3,1,95,-66,-36,0
327,2009-01-30 08:30:00,1,2.87,1,-0.49,0,0,1,0,0,0,1,1,2009,5,4,1,59,16,12,2
328,2009-02-02 10:00:00,17,2.18,1,0.0,0,0,1,0,1,0,0,1,2009,6,0,1,49,18,42,2
329,2009-02-03 10:00:00,24,1.29,1,1.03,0,0,1,0,0,1,0,1,2009,6,1,1,65,23,67,2
330,2009-02-04 08:15:00,0,-0.14,0,3.98,2,1,0,0,0,1,0,1,2009,6,2,1,48,-44,38,2
331,2009-02-04 10:00:00,18,1.09,1,0.0,0,0,1,0,1,0,0,1,2009,6,2,1,57,0,37,2
332,2009-02-05 08:30:00,32,-2.34,1,-1.83,0,0,0,1,1,0,0,1,2009,6,3,1,85,-49,-18,0
333,2009-02-11 08:30:00,31,-1.42,1,-6.41,1,0,0,1,0,0,1,1,2009,7,2,1,57,-9,44,2
334,2009-02-13 09:55:00,28,-0.68,1,-0.36,0,0,0,1,0,0,1,1,2009,7,4,1,31,-3,25,2
335,2009-02-17 09:00:00,30,0.38,0,-2.41,1,0,1,0,0,0,1,1,2009,8,1,1,53,-41,-1,1
336,2009-02-18 08:30:00,3,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,8,2,1,37,30,-9,1
337,2009-02-20 08:30:00,7,1.83,1,0.0,0,0,1,0,1,0,0,1,2009,8,4,1,41,-29,3,1
338,2009-02-24 10:00:00,4,-1.88,1,-0.4,1,0,0,1,1,0,0,1,2009,9,1,1,46,-5,-22,0
339,2009-02-25 10:00:00,14,-1.29,2,0.0,0,0,0,1,1,0,0,1,2009,9,2,1,61,-24,-43,0
340,2009-02-26 10:00:00,21,-0.51,0,1.44,1,0,0,1,0,1,0,1,2009,9,3,1,52,-4,-12,0
341,2009-02-27 08:30:00,26,-17.89,3,-1.64,1,0,0,1,1,0,0,1,2009,9,4,1,71,-46,20,2
342,2009-03-02 10:00:00,17,0.71,1,0.0,0,0,1,0,1,0,0,1,2009,10,0,1,33,-12,11,2
343,2009-03-03 10:00:00,24,-0.94,1,-5.86,2,0,0,1,0,0,1,1,2009,10,1,1,77,-45,-7,1
344,2009-03-04 08:15:00,0,-1.83,1,-9.95,3,0,0,1,0,0,1,1,2009,10,2,1,30,19,-3,1
345,2009-03-04 10:00:00,18,0.1,0,0.0,0,0,1,0,1,0,0,1,2009,10,2,1,28,-1,-21,0
346,2009-03-05 08:30:00,32,0.47,0,-4.24,0,0,1,0,1,0,0,1,2009,10,3,1,33,0,-39,0
347,2009-03-13 08:30:00,31,1.35,0,0.0,0,0,1,0,1,0,0,1,2009,11,4,1,55,29,1,1
348,2009-03-13 09:55:00,28,0.29,0,-0.06,0,0,1,0,1,0,0,1,2009,11,4,1,35,3,19,2
349,2009-03-16 09:00:00,30,-2.42,1,-0.04,0,0,0,1,1,0,0,1,2009,12,0,1,40,5,-4,1
350,2009-03-18 08:30:00,7,1.2,1,0.0,0,0,1,0,1,0,0,1,2009,12,2,1,89,37,57,2
351,2009-03-18 14:17:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,12,2,1,111,-7,272,2
352,2009-03-19 08:30:00,32,0.35,0,-3.51,1,0,1,0,1,0,0,1,2009,12,3,1,180,141,-14,0
353,2009-03-23 10:00:00,14,1.27,2,0.0,0,0,1,0,1,0,0,1,2009,13,0,1,104,-87,31,2
354,2009-03-25 08:30:00,8,2.23,2,-4.38,2,0,1,0,0,0,1,1,2009,13,2,1,51,-25,13,2
355,2009-03-25 10:00:00,21,1.25,1,1.07,1,0,1,0,0,1,0,1,2009,13,2,1,201,100,-52,0
356,2009-03-26 08:30:00,32,-0.16,0,-1.83,0,1,0,0,1,0,0,1,2009,13,3,1,48,24,33,2
357,2009-03-31 10:00:00,4,-0.27,0,-0.38,1,0,0,1,1,0,0,1,2009,14,1,1,35,-5,-4,1
358,2009-04-01 08:15:00,0,-2.51,1,-0.96,0,0,0,1,0,0,1,1,2009,14,2,1,41,-26,17,2
359,2009-04-02 08:30:00,32,-1.05,1,-3.37,1,0,0,1,0,0,1,1,2009,14,3,1,99,70,12,2
360,2009-04-03 10:00:00,18,-0.28,0,0.0,0,0,0,1,1,0,0,1,2009,14,4,1,55,35,16,2
361,2009-04-15 08:30:00,7,1.0,1,0.0,0,0,1,0,1,0,0,1,2009,16,2,1,68,-38,-9,1
362,2009-04-15 09:00:00,30,0.1,0,3.88,2,0,1,0,0,1,0,1,2009,16,2,1,34,-3,-19,0
363,2009-04-23 08:30:00,32,-0.42,0,-1.98,0,0,0,1,1,0,0,1,2009,17,3,1,46,-36,-8,1
364,2009-04-23 10:00:00,14,-1.11,1,-0.61,0,0,0,1,1,0,0,1,2009,17,3,1,33,-14,25,2
365,2009-04-24 08:30:00,8,0.23,0,-2.28,1,0,1,0,0,0,1,1,2009,17,4,1,33,-3,14,2
366,2009-04-24 10:00:00,21,0.46,1,1.4,1,0,1,0,0,1,0,1,2009,17,4,1,49,16,-11,0
367,2009-04-28 10:00:00,4,1.44,1,1.68,0,0,1,0,0,1,0,1,2009,18,1,1,35,-11,24,2
368,2009-04-29 08:30:00,1,-1.53,1,-4.71,3,0,0,1,0,0,1,1,2009,18,2,1,30,8,-12,0
369,2009-04-29 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,18,2,1,67,17,-45,0
370,2009-04-30 08:30:00,32,0.73,0,-3.3,1,0,1,0,0,0,1,1,2009,18,3,1,53,-19,-50,0
371,2009-05-01 10:00:00,17,0.69,1,0.0,0,0,1,0,1,0,0,1,2009,18,4,1,40,15,-15,0
372,2009-05-04 10:00:00,24,0.7,1,-0.54,0,0,1,0,1,0,0,1,2009,19,0,1,77,40,51,2
373,2009-05-05 10:00:00,18,0.32,0,0.0,0,0,1,0,1,0,0,1,2009,19,1,1,48,-34,-35,0
374,2009-05-06 08:15:00,0,4.06,1,4.12,2,0,1,0,0,1,0,1,2009,19,2,1,72,34,36,2
375,2009-05-07 08:30:00,32,3.1,1,-2.83,1,0,1,0,1,0,0,1,2009,19,3,1,88,46,25,2
376,2009-05-12 08:30:00,31,0.67,0,-0.21,0,0,1,0,1,0,0,1,2009,20,1,1,53,23,-22,0
377,2009-05-15 08:30:00,7,1.83,1,0.0,0,0,1,0,1,0,0,1,2009,20,4,1,49,-23,27,2
378,2009-05-15 09:00:00,30,0.56,1,0.0,0,0,1,0,1,0,0,1,2009,20,4,1,52,38,9,1
379,2009-05-19 08:30:00,3,-0.8,0,0.0,0,0,0,1,1,0,0,1,2009,21,1,1,32,-11,-28,0
380,2009-05-21 08:30:00,32,-0.04,0,-5.26,1,1,0,0,0,0,1,1,2009,21,3,1,28,0,-34,0
381,2009-05-26 10:00:00,4,1.59,1,2.82,1,0,1,0,0,1,0,1,2009,22,1,1,75,17,41,2
382,2009-05-27 10:00:00,14,0.75,0,-1.22,0,0,1,0,1,0,0,1,2009,22,2,1,67,24,-55,0
383,2009-05-28 10:00:00,21,-0.29,0,-0.28,0,0,0,1,0,0,1,1,2009,22,3,1,94,67,-28,0
384,2009-05-29 08:30:00,26,-4.47,1,-0.05,0,0,0,1,1,0,0,1,2009,22,4,1,44,-19,7,1
385,2009-06-01 10:00:00,17,0.25,0,0.0,0,0,1,0,1,0,0,1,2009,23,0,1,54,11,-10,0
386,2009-06-02 10:00:00,24,1.39,1,0.0,0,0,1,0,1,0,0,1,2009,23,1,1,67,18,5,1
387,2009-06-03 08:15:00,0,-0.07,0,-20.12,2,0,0,1,0,0,1,1,2009,23,2,1,45,-11,0,1
388,2009-06-03 10:00:00,18,-0.52,0,0.0,0,0,0,1,1,0,0,1,2009,23,2,1,50,1,13,2
389,2009-06-04 08:30:00,32,-0.04,0,-2.39,0,1,0,0,1,0,0,1,2009,23,3,1,89,-57,56,2
390,2009-06-10 08:30:00,31,-0.2,0,-1.86,1,1,0,0,0,0,1,1,2009,24,2,1,62,-23,-12,0
391,2009-06-15 09:00:00,30,-1.03,1,-0.23,0,0,0,1,1,0,0,1,2009,25,0,1,42,32,-8,1
392,2009-06-17 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,25,2,1,44,-25,43,2
393,2009-06-18 08:30:00,32,0.0,0,-2.7,1,1,0,0,1,0,0,1,2009,25,3,1,26,-12,26,2
394,2009-06-18 09:59:00,25,1.38,1,0.0,0,0,1,0,1,0,0,1,2009,25,3,1,39,23,12,2
395,2009-06-23 10:00:00,14,-0.99,0,-1.2,0,0,0,1,1,0,0,1,2009,26,1,1,40,10,-7,1
396,2009-06-24 08:30:00,8,1.5,1,-0.39,0,0,1,0,0,0,1,1,2009,26,2,1,65,7,26,2
397,2009-06-24 10:00:00,21,-0.48,0,-0.49,0,0,0,1,0,0,1,1,2009,26,2,1,55,-33,-16,0
398,2009-06-24 14:18:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,26,2,1,75,-52,-13,0
399,2009-06-25 08:30:00,32,-4.16,1,-2.7,1,0,0,1,1,0,0,1,2009,26,3,1,43,-14,-31,0
400,2009-06-30 10:00:00,4,-0.66,1,-0.12,0,0,0,1,1,0,0,1,2009,27,1,1,2,0,-1,1
401,2009-07-01 08:15:00,0,-0.9,1,17.52,3,0,0,1,0,1,0,1,2009,27,2,1,57,46,10,2
402,2009-07-06 10:00:00,18,0.54,0,0.0,0,0,1,0,1,0,0,1,2009,28,0,1,42,26,-29,0
403,2009-07-10 08:30:00,31,1.97,1,-0.75,0,0,1,0,1,0,0,1,2009,28,4,1,43,-17,26,2
404,2009-07-15 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,29,2,1,35,19,9,1
405,2009-07-16 09:00:00,30,-0.77,1,-0.18,0,0,0,1,1,0,0,1,2009,29,3,1,43,4,-22,0
406,2009-07-17 08:30:00,3,1.07,1,0.0,0,0,1,0,1,0,0,1,2009,29,4,1,44,-21,8,1
407,2009-07-23 08:30:00,32,-0.16,0,-3.65,0,1,0,0,1,0,0,1,2009,30,3,1,28,4,1,1
408,2009-07-23 10:00:00,14,1.36,1,-1.05,1,0,1,0,0,0,1,1,2009,30,3,1,41,15,24,2
409,2009-07-27 10:00:00,21,1.33,1,0.32,1,0,1,0,0,1,0,1,2009,31,0,1,30,-18,-20,0
410,2009-07-28 10:00:00,4,-0.25,0,0.0,0,0,0,1,1,0,0,1,2009,31,1,1,54,-27,-38,0
411,2009-07-29 08:30:00,8,1.28,0,-0.32,0,0,1,0,0,0,1,1,2009,31,2,1,35,-4,-11,0
412,2009-07-30 08:30:00,32,-0.58,0,-5.98,1,0,0,1,0,0,1,1,2009,31,3,1,25,-4,0,1
413,2009-07-31 08:30:00,1,0.38,0,1.42,1,0,1,0,0,1,0,1,2009,31,4,1,27,-8,-13,0
414,2009-08-03 10:00:00,17,2.83,1,0.0,0,0,1,0,1,0,0,1,2009,32,0,1,51,8,68,2
415,2009-08-04 10:00:00,24,0.73,1,3.5,1,0,1,0,0,1,0,1,2009,32,1,1,42,5,-2,1
416,2009-08-05 08:15:00,0,-0.2,0,3.73,1,0,0,1,0,1,0,1,2009,32,2,1,46,0,-20,0
417,2009-08-05 10:00:00,18,-1.49,1,0.0,0,0,0,1,1,0,0,1,2009,32,2,1,41,-9,-7,1
418,2009-08-06 08:30:00,32,2.46,1,-3.51,1,0,1,0,1,0,0,1,2009,32,3,1,21,1,14,2
419,2009-08-12 08:30:00,31,0.76,0,0.0,0,0,1,0,1,0,0,1,2009,33,2,1,42,-1,0,1
420,2009-08-12 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,33,2,1,63,7,-87,0
421,2009-08-14 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,33,4,1,27,-6,-9,1
422,2009-08-17 09:00:00,30,1.68,1,-2.43,0,0,1,0,1,0,0,1,2009,34,0,1,29,10,7,1
423,2009-08-20 08:30:00,32,-1.2,1,-2.74,0,0,0,1,1,0,0,1,2009,34,3,1,24,11,-5,1
424,2009-08-21 10:00:00,14,3.01,1,0.0,0,0,1,0,1,0,0,1,2009,34,4,1,57,-2,-3,1
425,2009-08-25 10:00:00,4,0.74,1,0.99,0,0,1,0,0,1,0,1,2009,35,1,1,28,9,-24,0
426,2009-08-26 08:30:00,8,-0.33,0,1.46,1,0,0,1,0,1,0,1,2009,35,2,1,32,18,-1,1
427,2009-08-26 10:00:00,21,1.66,1,0.91,1,0,1,0,0,1,0,1,2009,35,2,1,66,-61,20,2
428,2009-09-02 08:15:00,0,-0.5,1,1.57,1,0,0,1,0,1,0,1,2009,36,2,1,36,-11,-6,1
429,2009-09-03 08:30:00,32,-0.29,0,-5.66,1,0,0,1,1,0,0,1,2009,36,3,1,45,-10,-33,0
430,2009-09-03 10:00:00,18,-0.07,0,0.0,0,1,0,0,1,0,0,1,2009,36,3,1,33,-13,-24,0
431,2009-09-16 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,38,2,1,25,-2,11,2
432,2009-09-16 09:00:00,30,-1.04,1,-2.75,0,0,0,1,1,0,0,1,2009,38,2,1,51,20,2,1
433,2009-09-23 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,39,2,1,71,-2,43,2
434,2009-09-24 08:30:00,32,1.16,1,-3.65,1,0,1,0,0,0,1,1,2009,39,3,1,38,8,19,2
435,2009-09-24 10:00:00,14,-2.12,1,0.0,0,0,0,1,1,0,0,1,2009,39,3,1,62,-30,-43,0
436,2009-09-25 08:30:00,8,-1.48,0,-0.07,0,0,0,1,1,0,0,1,2009,39,4,1,59,-25,-29,0
