,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,report,elapsed_time
0,clf,kn,basic,ALL_NO_1_1_1,0_30,included,basic,0.55,{'n_neighbors': 151},0.53,0.48,0.47,0.54,0.34,303.00,686.00,303.00,"{'0': {'precision': 0.47058823529411764, 'recall': 0.026402640264026403, 'f1-score': 0.05, 'support': 303}, '1': {'precision': 0.5420408163265306, 'recall': 0.967930029154519, 'f1-score': 0.694924123495552, 'support': 686}, '2': {'precision': 0.34, 'recall': 0.056105610561056105, 'f1-score': 0.09631728045325778, 'support': 303}, 'micro avg': {'precision': 0.5332817337461301, 'recall': 0.5332817337461301, 'f1-score': 0.5332817337461301, 'support': 1292}, 'macro avg': {'precision': 0.4508763505402161, 'recall': 0.35014609332653385, 'f1-score': 0.28041380131627, 'support': 1292}, 'weighted avg': {'precision': 0.47790111090875975, 'recall': 0.5332817337461301, 'f1-score': 0.40329108722545337, 'support': 1292}}",1.81
1,clf,svc-rbf,basic,ALL_NO_1_1_1,0_30,included,basic,0.55,"{'C': 1, 'gamma': 1}",0.53,0.28,0.00,0.53,0.00,303.00,686.00,303.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 303}, '1': {'precision': 0.5309597523219814, 'recall': 1.0, 'f1-score': 0.6936299292214358, 'support': 686}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 303}, 'micro avg': {'precision': 0.5309597523219814, 'recall': 0.5309597523219814, 'f1-score': 0.5309597523219814, 'support': 1292}, 'macro avg': {'precision': 0.17698658410732715, 'recall': 0.3333333333333333, 'f1-score': 0.23120997640714527, 'support': 1292}, 'weighted avg': {'precision': 0.28191825858581987, 'recall': 0.5309597523219814, 'f1-score': 0.3682895754225271, 'support': 1292}}",6.22
2,clf,dtree,basic,ALL_NO_1_1_1,0_30,included,basic,0.56,"{'max_depth': 4, 'min_samples_leaf': 200}",0.55,0.49,0.40,0.58,0.39,303.00,686.00,303.00,"{'0': {'precision': 0.40372670807453415, 'recall': 0.2145214521452145, 'f1-score': 0.2801724137931034, 'support': 303}, '1': {'precision': 0.5772128060263654, 'recall': 0.8935860058309038, 'f1-score': 0.7013729977116704, 'support': 686}, '2': {'precision': 0.391304347826087, 'recall': 0.0891089108910891, 'f1-score': 0.14516129032258063, 'support': 303}, 'micro avg': {'precision': 0.5456656346749226, 'recall': 0.5456656346749226, 'f1-score': 0.5456656346749226, 'support': 1292}, 'macro avg': {'precision': 0.45741462064232885, 'recall': 0.39907212295573585, 'f1-score': 0.37556890060911813, 'support': 1292}, 'weighted avg': {'precision': 0.4929275502105069, 'recall': 0.5456656346749226, 'f1-score': 0.47215014611242895, 'support': 1292}}",0.29
3,clf,rforest,basic,ALL_NO_1_1_1,0_30,included,basic,0.56,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",0.55,0.54,0.52,0.56,0.51,303.00,686.00,303.00,"{'0': {'precision': 0.5161290322580645, 'recall': 0.10561056105610561, 'f1-score': 0.17534246575342466, 'support': 303}, '1': {'precision': 0.5567703952901598, 'recall': 0.9650145772594753, 'f1-score': 0.7061333333333334, 'support': 686}, '2': {'precision': 0.5121951219512195, 'recall': 0.06930693069306931, 'f1-score': 0.12209302325581395, 'support': 303}, 'micro avg': {'precision': 0.5534055727554179, 'recall': 0.5534055727554179, 'f1-score': 0.5534055727554179, 'support': 1292}, 'macro avg': {'precision': 0.528364849833148, 'recall': 0.37997735633621676, 'f1-score': 0.33452294078085737, 'support': 1292}, 'weighted avg': {'precision': 0.5367853791752808, 'recall': 0.5534055727554179, 'f1-score': 0.44468298748952484, 'support': 1292}}",14.31
4,clf,xgb,basic,ALL_NO_1_1_1,0_30,included,basic,0.56,{'n_estimators': 50},0.54,0.48,0.39,0.57,0.38,303.00,686.00,303.00,"{'0': {'precision': 0.39215686274509803, 'recall': 0.132013201320132, 'f1-score': 0.19753086419753085, 'support': 303}, '1': {'precision': 0.5697674418604651, 'recall': 0.9285714285714286, 'f1-score': 0.7062084257206209, 'support': 686}, '2': {'precision': 0.375, 'recall': 0.0891089108910891, 'f1-score': 0.14400000000000002, 'support': 303}, 'micro avg': {'precision': 0.544891640866873, 'recall': 0.544891640866873, 'f1-score': 0.544891640866873, 'support': 1292}, 'macro avg': {'precision': 0.4456414348685211, 'recall': 0.38323118026088326, 'f1-score': 0.3492464299727172, 'support': 1292}, 'weighted avg': {'precision': 0.4824373022662877, 'recall': 0.544891640866873, 'f1-score': 0.45506411137476604, 'support': 1292}}",0.48
5,clf,gboosting,basic,ALL_NO_1_1_1,0_30,included,basic,0.56,{'n_estimators': 50},0.55,0.50,0.40,0.57,0.43,303.00,686.00,303.00,"{'0': {'precision': 0.39622641509433965, 'recall': 0.13861386138613863, 'f1-score': 0.2053789731051345, 'support': 303}, '1': {'precision': 0.5732600732600732, 'recall': 0.9125364431486881, 'f1-score': 0.704161979752531, 'support': 686}, '2': {'precision': 0.425531914893617, 'recall': 0.132013201320132, 'f1-score': 0.20151133501259444, 'support': 303}, 'micro avg': {'precision': 0.5479876160990712, 'recall': 0.5479876160990712, 'f1-score': 0.5479876160990712, 'support': 1292}, 'macro avg': {'precision': 0.46500613441600996, 'recall': 0.3943878352849863, 'f1-score': 0.37035076262342, 'support': 1292}, 'weighted avg': {'precision': 0.49709689182876243, 'recall': 0.5479876160990712, 'f1-score': 0.46930563581262247, 'support': 1292}}",1.42
6,clf,ada,basic,ALL_NO_1_1_1,0_30,included,basic,0.56,{'n_estimators': 100},0.54,0.48,0.36,0.59,0.36,303.00,686.00,303.00,"{'0': {'precision': 0.3581081081081081, 'recall': 0.17491749174917492, 'f1-score': 0.23503325942350334, 'support': 303}, '1': {'precision': 0.5880039331366765, 'recall': 0.8717201166180758, 'f1-score': 0.7022900763358778, 'support': 686}, '2': {'precision': 0.36220472440944884, 'recall': 0.15181518151815182, 'f1-score': 0.213953488372093, 'support': 303}, 'micro avg': {'precision': 0.5394736842105263, 'recall': 0.5394736842105263, 'f1-score': 0.5394736842105263, 'support': 1292}, 'macro avg': {'precision': 0.4361055885514111, 'recall': 0.39948426329513426, 'f1-score': 0.38375894137715805, 'support': 1292}, 'weighted avg': {'precision': 0.4811342773874457, 'recall': 0.5394736842105263, 'f1-score': 0.47818419268458046, 'support': 1292}}",0.48
0,reg,kn,basic,ALL_NO_1_1_1,0_30,included,basic,19.97,{'n_neighbors': 181},,,,,,,,,20.37,1.55
1,reg,svr-rbf,basic,ALL_NO_1_1_1,0_30,included,basic,20.00,"{'C': 1, 'gamma': 1}",,,,,,,,,20.34,3.97
2,reg,dtree,basic,ALL_NO_1_1_1,0_30,included,basic,19.95,"{'max_depth': 4, 'min_samples_leaf': 100}",,,,,,,,,20.48,0.26
