,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,precision_above_TH,support_below_TH,support_above_TH,report,elapsed_time
0,clf,kn,max,basic,ALL_NO_1_1_1,30_240,included,basic,0.75,{'n_neighbors': 81},0.74,0.65,0.74,0.40,955.00,337.00,"{'0': {'precision': 0.7402496099843994, 'recall': 0.993717277486911, 'f1-score': 0.8484577559231113, 'support': 955}, '1': {'precision': 0.4, 'recall': 0.011869436201780416, 'f1-score': 0.023054755043227668, 'support': 337}, 'micro avg': {'precision': 0.7376160990712074, 'recall': 0.7376160990712074, 'f1-score': 0.7376160990712074, 'support': 1292}, 'macro avg': {'precision': 0.5701248049921996, 'recall': 0.5027933568443457, 'f1-score': 0.4357562554831695, 'support': 1292}, 'weighted avg': {'precision': 0.6515002922098307, 'recall': 0.7376160990712074, 'f1-score': 0.6331630103375689, 'support': 1292}}",6.11
1,clf,svc-rbf,max,basic,ALL_NO_1_1_1,30_240,included,basic,0.75,"{'C': 1, 'gamma': 1}",0.74,0.55,0.74,0.00,955.00,337.00,"{'0': {'precision': 0.7391640866873065, 'recall': 1.0, 'f1-score': 0.8500222518914108, 'support': 955}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 337}, 'micro avg': {'precision': 0.7391640866873065, 'recall': 0.7391640866873065, 'f1-score': 0.7391640866873065, 'support': 1292}, 'macro avg': {'precision': 0.36958204334365324, 'recall': 0.5, 'f1-score': 0.4250111259457054, 'support': 1292}, 'weighted avg': {'precision': 0.5463635470482799, 'recall': 0.7391640866873065, 'f1-score': 0.6283059214832023, 'support': 1292}}",8.00
2,clf,dtree,max,basic,ALL_NO_1_1_1,30_240,included,basic,0.75,"{'max_depth': 3, 'min_samples_leaf': 10}",0.74,0.55,0.74,0.00,955.00,337.00,"{'0': {'precision': 0.7391640866873065, 'recall': 1.0, 'f1-score': 0.8500222518914108, 'support': 955}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 337}, 'micro avg': {'precision': 0.7391640866873065, 'recall': 0.7391640866873065, 'f1-score': 0.7391640866873065, 'support': 1292}, 'macro avg': {'precision': 0.36958204334365324, 'recall': 0.5, 'f1-score': 0.4250111259457054, 'support': 1292}, 'weighted avg': {'precision': 0.5463635470482799, 'recall': 0.7391640866873065, 'f1-score': 0.6283059214832023, 'support': 1292}}",0.56
3,clf,rforest,max,basic,ALL_NO_1_1_1,30_240,included,basic,0.76,"{'max_depth': 6, 'min_samples_leaf': 30, 'n_estimators': 50}",0.75,0.72,0.75,0.64,955.00,337.00,"{'0': {'precision': 0.747626582278481, 'recall': 0.9895287958115183, 'f1-score': 0.8517350157728706, 'support': 955}, '1': {'precision': 0.6428571428571429, 'recall': 0.05341246290801187, 'f1-score': 0.09863013698630137, 'support': 337}, 'micro avg': {'precision': 0.7453560371517027, 'recall': 0.7453560371517027, 'f1-score': 0.7453560371517026, 'support': 1292}, 'macro avg': {'precision': 0.695241862567812, 'recall': 0.5214706293597651, 'f1-score': 0.475182576379586, 'support': 1292}, 'weighted avg': {'precision': 0.7202989498597574, 'recall': 0.7453560371517027, 'f1-score': 0.6552982168943305, 'support': 1292}}",20.92
4,clf,xgb,max,basic,ALL_NO_1_1_1,30_240,included,basic,0.76,{'n_estimators': 50},0.74,0.69,0.75,0.51,955.00,337.00,"{'0': {'precision': 0.7489943684633951, 'recall': 0.974869109947644, 'f1-score': 0.8471337579617836, 'support': 955}, '1': {'precision': 0.5102040816326531, 'recall': 0.07418397626112759, 'f1-score': 0.12953367875647667, 'support': 337}, 'micro avg': {'precision': 0.739938080495356, 'recall': 0.739938080495356, 'f1-score': 0.739938080495356, 'support': 1292}, 'macro avg': {'precision': 0.629599225048024, 'recall': 0.5245265431043857, 'f1-score': 0.48833371835913014, 'support': 1292}, 'weighted avg': {'precision': 0.6867092859076984, 'recall': 0.739938080495356, 'f1-score': 0.6599578859090062, 'support': 1292}}",0.32
5,clf,gboosting,max,basic,ALL_NO_1_1_1,30_240,included,basic,0.76,{'n_estimators': 50},0.74,0.68,0.75,0.50,955.00,337.00,"{'0': {'precision': 0.75, 'recall': 0.9706806282722513, 'f1-score': 0.8461889548151529, 'support': 955}, '1': {'precision': 0.5, 'recall': 0.0830860534124629, 'f1-score': 0.14249363867684478, 'support': 337}, 'micro avg': {'precision': 0.7391640866873065, 'recall': 0.7391640866873065, 'f1-score': 0.7391640866873065, 'support': 1292}, 'macro avg': {'precision': 0.625, 'recall': 0.5268833408423571, 'f1-score': 0.4943412967459988, 'support': 1292}, 'weighted avg': {'precision': 0.6847910216718266, 'recall': 0.7391640866873065, 'f1-score': 0.6626399443363526, 'support': 1292}}",0.81
6,clf,ada,max,basic,ALL_NO_1_1_1,30_240,included,basic,0.75,{'n_estimators': 10},0.73,0.67,0.75,0.45,955.00,337.00,"{'0': {'precision': 0.7508223684210527, 'recall': 0.956020942408377, 'f1-score': 0.841087056655919, 'support': 955}, '1': {'precision': 0.4473684210526316, 'recall': 0.10089020771513353, 'f1-score': 0.16464891041162227, 'support': 337}, 'micro avg': {'precision': 0.7329721362229102, 'recall': 0.7329721362229102, 'f1-score': 0.7329721362229102, 'support': 1292}, 'macro avg': {'precision': 0.5990953947368421, 'recall': 0.5284555750617552, 'f1-score': 0.5028679835337706, 'support': 1292}, 'weighted avg': {'precision': 0.6716706809108686, 'recall': 0.7329721362229102, 'f1-score': 0.6646476949807425, 'support': 1292}}",0.77
0,reg,kn,max,basic,ALL_NO_1_1_1,30_240,included,basic,25.60,{'n_neighbors': 51},,,,,,,26.20,5.88
1,reg,svr-rbf,max,basic,ALL_NO_1_1_1,30_240,included,basic,27.84,"{'C': 5, 'gamma': 1}",,,,,,,28.25,7.31
2,reg,dtree,max,basic,ALL_NO_1_1_1,30_240,included,basic,25.35,"{'max_depth': 5, 'min_samples_leaf': 200}",,,,,,,25.90,0.56
3,reg,rforest,max,basic,ALL_NO_1_1_1,30_240,included,basic,24.78,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,25.44,53.61
4,reg,xgb,max,basic,ALL_NO_1_1_1,30_240,included,basic,24.94,{'n_estimators': 50},,,,,,,25.34,0.37
5,reg,gboosting,max,basic,ALL_NO_1_1_1,30_240,included,basic,25.07,{'n_estimators': 50},,,,,,,25.42,0.74
6,reg,ada,max,basic,ALL_NO_1_1_1,30_240,included,basic,27.66,{'n_estimators': 10},,,,,,,28.16,1.09
0,clf,kn,min,basic,ALL_NO_1_1_1,30_240,included,basic,0.77,{'n_neighbors': 121},0.76,0.82,0.76,1.00,981.00,311.00,"{'0': {'precision': 0.7604651162790698, 'recall': 1.0, 'f1-score': 0.8639365918097753, 'support': 981}, '1': {'precision': 1.0, 'recall': 0.006430868167202572, 'f1-score': 0.012779552715654953, 'support': 311}, 'micro avg': {'precision': 0.7608359133126935, 'recall': 0.7608359133126935, 'f1-score': 0.7608359133126935, 'support': 1292}, 'macro avg': {'precision': 0.8802325581395349, 'recall': 0.5032154340836013, 'f1-score': 0.43835807226271517, 'support': 1292}, 'weighted avg': {'precision': 0.8181240550075598, 'recall': 0.7608359133126935, 'f1-score': 0.6590528153714849, 'support': 1292}}",5.29
1,clf,svc-rbf,min,basic,ALL_NO_1_1_1,30_240,included,basic,0.77,"{'C': 1, 'gamma': 1}",0.76,0.58,0.76,0.00,981.00,311.00,"{'0': {'precision': 0.7592879256965944, 'recall': 1.0, 'f1-score': 0.8631764188297404, 'support': 981}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 311}, 'micro avg': {'precision': 0.7592879256965944, 'recall': 0.7592879256965944, 'f1-score': 0.7592879256965943, 'support': 1292}, 'macro avg': {'precision': 0.3796439628482972, 'recall': 0.5, 'f1-score': 0.4315882094148702, 'support': 1292}, 'weighted avg': {'precision': 0.576518154108637, 'recall': 0.7592879256965944, 'f1-score': 0.6553994325634483, 'support': 1292}}",8.16
2,clf,dtree,min,basic,ALL_NO_1_1_1,30_240,included,basic,0.77,"{'max_depth': 2, 'min_samples_leaf': 10}",0.76,0.58,0.76,0.00,981.00,311.00,"{'0': {'precision': 0.7592879256965944, 'recall': 1.0, 'f1-score': 0.8631764188297404, 'support': 981}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 311}, 'micro avg': {'precision': 0.7592879256965944, 'recall': 0.7592879256965944, 'f1-score': 0.7592879256965943, 'support': 1292}, 'macro avg': {'precision': 0.3796439628482972, 'recall': 0.5, 'f1-score': 0.4315882094148702, 'support': 1292}, 'weighted avg': {'precision': 0.576518154108637, 'recall': 0.7592879256965944, 'f1-score': 0.6553994325634483, 'support': 1292}}",0.56
3,clf,rforest,min,basic,ALL_NO_1_1_1,30_240,included,basic,0.77,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 10}",0.76,0.72,0.77,0.55,981.00,311.00,"{'0': {'precision': 0.7691693290734825, 'recall': 0.981651376146789, 'f1-score': 0.8625167935512762, 'support': 981}, '1': {'precision': 0.55, 'recall': 0.0707395498392283, 'f1-score': 0.12535612535612536, 'support': 311}, 'micro avg': {'precision': 0.7623839009287926, 'recall': 0.7623839009287926, 'f1-score': 0.7623839009287926, 'support': 1292}, 'macro avg': {'precision': 0.6595846645367412, 'recall': 0.5261954629930087, 'f1-score': 0.4939364594537008, 'support': 1292}, 'weighted avg': {'precision': 0.7164126252485188, 'recall': 0.7623839009287926, 'f1-score': 0.6850733200151369, 'support': 1292}}",21.28
4,clf,xgb,min,basic,ALL_NO_1_1_1,30_240,included,basic,0.77,{'n_estimators': 100},0.76,0.70,0.77,0.48,981.00,311.00,"{'0': {'precision': 0.7744855967078189, 'recall': 0.9592252803261978, 'f1-score': 0.8570127504553734, 'support': 981}, '1': {'precision': 0.4805194805194805, 'recall': 0.1189710610932476, 'f1-score': 0.1907216494845361, 'support': 311}, 'micro avg': {'precision': 0.7569659442724458, 'recall': 0.7569659442724458, 'f1-score': 0.7569659442724458, 'support': 1292}, 'macro avg': {'precision': 0.6275025386136497, 'recall': 0.5390981707097227, 'f1-score': 0.5238671999699548, 'support': 1292}, 'weighted avg': {'precision': 0.703724403105208, 'recall': 0.7569659442724458, 'f1-score': 0.6966284374507834, 'support': 1292}}",0.37
5,clf,gboosting,min,basic,ALL_NO_1_1_1,30_240,included,basic,0.78,{'n_estimators': 200},0.75,0.70,0.78,0.46,981.00,311.00,"{'0': {'precision': 0.7795608108108109, 'recall': 0.9408766564729868, 'f1-score': 0.8526558891454966, 'support': 981}, '1': {'precision': 0.46296296296296297, 'recall': 0.1607717041800643, 'f1-score': 0.23866348448687352, 'support': 311}, 'micro avg': {'precision': 0.7530959752321982, 'recall': 0.7530959752321982, 'f1-score': 0.7530959752321982, 'support': 1292}, 'macro avg': {'precision': 0.6212618868868869, 'recall': 0.5508241803265256, 'f1-score': 0.545659686816185, 'support': 1292}, 'weighted avg': {'precision': 0.7033518861353614, 'recall': 0.7530959752321982, 'f1-score': 0.7048605038135834, 'support': 1292}}",0.90
6,clf,ada,min,basic,ALL_NO_1_1_1,30_240,included,basic,0.77,{'n_estimators': 50},0.75,0.70,0.78,0.44,981.00,311.00,"{'0': {'precision': 0.7772151898734178, 'recall': 0.9388379204892966, 'f1-score': 0.850415512465374, 'support': 981}, '1': {'precision': 0.4392523364485981, 'recall': 0.15112540192926044, 'f1-score': 0.22488038277511962, 'support': 311}, 'micro avg': {'precision': 0.7492260061919505, 'recall': 0.7492260061919505, 'f1-score': 0.7492260061919505, 'support': 1292}, 'macro avg': {'precision': 0.608233763161008, 'recall': 0.5449816612092785, 'f1-score': 0.5376479476202468, 'support': 1292}, 'weighted avg': {'precision': 0.6958634503880317, 'recall': 0.7492260061919505, 'f1-score': 0.699841653847983, 'support': 1292}}",0.90
0,reg,kn,min,basic,ALL_NO_1_1_1,30_240,included,basic,24.39,{'n_neighbors': 51},,,,,,,23.04,5.74
1,reg,svr-rbf,min,basic,ALL_NO_1_1_1,30_240,included,basic,26.81,"{'C': 5, 'gamma': 1}",,,,,,,25.03,7.93
2,reg,dtree,min,basic,ALL_NO_1_1_1,30_240,included,basic,23.94,"{'max_depth': 5, 'min_samples_leaf': 200}",,,,,,,23.09,0.64
3,reg,rforest,min,basic,ALL_NO_1_1_1,30_240,included,basic,23.36,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,22.39,53.71
4,reg,xgb,min,basic,ALL_NO_1_1_1,30_240,included,basic,23.51,{'n_estimators': 50},,,,,,,22.67,0.35
5,reg,gboosting,min,basic,ALL_NO_1_1_1,30_240,included,basic,23.64,{'n_estimators': 50},,,,,,,22.78,0.67
6,reg,ada,min,basic,ALL_NO_1_1_1,30_240,included,basic,25.94,{'n_estimators': 10},,,,,,,25.20,0.88
0,clf,kn,max,all,ALL_NO_1_1_1,30_240,included,basic,0.75,{'n_neighbors': 81},0.74,0.65,0.74,0.40,955.00,337.00,"{'0': {'precision': 0.7402496099843994, 'recall': 0.993717277486911, 'f1-score': 0.8484577559231113, 'support': 955}, '1': {'precision': 0.4, 'recall': 0.011869436201780416, 'f1-score': 0.023054755043227668, 'support': 337}, 'micro avg': {'precision': 0.7376160990712074, 'recall': 0.7376160990712074, 'f1-score': 0.7376160990712074, 'support': 1292}, 'macro avg': {'precision': 0.5701248049921996, 'recall': 0.5027933568443457, 'f1-score': 0.4357562554831695, 'support': 1292}, 'weighted avg': {'precision': 0.6515002922098307, 'recall': 0.7376160990712074, 'f1-score': 0.6331630103375689, 'support': 1292}}",6.21
1,clf,svc-rbf,max,all,ALL_NO_1_1_1,30_240,included,basic,0.75,"{'C': 1, 'gamma': 1}",0.74,0.55,0.74,0.00,955.00,337.00,"{'0': {'precision': 0.7391640866873065, 'recall': 1.0, 'f1-score': 0.8500222518914108, 'support': 955}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 337}, 'micro avg': {'precision': 0.7391640866873065, 'recall': 0.7391640866873065, 'f1-score': 0.7391640866873065, 'support': 1292}, 'macro avg': {'precision': 0.36958204334365324, 'recall': 0.5, 'f1-score': 0.4250111259457054, 'support': 1292}, 'weighted avg': {'precision': 0.5463635470482799, 'recall': 0.7391640866873065, 'f1-score': 0.6283059214832023, 'support': 1292}}",7.62
2,clf,dtree,max,all,ALL_NO_1_1_1,30_240,included,basic,0.75,"{'max_depth': 3, 'min_samples_leaf': 10}",0.74,0.55,0.74,0.00,955.00,337.00,"{'0': {'precision': 0.7391640866873065, 'recall': 1.0, 'f1-score': 0.8500222518914108, 'support': 955}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 337}, 'micro avg': {'precision': 0.7391640866873065, 'recall': 0.7391640866873065, 'f1-score': 0.7391640866873065, 'support': 1292}, 'macro avg': {'precision': 0.36958204334365324, 'recall': 0.5, 'f1-score': 0.4250111259457054, 'support': 1292}, 'weighted avg': {'precision': 0.5463635470482799, 'recall': 0.7391640866873065, 'f1-score': 0.6283059214832023, 'support': 1292}}",0.54
3,clf,rforest,max,all,ALL_NO_1_1_1,30_240,included,basic,0.76,"{'max_depth': 6, 'min_samples_leaf': 30, 'n_estimators': 50}",0.75,0.72,0.75,0.64,955.00,337.00,"{'0': {'precision': 0.747626582278481, 'recall': 0.9895287958115183, 'f1-score': 0.8517350157728706, 'support': 955}, '1': {'precision': 0.6428571428571429, 'recall': 0.05341246290801187, 'f1-score': 0.09863013698630137, 'support': 337}, 'micro avg': {'precision': 0.7453560371517027, 'recall': 0.7453560371517027, 'f1-score': 0.7453560371517026, 'support': 1292}, 'macro avg': {'precision': 0.695241862567812, 'recall': 0.5214706293597651, 'f1-score': 0.475182576379586, 'support': 1292}, 'weighted avg': {'precision': 0.7202989498597574, 'recall': 0.7453560371517027, 'f1-score': 0.6552982168943305, 'support': 1292}}",22.51
4,clf,xgb,max,all,ALL_NO_1_1_1,30_240,included,basic,0.76,{'n_estimators': 50},0.74,0.69,0.75,0.51,955.00,337.00,"{'0': {'precision': 0.7489943684633951, 'recall': 0.974869109947644, 'f1-score': 0.8471337579617836, 'support': 955}, '1': {'precision': 0.5102040816326531, 'recall': 0.07418397626112759, 'f1-score': 0.12953367875647667, 'support': 337}, 'micro avg': {'precision': 0.739938080495356, 'recall': 0.739938080495356, 'f1-score': 0.739938080495356, 'support': 1292}, 'macro avg': {'precision': 0.629599225048024, 'recall': 0.5245265431043857, 'f1-score': 0.48833371835913014, 'support': 1292}, 'weighted avg': {'precision': 0.6867092859076984, 'recall': 0.739938080495356, 'f1-score': 0.6599578859090062, 'support': 1292}}",0.36
5,clf,gboosting,max,all,ALL_NO_1_1_1,30_240,included,basic,0.76,{'n_estimators': 50},0.74,0.68,0.75,0.50,955.00,337.00,"{'0': {'precision': 0.75, 'recall': 0.9706806282722513, 'f1-score': 0.8461889548151529, 'support': 955}, '1': {'precision': 0.5, 'recall': 0.0830860534124629, 'f1-score': 0.14249363867684478, 'support': 337}, 'micro avg': {'precision': 0.7391640866873065, 'recall': 0.7391640866873065, 'f1-score': 0.7391640866873065, 'support': 1292}, 'macro avg': {'precision': 0.625, 'recall': 0.5268833408423571, 'f1-score': 0.4943412967459988, 'support': 1292}, 'weighted avg': {'precision': 0.6847910216718266, 'recall': 0.7391640866873065, 'f1-score': 0.6626399443363526, 'support': 1292}}",0.84
