,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_candle_25_30_after,volatility_30_60_after,pips_candle_30_60_after,volatility_60_0_before,pips_agg_60_0_before,pips_candle_max_60_120_after,reaction_max_60_120_after
32,2007-01-31 10:30:00,18,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,5,2,1,10,-5,5,2,23,23,14,-12,8,-4,12,-9,24,11,54,48,7,0
33,2007-01-31 14:15:00,26,0.0,0,0.0,0,1,0,0,1,0,0,1,0,0,2007,5,2,1,33,18,8,-2,14,2,6,1,9,2,10,-2,14,-2,13,0,6,0
34,2007-02-01 00:00:00,67,0.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,5,3,1,5,-1,5,-3,5,-3,4,1,5,-2,6,-3,8,2,8,1,6,0
35,2007-02-01 08:30:00,69_15_52_51,2.0,0,1.0,0,2,1,1,4,0,0,1,2,1,2007,5,3,4,7,4,6,-4,6,0,4,0,8,-4,4,1,11,0,23,9,29,1
36,2007-02-01 10:00:00,38_50_39,3.0,0,0.0,0,0,2,1,2,1,0,2,1,0,2007,5,3,3,18,-3,11,-3,7,4,13,-11,8,7,9,0,13,-5,19,17,5,0
37,2007-02-01 10:30:00,46,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,5,3,1,3,-1,8,-3,12,6,9,-5,8,-5,6,2,10,-3,33,6,7,0
38,2007-02-02 08:30:00,48_70_3,3.0,0,0.0,0,0,0,3,1,1,1,2,0,1,2007,5,4,3,24,9,18,-7,16,-7,12,-2,5,2,9,-3,39,-26,22,17,4,0
39,2007-02-02 10:00:00,24_63,2.0,0,0.0,0,0,1,1,1,1,0,0,0,2,2007,5,4,2,17,-10,4,-1,6,4,6,-3,3,-2,7,4,12,-3,64,-56,5,0
40,2007-02-05 10:00:00,40,1.0,0,0.0,0,0,1,0,1,0,0,1,0,0,2007,6,0,1,9,-4,13,8,5,-1,5,4,7,-1,5,4,16,-8,22,-14,12,0
41,2007-02-07 08:30:00,56_57,2.0,0,0.0,0,0,0,2,0,0,2,0,0,2,2007,6,2,2,13,6,8,-6,6,-2,6,-3,6,4,4,-3,16,11,14,6,15,0
42,2007-02-07 10:30:00,18,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,6,2,1,5,0,4,1,9,-6,5,3,6,1,8,6,12,0,22,12,3,0
43,2007-02-07 15:00:00,12,1.0,0,1.0,0,0,0,1,0,1,0,0,1,0,2007,6,2,1,3,1,6,0,5,-2,4,2,5,-3,5,0,12,7,16,-10,5,0
44,2007-02-08 08:30:00,69,1.0,0,1.0,0,1,0,0,1,0,0,0,1,0,2007,6,3,1,5,1,18,-5,12,12,5,0,12,-11,7,5,19,0,22,10,13,0
45,2007-02-08 10:00:00,31,1.0,0,1.0,0,0,1,0,0,1,0,0,1,0,2007,6,3,1,4,1,5,3,6,-2,5,5,7,6,5,0,22,16,31,15,4,0
46,2007-02-08 10:30:00,46,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,6,3,1,5,-1,6,2,12,7,7,3,6,3,7,2,14,0,15,2,1,0
47,2007-02-12 14:00:00,25,1.0,0,0.0,0,1,0,0,1,0,0,0,0,1,2007,7,0,1,5,0,5,-2,5,1,6,1,4,1,4,2,10,-3,12,-6,7,0
48,2007-02-13 08:30:00,68,1.0,0,1.0,0,0,0,1,1,0,0,1,0,0,2007,7,1,1,12,-4,17,15,9,-3,7,-5,3,0,7,-5,17,-5,18,14,5,0
49,2007-02-13 10:00:00,37,1.0,0,0.0,0,0,0,1,1,0,0,0,1,0,2007,7,1,1,6,-2,6,0,4,-4,5,3,4,2,4,1,11,0,18,-7,11,0
50,2007-02-14 08:30:00,17_60,2.0,0,2.0,0,0,0,2,0,2,0,2,0,0,2007,7,2,2,13,9,9,-3,6,2,7,1,11,8,10,-5,6,-5,15,9,56,1
51,2007-02-14 10:00:00,5,1.0,0,1.0,0,0,1,0,0,1,0,0,0,1,2007,7,2,1,36,33,12,0,10,4,10,8,11,-8,5,-2,19,-11,12,-1,9,0
52,2007-02-14 10:30:00,18,-0.67,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,7,2,1,7,-6,5,-1,4,-3,4,2,7,-5,10,-8,13,-3,60,46,10,0
53,2007-02-15 08:30:00,69_41_21,-0.6299999999999999,2,-2.83,3,0,1,2,3,0,0,0,1,2,2007,7,3,3,13,5,11,-3,5,2,4,0,4,-1,6,-4,26,8,12,3,3,0
54,2007-02-15 09:00:00,66,1.0,0,1.0,0,0,0,1,0,1,0,1,0,0,2007,7,3,1,18,7,19,16,11,-6,10,3,10,1,8,-6,10,-3,17,5,11,0
55,2007-02-15 09:15:00,9_42,2.0,0,1.0,0,0,0,2,1,1,0,0,0,2,2007,7,3,2,10,3,10,1,8,-6,5,-2,7,-1,6,-2,11,-3,38,25,12,0
56,2007-02-15 10:30:00,46,-1.07,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,7,3,1,17,16,4,0,11,7,28,-21,9,1,5,2,11,-1,16,-15,14,0
57,2007-02-15 12:00:00,53,1.0,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,7,3,1,10,8,8,-1,10,-8,5,2,9,4,7,-3,17,-12,13,-2,9,0
58,2007-02-15 13:00:00,44,1.0,0,0.0,0,0,1,0,1,0,0,0,1,0,2007,7,3,1,8,-6,7,-2,4,3,4,0,6,0,6,3,11,-3,21,-4,15,0
59,2007-02-16 08:30:00,49_16_4_36,2.0,0,1.0,0,3,0,1,4,0,0,1,0,3,2007,7,4,4,13,7,7,3,20,-18,10,-7,10,4,11,6,17,-3,14,-1,18,0
60,2007-02-16 10:00:00,58,1.0,0,1.0,0,0,0,1,0,0,1,1,0,0,2007,7,4,1,15,-8,7,4,4,1,4,-2,3,0,4,0,10,6,26,14,19,0
61,2007-02-21 08:30:00,13_8,1.0,0,2.0,0,1,1,0,0,0,2,1,0,1,2007,8,2,2,26,-6,19,-17,10,7,4,-2,8,-6,5,3,13,4,26,12,19,0
62,2007-02-21 10:00:00,7,1.0,0,1.0,0,0,0,1,0,1,0,0,1,0,2007,8,2,1,5,2,8,4,10,-3,5,-2,4,-1,5,3,12,5,15,7,7,0
63,2007-02-22 08:30:00,69,-0.47,1,-3.65,1,0,0,1,1,0,0,0,1,0,2007,8,3,1,7,-5,6,3,4,-1,7,-7,6,-3,4,2,12,3,18,14,11,0
64,2007-02-22 10:30:00,18_46,-1.56,1,0.0,0,2,0,0,2,0,0,0,2,0,2007,8,3,2,5,2,4,1,8,-4,6,-1,4,-2,5,2,36,25,13,5,5,0
65,2007-02-27 08:30:00,14_20,2.0,0,2.0,0,0,0,2,0,1,1,1,0,1,2007,9,1,2,13,6,6,-1,6,3,11,-7,6,-3,12,7,8,0,21,20,12,0
66,2007-02-27 09:00:00,65,1.0,0,1.0,0,0,0,1,1,0,0,0,1,0,2007,9,1,1,4,-2,4,-1,4,-3,6,0,7,3,5,-4,26,-6,24,17,15,0
67,2007-02-27 10:00:00,64_23_6,3.0,0,2.0,0,0,2,1,2,1,0,2,1,0,2007,9,1,3,19,-11,12,-12,6,-1,8,5,4,2,7,3,16,5,18,3,14,0
68,2007-02-28 08:30:00,55_54,2.0,0,0.0,0,0,1,1,2,0,0,1,1,0,2007,9,2,2,14,-6,15,11,8,-3,9,3,11,-9,7,1,12,-8,26,19,9,0
69,2007-02-28 09:45:00,10,1.0,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,9,2,1,7,-4,5,2,5,2,6,0,6,0,3,0,25,-12,28,-7,28,1
70,2007-02-28 10:00:00,47,1.0,0,1.0,0,0,0,1,0,1,0,1,0,0,2007,9,2,1,6,0,6,0,3,0,6,2,5,1,14,-10,22,16,21,0,27,1
71,2007-02-28 10:30:00,18,-0.83,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,9,2,1,14,-10,9,6,5,-2,10,1,8,5,13,9,16,3,20,-7,24,1
72,2007-03-01 00:00:00,67,1.0,0,0.0,0,0,1,0,1,0,0,0,1,0,2007,9,3,1,6,2,5,-2,9,3,5,0,5,-1,3,-1,9,-4,10,-2,4,0
73,2007-03-01 08:30:00,69_15_52_51,2.59,0,-1.83,0,0,3,1,4,0,0,1,2,1,2007,9,3,4,8,3,9,3,9,-2,6,-3,5,0,7,2,18,6,19,1,3,0
74,2007-03-01 09:30:00,46,-2.01,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,9,3,1,11,4,6,-5,7,-3,4,2,7,1,13,-10,33,-22,16,2,2,0
75,2007-03-01 10:00:00,11_38_39,3.0,0,1.0,0,0,2,1,2,1,0,1,2,0,2007,9,3,3,17,-9,8,2,8,-6,22,-18,15,13,10,-7,21,-18,20,-13,24,1
76,2007-03-02 10:00:00,63,1.0,0,1.0,0,0,0,1,1,0,0,0,0,1,2007,9,4,1,8,4,12,-5,8,-2,15,-3,5,-2,5,0,21,10,21,-8,8,0
77,2007-03-05 10:00:00,40,1.0,0,0.0,0,0,0,1,1,0,0,1,0,0,2007,10,0,1,14,11,11,-5,7,2,7,-2,2,2,7,0,16,-7,28,17,6,0
78,2007-03-06 08:30:00,61_62,2.0,0,0.0,0,1,1,0,2,0,0,0,1,1,2007,10,1,2,10,-5,7,-1,8,-1,5,2,5,-4,4,0,10,5,12,-5,9,0
79,2007-03-06 10:00:00,50_24,2.0,0,2.0,0,0,0,2,0,1,1,1,0,1,2007,10,1,2,6,-2,10,-5,5,3,4,1,4,1,6,-3,12,0,15,11,9,0
80,2007-03-07 08:15:00,0,1.0,0,1.0,0,0,0,1,0,0,1,0,0,1,2007,10,2,1,12,3,9,-6,6,3,3,0,4,2,5,1,7,0,17,9,13,0
81,2007-03-07 10:30:00,18,-8.11,2,0.0,0,1,0,0,1,0,0,0,1,0,2007,10,2,1,7,5,4,-1,5,-3,5,1,7,-3,5,0,10,1,20,9,8,0
82,2007-03-07 15:00:00,12,1.0,0,1.0,0,0,0,1,0,0,1,0,1,0,2007,10,2,1,7,-2,6,3,4,-1,4,0,6,-2,4,-2,10,4,31,26,1,0
83,2007-03-08 08:30:00,69,-0.1,0,0.0,1,1,0,0,1,0,0,0,1,0,2007,10,3,1,8,-6,5,1,17,-2,10,-1,8,5,20,-12,26,-18,19,1,8,0
84,2007-03-08 09:30:00,46,-0.39,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,10,3,1,5,-2,9,5,9,-7,5,-2,5,3,5,-2,11,-3,54,-35,16,0
85,2007-03-09 08:30:00,68_48_70_3,4.0,0,2.0,0,2,2,0,3,1,0,3,0,1,2007,10,4,4,31,-13,19,-17,7,1,16,-13,10,-2,8,0,20,-8,15,-5,19,0
86,2007-03-09 10:00:00,31,1.0,0,0.0,0,0,0,1,1,0,0,0,1,0,2007,10,4,1,11,10,8,-5,5,2,8,4,3,0,6,-3,13,6,21,-1,10,0
87,2007-03-12 15:00:00,25,1.0,0,0.0,0,0,1,0,1,0,0,0,0,1,2007,11,0,1,5,1,5,2,5,-2,5,1,4,2,3,0,7,1,27,4,2,0
88,2007-03-13 08:30:00,17_60,2.0,0,1.0,0,0,0,2,1,0,1,2,0,0,2007,11,1,2,25,17,12,-4,10,8,7,1,7,2,9,2,11,-2,14,-1,3,0
89,2007-03-13 10:00:00,5,1.0,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,11,1,1,4,-1,4,0,6,-4,5,-1,9,-5,6,-3,12,-8,16,3,6,0
90,2007-03-13 11:00:00,37,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,11,1,1,3,1,3,0,4,1,3,0,4,-3,6,0,17,-6,19,-13,30,1
91,2007-03-14 08:30:00,41_19,2.0,0,1.0,0,0,1,1,0,1,1,0,0,2,2007,11,2,2,11,-5,9,-2,9,5,7,-3,7,2,6,-1,16,-11,16,10,33,1
92,2007-03-14 10:30:00,18,-0.4,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,11,2,1,5,-1,14,10,11,-9,5,2,8,-6,5,2,13,0,36,29,25,1
93,2007-03-15 08:30:00,69_21_49_16,3.7,1,-2.39,0,0,3,1,4,0,0,1,1,2,2007,11,3,4,30,15,9,-3,8,-4,7,2,6,3,5,-5,19,2,12,-3,7,0
94,2007-03-15 09:00:00,66,1.0,0,1.0,0,0,1,0,1,0,0,1,0,0,2007,11,3,1,14,8,13,11,8,-6,5,0,15,7,7,-3,12,0,30,-3,18,0
95,2007-03-15 10:30:00,46,-0.92,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,11,3,1,5,-2,4,2,6,3,5,-2,15,9,6,1,18,9,13,-1,7,0
96,2007-03-15 12:00:00,53,1.0,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,11,3,1,14,-8,12,9,6,3,5,-3,20,-8,4,1,12,-3,20,9,12,0
97,2007-03-16 08:30:00,13_8,1.0,0,0.0,0,1,1,0,2,0,0,1,0,1,2007,11,4,2,10,1,8,2,10,4,8,-3,6,-2,5,0,17,-1,14,-4,10,0
98,2007-03-16 09:15:00,9_42,2.0,0,2.0,0,0,2,0,0,2,0,0,0,2,2007,11,4,2,13,-6,6,0,4,2,9,7,6,-4,15,8,16,-8,14,-8,6,0
99,2007-03-16 10:00:00,58,1.0,0,1.0,0,0,0,1,0,0,1,1,0,0,2007,11,4,1,8,-3,5,2,4,-1,7,-3,4,3,4,-2,11,-1,23,-5,8,0
100,2007-03-19 13:00:00,44,1.0,0,1.0,0,0,0,1,0,0,1,0,1,0,2007,12,0,1,4,3,7,-2,7,-4,5,-1,5,0,6,1,11,8,14,-5,12,0
101,2007-03-20 08:30:00,4_36,2.0,0,1.0,0,1,1,0,2,0,0,0,0,2,2007,12,1,2,8,-7,10,9,6,2,8,-1,6,-2,8,2,19,-6,13,-1,5,0
102,2007-03-21 10:30:00,18,-1.2,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,12,2,1,5,-2,5,1,7,1,5,2,5,1,5,-1,9,2,12,8,4,0
103,2007-03-21 14:15:00,26,0.0,0,0.0,0,1,0,0,1,0,0,1,0,0,2007,12,2,1,41,25,38,37,25,-13,21,14,15,-8,12,9,16,-4,11,3,17,0
104,2007-03-22 08:30:00,69,-0.2,0,-2.24,0,1,0,0,1,0,0,0,1,0,2007,12,3,1,12,-7,8,-1,8,2,8,4,6,0,4,-2,15,5,16,-4,14,0
105,2007-03-22 10:00:00,7,1.0,0,1.0,0,0,0,1,0,0,1,0,1,0,2007,12,3,1,11,6,10,7,5,-1,5,0,6,2,5,1,11,-9,15,4,7,0
106,2007-03-22 10:30:00,46,-5.35,2,0.0,0,1,0,0,1,0,0,0,1,0,2007,12,3,1,5,-2,5,-3,3,0,4,0,6,-1,4,-2,9,-1,22,8,8,0
107,2007-03-23 10:00:00,23,1.0,0,1.0,0,0,1,0,1,0,0,1,0,0,2007,12,4,1,16,-11,9,5,9,-7,14,-11,11,-2,6,0,19,-10,18,-8,11,0
108,2007-03-26 10:00:00,47,1.0,0,1.0,0,0,0,1,0,0,1,1,0,0,2007,13,0,1,21,17,14,12,4,-1,10,6,6,6,7,2,8,-3,27,30,2,0
109,2007-03-27 09:00:00,65,1.0,0,1.0,0,0,0,1,1,0,0,0,1,0,2007,13,1,1,3,3,3,-1,4,-1,9,-8,3,-1,3,0,16,1,21,-5,26,1
110,2007-03-27 10:00:00,64_6,2.0,0,1.0,0,0,0,2,1,0,1,1,1,0,2007,13,1,2,11,-6,6,-1,8,6,16,12,8,3,3,-2,21,0,17,2,10,0
111,2007-03-28 08:30:00,14_20,2.0,0,2.0,0,0,0,2,0,0,2,1,0,1,2007,13,2,2,20,11,6,-1,3,-1,6,5,3,-2,10,-7,13,3,12,2,16,0
112,2007-03-28 10:30:00,18,-1.22,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,13,2,1,18,10,9,-6,5,1,8,4,6,-2,5,1,26,-27,16,0,6,0
113,2007-03-29 08:30:00,69_28_27,2.3200000000000003,1,-2.24,0,1,2,0,3,0,0,0,2,1,2007,13,3,3,13,-12,14,-7,6,5,6,-3,7,2,5,1,7,-2,14,-6,10,0
114,2007-03-29 10:30:00,46,-0.57,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,13,3,1,2,-1,1,1,5,4,3,-1,6,-3,4,-2,8,-4,13,3,18,0
115,2007-03-30 08:30:00,15_52_51,3.0,0,1.0,0,0,3,0,2,0,1,1,1,1,2007,13,4,3,7,-4,29,-28,11,9,7,3,8,4,5,4,10,0,20,16,1,0
116,2007-03-30 09:45:00,10,1.0,0,0.0,0,0,1,0,1,0,0,0,0,1,2007,13,4,1,12,3,3,-1,6,4,17,-11,9,-6,5,1,15,7,18,1,94,1
117,2007-03-30 10:00:00,11_63,2.0,0,2.0,0,1,1,0,1,1,0,0,1,1,2007,13,4,2,17,-11,9,-6,5,1,8,8,4,0,5,4,17,13,24,-5,88,1
118,2007-04-02 10:00:00,38_39,2.0,0,0.0,0,0,1,1,2,0,0,1,1,0,2007,14,0,2,12,7,5,1,4,0,10,-8,3,3,2,-2,12,6,13,-7,5,0
119,2007-04-03 01:00:00,67,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,14,1,1,2,1,2,0,2,1,2,0,1,-1,2,1,10,-5,4,0,13,0
120,2007-04-03 10:00:00,50,1.0,0,1.0,0,0,1,0,1,0,0,1,0,0,2007,14,1,1,5,-3,10,8,4,0,8,-6,2,0,3,1,7,-1,10,1,3,0
121,2007-04-04 08:15:00,0,1.0,0,1.0,0,0,0,1,0,1,0,1,0,0,2007,14,2,1,7,6,3,2,3,0,2,-1,9,-9,6,-2,16,9,11,4,14,0
122,2007-04-04 10:00:00,24_40,2.0,0,1.0,0,0,0,2,2,0,0,1,0,1,2007,14,2,2,13,9,10,-2,5,0,8,7,5,-1,5,0,13,-2,15,-3,2,0
123,2007-04-04 10:30:00,18,-1.6,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,14,2,1,9,5,9,6,7,-5,3,0,9,-4,7,7,9,1,27,12,1,0
124,2007-04-05 08:30:00,69,-0.75,0,-2.24,0,0,0,1,1,0,0,0,1,0,2007,14,3,1,7,-4,4,4,5,0,3,1,7,6,4,-1,50,42,22,5,12,0
125,2007-04-05 10:30:00,46,-0.6,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,14,3,1,4,1,2,-1,2,1,3,2,3,0,3,0,12,-10,17,3,1,0
126,2007-04-06 08:30:00,48_70_3,2.0,0,1.0,0,1,2,0,2,1,0,2,0,1,2007,14,4,3,41,-34,19,13,22,-16,9,1,7,4,4,1,6,2,12,-6,1,0
127,2007-04-06 10:00:00,31,1.0,0,1.0,0,0,0,1,0,1,0,0,1,0,2007,14,4,1,8,-5,4,0,3,-1,5,3,4,-3,2,0,8,3,15,-10,2,0
128,2007-04-06 15:00:00,12,1.0,0,1.0,0,0,0,1,1,0,0,0,1,0,2007,14,4,1,2,0,4,-1,5,3,4,1,1,0,2,-1,6,2,8,1,5,0
129,2007-04-10 10:00:00,37,1.0,0,0.0,0,0,0,1,1,0,0,0,1,0,2007,15,1,1,6,-2,4,-1,6,4,3,2,2,-1,4,1,12,6,15,0,10,0
130,2007-04-11 10:30:00,18,-0.48,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,15,2,1,2,1,4,-3,3,2,3,2,9,5,6,3,5,-1,12,1,1,0
131,2007-04-11 14:00:00,25,1.0,0,0.0,0,0,0,1,1,0,0,0,0,1,2007,15,2,1,16,-10,4,0,13,-6,6,1,4,3,5,4,10,4,8,-2,4,0
132,2007-04-12 08:30:00,69_41,-1.63,1,-1.2400000000000002,0,0,1,1,2,0,0,0,1,1,2007,15,3,2,4,2,15,-8,7,3,7,-6,5,-1,7,5,15,10,11,3,22,1
133,2007-04-12 10:30:00,46,-0.75,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,15,3,1,5,2,20,14,9,-6,7,-5,6,5,7,4,7,-2,29,19,2,0
134,2007-04-13 08:30:00,68_49_16,3.0,0,1.0,0,0,2,1,3,0,0,2,0,1,2007,15,4,3,17,5,9,-8,8,4,2,1,6,3,4,1,12,5,18,-11,13,0
135,2007-04-13 10:00:00,58,1.0,0,1.0,0,0,0,1,1,0,0,1,0,0,2007,15,4,1,16,-1,5,-4,5,0,8,6,8,-5,7,4,31,-19,15,2,4,0
136,2007-04-16 08:30:00,17_60_21,2.0,0,2.0,0,1,1,1,1,2,0,2,0,1,2007,16,0,3,10,4,6,-3,5,3,3,0,3,1,3,-1,13,-5,15,-9,9,0
