,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
6,clf,ada,min,basic,ALL_NO_1_1_1,60_240,included,basic,0.76,{'n_estimators': 10},0.74,0.68,0.77,0.94,0.40,0.13,982.00,310.00,"{'0': {'precision': 0.7739495798319328, 'recall': 0.9378818737270875, 'f1-score': 0.8480662983425414, 'support': 982}, '1': {'precision': 0.4019607843137255, 'recall': 0.13225806451612904, 'f1-score': 0.19902912621359226, 'support': 310}, 'micro avg': {'precision': 0.7445820433436533, 'recall': 0.7445820433436533, 'f1-score': 0.7445820433436534, 'support': 1292}, 'macro avg': {'precision': 0.5879551820728292, 'recall': 0.5350699691216083, 'f1-score': 0.5235477122780668, 'support': 1292}, 'weighted avg': {'precision': 0.6846953022695147, 'recall': 0.7445820433436533, 'f1-score': 0.6923375650917875, 'support': 1292}}",1.15
0,reg,kn,min,basic,ALL_NO_1_1_1,60_240,included,basic,21.97,{'n_neighbors': 61},,,,,,,,,20.62,8.50
1,reg,svr-rbf,min,basic,ALL_NO_1_1_1,60_240,included,basic,24.04,"{'C': 5, 'gamma': 1}",,,,,,,,,22.20,9.22
2,reg,dtree,min,basic,ALL_NO_1_1_1,60_240,included,basic,21.40,"{'max_depth': 6, 'min_samples_leaf': 150}",,,,,,,,,20.42,0.75
3,reg,rforest,min,basic,ALL_NO_1_1_1,60_240,included,basic,21.04,"{'max_depth': 6, 'min_samples_leaf': 20, 'n_estimators': 50}",,,,,,,,,20.09,73.27
4,reg,xgb,min,basic,ALL_NO_1_1_1,60_240,included,basic,21.24,{'n_estimators': 50},,,,,,,,,20.12,0.45
5,reg,gboosting,min,basic,ALL_NO_1_1_1,60_240,included,basic,21.40,{'n_estimators': 50},,,,,,,,,20.39,0.97
6,reg,ada,min,basic,ALL_NO_1_1_1,60_240,included,basic,23.29,{'n_estimators': 10},,,,,,,,,22.54,1.44
0,clf,kn,max,all,ALL_NO_1_1_1,60_240,included,basic,0.74,{'n_neighbors': 61},0.74,0.69,0.74,0.99,0.53,0.03,956.00,336.00,"{'0': {'precision': 0.7439120188531029, 'recall': 0.9905857740585774, 'f1-score': 0.8497083894122924, 'support': 956}, '1': {'precision': 0.5263157894736842, 'recall': 0.02976190476190476, 'f1-score': 0.056338028169014086, 'support': 336}, 'micro avg': {'precision': 0.7407120743034056, 'recall': 0.7407120743034056, 'f1-score': 0.7407120743034055, 'support': 1292}, 'macro avg': {'precision': 0.6351139041633935, 'recall': 0.5101738394102411, 'f1-score': 0.4530232087906533, 'support': 1292}, 'weighted avg': {'precision': 0.6873235257637185, 'recall': 0.7407120743034056, 'f1-score': 0.6433829703892727, 'support': 1292}}",8.96
1,clf,svc-rbf,max,all,ALL_NO_1_1_1,60_240,included,basic,0.74,"{'C': 1, 'gamma': 1}",0.74,0.55,0.74,1.00,0.00,0.00,956.00,336.00,"{'0': {'precision': 0.739938080495356, 'recall': 1.0, 'f1-score': 0.8505338078291814, 'support': 956}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 336}, 'micro avg': {'precision': 0.739938080495356, 'recall': 0.739938080495356, 'f1-score': 0.739938080495356, 'support': 1292}, 'macro avg': {'precision': 0.369969040247678, 'recall': 0.5, 'f1-score': 0.4252669039145907, 'support': 1292}, 'weighted avg': {'precision': 0.547508362967152, 'recall': 0.739938080495356, 'f1-score': 0.6293423531615305, 'support': 1292}}",10.42
2,clf,dtree,max,all,ALL_NO_1_1_1,60_240,included,basic,0.75,"{'max_depth': 4, 'min_samples_leaf': 200}",0.75,0.71,0.76,0.97,0.56,0.12,956.00,336.00,"{'0': {'precision': 0.7579983593109105, 'recall': 0.9665271966527197, 'f1-score': 0.8496551724137931, 'support': 956}, '1': {'precision': 0.5616438356164384, 'recall': 0.12202380952380952, 'f1-score': 0.2004889975550122, 'support': 336}, 'micro avg': {'precision': 0.7469040247678018, 'recall': 0.7469040247678018, 'f1-score': 0.7469040247678018, 'support': 1292}, 'macro avg': {'precision': 0.6598210974636745, 'recall': 0.5442755030882646, 'f1-score': 0.5250720849844026, 'support': 1292}, 'weighted avg': {'precision': 0.7069340249755061, 'recall': 0.7469040247678018, 'f1-score': 0.6808317709025312, 'support': 1292}}",0.88
3,clf,rforest,max,all,ALL_NO_1_1_1,60_240,included,basic,0.75,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 200}",0.75,0.71,0.75,0.98,0.59,0.08,956.00,336.00,"{'0': {'precision': 0.7520064205457464, 'recall': 0.9801255230125523, 'f1-score': 0.8510445049954587, 'support': 956}, '1': {'precision': 0.5869565217391305, 'recall': 0.08035714285714286, 'f1-score': 0.14136125654450263, 'support': 336}, 'micro avg': {'precision': 0.7461300309597523, 'recall': 0.7461300309597523, 'f1-score': 0.7461300309597522, 'support': 1292}, 'macro avg': {'precision': 0.6694814711424384, 'recall': 0.5302413329348475, 'f1-score': 0.49620288076998065, 'support': 1292}, 'weighted avg': {'precision': 0.7090832270480506, 'recall': 0.7461300309597523, 'f1-score': 0.6664829171630119, 'support': 1292}}",30.89
4,clf,xgb,max,all,ALL_NO_1_1_1,60_240,included,basic,0.75,{'n_estimators': 100},0.74,0.70,0.76,0.94,0.50,0.17,956.00,336.00,"{'0': {'precision': 0.7629127857747672, 'recall': 0.9424686192468619, 'f1-score': 0.8432381843706129, 'support': 956}, '1': {'precision': 0.5045045045045045, 'recall': 0.16666666666666666, 'f1-score': 0.2505592841163311, 'support': 336}, 'micro avg': {'precision': 0.7407120743034056, 'recall': 0.7407120743034056, 'f1-score': 0.7407120743034055, 'support': 1292}, 'macro avg': {'precision': 0.6337086451396359, 'recall': 0.5545676429567643, 'f1-score': 0.546898734243472, 'support': 1292}, 'weighted avg': {'precision': 0.6957106321317268, 'recall': 0.7407120743034056, 'f1-score': 0.689104971920583, 'support': 1292}}",0.52
5,clf,gboosting,max,all,ALL_NO_1_1_1,60_240,included,basic,0.75,{'n_estimators': 50},0.74,0.69,0.76,0.95,0.51,0.15,956.00,336.00,"{'0': {'precision': 0.7598326359832636, 'recall': 0.9497907949790795, 'f1-score': 0.8442584844258484, 'support': 956}, '1': {'precision': 0.5051546391752577, 'recall': 0.14583333333333334, 'f1-score': 0.22632794457274827, 'support': 336}, 'micro avg': {'precision': 0.7407120743034056, 'recall': 0.7407120743034056, 'f1-score': 0.7407120743034055, 'support': 1292}, 'macro avg': {'precision': 0.6324936375792607, 'recall': 0.5478120641562064, 'f1-score': 0.5352932144992983, 'support': 1292}, 'weighted avg': {'precision': 0.693600587277776, 'recall': 0.7407120743034056, 'f1-score': 0.6835582821111102, 'support': 1292}}",1.16
6,clf,ada,max,all,ALL_NO_1_1_1,60_240,included,basic,0.74,{'n_estimators': 50},0.74,0.69,0.76,0.93,0.48,0.18,956.00,336.00,"{'0': {'precision': 0.7632933104631218, 'recall': 0.9309623430962343, 'f1-score': 0.8388312912346841, 'support': 956}, '1': {'precision': 0.47619047619047616, 'recall': 0.17857142857142858, 'f1-score': 0.2597402597402597, 'support': 336}, 'micro avg': {'precision': 0.7352941176470589, 'recall': 0.7352941176470589, 'f1-score': 0.735294117647059, 'support': 1292}, 'macro avg': {'precision': 0.619741893326799, 'recall': 0.5547668858338314, 'f1-score': 0.5492857754874719, 'support': 1292}, 'weighted avg': {'precision': 0.688628796286954, 'recall': 0.7352941176470589, 'f1-score': 0.6882317660163199, 'support': 1292}}",1.14
0,reg,kn,max,all,ALL_NO_1_1_1,60_240,included,basic,22.76,{'n_neighbors': 51},,,,,,,,,23.27,7.93
1,reg,svr-rbf,max,all,ALL_NO_1_1_1,60_240,included,basic,24.84,"{'C': 5, 'gamma': 3}",,,,,,,,,25.08,9.57
2,reg,dtree,max,all,ALL_NO_1_1_1,60_240,included,basic,22.53,"{'max_depth': 4, 'min_samples_leaf': 200}",,,,,,,,,22.90,0.79
3,reg,rforest,max,all,ALL_NO_1_1_1,60_240,included,basic,22.05,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 200}",,,,,,,,,22.82,77.61
4,reg,xgb,max,all,ALL_NO_1_1_1,60_240,included,basic,22.32,{'n_estimators': 50},,,,,,,,,22.94,0.48
5,reg,gboosting,max,all,ALL_NO_1_1_1,60_240,included,basic,22.30,{'n_estimators': 50},,,,,,,,,22.99,1.05
6,reg,ada,max,all,ALL_NO_1_1_1,60_240,included,basic,24.73,{'n_estimators': 10},,,,,,,,,25.94,1.43
0,clf,kn,min,all,ALL_NO_1_1_1,60_240,included,basic,0.76,{'n_neighbors': 151},0.76,0.58,0.76,1.00,0.00,0.00,982.00,310.00,"{'0': {'precision': 0.760061919504644, 'recall': 1.0, 'f1-score': 0.8636763412489007, 'support': 982}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 310}, 'micro avg': {'precision': 0.760061919504644, 'recall': 0.760061919504644, 'f1-score': 0.760061919504644, 'support': 1292}, 'macro avg': {'precision': 0.380030959752322, 'recall': 0.5, 'f1-score': 0.43183817062445035, 'support': 1292}, 'weighted avg': {'precision': 0.5776941214810839, 'recall': 0.760061919504644, 'f1-score': 0.6564474977603874, 'support': 1292}}",9.07
1,clf,svc-rbf,min,all,ALL_NO_1_1_1,60_240,included,basic,0.76,"{'C': 1, 'gamma': 1}",0.76,0.58,0.76,1.00,0.00,0.00,982.00,310.00,"{'0': {'precision': 0.760061919504644, 'recall': 1.0, 'f1-score': 0.8636763412489007, 'support': 982}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 310}, 'micro avg': {'precision': 0.760061919504644, 'recall': 0.760061919504644, 'f1-score': 0.760061919504644, 'support': 1292}, 'macro avg': {'precision': 0.380030959752322, 'recall': 0.5, 'f1-score': 0.43183817062445035, 'support': 1292}, 'weighted avg': {'precision': 0.5776941214810839, 'recall': 0.760061919504644, 'f1-score': 0.6564474977603874, 'support': 1292}}",10.71
2,clf,dtree,min,all,ALL_NO_1_1_1,60_240,included,basic,0.76,"{'max_depth': 4, 'min_samples_leaf': 200}",0.74,0.65,0.76,0.96,0.30,0.05,982.00,310.00,"{'0': {'precision': 0.7624798711755234, 'recall': 0.9643584521384929, 'f1-score': 0.8516187050359714, 'support': 982}, '1': {'precision': 0.3, 'recall': 0.04838709677419355, 'f1-score': 0.08333333333333333, 'support': 310}, 'micro avg': {'precision': 0.7445820433436533, 'recall': 0.7445820433436533, 'f1-score': 0.7445820433436534, 'support': 1292}, 'macro avg': {'precision': 0.5312399355877617, 'recall': 0.5063727744563432, 'f1-score': 0.46747601918465237, 'support': 1292}, 'weighted avg': {'precision': 0.6515133386179288, 'recall': 0.7445820433436533, 'f1-score': 0.6672777876769793, 'support': 1292}}",0.86
3,clf,rforest,min,all,ALL_NO_1_1_1,60_240,included,basic,0.76,"{'max_depth': 5, 'min_samples_leaf': 50, 'n_estimators': 50}",0.76,0.69,0.76,0.99,0.46,0.04,982.00,310.00,"{'0': {'precision': 0.764612954186414, 'recall': 0.9857433808553971, 'f1-score': 0.8612099644128114, 'support': 982}, '1': {'precision': 0.46153846153846156, 'recall': 0.03870967741935484, 'f1-score': 0.07142857142857144, 'support': 310}, 'micro avg': {'precision': 0.7585139318885449, 'recall': 0.7585139318885449, 'f1-score': 0.758513931888545, 'support': 1292}, 'macro avg': {'precision': 0.6130757078624378, 'recall': 0.512226529137376, 'f1-score': 0.4663192679206914, 'support': 1292}, 'weighted avg': {'precision': 0.6918938421733604, 'recall': 0.7585139318885449, 'f1-score': 0.6717113329692244, 'support': 1292}}",29.34
4,clf,xgb,min,all,ALL_NO_1_1_1,60_240,included,basic,0.76,{'n_estimators': 100},0.76,0.71,0.78,0.97,0.51,0.11,982.00,310.00,"{'0': {'precision': 0.7751430907604252, 'recall': 0.9653767820773931, 'f1-score': 0.8598639455782312, 'support': 982}, '1': {'precision': 0.5072463768115942, 'recall': 0.11290322580645161, 'f1-score': 0.18469656992084432, 'support': 310}, 'micro avg': {'precision': 0.7608359133126935, 'recall': 0.7608359133126935, 'f1-score': 0.7608359133126935, 'support': 1292}, 'macro avg': {'precision': 0.6411947337860098, 'recall': 0.5391400039419223, 'f1-score': 0.5222802577495378, 'support': 1292}, 'weighted avg': {'precision': 0.7108644674445292, 'recall': 0.7608359133126935, 'f1-score': 0.6978655814499107, 'support': 1292}}",0.52
5,clf,gboosting,min,all,ALL_NO_1_1_1,60_240,included,basic,0.76,{'n_estimators': 50},0.77,0.72,0.78,0.97,0.55,0.12,982.00,310.00,"{'0': {'precision': 0.7771428571428571, 'recall': 0.9694501018329938, 'f1-score': 0.8627095604893521, 'support': 982}, '1': {'precision': 0.5522388059701493, 'recall': 0.11935483870967742, 'f1-score': 0.1962864721485411, 'support': 310}, 'micro avg': {'precision': 0.7654798761609907, 'recall': 0.7654798761609907, 'f1-score': 0.7654798761609908, 'support': 1292}, 'macro avg': {'precision': 0.6646908315565032, 'recall': 0.5444024702713356, 'f1-score': 0.5294980163189467, 'support': 1292}, 'weighted avg': {'precision': 0.7231798108088483, 'recall': 0.7654798761609907, 'f1-score': 0.7028092838750708, 'support': 1292}}",1.20
6,clf,ada,min,all,ALL_NO_1_1_1,60_240,included,basic,0.76,{'n_estimators': 10},0.74,0.68,0.77,0.94,0.40,0.13,982.00,310.00,"{'0': {'precision': 0.7739495798319328, 'recall': 0.9378818737270875, 'f1-score': 0.8480662983425414, 'support': 982}, '1': {'precision': 0.4019607843137255, 'recall': 0.13225806451612904, 'f1-score': 0.19902912621359226, 'support': 310}, 'micro avg': {'precision': 0.7445820433436533, 'recall': 0.7445820433436533, 'f1-score': 0.7445820433436534, 'support': 1292}, 'macro avg': {'precision': 0.5879551820728292, 'recall': 0.5350699691216083, 'f1-score': 0.5235477122780668, 'support': 1292}, 'weighted avg': {'precision': 0.6846953022695147, 'recall': 0.7445820433436533, 'f1-score': 0.6923375650917875, 'support': 1292}}",1.15
0,reg,kn,min,all,ALL_NO_1_1_1,60_240,included,basic,21.95,{'n_neighbors': 61},,,,,,,,,20.59,8.46
1,reg,svr-rbf,min,all,ALL_NO_1_1_1,60_240,included,basic,24.04,"{'C': 5, 'gamma': 1}",,,,,,,,,22.20,9.46
2,reg,dtree,min,all,ALL_NO_1_1_1,60_240,included,basic,21.42,"{'max_depth': 6, 'min_samples_leaf': 150}",,,,,,,,,20.39,0.78
3,reg,rforest,min,all,ALL_NO_1_1_1,60_240,included,basic,21.04,"{'max_depth': 6, 'min_samples_leaf': 20, 'n_estimators': 50}",,,,,,,,,20.08,77.50
4,reg,xgb,min,all,ALL_NO_1_1_1,60_240,included,basic,21.18,{'n_estimators': 50},,,,,,,,,20.11,0.48
5,reg,gboosting,min,all,ALL_NO_1_1_1,60_240,included,basic,21.30,{'n_estimators': 50},,,,,,,,,20.49,1.09
6,reg,ada,min,all,ALL_NO_1_1_1,60_240,included,basic,23.45,{'n_estimators': 10},,,,,,,,,22.84,1.67
0,clf,kn,max,basic,ALL_NO_3_2_1,60_240,included,basic,0.74,{'n_neighbors': 21},0.74,0.68,0.75,0.98,0.50,0.06,956.00,336.00,"{'0': {'precision': 0.748, 'recall': 0.9780334728033473, 'f1-score': 0.8476881233000906, 'support': 956}, '1': {'precision': 0.5, 'recall': 0.0625, 'f1-score': 0.1111111111111111, 'support': 336}, 'micro avg': {'precision': 0.739938080495356, 'recall': 0.739938080495356, 'f1-score': 0.739938080495356, 'support': 1292}, 'macro avg': {'precision': 0.624, 'recall': 0.5202667364016736, 'f1-score': 0.47939961720560087, 'support': 1292}, 'weighted avg': {'precision': 0.6835046439628483, 'recall': 0.739938080495356, 'f1-score': 0.6561324916472291, 'support': 1292}}",8.61
