,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_candle_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_candle_max_30_120_after,reaction_max_30_120_after
665,2008-11-26 09:55:00,63,-1.48,2,-0.1,2,0,0,2,2,0,0,0,0,1,2008,48,2,1,15,9,13,3,20,-14,21,-10,28,20,21,4,36,-12,2,0
666,2008-11-26 10:00:00,47,-1.23,0,-1.2000000000000002,0,0,0,3,0,0,3,1,0,0,2008,48,2,1,13,3,20,-14,21,-10,28,20,21,4,16,-2,36,5,-1,0
667,2008-11-26 10:35:00,18,-89.0,2,0.0,0,2,0,0,2,0,0,0,0,1,2008,48,2,1,51,-31,28,-19,15,-2,30,9,24,-10,30,-22,48,-2,29,1
668,2008-11-26 12:00:00,46,-3.78,2,0.0,0,1,0,0,1,0,0,0,1,0,2008,48,2,1,23,13,14,-1,6,1,11,-5,20,16,27,15,77,-66,20,0
669,2008-12-02 00:00:00,67,-0.36,0,0.0,0,0,0,1,1,0,0,0,1,0,2008,49,1,1,8,-2,5,-3,5,1,5,-4,6,-3,11,1,31,27,6,0
670,2008-12-03 08:15:00,0,-2.58,3,-9.540000000000001,3,0,0,3,0,0,3,1,0,0,2008,49,2,1,13,0,17,-3,20,-2,24,15,21,4,24,-16,45,-25,29,1
671,2008-12-03 10:00:00,40,-7.77,3,0.0,0,0,0,3,3,0,0,1,0,0,2008,49,2,1,19,11,15,6,20,-18,10,2,18,-13,21,19,37,-5,53,1
672,2008-12-03 10:35:00,18,-1.74,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,49,2,1,12,0,11,5,31,28,12,4,24,18,12,-4,40,-4,7,0
673,2008-12-04 08:30:00,69,4.949999999999999,3,-1.3800000000000001,0,0,3,0,3,0,0,1,0,0,2008,49,3,1,15,2,13,-6,16,11,24,-12,17,-7,18,7,37,-13,77,1
674,2008-12-04 10:00:00,24,-1.98,2,-2.78,2,0,0,2,0,0,2,0,0,1,2008,49,3,1,17,2,17,-16,10,-3,19,12,16,6,17,-15,88,75,163,1
675,2008-12-04 10:35:00,46,-0.79,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,49,3,1,26,24,14,0,15,11,19,11,10,7,14,-11,31,-7,123,1
676,2008-12-05 15:00:00,12,-0.63,1,-0.11,0,0,0,1,1,0,0,0,1,0,2008,49,4,1,25,-12,21,12,11,6,16,10,11,-5,11,5,79,49,26,1
677,2008-12-10 10:00:00,31,1.88,1,1.83,1,0,1,0,0,1,0,0,1,0,2008,50,2,1,12,7,29,12,21,16,19,14,9,-4,12,-9,52,26,17,0
678,2008-12-10 10:35:00,18,-0.48,2,0.0,0,2,0,0,2,0,0,0,0,1,2008,50,2,1,12,-10,25,-21,18,-6,29,-26,20,19,14,7,61,48,53,1
679,2008-12-10 14:00:00,25,0.36,2,0.0,0,0,2,0,2,0,0,0,0,1,2008,50,2,1,23,-6,28,21,12,2,8,-3,29,-18,12,-4,62,7,41,1
680,2008-12-11 10:35:00,46,-2.52,1,0.0,0,1,0,0,1,0,0,0,1,0,2008,50,3,1,17,-15,20,-11,8,-2,14,-6,18,-3,17,-5,41,28,116,1
681,2008-12-12 09:55:00,58,2.04,3,-2.88,3,0,3,0,0,0,3,1,0,0,2008,50,4,1,12,4,8,1,16,-9,20,-6,21,4,10,-2,65,-11,17,0
682,2008-12-12 10:00:00,5,1.6,2,4.78,4,0,2,0,0,2,0,0,0,1,2008,50,4,1,8,1,16,-9,20,-6,21,4,10,-2,11,0,61,8,17,0
683,2008-12-15 08:30:00,21,0.26,0,0.0,0,0,2,0,2,0,0,0,0,1,2008,51,0,1,17,0,24,14,13,-2,18,7,18,1,13,9,76,52,144,1
684,2008-12-15 09:00:00,66,-3.33,3,-0.33,0,0,0,3,3,0,0,1,0,0,2008,51,0,1,17,3,20,19,29,-13,13,8,21,-11,12,3,70,46,125,1
685,2008-12-15 13:00:00,44,0.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,51,0,1,7,-2,13,-5,15,10,9,-4,16,14,11,10,34,-4,16,0
686,2008-12-16 14:21:00,26,-3.75,9,0.0,0,0,0,3,3,0,0,1,0,0,2008,51,1,1,113,111,39,-8,83,67,26,4,25,-5,18,-7,49,-33,182,1
687,2008-12-17 08:30:00,19,2.06,0,-1.04,0,0,2,0,2,0,0,0,0,1,2008,51,2,1,13,7,26,-19,11,6,34,17,19,2,13,6,79,25,327,1
688,2008-12-17 10:35:00,18,-0.16,2,0.0,0,2,0,0,2,0,0,0,0,1,2008,51,2,1,58,-44,29,21,28,-23,20,17,23,21,21,17,235,114,27,1
689,2008-12-18 08:30:00,69,-0.39,0,-2.73,0,3,0,0,3,0,0,1,0,0,2008,51,3,1,9,4,25,21,28,-11,27,-20,23,-5,59,-33,93,-36,46,1
690,2008-12-18 10:35:00,46,-1.91,1,0.0,0,1,0,0,1,0,0,0,1,0,2008,51,3,1,13,8,22,1,13,12,21,16,22,11,61,-61,97,-30,4,0
691,2008-12-23 09:55:00,63,1.26,2,-1.24,0,0,2,0,2,0,0,0,0,1,2008,52,1,1,7,-1,8,-1,8,-3,11,3,12,6,8,-2,47,-21,2,0
692,2008-12-23 10:02:00,35,0.46,0,0.0,0,0,1,0,1,0,0,0,1,0,2008,52,1,1,8,-1,8,-3,11,3,12,6,8,-2,7,0,47,-25,1,0
693,2008-12-24 10:35:00,18,-2.64,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,52,2,1,3,1,9,3,4,-3,12,-4,14,-6,9,4,23,-3,1,0
694,2008-12-24 12:00:00,46,-1.26,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,52,2,1,12,-6,10,8,5,-2,4,0,4,-2,6,1,50,-23,39,1
695,2008-12-30 09:00:00,65,-0.65,0,0.0,0,0,0,1,1,0,0,0,1,0,2008,52,1,1,37,26,20,5,8,4,19,10,9,-9,12,-7,60,26,18,0
696,2008-12-30 09:45:00,10,0.32,0,0.0,0,0,2,0,2,0,0,0,0,1,2008,52,1,1,10,6,13,7,17,-13,23,12,12,8,12,-7,66,28,1,0
697,2008-12-30 10:00:00,6,-2.52,3,-0.8699999999999999,3,0,0,3,3,0,0,1,0,0,2008,52,1,1,23,12,12,8,12,-7,15,7,18,-15,22,2,55,17,12,0
698,2008-12-31 08:30:00,69,8.31,9,0.0,3,0,3,0,3,0,0,1,0,0,2008,52,2,1,30,26,19,15,20,-19,8,1,28,18,25,-22,112,-103,93,1
699,2008-12-31 10:35:00,18,-1.48,0,0.0,0,2,0,0,2,0,0,0,0,1,2008,52,2,1,15,-1,6,-1,29,-28,26,-19,29,-21,37,25,42,2,82,1
700,2008-12-31 12:00:00,46,-1.2,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,52,2,1,12,-3,28,26,3,1,30,-27,9,6,12,-1,94,18,30,1
701,2009-01-05 00:00:00,67,0.36,1,0.0,0,0,1,0,1,0,0,0,1,0,2009,2,0,1,7,-6,4,2,22,16,6,-6,4,-3,6,-5,31,1,53,1
702,2009-01-05 10:00:00,11,1.82,1,1.4,1,0,1,0,0,1,0,0,1,0,2009,2,0,1,15,-3,32,-24,17,13,12,-4,13,8,14,4,68,49,8,0
703,2009-01-07 08:15:00,0,-10.649999999999999,6,-77.16,9,0,0,3,0,0,3,1,0,0,2009,2,2,1,40,29,21,2,62,52,28,22,49,27,22,-14,43,-22,39,1
704,2009-01-07 10:30:00,18,-9.08,2,0.0,0,2,0,0,2,0,0,0,0,1,2009,2,2,1,24,12,25,2,21,-14,32,-30,12,8,38,36,67,-40,39,1
705,2009-01-08 08:30:00,69,4.53,9,-1.32,0,0,3,0,3,0,0,1,0,0,2009,2,3,1,74,63,21,-6,17,0,34,21,44,24,20,-9,87,57,59,1
706,2009-01-08 10:30:00,46,-7.27,2,0.0,0,1,0,0,1,0,0,0,1,0,2009,2,3,1,16,-2,16,9,19,5,14,-8,24,-18,14,-2,73,-20,32,1
707,2009-01-08 15:00:00,12,-0.87,1,0.38,0,0,0,1,0,1,0,0,1,0,2009,2,3,1,11,1,9,-2,7,-6,15,-12,15,8,10,-5,51,25,45,1
708,2009-01-09 10:00:00,31,-0.28,0,0.53,0,0,0,1,0,1,0,0,1,0,2009,2,4,1,18,4,14,-5,20,7,15,-10,10,8,16,-8,118,-94,38,1
709,2009-01-13 08:30:00,68,8.97,6,-1.41,0,0,3,0,3,0,0,1,0,0,2009,3,1,1,30,1,24,11,58,-26,19,-9,41,-22,26,-8,60,-22,20,0
710,2009-01-13 10:00:00,37,0.36,0,0.0,0,0,1,0,1,0,0,0,1,0,2009,3,1,1,17,-3,17,2,18,7,19,4,15,-14,13,9,56,18,2,0
711,2009-01-13 14:00:00,25,-0.06,0,0.0,0,2,0,0,2,0,0,0,0,1,2009,3,1,1,26,-18,23,18,18,-14,21,8,8,8,14,9,56,-35,22,0
712,2009-01-14 10:00:00,5,1.02,0,0.0,0,0,2,0,2,0,0,0,0,1,2009,3,2,1,29,26,18,-4,9,-9,14,7,21,12,11,-6,40,19,60,1
713,2009-01-14 10:30:00,18,-0.76,2,0.0,0,2,0,0,2,0,0,0,0,1,2009,3,2,1,10,-6,19,15,20,12,10,3,7,-1,16,-3,51,29,34,1
714,2009-01-15 10:00:00,53,1.32,2,0.0,0,0,2,0,2,0,0,0,0,1,2009,3,3,1,29,16,33,22,22,-16,26,-17,27,6,34,-25,164,-103,49,1
715,2009-01-15 10:30:00,46,-1.15,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,3,3,1,36,-3,22,5,16,-5,19,6,19,10,19,-6,110,-101,33,1
716,2009-01-16 09:00:00,66,-2.58,3,-0.81,0,0,0,3,3,0,0,1,0,0,2009,3,4,1,28,3,21,18,25,-16,31,-13,16,2,17,11,60,52,2,0
717,2009-01-16 09:55:00,58,1.26,3,0.99,0,0,3,0,0,3,0,1,0,0,2009,3,4,1,10,1,16,-8,24,-14,32,-19,27,-21,20,11,69,-17,49,1
718,2009-01-21 13:00:00,44,-0.4,0,0.0,0,0,0,1,1,0,0,0,1,0,2009,4,2,1,7,-1,8,6,9,0,6,-4,4,-1,14,-9,59,3,99,1
719,2009-01-22 10:00:00,35,-1.46,1,0.0,0,0,0,1,1,0,0,0,1,0,2009,4,3,1,20,-14,29,-12,16,-5,10,-1,24,4,17,11,85,8,46,1
720,2009-01-22 11:00:00,18,-4.32,2,0.0,0,2,0,0,2,0,0,0,0,1,2009,4,3,1,32,-30,27,12,20,9,16,-12,36,28,22,-2,40,-9,50,1
721,2009-01-23 10:30:00,46,-0.21,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,4,4,1,27,-25,8,-1,7,-3,18,-6,11,1,24,-22,75,-21,91,1
722,2009-01-26 09:59:00,23,4.199999999999999,6,-4.32,3,0,3,0,0,0,3,1,0,0,2009,5,0,1,40,22,17,-9,20,2,12,-4,28,13,17,-9,88,72,26,1
723,2009-01-26 10:00:00,7,1.28,1,0.0,0,0,1,0,1,0,0,0,1,0,2009,5,0,1,40,22,17,-9,20,2,12,-4,28,13,17,-9,88,72,26,1
724,2009-01-27 09:00:00,65,0.76,1,-1.1,0,0,1,0,1,0,0,0,1,0,2009,5,1,1,15,1,25,12,21,10,20,18,27,-24,8,-3,46,30,17,0
725,2009-01-27 09:59:00,64,0.23,0,0.0,0,0,1,0,1,0,0,0,1,0,2009,5,1,1,55,-46,34,-31,22,19,19,-3,24,9,16,-4,49,-4,61,1
726,2009-01-27 10:00:00,6,-0.33,0,2.0999999999999996,0,0,0,3,0,3,0,1,0,0,2009,5,1,1,55,-46,34,-31,22,19,19,-3,24,9,16,-4,49,-4,61,1
727,2009-01-28 10:30:00,18,-3.22,0,0.0,0,2,0,0,2,0,0,0,0,1,2009,5,2,1,20,-5,12,5,26,-22,16,7,14,-6,12,1,73,-38,16,0
728,2009-01-28 14:15:00,26,0.0,0,0.0,0,3,0,0,3,0,0,1,0,0,2009,5,2,1,48,-32,89,-60,49,-33,30,-5,30,11,10,-3,48,26,4,0
729,2009-01-29 10:00:00,47,-8.61,3,-4.89,0,0,0,3,0,0,3,1,0,0,2009,5,3,1,27,-8,13,-3,15,5,36,-27,18,-3,16,1,75,-59,24,0
730,2009-01-29 10:30:00,46,-0.54,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,5,3,1,14,5,11,-3,8,0,11,-3,22,15,9,-4,91,-65,29,1
731,2009-01-30 09:45:00,10,-0.28,0,0.0,0,0,0,2,2,0,0,0,0,1,2009,5,4,1,19,15,23,-12,24,-11,24,-13,17,-4,18,7,67,25,12,0
732,2009-01-30 09:55:00,63,-0.94,0,-0.64,0,0,0,2,2,0,0,0,0,1,2009,5,4,1,24,-11,24,-13,17,-4,18,7,13,5,17,11,67,28,0,0
733,2009-02-03 00:00:00,67,-0.67,1,0.0,0,0,0,1,1,0,0,0,1,0,2009,6,1,1,6,1,4,-2,13,9,11,5,11,-10,24,-12,43,-29,11,0
734,2009-02-03 10:00:00,50,3.87,3,0.51,0,0,3,0,0,3,0,1,0,0,2009,6,1,1,30,10,57,56,23,12,24,-20,22,11,12,-7,73,37,63,1
735,2009-02-04 08:15:00,0,-0.21000000000000002,0,1.08,6,3,0,0,0,3,0,1,0,0,2009,6,2,1,26,18,29,17,18,15,16,8,22,-19,9,-3,52,-45,83,1
736,2009-02-04 10:00:00,40,3.2700000000000005,3,0.0,0,0,3,0,3,0,0,1,0,0,2009,6,2,1,30,23,18,12,21,14,22,-7,21,-6,13,-4,50,1,4,0
737,2009-02-04 10:30:00,18,-4.18,2,0.0,0,2,0,0,2,0,0,0,0,1,2009,6,2,1,16,-7,17,-8,9,-2,9,1,8,4,18,-12,93,29,7,0
738,2009-02-05 10:00:00,24,-1.8,0,-7.68,6,0,0,2,0,0,2,0,0,1,2009,6,3,1,16,1,12,-4,12,2,13,4,17,3,13,8,55,-9,69,1
739,2009-02-05 10:30:00,46,-0.44,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,6,3,1,15,1,12,-8,17,11,9,2,25,17,20,8,46,4,30,1
740,2009-02-06 15:00:00,12,-0.32,0,-1.64,1,0,0,1,0,0,1,0,1,0,2009,6,4,1,14,-11,16,-9,10,5,5,-2,14,5,13,2,53,-47,16,0
741,2009-02-11 08:30:00,68,-1.41,3,-3.3899999999999997,3,0,0,3,0,0,3,1,0,0,2009,7,2,1,30,25,22,5,14,-7,30,23,9,-3,36,-30,50,-8,14,0
742,2009-02-11 10:30:00,18,-1.64,0,0.0,0,2,0,0,2,0,0,0,0,1,2009,7,2,1,15,1,10,-4,17,-4,19,12,12,-4,17,10,99,-51,26,1
743,2009-02-11 14:00:00,25,-0.12,0,0.0,0,0,0,2,2,0,0,0,0,1,2009,7,2,1,10,6,15,9,18,5,9,-9,12,10,12,7,29,-7,35,1
744,2009-02-12 10:00:00,5,2.6,2,7.02,6,0,2,0,0,2,0,0,0,1,2009,7,3,1,19,10,12,7,13,2,16,4,15,9,15,-6,132,-118,90,1
745,2009-02-12 10:30:00,46,-0.6,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,7,3,1,12,3,15,7,17,6,16,-3,9,5,13,-1,49,-10,68,1
746,2009-02-13 09:55:00,58,-2.04,3,-1.08,0,0,0,3,0,0,3,1,0,0,2009,7,4,1,17,11,11,8,17,12,15,-1,13,-5,27,26,31,-14,40,1
747,2009-02-17 08:30:00,21,-2.94,2,0.0,0,0,0,2,2,0,0,0,0,1,2009,8,1,1,16,2,10,1,24,-12,16,6,31,-14,24,-10,28,-3,32,1
748,2009-02-17 09:00:00,66,1.1400000000000001,0,-3.3000000000000003,3,0,3,0,0,0,3,1,0,0,2009,8,1,1,18,14,29,-21,19,10,17,-4,14,-2,15,10,53,-33,29,1
749,2009-02-17 13:00:00,44,0.42,1,0.0,0,0,1,0,1,0,0,0,1,0,2009,8,1,1,16,-9,13,-8,16,16,7,-1,11,0,10,3,25,18,28,1
750,2009-02-19 10:30:00,46,-7.64,2,0.0,0,1,0,0,1,0,0,0,1,0,2009,8,3,1,14,-3,19,-2,7,3,12,-8,12,0,11,7,72,-45,25,0
751,2009-02-19 11:00:00,18,-3.52,0,0.0,0,2,0,0,2,0,0,0,0,1,2009,8,3,1,13,8,17,6,15,9,11,-1,20,-12,7,3,74,-57,6,0
752,2009-02-24 09:00:00,65,-0.88,0,0.0,0,0,0,1,1,0,0,0,1,0,2009,9,1,1,17,16,7,-3,14,-9,8,3,14,1,13,-6,53,-37,43,1
753,2009-02-24 10:07:00,35,5.48,2,-2.98,1,0,1,0,0,0,1,0,1,0,2009,9,1,1,15,-5,18,4,19,-1,11,1,21,15,12,-2,46,-28,36,1
754,2009-02-25 10:00:00,23,-2.9699999999999998,6,0.0,0,0,0,3,3,0,0,1,0,0,2009,9,2,1,28,-19,27,-17,18,-12,16,-5,14,9,14,-1,49,-22,23,0
755,2009-02-25 10:30:00,18,-0.3,2,0.0,0,2,0,0,2,0,0,0,0,1,2009,9,2,1,14,-12,14,-8,15,-8,15,-5,17,-8,18,-12,74,-47,52,1
756,2009-02-26 10:00:00,47,-1.53,0,4.32,3,0,0,3,0,3,0,1,0,0,2009,9,3,1,16,-1,32,-16,11,-5,18,-7,19,18,15,-12,52,-27,45,1
757,2009-02-26 10:30:00,46,-0.33,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,9,3,1,10,3,12,-6,9,0,7,-1,17,14,16,5,51,-33,24,0
758,2009-02-27 09:45:00,10,0.44,0,0.0,0,0,2,0,2,0,0,0,0,1,2009,9,4,1,12,5,10,7,13,-4,12,7,18,-11,10,-4,41,13,106,1
759,2009-02-27 09:55:00,63,-0.5,0,-1.84,0,2,0,0,2,0,0,0,0,1,2009,9,4,1,13,-4,12,7,18,-11,10,-4,11,0,20,17,41,14,64,1
760,2009-03-03 00:00:00,67,-0.6,0,0.0,0,0,0,1,1,0,0,0,1,0,2009,10,1,1,4,-3,5,3,8,7,5,1,4,0,5,0,25,-8,51,1
761,2009-03-03 10:00:00,50,-2.82,3,-2.67,6,0,0,3,0,0,3,1,0,0,2009,10,1,1,20,-3,10,0,14,-9,14,7,7,-2,7,7,67,-59,2,0
762,2009-03-04 08:15:00,0,-2.52,3,-2.7,9,0,0,3,0,0,3,1,0,0,2009,10,2,1,24,-20,14,13,10,1,20,9,14,-7,5,-1,29,16,43,1
763,2009-03-04 10:00:00,40,0.30000000000000004,0,0.0,0,0,3,0,3,0,0,1,0,0,2009,10,2,1,17,2,9,-1,21,-16,13,-7,9,2,11,4,28,-1,75,1
764,2009-03-04 10:30:00,18,-2.06,0,0.0,0,2,0,0,2,0,0,0,0,1,2009,10,2,1,13,4,12,6,9,-2,13,9,8,-2,14,-10,51,-18,67,1
765,2009-03-05 10:00:00,24,6.58,2,-3.24,2,0,2,0,0,0,2,0,0,1,2009,10,3,1,20,14,17,9,15,-14,10,6,12,0,9,3,53,29,15,0
766,2009-03-05 10:30:00,46,-0.78,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,10,3,1,30,28,7,-3,18,2,12,-10,12,-2,13,-6,49,36,15,0
767,2009-03-06 15:00:00,12,0.78,0,-0.5,0,0,1,0,0,0,1,0,1,0,2009,10,4,1,7,1,7,-5,8,-5,6,1,45,-37,18,-16,27,-3,20,0
768,2009-03-11 10:30:00,18,-0.74,2,0.0,0,2,0,0,2,0,0,0,0,1,2009,11,2,1,12,7,10,-1,19,-3,16,-9,15,-2,7,0,42,-1,34,1
769,2009-03-11 14:00:00,25,0.32,2,0.0,0,0,2,0,2,0,0,0,0,1,2009,11,2,1,8,-2,17,-13,11,10,12,-9,11,5,10,6,52,26,77,1
770,2009-03-12 10:00:00,5,-1.64,0,3.58,6,0,0,2,0,2,0,0,0,1,2009,11,3,1,11,4,14,2,26,-2,37,-30,17,1,14,10,88,-61,54,1
771,2009-03-12 10:30:00,46,-0.9,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,11,3,1,16,-9,15,4,18,15,14,4,12,5,9,-3,92,-48,45,1
772,2009-03-13 09:55:00,58,0.8699999999999999,0,-0.18,0,0,3,0,3,0,0,1,0,0,2009,11,4,1,7,-2,18,13,14,8,11,-2,9,1,11,-6,35,0,15,0
773,2009-03-16 08:30:00,21,-1.58,0,0.0,0,0,0,2,2,0,0,0,0,1,2009,12,0,1,11,-6,17,14,12,-5,23,-16,7,-4,11,3,54,30,3,0
774,2009-03-16 09:00:00,66,-7.26,3,-0.06,0,0,0,3,3,0,0,1,0,0,2009,12,0,1,22,18,11,-6,10,-6,13,3,23,-14,13,9,42,7,10,0
775,2009-03-16 13:00:00,44,0.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,12,0,1,16,3,12,-10,11,-7,14,12,4,-1,10,5,57,23,7,0
776,2009-03-18 10:30:00,18,-1.42,2,0.0,0,2,0,0,2,0,0,0,0,1,2009,12,2,1,21,-19,15,-4,10,10,15,9,8,-6,6,-1,43,11,5,0
777,2009-03-18 14:17:00,26,0.0,0,0.0,0,3,0,0,3,0,0,1,0,0,2009,12,2,1,105,102,122,88,52,32,95,64,29,-16,44,20,31,-17,70,1
778,2009-03-19 08:30:00,69,1.0499999999999998,0,-10.53,3,0,3,0,3,0,0,1,0,0,2009,12,3,1,15,-8,24,-9,16,8,18,1,14,-6,17,6,182,134,56,1
779,2009-03-19 10:30:00,46,-0.46,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,12,3,1,33,18,19,-2,36,-19,17,7,13,4,29,17,70,-1,40,1
780,2009-03-23 10:00:00,23,2.4899999999999998,6,0.0,0,0,3,0,3,0,0,1,0,0,2009,13,0,1,28,24,15,9,13,-4,23,14,15,-11,11,-4,109,-76,38,1
781,2009-03-24 09:59:00,64,4.87,3,0.0,0,0,1,0,1,0,0,0,1,0,2009,13,1,1,27,22,18,10,20,-15,12,-3,18,5,12,10,63,8,29,1
782,2009-03-24 10:00:00,35,2.33,2,-1.79,1,0,1,0,0,0,1,0,1,0,2009,13,1,1,27,22,18,10,20,-15,12,-3,18,5,12,10,63,8,29,1
783,2009-03-25 10:00:00,47,3.75,3,3.21,3,0,3,0,0,3,0,1,0,0,2009,13,2,1,58,24,43,-29,32,-12,58,-22,32,-15,27,-6,149,95,30,1
784,2009-03-25 10:30:00,18,-3.64,0,0.0,0,2,0,0,2,0,0,0,0,1,2009,13,2,1,17,8,27,13,22,-5,23,10,13,-3,30,-16,183,73,19,0
785,2009-03-26 10:30:00,46,-1.45,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,13,3,1,19,-16,31,21,22,7,12,-7,18,-14,10,8,77,-47,18,0
786,2009-03-27 09:55:00,63,1.0,2,-0.12,2,0,2,0,2,0,0,0,0,1,2009,13,4,1,9,-4,34,-22,14,-1,21,7,11,-2,17,9,47,-20,12,0
787,2009-03-31 09:00:00,65,-2.19,1,-2.24,0,0,0,1,1,0,0,0,1,0,2009,14,1,1,22,-14,7,-5,13,5,8,3,16,-8,13,-3,43,30,14,0
788,2009-03-31 09:45:00,10,-1.18,2,0.0,0,0,0,2,2,0,0,0,0,1,2009,14,1,1,12,6,16,11,13,1,16,-6,15,2,16,-9,52,-38,12,0
789,2009-03-31 10:00:00,6,-0.66,0,-1.1400000000000001,3,0,0,3,3,0,0,1,0,0,2009,14,1,1,16,-6,15,2,16,-9,21,12,8,-2,10,3,44,-20,1,0
790,2009-04-01 01:00:00,67,0.98,1,0.0,0,0,1,0,1,0,0,0,1,0,2009,14,2,1,3,2,3,2,9,-7,8,-7,9,-1,10,-4,17,-6,18,0
791,2009-04-01 08:15:00,0,-3.42,3,-0.27,0,0,0,3,0,0,3,1,0,0,2009,14,2,1,15,-1,24,22,15,-15,22,12,13,-2,12,6,32,-24,25,0
792,2009-04-01 10:30:00,18,-0.76,2,0.0,0,2,0,0,2,0,0,0,0,1,2009,14,2,1,12,-2,9,7,15,-8,19,-5,12,0,23,-14,35,-3,4,0
793,2009-04-02 08:30:00,69,-3.1500000000000004,3,-10.11,3,0,0,3,0,0,3,1,0,0,2009,14,3,1,29,-23,40,30,67,64,44,-12,53,-47,29,24,99,56,45,1
794,2009-04-02 10:00:00,24,0.42,0,-5.32,4,0,2,0,0,0,2,0,0,1,2009,14,3,1,21,-16,8,0,14,-12,21,8,8,1,24,-11,75,11,50,1
795,2009-04-02 10:30:00,46,-0.25,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,14,3,1,14,-1,13,4,21,10,14,5,16,9,10,-4,55,-9,58,1
796,2009-04-03 10:00:00,40,-0.8400000000000001,0,0.0,0,0,0,3,3,0,0,1,0,0,2009,14,4,1,18,-13,20,15,15,2,23,14,13,-2,13,9,55,12,35,1
797,2009-04-07 10:00:00,37,0.88,1,0.0,0,0,1,0,1,0,0,0,1,0,2009,15,1,1,11,-3,13,4,13,4,10,4,16,6,9,-1,47,-18,13,0
798,2009-04-07 15:00:00,12,-0.78,1,3.52,2,0,0,1,0,1,0,0,1,0,2009,15,1,1,7,3,12,11,14,12,13,10,16,-10,8,-8,16,-9,2,0
799,2009-04-08 10:00:00,31,1.72,1,2.0,0,0,1,0,0,1,0,0,1,0,2009,15,2,1,16,-14,16,1,14,-1,12,-5,17,-12,13,3,26,-8,74,1
800,2009-04-08 10:30:00,18,-0.26,2,0.0,0,2,0,0,2,0,0,0,0,1,2009,15,2,1,12,2,13,-3,18,14,7,-5,14,-5,7,0,53,-26,67,1
801,2009-04-09 10:30:00,46,-1.78,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,15,3,1,21,-18,13,-7,20,-16,34,-21,23,-20,22,12,32,18,1,0
802,2009-04-10 14:00:00,25,-1.12,4,0.0,0,0,0,2,2,0,0,0,0,1,2009,15,4,1,6,1,6,2,4,0,3,0,6,0,8,2,9,2,40,1
803,2009-04-14 10:00:00,5,0.92,0,2.52,2,0,2,0,0,2,0,0,0,1,2009,16,1,1,10,-6,7,0,7,-3,8,2,12,-4,10,2,40,33,40,1
804,2009-04-15 09:00:00,66,0.30000000000000004,0,4.5,6,0,3,0,0,3,0,1,0,0,2009,16,2,1,6,-5,7,-4,9,6,14,-9,10,-9,17,-5,34,-5,39,1
805,2009-04-15 10:30:00,18,-9.16,0,0.0,0,2,0,0,2,0,0,0,0,1,2009,16,2,1,11,-8,6,5,9,4,7,-2,13,-6,14,-8,51,35,36,1
806,2009-04-15 13:00:00,44,1.71,2,0.0,0,0,1,0,1,0,0,0,1,0,2009,16,2,1,12,-9,8,-4,7,1,8,-3,7,-2,7,0,64,49,6,0
807,2009-04-16 10:00:00,53,1.32,2,0.0,0,0,2,0,2,0,0,0,0,1,2009,16,3,1,17,-6,12,7,9,-2,11,-3,9,1,7,0,37,-11,3,0
808,2009-04-16 10:30:00,46,-0.66,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,16,3,1,8,1,16,-10,9,-6,10,1,7,-3,6,3,26,-12,14,0
809,2009-04-17 09:55:00,58,2.12,2,1.06,0,0,2,0,0,2,0,0,0,1,2009,16,4,1,15,1,7,1,10,3,10,-5,7,-3,11,-11,35,6,10,0
810,2009-04-20 10:00:00,7,-0.37,0,1.75,1,0,0,1,0,1,0,0,1,0,2009,17,0,1,18,-4,11,-8,22,-8,16,3,11,1,9,3,68,-59,29,1
811,2009-04-22 10:13:00,35,0.99,1,-3.91,2,0,1,0,0,0,1,0,1,0,2009,17,2,1,15,7,10,1,13,5,17,-12,9,7,9,-4,89,80,24,0
