,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_60_0_before,pips_agg_60_0_before,pips_candle_max_0_30_after,reaction_max_0_30_after
1280,2010-08-04 08:15:00,0,-0.15,0,-0.19,0,1,0,0,1,0,0,1,0,0,2010,32,2,1,29,-2,10,0
1281,2010-08-04 10:00:00,40,0.79,0,0.0,0,0,1,0,1,0,0,1,0,0,2010,32,2,1,30,9,23,1
1282,2010-08-04 10:30:00,18,-0.63,0,0.0,0,1,0,0,1,0,0,0,0,1,2010,32,2,1,74,-45,16,0
1283,2010-08-05 08:30:00,69,-1.49,1,-3.0,0,0,0,1,1,0,0,1,0,0,2010,32,3,1,42,-18,23,1
1284,2010-08-05 10:30:00,46,-1.56,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,32,3,1,29,2,9,0
1285,2010-08-06 15:00:00,12,0.46,0,0.42,1,0,1,0,0,1,0,0,1,0,2010,32,4,1,20,-8,11,0
1286,2010-08-10 07:30:00,45,0.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,33,1,1,26,15,4,0
1287,2010-08-10 14:15:00,26,0.0,0,0.0,0,1,0,0,1,0,0,1,0,0,2010,33,1,1,84,0,55,1
1288,2010-08-11 08:30:00,68,-3.27,1,-1.98,0,0,0,1,1,0,0,1,0,0,2010,33,2,1,34,13,4,0
1289,2010-08-11 10:30:00,18,-0.38,0,0.0,0,1,0,0,1,0,0,0,0,1,2010,33,2,1,72,-39,15,0
1290,2010-08-11 13:45:00,25,0.15,1,0.0,0,0,1,0,1,0,0,0,0,1,2010,33,2,1,27,-8,6,0
1291,2010-08-12 10:30:00,46,-1.04,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,33,3,1,42,-8,21,1
1292,2010-08-13 09:55:00,58,-0.06,0,0.97,0,1,0,0,0,1,0,1,0,0,2010,33,4,1,30,-4,7,0
1293,2010-08-13 10:00:00,5,0.0,0,-0.55,1,1,0,0,0,0,1,0,0,1,2010,33,4,1,30,9,13,0
1294,2010-08-16 08:30:00,21,-0.11,0,0.0,0,0,0,1,1,0,0,0,0,1,2010,34,0,1,48,17,15,0
1295,2010-08-16 09:00:00,66,0.18,0,-0.06,0,0,1,0,1,0,0,1,0,0,2010,34,0,1,51,36,27,1
1296,2010-08-16 10:00:00,44,-0.61,0,0.0,0,0,0,1,1,0,0,0,1,0,2010,34,0,1,63,-31,31,1
1297,2010-08-18 10:30:00,18,-0.1,1,0.0,0,1,0,0,1,0,0,0,0,1,2010,34,2,1,40,-45,7,0
1298,2010-08-19 08:30:00,69,-1.28,1,-4.78,0,0,0,1,1,0,0,1,0,0,2010,34,3,1,30,-11,51,1
1299,2010-08-19 10:30:00,46,-5.98,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,34,3,1,48,-1,7,0
1300,2010-08-24 10:00:00,23,-3.0,2,-1.11,3,0,0,1,0,0,1,1,0,0,2010,35,1,1,68,29,51,1
1301,2010-08-24 10:02:00,64,-0.31,0,0.0,0,0,0,1,1,0,0,0,1,0,2010,35,1,1,68,29,51,1
1302,2010-08-25 10:30:00,18,-1.17,1,0.0,0,1,0,0,1,0,0,0,0,1,2010,35,2,1,45,7,10,0
1303,2010-08-26 08:30:00,69,1.6,1,-4.78,0,0,1,0,1,0,0,1,0,0,2010,35,3,1,29,-2,17,0
1304,2010-08-26 10:30:00,46,-1.63,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,35,3,1,56,37,21,1
1305,2010-08-27 09:55:00,63,-1.38,1,-0.51,0,0,0,1,1,0,0,0,0,1,2010,35,4,1,32,15,19,1
1306,2010-08-31 09:00:00,65,0.71,1,0.0,0,0,1,0,1,0,0,0,0,1,2010,36,1,1,60,24,8,0
1307,2010-08-31 09:45:00,10,-0.16,0,0.0,0,0,0,1,1,0,0,0,0,1,2010,36,1,1,31,15,16,0
1308,2010-08-31 10:00:00,6,0.47,0,0.77,0,0,1,0,0,1,0,1,0,0,2010,36,1,1,26,9,22,1
1309,2010-09-01 01:00:00,67,-0.25,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,36,2,1,16,-4,3,0
1310,2010-09-01 08:15:00,0,-1.1,0,-0.22,0,0,0,1,1,0,0,1,0,0,2010,36,2,1,29,-4,46,1
1311,2010-09-01 10:30:00,18,-0.62,0,0.0,0,1,0,0,1,0,0,0,0,1,2010,36,2,1,44,-20,5,0
1312,2010-09-02 10:30:00,46,-1.63,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,36,3,1,28,-3,23,1
1313,2010-09-03 10:00:00,40,-1.85,1,0.0,0,0,0,1,1,0,0,1,0,0,2010,36,4,1,52,29,10,0
1314,2010-09-08 15:00:00,12,0.08,0,0.03,0,0,1,0,0,1,0,0,1,0,2010,37,2,1,22,-8,5,0
1315,2010-09-09 10:30:00,46,-5.37,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,37,3,1,35,-21,17,0
1316,2010-09-09 11:00:00,18,-1.88,0,0.0,0,1,0,0,1,0,0,0,0,1,2010,37,3,1,25,-8,4,0
1317,2010-09-10 10:00:00,31,-3.77,1,-0.92,1,0,0,1,0,0,1,0,1,0,2010,37,4,1,23,12,21,1
1318,2010-09-13 14:00:00,25,0.5,1,0.0,0,0,1,0,1,0,0,0,0,1,2010,38,0,1,20,14,5,0
1319,2010-09-14 07:30:00,45,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,38,1,1,17,-5,10,0
1320,2010-09-15 10:30:00,18,-0.07,1,0.0,0,1,0,0,1,0,0,0,0,1,2010,38,2,1,55,15,8,0
1321,2010-09-16 09:00:00,66,0.61,1,0.0,0,0,1,0,1,0,0,1,0,0,2010,38,3,1,51,-19,19,1
1322,2010-09-16 10:00:00,53,-0.23,0,0.0,0,0,0,1,1,0,0,1,0,0,2010,38,3,1,43,2,31,1
1323,2010-09-16 10:30:00,46,-4.34,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,38,3,1,65,17,13,0
1324,2010-09-17 09:55:00,58,-0.96,0,-0.54,1,0,0,1,0,0,1,1,0,0,2010,38,4,1,59,21,7,0
1325,2010-09-20 10:00:00,44,-0.31,0,0.0,0,0,0,1,1,0,0,0,1,0,2010,39,0,1,44,-21,18,1
1326,2010-09-21 14:15:00,26,0.0,0,0.0,0,1,0,0,1,0,0,1,0,0,2010,39,1,1,81,-2,89,1
1327,2010-09-22 10:00:00,35,-0.81,1,-6.71,2,0,0,1,0,0,1,0,1,0,2010,39,2,1,47,40,1,0
1328,2010-09-22 10:30:00,18,-1.53,0,0.0,0,1,0,0,1,0,0,0,0,1,2010,39,2,1,40,-1,11,0
1329,2010-09-23 08:30:00,69,-0.82,0,-2.02,0,0,0,1,1,0,0,1,0,0,2010,39,3,1,30,0,20,1
1330,2010-09-23 10:30:00,46,-2.63,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,39,3,1,57,-26,10,0
1331,2010-09-24 10:00:00,47,-0.04,0,0.34,1,0,0,1,0,1,0,1,0,0,2010,39,4,1,35,10,14,0
1332,2010-09-28 09:00:00,65,-0.17,0,0.0,0,1,0,0,1,0,0,0,0,1,2010,40,1,1,33,8,29,1
1333,2010-09-29 10:30:00,18,-0.07,1,0.0,0,1,0,0,1,0,0,0,0,1,2010,40,2,1,39,0,4,0
1334,2010-09-30 09:45:00,10,1.28,1,0.0,0,0,1,0,1,0,0,0,0,1,2010,40,3,1,67,-11,25,1
1335,2010-09-30 10:30:00,46,-1.58,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,40,3,1,43,-10,7,0
1336,2010-10-01 01:00:00,67,0.52,0,0.0,0,0,1,0,1,0,0,0,1,0,2010,40,4,1,17,5,3,0
1337,2010-10-01 09:55:00,63,1.52,1,-0.67,0,0,1,0,1,0,0,0,0,1,2010,40,4,1,28,5,35,1
1338,2010-10-05 10:00:00,40,0.92,0,0.0,0,0,1,0,1,0,0,1,0,0,2010,41,1,1,39,-2,28,1
1339,2010-10-06 08:15:00,0,-3.35,1,0.86,1,0,0,1,0,1,0,1,0,0,2010,41,2,1,77,37,5,0
1340,2010-10-06 10:30:00,18,-2.04,0,0.0,0,1,0,0,1,0,0,0,0,1,2010,41,2,1,25,4,16,0
1341,2010-10-07 08:30:00,69,0.68,0,-1.9,0,0,1,0,1,0,0,1,0,0,2010,41,3,1,35,-4,55,1
1342,2010-10-07 10:30:00,46,-2.25,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,41,3,1,61,-52,6,0
1343,2010-10-07 15:00:00,12,-0.08,0,-0.06,0,0,0,1,0,0,1,0,1,0,2010,41,3,1,38,31,10,0
1344,2010-10-08 10:00:00,31,-0.4,0,-1.03,1,0,0,1,0,0,1,0,1,0,2010,41,4,1,94,51,6,0
1345,2010-10-12 07:30:00,45,-0.29,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,42,1,1,25,13,15,0
1346,2010-10-12 10:00:00,37,-0.19,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,42,1,1,54,-33,17,0
1347,2010-10-13 08:30:00,41,-0.33,0,0.0,0,0,0,1,1,0,0,0,0,1,2010,42,2,1,27,-3,3,0
1348,2010-10-14 10:30:00,46,-1.83,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,42,3,1,44,27,11,0
1349,2010-10-14 11:00:00,18,-1.41,0,0.0,0,1,0,0,1,0,0,0,0,1,2010,42,3,1,30,19,8,0
1350,2010-10-15 09:55:00,58,-0.26,0,1.09,1,0,0,1,0,1,0,1,0,0,2010,42,4,1,67,-63,14,0
1351,2010-10-15 10:00:00,5,-0.35,0,-0.63,0,0,0,1,0,0,1,0,0,1,2010,42,4,1,93,-52,40,1
1352,2010-10-15 14:00:00,25,-0.09,0,0.0,0,1,0,0,1,0,0,0,0,1,2010,42,4,1,72,-46,16,0
1353,2010-10-18 09:00:00,66,2.15,1,0.0,0,0,1,0,1,0,0,1,0,0,2010,43,0,1,48,28,14,0
1354,2010-10-18 09:58:00,44,0.8,1,0.0,0,0,1,0,1,0,0,0,1,0,2010,43,0,1,53,33,22,1
1355,2010-10-20 10:30:00,18,-0.64,1,0.0,0,1,0,0,1,0,0,0,0,1,2010,43,2,1,99,86,45,1
1356,2010-10-21 08:30:00,69,-0.15,0,-15.54,2,1,0,0,0,0,1,1,0,0,2010,43,3,1,29,-8,19,1
1357,2010-10-21 10:30:00,46,-2.19,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,43,3,1,55,33,8,0
1358,2010-10-25 10:00:00,23,0.53,1,-0.22,0,0,1,0,1,0,0,1,0,0,2010,44,0,1,38,13,23,1
1359,2010-10-26 09:00:00,65,-1.89,1,0.0,0,0,0,1,1,0,0,0,0,1,2010,44,1,1,47,-23,29,1
1360,2010-10-26 09:59:00,64,1.39,1,0.0,0,0,1,0,1,0,0,0,1,0,2010,44,1,1,40,-42,21,1
1361,2010-10-27 10:00:00,47,0.08,0,0.0,0,0,1,0,1,0,0,1,0,0,2010,44,2,1,53,-3,23,1
1362,2010-10-27 10:30:00,18,-3.56,1,0.0,0,1,0,0,1,0,0,0,0,1,2010,44,2,1,53,-33,4,0
1363,2010-10-28 08:30:00,69,1.79,1,-0.7,0,0,1,0,1,0,0,1,0,0,2010,44,3,1,54,17,8,0
1364,2010-10-28 10:30:00,46,-0.46,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,44,3,1,40,4,8,0
1365,2010-10-29 09:45:00,10,0.7,0,0.0,0,0,1,0,1,0,0,0,0,1,2010,44,4,1,47,-15,44,1
1366,2010-10-29 09:55:00,63,-0.65,0,-0.09,1,1,0,0,1,0,0,0,0,1,2010,44,4,1,47,-19,36,1
1367,2010-11-03 01:00:00,67,1.46,1,0.0,0,0,1,0,1,0,0,0,1,0,2010,45,2,1,15,-7,1,0
1368,2010-11-03 08:15:00,0,0.93,1,2.11,1,0,1,0,0,1,0,1,0,0,2010,45,2,1,26,-6,5,0
1369,2010-11-03 10:30:00,18,-0.2,1,0.0,0,1,0,0,1,0,0,0,0,1,2010,45,2,1,24,3,5,0
1370,2010-11-03 14:15:00,26,0.0,0,0.0,0,1,0,0,1,0,0,1,0,0,2010,45,2,1,84,-9,48,1
1371,2010-11-04 10:30:00,46,-1.99,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,45,3,1,37,12,11,0
1372,2010-11-05 12:30:00,50,-0.44,1,-0.1,0,0,0,1,1,0,0,1,0,0,2010,45,4,1,43,-22,20,1
1373,2010-11-05 15:00:00,12,1.28,0,-0.2,1,0,1,0,0,0,1,0,1,0,2010,45,4,1,25,-24,4,0
1374,2010-11-09 07:30:00,45,-0.57,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,46,1,1,58,32,21,1
1375,2010-11-10 10:30:00,18,-3.06,1,0.0,0,1,0,0,1,0,0,0,0,1,2010,46,2,1,91,-76,13,0
1376,2010-11-10 12:00:00,46,-2.08,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,46,2,1,65,26,1,0
1377,2010-11-10 14:00:00,25,1.85,1,0.0,0,0,1,0,1,0,0,0,0,1,2010,46,2,1,67,39,6,0
1378,2010-11-12 09:55:00,58,-0.06,0,-0.18,0,1,0,0,1,0,0,1,0,0,2010,46,4,1,43,27,12,0
1379,2010-11-15 10:00:00,5,-1.04,1,-2.63,1,0,0,1,0,0,1,0,0,1,2010,47,0,1,51,-6,12,0
1380,2010-11-16 09:00:00,66,-0.57,0,0.0,0,0,0,1,1,0,0,1,0,0,2010,47,1,1,52,-17,6,0
1381,2010-11-16 10:00:00,44,-0.4,0,-2.24,3,0,0,1,0,0,1,0,1,0,2010,47,1,1,44,-19,16,0
1382,2010-11-17 10:30:00,18,-3.72,1,0.0,0,1,0,0,1,0,0,0,0,1,2010,47,2,1,46,31,10,0
1383,2010-11-18 08:30:00,69,-0.17,0,-0.44,0,1,0,0,1,0,0,1,0,0,2010,47,3,1,28,-22,18,1
1384,2010-11-18 10:30:00,46,-4.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,47,3,1,45,-28,10,0
1385,2010-11-23 09:59:00,64,0.56,1,0.0,0,0,1,0,1,0,0,0,1,0,2010,48,1,1,69,-43,1,0
1386,2010-11-23 10:00:00,23,-0.17,0,-0.66,1,0,0,1,1,0,0,1,0,0,2010,48,1,1,69,-43,1,0
1387,2010-11-24 09:55:00,63,2.69,1,-0.44,0,0,1,0,1,0,0,0,0,1,2010,48,2,1,45,6,10,0
1388,2010-11-24 10:30:00,18,-1.08,0,0.0,0,1,0,0,1,0,0,0,0,1,2010,48,2,1,36,17,18,1
1389,2010-11-24 12:00:00,46,0.0,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,48,2,1,51,-34,4,0
1390,2010-11-30 09:00:00,65,-1.11,1,0.0,0,0,0,1,1,0,0,0,0,1,2010,49,1,1,41,-3,2,0
1391,2010-11-30 09:45:00,10,0.85,0,0.0,0,0,1,0,1,0,0,0,0,1,2010,49,1,1,33,2,23,1
1392,2010-11-30 10:00:00,6,0.28,0,-0.37,1,0,1,0,1,0,0,1,0,0,2010,49,1,1,49,20,23,1
1393,2010-12-01 00:00:00,67,0.52,0,0.0,0,0,1,0,1,0,0,0,1,0,2010,49,2,1,10,-2,16,0
1394,2010-12-01 08:15:00,0,0.69,1,2.05,1,0,1,0,0,1,0,1,0,0,2010,49,2,1,24,-11,42,1
1395,2010-12-01 10:30:00,18,-0.8,0,0.0,0,1,0,0,1,0,0,0,0,1,2010,49,2,1,65,-39,11,0
1396,2010-12-02 08:30:00,69,-0.58,0,-5.48,0,0,0,1,1,0,0,1,0,0,2010,49,3,1,36,3,25,1
1397,2010-12-02 10:00:00,50,1.01,1,0.0,0,0,1,0,1,0,0,1,0,0,2010,49,3,1,116,84,23,1
1398,2010-12-02 10:30:00,46,-0.92,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,49,3,1,88,73,3,0
1399,2010-12-07 10:00:00,37,-2.13,1,0.0,0,0,0,1,1,0,0,0,1,0,2010,50,1,1,39,-22,9,0
1400,2010-12-07 15:00:00,12,0.89,0,-0.12,0,0,1,0,0,0,1,0,1,0,2010,50,1,1,35,-18,8,0
1401,2010-12-08 10:30:00,18,-1.01,0,0.0,0,1,0,0,1,0,0,0,0,1,2010,50,2,1,53,1,4,0
1402,2010-12-09 08:30:00,69,0.26,0,-3.65,0,0,1,0,1,0,0,1,0,0,2010,50,3,1,39,3,18,1
1403,2010-12-09 10:00:00,31,-1.79,1,-2.63,2,0,0,1,0,0,1,0,1,0,2010,50,3,1,48,-18,16,0
1404,2010-12-09 10:30:00,46,-2.03,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,50,3,1,72,-48,3,0
1405,2010-12-10 09:55:00,58,0.56,1,2.15,1,0,1,0,0,1,0,1,0,0,2010,50,4,1,22,-4,10,0
1406,2010-12-10 14:00:00,25,-3.1,2,0.0,0,0,0,1,1,0,0,0,0,1,2010,50,4,1,12,3,6,0
1407,2010-12-14 07:30:00,45,-1.01,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,51,1,1,28,3,10,0
1408,2010-12-14 10:00:00,5,0.74,0,-3.51,1,0,1,0,0,0,1,0,0,1,2010,51,1,1,59,-53,10,0
1409,2010-12-14 14:15:00,26,0.0,0,0.0,0,1,0,0,1,0,0,1,0,0,2010,51,1,1,40,6,30,1
1410,2010-12-15 09:00:00,66,-1.42,1,-5.75,2,0,0,1,0,0,1,1,0,0,2010,51,2,1,46,-15,14,0
1411,2010-12-15 10:00:00,44,0.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,51,2,1,46,6,17,0
1412,2010-12-15 10:30:00,18,-3.67,1,0.0,0,1,0,0,1,0,0,0,0,1,2010,51,2,1,28,7,13,0
1413,2010-12-16 10:00:00,53,0.81,1,0.0,0,0,1,0,1,0,0,1,0,0,2010,51,3,1,34,-14,11,0
1414,2010-12-16 10:30:00,46,-0.66,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,51,3,1,66,-46,10,0
1415,2010-12-17 10:00:00,7,-0.77,0,-0.63,0,0,0,1,0,0,1,0,1,0,2010,51,4,1,45,-30,15,0
1416,2010-12-22 10:30:00,18,-1.66,1,0.0,0,1,0,0,1,0,0,0,0,1,2010,52,2,1,17,-6,14,0
1417,2010-12-23 09:55:00,63,-0.16,0,-0.71,0,1,0,0,1,0,0,0,0,1,2010,52,3,1,23,2,4,0
1418,2010-12-23 10:00:00,47,-0.38,0,-0.46,0,0,0,1,0,0,1,1,0,0,2010,52,3,1,23,-1,9,0
1419,2010-12-23 10:30:00,46,-4.38,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,52,3,1,19,7,8,0
1420,2010-12-28 09:00:00,65,-1.15,1,-1.2,1,0,0,1,0,0,1,0,0,1,2010,52,1,1,24,-15,5,0
1421,2010-12-28 09:59:00,64,2.54,1,0.0,0,0,1,0,1,0,0,0,1,0,2010,52,1,1,80,-64,13,0
1422,2010-12-28 10:00:00,6,-1.41,0,-0.27,0,0,0,1,1,0,0,1,0,0,2010,52,1,1,80,-64,13,0
1423,2010-12-30 08:30:00,69,1.97,1,-3.65,0,0,1,0,1,0,0,1,0,0,2010,52,3,1,33,16,14,0
1424,2010-12-30 09:45:00,10,2.99,1,0.0,0,0,1,0,1,0,0,0,0,1,2010,52,3,1,39,27,16,0
1425,2010-12-30 10:00:00,50,0.25,0,-1.08,1,0,1,0,0,0,1,1,0,0,2010,52,3,1,25,20,7,0
1426,2010-12-30 10:30:00,46,-6.39,3,0.0,0,1,0,0,1,0,0,0,1,0,2010,52,3,1,37,-13,4,0
1427,2010-12-30 11:00:00,18,-0.71,0,0.0,0,1,0,0,1,0,0,0,0,1,2010,52,3,1,41,-24,2,0
1428,2011-01-04 00:00:00,67,1.08,0,0.0,0,0,1,0,1,0,0,0,1,0,2011,1,1,1,19,-13,1,0
1429,2011-01-04 10:00:00,24,1.25,1,0.41,0,0,1,0,0,1,0,0,0,1,2011,1,1,1,48,-20,14,0
1430,2011-01-05 08:15:00,0,5.41,2,-0.05,0,0,1,0,1,0,0,1,0,0,2011,1,2,1,64,-23,34,1
1431,2011-01-05 10:00:00,40,1.1,1,0.0,0,0,1,0,1,0,0,1,0,0,2011,1,2,1,41,-33,8,0
1432,2011-01-05 10:30:00,18,-1.2,0,0.0,0,1,0,0,1,0,0,0,0,1,2011,1,2,1,40,-5,13,0
1433,2011-01-06 08:30:00,69,-0.62,0,-5.48,0,0,0,1,1,0,0,1,0,0,2011,1,3,1,36,-2,7,0
1434,2011-01-06 10:30:00,46,0.0,1,0.0,0,1,0,0,1,0,0,0,1,0,2011,1,3,1,66,-55,7,0
1435,2011-01-07 15:00:00,12,0.49,0,1.7,1,0,1,0,0,1,0,0,1,0,2011,1,4,1,14,0,5,0
1436,2011-01-11 07:30:00,45,-5.66,1,0.0,0,0,0,1,1,0,0,0,1,0,2011,2,1,1,41,26,9,0
1437,2011-01-11 10:00:00,31,2.15,1,0.88,0,0,1,0,0,1,0,0,1,0,2011,2,1,1,69,-44,14,0
1438,2011-01-11 19:22:00,37,3.36,1,0.0,0,0,1,0,1,0,0,0,1,0,2011,2,1,1,25,-5,7,0
1439,2011-01-12 08:30:00,41,-0.61,0,1.63,1,0,0,1,0,1,0,0,0,1,2011,2,2,1,24,14,38,1
1440,2011-01-12 10:30:00,18,-1.18,0,0.0,0,1,0,0,1,0,0,0,0,1,2011,2,2,1,30,-2,15,0
1441,2011-01-12 14:00:00,25,-0.08,0,0.0,0,1,0,0,1,0,0,0,0,1,2011,2,2,1,48,50,6,0
1442,2011-01-13 10:30:00,46,-0.56,0,0.0,0,1,0,0,1,0,0,0,1,0,2011,2,3,1,57,25,9,0
1443,2011-01-14 09:55:00,58,-1.44,0,-0.24,0,0,0,1,1,0,0,1,0,0,2011,2,4,1,31,-8,31,1
1444,2011-01-14 10:00:00,5,1.85,1,-0.77,0,0,1,0,0,0,1,0,0,1,2011,2,4,1,48,10,16,0
1445,2011-01-18 08:30:00,21,-0.05,0,0.0,0,0,0,1,1,0,0,0,0,1,2011,3,1,1,40,-30,17,0
1446,2011-01-18 09:00:00,66,0.82,1,-0.77,0,0,1,0,1,0,0,1,0,0,2011,3,1,1,31,-14,35,1
1447,2011-01-18 10:00:00,44,-0.66,0,0.0,0,0,0,1,1,0,0,0,1,0,2011,3,1,1,84,51,10,0
1448,2011-01-20 08:30:00,69,0.74,1,-4.78,0,0,1,0,1,0,0,1,0,0,2011,3,3,1,74,-53,18,1
1449,2011-01-20 10:30:00,46,-1.42,2,0.0,0,1,0,0,1,0,0,0,1,0,2011,3,3,1,46,-4,6,0
1450,2011-01-20 11:00:00,18,-1.68,1,0.0,0,1,0,0,1,0,0,0,0,1,2011,3,3,1,73,-65,19,1
1451,2011-01-25 09:00:00,65,-0.41,0,0.0,0,0,0,1,1,0,0,0,0,1,2011,4,1,1,39,15,21,1
1452,2011-01-25 09:59:00,64,-0.59,0,0.0,0,0,0,1,1,0,0,0,1,0,2011,4,1,1,45,24,64,1
1453,2011-01-26 10:00:00,47,1.09,1,-0.99,0,0,1,0,0,0,1,1,0,0,2011,4,2,1,29,-13,33,1
1454,2011-01-26 10:30:00,18,-3.73,1,0.0,0,1,0,0,1,0,0,0,0,1,2011,4,2,1,41,0,23,1
1455,2011-01-26 14:15:00,26,0.0,0,0.0,0,1,0,0,1,0,0,1,0,0,2011,4,2,1,52,-13,6,0
1456,2011-01-27 10:00:00,50,0.18,0,-1.48,1,0,1,0,0,0,1,1,0,0,2011,4,3,1,39,-14,20,1
1457,2011-01-27 10:30:00,46,-4.01,3,0.0,0,1,0,0,1,0,0,0,1,0,2011,4,3,1,29,-3,14,0
1458,2011-01-28 09:55:00,63,0.88,1,-2.03,0,0,1,0,1,0,0,0,0,1,2011,4,4,1,34,5,5,0
1459,2011-01-31 09:45:00,10,1.12,0,0.0,0,0,1,0,1,0,0,0,0,1,2011,5,0,1,24,-18,18,1
1460,2011-02-01 00:00:00,67,-0.92,0,0.0,0,0,0,1,1,0,0,0,1,0,2011,5,1,1,12,5,4,0
1461,2011-02-02 08:15:00,0,0.39,1,-2.43,2,0,1,0,0,0,1,1,0,0,2011,5,2,1,25,4,8,0
1462,2011-02-02 10:30:00,18,-0.1,1,0.0,0,1,0,0,1,0,0,0,0,1,2011,5,2,1,29,18,12,0
1463,2011-02-03 10:30:00,46,-0.19,0,0.0,0,1,0,0,1,0,0,0,1,0,2011,5,3,1,55,-30,15,0
1464,2011-02-07 15:00:00,12,1.6,0,0.34,0,0,1,0,0,1,0,0,1,0,2011,6,0,1,17,12,7,0
1465,2011-02-08 07:30:00,45,-0.15,0,0.0,0,1,0,0,1,0,0,0,1,0,2011,6,1,1,28,-7,3,0
1466,2011-02-08 10:00:00,37,-0.68,0,0.0,0,0,0,1,1,0,0,0,1,0,2011,6,1,1,33,0,16,0
1467,2011-02-09 10:30:00,18,-0.2,1,0.0,0,1,0,0,1,0,0,0,0,1,2011,6,2,1,43,30,12,0
1468,2011-02-10 08:30:00,69,0.99,1,-2.98,0,0,1,0,1,0,0,1,0,0,2011,6,3,1,54,-22,23,1
1469,2011-02-10 10:00:00,31,-0.31,0,-0.67,1,0,0,1,0,0,1,0,1,0,2011,6,3,1,40,1,13,0
1470,2011-02-10 10:30:00,46,-0.84,2,0.0,0,1,0,0,1,0,0,0,1,0,2011,6,3,1,38,-20,27,1
1471,2011-02-10 13:55:00,25,1.5,2,-2.9,3,0,1,0,1,0,0,0,0,1,2011,6,3,1,17,-10,0,0
1472,2011-02-11 08:30:00,68,-0.06,0,0.0,0,1,0,0,1,0,0,1,0,0,2011,6,4,1,26,15,3,0
1473,2011-02-11 09:55:00,58,-0.14,0,1.13,1,1,0,0,0,1,0,1,0,0,2011,6,4,1,31,1,20,1
1474,2011-02-15 09:00:00,66,-0.48,0,0.0,0,0,0,1,1,0,0,1,0,0,2011,7,1,1,48,11,3,0
1475,2011-02-16 10:30:00,18,-0.49,0,0.0,0,1,0,0,1,0,0,0,0,1,2011,7,2,1,29,2,19,1
1476,2011-02-17 10:30:00,46,0.0,1,0.0,0,1,0,0,1,0,0,0,1,0,2011,7,3,1,40,23,7,0
1477,2011-02-22 09:00:00,65,-0.69,0,0.0,0,0,0,1,1,0,0,0,0,1,2011,8,1,1,29,9,25,1
1478,2011-02-22 09:59:00,64,0.8,1,0.0,0,0,1,0,1,0,0,0,1,0,2011,8,1,1,26,8,9,0
1479,2011-02-22 10:00:00,6,1.26,1,9.02,2,0,1,0,0,1,0,1,0,0,2011,8,1,1,26,8,9,0
1480,2011-02-23 10:00:00,23,0.43,0,-5.26,2,0,1,0,0,0,1,1,0,0,2011,8,2,1,47,4,28,1
1481,2011-02-24 10:00:00,47,-2.25,1,-0.46,0,0,0,1,0,0,1,1,0,0,2011,8,3,1,38,13,39,1
1482,2011-02-24 10:06:00,35,-0.16,0,-1.18,0,0,0,1,0,0,1,0,1,0,2011,8,3,1,28,12,42,1
1483,2011-02-24 10:30:00,46,-0.38,0,0.0,0,1,0,0,1,0,0,0,1,0,2011,8,3,1,46,-1,7,0
1484,2011-02-24 11:00:00,18,-0.16,1,0.0,0,1,0,0,1,0,0,0,0,1,2011,8,3,1,53,6,3,0
1485,2011-02-25 09:55:00,63,1.88,1,-1.01,1,0,1,0,1,0,0,0,0,1,2011,8,4,1,31,-24,14,0
1486,2011-02-28 09:45:00,10,1.6,0,0.0,0,0,1,0,1,0,0,0,0,1,2011,9,0,1,25,1,16,0
1487,2011-02-28 10:00:00,50,-0.1,0,-18.99,3,0,0,1,0,0,1,1,0,0,2011,9,0,1,19,-20,7,0
