,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
0,clf,kn,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.74,{'n_neighbors': 81},0.73,0.70,0.73,1.00,0.62,0.01,944.00,348.00,"{'0': {'precision': 0.7328660436137072, 'recall': 0.996822033898305, 'f1-score': 0.8447037701974865, 'support': 944}, '1': {'precision': 0.625, 'recall': 0.014367816091954023, 'f1-score': 0.028089887640449437, 'support': 348}, 'micro avg': {'precision': 0.7321981424148607, 'recall': 0.7321981424148607, 'f1-score': 0.7321981424148607, 'support': 1292}, 'macro avg': {'precision': 0.6789330218068537, 'recall': 0.5055949249951295, 'f1-score': 0.43639682891896797, 'support': 1292}, 'weighted avg': {'precision': 0.7038123414638852, 'recall': 0.7321981424148607, 'f1-score': 0.6247489473415664, 'support': 1292}}",10.73
1,clf,svc-rbf,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.74,"{'C': 1, 'gamma': 1}",0.73,0.53,0.73,1.00,0.00,0.00,944.00,348.00,"{'0': {'precision': 0.7306501547987616, 'recall': 1.0, 'f1-score': 0.8443649373881932, 'support': 944}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 348}, 'micro avg': {'precision': 0.7306501547987616, 'recall': 0.7306501547987616, 'f1-score': 0.7306501547987616, 'support': 1292}, 'macro avg': {'precision': 0.3653250773993808, 'recall': 0.5, 'f1-score': 0.4221824686940966, 'support': 1292}, 'weighted avg': {'precision': 0.5338496487074542, 'recall': 0.7306501547987616, 'f1-score': 0.61693537220933, 'support': 1292}}",11.31
2,clf,dtree,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.76,"{'max_depth': 4, 'min_samples_leaf': 200}",0.75,0.72,0.76,0.95,0.59,0.20,944.00,348.00,"{'0': {'precision': 0.7632027257240205, 'recall': 0.9491525423728814, 'f1-score': 0.8460812086874411, 'support': 944}, '1': {'precision': 0.5932203389830508, 'recall': 0.20114942528735633, 'f1-score': 0.30042918454935624, 'support': 348}, 'micro avg': {'precision': 0.7476780185758514, 'recall': 0.7476780185758514, 'f1-score': 0.7476780185758514, 'support': 1292}, 'macro avg': {'precision': 0.6782115323535356, 'recall': 0.5751509838301189, 'f1-score': 0.5732551966183986, 'support': 1292}, 'weighted avg': {'precision': 0.7174179961684033, 'recall': 0.7476780185758514, 'f1-score': 0.6991099204521055, 'support': 1292}}",0.83
3,clf,rforest,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.76,"{'max_depth': 7, 'min_samples_leaf': 50, 'n_estimators': 50}",0.75,0.73,0.76,0.97,0.65,0.18,944.00,348.00,"{'0': {'precision': 0.7610693400167085, 'recall': 0.965042372881356, 'f1-score': 0.8510042036431573, 'support': 944}, '1': {'precision': 0.6526315789473685, 'recall': 0.1781609195402299, 'f1-score': 0.2799097065462754, 'support': 348}, 'micro avg': {'precision': 0.7530959752321982, 'recall': 0.7530959752321982, 'f1-score': 0.7530959752321982, 'support': 1292}, 'macro avg': {'precision': 0.7068504594820384, 'recall': 0.5716016462107929, 'f1-score': 0.5654569550947164, 'support': 1292}, 'weighted avg': {'precision': 0.7318616458587129, 'recall': 0.7530959752321982, 'f1-score': 0.6971799892548332, 'support': 1292}}",30.17
4,clf,xgb,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.75,{'n_estimators': 10},0.75,0.73,0.76,0.97,0.64,0.17,944.00,348.00,"{'0': {'precision': 0.7585345545378851, 'recall': 0.965042372881356, 'f1-score': 0.8494172494172495, 'support': 944}, '1': {'precision': 0.6373626373626373, 'recall': 0.16666666666666666, 'f1-score': 0.26423690205011385, 'support': 348}, 'micro avg': {'precision': 0.75, 'recall': 0.75, 'f1-score': 0.75, 'support': 1292}, 'macro avg': {'precision': 0.6979485959502612, 'recall': 0.5658545197740114, 'f1-score': 0.5568270757336817, 'support': 1292}, 'weighted avg': {'precision': 0.7258969174039949, 'recall': 0.75, 'f1-score': 0.6917990134391047, 'support': 1292}}",0.48
5,clf,gboosting,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.75,{'n_estimators': 100},0.74,0.71,0.76,0.94,0.56,0.21,944.00,348.00,"{'0': {'precision': 0.7628865979381443, 'recall': 0.940677966101695, 'f1-score': 0.8425047438330171, 'support': 944}, '1': {'precision': 0.5625, 'recall': 0.20689655172413793, 'f1-score': 0.3025210084033613, 'support': 348}, 'micro avg': {'precision': 0.7430340557275542, 'recall': 0.7430340557275542, 'f1-score': 0.7430340557275542, 'support': 1292}, 'macro avg': {'precision': 0.6626932989690721, 'recall': 0.5737872589129165, 'f1-score': 0.5725128761181892, 'support': 1292}, 'weighted avg': {'precision': 0.7089124988031024, 'recall': 0.7430340557275542, 'f1-score': 0.6970602082838528, 'support': 1292}}",1.28
6,clf,ada,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.75,{'n_estimators': 50},0.75,0.73,0.77,0.94,0.60,0.26,944.00,348.00,"{'0': {'precision': 0.7742782152230971, 'recall': 0.9375, 'f1-score': 0.8481073310972689, 'support': 944}, '1': {'precision': 0.6040268456375839, 'recall': 0.25862068965517243, 'f1-score': 0.3621730382293763, 'support': 348}, 'micro avg': {'precision': 0.7546439628482973, 'recall': 0.7546439628482973, 'f1-score': 0.7546439628482972, 'support': 1292}, 'macro avg': {'precision': 0.6891525304303405, 'recall': 0.5980603448275862, 'f1-score': 0.6051401846633226, 'support': 1292}, 'weighted avg': {'precision': 0.7284210351799403, 'recall': 0.7546439628482973, 'f1-score': 0.7172210045353288, 'support': 1292}}",1.23
0,reg,kn,max,basic,ALL_NO_1_1_1,60_120,included,basic,14.15,{'n_neighbors': 41},,,,,,,,,13.97,9.33
1,reg,svr-rbf,max,basic,ALL_NO_1_1_1,60_120,included,basic,15.44,"{'C': 5, 'gamma': 1}",,,,,,,,,15.40,10.38
2,reg,dtree,max,basic,ALL_NO_1_1_1,60_120,included,basic,13.84,"{'max_depth': 4, 'min_samples_leaf': 50}",,,,,,,,,13.93,0.80
