,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_candle_25_30_after,volatility_30_60_after,pips_candle_30_60_after,volatility_60_0_before,pips_agg_60_0_before,pips_candle_max_60_180_after,reaction_max_60_180_after
406,2009-07-17 08:30:00,3,1.07,1,0.0,0,0,1,0,1,0,0,1,2009,29,4,1,12,4,18,5,9,-3,11,2,14,0,23,16,24,17,44,-18,13,0
407,2009-07-23 08:30:00,32,-0.11,0,-3.65,0,1,0,0,1,0,0,1,2009,30,3,1,16,2,11,5,12,0,10,-1,13,-5,14,-1,26,-4,22,11,87,1
408,2009-07-23 10:00:00,14,0.34,1,-1.05,1,0,1,0,0,0,1,1,2009,30,3,1,11,-5,18,8,11,1,28,21,8,2,12,-2,28,-1,41,-1,37,1
409,2009-07-27 10:00:00,21,1.33,1,0.32,1,0,1,0,0,1,0,1,2009,31,0,1,24,10,14,-6,20,-16,13,-4,13,-6,12,-4,22,9,30,-19,11,0
410,2009-07-28 10:00:00,4,-0.25,0,0.0,0,0,0,1,1,0,0,1,2009,31,1,1,26,-16,27,-9,21,-11,13,2,7,-2,11,1,17,0,56,-26,3,0
411,2009-07-29 08:30:00,8,0.41,0,-0.28,0,0,1,0,0,0,1,1,2009,31,2,1,19,2,26,-18,15,-7,17,10,10,-1,7,-3,23,-10,33,0,4,0
412,2009-07-30 08:30:00,32,-0.41,0,-5.98,1,0,0,1,0,0,1,1,2009,31,3,1,18,-4,16,-7,14,5,15,10,10,1,13,2,41,-24,23,-2,50,1
413,2009-07-31 08:30:00,1,0.38,0,0.46,1,0,1,0,0,1,0,1,2009,31,4,1,23,-7,23,-14,16,10,10,2,14,-1,10,-3,53,23,33,-17,102,1
414,2009-08-03 10:00:00,17,2.83,1,0.0,0,0,1,0,1,0,0,1,2009,32,0,1,35,33,21,3,23,16,20,7,21,6,30,12,38,24,46,13,24,0
415,2009-08-04 10:00:00,24,0.73,1,0.96,1,0,1,0,0,1,0,1,2009,32,1,1,22,7,15,-3,17,9,14,-6,16,-11,12,-1,27,19,22,22,20,0
416,2009-08-05 08:15:00,0,-0.2,0,0.17,1,0,0,1,0,1,0,1,2009,32,2,1,21,-5,19,-5,14,-8,16,-6,13,3,10,-1,19,-2,37,-4,8,0
417,2009-08-05 10:00:00,18,-1.49,1,0.0,0,0,0,1,1,0,0,1,2009,32,2,1,25,-11,12,0,23,-8,15,-5,21,14,10,2,24,18,29,-11,40,1
418,2009-08-06 08:30:00,32,1.59,1,-3.51,1,0,1,0,1,0,0,1,2009,32,3,1,13,1,19,10,22,10,15,1,16,-10,12,-5,27,2,21,4,9,0
419,2009-08-12 08:30:00,31,0.33,0,0.0,0,0,1,0,1,0,0,1,2009,33,2,1,18,-8,11,0,15,4,15,9,13,-1,12,-8,29,18,42,1,40,1
420,2009-08-12 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,33,2,1,63,-44,32,-8,44,-30,24,-1,14,3,20,14,59,35,23,5,12,0
421,2009-08-14 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,33,4,1,16,5,15,-8,10,0,9,2,11,-4,18,-9,22,-5,23,-4,2,0
422,2009-08-17 09:00:00,30,1.68,1,-0.14,0,0,1,0,1,0,0,1,2009,34,0,1,18,8,13,-5,10,3,11,1,8,-2,11,-8,18,-11,38,21,30,1
423,2009-08-20 08:30:00,32,-1.2,1,-2.74,0,0,0,1,1,0,0,1,2009,34,3,1,16,-6,12,-6,17,9,11,4,14,-3,11,-3,23,7,30,18,40,1
424,2009-08-21 10:00:00,14,1.45,1,0.0,0,0,1,0,1,0,0,1,2009,34,4,1,51,41,20,-12,13,8,25,-22,20,-15,30,-12,45,-25,23,2,46,1
425,2009-08-25 10:00:00,4,0.74,1,0.99,0,0,1,0,0,1,0,1,2009,35,1,1,21,-5,24,-8,17,-10,17,-10,16,8,12,-5,25,17,30,5,2,0
426,2009-08-26 08:30:00,8,-0.09,0,1.08,1,0,0,1,0,1,0,1,2009,35,2,1,32,-22,18,4,10,0,16,8,17,11,7,-4,48,-36,26,13,2,0
427,2009-08-26 10:00:00,21,1.66,1,0.91,1,0,1,0,0,1,0,1,2009,35,2,1,20,15,12,0,13,9,18,-9,16,6,16,-12,29,3,73,-64,8,0
428,2009-09-02 08:15:00,0,-0.5,1,0.28,1,0,0,1,0,1,0,1,2009,36,2,1,23,-9,18,-15,17,12,20,4,15,4,17,-9,23,-14,26,-13,68,1
429,2009-09-03 08:30:00,32,-0.29,0,-5.66,1,0,0,1,1,0,0,1,2009,36,3,1,23,-15,25,-8,17,2,10,-5,12,-4,13,-2,25,-6,30,3,7,0
430,2009-09-03 10:00:00,18,-0.07,0,0.0,0,1,0,0,1,0,0,1,2009,36,3,1,27,-14,19,-1,15,-3,18,-12,10,4,17,-1,22,10,28,-9,16,0
431,2009-09-16 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,38,2,1,21,-13,17,6,10,-5,21,12,19,13,11,-3,31,-16,22,-2,24,0
432,2009-09-16 09:00:00,30,-1.04,1,-0.17,0,0,0,1,1,0,0,1,2009,38,2,1,20,8,13,8,15,-11,17,-5,8,-1,11,-7,33,-16,37,11,51,1
433,2009-09-23 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,39,2,1,65,42,32,-3,21,12,25,9,17,-14,15,-5,46,-22,27,-4,2,0
434,2009-09-24 08:30:00,32,1.16,1,-3.65,1,0,1,0,0,0,1,1,2009,39,3,1,28,12,10,-3,11,4,13,5,13,1,11,-6,25,-11,25,7,2,0
435,2009-09-24 10:00:00,14,-2.12,1,0.0,0,0,0,1,1,0,0,1,2009,39,3,1,30,-27,14,-9,14,-6,19,-8,16,6,13,2,46,-20,50,-33,11,0
436,2009-09-25 08:30:00,8,-1.48,0,-0.07,0,0,0,1,1,0,0,1,2009,39,4,1,33,-31,17,-3,14,3,15,9,16,-6,14,7,27,15,37,-17,62,1
437,2009-09-25 10:00:00,21,-0.51,0,-0.59,0,0,0,1,0,0,1,1,2009,39,4,1,36,15,24,16,20,-14,19,9,16,-4,13,-3,27,-6,45,37,28,1
438,2009-09-29 10:00:00,4,-0.5,0,0.57,0,0,0,1,0,1,0,1,2009,40,1,1,16,-4,23,14,14,-1,11,-1,17,-12,15,8,35,-17,47,-17,40,1
439,2009-09-30 08:15:00,0,-0.59,1,0.54,1,0,0,1,0,1,0,1,2009,40,2,1,26,18,35,-21,26,-16,20,11,18,-5,19,-13,32,20,41,-19,16,0
440,2009-10-01 08:30:00,32,-1.66,1,-2.98,0,0,0,1,1,0,0,1,2009,40,3,1,36,-7,26,16,13,2,15,11,12,2,18,6,16,5,23,4,16,0
441,2009-10-05 10:00:00,18,0.7,0,0.0,0,0,1,0,1,0,0,1,2009,41,0,1,13,-4,16,-5,12,1,14,7,15,6,12,-2,20,9,29,20,29,1
442,2009-10-08 08:30:00,32,1.47,1,-2.24,0,0,1,0,1,0,0,1,2009,41,3,1,15,1,23,10,7,-1,17,-8,31,6,35,26,62,-57,17,-3,58,1
443,2009-10-09 08:30:00,31,0.63,0,-0.28,0,0,1,0,1,0,0,1,2009,41,4,1,11,-5,12,6,13,-11,11,0,9,-1,13,0,23,14,32,-18,33,1
444,2009-10-16 09:00:00,30,-0.03,0,0.0,0,1,0,0,1,0,0,1,2009,42,4,1,19,13,15,-3,9,-1,10,0,13,3,12,-4,36,-2,41,-21,43,1
445,2009-10-22 08:30:00,32,-0.93,1,-3.3,1,0,0,1,0,0,1,1,2009,43,3,1,15,-8,12,1,14,-2,9,-2,12,-1,11,1,43,16,37,25,17,0
446,2009-10-23 10:00:00,14,1.15,1,-0.49,0,0,1,0,1,0,0,1,2009,43,4,1,15,-6,14,-4,16,-4,13,6,11,-1,15,4,24,7,32,-12,33,1
447,2009-10-27 10:00:00,4,-0.78,1,-0.43,1,0,0,1,1,0,0,1,2009,44,1,1,39,-31,30,-14,22,10,22,-15,11,6,22,15,22,-4,46,-29,27,1
448,2009-10-28 08:30:00,8,0.31,0,-0.32,0,0,1,0,0,0,1,1,2009,44,2,1,15,2,13,-1,13,4,9,0,9,1,14,5,33,22,46,27,3,0
449,2009-10-28 10:00:00,21,-1.5,1,-1.46,0,0,0,1,0,0,1,1,2009,44,2,1,29,-23,11,7,15,6,10,2,13,4,12,-2,42,-33,36,-3,23,0
450,2009-11-04 08:15:00,0,-0.49,0,0.73,2,0,0,1,0,1,0,1,2009,45,2,1,19,9,15,4,25,17,9,-4,10,-5,14,2,26,5,31,-8,58,1
451,2009-11-04 10:00:00,18,-0.82,0,0.0,0,0,0,1,1,0,0,1,2009,45,2,1,33,17,10,1,18,14,14,-7,7,-3,8,-2,23,9,43,29,8,0
452,2009-11-04 14:19:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,45,2,1,51,-17,34,-25,38,24,16,-3,54,30,16,9,24,-5,58,42,8,0
453,2009-11-05 08:30:00,32,0.63,1,-0.92,0,0,1,0,1,0,0,1,2009,45,3,1,19,16,20,4,33,29,17,-11,19,-12,13,5,33,-22,38,15,22,0
454,2009-11-12 08:30:00,32,0.66,1,-0.92,0,0,1,0,1,0,0,1,2009,46,3,1,15,-4,11,5,20,11,12,-5,8,0,9,-1,28,-12,29,2,13,0
455,2009-11-13 08:30:00,31,-1.39,1,-0.28,0,0,0,1,1,0,0,1,2009,46,4,1,19,11,14,1,17,-13,13,-1,8,2,11,3,31,-18,32,0,60,1
456,2009-11-13 09:55:00,28,-1.29,1,1.24,0,0,0,1,0,1,0,1,2009,46,4,1,21,-20,18,12,19,6,16,-1,12,6,12,2,54,41,53,-26,48,1
457,2009-11-17 08:30:00,23,-0.37,1,0.0,0,0,0,1,1,0,0,1,2009,47,1,1,17,2,18,12,11,1,15,-10,10,-1,13,-3,30,-23,29,13,26,0
458,2009-11-17 09:00:00,30,0.26,0,29.11,3,0,1,0,0,1,0,1,2009,47,1,1,13,4,11,-6,12,3,15,-7,17,7,17,-8,32,-2,32,-2,9,0
459,2009-11-19 08:30:00,32,-0.16,0,-1.37,0,1,0,0,1,0,0,1,2009,47,3,1,21,10,14,-4,9,0,9,2,17,6,10,-2,21,5,29,12,11,0
460,2009-11-23 10:00:00,14,1.99,2,-1.45,1,0,1,0,0,0,1,1,2009,48,0,1,19,-5,9,4,18,-3,7,-1,14,-8,9,-2,18,-4,21,10,8,0
461,2009-11-24 08:30:00,26,-0.17,0,-2.35,1,0,0,1,1,0,0,1,2009,48,1,1,14,-11,9,-2,24,21,14,4,13,-7,9,-1,25,-20,15,-4,10,0
462,2009-11-24 10:00:00,4,0.38,0,2.28,1,0,1,0,0,1,0,1,2009,48,1,1,28,-1,24,-8,7,1,2,1,1,-1,2,0,25,3,45,-25,15,0
463,2009-11-25 10:00:00,21,0.64,1,0.31,0,0,1,0,0,1,0,1,2009,48,2,1,17,2,12,0,10,-1,14,6,11,-5,12,-6,21,9,38,-6,35,1
464,2009-11-30 09:45:00,6,0.64,1,0.0,0,0,1,0,1,0,0,1,2009,49,0,1,13,-6,10,-2,15,3,12,0,13,6,11,5,38,-16,38,-9,5,0
465,2009-12-02 08:15:00,0,-0.71,0,0.53,1,0,0,1,0,1,0,1,2009,49,2,1,15,-7,15,10,11,-5,13,-4,10,-1,9,2,23,-8,17,6,20,0
466,2009-12-03 08:30:00,32,1.36,1,-2.7,0,0,1,0,1,0,0,1,2009,49,3,1,18,-10,58,22,33,-20,18,-4,21,-13,14,-5,46,-15,18,-2,26,0
467,2009-12-03 10:00:00,18,-2.41,1,0.0,0,0,0,1,1,0,0,1,2009,49,3,1,18,-9,12,6,9,-4,9,-5,9,4,15,9,33,9,46,-14,11,0
468,2009-12-11 09:55:00,28,1.25,1,1.62,1,0,1,0,0,1,0,1,2009,50,4,1,10,-7,20,5,23,-16,12,2,23,-14,14,6,33,-7,98,-90,3,0
469,2009-12-15 08:30:00,23,1.26,1,0.0,0,0,1,0,1,0,0,1,2009,51,1,1,18,-2,11,-1,14,-3,12,3,16,13,15,-6,26,9,23,4,17,0
470,2009-12-15 09:00:00,30,-0.36,0,0.0,0,0,0,1,1,0,0,1,2009,51,1,1,17,7,11,5,14,-4,21,12,11,3,12,-3,20,-4,28,9,21,0
471,2009-12-16 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,51,2,1,44,-7,34,-26,21,4,15,-5,13,8,13,-1,24,14,23,11,12,0
472,2009-12-17 08:30:00,32,-0.78,1,-0.6,0,0,0,1,1,0,0,1,2009,51,3,1,17,1,12,-2,17,-9,15,8,9,-1,11,2,22,12,39,-17,12,0
473,2009-12-17 10:00:00,25,1.04,0,0.0,0,0,1,0,1,0,0,1,2009,51,3,1,17,14,15,-7,11,-3,9,0,7,1,11,-7,29,3,33,7,4,0
474,2009-12-22 10:00:00,14,1.03,1,-0.46,0,0,1,0,1,0,0,1,2009,52,1,1,25,-5,16,6,15,-11,11,-2,24,16,12,-4,65,-48,37,-30,51,1
475,2009-12-23 10:00:00,21,-2.57,1,-3.26,1,0,0,1,0,0,1,1,2009,52,2,1,42,34,13,-2,13,6,10,0,11,-1,9,-1,22,-4,33,0,36,1
476,2009-12-29 10:00:00,4,-0.02,0,2.04,1,1,0,0,0,1,0,1,2009,52,1,1,18,-9,17,10,10,-4,14,3,9,0,9,-4,26,-21,31,-10,6,0
477,2009-12-30 09:45:00,6,1.12,1,0.0,0,0,1,0,1,0,0,1,2009,52,2,1,15,-8,17,8,15,-5,9,-4,9,2,9,3,47,-15,41,-31,78,1
478,2009-12-31 08:30:00,32,1.31,1,-0.98,0,0,1,0,1,0,0,1,2009,52,3,1,31,-23,15,7,8,-2,9,-3,7,2,24,15,20,-12,23,-4,3,0
479,2010-01-04 10:00:00,17,0.88,1,0.0,0,0,1,0,1,0,0,1,2010,2,0,1,18,1,21,11,15,-12,24,-16,12,2,13,8,44,23,32,1,4,0
480,2010-01-05 10:00:00,24,-7.56,2,0.61,0,0,0,1,0,1,0,1,2010,2,1,1,23,16,15,-11,9,3,16,9,11,-5,19,9,26,-14,41,-19,8,0
481,2010-01-06 08:15:00,0,-0.55,0,2.93,1,0,0,1,0,1,0,1,2010,2,2,1,22,17,13,-8,11,4,11,-1,17,10,10,2,25,-14,28,6,57,1
482,2010-01-06 10:00:00,18,-0.27,0,0.0,0,0,0,1,1,0,0,1,2010,2,2,1,28,22,23,14,11,-4,12,-1,10,-5,17,10,37,22,24,-5,24,0
483,2010-01-07 08:30:00,32,0.76,1,-0.6,0,0,1,0,1,0,0,1,2010,2,3,1,18,10,11,1,11,-3,9,4,10,7,8,2,26,12,42,-22,9,0
484,2010-01-12 08:30:00,31,-0.36,0,-0.63,0,0,0,1,1,0,0,1,2010,3,1,1,18,-8,13,6,10,1,18,7,13,-7,20,-12,33,17,33,-13,57,1
485,2010-01-15 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,3,4,1,17,0,17,-2,14,4,15,-3,14,4,14,-1,34,24,27,-15,5,0
486,2010-01-15 09:55:00,28,-0.2,0,-0.99,1,0,0,1,0,0,1,1,2010,3,4,1,13,-2,23,-14,17,-10,10,7,10,-1,12,4,18,-4,36,13,19,0
487,2010-01-19 09:00:00,30,2.12,1,-0.54,0,0,1,0,1,0,0,1,2010,4,1,1,21,-10,16,-9,14,9,10,-3,16,11,8,2,27,-10,36,14,20,0
488,2010-01-21 08:30:00,32,-2.32,1,-2.83,0,0,0,1,1,0,0,1,2010,4,3,1,18,9,19,12,12,-5,9,-6,13,2,12,-5,23,20,28,-6,11,0
489,2010-01-21 10:00:00,25,-1.03,0,0.0,0,0,0,1,1,0,0,1,2010,4,3,1,9,6,12,3,10,-5,16,-8,29,-26,18,-13,26,-1,37,19,87,1
490,2010-01-25 10:00:00,14,-2.03,2,0.0,0,0,0,1,1,0,0,1,2010,5,0,1,13,-5,17,-8,10,0,10,3,12,4,14,4,20,-13,23,9,12,0
491,2010-01-26 10:00:00,4,0.49,0,1.23,0,0,1,0,0,1,0,1,2010,5,1,1,13,3,17,10,15,5,14,-3,10,-6,16,-8,27,16,28,-21,41,1
492,2010-01-27 10:00:00,21,-0.59,0,0.96,1,0,0,1,0,1,0,1,2010,5,2,1,15,2,14,8,18,-11,13,-7,11,5,12,4,25,-7,33,2,23,0
493,2010-01-27 14:16:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,5,2,1,31,-14,30,-18,14,-9,15,-1,25,19,31,13,46,-19,30,9,26,0
494,2010-01-29 08:30:00,1,1.16,1,-0.96,1,0,1,0,0,0,1,1,2010,5,4,1,35,-18,12,-2,16,8,11,1,16,-9,12,-1,27,-14,17,6,9,0
495,2010-02-01 10:00:00,17,1.5,1,0.0,0,0,1,0,1,0,0,1,2010,6,0,1,26,-19,14,3,11,5,11,1,15,6,13,-11,25,-3,29,10,19,0
496,2010-02-02 10:00:00,24,0.07,0,-3.65,1,0,1,0,0,0,1,1,2010,6,1,1,15,-10,9,-3,17,-8,10,7,10,5,19,7,18,-17,26,15,26,0
497,2010-02-03 08:15:00,0,0.45,0,2.77,1,0,1,0,0,1,0,1,2010,6,2,1,7,-4,11,-6,11,-11,4,2,5,-1,13,-9,22,-6,21,-15,8,0
498,2010-02-03 10:00:00,18,-0.43,0,0.0,0,0,0,1,1,0,0,1,2010,6,2,1,12,-5,11,3,11,-3,17,-7,11,-6,14,-8,19,0,20,9,12,0
499,2010-02-04 08:30:00,32,-0.7,1,-1.63,0,0,0,1,1,0,0,1,2010,6,3,1,14,-1,12,-5,13,-1,20,-5,13,0,19,-11,18,4,15,5,7,0
500,2010-02-10 08:30:00,31,-1.1,1,0.0,0,0,0,1,1,0,0,1,2010,7,2,1,16,-7,10,3,17,-12,19,-4,12,3,15,2,34,-16,56,-16,10,0
501,2010-02-11 08:30:00,32,0.97,1,-2.45,0,0,1,0,1,0,0,1,2010,7,3,1,18,-7,16,-7,23,-9,14,-4,19,14,11,-4,42,-27,30,2,8,0
502,2010-02-12 09:55:00,28,-0.25,0,1.01,1,0,0,1,0,1,0,1,2010,7,4,1,45,34,27,-18,39,34,14,-8,17,3,20,-13,30,-16,42,-3,28,1
503,2010-02-16 09:00:00,30,0.24,0,-0.14,0,0,1,0,1,0,0,1,2010,8,1,1,10,-2,21,-10,14,-3,10,-2,10,-2,11,6,18,7,44,34,101,1
504,2010-02-17 08:30:00,3,-0.27,0,0.0,0,1,0,0,1,0,0,1,2010,8,2,1,15,2,14,-1,14,8,19,-9,10,1,11,9,30,-15,26,-21,9,0
505,2010-02-18 10:00:00,25,0.1,0,0.0,0,0,1,0,1,0,0,1,2010,8,3,1,14,7,16,-8,18,10,13,-8,12,-8,13,-5,22,5,89,53,1,0
506,2010-02-19 08:30:00,7,-3.59,2,0.0,0,0,0,1,1,0,0,1,2010,8,4,1,22,0,26,-14,16,7,16,4,14,6,23,-11,26,-15,22,15,28,1
507,2010-02-23 10:00:00,4,-2.46,1,1.07,0,0,0,1,0,1,0,1,2010,9,1,1,23,-16,26,20,20,-15,16,2,15,-8,12,5,50,31,38,-8,1,0
508,2010-02-24 10:00:00,21,-1.13,1,0.36,1,0,0,1,0,1,0,1,2010,9,2,1,50,23,23,-12,22,-8,17,-9,12,-1,12,6,57,45,42,21,1,0
509,2010-02-26 08:30:00,26,0.69,2,-1.57,0,0,1,0,1,0,0,1,2010,9,4,1,21,-9,21,10,13,5,13,8,20,0,8,-2,24,4,40,-27,98,1
510,2010-02-26 10:00:00,14,-1.22,2,-0.82,0,0,0,1,1,0,0,1,2010,9,4,1,28,-22,17,9,14,5,10,4,16,6,16,13,60,36,34,6,38,1
511,2010-03-01 10:00:00,17,-0.58,1,0.0,0,0,0,1,1,0,0,1,2010,10,0,1,21,14,12,7,15,-1,13,-6,35,-25,33,-24,22,3,42,-23,63,1
512,2010-03-03 08:15:00,0,-0.22,0,-5.16,1,1,0,0,0,0,1,1,2010,10,2,1,19,8,15,4,13,8,14,-5,18,-2,15,7,43,-15,48,4,90,1
513,2010-03-03 10:00:00,18,1.46,1,0.0,0,0,1,0,1,0,0,1,2010,10,2,1,24,-13,18,0,12,-4,16,10,17,3,12,3,48,38,32,-3,48,1
514,2010-03-04 08:30:00,32,-0.14,0,-1.75,0,1,0,0,1,0,0,1,2010,10,3,1,18,-4,26,11,17,-5,11,3,11,3,20,11,32,-7,34,-13,10,0
515,2010-03-04 10:00:00,24,-1.1,1,-0.91,1,0,0,1,0,0,1,1,2010,10,3,1,14,2,27,-20,11,2,20,-12,17,-4,13,-2,33,30,58,-43,0,0
516,2010-03-12 09:55:00,28,-0.39,0,-0.07,0,0,0,1,1,0,0,1,2010,11,4,1,8,4,23,-13,10,-6,9,4,12,2,10,1,28,19,31,-9,21,0
517,2010-03-15 08:58:00,30,-0.71,0,0.0,0,0,0,1,1,0,0,1,2010,12,0,1,10,-2,10,-4,12,-9,9,3,9,4,10,-1,26,-7,20,0,12,0
518,2010-03-16 08:30:00,3,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,12,1,1,12,6,9,1,9,-1,9,-4,9,1,10,3,18,-8,25,-2,55,1
519,2010-03-16 14:13:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,12,1,1,39,-8,18,12,14,-4,11,-6,23,-15,13,-5,32,23,34,9,16,0
520,2010-03-17 08:30:00,23,-0.59,1,0.0,0,0,0,1,1,0,0,1,2010,12,2,1,10,5,15,-10,17,-12,7,0,11,1,7,0,28,-14,29,-17,20,0
521,2010-03-18 10:00:00,25,0.41,0,0.0,0,0,1,0,1,0,0,1,2010,12,3,1,19,8,10,-6,8,-2,9,-3,10,2,11,-9,17,-6,33,14,4,0
522,2010-03-23 10:00:00,14,-0.02,0,0.0,0,1,0,0,1,0,0,1,2010,13,1,1,16,3,27,21,11,-4,19,14,16,2,16,-10,40,-8,36,5,37,1
523,2010-03-24 08:30:00,8,0.22,0,2.48,1,0,1,0,0,1,0,1,2010,13,2,1,17,7,21,-14,11,7,12,2,11,0,14,6,24,-2,34,-23,31,1
524,2010-03-24 10:00:00,21,-0.26,0,0.34,1,0,0,1,0,1,0,1,2010,13,2,1,12,-2,14,7,10,3,11,2,9,0,13,-6,24,-14,34,7,14,0
525,2010-03-25 08:30:00,32,0.59,1,-1.2,0,0,1,0,1,0,0,1,2010,13,3,1,16,-4,12,4,10,3,11,-2,12,4,8,-1,23,-17,35,-15,24,0
526,2010-03-30 10:00:00,4,0.47,1,0.72,0,0,1,0,0,1,0,1,2010,14,1,1,16,7,15,-9,11,-10,10,-2,10,3,15,-6,40,-19,41,-23,11,0
527,2010-03-31 08:15:00,0,-5.66,1,-0.15,0,0,0,1,1,0,0,1,2010,14,2,1,25,18,20,14,13,-9,19,-12,11,-1,10,3,20,8,19,2,39,1
528,2010-04-01 08:30:00,32,-0.06,0,-4.24,0,1,0,0,1,0,0,1,2010,14,3,1,15,7,15,7,15,6,11,6,10,-2,11,7,11,0,42,-28,70,1
529,2010-04-01 10:00:00,17,1.28,1,0.0,0,0,1,0,1,0,0,1,2010,14,3,1,28,-12,16,-5,20,12,12,-4,10,-6,10,1,38,27,38,21,48,1
530,2010-04-08 08:30:00,32,-4.29,1,-2.63,0,0,0,1,1,0,0,1,2010,15,3,1,11,-1,13,6,10,-2,14,7,12,0,15,9,32,-12,21,-4,58,1
531,2010-04-13 08:30:00,31,-0.29,0,-0.66,0,0,0,1,1,0,0,1,2010,16,1,1,15,9,9,1,14,7,8,-1,17,11,13,7,24,-15,19,-3,1,0
532,2010-04-15 08:30:00,32,-3.4,1,0.0,1,0,0,1,1,0,0,1,2010,16,3,1,17,-12,8,4,13,8,16,-7,14,9,11,-1,28,4,27,18,28,1
533,2010-04-15 09:00:00,30,0.26,0,-1.48,2,0,1,0,0,0,1,1,2010,16,3,1,15,1,14,-7,12,-7,20,14,9,0,10,5,15,-2,25,11,30,1
534,2010-04-15 10:00:00,25,0.13,0,0.0,0,0,1,0,1,0,0,1,2010,16,3,1,13,0,12,5,19,4,9,-4,9,-3,7,2,22,8,31,3,9,0
535,2010-04-16 08:30:00,3,1.65,1,1.03,2,0,1,0,0,1,0,1,2010,16,4,1,15,-6,14,-7,9,7,15,-3,10,-5,16,-8,26,5,24,5,30,1
536,2010-04-16 09:55:00,28,-1.46,1,1.01,0,0,0,1,0,1,0,1,2010,16,4,1,16,9,14,2,20,14,14,-3,21,9,17,-11,43,-18,30,-18,17,0
537,2010-04-22 10:00:00,14,0.17,0,-0.82,0,0,1,0,1,0,0,1,2010,17,3,1,14,-1,11,-1,15,-5,12,9,15,5,42,14,30,16,50,-36,6,0
538,2010-04-23 08:30:00,8,1.56,1,1.27,1,0,1,0,0,1,0,1,2010,17,4,1,17,2,18,-10,9,-4,19,-9,13,5,13,5,27,-12,39,-18,106,1
539,2010-04-23 10:00:00,21,2.1,1,0.92,1,0,1,0,0,1,0,1,2010,17,4,1,21,-10,11,-1,34,28,16,-4,12,3,11,-7,58,31,54,26,27,1
540,2010-04-27 10:00:00,4,0.89,1,-0.69,1,0,1,0,1,0,0,1,2010,18,1,1,16,0,13,6,11,-8,9,0,14,-1,13,11,55,-15,39,6,17,0
541,2010-04-28 14:14:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,18,2,1,20,6,21,10,18,8,14,6,16,10,13,-10,19,14,21,0,27,1
542,2010-04-29 08:30:00,32,-0.27,0,-1.83,0,0,0,1,1,0,0,1,2010,18,3,1,13,3,11,3,11,-7,20,-13,12,4,10,-1,53,-22,22,10,22,0
543,2010-04-30 08:30:00,1,-0.18,0,-0.08,0,0,0,1,0,0,1,1,2010,18,4,1,15,11,11,5,9,0,12,3,10,-6,13,6,20,9,29,-17,5,0
544,2010-05-03 10:00:00,17,0.2,0,0.0,0,0,1,0,1,0,0,1,2010,19,0,1,14,-2,11,-1,9,4,10,-5,12,-7,15,-9,29,-12,17,-6,21,0
545,2010-05-04 10:00:00,24,0.15,0,-0.46,0,0,1,0,1,0,0,1,2010,19,1,1,14,0,10,-2,13,1,16,-9,16,9,11,-2,34,-27,40,-12,26,0
546,2010-05-05 08:15:00,0,-0.11,0,1.65,1,1,0,0,0,1,0,1,2010,19,2,1,19,-10,13,8,19,-15,14,-8,17,-6,13,7,92,-63,32,-11,44,1
547,2010-05-05 10:00:00,18,-0.37,0,0.0,0,0,0,1,1,0,0,1,2010,19,2,1,29,13,11,1,12,-5,17,11,15,2,18,-11,34,5,58,-14,53,1
548,2010-05-06 08:30:00,32,-0.16,0,-1.98,0,1,0,0,1,0,0,1,2010,19,3,1,21,-12,19,12,15,-4,18,7,19,-7,24,-20,42,5,61,-28,52,1
549,2010-05-12 08:30:00,31,-0.11,0,-0.63,0,1,0,0,1,0,0,1,2010,20,2,1,14,-5,14,-6,13,5,14,7,10,1,11,-4,34,-8,27,3,45,1
550,2010-05-13 08:30:00,32,-0.22,0,-2.64,0,1,0,0,1,0,0,1,2010,20,3,1,15,-10,14,2,25,-21,21,16,10,2,17,-10,29,-10,34,-18,51,1
551,2010-05-14 09:55:00,28,-0.06,0,2.51,1,1,0,0,0,1,0,1,2010,20,4,1,15,-10,23,-12,20,5,14,13,21,-5,19,6,26,-17,91,-72,6,0
552,2010-05-17 09:00:00,30,1.81,1,0.0,0,0,1,0,1,0,0,1,2010,21,0,1,23,18,13,-2,16,-3,19,11,31,20,16,-9,54,-10,41,-11,20,0
