,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
0,clf,kn,max,basic,ALL_NO_1_1_1,60_180,included,basic,0.75,{'n_neighbors': 51},0.75,0.74,0.76,1.00,0.70,0.02,971.00,321.00,"{'0': {'precision': 0.7550702028081123, 'recall': 0.9969104016477858, 'f1-score': 0.8592987128273414, 'support': 971}, '1': {'precision': 0.7, 'recall': 0.021806853582554516, 'f1-score': 0.04229607250755287, 'support': 321}, 'micro avg': {'precision': 0.7546439628482973, 'recall': 0.7546439628482973, 'f1-score': 0.7546439628482972, 'support': 1292}, 'macro avg': {'precision': 0.7275351014040561, 'recall': 0.5093586276151701, 'f1-score': 0.4507973926674471, 'support': 1292}, 'weighted avg': {'precision': 0.7413879000980472, 'recall': 0.7546439628482973, 'f1-score': 0.6563127627169295, 'support': 1292}}",10.85
1,clf,svc-rbf,max,basic,ALL_NO_1_1_1,60_180,included,basic,0.75,"{'C': 1, 'gamma': 1}",0.75,0.56,0.75,1.00,0.00,0.00,971.00,321.00,"{'0': {'precision': 0.7515479876160991, 'recall': 1.0, 'f1-score': 0.8581528943879806, 'support': 971}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 321}, 'micro avg': {'precision': 0.7515479876160991, 'recall': 0.7515479876160991, 'f1-score': 0.7515479876160991, 'support': 1292}, 'macro avg': {'precision': 0.37577399380804954, 'recall': 0.5, 'f1-score': 0.4290764471939903, 'support': 1292}, 'weighted avg': {'precision': 0.5648243776898082, 'recall': 0.7515479876160991, 'f1-score': 0.6449430808442176, 'support': 1292}}",11.18
2,clf,dtree,max,basic,ALL_NO_1_1_1,60_180,included,basic,0.75,"{'max_depth': 4, 'min_samples_leaf': 250}",0.75,0.69,0.77,0.96,0.47,0.12,971.00,321.00,"{'0': {'precision': 0.7663088356729976, 'recall': 0.9557157569515963, 'f1-score': 0.8505957836846929, 'support': 971}, '1': {'precision': 0.4691358024691358, 'recall': 0.11838006230529595, 'f1-score': 0.1890547263681592, 'support': 321}, 'micro avg': {'precision': 0.7476780185758514, 'recall': 0.7476780185758514, 'f1-score': 0.7476780185758514, 'support': 1292}, 'macro avg': {'precision': 0.6177223190710667, 'recall': 0.5370479096284461, 'f1-score': 0.5198252550264261, 'support': 1292}, 'weighted avg': {'precision': 0.6924755975472704, 'recall': 0.7476780185758514, 'f1-score': 0.6862345767198266, 'support': 1292}}",0.83
3,clf,rforest,max,basic,ALL_NO_1_1_1,60_180,included,basic,0.75,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 100}",0.76,0.72,0.76,0.98,0.57,0.07,971.00,321.00,"{'0': {'precision': 0.7619808306709265, 'recall': 0.9824922760041195, 'f1-score': 0.8582995951417004, 'support': 971}, '1': {'precision': 0.575, 'recall': 0.07165109034267912, 'f1-score': 0.12742382271468142, 'support': 321}, 'micro avg': {'precision': 0.7561919504643962, 'recall': 0.7561919504643962, 'f1-score': 0.7561919504643962, 'support': 1292}, 'macro avg': {'precision': 0.6684904153354632, 'recall': 0.5270716831733993, 'f1-score': 0.4928617089281909, 'support': 1292}, 'weighted avg': {'precision': 0.7155250670135214, 'recall': 0.7561919504643962, 'f1-score': 0.6767120386795695, 'support': 1292}}",30.37
4,clf,xgb,max,basic,ALL_NO_1_1_1,60_180,included,basic,0.75,{'n_estimators': 50},0.76,0.72,0.77,0.96,0.57,0.16,971.00,321.00,"{'0': {'precision': 0.7749169435215947, 'recall': 0.96086508753862, 'f1-score': 0.8579310344827586, 'support': 971}, '1': {'precision': 0.5681818181818182, 'recall': 0.1557632398753894, 'f1-score': 0.24449877750611246, 'support': 321}, 'micro avg': {'precision': 0.7608359133126935, 'recall': 0.7608359133126935, 'f1-score': 0.7608359133126935, 'support': 1292}, 'macro avg': {'precision': 0.6715493808517065, 'recall': 0.5583141637070047, 'f1-score': 0.5512149059944356, 'support': 1292}, 'weighted avg': {'precision': 0.7235531856004892, 'recall': 0.7608359133126935, 'f1-score': 0.7055225557757127, 'support': 1292}}",0.51
5,clf,gboosting,max,basic,ALL_NO_1_1_1,60_180,included,basic,0.76,{'n_estimators': 100},0.75,0.71,0.77,0.95,0.50,0.17,971.00,321.00,"{'0': {'precision': 0.7742207245155855, 'recall': 0.9464469618949537, 'f1-score': 0.8517145505097313, 'support': 971}, '1': {'precision': 0.5047619047619047, 'recall': 0.16510903426791276, 'f1-score': 0.2488262910798122, 'support': 321}, 'micro avg': {'precision': 0.7523219814241486, 'recall': 0.7523219814241486, 'f1-score': 0.7523219814241486, 'support': 1292}, 'macro avg': {'precision': 0.6394913146387451, 'recall': 0.5557779980814332, 'f1-score': 0.5502704207947717, 'support': 1292}, 'weighted avg': {'precision': 0.7072731384931927, 'recall': 0.7523219814241486, 'f1-score': 0.7019257492117406, 'support': 1292}}",1.26
6,clf,ada,max,basic,ALL_NO_1_1_1,60_180,included,basic,0.75,{'n_estimators': 100},0.75,0.70,0.77,0.94,0.49,0.17,971.00,321.00,"{'0': {'precision': 0.7745762711864407, 'recall': 0.94129763130793, 'f1-score': 0.8498372849837286, 'support': 971}, '1': {'precision': 0.49107142857142855, 'recall': 0.17133956386292834, 'f1-score': 0.25404157043879905, 'support': 321}, 'micro avg': {'precision': 0.75, 'recall': 0.75, 'f1-score': 0.75, 'support': 1292}, 'macro avg': {'precision': 0.6328238498789346, 'recall': 0.5563185975854291, 'f1-score': 0.5519394277112638, 'support': 1292}, 'weighted avg': {'precision': 0.7041389225181598, 'recall': 0.75, 'f1-score': 0.7018106407353366, 'support': 1292}}",1.27
0,reg,kn,max,basic,ALL_NO_1_1_1,60_180,included,basic,19.08,{'n_neighbors': 41},,,,,,,,,18.89,9.50
1,reg,svr-rbf,max,basic,ALL_NO_1_1_1,60_180,included,basic,20.87,"{'C': 5, 'gamma': 1}",,,,,,,,,20.73,10.31
2,reg,dtree,max,basic,ALL_NO_1_1_1,60_180,included,basic,18.69,"{'max_depth': 5, 'min_samples_leaf': 150}",,,,,,,,,18.79,0.79
