,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
4,clf,xgb,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.78,{'n_estimators': 100},0.78,0.77,0.81,0.92,0.63,0.40,957.00,335.00,"{'0': {'precision': 0.81313598519889, 'recall': 0.9184952978056427, 'f1-score': 0.8626104023552503, 'support': 957}, '1': {'precision': 0.6303317535545023, 'recall': 0.3970149253731343, 'f1-score': 0.48717948717948717, 'support': 335}, 'micro avg': {'precision': 0.7832817337461301, 'recall': 0.7832817337461301, 'f1-score': 0.7832817337461302, 'support': 1292}, 'macro avg': {'precision': 0.7217338693766961, 'recall': 0.6577551115893885, 'f1-score': 0.6748949447673688, 'support': 1292}, 'weighted avg': {'precision': 0.765737055167257, 'recall': 0.7832817337461301, 'f1-score': 0.7652656991169525, 'support': 1292}}",0.32
5,clf,gboosting,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.78,{'n_estimators': 200},0.79,0.78,0.82,0.92,0.64,0.43,957.00,335.00,"{'0': {'precision': 0.8217636022514071, 'recall': 0.9153605015673981, 'f1-score': 0.8660405338606031, 'support': 957}, '1': {'precision': 0.6415929203539823, 'recall': 0.43283582089552236, 'f1-score': 0.5169340463458111, 'support': 335}, 'micro avg': {'precision': 0.7902476780185759, 'recall': 0.7902476780185759, 'f1-score': 0.7902476780185759, 'support': 1292}, 'macro avg': {'precision': 0.7316782613026946, 'recall': 0.6740981612314603, 'f1-score': 0.6914872901032071, 'support': 1292}, 'weighted avg': {'precision': 0.7750475198708828, 'recall': 0.7902476780185759, 'f1-score': 0.7755214368656687, 'support': 1292}}",0.76
6,clf,ada,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.77,{'n_estimators': 50},0.78,0.76,0.82,0.91,0.61,0.42,957.00,335.00,"{'0': {'precision': 0.8163841807909604, 'recall': 0.9059561128526645, 'f1-score': 0.8588410104011888, 'support': 957}, '1': {'precision': 0.6086956521739131, 'recall': 0.417910447761194, 'f1-score': 0.49557522123893816, 'support': 335}, 'micro avg': {'precision': 0.7794117647058824, 'recall': 0.7794117647058824, 'f1-score': 0.7794117647058824, 'support': 1292}, 'macro avg': {'precision': 0.7125399164824368, 'recall': 0.6619332803069293, 'f1-score': 0.6772081158200635, 'support': 1292}, 'weighted avg': {'precision': 0.7625330530148684, 'recall': 0.7794117647058824, 'f1-score': 0.7646505774527723, 'support': 1292}}",0.77
0,reg,kn,min,basic,ALL_NO_1_1_1,0_30,included,basic,12.19,{'n_neighbors': 31},,,,,,,,,12.02,2.64
1,reg,svr-rbf,min,basic,ALL_NO_1_1_1,0_30,included,basic,14.41,"{'C': 5, 'gamma': 1}",,,,,,,,,13.63,7.47
2,reg,dtree,min,basic,ALL_NO_1_1_1,0_30,included,basic,12.10,"{'max_depth': 5, 'min_samples_leaf': 50}",,,,,,,,,11.72,0.45
3,reg,rforest,min,basic,ALL_NO_1_1_1,0_30,included,basic,11.71,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,,,11.56,42.02
4,reg,xgb,min,basic,ALL_NO_1_1_1,0_30,included,basic,11.69,{'n_estimators': 50},,,,,,,,,11.64,0.30
5,reg,gboosting,min,basic,ALL_NO_1_1_1,0_30,included,basic,11.72,{'n_estimators': 50},,,,,,,,,11.73,0.59
6,reg,ada,min,basic,ALL_NO_1_1_1,0_30,included,basic,13.55,{'n_estimators': 10},,,,,,,,,13.87,0.40
0,clf,kn,max,basic,ALL_NO_3_2_1,0_30,included,basic,0.76,{'n_neighbors': 41},0.75,0.72,0.77,0.95,0.57,0.18,953.00,339.00,"{'0': {'precision': 0.7660472972972973, 'recall': 0.9517313746065058, 'f1-score': 0.8488535329901731, 'support': 953}, '1': {'precision': 0.5740740740740741, 'recall': 0.18289085545722714, 'f1-score': 0.2774049217002237, 'support': 339}, 'micro avg': {'precision': 0.75, 'recall': 0.75, 'f1-score': 0.75, 'support': 1292}, 'macro avg': {'precision': 0.6700606856856857, 'recall': 0.5673111150318665, 'f1-score': 0.5631292273451984, 'support': 1292}, 'weighted avg': {'precision': 0.7156766141141141, 'recall': 0.75, 'f1-score': 0.6989146171795749, 'support': 1292}}",3.18
1,clf,svc-rbf,max,basic,ALL_NO_3_2_1,0_30,included,basic,0.74,"{'C': 1, 'gamma': 1}",0.74,0.54,0.74,1.00,0.00,0.00,953.00,339.00,"{'0': {'precision': 0.7376160990712074, 'recall': 1.0, 'f1-score': 0.8489977728285079, 'support': 953}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 339}, 'micro avg': {'precision': 0.7376160990712074, 'recall': 0.7376160990712074, 'f1-score': 0.7376160990712074, 'support': 1292}, 'macro avg': {'precision': 0.3688080495356037, 'recall': 0.5, 'f1-score': 0.42449888641425393, 'support': 1292}, 'weighted avg': {'precision': 0.5440775096090252, 'recall': 0.7376160990712074, 'f1-score': 0.626234425313907, 'support': 1292}}",8.06
2,clf,dtree,max,basic,ALL_NO_3_2_1,0_30,included,basic,0.76,"{'max_depth': 4, 'min_samples_leaf': 10}",0.77,0.75,0.78,0.95,0.66,0.26,953.00,339.00,"{'0': {'precision': 0.7834339948231234, 'recall': 0.9527806925498427, 'f1-score': 0.8598484848484849, 'support': 953}, '1': {'precision': 0.6616541353383458, 'recall': 0.25958702064896755, 'f1-score': 0.37288135593220334, 'support': 339}, 'micro avg': {'precision': 0.7708978328173375, 'recall': 0.7708978328173375, 'f1-score': 0.7708978328173375, 'support': 1292}, 'macro avg': {'precision': 0.7225440650807347, 'recall': 0.6061838565994051, 'f1-score': 0.6163649203903441, 'support': 1292}, 'weighted avg': {'precision': 0.7514809202369472, 'recall': 0.7708978328173375, 'f1-score': 0.7320761499393367, 'support': 1292}}",0.49
3,clf,rforest,max,basic,ALL_NO_3_2_1,0_30,included,basic,0.77,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 10}",0.77,0.76,0.78,0.97,0.70,0.22,953.00,339.00,"{'0': {'precision': 0.7776838546069316, 'recall': 0.9653725078698846, 'f1-score': 0.8614232209737828, 'support': 953}, '1': {'precision': 0.6972477064220184, 'recall': 0.22418879056047197, 'f1-score': 0.3392857142857143, 'support': 339}, 'micro avg': {'precision': 0.7708978328173375, 'recall': 0.7708978328173375, 'f1-score': 0.7708978328173375, 'support': 1292}, 'macro avg': {'precision': 0.737465780514475, 'recall': 0.5947806492151783, 'f1-score': 0.6003544676297485, 'support': 1292}, 'weighted avg': {'precision': 0.7565787042704877, 'recall': 0.7708978328173375, 'f1-score': 0.7244227451477337, 'support': 1292}}",24.51
4,clf,xgb,max,basic,ALL_NO_3_2_1,0_30,included,basic,0.77,{'n_estimators': 100},0.77,0.75,0.79,0.94,0.63,0.30,953.00,339.00,"{'0': {'precision': 0.7904509283819628, 'recall': 0.938090241343127, 'f1-score': 0.8579654510556622, 'support': 953}, '1': {'precision': 0.6335403726708074, 'recall': 0.3008849557522124, 'f1-score': 0.40800000000000003, 'support': 339}, 'micro avg': {'precision': 0.7708978328173375, 'recall': 0.7708978328173375, 'f1-score': 0.7708978328173375, 'support': 1292}, 'macro avg': {'precision': 0.7119956505263851, 'recall': 0.6194875985476698, 'f1-score': 0.6329827255278311, 'support': 1292}, 'weighted avg': {'precision': 0.7492801246775652, 'recall': 0.7708978328173375, 'f1-score': 0.7399017607244939, 'support': 1292}}",0.32
5,clf,gboosting,max,basic,ALL_NO_3_2_1,0_30,included,basic,0.77,{'n_estimators': 100},0.76,0.74,0.79,0.93,0.60,0.31,953.00,339.00,"{'0': {'precision': 0.7899910634495085, 'recall': 0.9275970619097587, 'f1-score': 0.8532818532818534, 'support': 953}, '1': {'precision': 0.6011560693641619, 'recall': 0.30678466076696165, 'f1-score': 0.40625, 'support': 339}, 'micro avg': {'precision': 0.7647058823529411, 'recall': 0.7647058823529411, 'f1-score': 0.7647058823529412, 'support': 1292}, 'macro avg': {'precision': 0.6955735664068352, 'recall': 0.6171908613383601, 'f1-score': 0.6297659266409267, 'support': 1292}, 'weighted avg': {'precision': 0.7404438010695298, 'recall': 0.7647058823529411, 'f1-score': 0.735987891778333, 'support': 1292}}",0.75
6,clf,ada,max,basic,ALL_NO_3_2_1,0_30,included,basic,0.77,{'n_estimators': 50},0.77,0.75,0.80,0.92,0.61,0.34,953.00,339.00,"{'0': {'precision': 0.7978241160471442, 'recall': 0.9233997901364114, 'f1-score': 0.8560311284046694, 'support': 953}, '1': {'precision': 0.6137566137566137, 'recall': 0.3421828908554572, 'f1-score': 0.43939393939393945, 'support': 339}, 'micro avg': {'precision': 0.7708978328173375, 'recall': 0.7708978328173375, 'f1-score': 0.7708978328173375, 'support': 1292}, 'macro avg': {'precision': 0.705790364901879, 'recall': 0.6327913404959343, 'f1-score': 0.6477125338993044, 'support': 1292}, 'weighted avg': {'precision': 0.7495277667619353, 'recall': 0.7708978328173375, 'f1-score': 0.7467122374800275, 'support': 1292}}",0.81
0,reg,kn,max,basic,ALL_NO_3_2_1,0_30,included,basic,11.84,{'n_neighbors': 21},,,,,,,,,12.25,2.89
1,reg,svr-rbf,max,basic,ALL_NO_3_2_1,0_30,included,basic,13.63,"{'C': 5, 'gamma': 4}",,,,,,,,,14.43,7.22
2,reg,dtree,max,basic,ALL_NO_3_2_1,0_30,included,basic,11.58,"{'max_depth': 5, 'min_samples_leaf': 100}",,,,,,,,,11.79,0.45
3,reg,rforest,max,basic,ALL_NO_3_2_1,0_30,included,basic,11.26,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,,,11.51,43.38
4,reg,xgb,max,basic,ALL_NO_3_2_1,0_30,included,basic,11.25,{'n_estimators': 50},,,,,,,,,11.47,0.30
5,reg,gboosting,max,basic,ALL_NO_3_2_1,0_30,included,basic,11.36,{'n_estimators': 50},,,,,,,,,11.53,0.61
6,reg,ada,max,basic,ALL_NO_3_2_1,0_30,included,basic,12.33,{'n_estimators': 10},,,,,,,,,12.67,0.67
0,clf,kn,min,basic,ALL_NO_3_2_1,0_30,included,basic,0.75,{'n_neighbors': 31},0.76,0.74,0.78,0.95,0.61,0.24,957.00,335.00,"{'0': {'precision': 0.7796901893287436, 'recall': 0.9467084639498433, 'f1-score': 0.8551203397829165, 'support': 957}, '1': {'precision': 0.6076923076923076, 'recall': 0.23582089552238805, 'f1-score': 0.3397849462365591, 'support': 335}, 'micro avg': {'precision': 0.7623839009287926, 'recall': 0.7623839009287926, 'f1-score': 0.7623839009287926, 'support': 1292}, 'macro avg': {'precision': 0.6936912485105255, 'recall': 0.5912646797361156, 'f1-score': 0.5974526430097378, 'support': 1292}, 'weighted avg': {'precision': 0.7350932153750237, 'recall': 0.7623839009287926, 'f1-score': 0.7215000945522433, 'support': 1292}}",3.39
1,clf,svc-rbf,min,basic,ALL_NO_3_2_1,0_30,included,basic,0.73,"{'C': 1, 'gamma': 1}",0.74,0.55,0.74,1.00,0.00,0.00,957.00,335.00,"{'0': {'precision': 0.7407120743034056, 'recall': 1.0, 'f1-score': 0.8510449088483771, 'support': 957}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 335}, 'micro avg': {'precision': 0.7407120743034056, 'recall': 0.7407120743034056, 'f1-score': 0.7407120743034055, 'support': 1292}, 'macro avg': {'precision': 0.3703560371517028, 'recall': 0.5, 'f1-score': 0.42552245442418857, 'support': 1292}, 'weighted avg': {'precision': 0.5486543770188538, 'recall': 0.7407120743034056, 'f1-score': 0.6303792397584341, 'support': 1292}}",7.93
2,clf,dtree,min,basic,ALL_NO_3_2_1,0_30,included,basic,0.76,"{'max_depth': 3, 'min_samples_leaf': 200}",0.78,0.77,0.82,0.90,0.61,0.45,957.00,335.00,"{'0': {'precision': 0.8233046800382043, 'recall': 0.9007314524555904, 'f1-score': 0.8602794411177644, 'support': 957}, '1': {'precision': 0.6122448979591837, 'recall': 0.44776119402985076, 'f1-score': 0.5172413793103449, 'support': 335}, 'micro avg': {'precision': 0.7832817337461301, 'recall': 0.7832817337461301, 'f1-score': 0.7832817337461302, 'support': 1292}, 'macro avg': {'precision': 0.7177747889986941, 'recall': 0.6742463232427206, 'f1-score': 0.6887604102140547, 'support': 1292}, 'weighted avg': {'precision': 0.7685794269449598, 'recall': 0.7832817337461301, 'f1-score': 0.7713338136367385, 'support': 1292}}",0.47
3,clf,rforest,min,basic,ALL_NO_3_2_1,0_30,included,basic,0.77,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",0.78,0.76,0.80,0.94,0.65,0.31,957.00,335.00,"{'0': {'precision': 0.795233892321271, 'recall': 0.9414838035527691, 'f1-score': 0.862200956937799, 'support': 957}, '1': {'precision': 0.6477987421383647, 'recall': 0.3074626865671642, 'f1-score': 0.41700404858299595, 'support': 335}, 'micro avg': {'precision': 0.7770897832817337, 'recall': 0.7770897832817337, 'f1-score': 0.7770897832817338, 'support': 1292}, 'macro avg': {'precision': 0.7215163172298178, 'recall': 0.6244732450599666, 'f1-score': 0.6396025027603974, 'support': 1292}, 'weighted avg': {'precision': 0.7570057380555794, 'recall': 0.7770897832817337, 'f1-score': 0.7467667740439453, 'support': 1292}}",24.74
4,clf,xgb,min,basic,ALL_NO_3_2_1,0_30,included,basic,0.77,{'n_estimators': 100},0.78,0.77,0.81,0.92,0.63,0.40,957.00,335.00,"{'0': {'precision': 0.8142989786443825, 'recall': 0.9164054336468129, 'f1-score': 0.8623402163225171, 'support': 957}, '1': {'precision': 0.627906976744186, 'recall': 0.40298507462686567, 'f1-score': 0.49090909090909085, 'support': 335}, 'micro avg': {'precision': 0.7832817337461301, 'recall': 0.7832817337461301, 'f1-score': 0.7832817337461302, 'support': 1292}, 'macro avg': {'precision': 0.7211029776942843, 'recall': 0.6596952541368393, 'f1-score': 0.676624653615804, 'support': 1292}, 'weighted avg': {'precision': 0.7659697831052449, 'recall': 0.7832817337461301, 'f1-score': 0.7660326102749181, 'support': 1292}}",0.34
5,clf,gboosting,min,basic,ALL_NO_3_2_1,0_30,included,basic,0.78,{'n_estimators': 100},0.78,0.77,0.81,0.92,0.63,0.40,957.00,335.00,"{'0': {'precision': 0.8133086876155268, 'recall': 0.9195402298850575, 'f1-score': 0.8631682197155469, 'support': 957}, '1': {'precision': 0.6333333333333333, 'recall': 0.3970149253731343, 'f1-score': 0.48807339449541276, 'support': 335}, 'micro avg': {'precision': 0.7840557275541795, 'recall': 0.7840557275541795, 'f1-score': 0.7840557275541795, 'support': 1292}, 'macro avg': {'precision': 0.7233210104744301, 'recall': 0.6582775776290959, 'f1-score': 0.6756208071054799, 'support': 1292}, 'weighted avg': {'precision': 0.7666432513271871, 'recall': 0.7840557275541795, 'f1-score': 0.7659106605446917, 'support': 1292}}",0.77
6,clf,ada,min,basic,ALL_NO_3_2_1,0_30,included,basic,0.77,{'n_estimators': 200},0.77,0.76,0.81,0.91,0.60,0.39,957.00,335.00,"{'0': {'precision': 0.8089053803339518, 'recall': 0.9111807732497388, 'f1-score': 0.857002457002457, 'support': 957}, '1': {'precision': 0.602803738317757, 'recall': 0.3850746268656716, 'f1-score': 0.4699453551912568, 'support': 335}, 'micro avg': {'precision': 0.7747678018575851, 'recall': 0.7747678018575851, 'f1-score': 0.7747678018575851, 'support': 1292}, 'macro avg': {'precision': 0.7058545593258544, 'recall': 0.6481277000577053, 'f1-score': 0.6634739060968569, 'support': 1292}, 'weighted avg': {'precision': 0.7554657130929106, 'recall': 0.7747678018575851, 'f1-score': 0.7566432239476955, 'support': 1292}}",0.89
0,reg,kn,min,basic,ALL_NO_3_2_1,0_30,included,basic,12.21,{'n_neighbors': 21},,,,,,,,,11.98,3.08
1,reg,svr-rbf,min,basic,ALL_NO_3_2_1,0_30,included,basic,14.41,"{'C': 5, 'gamma': 1}",,,,,,,,,13.63,7.58
2,reg,dtree,min,basic,ALL_NO_3_2_1,0_30,included,basic,12.17,"{'max_depth': 5, 'min_samples_leaf': 50}",,,,,,,,,11.74,0.47
3,reg,rforest,min,basic,ALL_NO_3_2_1,0_30,included,basic,11.69,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,,,11.50,44.19
4,reg,xgb,min,basic,ALL_NO_3_2_1,0_30,included,basic,11.67,{'n_estimators': 50},,,,,,,,,11.55,0.29
5,reg,gboosting,min,basic,ALL_NO_3_2_1,0_30,included,basic,11.74,{'n_estimators': 50},,,,,,,,,11.53,0.58
6,reg,ada,min,basic,ALL_NO_3_2_1,0_30,included,basic,13.26,{'n_estimators': 10},,,,,,,,,13.48,0.59
0,clf,kn,max,basic,ALL_YES_1_1_1,0_30,included,basic,0.79,{'n_neighbors': 71},0.79,0.76,0.79,0.99,0.65,0.06,720.00,197.00,"{'0': {'precision': 0.7933333333333333, 'recall': 0.9916666666666667, 'f1-score': 0.8814814814814814, 'support': 720}, '1': {'precision': 0.6470588235294118, 'recall': 0.05583756345177665, 'f1-score': 0.102803738317757, 'support': 197}, 'micro avg': {'precision': 0.7906215921483097, 'recall': 0.7906215921483097, 'f1-score': 0.7906215921483097, 'support': 917}, 'macro avg': {'precision': 0.7201960784313726, 'recall': 0.5237521150592217, 'f1-score': 0.4921426098996192, 'support': 917}, 'weighted avg': {'precision': 0.7619090384245302, 'recall': 0.7906215921483097, 'f1-score': 0.7141973861671371, 'support': 917}}",1.94
