,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
0,clf,kn,max,basic,ALL_NO_1_1_1,0_30,included,basic,0.76,{'n_neighbors': 41},0.75,0.72,0.77,0.95,0.57,0.19,953.00,339.00,"{'0': {'precision': 0.7680543755310111, 'recall': 0.9485834207764953, 'f1-score': 0.8488262910798121, 'support': 953}, '1': {'precision': 0.5739130434782609, 'recall': 0.19469026548672566, 'f1-score': 0.2907488986784141, 'support': 339}, 'micro avg': {'precision': 0.7507739938080495, 'recall': 0.7507739938080495, 'f1-score': 0.7507739938080495, 'support': 1292}, 'macro avg': {'precision': 0.670983709504636, 'recall': 0.5716368431316105, 'f1-score': 0.5697875948791131, 'support': 1292}, 'weighted avg': {'precision': 0.7171148154954984, 'recall': 0.7507739938080495, 'f1-score': 0.7023957678413648, 'support': 1292}}",3.72
1,clf,svc-rbf,max,basic,ALL_NO_1_1_1,0_30,included,basic,0.74,"{'C': 1, 'gamma': 1}",0.74,0.54,0.74,1.00,0.00,0.00,953.00,339.00,"{'0': {'precision': 0.7376160990712074, 'recall': 1.0, 'f1-score': 0.8489977728285079, 'support': 953}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 339}, 'micro avg': {'precision': 0.7376160990712074, 'recall': 0.7376160990712074, 'f1-score': 0.7376160990712074, 'support': 1292}, 'macro avg': {'precision': 0.3688080495356037, 'recall': 0.5, 'f1-score': 0.42449888641425393, 'support': 1292}, 'weighted avg': {'precision': 0.5440775096090252, 'recall': 0.7376160990712074, 'f1-score': 0.626234425313907, 'support': 1292}}",9.24
2,clf,dtree,max,basic,ALL_NO_1_1_1,0_30,included,basic,0.76,"{'max_depth': 4, 'min_samples_leaf': 150}",0.76,0.74,0.79,0.93,0.60,0.29,953.00,339.00,"{'0': {'precision': 0.7863475177304965, 'recall': 0.9307450157397692, 'f1-score': 0.8524747717443536, 'support': 953}, '1': {'precision': 0.5975609756097561, 'recall': 0.2890855457227139, 'f1-score': 0.389662027833002, 'support': 339}, 'micro avg': {'precision': 0.7623839009287926, 'recall': 0.7623839009287926, 'f1-score': 0.7623839009287926, 'support': 1292}, 'macro avg': {'precision': 0.6919542466701263, 'recall': 0.6099152807312416, 'f1-score': 0.6210683997886778, 'support': 1292}, 'weighted avg': {'precision': 0.7368129683659989, 'recall': 0.7623839009287926, 'f1-score': 0.7310401585973348, 'support': 1292}}",0.53
3,clf,rforest,max,basic,ALL_NO_1_1_1,0_30,included,basic,0.77,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",0.77,0.76,0.78,0.97,0.71,0.23,953.00,339.00,"{'0': {'precision': 0.7791878172588832, 'recall': 0.9664218258132214, 'f1-score': 0.8627634660421546, 'support': 953}, '1': {'precision': 0.7090909090909091, 'recall': 0.23008849557522124, 'f1-score': 0.34743875278396436, 'support': 339}, 'micro avg': {'precision': 0.7732198142414861, 'recall': 0.7732198142414861, 'f1-score': 0.7732198142414861, 'support': 1292}, 'macro avg': {'precision': 0.7441393631748962, 'recall': 0.5982551606942214, 'f1-score': 0.6051011094130595, 'support': 1292}, 'weighted avg': {'precision': 0.7607955170507228, 'recall': 0.7732198142414861, 'f1-score': 0.7275505575324591, 'support': 1292}}",26.23
4,clf,xgb,max,basic,ALL_NO_1_1_1,0_30,included,basic,0.77,{'n_estimators': 100},0.78,0.76,0.79,0.94,0.66,0.31,953.00,339.00,"{'0': {'precision': 0.7941696113074205, 'recall': 0.9433368310598111, 'f1-score': 0.8623501199040767, 'support': 953}, '1': {'precision': 0.6625, 'recall': 0.31268436578171094, 'f1-score': 0.4248496993987976, 'support': 339}, 'micro avg': {'precision': 0.7778637770897833, 'recall': 0.7778637770897833, 'f1-score': 0.7778637770897833, 'support': 1292}, 'macro avg': {'precision': 0.7283348056537102, 'recall': 0.628010598420761, 'f1-score': 0.6435999096514371, 'support': 1292}, 'weighted avg': {'precision': 0.7596216250588016, 'recall': 0.7778637770897833, 'f1-score': 0.7475570529139145, 'support': 1292}}",0.35
5,clf,gboosting,max,basic,ALL_NO_1_1_1,0_30,included,basic,0.77,{'n_estimators': 50},0.77,0.75,0.79,0.94,0.63,0.30,953.00,339.00,"{'0': {'precision': 0.7897526501766784, 'recall': 0.938090241343127, 'f1-score': 0.8575539568345324, 'support': 953}, '1': {'precision': 0.63125, 'recall': 0.29793510324483774, 'f1-score': 0.4048096192384769, 'support': 339}, 'micro avg': {'precision': 0.7701238390092879, 'recall': 0.7701238390092879, 'f1-score': 0.770123839009288, 'support': 1292}, 'macro avg': {'precision': 0.7105013250883392, 'recall': 0.6180126722939824, 'f1-score': 0.6311817880365047, 'support': 1292}, 'weighted avg': {'precision': 0.7481641065157697, 'recall': 0.7701238390092879, 'f1-score': 0.7387611314126572, 'support': 1292}}",0.76
6,clf,ada,max,basic,ALL_NO_1_1_1,0_30,included,basic,0.77,{'n_estimators': 50},0.77,0.75,0.80,0.92,0.62,0.35,953.00,339.00,"{'0': {'precision': 0.8007279344858963, 'recall': 0.9233997901364114, 'f1-score': 0.8576998050682261, 'support': 953}, '1': {'precision': 0.6217616580310881, 'recall': 0.35398230088495575, 'f1-score': 0.4511278195488722, 'support': 339}, 'micro avg': {'precision': 0.7739938080495357, 'recall': 0.7739938080495357, 'f1-score': 0.7739938080495357, 'support': 1292}, 'macro avg': {'precision': 0.7112447962584922, 'recall': 0.6386910455106836, 'f1-score': 0.6544138123085491, 'support': 1292}, 'weighted avg': {'precision': 0.753770064734983, 'recall': 0.7739938080495357, 'f1-score': 0.7510218614992934, 'support': 1292}}",0.84
0,reg,kn,max,basic,ALL_NO_1_1_1,0_30,included,basic,11.82,{'n_neighbors': 21},,,,,,,,,12.23,2.96
1,reg,svr-rbf,max,basic,ALL_NO_1_1_1,0_30,included,basic,13.63,"{'C': 5, 'gamma': 1}",,,,,,,,,14.43,7.89
2,reg,dtree,max,basic,ALL_NO_1_1_1,0_30,included,basic,11.58,"{'max_depth': 5, 'min_samples_leaf': 50}",,,,,,,,,11.82,0.48
3,reg,rforest,max,basic,ALL_NO_1_1_1,0_30,included,basic,11.27,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",,,,,,,,,11.45,44.72
4,reg,xgb,max,basic,ALL_NO_1_1_1,0_30,included,basic,11.28,{'n_estimators': 50},,,,,,,,,11.45,0.29
5,reg,gboosting,max,basic,ALL_NO_1_1_1,0_30,included,basic,11.39,{'n_estimators': 50},,,,,,,,,11.45,0.57
6,reg,ada,max,basic,ALL_NO_1_1_1,0_30,included,basic,12.46,{'n_estimators': 10},,,,,,,,,12.57,0.64
0,clf,kn,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.75,{'n_neighbors': 31},0.76,0.73,0.78,0.95,0.60,0.23,957.00,335.00,"{'0': {'precision': 0.7781599312123818, 'recall': 0.9456635318704284, 'f1-score': 0.8537735849056604, 'support': 957}, '1': {'precision': 0.5968992248062015, 'recall': 0.2298507462686567, 'f1-score': 0.3318965517241379, 'support': 335}, 'micro avg': {'precision': 0.760061919504644, 'recall': 0.760061919504644, 'f1-score': 0.760061919504644, 'support': 1292}, 'macro avg': {'precision': 0.6875295780092916, 'recall': 0.5877571390695425, 'f1-score': 0.5928350683148991, 'support': 1292}, 'weighted avg': {'precision': 0.731161218638024, 'recall': 0.760061919504644, 'f1-score': 0.7184571715033305, 'support': 1292}}",2.72
1,clf,svc-rbf,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.73,"{'C': 1, 'gamma': 1}",0.74,0.55,0.74,1.00,0.00,0.00,957.00,335.00,"{'0': {'precision': 0.7407120743034056, 'recall': 1.0, 'f1-score': 0.8510449088483771, 'support': 957}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 335}, 'micro avg': {'precision': 0.7407120743034056, 'recall': 0.7407120743034056, 'f1-score': 0.7407120743034055, 'support': 1292}, 'macro avg': {'precision': 0.3703560371517028, 'recall': 0.5, 'f1-score': 0.42552245442418857, 'support': 1292}, 'weighted avg': {'precision': 0.5486543770188538, 'recall': 0.7407120743034056, 'f1-score': 0.6303792397584341, 'support': 1292}}",7.67
2,clf,dtree,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.76,"{'max_depth': 3, 'min_samples_leaf': 200}",0.78,0.77,0.82,0.90,0.61,0.45,957.00,335.00,"{'0': {'precision': 0.8233046800382043, 'recall': 0.9007314524555904, 'f1-score': 0.8602794411177644, 'support': 957}, '1': {'precision': 0.6122448979591837, 'recall': 0.44776119402985076, 'f1-score': 0.5172413793103449, 'support': 335}, 'micro avg': {'precision': 0.7832817337461301, 'recall': 0.7832817337461301, 'f1-score': 0.7832817337461302, 'support': 1292}, 'macro avg': {'precision': 0.7177747889986941, 'recall': 0.6742463232427206, 'f1-score': 0.6887604102140547, 'support': 1292}, 'weighted avg': {'precision': 0.7685794269449598, 'recall': 0.7832817337461301, 'f1-score': 0.7713338136367385, 'support': 1292}}",0.45
3,clf,rforest,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.77,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 10}",0.77,0.74,0.79,0.93,0.60,0.28,957.00,335.00,"{'0': {'precision': 0.7883597883597884, 'recall': 0.9341692789968652, 'f1-score': 0.8550932568149211, 'support': 957}, '1': {'precision': 0.6012658227848101, 'recall': 0.2835820895522388, 'f1-score': 0.38539553752535494, 'support': 335}, 'micro avg': {'precision': 0.7654798761609907, 'recall': 0.7654798761609907, 'f1-score': 0.7654798761609908, 'support': 1292}, 'macro avg': {'precision': 0.6948128055722993, 'recall': 0.608875684274552, 'f1-score': 0.620244397170138, 'support': 1292}, 'weighted avg': {'precision': 0.7398485821155022, 'recall': 0.7654798761609907, 'f1-score': 0.7333063094759081, 'support': 1292}}",22.98
