,Unnamed: 0,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
0,0,clf,kn,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.75,{'n_neighbors': 51},0.73,0.71,0.74,0.99,0.65,0.07,935.0,357.0,"{'0': {'precision': 0.7356230031948882, 'recall': 0.9850267379679144, 'f1-score': 0.8422496570644719, 'support': 935}, '1': {'precision': 0.65, 'recall': 0.07282913165266107, 'f1-score': 0.13098236775818642, 'support': 357}, 'micro avg': {'precision': 0.7329721362229102, 'recall': 0.7329721362229102, 'f1-score': 0.7329721362229102, 'support': 1292}, 'macro avg': {'precision': 0.6928115015974441, 'recall': 0.5289279348102878, 'f1-score': 0.4866160124113291, 'support': 1292}, 'weighted avg': {'precision': 0.7119640154699849, 'recall': 0.7329721362229102, 'f1-score': 0.6457152744929983, 'support': 1292}}",3.78
1,1,clf,svc-rbf,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.75,"{'C': 1, 'gamma': 1}",0.72,0.52,0.72,1.0,0.0,0.0,935.0,357.0,"{'0': {'precision': 0.7236842105263158, 'recall': 1.0, 'f1-score': 0.8396946564885496, 'support': 935}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 357}, 'micro avg': {'precision': 0.7236842105263158, 'recall': 0.7236842105263158, 'f1-score': 0.7236842105263158, 'support': 1292}, 'macro avg': {'precision': 0.3618421052631579, 'recall': 0.5, 'f1-score': 0.4198473282442748, 'support': 1292}, 'weighted avg': {'precision': 0.523718836565097, 'recall': 0.7236842105263158, 'f1-score': 0.607673764564082, 'support': 1292}}",8.44
2,2,clf,dtree,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.75,"{'max_depth': 4, 'min_samples_leaf': 50}",0.74,0.71,0.74,0.97,0.62,0.11,935.0,357.0,"{'0': {'precision': 0.74185667752443, 'recall': 0.9743315508021391, 'f1-score': 0.8423485899214055, 'support': 935}, '1': {'precision': 0.625, 'recall': 0.11204481792717087, 'f1-score': 0.19002375296912113, 'support': 357}, 'micro avg': {'precision': 0.7360681114551083, 'recall': 0.7360681114551083, 'f1-score': 0.7360681114551083, 'support': 1292}, 'macro avg': {'precision': 0.683428338762215, 'recall': 0.543188184364655, 'f1-score': 0.5161861714452634, 'support': 1292}, 'weighted avg': {'precision': 0.7095673324189954, 'recall': 0.7360681114551083, 'f1-score': 0.6621009376056426, 'support': 1292}}",0.56
3,3,clf,rforest,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.76,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",0.74,0.76,0.74,0.99,0.81,0.07,935.0,357.0,"{'0': {'precision': 0.7367168913560667, 'recall': 0.9935828877005347, 'f1-score': 0.8460837887067395, 'support': 935}, '1': {'precision': 0.8064516129032258, 'recall': 0.0700280112044818, 'f1-score': 0.1288659793814433, 'support': 357}, 'micro avg': {'precision': 0.7383900928792569, 'recall': 0.7383900928792569, 'f1-score': 0.7383900928792569, 'support': 1292}, 'macro avg': {'precision': 0.7715842521296462, 'recall': 0.5318054494525083, 'f1-score': 0.4874748840440914, 'support': 1292}, 'weighted avg': {'precision': 0.7559856959940975, 'recall': 0.7383900928792569, 'f1-score': 0.647905183498434, 'support': 1292}}",26.56
4,4,clf,xgb,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.76,{'n_estimators': 10},0.74,0.73,0.74,0.99,0.7,0.07,935.0,357.0,"{'0': {'precision': 0.7362549800796813, 'recall': 0.9882352941176471, 'f1-score': 0.8438356164383563, 'support': 935}, '1': {'precision': 0.7027027027027027, 'recall': 0.07282913165266107, 'f1-score': 0.1319796954314721, 'support': 357}, 'micro avg': {'precision': 0.7352941176470589, 'recall': 0.7352941176470589, 'f1-score': 0.735294117647059, 'support': 1292}, 'macro avg': {'precision': 0.719478841391192, 'recall': 0.5305322128851541, 'f1-score': 0.48790765593491414, 'support': 1292}, 'weighted avg': {'precision': 0.7269839560676215, 'recall': 0.7352941176470589, 'f1-score': 0.6471385856338224, 'support': 1292}}",0.3
5,5,clf,gboosting,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.76,{'n_estimators': 50},0.74,0.73,0.74,0.98,0.7,0.12,935.0,357.0,"{'0': {'precision': 0.7449228269699432, 'recall': 0.9807486631016042, 'f1-score': 0.8467220683287164, 'support': 935}, '1': {'precision': 0.7049180327868853, 'recall': 0.12044817927170869, 'f1-score': 0.20574162679425836, 'support': 357}, 'micro avg': {'precision': 0.7430340557275542, 'recall': 0.7430340557275542, 'f1-score': 0.7430340557275542, 'support': 1292}, 'macro avg': {'precision': 0.7249204298784142, 'recall': 0.5505984211866565, 'f1-score': 0.5262318475614874, 'support': 1292}, 'weighted avg': {'precision': 0.7338688706825193, 'recall': 0.7430340557275542, 'f1-score': 0.6696090515889319, 'support': 1292}}",0.76
6,6,clf,ada,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.75,{'n_estimators': 100},0.74,0.72,0.75,0.96,0.63,0.17,935.0,357.0,"{'0': {'precision': 0.7518796992481203, 'recall': 0.9625668449197861, 'f1-score': 0.8442776735459662, 'support': 935}, '1': {'precision': 0.631578947368421, 'recall': 0.16806722689075632, 'f1-score': 0.26548672566371684, 'support': 357}, 'micro avg': {'precision': 0.7430340557275542, 'recall': 0.7430340557275542, 'f1-score': 0.7430340557275542, 'support': 1292}, 'macro avg': {'precision': 0.6917293233082706, 'recall': 0.5653170359052712, 'f1-score': 0.5548821996048415, 'support': 1292}, 'weighted avg': {'precision': 0.7186387020182035, 'recall': 0.7430340557275542, 'f1-score': 0.6843485958416604, 'support': 1292}}",0.86
7,0,reg,kn,max,basic,ALL_NO_1_1_1,0_120,included,basic,22.2,{'n_neighbors': 41},,,,,,,,,22.29,2.95
8,1,reg,svr-rbf,max,basic,ALL_NO_1_1_1,0_120,included,basic,24.49,"{'C': 5, 'gamma': 1}",,,,,,,,,25.18,7.49
9,2,reg,dtree,max,basic,ALL_NO_1_1_1,0_120,included,basic,21.65,"{'max_depth': 4, 'min_samples_leaf': 50}",,,,,,,,,21.61,0.49
10,3,reg,rforest,max,basic,ALL_NO_1_1_1,0_120,included,basic,21.3,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,,,21.16,45.05
11,4,reg,xgb,max,basic,ALL_NO_1_1_1,0_120,included,basic,21.48,{'n_estimators': 50},,,,,,,,,21.29,0.29
12,5,reg,gboosting,max,basic,ALL_NO_1_1_1,0_120,included,basic,21.69,{'n_estimators': 50},,,,,,,,,21.26,0.57
13,6,reg,ada,max,basic,ALL_NO_1_1_1,0_120,included,basic,23.78,{'n_estimators': 10},,,,,,,,,24.21,0.63
14,0,clf,kn,min,basic,ALL_NO_1_1_1,0_120,included,basic,0.75,{'n_neighbors': 21},0.76,0.71,0.78,0.96,0.53,0.15,974.0,318.0,"{'0': {'precision': 0.7751873438800999, 'recall': 0.9558521560574949, 'f1-score': 0.8560919540229884, 'support': 974}, '1': {'precision': 0.5274725274725275, 'recall': 0.1509433962264151, 'f1-score': 0.23471882640586797, 'support': 318}, 'micro avg': {'precision': 0.7577399380804953, 'recall': 0.7577399380804953, 'f1-score': 0.7577399380804952, 'support': 1292}, 'macro avg': {'precision': 0.6513299356763137, 'recall': 0.553397776141955, 'f1-score': 0.5454053902144282, 'support': 1292}, 'weighted avg': {'precision': 0.7142172884485147, 'recall': 0.7577399380804953, 'f1-score': 0.7031533668850285, 'support': 1292}}",2.73
15,1,clf,svc-rbf,min,basic,ALL_NO_1_1_1,0_120,included,basic,0.74,"{'C': 1, 'gamma': 1}",0.75,0.57,0.75,1.0,0.0,0.0,974.0,318.0,"{'0': {'precision': 0.7538699690402477, 'recall': 1.0, 'f1-score': 0.8596646072374228, 'support': 974}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 318}, 'micro avg': {'precision': 0.7538699690402477, 'recall': 0.7538699690402477, 'f1-score': 0.7538699690402476, 'support': 1292}, 'macro avg': {'precision': 0.37693498452012386, 'recall': 0.5, 'f1-score': 0.4298323036187114, 'support': 1292}, 'weighted avg': {'precision': 0.568319930220744, 'recall': 0.7538699690402477, 'f1-score': 0.6480753308430726, 'support': 1292}}",7.74
16,2,clf,dtree,min,basic,ALL_NO_1_1_1,0_120,included,basic,0.76,"{'max_depth': 3, 'min_samples_leaf': 250}",0.76,0.71,0.78,0.94,0.51,0.18,974.0,318.0,"{'0': {'precision': 0.7783417935702199, 'recall': 0.944558521560575, 'f1-score': 0.8534322820037106, 'support': 974}, '1': {'precision': 0.509090909090909, 'recall': 0.1761006289308176, 'f1-score': 0.26168224299065423, 'support': 318}, 'micro avg': {'precision': 0.7554179566563467, 'recall': 0.7554179566563467, 'f1-score': 0.7554179566563468, 'support': 1292}, 'macro avg': {'precision': 0.6437163513305645, 'recall': 0.5603295752456963, 'f1-score': 0.5575572624971824, 'support': 1292}, 'weighted avg': {'precision': 0.7120710650373864, 'recall': 0.7554179566563467, 'f1-score': 0.7077848265809924, 'support': 1292}}",0.46
17,3,clf,rforest,min,basic,ALL_NO_1_1_1,0_120,included,basic,0.76,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",0.76,0.73,0.77,0.97,0.59,0.14,974.0,318.0,"{'0': {'precision': 0.7748562037797864, 'recall': 0.9681724845995893, 'f1-score': 0.8607941579187586, 'support': 974}, '1': {'precision': 0.5866666666666667, 'recall': 0.13836477987421383, 'f1-score': 0.22391857506361323, 'support': 318}, 'micro avg': {'precision': 0.7639318885448917, 'recall': 0.7639318885448917, 'f1-score': 0.7639318885448917, 'support': 1292}, 'macro avg': {'precision': 0.6807614352232265, 'recall': 0.5532686322369016, 'f1-score': 0.5423563664911859, 'support': 1292}, 'weighted avg': {'precision': 0.7285371071838327, 'recall': 0.7639318885448917, 'f1-score': 0.7040399509931113, 'support': 1292}}",23.1
18,4,clf,xgb,min,basic,ALL_NO_1_1_1,0_120,included,basic,0.76,{'n_estimators': 100},0.77,0.73,0.79,0.94,0.56,0.23,974.0,318.0,"{'0': {'precision': 0.7891566265060241, 'recall': 0.9414784394250514, 'f1-score': 0.8586142322097378, 'support': 974}, '1': {'precision': 0.5615384615384615, 'recall': 0.22955974842767296, 'f1-score': 0.32589285714285715, 'support': 318}, 'micro avg': {'precision': 0.7662538699690402, 'recall': 0.7662538699690402, 'f1-score': 0.7662538699690402, 'support': 1292}, 'macro avg': {'precision': 0.6753475440222428, 'recall': 0.5855190939263621, 'f1-score': 0.5922535446762974, 'support': 1292}, 'weighted avg': {'precision': 0.733132960515556, 'recall': 0.7662538699690402, 'f1-score': 0.7274955036716045, 'support': 1292}}",0.31
19,5,clf,gboosting,min,basic,ALL_NO_1_1_1,0_120,included,basic,0.76,{'n_estimators': 100},0.76,0.73,0.79,0.93,0.54,0.25,974.0,318.0,"{'0': {'precision': 0.7916303400174368, 'recall': 0.9322381930184805, 'f1-score': 0.8561999057048562, 'support': 974}, '1': {'precision': 0.5448275862068965, 'recall': 0.24842767295597484, 'f1-score': 0.34125269978401723, 'support': 318}, 'micro avg': {'precision': 0.7639318885448917, 'recall': 0.7639318885448917, 'f1-score': 0.7639318885448917, 'support': 1292}, 'macro avg': {'precision': 0.6682289631121667, 'recall': 0.5903329329872277, 'f1-score': 0.5987263027444367, 'support': 1292}, 'weighted avg': {'precision': 0.7308847705810964, 'recall': 0.7639318885448917, 'f1-score': 0.7294559339689222, 'support': 1292}}",0.72
20,6,clf,ada,min,basic,ALL_NO_1_1_1,0_120,included,basic,0.76,{'n_estimators': 100},0.76,0.73,0.8,0.92,0.54,0.28,974.0,318.0,"{'0': {'precision': 0.797153024911032, 'recall': 0.919917864476386, 'f1-score': 0.8541468064823642, 'support': 974}, '1': {'precision': 0.5357142857142857, 'recall': 0.2830188679245283, 'f1-score': 0.3703703703703703, 'support': 318}, 'micro avg': {'precision': 0.7631578947368421, 'recall': 0.7631578947368421, 'f1-score': 0.7631578947368421, 'support': 1292}, 'macro avg': {'precision': 0.6664336553126589, 'recall': 0.6014683662004572, 'f1-score': 0.6122585884263673, 'support': 1292}, 'weighted avg': {'precision': 0.7328050999384583, 'recall': 0.7631578947368421, 'f1-score': 0.7350748972845205, 'support': 1292}}",0.79
21,0,reg,kn,min,basic,ALL_NO_1_1_1,0_120,included,basic,21.8,{'n_neighbors': 31},,,,,,,,,20.93,2.62
22,1,reg,svr-rbf,min,basic,ALL_NO_1_1_1,0_120,included,basic,24.76,"{'C': 5, 'gamma': 1}",,,,,,,,,23.24,7.03
23,2,reg,dtree,min,basic,ALL_NO_1_1_1,0_120,included,basic,21.68,"{'max_depth': 5, 'min_samples_leaf': 200}",,,,,,,,,20.88,0.45
24,3,reg,rforest,min,basic,ALL_NO_1_1_1,0_120,included,basic,21.08,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 200}",,,,,,,,,20.40,42.12
25,4,reg,xgb,min,basic,ALL_NO_1_1_1,0_120,included,basic,21.09,{'n_estimators': 50},,,,,,,,,20.44,0.3
26,5,reg,gboosting,min,basic,ALL_NO_1_1_1,0_120,included,basic,21.11,{'n_estimators': 50},,,,,,,,,20.47,0.57
27,6,reg,ada,min,basic,ALL_NO_1_1_1,0_120,included,basic,23.59,{'n_estimators': 10},,,,,,,,,22.78,0.37
28,0,clf,kn,max,basic,ALL_NO_3_2_1,0_120,included,basic,0.75,{'n_neighbors': 51},0.73,0.71,0.74,0.99,0.66,0.07,935.0,357.0,"{'0': {'precision': 0.7352472089314195, 'recall': 0.986096256684492, 'f1-score': 0.8423937871174052, 'support': 935}, '1': {'precision': 0.6578947368421053, 'recall': 0.0700280112044818, 'f1-score': 0.12658227848101267, 'support': 357}, 'micro avg': {'precision': 0.7329721362229102, 'recall': 0.7329721362229102, 'f1-score': 0.7329721362229102, 'support': 1292}, 'macro avg': {'precision': 0.6965709728867624, 'recall': 0.5280621339444869, 'f1-score': 0.48448803279920893, 'support': 1292}, 'weighted avg': {'precision': 0.7138734995383196, 'recall': 0.7329721362229102, 'f1-score': 0.6446037649941915, 'support': 1292}}",3.18
29,1,clf,svc-rbf,max,basic,ALL_NO_3_2_1,0_120,included,basic,0.75,"{'C': 1, 'gamma': 1}",0.72,0.52,0.72,1.0,0.0,0.0,935.0,357.0,"{'0': {'precision': 0.7236842105263158, 'recall': 1.0, 'f1-score': 0.8396946564885496, 'support': 935}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 357}, 'micro avg': {'precision': 0.7236842105263158, 'recall': 0.7236842105263158, 'f1-score': 0.7236842105263158, 'support': 1292}, 'macro avg': {'precision': 0.3618421052631579, 'recall': 0.5, 'f1-score': 0.4198473282442748, 'support': 1292}, 'weighted avg': {'precision': 0.523718836565097, 'recall': 0.7236842105263158, 'f1-score': 0.607673764564082, 'support': 1292}}",7.19
30,2,clf,dtree,max,basic,ALL_NO_3_2_1,0_120,included,basic,0.76,"{'max_depth': 4, 'min_samples_leaf': 50}",0.74,0.74,0.74,0.99,0.73,0.1,935.0,357.0,"{'0': {'precision': 0.7421434327155519, 'recall': 0.9850267379679144, 'f1-score': 0.8465073529411764, 'support': 935}, '1': {'precision': 0.7254901960784313, 'recall': 0.10364145658263306, 'f1-score': 0.18137254901960786, 'support': 357}, 'micro avg': {'precision': 0.7414860681114551, 'recall': 0.7414860681114551, 'f1-score': 0.7414860681114552, 'support': 1292}, 'macro avg': {'precision': 0.7338168143969916, 'recall': 0.5443340972752737, 'f1-score': 0.5139399509803921, 'support': 1292}, 'weighted avg': {'precision': 0.7375418804868739, 'recall': 0.7414860681114551, 'f1-score': 0.662720104489164, 'support': 1292}}",0.5
31,3,clf,rforest,max,basic,ALL_NO_3_2_1,0_120,included,basic,0.76,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 50}",0.74,0.76,0.74,0.99,0.81,0.1,935.0,357.0,"{'0': {'precision': 0.7416, 'recall': 0.9914438502673797, 'f1-score': 0.848512585812357, 'support': 935}, '1': {'precision': 0.8095238095238095, 'recall': 0.09523809523809523, 'f1-score': 0.17042606516290726, 'support': 357}, 'micro avg': {'precision': 0.7438080495356038, 'recall': 0.7438080495356038, 'f1-score': 0.7438080495356038, 'support': 1292}, 'macro avg': {'precision': 0.7755619047619048, 'recall': 0.5433409727527374, 'f1-score': 0.5094693254876321, 'support': 1292}, 'weighted avg': {'precision': 0.7603684210526316, 'recall': 0.7438080495356038, 'f1-score': 0.6611465735276406, 'support': 1292}}",24.81
32,4,clf,xgb,max,basic,ALL_NO_3_2_1,0_120,included,basic,0.76,{'n_estimators': 10},0.74,0.75,0.74,0.99,0.78,0.09,935.0,357.0,"{'0': {'precision': 0.7402078337330136, 'recall': 0.9903743315508021, 'f1-score': 0.8472095150960659, 'support': 935}, '1': {'precision': 0.7804878048780488, 'recall': 0.0896358543417367, 'f1-score': 0.16080402010050251, 'support': 357}, 'micro avg': {'precision': 0.7414860681114551, 'recall': 0.7414860681114551, 'f1-score': 0.7414860681114552, 'support': 1292}, 'macro avg': {'precision': 0.7603478193055312, 'recall': 0.5400050929462694, 'f1-score': 0.5040067675982842, 'support': 1292}, 'weighted avg': {'precision': 0.7513378257599311, 'recall': 0.7414860681114551, 'f1-score': 0.6575448388472918, 'support': 1292}}",0.28
33,5,clf,gboosting,max,basic,ALL_NO_3_2_1,0_120,included,basic,0.76,{'n_estimators': 50},0.75,0.74,0.75,0.98,0.73,0.12,935.0,357.0,"{'0': {'precision': 0.7459415584415584, 'recall': 0.9828877005347594, 'f1-score': 0.8481772035071526, 'support': 935}, '1': {'precision': 0.7333333333333333, 'recall': 0.12324929971988796, 'f1-score': 0.21103117505995206, 'support': 357}, 'micro avg': {'precision': 0.7453560371517027, 'recall': 0.7453560371517027, 'f1-score': 0.7453560371517026, 'support': 1292}, 'macro avg': {'precision': 0.7396374458874458, 'recall': 0.5530685001273237, 'f1-score': 0.5296041892835524, 'support': 1292}, 'weighted avg': {'precision': 0.7424577067669172, 'recall': 0.7453560371517027, 'f1-score': 0.672123695646742, 'support': 1292}}",0.71
34,6,clf,ada,max,basic,ALL_NO_3_2_1,0_120,included,basic,0.75,{'n_estimators': 50},0.75,0.73,0.76,0.97,0.68,0.18,935.0,357.0,"{'0': {'precision': 0.7558528428093646, 'recall': 0.9668449197860962, 'f1-score': 0.8484279680900987, 'support': 935}, '1': {'precision': 0.6770833333333334, 'recall': 0.18207282913165265, 'f1-score': 0.2869757174392936, 'support': 357}, 'micro avg': {'precision': 0.75, 'recall': 0.75, 'f1-score': 0.75, 'support': 1292}, 'macro avg': {'precision': 0.716468088071349, 'recall': 0.5744588744588744, 'f1-score': 0.5677018427646962, 'support': 1292}, 'weighted avg': {'precision': 0.7340875836120402, 'recall': 0.75, 'f1-score': 0.6932898461997447, 'support': 1292}}",0.8
35,0,reg,kn,max,basic,ALL_NO_3_2_1,0_120,included,basic,22.21,{'n_neighbors': 21},,,,,,,,,22.38,2.84
36,1,reg,svr-rbf,max,basic,ALL_NO_3_2_1,0_120,included,basic,24.49,"{'C': 5, 'gamma': 2}",,,,,,,,,25.19,6.92
37,2,reg,dtree,max,basic,ALL_NO_3_2_1,0_120,included,basic,21.54,"{'max_depth': 4, 'min_samples_leaf': 50}",,,,,,,,,21.50,0.46
38,3,reg,rforest,max,basic,ALL_NO_3_2_1,0_120,included,basic,21.33,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,,,21.19,43.65
39,4,reg,xgb,max,basic,ALL_NO_3_2_1,0_120,included,basic,21.51,{'n_estimators': 50},,,,,,,,,21.36,0.3
40,5,reg,gboosting,max,basic,ALL_NO_3_2_1,0_120,included,basic,21.62,{'n_estimators': 50},,,,,,,,,21.42,0.6
41,6,reg,ada,max,basic,ALL_NO_3_2_1,0_120,included,basic,24.15,{'n_estimators': 10},,,,,,,,,23.88,0.85
42,0,clf,kn,min,basic,ALL_NO_3_2_1,0_120,included,basic,0.75,{'n_neighbors': 51},0.76,0.71,0.77,0.97,0.52,0.1,974.0,318.0,"{'0': {'precision': 0.7679153094462541, 'recall': 0.9681724845995893, 'f1-score': 0.8564940962761126, 'support': 974}, '1': {'precision': 0.515625, 'recall': 0.10377358490566038, 'f1-score': 0.17277486910994766, 'support': 318}, 'micro avg': {'precision': 0.7554179566563467, 'recall': 0.7554179566563467, 'f1-score': 0.7554179566563468, 'support': 1292}, 'macro avg': {'precision': 0.641770154723127, 'recall': 0.5359730347526248, 'f1-score': 0.5146344826930301, 'support': 1292}, 'weighted avg': {'precision': 0.705819087771402, 'recall': 0.7554179566563467, 'f1-score': 0.6882102617259266, 'support': 1292}}",3.32
43,1,clf,svc-rbf,min,basic,ALL_NO_3_2_1,0_120,included,basic,0.74,"{'C': 1, 'gamma': 1}",0.75,0.57,0.75,1.0,0.0,0.0,974.0,318.0,"{'0': {'precision': 0.7538699690402477, 'recall': 1.0, 'f1-score': 0.8596646072374228, 'support': 974}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 318}, 'micro avg': {'precision': 0.7538699690402477, 'recall': 0.7538699690402477, 'f1-score': 0.7538699690402476, 'support': 1292}, 'macro avg': {'precision': 0.37693498452012386, 'recall': 0.5, 'f1-score': 0.4298323036187114, 'support': 1292}, 'weighted avg': {'precision': 0.568319930220744, 'recall': 0.7538699690402477, 'f1-score': 0.6480753308430726, 'support': 1292}}",8.07
44,2,clf,dtree,min,basic,ALL_NO_3_2_1,0_120,included,basic,0.75,"{'max_depth': 3, 'min_samples_leaf': 150}",0.75,0.71,0.77,0.96,0.5,0.14,974.0,318.0,"{'0': {'precision': 0.7719734660033167, 'recall': 0.9558521560574949, 'f1-score': 0.8541284403669724, 'support': 974}, '1': {'precision': 0.5, 'recall': 0.13522012578616352, 'f1-score': 0.21287128712871287, 'support': 318}, 'micro avg': {'precision': 0.7538699690402477, 'recall': 0.7538699690402477, 'f1-score': 0.7538699690402476, 'support': 1292}, 'macro avg': {'precision': 0.6359867330016584, 'recall': 0.5455361409218292, 'f1-score': 0.5334998637478426, 'support': 1292}, 'weighted avg': {'precision': 0.7050326283956893, 'recall': 0.7538699690402477, 'f1-score': 0.6962957973872771, 'support': 1292}}",0.47
45,3,clf,rforest,min,basic,ALL_NO_3_2_1,0_120,included,basic,0.76,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",0.76,0.72,0.77,0.97,0.57,0.14,974.0,318.0,"{'0': {'precision': 0.7744855967078189, 'recall': 0.9661190965092402, 'f1-score': 0.8597533120146185, 'support': 974}, '1': {'precision': 0.5714285714285714, 'recall': 0.13836477987421383, 'f1-score': 0.22278481012658227, 'support': 318}, 'micro avg': {'precision': 0.7623839009287926, 'recall': 0.7623839009287926, 'f1-score': 0.7623839009287926, 'support': 1292}, 'macro avg': {'precision': 0.6729570840681951, 'recall': 0.5522419381917271, 'f1-score': 0.5412690610706004, 'support': 1292}, 'weighted avg': {'precision': 0.7245071647892425, 'recall': 0.7623839009287926, 'f1-score': 0.7029762349245291, 'support': 1292}}",24.79
46,4,clf,xgb,min,basic,ALL_NO_3_2_1,0_120,included,basic,0.76,{'n_estimators': 100},0.76,0.73,0.79,0.94,0.54,0.23,974.0,318.0,"{'0': {'precision': 0.7882454624027658, 'recall': 0.9363449691991786, 'f1-score': 0.8559361801970906, 'support': 974}, '1': {'precision': 0.5407407407407407, 'recall': 0.22955974842767296, 'f1-score': 0.32229580573951433, 'support': 318}, 'micro avg': {'precision': 0.7623839009287926, 'recall': 0.7623839009287926, 'f1-score': 0.7623839009287926, 'support': 1292}, 'macro avg': {'precision': 0.6644931015717532, 'recall': 0.5829523588134258, 'f1-score': 0.5891159929683025, 'support': 1292}, 'weighted avg': {'precision': 0.7273271175974068, 'recall': 0.7623839009287926, 'f1-score': 0.7245912583104736, 'support': 1292}}",0.33
47,5,clf,gboosting,min,basic,ALL_NO_3_2_1,0_120,included,basic,0.76,{'n_estimators': 100},0.76,0.73,0.79,0.93,0.54,0.24,974.0,318.0,"{'0': {'precision': 0.7904347826086957, 'recall': 0.9332648870636551, 'f1-score': 0.8559322033898306, 'support': 974}, '1': {'precision': 0.5422535211267606, 'recall': 0.24213836477987422, 'f1-score': 0.33478260869565224, 'support': 318}, 'micro avg': {'precision': 0.7631578947368421, 'recall': 0.7631578947368421, 'f1-score': 0.7631578947368421, 'support': 1292}, 'macro avg': {'precision': 0.6663441518677282, 'recall': 0.5877016259217647, 'f1-score': 0.5953574060427413, 'support': 1292}, 'weighted avg': {'precision': 0.7293499210365166, 'recall': 0.7631578947368421, 'f1-score': 0.7276616375130901, 'support': 1292}}",0.8
48,6,clf,ada,min,basic,ALL_NO_3_2_1,0_120,included,basic,0.76,{'n_estimators': 50},0.76,0.73,0.8,0.92,0.53,0.27,974.0,318.0,"{'0': {'precision': 0.7953941541186891, 'recall': 0.9219712525667351, 'f1-score': 0.8540180694246315, 'support': 974}, '1': {'precision': 0.5337423312883436, 'recall': 0.27358490566037735, 'f1-score': 0.3617463617463617, 'support': 318}, 'micro avg': {'precision': 0.7623839009287926, 'recall': 0.7623839009287926, 'f1-score': 0.7623839009287926, 'support': 1292}, 'macro avg': {'precision': 0.6645682427035163, 'recall': 0.5977780791135562, 'f1-score': 0.6078822155854966, 'support': 1292}, 'weighted avg': {'precision': 0.7309937828647806, 'recall': 0.7623839009287926, 'f1-score': 0.7328552187731688, 'support': 1292}}",0.84
49,0,reg,kn,min,basic,ALL_NO_3_2_1,0_120,included,basic,21.82,{'n_neighbors': 31},,,,,,,,,20.92,2.98
50,1,reg,svr-rbf,min,basic,ALL_NO_3_2_1,0_120,included,basic,24.76,"{'C': 5, 'gamma': 1}",,,,,,,,,23.24,7.14
51,2,reg,dtree,min,basic,ALL_NO_3_2_1,0_120,included,basic,21.7,"{'max_depth': 5, 'min_samples_leaf': 150}",,,,,,,,,20.90,0.47
52,3,reg,rforest,min,basic,ALL_NO_3_2_1,0_120,included,basic,21.09,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 100}",,,,,,,,,20.46,44.48
53,4,reg,xgb,min,basic,ALL_NO_3_2_1,0_120,included,basic,21.24,{'n_estimators': 50},,,,,,,,,20.40,0.29
54,5,reg,gboosting,min,basic,ALL_NO_3_2_1,0_120,included,basic,21.24,{'n_estimators': 50},,,,,,,,,20.48,0.59
55,6,reg,ada,min,basic,ALL_NO_3_2_1,0_120,included,basic,23.24,{'n_estimators': 10},,,,,,,,,23.28,0.41
56,0,clf,kn,max,basic,ALL_YES_1_1_1,0_120,included,basic,0.77,{'n_neighbors': 61},0.77,0.7,0.78,0.99,0.44,0.03,712.0,205.0,"{'0': {'precision': 0.7802441731409545, 'recall': 0.9873595505617978, 'f1-score': 0.8716676999380039, 'support': 712}, '1': {'precision': 0.4375, 'recall': 0.03414634146341464, 'f1-score': 0.06334841628959276, 'support': 205}, 'micro avg': {'precision': 0.7742639040348964, 'recall': 0.7742639040348964, 'f1-score': 0.7742639040348964, 'support': 917}, 'macro avg': {'precision': 0.6088720865704773, 'recall': 0.5107529460126062, 'f1-score': 0.4675080581137983, 'support': 917}, 'weighted avg': {'precision': 0.7036219752195852, 'recall': 0.7742639040348964, 'f1-score': 0.6909638251856328, 'support': 917}}",1.95
