,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_candle_25_30_after,volatility_30_60_after,pips_candle_30_60_after,pips_candle_max_30_60_after,pips_candle_min_30_60_after,volatility_60_0_before,pips_agg_60_0_before,pips_candle_min_60_180_after,reaction_min_60_180_after
1372,2013-05-15 08:30:00,23,-0.61,0,0.0,0,0,0,1,1,0,0,1,2013,20,2,1,19,16,8,-4,10,-8,9,-4,8,7,10,-3,28,-19,6,-22,28,2,-12,0
1373,2013-05-16 08:30:00,32_7_3,2.4000000000000004,2,-12.0,1,0,1,2,2,0,1,3,2013,20,3,3,33,27,12,1,12,-3,10,-6,13,-5,9,-1,16,-1,11,-5,21,2,-1,0
1374,2013-05-16 10:00:00,25,-0.74,1,0.0,0,0,0,1,1,0,0,1,2013,20,3,1,26,18,6,-1,13,-9,10,-4,9,7,5,0,15,3,5,-10,22,5,-34,1
1375,2013-05-17 09:55:00,28,1.54,1,1.14,1,0,1,0,0,1,0,1,2013,20,4,1,29,13,10,-4,14,-4,9,4,7,-3,7,2,20,2,18,-2,29,-18,-19,0
1376,2013-05-22 10:00:00,14,-0.17,0,-1.75,0,1,0,0,1,0,0,1,2013,21,2,1,32,32,14,12,22,-13,12,-1,17,-10,20,-18,52,-30,0,-52,25,13,-52,1
1377,2013-05-23 08:30:00,32,0.36,0,-2.74,0,0,1,0,1,0,0,1,2013,21,3,1,17,-13,12,-5,27,20,13,-1,10,-8,6,-1,19,4,17,-2,31,22,-11,0
1378,2013-05-23 10:00:00,21,0.83,1,2.3,1,0,1,0,0,1,0,1,2013,21,3,1,17,0,18,8,9,-5,8,5,6,0,9,0,12,-2,6,-6,23,6,-3,0
1379,2013-05-24 08:30:00,8,0.42,0,-0.26,0,0,1,0,1,0,0,1,2013,21,4,1,22,-15,8,-1,10,-9,12,6,14,12,6,-4,17,8,9,-8,42,-24,-26,0
1380,2013-05-28 10:00:00,4,0.69,1,0.47,0,0,1,0,0,1,0,1,2013,22,1,1,11,-1,17,-15,15,-12,14,-11,11,-4,5,0,22,-4,7,-15,24,-19,-11,0
1381,2013-05-30 08:30:00,32_26,-1.09,0,-6.82,0,0,0,2,2,0,0,2,2013,22,3,2,21,14,11,4,6,0,24,20,11,-8,8,4,73,60,73,0,31,-18,-14,0
1382,2013-05-30 10:00:00,24,-0.34,0,0.0,0,0,0,1,1,0,0,1,2013,22,3,1,13,3,15,6,16,5,17,11,9,0,7,2,18,-2,8,-10,76,43,-11,0
1383,2013-06-03 10:00:00,17,-0.8,1,0.0,0,0,0,1,1,0,0,1,2013,23,0,1,47,38,17,7,11,9,11,4,8,3,14,8,24,10,19,-5,47,-36,0,0
1384,2013-06-04 08:30:00,31,0.14,0,7.38,2,0,1,0,0,1,0,1,2013,23,1,1,17,-10,6,0,9,-8,8,-3,5,5,4,0,18,6,11,-7,21,0,-27,1
1385,2013-06-05 08:15:00,0,-0.7,0,-0.18,0,0,0,1,1,0,0,1,2013,23,2,1,49,42,26,-17,8,4,18,10,15,-10,10,-4,21,-1,10,-11,11,1,-12,0
1386,2013-06-05 10:00:00,18,-0.21,0,0.0,0,1,0,0,1,0,0,1,2013,23,2,1,21,1,12,10,12,-7,8,3,11,-3,7,-1,32,18,20,-12,23,2,-23,0
1387,2013-06-06 08:30:00,32,-0.05,0,-3.35,0,1,0,0,1,0,0,1,2013,23,3,1,24,-8,40,33,12,-2,50,24,13,-9,11,0,24,3,14,-10,14,-4,-11,0
1388,2013-06-07 08:30:00,22_33,-0.63,0,-0.46,1,0,1,1,1,0,1,2,2013,23,4,2,56,15,39,-37,28,-10,20,5,18,-12,19,-15,32,-9,8,-24,18,-7,-12,0
1389,2013-06-13 08:30:00,32_10_29,1.8,1,0.91,1,1,2,0,2,1,0,3,2013,24,3,3,28,-15,18,8,8,3,7,0,8,2,13,-9,25,11,11,-14,20,-4,-34,1
1390,2013-06-14 08:30:00,23,2.64,1,0.0,0,0,1,0,1,0,0,1,2013,24,4,1,12,-9,9,-7,8,4,7,3,9,6,7,4,13,1,9,-4,22,-7,-1,0
1391,2013-06-14 09:55:00,28,-0.4,0,0.24,0,0,0,1,0,1,0,1,2013,24,4,1,15,7,10,6,9,2,10,-3,10,4,8,-2,20,11,16,-4,13,7,-26,0
1392,2013-06-18 08:30:00,7_3,-0.22,0,-0.91,0,2,0,0,2,0,0,2,2013,25,1,2,26,13,23,-19,22,-10,11,-10,7,-1,9,8,23,15,17,-6,12,1,-5,0
1393,2013-06-20 08:30:00,32,-0.6,0,-1.07,0,0,0,1,1,0,0,1,2013,25,3,1,23,20,15,-8,11,-6,10,-3,6,1,7,-4,17,-13,-1,-18,22,-11,-48,1
1394,2013-06-20 10:00:00,25_14,4.18,2,0.0,0,0,2,0,2,0,0,2,2013,25,3,2,37,-31,14,7,14,-10,14,8,13,8,6,-1,26,-17,3,-23,35,2,0,0
1395,2013-06-25 08:30:00,8,0.49,0,0.64,0,0,1,0,0,1,0,1,2013,26,1,1,20,-15,22,-13,8,0,14,-5,5,4,4,3,23,9,19,-4,26,-7,-39,1
1396,2013-06-25 10:00:00,21_4,1.23,2,-0.39,2,0,2,0,0,1,1,2,2013,26,1,2,22,-18,16,5,16,-8,13,-4,12,6,10,-1,20,-2,15,-5,30,2,-8,0
1397,2013-06-27 08:30:00,32,-0.07,0,-0.66,1,1,0,0,1,0,0,1,2013,26,3,1,19,9,6,-2,8,-7,5,-2,13,10,10,-4,9,1,7,-2,19,-10,-32,1
1398,2013-06-27 10:00:00,24,2.02,1,-0.63,1,0,1,0,0,0,1,1,2013,26,3,1,29,-11,13,-2,11,-1,10,-8,9,4,7,1,32,-13,14,-18,24,2,-3,0
1399,2013-07-01 10:00:00,17,-0.14,0,0.0,0,1,0,0,1,0,0,1,2013,27,0,1,17,-3,14,-8,6,2,11,6,5,2,8,-6,23,7,9,-14,11,4,-2,0
1400,2013-07-03 08:15:00,0,0.75,0,-0.03,0,0,1,0,1,0,0,1,2013,27,2,1,17,-7,20,19,13,0,18,-13,11,7,5,1,28,-18,1,-27,21,-6,-6,0
1401,2013-07-03 08:30:00,31_32,-1.5999999999999999,1,-1.48,0,1,0,1,2,0,0,2,2013,27,2,2,18,-13,11,7,5,1,12,12,10,-5,7,-4,10,8,9,-1,39,13,-2,0
1402,2013-07-03 10:00:00,18,-2.19,1,0.0,0,0,0,1,1,0,0,1,2013,27,2,1,19,10,6,-1,9,6,6,-2,6,0,6,-1,18,3,6,-12,19,-3,-2,0
1403,2013-07-05 08:30:00,22_33,-0.27,1,0.52,0,0,1,1,1,1,0,2,2013,27,4,2,66,-47,25,3,23,1,15,-11,15,2,11,1,25,22,23,-2,19,-1,-16,0
1404,2013-07-11 08:30:00,32,-1.58,1,-0.88,1,0,0,1,1,0,0,1,2013,28,3,1,24,-5,17,-9,8,-7,18,-8,10,-7,11,2,29,15,29,0,32,-16,-19,0
1405,2013-07-12 08:30:00,23,1.04,0,0.0,0,0,1,0,1,0,0,1,2013,28,4,1,13,-4,8,5,9,3,8,-5,8,-8,6,-2,42,-16,11,-31,26,4,-3,0
1406,2013-07-12 09:55:00,28,-0.26,0,0.5,0,0,0,1,0,1,0,1,2013,28,4,1,14,10,10,-3,4,2,7,-5,9,5,15,11,21,9,21,0,42,-8,-17,0
1407,2013-07-15 08:30:00,10_29,-2.52,1,-1.2,0,0,0,2,1,0,1,2,2013,29,0,2,32,27,17,3,8,0,14,8,10,-9,10,7,11,-4,1,-10,33,-15,-20,0
1408,2013-07-16 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2013,29,1,1,23,-10,12,-4,21,16,21,12,9,-5,7,1,27,-6,0,-27,25,-6,-10,0
1409,2013-07-17 08:30:00,3,-1.94,1,1.43,1,0,0,1,1,0,0,1,2013,29,2,1,45,22,16,8,16,1,18,-1,24,-13,6,0,22,-4,9,-13,22,-9,-78,1
1410,2013-07-18 08:30:00,32,0.7,0,-2.39,0,0,1,0,1,0,0,1,2013,29,3,1,12,-3,13,5,22,-13,11,-1,8,2,8,0,20,12,14,-6,33,-15,-15,0
1411,2013-07-18 10:00:00,25,1.1,1,0.0,0,0,1,0,1,0,0,1,2013,29,3,1,16,-7,11,1,8,-2,8,6,8,-6,5,3,16,3,16,0,23,10,-20,0
1412,2013-07-22 10:00:00,14,-1.87,1,-2.7,1,0,0,1,0,0,1,1,2013,30,0,1,18,13,12,-4,7,-1,9,-6,4,1,4,0,28,-8,15,-13,36,32,-11,0
1413,2013-07-24 10:00:00,21,0.55,1,-1.35,1,0,1,0,0,0,1,1,2013,30,2,1,25,-22,11,11,12,5,9,2,8,-1,23,20,16,-13,3,-13,24,14,-28,1
1414,2013-07-25 08:30:00,32_8,-0.72,0,-4.34,0,1,0,1,1,0,1,2,2013,30,3,2,20,-7,25,21,11,1,15,0,7,-2,6,0,20,-6,7,-13,25,16,0,0
1415,2013-07-29 10:00:00,24,0.26,0,-0.67,2,0,1,0,0,0,1,1,2013,31,0,1,5,-2,7,6,5,-1,10,-7,6,6,7,5,19,1,7,-12,23,-12,-8,0
1416,2013-07-30 10:00:00,4,-0.12,0,0.41,0,0,0,1,0,1,0,1,2013,31,1,1,9,5,17,-17,6,-1,10,-6,16,-5,11,-1,22,11,15,-7,29,-17,-6,0
1417,2013-07-31 08:15:00,0,0.58,0,0.39,0,0,1,0,0,1,0,1,2013,31,2,1,32,-25,6,-2,10,6,40,-20,17,-10,12,7,20,4,9,-11,23,19,-14,0
1418,2013-07-31 08:30:00,1,1.15,1,-1.23,1,0,1,0,0,0,1,1,2013,31,2,1,40,-20,17,-10,12,7,10,-4,6,1,6,-5,18,4,16,-2,32,-3,-8,0
1419,2013-08-01 08:30:00,32,2.0,1,-3.65,0,0,1,0,1,0,0,1,2013,31,3,1,44,-25,16,5,24,9,44,18,11,-5,12,3,48,25,34,-14,22,-2,-47,1
1420,2013-08-01 10:00:00,17,2.01,1,0.0,0,0,1,0,1,0,0,1,2013,31,3,1,35,-21,17,6,10,-7,6,1,16,-5,11,-4,21,13,20,-1,49,9,-23,0
1421,2013-08-02 08:30:00,22_33,0.43,0,-0.19,0,0,1,1,1,0,1,2,2013,31,4,2,83,55,19,16,16,0,18,-3,12,2,12,1,34,-7,4,-30,28,-11,-2,0
1422,2013-08-05 10:00:00,18,2.34,1,0.0,0,0,1,0,1,0,0,1,2013,32,0,1,18,-13,7,3,7,-1,5,0,4,0,5,3,14,0,2,-12,18,3,-1,0
1423,2013-08-06 08:30:00,31,2.84,1,0.97,2,0,1,0,0,1,0,1,2013,32,1,1,12,-6,13,11,11,5,15,-5,7,5,5,-3,12,4,6,-6,23,19,-7,0
1424,2013-08-08 08:30:00,32,-0.21,0,-4.47,0,1,0,0,1,0,0,1,2013,32,3,1,10,6,6,2,4,2,4,0,4,2,6,-5,6,2,5,-1,13,-6,-1,0
1425,2013-08-13 08:30:00,10_29,0.26,0,3.3600000000000003,0,1,1,0,0,2,0,2,2013,33,1,2,35,-28,14,5,8,-3,11,-8,8,-2,6,3,18,-11,4,-14,11,3,-16,0
1426,2013-08-14 08:30:00,23,-1.25,1,0.0,0,0,0,1,1,0,0,1,2013,33,2,1,12,12,7,2,5,1,7,-1,4,-2,5,1,12,-1,10,-2,11,-5,-9,0
1427,2013-08-15 08:30:00,32_7,0.96,1,-4.47,0,1,1,0,2,0,0,2,2013,33,3,2,33,-26,37,-24,15,0,17,3,11,-9,11,0,16,0,14,-2,13,2,-27,1
1428,2013-08-15 10:00:00,25,-0.72,1,0.0,0,0,0,1,1,0,0,1,2013,33,3,1,28,-10,10,-8,12,5,10,6,10,6,12,11,17,17,17,0,27,-7,-5,0
1429,2013-08-16 08:30:00,3,-0.16,0,0.63,0,1,0,0,1,0,0,1,2013,33,4,1,15,15,10,0,16,12,9,1,5,2,4,-2,16,8,15,-1,8,-3,-53,1
1430,2013-08-16 09:55:00,28,-1.1,1,0.47,0,0,0,1,0,1,0,1,2013,33,4,1,18,1,12,-6,6,-4,5,2,8,-4,15,-12,25,-12,2,-23,21,-3,-17,0
1431,2013-08-21 10:00:00,14,1.81,1,-1.35,0,0,1,0,1,0,0,1,2013,34,2,1,12,0,7,3,6,-1,4,3,5,2,6,-4,14,-8,3,-11,20,-3,-22,0
1432,2013-08-22 08:30:00,32,-0.66,0,1.5,0,0,0,1,1,0,0,1,2013,34,3,1,14,14,14,8,10,-6,9,3,5,0,10,4,16,5,13,-3,19,6,-17,0
1433,2013-08-23 10:00:00,21,-5.93,2,-2.48,1,0,0,1,0,0,1,1,2013,34,4,1,26,22,11,-7,10,6,9,2,19,16,6,-1,19,3,15,-4,25,-9,-18,0
1434,2013-08-26 08:30:00,8,-1.04,0,-0.37,0,0,0,1,1,0,0,1,2013,35,0,1,23,21,12,-4,9,-2,6,3,7,2,6,-2,10,-4,5,-5,19,-7,-13,0
1435,2013-08-27 10:00:00,4,0.3,0,0.4,0,0,1,0,0,1,0,1,2013,35,1,1,10,-6,14,-5,10,7,13,3,4,-4,11,-3,21,16,20,-1,57,45,-10,0
1436,2013-08-28 10:00:00,24,-0.58,0,0.0,0,0,0,1,1,0,0,1,2013,35,2,1,10,4,9,-3,10,6,9,7,9,4,18,-14,23,10,19,-4,68,-51,-15,0
1437,2013-08-29 08:30:00,32_26,1.75,1,-2.8400000000000003,1,1,1,0,2,0,0,2,2013,35,3,2,27,-22,11,0,7,-2,6,2,8,3,7,-7,15,-7,6,-9,15,4,-19,0
1438,2013-09-03 10:00:00,17,0.65,0,0.0,0,0,1,0,1,0,0,1,2013,36,1,1,23,-19,15,6,17,13,12,-11,9,6,12,-10,10,4,9,-1,14,-6,-21,0
1439,2013-09-04 08:30:00,31,-0.08,0,-0.32,0,1,0,0,1,0,0,1,2013,36,2,1,6,0,3,-2,3,0,2,-1,3,2,3,1,9,-5,1,-8,16,-9,-4,0
1440,2013-09-05 08:15:00,0,-0.03,0,-0.08,0,1,0,0,1,0,0,1,2013,36,3,1,23,16,6,-1,4,-2,24,-19,24,-14,15,-5,41,-7,0,-41,11,-8,-52,1
1441,2013-09-05 08:30:00,32,0.77,0,-1.41,1,0,1,0,1,0,0,1,2013,36,3,1,24,-19,24,-14,15,-5,9,-5,26,-24,19,10,44,20,31,-13,23,4,-51,1
1442,2013-09-05 10:00:00,18,1.77,1,0.0,0,0,1,0,1,0,0,1,2013,36,3,1,13,-4,15,-11,11,-7,12,-7,10,7,8,-6,14,-1,3,-11,44,-2,-8,0
1443,2013-09-06 08:30:00,22_33,0.75,0,-2.12,1,0,1,1,1,0,1,2,2013,36,4,2,67,48,16,-10,25,-14,14,9,8,-3,16,-10,25,15,22,-3,14,-5,-2,0
1444,2013-09-12 08:30:00,32,4.56,1,0.0,1,0,1,0,1,0,0,1,2013,37,3,1,26,-9,6,6,6,-1,5,1,6,3,4,-3,17,-8,5,-12,21,-13,-1,0
1445,2013-09-13 08:30:00,10_29_23,-1.4400000000000002,0,3.3600000000000003,0,0,1,2,1,2,0,3,2013,37,4,3,23,18,10,7,11,-6,10,-4,9,-1,6,5,25,-19,5,-20,21,8,-33,1
1446,2013-09-13 09:55:00,28,-1.18,1,0.82,1,0,0,1,0,1,0,1,2013,37,4,1,22,8,18,-11,6,4,14,-4,9,0,6,2,11,-10,1,-10,52,-39,-1,0
1447,2013-09-17 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2013,38,1,1,12,7,8,-5,6,2,8,6,5,-5,4,-1,7,2,2,-5,14,-2,-22,0
1448,2013-09-18 08:30:00,3,-0.48,0,0.83,0,0,0,1,1,0,0,1,2013,38,2,1,7,-2,3,2,2,-1,7,-5,3,2,3,1,5,5,5,0,8,-2,-10,0
1449,2013-09-19 08:30:00,32,1.21,1,-1.75,0,0,1,0,1,0,0,1,2013,38,3,1,27,3,5,3,7,-6,3,2,3,1,4,-3,16,6,10,-6,17,-15,-25,0
1450,2013-09-19 10:00:00,25_14,2.3899999999999997,2,0.0,0,0,2,0,2,0,0,2,2013,38,3,2,12,-4,6,4,12,11,7,4,8,5,8,-3,13,-13,0,-13,16,-1,-30,1
1451,2013-09-24 10:00:00,4,-0.06,0,-0.2,0,1,0,0,1,0,0,1,2013,39,1,1,7,-1,6,-3,8,-4,9,2,6,-3,8,-3,16,9,16,0,21,16,-3,0
1452,2013-09-25 08:30:00,8,-1.04,0,-1.22,0,0,0,1,0,0,1,1,2013,39,2,1,14,-5,5,0,5,-3,10,9,7,-6,5,4,7,-1,1,-6,14,-6,-2,0
1453,2013-09-25 10:00:00,21,-0.02,0,-0.15,0,1,0,0,0,0,1,1,2013,39,2,1,8,4,11,-5,6,2,4,2,4,2,7,6,10,5,5,-5,14,-4,-4,0
1454,2013-09-26 08:30:00,32,0.74,1,-0.88,1,0,1,0,1,0,0,1,2013,39,3,1,12,-6,6,3,3,3,5,-2,10,8,4,1,9,-3,1,-8,8,-1,-22,0
1455,2013-09-26 10:00:00,24,-0.25,0,-0.23,0,0,0,1,1,0,0,1,2013,39,3,1,10,7,17,-14,13,-11,7,5,12,-5,10,6,16,-4,4,-12,13,-2,-16,0
1456,2013-10-01 10:00:00,17,0.47,0,0.0,0,0,1,0,1,0,0,1,2013,40,1,1,23,5,11,6,9,-1,14,-10,14,-10,10,-3,15,7,12,-3,30,-14,-13,0
1457,2013-10-02 08:15:00,0,-0.37,0,-1.25,1,0,0,1,0,0,1,1,2013,40,2,1,19,15,6,-2,7,-3,11,-9,48,25,18,7,35,26,28,-7,18,-5,-14,0
1458,2013-10-03 08:30:00,32,0.45,0,-2.83,0,0,1,0,1,0,0,1,2013,40,3,1,10,8,9,4,6,-2,5,-4,4,-1,9,-4,13,2,6,-7,14,-5,-2,0
1459,2013-10-03 10:00:00,18,-1.16,1,0.0,0,0,0,1,1,0,0,1,2013,40,3,1,25,23,11,-10,9,-3,9,-6,7,0,8,-1,31,14,25,-6,19,4,-8,0
1460,2013-10-10 08:30:00,32,-5.0,2,0.0,1,0,0,1,1,0,0,1,2013,41,3,1,14,6,8,-5,3,0,6,-3,12,-10,8,-4,13,-6,3,-10,14,0,-4,0
1461,2013-10-11 09:55:00,28,-0.43,0,0.54,0,0,0,1,0,1,0,1,2013,41,4,1,5,-1,6,3,7,-6,3,1,6,5,5,-1,12,8,11,-1,14,-6,-39,1
1462,2013-10-17 08:30:00,32,-0.02,0,-1.0,1,1,0,0,1,0,0,1,2013,42,3,1,17,-9,8,-4,11,7,7,-3,9,6,4,-4,20,13,16,-4,31,6,-7,0
1463,2013-10-17 10:00:00,25,0.42,0,0.0,0,0,1,0,1,0,0,1,2013,42,3,1,14,3,9,-5,8,5,7,-5,9,-8,4,3,21,-6,12,-9,33,28,-7,0
1464,2013-10-21 10:00:00,14,-0.11,0,-5.38,3,1,0,0,0,0,1,1,2013,43,0,1,10,-2,5,3,3,-1,15,14,5,1,5,-2,7,1,5,-2,18,-3,-6,0
1465,2013-10-22 08:30:00,22_33,-0.67,0,0.59,0,0,1,1,1,1,0,2,2013,43,1,2,78,59,16,-6,14,-6,12,-2,6,-2,9,2,18,12,13,-5,8,4,-5,0
1466,2013-10-24 08:30:00,31_32,-0.32,0,-5.300000000000001,0,1,0,1,2,0,0,2,2013,43,3,2,9,-2,16,-10,10,-7,8,-2,9,6,4,-2,19,5,16,-3,10,6,-22,0
1467,2013-10-25 08:30:00,8,-0.73,0,-1.83,0,0,0,1,0,0,1,1,2013,43,4,1,14,2,10,4,9,-5,6,3,5,2,8,-4,18,14,17,-1,24,-16,-6,0
1468,2013-10-28 10:00:00,24,-2.1,1,0.0,0,0,0,1,1,0,0,1,2013,44,0,1,7,4,6,0,4,-2,5,-4,5,3,5,3,12,0,6,-6,18,-3,-12,0
1469,2013-10-29 08:30:00,10_29_23,-1.9,1,0.0,0,1,0,2,3,0,0,3,2013,44,1,3,17,-9,8,4,8,1,7,5,6,0,8,-8,11,6,7,-4,17,11,-14,0
1470,2013-10-29 10:00:00,4,-1.25,0,0.43,0,0,0,1,0,1,0,1,2013,44,1,1,13,-3,9,-2,3,1,6,3,29,20,11,2,19,16,19,0,13,4,-74,1
1471,2013-10-30 08:15:00,0,-0.83,0,-2.16,1,0,0,1,0,0,1,1,2013,44,2,1,14,-2,7,-3,5,4,7,2,7,-4,5,-5,12,-1,1,-11,13,6,-3,0
1472,2013-10-30 08:30:00,7,-2.24,0,0.0,0,0,0,1,1,0,0,1,2013,44,2,1,7,2,7,-4,5,-5,7,-4,6,-5,3,1,9,3,7,-2,21,3,-1,0
1473,2013-10-31 08:30:00,32,-0.03,0,0.0,1,1,0,0,1,0,0,1,2013,44,3,1,8,4,7,-3,7,2,4,2,4,1,5,-5,28,19,20,-8,28,-17,-59,1
1474,2013-11-01 10:00:00,17,0.59,0,0.0,0,0,1,0,1,0,0,1,2013,44,4,1,16,-7,11,-2,11,-5,4,1,3,0,10,5,21,14,19,-2,24,-12,-21,0
1475,2013-11-05 10:00:00,18,0.43,0,0.0,0,0,1,0,1,0,0,1,2013,45,1,1,22,-15,8,-1,8,1,5,3,8,-2,5,1,30,20,24,-6,13,3,-14,0
1476,2013-11-07 08:30:00,32_1,1.15,1,-1.87,2,1,1,0,0,1,1,2,2013,45,3,2,56,-56,30,13,21,12,11,-10,21,8,16,6,38,28,35,-3,162,-147,-15,0
1477,2013-11-08 08:30:00,22_33,3.2,1,0.45,0,1,1,0,1,1,0,2,2013,45,4,2,70,-33,40,-12,17,-2,20,0,13,-2,25,22,24,-7,3,-21,35,-6,-48,1
1478,2013-11-08 09:55:00,28,-1.23,0,-3.57,1,0,0,1,0,0,1,1,2013,45,4,1,9,5,13,10,14,-11,18,-13,8,-5,13,-7,33,29,30,-3,55,-20,-5,0
1479,2013-11-14 08:30:00,31_32,-0.9,1,-2.2399999999999998,1,0,0,2,1,0,1,2,2013,46,3,2,15,10,8,4,3,0,5,-2,7,3,7,-1,17,-13,0,-17,13,5,-13,0
1480,2013-11-20 08:30:00,10_29_7,1.72,0,-1.08,0,1,2,0,1,1,1,3,2013,47,2,3,15,-13,25,17,9,3,14,-6,5,1,6,4,22,17,20,-2,13,-1,-98,1
1481,2013-11-20 10:00:00,14,-0.27,0,0.0,0,0,0,1,1,0,0,1,2013,47,2,1,9,7,4,-1,9,4,6,2,70,-61,12,8,21,3,12,-9,22,-4,-32,1
1482,2013-11-21 08:30:00,32_23,2.64,0,-2.13,1,1,1,0,1,0,1,2,2013,47,3,2,13,5,5,0,9,-5,15,11,7,1,12,-9,16,-6,5,-11,15,1,-14,0
1483,2013-11-21 10:00:00,25,-1.14,1,0.0,0,0,0,1,1,0,0,1,2013,47,3,1,19,13,11,10,8,-3,10,-9,4,-2,10,-8,13,3,7,-6,25,-12,-6,0
1484,2013-11-25 10:00:00,24,-0.66,1,2.22,2,0,0,1,0,1,0,1,2013,48,0,1,13,-1,8,-5,7,-5,4,-1,9,9,8,2,9,-4,4,-5,19,-10,-11,0
1485,2013-11-26 08:30:00,3,2.05,1,0.0,0,0,1,0,1,0,0,1,2013,48,1,1,8,-1,3,-1,4,2,6,3,2,1,2,-1,16,-6,0,-16,10,-2,-8,0
1486,2013-11-26 10:00:00,4,-0.48,0,1.08,1,0,0,1,0,1,0,1,2013,48,1,1,18,17,14,-9,7,2,7,5,14,12,9,-7,27,15,23,-4,30,-25,-6,0
1487,2013-11-27 08:30:00,32_8,1.3199999999999998,1,-1.9,0,0,1,1,2,0,0,2,2013,48,2,2,14,5,5,4,4,-2,5,2,4,-1,4,-1,22,-14,4,-18,13,-1,-19,0
1488,2013-12-02 10:00:00,17,1.61,1,0.0,0,0,1,0,1,0,0,1,2013,49,0,1,20,-14,11,0,6,-2,10,8,4,0,9,8,16,-4,11,-5,17,8,-5,0
1489,2013-12-04 08:15:00,0,2.09,1,4.26,2,0,1,0,0,1,0,1,2013,49,2,1,21,-3,4,-3,10,-8,15,-6,13,-9,13,-12,18,-8,7,-11,15,2,-10,0
1490,2013-12-04 08:30:00,31,-0.06,0,-2.2,1,1,0,0,0,0,1,1,2013,49,2,1,15,-6,13,-9,13,-12,8,-3,9,6,8,-5,17,-5,3,-14,32,-13,-1,0
1491,2013-12-04 10:00:00,21_18,-0.30000000000000004,1,0.0,0,0,1,1,2,0,0,2,2013,49,2,2,18,13,10,-6,7,-4,7,-6,4,0,6,2,20,10,14,-6,21,-4,-2,0
1492,2013-12-05 08:30:00,32_26,5.65,3,-2.53,2,0,2,0,1,0,1,2,2013,49,3,2,28,-24,13,-4,24,7,31,26,23,14,34,18,26,11,20,-6,27,-19,-20,0
1493,2013-12-06 08:30:00,22_33,2.72,1,-0.12,0,0,2,0,2,0,0,2,2013,49,4,2,40,-10,33,25,18,4,30,-25,20,17,11,4,30,-7,9,-21,23,-23,-13,0
1494,2013-12-06 09:55:00,28,3.04,1,1.96,1,0,1,0,0,1,0,1,2013,49,4,1,9,-2,7,-1,10,7,9,-1,10,2,8,-2,13,0,12,-1,41,22,-3,0
1495,2013-12-12 08:30:00,32_10_29,-2.08,2,2.88,1,0,2,1,1,2,0,3,2013,50,3,3,19,-2,8,3,16,-11,16,1,7,1,10,-7,12,6,8,-4,25,-7,-20,0
1496,2013-12-13 08:30:00,23,-0.35,0,0.0,0,0,0,1,1,0,0,1,2013,50,4,1,9,0,10,6,13,8,8,-1,5,5,10,4,16,-16,0,-16,14,7,-17,0
1497,2013-12-17 08:30:00,7,2.24,1,0.0,0,0,1,0,1,0,0,1,2013,51,1,1,16,14,7,-1,6,1,8,-5,4,3,4,-4,16,-4,0,-16,11,-5,-24,0
1498,2013-12-18 08:30:00,3,-0.3,0,-1.01,0,1,0,0,1,0,0,1,2013,51,2,1,11,-9,9,7,6,1,3,0,2,1,3,-2,11,10,10,-1,13,-5,-1,0
1499,2013-12-19 08:30:00,32,-1.45,2,-0.71,1,0,0,1,1,0,0,1,2013,51,3,1,14,11,10,-6,8,-1,11,0,6,3,5,0,14,-2,4,-10,25,-19,-20,0
1500,2013-12-19 10:00:00,25_14,-1.1,1,0.0,0,0,0,2,2,0,0,2,2013,51,3,2,12,5,10,-2,15,-10,4,-1,6,5,5,-5,15,13,14,-1,19,-9,-15,0
1501,2013-12-24 08:30:00,8,0.89,0,5.98,0,0,1,0,0,1,0,1,2013,52,1,1,9,-4,1,1,5,-3,3,-2,3,2,5,-4,14,-9,2,-12,10,0,-1,0
1502,2013-12-24 10:00:00,21,0.29,1,1.49,1,0,1,0,0,1,0,1,2013,52,1,1,3,0,2,1,3,-3,1,0,6,3,2,0,7,1,4,-3,16,-7,0,0
1503,2013-12-26 08:30:00,32,0.23,0,-0.56,1,0,1,0,1,0,0,1,2013,52,3,1,3,1,3,0,5,-5,11,-8,4,2,5,-2,4,2,3,-1,11,1,-4,0
1504,2013-12-30 10:00:00,24,-0.35,0,-0.89,1,0,0,1,0,0,1,1,2013,52,0,1,11,8,11,4,10,7,13,-11,3,1,4,0,20,16,16,-4,18,4,-18,0
1505,2013-12-31 10:00:00,4,0.74,0,2.93,1,0,1,0,0,1,0,1,2013,52,1,1,10,-7,5,-1,11,10,4,-4,3,0,3,3,23,-9,13,-10,15,-3,-5,0
1506,2014-01-02 08:30:00,32,-0.14,0,-1.79,0,0,0,1,1,0,0,1,2014,1,3,1,11,0,13,5,11,-8,3,2,6,4,7,6,13,-2,4,-9,32,-26,-22,0
