,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_60_0_before,pips_agg_60_0_before,pips_candle_min_0_30_after,reaction_min_0_30_after
191,2008-01-24 08:30:00,32,1.1,1,-0.31,0,0,1,0,1,0,0,1,2008,4,3,1,38,-22,-21,1
192,2008-01-24 10:00:00,14,-0.62,0,0.0,0,0,0,1,1,0,0,1,2008,4,3,1,35,28,-11,0
193,2008-01-28 10:00:00,21,-0.97,0,-0.41,0,0,0,1,0,0,1,1,2008,5,0,1,62,43,-6,0
194,2008-01-29 08:30:00,8,1.44,1,0.29,0,0,1,0,0,1,0,1,2008,5,1,1,28,-9,-13,0
195,2008-01-29 10:00:00,4,0.31,0,3.47,1,0,1,0,0,1,0,1,2008,5,1,1,18,0,-24,1
196,2008-01-30 08:15:00,0,1.27,1,-0.27,0,0,1,0,1,0,0,1,2008,5,2,1,42,5,-25,1
197,2008-01-30 08:30:00,1,1.0,0,1.0,0,0,0,1,0,1,0,1,2008,5,2,1,52,-35,-29,1
198,2008-01-30 14:15:00,15,0.0,0,-1.75,3,1,0,0,1,0,0,1,2008,5,2,1,80,6,-51,1
199,2008-02-01 08:30:00,22_33,-0.18000000000000005,2,1.36,1,0,1,1,1,1,0,2,2008,5,4,2,71,-1,-20,1
200,2008-02-01 10:00:00,17,3.03,1,0.0,0,0,1,0,1,0,0,1,2008,5,4,1,115,-67,-37,1
201,2008-02-05 10:00:00,18,-7.13,2,-1.7,3,0,0,1,1,0,0,1,2008,6,1,1,70,-32,-10,0
202,2008-02-07 08:30:00,32,-0.47,1,-0.88,1,0,0,1,1,0,0,1,2008,6,3,1,47,-32,-89,1
203,2008-02-07 10:00:00,24,-0.1,0,-0.31,1,0,0,1,0,0,1,1,2008,6,3,1,34,15,-17,0
204,2008-02-13 08:30:00,10_29,1.26,1,0.55,0,0,2,0,1,1,0,2,2008,7,2,2,23,-6,-20,1
205,2008-02-14 08:30:00,31,1.31,1,0.0,0,0,1,0,1,0,0,1,2008,7,3,1,31,10,-18,1
206,2008-02-15 09:00:00,30,-0.21,0,0.0,0,0,0,1,1,0,0,1,2008,7,4,1,28,15,-10,0
207,2008-02-15 09:55:00,28,-1.64,1,-2.23,1,0,0,1,0,0,1,1,2008,7,4,1,21,-4,-14,0
208,2008-02-20 08:30:00,7_3,2.24,3,-0.51,0,1,1,0,2,0,0,2,2008,8,2,2,49,21,-14,0
209,2008-02-25 10:00:00,14,0.96,1,-1.02,1,0,1,0,1,0,0,1,2008,9,0,1,34,-4,-12,0
210,2008-02-26 08:30:00,23,0.57,1,0.0,0,0,1,0,1,0,0,1,2008,9,1,1,29,-13,-14,0
