,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
0,clf,kn,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.75,{'n_neighbors': 51},0.73,0.71,0.74,0.99,0.65,0.07,935.00,357.00,"{'0': {'precision': 0.7356230031948882, 'recall': 0.9850267379679144, 'f1-score': 0.8422496570644719, 'support': 935}, '1': {'precision': 0.65, 'recall': 0.07282913165266107, 'f1-score': 0.13098236775818642, 'support': 357}, 'micro avg': {'precision': 0.7329721362229102, 'recall': 0.7329721362229102, 'f1-score': 0.7329721362229102, 'support': 1292}, 'macro avg': {'precision': 0.6928115015974441, 'recall': 0.5289279348102878, 'f1-score': 0.4866160124113291, 'support': 1292}, 'weighted avg': {'precision': 0.7119640154699849, 'recall': 0.7329721362229102, 'f1-score': 0.6457152744929983, 'support': 1292}}",3.78
1,clf,svc-rbf,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.75,"{'C': 1, 'gamma': 1}",0.72,0.52,0.72,1.00,0.00,0.00,935.00,357.00,"{'0': {'precision': 0.7236842105263158, 'recall': 1.0, 'f1-score': 0.8396946564885496, 'support': 935}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 357}, 'micro avg': {'precision': 0.7236842105263158, 'recall': 0.7236842105263158, 'f1-score': 0.7236842105263158, 'support': 1292}, 'macro avg': {'precision': 0.3618421052631579, 'recall': 0.5, 'f1-score': 0.4198473282442748, 'support': 1292}, 'weighted avg': {'precision': 0.523718836565097, 'recall': 0.7236842105263158, 'f1-score': 0.607673764564082, 'support': 1292}}",8.44
2,clf,dtree,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.75,"{'max_depth': 4, 'min_samples_leaf': 50}",0.74,0.71,0.74,0.97,0.62,0.11,935.00,357.00,"{'0': {'precision': 0.74185667752443, 'recall': 0.9743315508021391, 'f1-score': 0.8423485899214055, 'support': 935}, '1': {'precision': 0.625, 'recall': 0.11204481792717087, 'f1-score': 0.19002375296912113, 'support': 357}, 'micro avg': {'precision': 0.7360681114551083, 'recall': 0.7360681114551083, 'f1-score': 0.7360681114551083, 'support': 1292}, 'macro avg': {'precision': 0.683428338762215, 'recall': 0.543188184364655, 'f1-score': 0.5161861714452634, 'support': 1292}, 'weighted avg': {'precision': 0.7095673324189954, 'recall': 0.7360681114551083, 'f1-score': 0.6621009376056426, 'support': 1292}}",0.56
3,clf,rforest,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.76,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",0.74,0.76,0.74,0.99,0.81,0.07,935.00,357.00,"{'0': {'precision': 0.7367168913560667, 'recall': 0.9935828877005347, 'f1-score': 0.8460837887067395, 'support': 935}, '1': {'precision': 0.8064516129032258, 'recall': 0.0700280112044818, 'f1-score': 0.1288659793814433, 'support': 357}, 'micro avg': {'precision': 0.7383900928792569, 'recall': 0.7383900928792569, 'f1-score': 0.7383900928792569, 'support': 1292}, 'macro avg': {'precision': 0.7715842521296462, 'recall': 0.5318054494525083, 'f1-score': 0.4874748840440914, 'support': 1292}, 'weighted avg': {'precision': 0.7559856959940975, 'recall': 0.7383900928792569, 'f1-score': 0.647905183498434, 'support': 1292}}",26.56
4,clf,xgb,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.76,{'n_estimators': 10},0.74,0.73,0.74,0.99,0.70,0.07,935.00,357.00,"{'0': {'precision': 0.7362549800796813, 'recall': 0.9882352941176471, 'f1-score': 0.8438356164383563, 'support': 935}, '1': {'precision': 0.7027027027027027, 'recall': 0.07282913165266107, 'f1-score': 0.1319796954314721, 'support': 357}, 'micro avg': {'precision': 0.7352941176470589, 'recall': 0.7352941176470589, 'f1-score': 0.735294117647059, 'support': 1292}, 'macro avg': {'precision': 0.719478841391192, 'recall': 0.5305322128851541, 'f1-score': 0.48790765593491414, 'support': 1292}, 'weighted avg': {'precision': 0.7269839560676215, 'recall': 0.7352941176470589, 'f1-score': 0.6471385856338224, 'support': 1292}}",0.30
5,clf,gboosting,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.76,{'n_estimators': 50},0.74,0.73,0.74,0.98,0.70,0.12,935.00,357.00,"{'0': {'precision': 0.7449228269699432, 'recall': 0.9807486631016042, 'f1-score': 0.8467220683287164, 'support': 935}, '1': {'precision': 0.7049180327868853, 'recall': 0.12044817927170869, 'f1-score': 0.20574162679425836, 'support': 357}, 'micro avg': {'precision': 0.7430340557275542, 'recall': 0.7430340557275542, 'f1-score': 0.7430340557275542, 'support': 1292}, 'macro avg': {'precision': 0.7249204298784142, 'recall': 0.5505984211866565, 'f1-score': 0.5262318475614874, 'support': 1292}, 'weighted avg': {'precision': 0.7338688706825193, 'recall': 0.7430340557275542, 'f1-score': 0.6696090515889319, 'support': 1292}}",0.76
6,clf,ada,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.75,{'n_estimators': 100},0.74,0.72,0.75,0.96,0.63,0.17,935.00,357.00,"{'0': {'precision': 0.7518796992481203, 'recall': 0.9625668449197861, 'f1-score': 0.8442776735459662, 'support': 935}, '1': {'precision': 0.631578947368421, 'recall': 0.16806722689075632, 'f1-score': 0.26548672566371684, 'support': 357}, 'micro avg': {'precision': 0.7430340557275542, 'recall': 0.7430340557275542, 'f1-score': 0.7430340557275542, 'support': 1292}, 'macro avg': {'precision': 0.6917293233082706, 'recall': 0.5653170359052712, 'f1-score': 0.5548821996048415, 'support': 1292}, 'weighted avg': {'precision': 0.7186387020182035, 'recall': 0.7430340557275542, 'f1-score': 0.6843485958416604, 'support': 1292}}",0.86
0,reg,kn,max,basic,ALL_NO_1_1_1,0_120,included,basic,22.20,{'n_neighbors': 41},,,,,,,,,22.29,2.95
1,reg,svr-rbf,max,basic,ALL_NO_1_1_1,0_120,included,basic,24.49,"{'C': 5, 'gamma': 1}",,,,,,,,,25.18,7.49
2,reg,dtree,max,basic,ALL_NO_1_1_1,0_120,included,basic,21.65,"{'max_depth': 4, 'min_samples_leaf': 50}",,,,,,,,,21.61,0.49
