,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_60_0_before,pips_agg_60_0_before,pips_candle_min_0_60_after,reaction_min_0_60_after
144,2007-06-06 10:30:00,18,0.0,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,23,2,1,13,4,-15,0
145,2007-06-07 08:30:00,69,0.43,0,0.0,1,0,1,0,1,0,0,0,0,1,2007,23,3,1,13,-10,-5,0
146,2007-06-07 10:00:00,31,0.0,0,-1.2,1,1,0,0,0,0,1,0,1,0,2007,23,3,1,14,10,-24,1
147,2007-06-07 10:30:00,46,-1.52,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,23,3,1,14,-1,-8,0
148,2007-06-07 15:00:00,12,-0.64,1,0.35,0,0,0,1,0,1,0,0,1,0,2007,23,3,1,12,7,-8,0
149,2007-06-08 08:30:00,68,2.06,1,7.8,3,0,1,0,0,1,0,1,0,0,2007,23,4,1,33,23,-14,0
150,2007-06-12 10:00:00,37,0.48,1,0.0,0,0,1,0,1,0,0,0,1,0,2007,24,1,1,22,-21,-6,0
151,2007-06-12 14:00:00,25,-0.14,1,0.0,0,1,0,0,1,0,0,0,0,1,2007,24,1,1,12,10,-16,0
152,2007-06-13 10:00:00,5,-1.1,1,-1.12,1,0,0,1,0,0,1,0,0,1,2007,24,2,1,20,11,-1,0
153,2007-06-13 10:30:00,18,-0.22,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,24,2,1,21,16,-7,0
154,2007-06-14 10:30:00,46,-1.92,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,24,3,1,27,21,-15,0
155,2007-06-15 09:00:00,66,0.35,1,-2.13,3,0,1,0,0,0,1,1,0,0,2007,24,4,1,32,22,-7,0
156,2007-06-15 10:00:00,58,-1.33,1,-0.28,0,0,0,1,1,0,0,1,0,0,2007,24,4,1,29,1,-7,0
157,2007-06-18 13:00:00,44,-0.28,0,0.0,0,0,0,1,1,0,0,0,1,0,2007,25,0,1,12,9,-4,0
158,2007-06-20 10:30:00,18,-5.96,2,0.0,0,1,0,0,1,0,0,0,1,0,2007,25,2,1,13,-2,-13,0
159,2007-06-21 08:30:00,69,-1.14,1,-2.3,1,0,0,1,1,0,0,0,0,1,2007,25,3,1,26,21,-11,0
160,2007-06-21 10:00:00,7,0.55,2,0.57,0,0,1,0,0,1,0,0,1,0,2007,25,3,1,11,-5,-2,0
161,2007-06-21 10:30:00,46,-0.38,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,25,3,1,6,2,-1,0
162,2007-06-21 12:00:00,53,2.8,2,0.0,0,0,1,0,1,0,0,0,0,1,2007,25,3,1,8,-3,-2,0
163,2007-06-25 10:00:00,23,0.1,0,-0.69,1,0,1,0,1,0,0,1,0,0,2007,26,0,1,8,3,-21,0
164,2007-06-26 09:00:00,65,0.0,1,-0.77,0,1,0,0,1,0,0,0,1,0,2007,26,1,1,21,12,-6,0
165,2007-06-27 10:30:00,18,0.0,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,26,2,1,8,-3,-12,0
166,2007-06-28 10:30:00,46,-5.21,2,0.0,0,1,0,0,1,0,0,0,1,0,2007,26,3,1,7,-2,-3,0
167,2007-06-28 14:15:00,26,0.0,0,0.0,0,1,0,0,1,0,0,1,0,0,2007,26,3,1,14,-15,-24,1
168,2007-06-29 09:45:00,10,0.32,0,0.0,0,0,1,0,1,0,0,0,0,1,2007,26,4,1,18,10,-8,0
169,2007-07-03 01:00:00,67,-2.41,3,0.0,0,0,0,1,1,0,0,0,1,0,2007,27,1,1,7,-4,0,0
170,2007-07-05 08:15:00,0,1.83,2,-0.07,0,0,1,0,1,0,0,0,0,1,2007,27,3,1,16,1,-25,1
171,2007-07-05 08:30:00,69,-0.47,0,-2.45,1,1,0,0,1,0,0,0,0,1,2007,27,3,1,14,-2,-27,1
172,2007-07-05 10:00:00,40,0.79,0,0.0,0,0,1,0,1,0,0,1,0,0,2007,27,3,1,27,-19,-20,0
173,2007-07-05 10:30:00,18,-1.14,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,27,3,1,31,-22,-8,0
174,2007-07-06 10:30:00,46,-0.72,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,27,4,1,41,33,-9,0
175,2007-07-09 15:00:00,12,1.27,1,-0.21,1,0,1,0,0,0,1,0,1,0,2007,28,0,1,6,3,-4,0
176,2007-07-10 10:00:00,31,-0.15,0,0.0,0,0,0,1,1,0,0,0,1,0,2007,28,1,1,57,47,-10,0
177,2007-07-11 10:30:00,18,-0.5,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,28,2,1,18,10,-20,0
178,2007-07-12 10:30:00,46,-1.71,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,28,3,1,15,-6,-10,0
179,2007-07-12 14:00:00,25,-0.01,0,0.0,0,1,0,0,1,0,0,0,0,1,2007,28,3,1,6,-1,-7,0
180,2007-07-16 08:30:00,21,0.69,1,0.0,0,0,1,0,1,0,0,0,0,1,2007,29,0,1,16,-12,-3,0
181,2007-07-17 09:00:00,66,1.55,2,-0.33,2,0,1,0,0,0,1,1,0,0,2007,29,1,1,22,13,-4,0
182,2007-07-17 10:00:00,37,-0.35,1,0.0,0,0,0,1,1,0,0,0,1,0,2007,29,1,1,12,-1,-4,0
183,2007-07-17 13:00:00,44,-1.2,1,0.0,0,0,0,1,1,0,0,0,1,0,2007,29,1,1,6,3,-5,0
184,2007-07-18 10:30:00,18,-0.04,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,29,2,1,28,23,-2,0
185,2007-07-19 08:30:00,69,1.92,1,-1.83,0,0,1,0,1,0,0,0,0,1,2007,29,3,1,19,15,0,0
186,2007-07-19 10:00:00,7,-1.65,1,-0.28,1,0,0,1,0,0,1,0,1,0,2007,29,3,1,14,-6,-8,0
187,2007-07-19 10:30:00,46,-0.75,0,0.0,0,1,0,0,1,0,0,0,1,0,2007,29,3,1,11,-1,-10,0
188,2007-07-19 12:00:00,53,-0.75,1,0.0,0,0,0,1,1,0,0,0,0,1,2007,29,3,1,21,-9,-5,0
189,2007-07-24 10:00:00,64,0.0,2,0.0,0,1,0,0,1,0,0,0,1,0,2007,30,1,1,18,0,-16,0
190,2007-07-25 10:00:00,23,-0.39,1,-0.31,0,0,0,1,1,0,0,1,0,0,2007,30,2,1,25,-9,-26,1
191,2007-07-25 10:30:00,18,-0.1,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,30,2,1,34,-22,-21,0
192,2007-07-26 10:00:00,47,-0.61,0,-0.86,0,0,0,1,0,0,1,1,0,0,2007,30,3,1,24,6,-24,1
193,2007-07-26 10:30:00,46,-0.18,1,0.0,0,1,0,0,1,0,0,0,1,0,2007,30,3,1,39,7,-19,0
194,2007-07-27 10:00:00,63,-0.62,1,-6.28,2,0,0,1,1,0,0,0,0,1,2007,30,4,1,19,0,-8,0
195,2007-07-31 09:00:00,65,-0.6,0,0.0,1,1,0,0,0,0,1,0,1,0,2007,31,1,1,21,4,-11,0
196,2007-07-31 09:45:00,10,-0.91,1,0.0,0,0,0,1,1,0,0,0,0,1,2007,31,1,1,20,2,-25,1
