,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
2,clf,dtree,min,basic,ALL_NO_1_1_1,30_120,included,basic,0.76,"{'max_depth': 4, 'min_samples_leaf': 150}",0.76,0.71,0.79,0.94,0.44,0.15,993.00,299.00,"{'0': {'precision': 0.7868576242628476, 'recall': 0.9405840886203424, 'f1-score': 0.8568807339449541, 'support': 993}, '1': {'precision': 0.4380952380952381, 'recall': 0.15384615384615385, 'f1-score': 0.22772277227722776, 'support': 299}, 'micro avg': {'precision': 0.7585139318885449, 'recall': 0.7585139318885449, 'f1-score': 0.758513931888545, 'support': 1292}, 'macro avg': {'precision': 0.6124764311790428, 'recall': 0.5472151212332481, 'f1-score': 0.542301753111091, 'support': 1292}, 'weighted avg': {'precision': 0.7061455859779286, 'recall': 0.7585139318885449, 'f1-score': 0.7112783883268039, 'support': 1292}}",0.71
3,clf,rforest,min,basic,ALL_NO_1_1_1,30_120,included,basic,0.76,"{'max_depth': 6, 'min_samples_leaf': 30, 'n_estimators': 100}",0.77,0.72,0.78,0.97,0.50,0.09,993.00,299.00,"{'0': {'precision': 0.7802907915993538, 'recall': 0.972809667673716, 'f1-score': 0.865979381443299, 'support': 993}, '1': {'precision': 0.5, 'recall': 0.0903010033444816, 'f1-score': 0.1529745042492918, 'support': 299}, 'micro avg': {'precision': 0.7685758513931888, 'recall': 0.7685758513931888, 'f1-score': 0.7685758513931888, 'support': 1292}, 'macro avg': {'precision': 0.6401453957996769, 'recall': 0.5315553355090988, 'f1-score': 0.5094769428462954, 'support': 1292}, 'weighted avg': {'precision': 0.7154247337911442, 'recall': 0.7685758513931888, 'f1-score': 0.700972834786172, 'support': 1292}}",27.34
4,clf,xgb,min,basic,ALL_NO_1_1_1,30_120,included,basic,0.76,{'n_estimators': 10},0.77,0.72,0.79,0.96,0.51,0.13,993.00,299.00,"{'0': {'precision': 0.7855382087099425, 'recall': 0.9627391742195368, 'f1-score': 0.865158371040724, 'support': 993}, '1': {'precision': 0.5066666666666667, 'recall': 0.12709030100334448, 'f1-score': 0.2032085561497326, 'support': 299}, 'micro avg': {'precision': 0.7693498452012384, 'recall': 0.7693498452012384, 'f1-score': 0.7693498452012384, 'support': 1292}, 'macro avg': {'precision': 0.6461024376883047, 'recall': 0.5449147376114406, 'f1-score': 0.5341834635952283, 'support': 1292}, 'weighted avg': {'precision': 0.7210005995219089, 'recall': 0.7693498452012384, 'f1-score': 0.71196719870914, 'support': 1292}}",0.42
5,clf,gboosting,min,basic,ALL_NO_1_1_1,30_120,included,basic,0.76,{'n_estimators': 100},0.76,0.71,0.79,0.94,0.45,0.16,993.00,299.00,"{'0': {'precision': 0.7884940778341794, 'recall': 0.9385699899295066, 'f1-score': 0.8570114942528736, 'support': 993}, '1': {'precision': 0.44545454545454544, 'recall': 0.16387959866220736, 'f1-score': 0.2396088019559902, 'support': 299}, 'micro avg': {'precision': 0.7592879256965944, 'recall': 0.7592879256965944, 'f1-score': 0.7592879256965943, 'support': 1292}, 'macro avg': {'precision': 0.6169743116443624, 'recall': 0.551224794295857, 'f1-score': 0.5483101481044319, 'support': 1292}, 'weighted avg': {'precision': 0.709106446114744, 'recall': 0.7592879256965944, 'f1-score': 0.7141296018405144, 'support': 1292}}",1.14
6,clf,ada,min,basic,ALL_NO_1_1_1,30_120,included,basic,0.76,{'n_estimators': 50},0.76,0.71,0.79,0.93,0.44,0.18,993.00,299.00,"{'0': {'precision': 0.79073756432247, 'recall': 0.9284994964753273, 'f1-score': 0.8540991199629459, 'support': 993}, '1': {'precision': 0.4365079365079365, 'recall': 0.18394648829431437, 'f1-score': 0.2588235294117647, 'support': 299}, 'micro avg': {'precision': 0.7561919504643962, 'recall': 0.7561919504643962, 'f1-score': 0.7561919504643962, 'support': 1292}, 'macro avg': {'precision': 0.6136227504152032, 'recall': 0.5562229923848208, 'f1-score': 0.5564613246873553, 'support': 1292}, 'weighted avg': {'precision': 0.7087602742941841, 'recall': 0.7561919504643962, 'f1-score': 0.716337973233222, 'support': 1292}}",1.08
0,reg,kn,min,basic,ALL_NO_1_1_1,30_120,included,basic,17.67,{'n_neighbors': 51},,,,,,,,,16.68,7.58
1,reg,svr-rbf,min,basic,ALL_NO_1_1_1,30_120,included,basic,19.61,"{'C': 5, 'gamma': 1}",,,,,,,,,18.46,9.30
2,reg,dtree,min,basic,ALL_NO_1_1_1,30_120,included,basic,17.49,"{'max_depth': 6, 'min_samples_leaf': 250}",,,,,,,,,16.67,0.69
3,reg,rforest,min,basic,ALL_NO_1_1_1,30_120,included,basic,16.97,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 200}",,,,,,,,,16.24,66.99
4,reg,xgb,min,basic,ALL_NO_1_1_1,30_120,included,basic,17.06,{'n_estimators': 50},,,,,,,,,16.47,0.43
5,reg,gboosting,min,basic,ALL_NO_1_1_1,30_120,included,basic,17.09,{'n_estimators': 50},,,,,,,,,16.59,0.90
6,reg,ada,min,basic,ALL_NO_1_1_1,30_120,included,basic,18.65,{'n_estimators': 10},,,,,,,,,18.65,1.29
0,clf,kn,max,all,ALL_NO_1_1_1,30_120,included,basic,0.75,{'n_neighbors': 31},0.73,0.68,0.74,0.99,0.53,0.03,947.00,345.00,"{'0': {'precision': 0.7364705882352941, 'recall': 0.9915522703273495, 'f1-score': 0.8451845184518452, 'support': 947}, '1': {'precision': 0.5294117647058824, 'recall': 0.02608695652173913, 'f1-score': 0.04972375690607735, 'support': 345}, 'micro avg': {'precision': 0.7337461300309598, 'recall': 0.7337461300309598, 'f1-score': 0.7337461300309598, 'support': 1292}, 'macro avg': {'precision': 0.6329411764705882, 'recall': 0.5088196134245443, 'f1-score': 0.44745413767896125, 'support': 1292}, 'weighted avg': {'precision': 0.6811801129120378, 'recall': 0.7337461300309598, 'f1-score': 0.6327743305777818, 'support': 1292}}",6.73
1,clf,svc-rbf,max,all,ALL_NO_1_1_1,30_120,included,basic,0.75,"{'C': 1, 'gamma': 1}",0.73,0.54,0.73,1.00,0.00,0.00,947.00,345.00,"{'0': {'precision': 0.7329721362229102, 'recall': 1.0, 'f1-score': 0.8459133541759715, 'support': 947}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 345}, 'micro avg': {'precision': 0.7329721362229102, 'recall': 0.7329721362229102, 'f1-score': 0.7329721362229102, 'support': 1292}, 'macro avg': {'precision': 0.3664860681114551, 'recall': 0.5, 'f1-score': 0.42295667708798573, 'support': 1292}, 'weighted avg': {'precision': 0.5372481524791765, 'recall': 0.7329721362229102, 'f1-score': 0.620030918269849, 'support': 1292}}",9.67
2,clf,dtree,max,all,ALL_NO_1_1_1,30_120,included,basic,0.75,"{'max_depth': 4, 'min_samples_leaf': 150}",0.73,0.68,0.75,0.96,0.49,0.11,947.00,345.00,"{'0': {'precision': 0.7475247524752475, 'recall': 0.9567053854276664, 'f1-score': 0.8392774432607689, 'support': 947}, '1': {'precision': 0.4875, 'recall': 0.11304347826086956, 'f1-score': 0.18352941176470589, 'support': 345}, 'micro avg': {'precision': 0.7314241486068112, 'recall': 0.7314241486068112, 'f1-score': 0.7314241486068112, 'support': 1292}, 'macro avg': {'precision': 0.6175123762376238, 'recall': 0.534874431844268, 'f1-score': 0.5114034275127374, 'support': 1292}, 'weighted avg': {'precision': 0.6780908982926156, 'recall': 0.7314241486068112, 'f1-score': 0.6641744472343435, 'support': 1292}}",0.71
3,clf,rforest,max,all,ALL_NO_1_1_1,30_120,included,basic,0.76,"{'max_depth': 6, 'min_samples_leaf': 20, 'n_estimators': 10}",0.73,0.68,0.74,0.98,0.51,0.06,947.00,345.00,"{'0': {'precision': 0.7413931144915933, 'recall': 0.9778247096092925, 'f1-score': 0.843351548269581, 'support': 947}, '1': {'precision': 0.5116279069767442, 'recall': 0.06376811594202898, 'f1-score': 0.11340206185567009, 'support': 345}, 'micro avg': {'precision': 0.7337461300309598, 'recall': 0.7337461300309598, 'f1-score': 0.7337461300309598, 'support': 1292}, 'macro avg': {'precision': 0.6265105107341687, 'recall': 0.5207964127756607, 'f1-score': 0.4783768050626256, 'support': 1292}, 'weighted avg': {'precision': 0.6800394019586035, 'recall': 0.7337461300309598, 'f1-score': 0.6484346962472906, 'support': 1292}}",27.93
4,clf,xgb,max,all,ALL_NO_1_1_1,30_120,included,basic,0.75,{'n_estimators': 50},0.74,0.69,0.75,0.97,0.54,0.10,947.00,345.00,"{'0': {'precision': 0.7465475223395613, 'recall': 0.9704329461457233, 'f1-score': 0.8438934802571165, 'support': 947}, '1': {'precision': 0.5409836065573771, 'recall': 0.09565217391304348, 'f1-score': 0.1625615763546798, 'support': 345}, 'micro avg': {'precision': 0.7368421052631579, 'recall': 0.7368421052631579, 'f1-score': 0.7368421052631579, 'support': 1292}, 'macro avg': {'precision': 0.6437655644484692, 'recall': 0.5330425600293833, 'f1-score': 0.5032275283058981, 'support': 1292}, 'weighted avg': {'precision': 0.6916562290385911, 'recall': 0.7368421052631579, 'f1-score': 0.6619588774348715, 'support': 1292}}",0.45
5,clf,gboosting,max,all,ALL_NO_1_1_1,30_120,included,basic,0.75,{'n_estimators': 100},0.73,0.68,0.75,0.95,0.47,0.13,947.00,345.00,"{'0': {'precision': 0.7489574645537949, 'recall': 0.9482576557550159, 'f1-score': 0.8369058713886299, 'support': 947}, '1': {'precision': 0.4731182795698925, 'recall': 0.12753623188405797, 'f1-score': 0.20091324200913244, 'support': 345}, 'micro avg': {'precision': 0.7291021671826625, 'recall': 0.7291021671826625, 'f1-score': 0.7291021671826625, 'support': 1292}, 'macro avg': {'precision': 0.6110378720618437, 'recall': 0.5378969438195369, 'f1-score': 0.5189095566988812, 'support': 1292}, 'weighted avg': {'precision': 0.6753007162415299, 'recall': 0.7291021671826625, 'f1-score': 0.6670781181874483, 'support': 1292}}",1.10
6,clf,ada,max,all,ALL_NO_1_1_1,30_120,included,basic,0.75,{'n_estimators': 50},0.73,0.68,0.76,0.94,0.49,0.17,947.00,345.00,"{'0': {'precision': 0.7553282182438192, 'recall': 0.9355860612460402, 'f1-score': 0.8358490566037735, 'support': 947}, '1': {'precision': 0.48739495798319327, 'recall': 0.1681159420289855, 'f1-score': 0.24999999999999994, 'support': 345}, 'micro avg': {'precision': 0.7306501547987616, 'recall': 0.7306501547987616, 'f1-score': 0.7306501547987616, 'support': 1292}, 'macro avg': {'precision': 0.6213615881135063, 'recall': 0.5518510016375129, 'f1-score': 0.5429245283018868, 'support': 1292}, 'weighted avg': {'precision': 0.6837825721215932, 'recall': 0.7306501547987616, 'f1-score': 0.6794110345230445, 'support': 1292}}",1.11
0,reg,kn,max,all,ALL_NO_1_1_1,30_120,included,basic,18.60,{'n_neighbors': 61},,,,,,,,,18.24,7.42
1,reg,svr-rbf,max,all,ALL_NO_1_1_1,30_120,included,basic,20.21,"{'C': 5, 'gamma': 1}",,,,,,,,,20.20,9.16
2,reg,dtree,max,all,ALL_NO_1_1_1,30_120,included,basic,18.33,"{'max_depth': 4, 'min_samples_leaf': 150}",,,,,,,,,18.09,0.69
3,reg,rforest,max,all,ALL_NO_1_1_1,30_120,included,basic,17.91,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 200}",,,,,,,,,17.75,67.18
4,reg,xgb,max,all,ALL_NO_1_1_1,30_120,included,basic,18.06,{'n_estimators': 50},,,,,,,,,17.76,0.43
5,reg,gboosting,max,all,ALL_NO_1_1_1,30_120,included,basic,18.14,{'n_estimators': 50},,,,,,,,,17.80,0.89
6,reg,ada,max,all,ALL_NO_1_1_1,30_120,included,basic,20.00,{'n_estimators': 10},,,,,,,,,20.63,1.03
0,clf,kn,min,all,ALL_NO_1_1_1,30_120,included,basic,0.76,{'n_neighbors': 41},0.77,0.72,0.78,0.99,0.55,0.06,993.00,299.00,"{'0': {'precision': 0.7763679619349723, 'recall': 0.9859013091641491, 'f1-score': 0.8686779059449867, 'support': 993}, '1': {'precision': 0.5483870967741935, 'recall': 0.056856187290969896, 'f1-score': 0.10303030303030303, 'support': 299}, 'micro avg': {'precision': 0.7708978328173375, 'recall': 0.7708978328173375, 'f1-score': 0.7708978328173375, 'support': 1292}, 'macro avg': {'precision': 0.6623775293545828, 'recall': 0.5213787482275595, 'f1-score': 0.4858541044876449, 'support': 1292}, 'weighted avg': {'precision': 0.7236076843164948, 'recall': 0.7708978328173375, 'f1-score': 0.6914885613076102, 'support': 1292}}",6.55
1,clf,svc-rbf,min,all,ALL_NO_1_1_1,30_120,included,basic,0.75,"{'C': 1, 'gamma': 1}",0.77,0.59,0.77,1.00,0.00,0.00,993.00,299.00,"{'0': {'precision': 0.7685758513931888, 'recall': 1.0, 'f1-score': 0.8691466083150985, 'support': 993}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 299}, 'micro avg': {'precision': 0.7685758513931888, 'recall': 0.7685758513931888, 'f1-score': 0.7685758513931888, 'support': 1292}, 'macro avg': {'precision': 0.3842879256965944, 'recall': 0.5, 'f1-score': 0.43457330415754925, 'support': 1292}, 'weighted avg': {'precision': 0.5907088393447651, 'recall': 0.7685758513931888, 'f1-score': 0.6680050944712792, 'support': 1292}}",9.67
2,clf,dtree,min,all,ALL_NO_1_1_1,30_120,included,basic,0.76,"{'max_depth': 4, 'min_samples_leaf': 150}",0.76,0.71,0.79,0.94,0.44,0.15,993.00,299.00,"{'0': {'precision': 0.7868576242628476, 'recall': 0.9405840886203424, 'f1-score': 0.8568807339449541, 'support': 993}, '1': {'precision': 0.4380952380952381, 'recall': 0.15384615384615385, 'f1-score': 0.22772277227722776, 'support': 299}, 'micro avg': {'precision': 0.7585139318885449, 'recall': 0.7585139318885449, 'f1-score': 0.758513931888545, 'support': 1292}, 'macro avg': {'precision': 0.6124764311790428, 'recall': 0.5472151212332481, 'f1-score': 0.542301753111091, 'support': 1292}, 'weighted avg': {'precision': 0.7061455859779286, 'recall': 0.7585139318885449, 'f1-score': 0.7112783883268039, 'support': 1292}}",0.70
3,clf,rforest,min,all,ALL_NO_1_1_1,30_120,included,basic,0.76,"{'max_depth': 6, 'min_samples_leaf': 30, 'n_estimators': 100}",0.77,0.72,0.78,0.97,0.50,0.09,993.00,299.00,"{'0': {'precision': 0.7802907915993538, 'recall': 0.972809667673716, 'f1-score': 0.865979381443299, 'support': 993}, '1': {'precision': 0.5, 'recall': 0.0903010033444816, 'f1-score': 0.1529745042492918, 'support': 299}, 'micro avg': {'precision': 0.7685758513931888, 'recall': 0.7685758513931888, 'f1-score': 0.7685758513931888, 'support': 1292}, 'macro avg': {'precision': 0.6401453957996769, 'recall': 0.5315553355090988, 'f1-score': 0.5094769428462954, 'support': 1292}, 'weighted avg': {'precision': 0.7154247337911442, 'recall': 0.7685758513931888, 'f1-score': 0.700972834786172, 'support': 1292}}",27.12
4,clf,xgb,min,all,ALL_NO_1_1_1,30_120,included,basic,0.76,{'n_estimators': 10},0.77,0.72,0.79,0.96,0.51,0.13,993.00,299.00,"{'0': {'precision': 0.7855382087099425, 'recall': 0.9627391742195368, 'f1-score': 0.865158371040724, 'support': 993}, '1': {'precision': 0.5066666666666667, 'recall': 0.12709030100334448, 'f1-score': 0.2032085561497326, 'support': 299}, 'micro avg': {'precision': 0.7693498452012384, 'recall': 0.7693498452012384, 'f1-score': 0.7693498452012384, 'support': 1292}, 'macro avg': {'precision': 0.6461024376883047, 'recall': 0.5449147376114406, 'f1-score': 0.5341834635952283, 'support': 1292}, 'weighted avg': {'precision': 0.7210005995219089, 'recall': 0.7693498452012384, 'f1-score': 0.71196719870914, 'support': 1292}}",0.42
5,clf,gboosting,min,all,ALL_NO_1_1_1,30_120,included,basic,0.76,{'n_estimators': 100},0.76,0.71,0.79,0.94,0.45,0.16,993.00,299.00,"{'0': {'precision': 0.7884940778341794, 'recall': 0.9385699899295066, 'f1-score': 0.8570114942528736, 'support': 993}, '1': {'precision': 0.44545454545454544, 'recall': 0.16387959866220736, 'f1-score': 0.2396088019559902, 'support': 299}, 'micro avg': {'precision': 0.7592879256965944, 'recall': 0.7592879256965944, 'f1-score': 0.7592879256965943, 'support': 1292}, 'macro avg': {'precision': 0.6169743116443624, 'recall': 0.551224794295857, 'f1-score': 0.5483101481044319, 'support': 1292}, 'weighted avg': {'precision': 0.709106446114744, 'recall': 0.7592879256965944, 'f1-score': 0.7141296018405144, 'support': 1292}}",1.11
6,clf,ada,min,all,ALL_NO_1_1_1,30_120,included,basic,0.76,{'n_estimators': 50},0.76,0.71,0.79,0.93,0.44,0.18,993.00,299.00,"{'0': {'precision': 0.79073756432247, 'recall': 0.9284994964753273, 'f1-score': 0.8540991199629459, 'support': 993}, '1': {'precision': 0.4365079365079365, 'recall': 0.18394648829431437, 'f1-score': 0.2588235294117647, 'support': 299}, 'micro avg': {'precision': 0.7561919504643962, 'recall': 0.7561919504643962, 'f1-score': 0.7561919504643962, 'support': 1292}, 'macro avg': {'precision': 0.6136227504152032, 'recall': 0.5562229923848208, 'f1-score': 0.5564613246873553, 'support': 1292}, 'weighted avg': {'precision': 0.7087602742941841, 'recall': 0.7561919504643962, 'f1-score': 0.716337973233222, 'support': 1292}}",1.08
0,reg,kn,min,all,ALL_NO_1_1_1,30_120,included,basic,17.67,{'n_neighbors': 51},,,,,,,,,16.68,7.74
1,reg,svr-rbf,min,all,ALL_NO_1_1_1,30_120,included,basic,19.61,"{'C': 5, 'gamma': 1}",,,,,,,,,18.46,9.38
2,reg,dtree,min,all,ALL_NO_1_1_1,30_120,included,basic,17.49,"{'max_depth': 6, 'min_samples_leaf': 250}",,,,,,,,,16.67,0.68
3,reg,rforest,min,all,ALL_NO_1_1_1,30_120,included,basic,16.97,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 200}",,,,,,,,,16.24,66.78
4,reg,xgb,min,all,ALL_NO_1_1_1,30_120,included,basic,17.06,{'n_estimators': 50},,,,,,,,,16.47,0.43
5,reg,gboosting,min,all,ALL_NO_1_1_1,30_120,included,basic,17.09,{'n_estimators': 50},,,,,,,,,16.59,0.88
6,reg,ada,min,all,ALL_NO_1_1_1,30_120,included,basic,18.65,{'n_estimators': 10},,,,,,,,,18.65,1.27
0,clf,kn,max,basic,ALL_NO_3_2_1,30_120,included,basic,0.75,{'n_neighbors': 71},0.73,0.74,0.73,1.00,0.75,0.01,947.00,345.00,"{'0': {'precision': 0.734472049689441, 'recall': 0.9989440337909187, 'f1-score': 0.8465324384787473, 'support': 947}, '1': {'precision': 0.75, 'recall': 0.008695652173913044, 'f1-score': 0.0171919770773639, 'support': 345}, 'micro avg': {'precision': 0.7345201238390093, 'recall': 0.7345201238390093, 'f1-score': 0.7345201238390094, 'support': 1292}, 'macro avg': {'precision': 0.7422360248447205, 'recall': 0.5038198429824159, 'f1-score': 0.43186220777805556, 'support': 1292}, 'weighted avg': {'precision': 0.7386184450897063, 'recall': 0.7345201238390093, 'f1-score': 0.6250754267268298, 'support': 1292}}",6.75
