,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
0,clf,kn,max,basic,ALL_NO_1_1_1,30_60,included,basic,0.74,{'n_neighbors': 31},0.74,0.72,0.74,0.99,0.69,0.09,934.00,358.00,"{'0': {'precision': 0.7377706495589414, 'recall': 0.9850107066381156, 'f1-score': 0.8436497019715727, 'support': 934}, '1': {'precision': 0.6888888888888889, 'recall': 0.08659217877094973, 'f1-score': 0.15384615384615385, 'support': 358}, 'micro avg': {'precision': 0.7360681114551083, 'recall': 0.7360681114551083, 'f1-score': 0.7360681114551083, 'support': 1292}, 'macro avg': {'precision': 0.7133297692239151, 'recall': 0.5358014427045327, 'f1-score': 0.4987479279088633, 'support': 1292}, 'weighted avg': {'precision': 0.724226013088447, 'recall': 0.7360681114551083, 'f1-score': 0.6525121863145295, 'support': 1292}}",9.16
1,clf,svc-rbf,max,basic,ALL_NO_1_1_1,30_60,included,basic,0.73,"{'C': 1, 'gamma': 1}",0.72,0.52,0.72,1.00,0.00,0.00,934.00,358.00,"{'0': {'precision': 0.7229102167182663, 'recall': 1.0, 'f1-score': 0.8391734052111411, 'support': 934}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 358}, 'micro avg': {'precision': 0.7229102167182663, 'recall': 0.7229102167182663, 'f1-score': 0.7229102167182664, 'support': 1292}, 'macro avg': {'precision': 0.36145510835913314, 'recall': 0.5, 'f1-score': 0.41958670260557057, 'support': 1292}, 'weighted avg': {'precision': 0.5225991814356508, 'recall': 0.7229102167182663, 'f1-score': 0.6066470282253915, 'support': 1292}}",11.13
2,clf,dtree,max,basic,ALL_NO_1_1_1,30_60,included,basic,0.75,"{'max_depth': 3, 'min_samples_leaf': 250}",0.75,0.73,0.76,0.96,0.64,0.20,934.00,358.00,"{'0': {'precision': 0.7576271186440678, 'recall': 0.9571734475374732, 'f1-score': 0.8457899716177862, 'support': 934}, '1': {'precision': 0.6428571428571429, 'recall': 0.2011173184357542, 'f1-score': 0.30638297872340425, 'support': 358}, 'micro avg': {'precision': 0.7476780185758514, 'recall': 0.7476780185758514, 'f1-score': 0.7476780185758514, 'support': 1292}, 'macro avg': {'precision': 0.7002421307506054, 'recall': 0.5791453829866138, 'f1-score': 0.5760864751705952, 'support': 1292}, 'weighted avg': {'precision': 0.725825530926019, 'recall': 0.7476780185758514, 'f1-score': 0.6963258048560302, 'support': 1292}}",0.80
3,clf,rforest,max,basic,ALL_NO_1_1_1,30_60,included,basic,0.76,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 50}",0.75,0.73,0.76,0.95,0.64,0.22,934.00,358.00,"{'0': {'precision': 0.7608881298035867, 'recall': 0.9539614561027837, 'f1-score': 0.8465558194774346, 'support': 934}, '1': {'precision': 0.6446280991735537, 'recall': 0.21787709497206703, 'f1-score': 0.32567849686847594, 'support': 358}, 'micro avg': {'precision': 0.75, 'recall': 0.75, 'f1-score': 0.75, 'support': 1292}, 'macro avg': {'precision': 0.7027581144885702, 'recall': 0.5859192755374254, 'f1-score': 0.5861171581729553, 'support': 1292}, 'weighted avg': {'precision': 0.7286736631119831, 'recall': 0.75, 'f1-score': 0.7022260350393487, 'support': 1292}}",29.51
4,clf,xgb,max,basic,ALL_NO_1_1_1,30_60,included,basic,0.75,{'n_estimators': 50},0.75,0.72,0.76,0.94,0.61,0.25,934.00,358.00,"{'0': {'precision': 0.764808362369338, 'recall': 0.9400428265524625, 'f1-score': 0.8434197886647454, 'support': 934}, '1': {'precision': 0.6111111111111112, 'recall': 0.24581005586592178, 'f1-score': 0.350597609561753, 'support': 358}, 'micro avg': {'precision': 0.7476780185758514, 'recall': 0.7476780185758514, 'f1-score': 0.7476780185758514, 'support': 1292}, 'macro avg': {'precision': 0.6879597367402246, 'recall': 0.5929264412091921, 'f1-score': 0.5970086991132493, 'support': 1292}, 'weighted avg': {'precision': 0.7222204243271978, 'recall': 0.7476780185758514, 'f1-score': 0.7068637978606656, 'support': 1292}}",0.48
5,clf,gboosting,max,basic,ALL_NO_1_1_1,30_60,included,basic,0.75,{'n_estimators': 50},0.75,0.72,0.77,0.94,0.60,0.25,934.00,358.00,"{'0': {'precision': 0.7655293088363955, 'recall': 0.936830835117773, 'f1-score': 0.8425613866153105, 'support': 934}, '1': {'precision': 0.6040268456375839, 'recall': 0.25139664804469275, 'f1-score': 0.3550295857988166, 'support': 358}, 'micro avg': {'precision': 0.7469040247678018, 'recall': 0.7469040247678018, 'f1-score': 0.7469040247678018, 'support': 1292}, 'macro avg': {'precision': 0.6847780772369897, 'recall': 0.5941137415812329, 'f1-score': 0.5987954862070636, 'support': 1292}, 'weighted avg': {'precision': 0.7207786263091706, 'recall': 0.7469040247678018, 'f1-score': 0.7074713055841148, 'support': 1292}}",1.14
6,clf,ada,max,basic,ALL_NO_1_1_1,30_60,included,basic,0.75,{'n_estimators': 50},0.74,0.72,0.77,0.92,0.58,0.29,934.00,358.00,"{'0': {'precision': 0.7720720720720721, 'recall': 0.917558886509636, 'f1-score': 0.8385518590998045, 'support': 934}, '1': {'precision': 0.5769230769230769, 'recall': 0.29329608938547486, 'f1-score': 0.3888888888888889, 'support': 358}, 'micro avg': {'precision': 0.7445820433436533, 'recall': 0.7445820433436533, 'f1-score': 0.7445820433436534, 'support': 1292}, 'macro avg': {'precision': 0.6744975744975745, 'recall': 0.6054274879475554, 'f1-score': 0.6137203739943466, 'support': 1292}, 'weighted avg': {'precision': 0.717998279298589, 'recall': 0.7445820433436533, 'f1-score': 0.7139548441342412, 'support': 1292}}",1.14
0,reg,kn,max,basic,ALL_NO_1_1_1,30_60,included,basic,9.92,{'n_neighbors': 41},,,,,,,,,10.41,7.59
1,reg,svr-rbf,max,basic,ALL_NO_1_1_1,30_60,included,basic,10.87,"{'C': 5, 'gamma': 1}",,,,,,,,,11.52,10.67
2,reg,dtree,max,basic,ALL_NO_1_1_1,30_60,included,basic,9.62,"{'max_depth': 4, 'min_samples_leaf': 50}",,,,,,,,,10.24,0.77
