,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_candle_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_candle_min_30_60_after,reaction_min_30_60_after
1860,2012-02-23 08:30:00,69,-0.21000000000000002,0,-5.9399999999999995,0,3,0,0,3,0,0,1,0,0,2012,8,3,1,9,-6,8,-6,5,1,12,9,7,-4,5,0,22,7,-12,0
1861,2012-02-23 10:00:00,35,0.8,0,-1.08,0,0,1,0,0,0,1,0,1,0,2012,8,3,1,7,2,8,8,6,1,6,0,5,-1,5,4,31,-14,-7,0
1862,2012-02-23 10:30:00,46,-0.45,2,0.0,0,1,0,0,1,0,0,0,1,0,2012,8,3,1,11,5,7,-4,5,-2,4,0,19,17,6,-1,28,4,-1,0
1863,2012-02-23 11:00:00,18,-0.7,2,0.0,0,2,0,0,2,0,0,0,0,1,2012,8,3,1,10,-9,5,3,9,6,8,-4,8,5,4,-1,36,30,-7,0
1864,2012-02-24 09:55:00,63,4.08,2,-5.22,0,0,2,0,2,0,0,0,0,1,2012,8,4,1,8,3,9,-6,20,19,12,5,5,0,12,-11,52,38,-9,0
1865,2012-02-24 10:00:00,47,1.6500000000000001,0,9.24,3,0,3,0,0,3,0,1,0,0,2012,8,4,1,9,-6,20,19,12,5,5,0,12,-11,7,4,52,42,-8,0
1866,2012-02-27 10:00:00,50,0.48,0,7.800000000000001,6,0,3,0,0,3,0,1,0,0,2012,9,0,1,6,0,8,8,6,-2,6,4,11,9,8,-6,25,-4,-5,0
1867,2012-02-28 09:00:00,65,-2.4,2,-7.3,2,0,0,2,0,0,2,0,0,1,2012,9,1,1,12,-5,6,6,7,0,9,-2,6,3,6,-3,21,-14,-13,0
1868,2012-02-28 09:59:00,64,1.67,1,0.0,0,0,1,0,1,0,0,0,1,0,2012,9,1,1,11,-5,32,-28,13,-2,14,5,13,0,12,-1,27,-7,-8,0
1869,2012-02-28 10:00:00,6,2.82,3,1.41,0,0,3,0,0,3,0,1,0,0,2012,9,1,1,11,-5,32,-28,13,-2,14,5,13,0,12,-1,27,-7,-8,0
1870,2012-02-29 09:45:00,10,1.5,0,0.0,0,0,2,0,2,0,0,0,0,1,2012,9,2,1,18,14,11,-9,13,-3,21,-14,46,-29,14,0,16,7,-41,1
1871,2012-02-29 10:30:00,18,-6.12,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,9,2,1,15,-9,13,-5,16,-3,27,-25,17,5,16,12,75,-47,-39,1
1872,2012-03-01 00:00:00,67,2.73,1,0.0,0,0,1,0,1,0,0,0,1,0,2012,9,3,1,11,8,4,-4,4,-2,6,5,3,0,3,-3,14,10,-3,0
1873,2012-03-01 10:30:00,46,-0.16,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,9,3,1,6,0,7,-1,11,-8,10,7,8,-2,14,10,40,21,-10,0
1874,2012-03-07 08:15:00,0,0.54,0,-0.39,0,0,3,0,3,0,0,1,0,0,2012,10,2,1,6,-2,7,-2,7,2,7,0,8,5,10,6,21,-13,-7,0
1875,2012-03-07 10:30:00,18,-0.42,2,0.0,0,2,0,0,2,0,0,0,0,1,2012,10,2,1,9,7,5,0,7,-4,9,8,3,-1,9,7,23,-8,-1,0
1876,2012-03-07 15:00:00,12,0.64,1,-4.59,1,0,1,0,0,0,1,0,1,0,2012,10,2,1,4,0,5,-4,3,0,9,6,6,-4,6,-2,20,13,-3,0
1877,2012-03-08 08:30:00,69,-4.0200000000000005,0,-5.49,0,0,0,3,3,0,0,1,0,0,2012,10,3,1,8,-6,33,33,17,-12,12,1,17,-7,11,-5,22,-13,-22,1
1878,2012-03-08 10:30:00,46,-0.66,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,10,3,1,9,6,10,5,10,9,6,1,7,5,17,11,19,8,-6,0
1879,2012-03-09 10:00:00,31,0.4,0,-0.48,0,0,1,0,0,0,1,0,1,0,2012,10,4,1,20,14,18,-6,15,-13,18,14,10,-6,8,-4,33,-29,-2,0
1880,2012-03-12 13:59:00,25,-0.34,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,11,0,1,3,0,1,1,4,2,3,2,3,-2,2,1,11,0,-2,0
1881,2012-03-13 14:15:00,26,0.0,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,11,1,1,23,-13,27,-7,20,-13,20,-10,11,7,8,3,11,-1,-10,0
1882,2012-03-14 10:30:00,18,-0.7,2,0.0,0,2,0,0,2,0,0,0,0,1,2012,11,2,1,8,6,5,2,9,8,7,-5,7,-7,4,-1,34,-7,-12,0
1883,2012-03-15 09:00:00,66,5.22,3,-1.8900000000000001,0,0,3,0,3,0,0,1,0,0,2012,11,3,1,6,-3,5,4,8,-4,5,1,4,0,3,-1,23,3,-10,0
1884,2012-03-15 10:00:00,53,0.21000000000000002,0,0.0,0,0,3,0,3,0,0,1,0,0,2012,11,3,1,7,5,10,3,7,-3,10,8,5,-1,11,2,19,-15,-1,0
1885,2012-03-15 10:30:00,46,-0.81,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,11,3,1,10,5,5,3,12,7,8,5,8,-4,6,-5,25,3,-3,0
1886,2012-03-16 09:55:00,58,-1.6500000000000001,0,6.42,3,0,0,3,0,3,0,1,0,0,2012,11,4,1,14,8,16,11,6,-5,9,6,9,-5,7,5,48,31,-7,0
1887,2012-03-19 10:00:00,44,-1.49,0,-1.83,3,0,0,1,0,0,1,0,1,0,2012,12,0,1,8,7,7,-6,4,0,9,6,6,-4,8,5,13,-1,-3,0
1888,2012-03-21 10:00:00,23,-0.21000000000000002,0,0.5700000000000001,6,3,0,0,0,3,0,1,0,0,2012,12,2,1,6,2,10,-9,21,17,19,12,6,5,10,-7,15,1,-54,1
1889,2012-03-21 10:30:00,18,-6.38,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,12,2,1,5,-3,6,5,10,-7,7,-6,16,-14,24,-20,40,15,-15,1
1890,2012-03-22 08:30:00,69,1.56,0,-13.41,0,0,3,0,3,0,0,1,0,0,2012,12,3,1,18,-13,18,14,10,7,5,-2,9,-1,6,0,11,6,-25,1
1891,2012-03-22 10:30:00,46,-0.14,1,0.0,0,1,0,0,1,0,0,0,1,0,2012,12,3,1,12,-5,6,1,10,3,7,-2,5,2,7,1,24,20,-6,0
1892,2012-03-23 10:00:00,47,-4.0200000000000005,0,-0.8999999999999999,0,0,0,3,0,0,3,1,0,0,2012,12,4,1,14,8,24,-20,12,-3,23,21,9,4,10,0,30,-13,-5,0
1893,2012-03-26 10:00:00,50,-0.78,0,0.0,0,0,0,3,3,0,0,1,0,0,2012,13,0,1,15,12,5,1,6,-5,18,15,10,-9,6,3,16,-1,-4,0
1894,2012-03-27 09:00:00,65,0.0,0,-2.4,0,2,0,0,2,0,0,0,0,1,2012,13,1,1,5,-4,6,-1,6,6,3,-1,12,-8,8,0,28,12,-13,0
1895,2012-03-27 09:59:00,64,-1.61,1,0.0,0,0,0,1,1,0,0,0,1,0,2012,13,1,1,16,-9,7,1,7,4,8,2,9,-8,8,8,19,-9,-18,1
1896,2012-03-27 10:00:00,6,-0.03,0,2.91,0,3,0,0,0,3,0,1,0,0,2012,13,1,1,16,-9,7,1,7,4,8,2,9,-8,8,8,19,-9,-18,1
1897,2012-03-28 10:30:00,18,-5.54,2,0.0,0,2,0,0,2,0,0,0,0,1,2012,13,2,1,18,-11,5,-4,8,-2,9,2,9,2,6,2,33,-24,0,0
1898,2012-03-29 10:30:00,46,-1.11,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,13,3,1,9,-1,10,-9,11,9,11,5,9,-3,11,9,23,-2,-15,1
1899,2012-03-30 09:45:00,10,-0.72,0,0.0,0,0,0,2,2,0,0,0,0,1,2012,13,4,1,6,3,7,1,9,-7,15,-8,5,1,8,4,20,-7,-22,1
1900,2012-03-30 09:55:00,63,1.92,2,-2.28,2,0,2,0,2,0,0,0,0,1,2012,13,4,1,9,-7,15,-8,5,1,8,4,6,-4,14,12,20,6,-28,1
1901,2012-04-03 01:00:00,67,-0.41,0,0.0,0,0,0,1,1,0,0,0,1,0,2012,14,1,1,4,-3,5,-3,2,1,4,1,4,3,3,0,17,-2,-7,0
1902,2012-04-03 10:00:00,24,-1.28,0,-0.62,0,0,0,2,2,0,0,0,0,1,2012,14,1,1,10,5,3,-1,12,-10,8,-4,13,5,5,0,11,-1,-1,0
1903,2012-04-04 08:15:00,0,-0.18,0,1.83,3,3,0,0,0,3,0,1,0,0,2012,14,2,1,10,-1,15,-12,11,2,10,1,28,-17,9,0,14,-13,-13,0
1904,2012-04-04 10:00:00,40,-1.29,0,0.0,0,0,0,3,3,0,0,1,0,0,2012,14,2,1,13,3,7,-3,9,4,7,-4,8,3,14,-6,34,15,-15,1
1905,2012-04-04 10:30:00,18,-7.38,2,0.0,0,2,0,0,2,0,0,0,0,1,2012,14,2,1,10,-5,10,4,7,1,11,-10,10,-3,7,-2,27,7,-1,0
1906,2012-04-05 08:30:00,69,-0.81,0,-1.98,0,3,0,0,3,0,0,1,0,0,2012,14,3,1,10,-9,18,-7,7,4,9,5,4,-1,6,-6,24,-14,-16,1
1907,2012-04-05 10:30:00,46,-2.59,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,14,3,1,6,-4,9,7,7,3,6,3,5,0,7,-6,24,15,-1,0
1908,2012-04-06 15:00:00,12,-0.68,1,0.64,0,0,0,1,0,1,0,0,1,0,2012,14,4,1,2,1,1,0,2,-1,2,-1,3,2,3,-1,6,-2,0,0
1909,2012-04-10 07:30:00,45,-5.34,2,0.0,0,0,0,1,1,0,0,0,1,0,2012,15,1,1,8,-5,8,6,3,-2,12,9,6,-1,8,8,15,6,-3,0
1910,2012-04-11 08:30:00,41,3.7,0,-7.46,2,0,2,0,0,0,2,0,0,1,2012,15,2,1,11,10,7,-5,8,4,5,1,7,4,6,3,29,-20,-4,0
1911,2012-04-11 10:30:00,18,-0.5,2,0.0,0,2,0,0,2,0,0,0,0,1,2012,15,2,1,9,0,8,-6,14,-3,9,-9,8,3,4,-4,25,-2,-13,0
1912,2012-04-11 13:54:00,25,0.56,0,0.0,0,0,2,0,2,0,0,0,0,1,2012,15,2,1,4,-2,7,-3,4,0,6,-3,3,1,7,-2,14,-8,-2,0
1913,2012-04-12 10:30:00,46,-5.18,1,0.0,0,1,0,0,1,0,0,0,1,0,2012,15,3,1,11,7,5,0,9,-6,6,1,6,-3,4,2,34,19,-2,0
1914,2012-04-13 09:55:00,58,-0.8699999999999999,0,4.050000000000001,3,0,0,3,0,3,0,1,0,0,2012,15,4,1,10,1,10,-10,13,-1,13,1,15,-13,9,-6,32,-20,-18,1
1915,2012-04-16 08:56:00,66,-2.07,3,-2.0999999999999996,3,0,0,3,3,0,0,1,0,0,2012,16,0,1,4,0,8,-2,7,3,4,0,6,-1,6,-1,39,26,-10,0
1916,2012-04-18 10:30:00,18,-1.78,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,16,2,1,9,0,32,27,12,7,12,-2,7,3,7,-6,36,28,-19,1
1917,2012-04-19 08:30:00,69,-3.81,3,-4.050000000000001,6,0,0,3,0,0,3,1,0,0,2012,16,3,1,13,-4,7,-3,12,3,10,-2,8,6,6,2,25,-2,0,0
1918,2012-04-19 10:30:00,46,-3.22,1,0.0,0,1,0,0,1,0,0,0,1,0,2012,16,3,1,7,4,9,1,8,3,11,-2,4,1,7,-3,50,34,-7,0
1919,2012-04-24 09:00:00,65,0.0,0,-2.4,0,2,0,0,2,0,0,0,0,1,2012,17,1,1,8,0,17,17,4,-1,10,3,7,3,13,8,23,-14,-5,0
1920,2012-04-24 09:59:00,64,0.89,1,0.0,0,0,1,0,1,0,0,0,1,0,2012,17,1,1,20,17,9,-3,7,-7,8,-3,7,-3,8,3,54,41,-9,0
1921,2012-04-25 10:30:00,18,-1.12,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,17,2,1,7,-3,9,6,4,1,7,-5,6,5,15,-12,33,-28,-1,0
1922,2012-04-25 12:30:00,26,0.0,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,17,2,1,18,-14,14,0,7,4,6,-3,4,0,11,5,15,4,0,0
1923,2012-04-26 08:30:00,69,-3.57,3,-1.6500000000000001,0,0,0,3,3,0,0,1,0,0,2012,17,3,1,7,2,5,-2,9,5,16,-8,6,2,8,6,22,4,-10,0
1924,2012-04-26 10:00:00,50,1.7399999999999998,0,3.7800000000000002,3,0,3,0,0,3,0,1,0,0,2012,17,3,1,10,7,15,14,5,0,18,18,12,-9,5,2,19,0,-6,0
1925,2012-04-26 10:30:00,46,-0.18,1,0.0,0,1,0,0,1,0,0,0,1,0,2012,17,3,1,15,-11,7,1,8,2,5,1,3,-1,8,-7,46,26,-4,0
1926,2012-04-27 09:55:00,63,1.06,0,-0.82,2,0,2,0,2,0,0,0,0,1,2012,17,4,1,8,6,9,-5,9,4,12,-3,10,4,5,0,27,-23,-4,0
1927,2012-04-30 09:45:00,10,-3.32,2,0.0,0,0,0,2,2,0,0,0,0,1,2012,18,0,1,9,4,7,-5,6,3,4,1,6,-1,10,8,10,6,-10,0
1928,2012-05-01 01:00:00,67,-0.18,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,18,1,1,3,1,8,-5,1,0,5,-2,4,-1,1,1,22,7,-7,0
1929,2012-05-02 08:15:00,0,-2.55,3,-1.17,0,0,0,3,0,0,3,1,0,0,2012,18,2,1,18,7,6,0,7,1,11,-6,9,0,4,-1,21,-13,-4,0
1930,2012-05-02 10:00:00,24,0.0,0,-1.22,0,2,0,0,0,0,2,0,0,1,2012,18,2,1,15,-9,20,15,6,-3,8,-1,6,1,6,-4,27,18,-2,0
1931,2012-05-02 10:30:00,18,-0.4,2,0.0,0,2,0,0,2,0,0,0,0,1,2012,18,2,1,8,4,6,3,7,2,2,-1,6,3,10,-9,27,10,-9,0
1932,2012-05-03 10:00:00,40,-2.8499999999999996,3,0.0,0,0,0,3,3,0,0,1,0,0,2012,18,3,1,14,4,10,-7,9,-4,5,0,8,-8,7,2,24,-4,-8,0
1933,2012-05-03 10:30:00,46,-0.53,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,18,3,1,5,0,6,5,5,-2,6,-3,4,-1,5,1,32,-12,-3,0
1934,2012-05-07 15:00:00,12,1.62,1,0.41,0,0,1,0,0,1,0,0,1,0,2012,19,0,1,4,-1,3,-2,4,2,5,-2,3,0,3,0,12,-5,-6,0
1935,2012-05-08 07:30:00,45,1.45,2,0.0,0,0,1,0,1,0,0,0,1,0,2012,19,1,1,9,-5,5,4,8,-6,4,0,11,8,5,-1,16,7,-35,1
1936,2012-05-08 10:00:00,37,-0.59,0,0.0,0,0,0,1,1,0,0,0,1,0,2012,19,1,1,8,-4,7,-1,6,-2,11,8,5,-3,5,1,19,-4,-6,0
1937,2012-05-09 10:00:00,31,0.45,0,0.0,0,0,1,0,1,0,0,0,1,0,2012,19,2,1,8,6,28,-19,11,0,9,-7,8,-3,6,4,20,-3,-6,0
1938,2012-05-09 10:30:00,18,-1.28,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,19,2,1,11,10,9,0,16,11,7,-4,4,1,6,-4,40,-24,-1,0
1939,2012-05-10 10:30:00,46,-0.47,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,19,3,1,6,-1,4,2,5,2,4,-1,8,-5,5,-2,20,-1,-4,0
1940,2012-05-10 13:59:00,25,3.78,2,0.0,0,0,2,0,2,0,0,0,0,1,2012,19,3,1,5,-4,1,0,2,1,5,2,4,2,4,4,10,-5,-9,0
1941,2012-05-11 09:55:00,58,1.9500000000000002,0,1.8599999999999999,0,0,3,0,0,3,0,1,0,0,2012,19,4,1,11,-5,14,9,10,-7,8,-1,10,8,8,5,29,18,-2,0
1942,2012-05-15 09:00:00,66,0.72,0,0.0,0,0,2,0,2,0,0,0,0,1,2012,20,1,1,14,-7,9,-9,18,-7,9,5,7,0,7,3,46,-43,-17,1
1943,2012-05-16 10:30:00,18,-1.56,2,0.0,0,2,0,0,2,0,0,0,0,1,2012,20,2,1,7,1,5,1,5,-1,6,-4,8,-3,7,2,37,7,-42,1
1944,2012-05-17 08:30:00,69,-0.39,0,-2.79,0,3,0,0,3,0,0,1,0,0,2012,20,3,1,10,-2,10,0,14,10,10,0,11,5,12,11,25,17,-5,0
1945,2012-05-17 10:30:00,46,-5.35,3,0.0,0,1,0,0,1,0,0,0,1,0,2012,20,3,1,15,-9,12,8,9,5,13,-4,15,9,8,-7,55,-4,-11,0
1946,2012-05-23 10:30:00,18,-0.26,2,0.0,0,2,0,0,2,0,0,0,0,1,2012,21,2,1,23,-17,16,-10,14,8,17,-11,17,15,10,1,90,-69,-6,0
1947,2012-05-24 10:30:00,46,0.0,1,0.0,0,1,0,0,1,0,0,0,1,0,2012,21,3,1,10,7,9,5,7,-5,6,-4,6,-3,4,0,37,-11,-2,0
1948,2012-05-25 09:55:00,63,4.14,2,-1.78,0,0,2,0,2,0,0,0,0,1,2012,21,4,1,14,-4,8,-1,8,-4,5,-1,11,7,6,-2,43,20,-21,1
1949,2012-05-29 09:00:00,65,-1.0,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,22,1,1,7,2,13,11,6,2,5,1,12,-6,6,-3,20,7,0,0
1950,2012-05-29 10:00:00,6,-2.4899999999999998,3,-2.16,3,0,0,3,0,0,3,1,0,0,2012,22,1,1,12,5,9,1,8,3,10,3,5,-3,12,-7,36,-1,-10,0
1951,2012-05-30 10:00:00,50,-4.86,3,-1.23,3,0,0,3,0,0,3,1,0,0,2012,22,2,1,12,7,7,7,10,-8,10,-4,11,6,8,-7,37,-25,-28,1
1952,2012-05-31 08:15:00,0,-0.44999999999999996,0,-1.0499999999999998,0,0,0,3,3,0,0,1,0,0,2012,22,3,1,11,6,8,-7,9,-3,13,9,11,-7,23,-14,19,-1,-1,0
1953,2012-05-31 09:45:00,10,-2.58,2,0.0,0,0,0,2,2,0,0,0,0,1,2012,22,3,1,7,-1,9,-7,13,2,8,-4,10,1,5,3,22,3,-32,1
1954,2012-05-31 10:30:00,46,-0.26,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,22,3,1,5,1,11,-8,13,-8,10,-6,6,0,7,2,26,-14,-2,0
1955,2012-05-31 11:00:00,18,-6.18,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,22,3,1,29,-26,23,16,10,-6,8,4,8,3,13,-4,35,-20,-11,0
1956,2012-06-01 01:00:00,67,-0.99,1,0.0,0,0,0,1,1,0,0,0,1,0,2012,22,4,1,3,3,5,3,4,2,6,4,7,-4,7,5,9,0,-6,0
1957,2012-06-04 10:00:00,24,-6.96,2,-4.64,2,0,0,2,0,0,2,0,0,1,2012,23,0,1,8,4,8,3,12,8,13,-7,6,-1,7,-2,62,51,-15,1
1958,2012-06-05 10:00:00,40,-0.15000000000000002,0,0.0,0,3,0,0,3,0,0,1,0,0,2012,23,1,1,8,1,6,-4,7,-3,14,-10,9,5,9,-2,37,33,-5,0
1959,2012-06-06 10:30:00,18,-2.44,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,23,2,1,6,2,5,2,4,1,4,1,6,-1,6,3,52,20,-3,0
1960,2012-06-07 08:30:00,69,-1.1099999999999999,0,-25.47,3,3,0,0,0,0,3,1,0,0,2012,23,3,1,14,6,13,-12,7,7,6,1,10,0,7,-5,32,12,-3,0
1961,2012-06-07 10:30:00,46,-0.33,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,23,3,1,18,-18,12,2,9,-1,11,0,7,-3,10,3,64,-38,-21,1
1962,2012-06-07 15:00:00,12,-0.63,1,-5.55,2,0,0,1,0,0,1,0,1,0,2012,23,3,1,6,-5,2,0,5,5,8,-7,5,-4,5,-4,17,13,-25,1
1963,2012-06-08 08:30:00,68,-0.54,0,-4.050000000000001,3,3,0,0,0,0,3,1,0,0,2012,23,4,1,14,10,17,-13,6,2,6,-2,10,-2,14,-5,22,-5,-17,1
1964,2012-06-08 10:00:00,31,-0.22,0,0.0,0,0,0,1,1,0,0,0,1,0,2012,23,4,1,11,2,6,5,9,2,8,-3,9,-8,5,4,28,7,-1,0
1965,2012-06-12 07:30:00,45,-0.28,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,24,1,1,5,-1,5,3,3,0,4,-2,10,-8,9,-4,29,-11,-5,0
1966,2012-06-12 08:30:00,41,0.0,0,3.7,4,2,0,0,0,2,0,0,0,1,2012,24,1,1,13,7,12,-9,6,0,13,-7,9,5,6,2,26,-13,-31,1
1967,2012-06-12 10:00:00,37,-0.74,0,0.0,0,0,0,1,1,0,0,0,1,0,2012,24,1,1,14,-7,18,-13,16,-9,15,3,12,-3,7,3,45,-13,-2,0
1968,2012-06-12 13:59:00,25,-1.34,2,0.0,0,0,0,2,2,0,0,0,0,1,2012,24,1,1,6,3,9,-7,11,-3,5,1,6,0,3,1,31,13,-4,0
1969,2012-06-13 10:00:00,5,0.0,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,24,2,1,6,5,9,4,6,1,5,4,6,2,6,-1,27,-14,0,0
1970,2012-06-13 10:30:00,18,-3.6,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,24,2,1,9,9,18,13,14,9,10,-5,8,3,6,2,30,11,-7,0
1971,2012-06-14 10:30:00,46,-0.81,1,0.0,0,1,0,0,1,0,0,0,1,0,2012,24,3,1,11,-2,5,2,5,-2,4,-1,4,1,6,3,43,27,-6,0
1972,2012-06-15 08:30:00,21,-3.04,2,0.0,0,0,0,2,2,0,0,0,0,1,2012,24,4,1,4,1,12,5,6,2,6,-2,7,-1,13,-11,33,-16,-1,0
1973,2012-06-15 08:56:00,66,-1.0,0,-0.18,0,0,0,2,2,0,0,0,0,1,2012,24,4,1,13,-11,10,-7,10,8,4,-3,9,4,10,6,25,8,-11,0
1974,2012-06-15 09:55:00,58,-5.07,0,5.22,0,0,0,3,0,3,0,1,0,0,2012,24,4,1,15,7,7,1,8,1,6,2,5,2,8,-7,24,0,-5,0
1975,2012-06-18 10:00:00,44,0.33,0,-1.83,3,0,1,0,0,0,1,0,1,0,2012,25,0,1,9,5,9,-2,7,-4,13,13,9,-6,6,0,28,3,-16,1
1976,2012-06-19 10:00:00,43,1.0,0,0.0,0,0,0,1,1,0,0,0,1,0,2012,25,1,1,5,0,7,4,6,6,6,2,7,-4,3,-2,39,34,-3,0
1977,2012-06-20 10:30:00,18,-10.7,2,0.0,0,2,0,0,2,0,0,0,0,1,2012,25,2,1,6,-2,8,-7,6,-3,6,2,7,-6,8,0,29,18,-4,0
1978,2012-06-20 12:32:00,26,0.0,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,25,2,1,35,-6,47,-43,28,24,25,14,23,8,13,4,29,-21,-10,0
1979,2012-06-21 08:30:00,69,-3.4499999999999997,0,-5.9399999999999995,0,0,0,3,3,0,0,1,0,0,2012,25,3,1,18,13,11,-7,8,2,12,-4,11,-8,6,2,41,-29,-10,0
1980,2012-06-21 09:00:00,32,2.0,0,0.0,0,0,0,2,2,0,0,0,0,1,2012,25,3,1,10,-5,12,-6,15,12,8,0,7,-4,13,-8,31,-9,-36,1
1981,2012-06-21 10:30:00,46,-0.14,1,0.0,0,1,0,0,1,0,0,0,1,0,2012,25,3,1,15,8,11,-5,10,2,5,1,9,6,13,-7,61,-49,-26,1
1982,2012-06-25 10:00:00,47,5.9399999999999995,3,2.52,3,0,3,0,0,3,0,1,0,0,2012,26,0,1,6,1,7,-3,6,-2,13,-6,9,-2,10,3,20,-5,-8,0
1983,2012-06-26 09:00:00,65,4.88,4,0.0,0,0,2,0,2,0,0,0,0,1,2012,26,1,1,8,4,7,-3,8,2,5,1,7,-5,12,9,32,-15,0,0
1984,2012-06-26 09:59:00,64,-0.86,1,0.0,0,0,0,1,1,0,0,0,1,0,2012,26,1,1,11,9,10,3,7,-3,13,-11,5,-1,9,-6,31,13,-3,0
1985,2012-06-26 10:00:00,6,-0.96,0,-2.37,3,0,0,3,0,0,3,1,0,0,2012,26,1,1,11,9,10,3,7,-3,13,-11,5,-1,9,-6,31,13,-3,0
1986,2012-06-27 10:00:00,50,4.32,3,0.0,0,0,3,0,3,0,0,1,0,0,2012,26,2,1,12,10,8,-5,10,1,11,-4,8,3,6,0,28,-8,-15,1
1987,2012-06-27 10:30:00,18,-0.56,2,0.0,0,2,0,0,2,0,0,0,0,1,2012,26,2,1,4,-1,8,-1,7,-5,7,4,11,-9,11,3,28,-9,-20,1
1988,2012-06-28 10:30:00,46,-0.44,1,0.0,0,1,0,0,1,0,0,0,1,0,2012,26,3,1,6,-2,8,-5,8,-4,6,2,9,5,6,-3,21,-1,0,0
1989,2012-06-29 09:45:00,10,-0.08,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,26,4,1,8,-2,11,-5,14,8,17,10,8,-4,5,0,26,-7,-11,0
1990,2012-06-29 09:55:00,63,-2.66,2,-7.26,2,0,0,2,2,0,0,0,0,1,2012,26,4,1,14,8,17,10,8,-4,5,0,9,7,7,-2,30,-26,-7,0
1991,2012-07-02 09:00:00,29,1.0,0,0.0,0,0,0,1,1,0,0,0,1,0,2012,27,0,1,7,5,4,-2,5,-3,5,3,6,-1,4,0,21,-9,-4,0
1992,2012-07-03 01:00:00,67,-0.14,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,27,1,1,2,1,5,4,2,0,4,-1,3,-1,2,0,15,-3,-2,0
1993,2012-07-03 10:00:00,24,2.66,2,-0.5,0,0,2,0,2,0,0,0,0,1,2012,27,1,1,5,1,5,-2,8,-5,4,-1,8,2,7,-5,22,12,-1,0
1994,2012-07-05 08:15:00,0,8.28,3,-0.54,0,0,3,0,3,0,0,1,0,0,2012,27,3,1,15,3,28,-18,8,1,15,-4,23,-21,13,4,96,-82,-14,0
1995,2012-07-05 08:30:00,69,6.63,3,-4.2299999999999995,0,0,3,0,3,0,0,1,0,0,2012,27,3,1,15,-4,23,-21,13,4,9,3,13,10,10,-5,121,-101,-36,1
1996,2012-07-05 10:00:00,40,-1.3800000000000001,0,0.0,0,0,0,3,3,0,0,1,0,0,2012,27,3,1,12,-10,9,3,11,-4,11,5,6,0,11,5,39,-20,-6,0
1997,2012-07-05 11:00:00,18,-4.02,0,0.0,0,2,0,0,2,0,0,0,0,1,2012,27,3,1,4,1,10,7,10,-4,6,4,8,-4,8,-6,29,4,-9,0
1998,2012-07-06 10:30:00,46,-1.21,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,27,4,1,7,1,7,-3,6,1,6,-6,8,5,4,-2,36,-18,-12,0
1999,2012-07-09 15:00:00,12,1.04,1,0.85,1,0,1,0,0,1,0,0,1,0,2012,28,0,1,6,3,5,-2,2,0,3,3,7,1,6,4,11,-1,-7,0
2000,2012-07-10 07:30:00,45,-1.36,2,0.0,0,0,0,1,1,0,0,0,1,0,2012,28,1,1,2,2,5,4,6,-6,3,1,5,-2,4,-3,13,-7,-31,1
2001,2012-07-11 08:30:00,68,-0.15000000000000002,0,-2.7600000000000002,0,3,0,0,3,0,0,1,0,0,2012,28,2,1,9,-2,9,7,6,3,5,2,6,-2,3,1,24,-18,-12,0
2002,2012-07-11 10:00:00,31,0.25,0,0.88,0,0,1,0,0,1,0,0,1,0,2012,28,2,1,6,3,7,3,8,0,7,5,10,-5,8,-5,32,4,-19,1
