,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_candle_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_candle_max_30_120_after,reaction_max_30_120_after
694,2010-05-14 08:30:00,10_29,-0.020000000000000018,0,3.0,2,0,1,1,0,2,0,2,2010,20,4,2,28,-8,34,23,16,5,24,11,13,1,15,-7,30,26,24,0
695,2010-05-14 09:55:00,28,-0.06,0,2.51,1,1,0,0,0,1,0,1,2010,20,4,1,15,-10,23,-12,20,5,14,13,21,-5,19,6,83,-72,11,0
696,2010-05-17 09:00:00,30,1.81,1,0.0,0,0,1,0,1,0,0,1,2010,21,0,1,23,18,13,-2,16,-3,19,11,31,20,16,-9,35,-11,37,1
697,2010-05-18 08:30:00,23_3,-2.38,1,0.0,0,0,0,2,2,0,0,2,2010,21,1,2,20,-6,16,0,16,9,13,7,14,-3,19,-11,48,4,32,1
698,2010-05-19 08:30:00,7_5,-6.300000000000001,1,0.0,0,0,0,2,2,0,0,2,2010,21,2,2,20,7,15,-3,30,23,41,10,23,-13,63,47,89,28,42,1
699,2010-05-20 08:30:00,32,-1.75,1,-1.22,0,0,0,1,1,0,0,1,2010,21,3,1,15,-4,35,22,17,7,14,-6,29,24,23,-10,43,-1,21,0
700,2010-05-20 10:00:00,25,-0.2,0,0.0,0,0,0,1,1,0,0,1,2010,21,3,1,21,7,17,0,29,-22,22,14,32,-23,31,9,57,-15,43,1
701,2010-05-24 10:00:00,14,0.45,1,-1.01,0,0,1,0,1,0,0,1,2010,22,0,1,31,-15,27,20,16,6,13,1,18,-15,15,0,51,-17,39,1
702,2010-05-25 10:00:00,4,0.8,1,-0.42,1,0,1,0,1,0,0,1,2010,22,1,1,28,25,23,-9,14,-3,20,-5,15,4,15,-5,75,27,51,1
703,2010-05-26 08:30:00,8,-1.09,1,3.18,1,0,0,1,0,1,0,1,2010,22,2,1,15,-8,16,-11,13,1,23,-20,23,-10,20,11,32,-18,21,0
704,2010-05-26 10:00:00,21,1.24,1,1.49,1,0,1,0,0,1,0,1,2010,22,2,1,17,-5,34,-26,15,2,15,5,15,-9,9,-1,41,6,18,0
705,2010-05-27 08:30:00,32_26,-1.85,3,-5.05,0,0,0,2,2,0,0,2,2010,22,3,2,36,-25,20,-15,13,5,14,9,18,-3,16,2,49,3,15,0
706,2010-06-01 10:00:00,17,0.24,0,0.0,0,0,1,0,1,0,0,1,2010,23,1,1,27,16,15,5,14,1,19,15,44,26,63,39,64,39,24,0
707,2010-06-02 10:00:00,24,0.12,0,8.22,2,0,1,0,0,1,0,1,2010,23,2,1,20,7,16,1,19,1,14,3,9,2,15,-7,41,14,19,0
708,2010-06-03 08:15:00,0,-0.46,0,1.06,1,0,0,1,0,1,0,1,2010,23,3,1,17,-11,10,-1,14,-2,19,-4,12,-2,10,-1,43,25,10,0
709,2010-06-03 08:30:00,32,-0.17,0,-4.24,0,1,0,0,1,0,0,1,2010,23,3,1,19,-4,12,-2,10,-1,16,10,11,2,11,-1,31,15,4,0
710,2010-06-03 10:00:00,18,-0.24,0,0.0,0,1,0,0,1,0,0,1,2010,23,3,1,36,-27,14,1,16,-10,22,-7,12,-5,13,-5,46,-9,14,0
711,2010-06-04 08:30:00,22_33,-0.8299999999999998,1,0.0,0,0,1,1,2,0,0,2,2010,23,4,2,50,-40,32,26,25,-6,22,-2,18,-6,23,15,94,-49,33,1
712,2010-06-10 08:30:00,31_32,-0.89,0,-11.47,1,1,0,1,1,0,1,2,2010,24,3,2,12,4,20,-11,15,-10,13,5,19,17,29,24,34,19,70,1
713,2010-06-11 08:30:00,10_29,-5.710000000000001,2,1.1,0,0,0,2,0,2,0,2,2010,24,4,2,31,-19,20,1,13,1,16,7,15,-10,24,-18,58,-6,45,1
714,2010-06-11 09:55:00,28,0.41,0,-0.21,0,0,1,0,1,0,0,1,2010,24,4,1,27,14,19,-6,24,8,20,-7,14,1,15,-6,49,-1,7,0
715,2010-06-15 09:00:00,30,0.1,0,0.0,0,0,1,0,1,0,0,1,2010,25,1,1,21,14,11,1,14,8,18,1,13,-4,12,2,46,7,29,1
716,2010-06-16 08:30:00,23_3,-0.6000000000000001,1,0.0,0,0,1,1,2,0,0,2,2010,25,2,2,18,0,16,1,10,1,13,3,12,8,12,6,32,-19,41,1
717,2010-06-17 08:30:00,32_7,-1.67,1,-2.64,0,1,0,1,2,0,0,2,2010,25,3,2,16,-5,16,1,13,7,16,-6,11,6,18,12,31,-12,34,1
718,2010-06-17 10:00:00,25,-8.15,1,0.0,0,0,0,1,1,0,0,1,2010,25,3,1,19,-8,27,13,24,-12,18,-5,11,0,16,-5,39,15,11,0
719,2010-06-22 10:00:00,14,-1.66,2,-1.02,0,0,0,1,1,0,0,1,2010,26,1,1,16,-11,13,3,9,5,21,-13,12,0,15,-2,28,-1,49,1
720,2010-06-23 10:00:00,21,-2.01,1,-6.4,2,0,0,1,0,0,1,1,2010,26,2,1,28,-20,11,0,15,12,14,6,10,2,11,-7,78,-48,6,0
721,2010-06-23 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,26,2,1,17,3,17,-8,29,24,29,21,24,6,11,-7,41,25,12,0
722,2010-06-24 08:30:00,32_8,-0.47000000000000003,0,-2.39,0,1,0,1,1,1,0,2,2010,26,3,2,17,6,16,9,10,-1,13,8,11,-4,9,-2,31,-11,47,1
723,2010-06-29 10:00:00,4,-1.77,1,-1.38,1,0,0,1,0,0,1,1,2010,27,1,1,28,-23,13,-3,13,7,20,-9,15,9,15,-5,53,-21,29,1
724,2010-06-30 08:15:00,0,-1.64,0,-0.06,0,0,0,1,1,0,0,1,2010,27,2,1,20,-12,15,3,13,5,9,0,13,4,8,2,38,-22,27,1
725,2010-07-01 08:30:00,32,-2.57,1,-1.63,0,0,0,1,1,0,0,1,2010,27,3,1,14,-6,23,11,6,-2,39,26,14,-4,12,-2,60,43,60,1
726,2010-07-01 10:00:00,17_24,-5.17,4,0.0,0,0,0,2,2,0,0,2,2010,27,3,2,33,12,13,-1,9,-1,11,1,9,1,13,6,67,27,40,1
727,2010-07-02 08:30:00,22_33,1.3699999999999999,1,-0.04,0,0,1,1,2,0,0,2,2010,27,4,2,50,23,32,13,18,-4,33,27,25,-6,28,-15,72,29,20,0
728,2010-07-06 10:00:00,18,-1.06,1,0.0,0,0,0,1,1,0,0,1,2010,28,1,1,51,40,18,-3,23,14,16,-6,16,-9,17,9,61,-5,33,1
729,2010-07-08 08:30:00,32,0.86,0,-2.02,0,0,1,0,1,0,0,1,2010,28,3,1,14,7,19,10,14,1,12,-5,19,13,12,2,33,9,22,0
730,2010-07-13 08:30:00,31,-1.05,1,0.0,0,0,0,1,1,0,0,1,2010,29,1,1,13,10,13,7,11,7,12,7,9,-2,28,16,25,-17,53,1
731,2010-07-14 08:30:00,10_29,-0.39,0,-0.07,0,1,0,1,0,1,1,2,2010,29,2,2,19,12,9,2,14,-7,21,16,15,-12,10,0,27,-2,21,0
732,2010-07-15 08:30:00,32_23,0.98,2,-2.7,0,0,1,1,2,0,0,2,2010,29,3,2,14,-5,17,1,14,9,11,-5,22,13,7,-1,41,24,28,1
733,2010-07-15 10:00:00,25,-0.84,1,0.0,0,0,0,1,1,0,0,1,2010,29,3,1,16,7,32,-24,18,5,12,-1,14,3,12,4,36,24,51,1
734,2010-07-16 08:30:00,7,0.82,1,0.0,0,0,1,0,1,0,0,1,2010,29,4,1,15,-5,10,0,15,3,13,-11,11,-5,8,-2,28,12,13,0
735,2010-07-16 09:00:00,30,-0.07,0,-0.83,1,0,0,1,1,0,0,1,2010,29,4,1,16,-8,9,-1,17,-9,17,13,13,3,14,-9,39,-15,11,0
736,2010-07-16 09:55:00,28,-3.38,1,-0.4,0,0,0,1,1,0,0,1,2010,29,4,1,15,-7,20,-15,24,-4,11,1,18,10,15,-2,31,-11,5,0
737,2010-07-20 08:30:00,3,-0.38,0,0.0,0,1,0,0,1,0,0,1,2010,30,1,1,15,6,13,7,10,2,15,8,13,-5,13,5,62,-51,29,1
738,2010-07-22 08:30:00,32,-0.91,1,-2.24,0,0,0,1,1,0,0,1,2010,30,3,1,14,-5,14,-5,13,6,10,-2,8,3,11,2,33,8,65,1
739,2010-07-22 10:00:00,14,0.61,1,0.0,0,0,1,0,1,0,0,1,2010,30,3,1,15,0,18,-8,13,5,40,26,10,-2,9,3,62,26,9,0
740,2010-07-26 10:00:00,21,0.15,0,-0.99,1,0,1,0,0,0,1,1,2010,31,0,1,12,5,13,0,9,4,12,-5,11,-1,11,3,27,10,52,1
741,2010-07-27 10:00:00,4,-0.12,0,2.86,1,0,0,1,0,1,0,1,2010,31,1,1,16,6,29,-25,20,-8,14,8,15,8,15,3,29,-7,9,0
742,2010-07-28 08:30:00,8,-0.78,1,0.43,0,0,0,1,0,1,0,1,2010,31,2,1,18,9,8,0,10,-6,17,-12,10,4,13,6,28,-20,38,1
743,2010-07-29 08:30:00,32,0.0,0,-4.0,0,1,0,0,1,0,0,1,2010,31,3,1,15,2,15,8,9,-2,8,0,10,4,13,9,23,-19,23,0
744,2010-07-30 08:30:00,1,-0.11,0,-0.39,1,0,0,1,0,0,1,1,2010,31,4,1,23,11,13,3,14,-5,16,-10,21,-15,13,4,37,27,10,0
745,2010-08-02 10:00:00,17,0.65,0,0.0,0,0,1,0,1,0,0,1,2010,32,0,1,14,-7,28,20,15,5,11,1,11,-6,9,3,39,36,30,1
746,2010-08-03 10:00:00,24,-0.26,1,-0.12,0,0,0,1,1,0,0,1,2010,32,1,1,14,2,17,-7,13,-11,12,4,12,2,8,-3,37,-31,38,1
747,2010-08-04 08:15:00,0,-0.15,0,-0.19,0,1,0,0,1,0,0,1,2010,32,2,1,11,-2,14,6,9,-1,8,-6,19,-12,11,0,29,-2,20,0
748,2010-08-04 10:00:00,18,0.79,0,0.0,0,0,1,0,1,0,0,1,2010,32,2,1,23,-20,20,-13,19,-10,13,-9,15,7,11,-2,30,9,19,0
749,2010-08-05 08:30:00,32,-1.49,1,-3.0,0,0,0,1,1,0,0,1,2010,32,3,1,36,26,17,5,18,8,14,-7,18,-7,12,-1,42,-18,9,0
750,2010-08-06 08:30:00,22_33,-0.47,1,-3.11,2,0,1,1,1,0,1,2,2010,32,4,2,42,19,30,19,48,22,18,-1,26,18,27,12,55,9,71,1
751,2010-08-10 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,33,1,1,67,57,33,21,20,7,28,14,24,-18,16,7,84,0,12,0
752,2010-08-11 08:30:00,31,-3.27,1,-1.98,0,0,0,1,1,0,0,1,2010,33,2,1,14,9,16,-11,15,-7,10,0,13,-5,23,-16,34,13,6,0
753,2010-08-12 08:30:00,32,-1.13,1,-3.59,0,0,0,1,1,0,0,1,2010,33,3,1,14,0,11,-5,31,-18,20,12,22,14,13,-4,44,-5,46,1
754,2010-08-13 08:30:00,10_29_7,-0.28,0,0.61,0,1,0,2,2,1,0,3,2010,33,4,3,29,8,16,11,15,-11,16,5,10,-2,10,-4,39,5,26,1
755,2010-08-13 09:55:00,28,-0.06,0,0.97,0,1,0,0,0,1,0,1,2010,33,4,1,16,9,20,-11,12,5,12,-7,12,2,38,-37,30,-4,9,0
756,2010-08-16 09:00:00,30,0.18,0,-0.06,0,0,1,0,1,0,0,1,2010,34,0,1,13,-5,25,20,13,1,21,-12,25,-15,25,-19,51,36,41,1
757,2010-08-17 08:30:00,23_3,-0.19,0,-0.75,0,2,0,0,2,0,0,2,2010,34,1,2,19,14,14,3,10,1,12,4,12,-7,12,-7,29,4,30,1
758,2010-08-19 08:30:00,32,-1.28,1,-4.78,0,0,0,1,1,0,0,1,2010,34,3,1,29,9,24,12,26,14,13,3,15,-3,22,11,30,-11,7,0
759,2010-08-19 10:00:00,25,-2.48,1,0.0,0,0,0,1,1,0,0,1,2010,34,3,1,28,-4,19,-16,20,12,15,11,15,-1,15,-5,37,-12,7,0
760,2010-08-24 10:00:00,14,-3.0,2,-1.11,3,0,0,1,0,0,1,1,2010,35,1,1,55,34,21,3,29,14,20,9,20,10,23,-5,68,29,16,0
761,2010-08-25 08:30:00,8,-3.08,1,1.01,1,0,0,1,0,1,0,1,2010,35,2,1,25,13,25,14,18,-9,19,3,16,-7,14,-3,32,2,28,1
762,2010-08-25 10:00:00,21,-0.67,1,-0.42,0,0,0,1,0,0,1,1,2010,35,2,1,25,-5,15,7,13,5,23,-15,12,-1,17,-12,48,29,20,0
763,2010-08-26 08:30:00,32,1.6,1,-4.78,0,0,1,0,1,0,0,1,2010,35,3,1,21,-6,24,-20,13,6,10,5,14,-3,17,12,29,-2,75,1
764,2010-08-27 08:30:00,26,0.27,1,-0.32,0,0,1,0,1,0,0,1,2010,35,4,1,23,-12,19,17,26,11,14,-1,15,-7,14,6,26,2,22,0
765,2010-08-31 10:00:00,4,0.47,0,0.77,0,0,1,0,0,1,0,1,2010,36,1,1,15,1,12,5,18,10,20,-11,14,-9,11,8,26,9,11,0
766,2010-09-01 08:15:00,0,-1.1,0,-0.22,0,0,0,1,1,0,0,1,2010,36,2,1,15,-8,40,30,17,8,14,-2,12,0,10,1,29,-4,12,0
767,2010-09-01 10:00:00,17,1.59,1,0.0,0,0,1,0,1,0,0,1,2010,36,2,1,34,-18,16,0,18,8,16,-9,16,-11,11,-5,35,8,5,0
768,2010-09-02 08:30:00,32,-0.24,0,-9.13,1,1,0,0,0,0,1,1,2010,36,3,1,17,0,17,1,35,24,16,0,11,-5,17,-13,35,-21,19,0
769,2010-09-02 10:00:00,24,0.55,1,-0.23,1,0,1,0,0,0,1,1,2010,36,3,1,19,-6,15,-2,13,8,9,-2,10,1,11,5,33,-8,23,0
770,2010-09-03 08:30:00,22_33,0.67,1,1.29,2,1,1,0,1,1,0,2,2010,36,4,2,61,20,22,10,17,-4,23,-12,28,-12,19,4,61,-8,49,1
771,2010-09-03 10:00:00,18,-1.85,1,0.0,0,0,0,1,1,0,0,1,2010,36,4,1,25,14,19,-9,15,-5,15,-2,15,4,12,-9,52,29,26,1
772,2010-09-09 08:30:00,31_32,2.63,2,-7.83,1,0,2,0,1,0,1,2,2010,37,3,2,23,3,22,12,13,-3,16,-9,14,6,12,7,37,14,22,0
773,2010-09-14 08:30:00,10_29,0.56,1,-1.03,0,1,1,0,0,0,2,2,2010,38,1,2,22,11,12,-4,9,-3,11,2,10,3,15,-9,36,15,106,1
774,2010-09-16 08:30:00,32_23,1.08,1,-1.75,0,0,2,0,2,0,0,2,2010,38,3,2,18,-9,13,1,12,-7,14,3,17,-3,13,7,38,-10,41,1
775,2010-09-16 09:00:00,30,0.61,1,0.0,0,0,1,0,1,0,0,1,2010,38,3,1,18,11,9,-1,7,1,11,6,19,10,10,2,51,-19,35,1
776,2010-09-16 10:00:00,25,-0.23,0,0.0,0,0,0,1,1,0,0,1,2010,38,3,1,30,19,19,11,16,4,15,-5,22,18,14,-6,43,2,13,0
777,2010-09-17 08:30:00,7,-1.2,0,0.0,0,0,0,1,1,0,0,1,2010,38,4,1,24,2,16,3,9,3,18,-14,17,-6,9,3,50,-25,44,1
778,2010-09-17 09:55:00,28,-0.96,0,-0.54,1,0,0,1,0,0,1,1,2010,38,4,1,22,-3,27,-15,14,-1,15,4,13,-2,15,-8,59,21,9,0
779,2010-09-21 08:30:00,3,-0.19,0,-0.66,0,1,0,0,1,0,0,1,2010,39,1,1,19,0,16,7,9,1,11,-3,14,-2,10,4,35,-19,21,0
780,2010-09-21 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,39,1,1,71,67,19,4,27,3,41,34,19,5,42,23,81,-2,19,0
781,2010-09-23 08:30:00,32,-0.82,0,-2.02,0,0,0,1,1,0,0,1,2010,39,3,1,20,7,21,10,12,3,12,3,9,-7,11,8,30,0,23,0
782,2010-09-23 10:00:00,14,-0.04,0,-0.22,0,1,0,0,1,0,0,1,2010,39,3,1,17,0,16,4,16,-5,20,15,9,-4,19,14,75,-34,10,0
783,2010-09-24 08:30:00,8,0.47,0,1.4,1,0,1,0,0,1,0,1,2010,39,4,1,30,18,27,14,20,3,13,-6,11,-2,18,13,30,-2,33,1
784,2010-09-24 10:00:00,21,-0.04,0,0.34,1,0,0,1,0,1,0,1,2010,39,4,1,23,1,22,4,24,-7,18,5,9,1,13,2,35,10,33,1
785,2010-09-28 10:00:00,4,-0.67,0,-0.38,1,0,0,1,1,0,0,1,2010,40,1,1,44,22,19,0,20,1,12,-3,42,34,23,5,68,-2,39,1
786,2010-09-30 08:30:00,32,0.35,0,-2.53,0,0,1,0,1,0,0,1,2010,40,3,1,21,-9,20,-5,12,10,14,2,15,12,20,6,53,16,8,0
787,2010-10-01 10:00:00,17,-0.1,0,0.0,0,1,0,0,1,0,0,1,2010,40,4,1,34,1,34,14,20,11,15,6,17,-15,12,-9,35,5,22,0
788,2010-10-04 10:00:00,24,0.13,0,-0.82,1,0,1,0,0,0,1,1,2010,41,0,1,20,-7,22,11,19,-6,12,4,10,-4,8,2,37,17,6,0
789,2010-10-05 10:00:00,18,0.92,0,0.0,0,0,1,0,1,0,0,1,2010,41,1,1,31,-14,17,7,17,3,12,1,14,-4,25,17,39,-2,37,1
790,2010-10-06 08:15:00,0,-3.35,1,0.86,1,0,0,1,0,1,0,1,2010,41,2,1,24,16,18,-12,19,-4,13,3,10,-4,11,-4,77,37,48,1
791,2010-10-07 08:30:00,32,0.68,0,-1.9,0,0,1,0,1,0,0,1,2010,41,3,1,19,-11,20,14,13,8,12,0,21,13,23,14,35,-4,15,0
792,2010-10-08 08:30:00,22_33,-0.7,1,-0.04,0,0,1,1,2,0,0,2,2010,41,4,2,65,64,44,17,24,-17,30,-26,47,-32,60,-15,82,2,95,1
793,2010-10-14 08:30:00,31_32_23,-0.7800000000000002,1,-3.8600000000000003,0,0,1,2,3,0,0,3,2010,42,3,3,28,0,22,-15,11,4,13,-3,15,-2,11,3,38,19,24,0
794,2010-10-15 08:30:00,10_29_7,-1.04,0,2.74,2,1,1,1,1,2,0,3,2010,42,4,3,47,-22,32,-10,28,14,14,-11,13,-1,31,-22,79,49,25,0
795,2010-10-15 09:55:00,28,-0.26,0,1.09,1,0,0,1,0,1,0,1,2010,42,4,1,17,-8,42,-25,32,20,28,-10,34,-20,15,4,67,-63,27,1
796,2010-10-18 09:00:00,30,2.15,1,0.0,0,0,1,0,1,0,0,1,2010,43,0,1,20,7,14,-7,12,0,17,11,11,-1,13,7,48,28,45,1
797,2010-10-19 08:30:00,3,-1.39,0,0.0,0,0,0,1,1,0,0,1,2010,43,1,1,19,-3,16,1,10,-2,23,-13,16,-6,11,1,49,-19,25,0
798,2010-10-21 08:30:00,32,-0.15,0,-15.54,2,1,0,0,0,0,1,1,2010,43,3,1,23,-7,28,-22,9,-3,15,-3,14,6,8,-3,29,-8,67,1
799,2010-10-21 10:00:00,25,-0.2,0,0.0,0,0,0,1,1,0,0,1,2010,43,3,1,26,-12,41,32,20,8,13,-7,8,-2,15,-3,50,12,8,0
800,2010-10-25 10:00:00,14,0.53,1,-0.22,0,0,1,0,1,0,0,1,2010,44,0,1,31,-22,19,-3,22,0,16,12,15,-3,17,-10,38,13,8,0
801,2010-10-26 10:00:00,4,0.16,0,-0.12,0,0,1,0,1,0,0,1,2010,44,1,1,29,8,20,7,10,-2,16,10,10,-3,16,-9,40,-42,8,0
802,2010-10-27 08:30:00,8,-0.59,0,-0.14,0,0,0,1,1,0,0,1,2010,44,2,1,34,27,21,-8,19,-2,15,-5,13,-3,19,9,34,0,6,0
803,2010-10-27 10:00:00,21,0.08,0,0.0,0,0,1,0,1,0,0,1,2010,44,2,1,39,-18,15,-10,19,10,20,-12,22,-4,17,8,53,-3,4,0
804,2010-10-28 08:30:00,32,1.79,1,-0.7,0,0,1,0,1,0,0,1,2010,44,3,1,27,8,14,-11,10,4,19,-9,13,-3,16,12,54,17,32,1
805,2010-10-29 08:30:00,1,-0.18,0,-0.94,1,0,0,1,0,0,1,1,2010,44,4,1,42,20,19,12,16,8,18,7,16,8,15,8,48,6,30,1
806,2010-11-01 10:00:00,17,1.27,1,0.0,0,0,1,0,1,0,0,1,2010,45,0,1,23,-13,15,-9,12,-1,13,-4,16,-7,15,10,49,2,19,0
807,2010-11-03 08:15:00,0,0.93,1,2.11,1,0,1,0,0,1,0,1,2010,45,2,1,12,-5,18,-13,13,5,15,5,16,-4,13,3,26,-6,7,0
808,2010-11-03 10:00:00,18,0.56,0,0.0,0,0,1,0,1,0,0,1,2010,45,2,1,21,-11,13,6,15,-5,9,2,13,1,16,6,24,-2,5,0
809,2010-11-03 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,45,2,1,84,51,66,-4,99,-70,35,8,39,20,21,0,84,-9,65,1
810,2010-11-04 08:30:00,32,-1.62,1,-0.7,0,0,0,1,1,0,0,1,2010,45,3,1,16,11,21,-14,14,3,17,12,14,4,15,7,46,15,27,1
811,2010-11-05 08:30:00,22_33,1.47,1,0.88,1,1,1,0,1,1,0,2,2010,45,4,2,67,-45,38,2,46,31,39,13,24,-9,21,-11,91,5,50,1
812,2010-11-05 12:30:00,24,-0.44,1,-0.1,0,0,0,1,1,0,0,1,2010,45,4,1,20,13,17,7,16,4,11,-2,16,-12,8,-2,43,-22,26,1
813,2010-11-10 08:30:00,31_32,1.22,1,-1.72,0,0,2,0,2,0,0,2,2010,46,2,2,19,-16,22,9,14,6,28,20,13,-3,16,3,34,7,8,0
814,2010-11-12 09:55:00,28,-0.06,0,-0.18,0,1,0,0,1,0,0,1,2010,46,4,1,25,6,23,-18,12,-4,19,-11,33,2,23,-7,43,27,20,0
815,2010-11-15 08:30:00,10_29,0.82,1,1.12,0,1,1,0,0,2,0,2,2010,47,0,2,34,22,20,7,15,-15,16,-5,9,2,7,2,36,-4,26,1
816,2010-11-16 08:30:00,23,-1.45,1,0.0,0,0,0,1,1,0,0,1,2010,47,1,1,31,-6,8,2,18,-11,16,0,12,-7,9,4,31,8,6,0
817,2010-11-16 09:00:00,30,-0.57,0,0.0,0,0,0,1,1,0,0,1,2010,47,1,1,14,7,17,-15,14,9,26,-15,9,3,9,5,52,-17,16,0
818,2010-11-17 08:30:00,7_3,-2.12,0,-1.01,0,1,0,1,2,0,0,2,2010,47,2,2,21,19,20,-14,14,3,15,-8,9,0,10,3,42,29,43,1
819,2010-11-18 08:30:00,32,-0.17,0,-0.44,0,1,0,0,1,0,0,1,2010,47,3,1,12,4,8,2,7,-3,22,15,15,-13,9,-2,28,-22,4,0
820,2010-11-18 10:00:00,25,2.72,2,0.0,0,0,1,0,1,0,0,1,2010,47,3,1,22,-21,11,7,13,-9,13,8,20,-15,14,1,41,-17,20,0
821,2010-11-23 08:30:00,26,0.56,1,-0.24,0,0,1,0,1,0,0,1,2010,48,1,1,16,0,17,-2,29,-18,20,-13,11,8,12,-7,41,-25,9,0
822,2010-11-23 10:00:00,14,-0.17,0,-0.66,1,0,0,1,1,0,0,1,2010,48,1,1,27,21,12,-10,26,-23,11,-1,14,-6,13,-8,69,-43,34,1
823,2010-11-24 08:30:00,32_8,0.030000000000000027,2,4.24,1,0,1,1,1,1,0,2,2010,48,2,2,19,-13,38,30,11,1,11,-6,22,20,15,-4,33,19,29,1
824,2010-11-24 10:00:00,21,-0.48,0,-0.04,0,0,0,1,1,0,0,1,2010,48,2,1,25,-12,14,3,12,-9,10,4,8,1,21,17,45,8,18,0
825,2010-11-30 10:00:00,4,0.28,0,-0.37,1,0,1,0,1,0,0,1,2010,49,1,1,11,-5,17,-7,7,0,12,7,14,8,16,8,49,20,22,0
826,2010-12-01 08:15:00,0,0.69,1,2.05,1,0,1,0,0,1,0,1,2010,49,2,1,16,-10,15,-10,18,15,12,8,15,14,12,4,24,-11,10,0
827,2010-12-01 10:00:00,17,-0.08,0,0.0,0,1,0,0,1,0,0,1,2010,49,2,1,28,25,17,-11,28,-27,12,1,20,-10,11,-7,32,-33,110,1
828,2010-12-02 08:30:00,32,-0.58,0,-5.48,0,0,0,1,1,0,0,1,2010,49,3,1,29,-18,27,-12,23,-14,31,-11,39,-24,22,-10,36,3,126,1
829,2010-12-02 10:00:00,24,1.01,1,0.0,0,0,1,0,1,0,0,1,2010,49,3,1,32,15,25,8,15,10,17,-16,11,0,9,3,116,84,53,1
830,2010-12-03 08:30:00,22_33,-2.98,2,0.31,0,0,0,2,1,1,0,2,2010,49,4,2,37,20,40,28,34,33,30,1,18,-1,19,10,49,-5,35,1
831,2010-12-03 10:00:00,18,-0.2,0,0.0,0,1,0,0,1,0,0,1,2010,49,4,1,16,-2,12,1,15,-14,7,6,17,-6,12,5,50,7,54,1
832,2010-12-09 08:30:00,32,0.26,0,-3.65,0,0,1,0,1,0,0,1,2010,50,3,1,24,11,8,2,9,0,10,2,7,-2,17,11,39,3,8,0
833,2010-12-10 08:30:00,31,1.02,1,-5.26,1,0,1,0,1,0,0,1,2010,50,4,1,10,-9,7,1,6,0,14,-11,8,-2,7,3,27,-19,3,0
834,2010-12-10 09:55:00,28,0.56,1,2.15,1,0,1,0,0,1,0,1,2010,50,4,1,13,-6,8,-4,8,0,25,-19,13,9,8,-7,22,-4,40,1
835,2010-12-14 08:30:00,10_29_23,4.84,1,5.3,2,0,3,0,1,2,0,3,2010,51,1,3,17,-13,22,15,12,-5,12,1,20,14,11,-4,62,-43,12,0
836,2010-12-14 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,51,1,1,40,-12,19,2,21,-10,17,8,10,-5,24,-22,40,6,4,0
837,2010-12-15 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,51,2,1,25,-23,8,3,11,5,11,-5,5,3,12,11,44,0,25,0
838,2010-12-15 09:00:00,30,-1.42,1,-5.75,2,0,0,1,0,0,1,1,2010,51,2,1,15,-12,7,-3,24,-1,13,-2,12,1,11,0,46,-15,11,0
839,2010-12-16 08:30:00,32_3,-3.34,0,-4.47,0,1,0,1,2,0,0,2,2010,51,3,2,12,1,10,4,6,-2,6,-2,11,3,7,0,28,-9,19,0
840,2010-12-16 10:00:00,25,0.81,1,0.0,0,0,1,0,1,0,0,1,2010,51,3,1,14,-7,13,-3,24,-14,11,-3,10,-2,10,-5,34,-14,28,1
841,2010-12-22 10:00:00,14,-0.09,0,0.0,0,0,0,1,1,0,0,1,2010,52,2,1,16,-3,7,-3,6,-1,6,-5,9,7,6,4,42,-32,14,0
842,2010-12-23 08:30:00,32_8,0.26,0,-5.75,0,1,1,0,1,1,0,2,2010,52,3,2,10,-5,7,-2,13,8,7,-4,7,-1,6,2,38,-18,14,0
843,2010-12-23 10:00:00,21,-0.38,0,-0.46,0,0,0,1,0,0,1,1,2010,52,3,1,9,-5,10,6,3,1,6,-4,3,1,5,4,23,-1,57,1
844,2010-12-28 10:00:00,4,-1.41,0,-0.27,0,0,0,1,1,0,0,1,2010,52,1,1,13,7,19,5,6,0,10,3,7,2,7,1,80,-64,6,0
845,2010-12-30 08:30:00,32,1.97,1,-3.65,0,0,1,0,1,0,0,1,2010,52,3,1,10,-2,6,2,8,-7,9,-3,10,5,17,15,33,16,19,0
846,2010-12-30 10:00:00,24,0.25,0,-1.08,1,0,1,0,0,0,1,1,2010,52,3,1,9,-1,12,-10,6,-1,10,-7,13,-10,8,7,25,20,4,0
