,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
0,clf,kn,max,basic,ALL_NO_1_1_1,0_180,included,basic,0.75,{'n_neighbors': 51},0.74,0.72,0.74,0.99,0.68,0.08,943.00,349.00,"{'0': {'precision': 0.7428115015974441, 'recall': 0.9862142099681867, 'f1-score': 0.847380410022779, 'support': 943}, '1': {'precision': 0.675, 'recall': 0.07736389684813753, 'f1-score': 0.13881748071979436, 'support': 349}, 'micro avg': {'precision': 0.7407120743034056, 'recall': 0.7407120743034056, 'f1-score': 0.7407120743034055, 'support': 1292}, 'macro avg': {'precision': 0.7089057507987221, 'recall': 0.5317890534081621, 'f1-score': 0.4930989453712867, 'support': 1292}, 'weighted avg': {'precision': 0.7244939984569582, 'recall': 0.7407120743034056, 'f1-score': 0.6559806713797901, 'support': 1292}}",3.77
1,clf,svc-rbf,max,basic,ALL_NO_1_1_1,0_180,included,basic,0.75,"{'C': 1, 'gamma': 1}",0.73,0.53,0.73,1.00,0.00,0.00,943.00,349.00,"{'0': {'precision': 0.7298761609907121, 'recall': 1.0, 'f1-score': 0.8438478747203579, 'support': 943}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 349}, 'micro avg': {'precision': 0.7298761609907121, 'recall': 0.7298761609907121, 'f1-score': 0.7298761609907122, 'support': 1292}, 'macro avg': {'precision': 0.36493808049535603, 'recall': 0.5, 'f1-score': 0.42192393736017897, 'support': 1292}, 'weighted avg': {'precision': 0.5327192103825398, 'recall': 0.7298761609907121, 'f1-score': 0.6159044472610662, 'support': 1292}}",8.25
2,clf,dtree,max,basic,ALL_NO_1_1_1,0_180,included,basic,0.76,"{'max_depth': 3, 'min_samples_leaf': 200}",0.74,0.70,0.75,0.96,0.57,0.13,943.00,349.00,"{'0': {'precision': 0.7493816982687551, 'recall': 0.9639448568398727, 'f1-score': 0.8432282003710575, 'support': 943}, '1': {'precision': 0.569620253164557, 'recall': 0.12893982808022922, 'f1-score': 0.21028037383177567, 'support': 349}, 'micro avg': {'precision': 0.7383900928792569, 'recall': 0.7383900928792569, 'f1-score': 0.7383900928792569, 'support': 1292}, 'macro avg': {'precision': 0.6595009757166561, 'recall': 0.546442342460051, 'f1-score': 0.5267542871014166, 'support': 1292}, 'weighted avg': {'precision': 0.7008238466113518, 'recall': 0.7383900928792569, 'f1-score': 0.6722539035736819, 'support': 1292}}",0.56
3,clf,rforest,max,basic,ALL_NO_1_1_1,0_180,included,basic,0.76,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",0.74,0.75,0.74,0.99,0.77,0.07,943.00,349.00,"{'0': {'precision': 0.7422680412371134, 'recall': 0.9925768822905621, 'f1-score': 0.8493647912885663, 'support': 943}, '1': {'precision': 0.7741935483870968, 'recall': 0.06876790830945559, 'f1-score': 0.12631578947368421, 'support': 349}, 'micro avg': {'precision': 0.7430340557275542, 'recall': 0.7430340557275542, 'f1-score': 0.7430340557275542, 'support': 1292}, 'macro avg': {'precision': 0.7582307948121051, 'recall': 0.5306723953000089, 'f1-score': 0.4878402903811253, 'support': 1292}, 'weighted avg': {'precision': 0.7508918817907854, 'recall': 0.7430340557275542, 'f1-score': 0.6540520191264968, 'support': 1292}}",26.30
4,clf,xgb,max,basic,ALL_NO_1_1_1,0_180,included,basic,0.76,{'n_estimators': 10},0.74,0.73,0.75,0.98,0.67,0.11,943.00,349.00,"{'0': {'precision': 0.7477768795472919, 'recall': 0.9809119830328739, 'f1-score': 0.8486238532110092, 'support': 943}, '1': {'precision': 0.6727272727272727, 'recall': 0.10601719197707736, 'f1-score': 0.18316831683168316, 'support': 349}, 'micro avg': {'precision': 0.7445820433436533, 'recall': 0.7445820433436533, 'f1-score': 0.7445820433436534, 'support': 1292}, 'macro avg': {'precision': 0.7102520761372824, 'recall': 0.5434645875049756, 'f1-score': 0.5158960850213462, 'support': 1292}, 'weighted avg': {'precision': 0.7275041916369306, 'recall': 0.7445820433436533, 'f1-score': 0.6688684490342408, 'support': 1292}}",0.30
5,clf,gboosting,max,basic,ALL_NO_1_1_1,0_180,included,basic,0.75,{'n_estimators': 50},0.74,0.72,0.75,0.98,0.64,0.12,943.00,349.00,"{'0': {'precision': 0.749185667752443, 'recall': 0.975609756097561, 'f1-score': 0.8475356978350991, 'support': 943}, '1': {'precision': 0.640625, 'recall': 0.1174785100286533, 'f1-score': 0.19854721549636806, 'support': 349}, 'micro avg': {'precision': 0.7438080495356038, 'recall': 0.7438080495356038, 'f1-score': 0.7438080495356038, 'support': 1292}, 'macro avg': {'precision': 0.6949053338762214, 'recall': 0.5465441330631071, 'f1-score': 0.5230414566657335, 'support': 1292}, 'weighted avg': {'precision': 0.7198608434137412, 'recall': 0.7438080495356038, 'f1-score': 0.6722284375129496, 'support': 1292}}",0.76
6,clf,ada,max,basic,ALL_NO_1_1_1,0_180,included,basic,0.75,{'n_estimators': 10},0.75,0.72,0.76,0.95,0.60,0.20,943.00,349.00,"{'0': {'precision': 0.7632027257240205, 'recall': 0.9501590668080594, 'f1-score': 0.8464808691544639, 'support': 943}, '1': {'precision': 0.6016949152542372, 'recall': 0.2034383954154728, 'f1-score': 0.30406852248394, 'support': 349}, 'micro avg': {'precision': 0.7484520123839009, 'recall': 0.7484520123839009, 'f1-score': 0.7484520123839009, 'support': 1292}, 'macro avg': {'precision': 0.6824488204891288, 'recall': 0.576798731111766, 'f1-score': 0.5752746958192019, 'support': 1292}, 'weighted avg': {'precision': 0.7195756159299381, 'recall': 0.7484520123839009, 'f1-score': 0.6999623637457851, 'support': 1292}}",0.82
0,reg,kn,max,basic,ALL_NO_1_1_1,0_180,included,basic,25.58,{'n_neighbors': 41},,,,,,,,,25.77,2.92
1,reg,svr-rbf,max,basic,ALL_NO_1_1_1,0_180,included,basic,28.14,"{'C': 5, 'gamma': 1}",,,,,,,,,28.80,7.44
2,reg,dtree,max,basic,ALL_NO_1_1_1,0_180,included,basic,25.04,"{'max_depth': 5, 'min_samples_leaf': 50}",,,,,,,,,24.95,0.50
