,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
0,clf,kn,max,basic,ALL_NO_1_1_1,0_240,included,basic,0.75,{'n_neighbors': 71},0.73,0.71,0.74,0.98,0.64,0.08,933.00,359.00,"{'0': {'precision': 0.7357429718875502, 'recall': 0.9817792068595927, 'f1-score': 0.8411386593204775, 'support': 933}, '1': {'precision': 0.6382978723404256, 'recall': 0.08356545961002786, 'f1-score': 0.1477832512315271, 'support': 359}, 'micro avg': {'precision': 0.7321981424148607, 'recall': 0.7321981424148607, 'f1-score': 0.7321981424148607, 'support': 1292}, 'macro avg': {'precision': 0.687020422113988, 'recall': 0.5326723332348103, 'f1-score': 0.4944609552760023, 'support': 1292}, 'weighted avg': {'precision': 0.7086665084684962, 'recall': 0.7321981424148607, 'f1-score': 0.6484803067632536, 'support': 1292}}",3.75
1,clf,svc-rbf,max,basic,ALL_NO_1_1_1,0_240,included,basic,0.74,"{'C': 1, 'gamma': 1}",0.72,0.52,0.72,1.00,0.00,0.00,933.00,359.00,"{'0': {'precision': 0.7221362229102167, 'recall': 1.0, 'f1-score': 0.8386516853932584, 'support': 933}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 359}, 'micro avg': {'precision': 0.7221362229102167, 'recall': 0.7221362229102167, 'f1-score': 0.7221362229102167, 'support': 1292}, 'macro avg': {'precision': 0.36106811145510836, 'recall': 0.5, 'f1-score': 0.4193258426966292, 'support': 1292}, 'weighted avg': {'precision': 0.5214807244390343, 'recall': 0.7221362229102167, 'f1-score': 0.605620760427175, 'support': 1292}}",9.08
2,clf,dtree,max,basic,ALL_NO_1_1_1,0_240,included,basic,0.75,"{'max_depth': 4, 'min_samples_leaf': 30}",0.73,0.69,0.75,0.94,0.53,0.18,933.00,359.00,"{'0': {'precision': 0.7491438356164384, 'recall': 0.9378349410503751, 'f1-score': 0.8329366968110424, 'support': 933}, '1': {'precision': 0.532258064516129, 'recall': 0.18384401114206128, 'f1-score': 0.2732919254658385, 'support': 359}, 'micro avg': {'precision': 0.728328173374613, 'recall': 0.728328173374613, 'f1-score': 0.728328173374613, 'support': 1292}, 'macro avg': {'precision': 0.6407009500662837, 'recall': 0.5608394760962182, 'f1-score': 0.5531143111384405, 'support': 1292}, 'weighted avg': {'precision': 0.6888791360614762, 'recall': 0.728328173374613, 'f1-score': 0.677431686816516, 'support': 1292}}",0.54
3,clf,rforest,max,basic,ALL_NO_1_1_1,0_240,included,basic,0.75,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 50}",0.73,0.72,0.74,0.99,0.69,0.08,933.00,359.00,"{'0': {'precision': 0.736, 'recall': 0.9860664523043944, 'f1-score': 0.842876775080165, 'support': 933}, '1': {'precision': 0.6904761904761905, 'recall': 0.0807799442896936, 'f1-score': 0.14463840399002495, 'support': 359}, 'micro avg': {'precision': 0.7345201238390093, 'recall': 0.7345201238390093, 'f1-score': 0.7345201238390094, 'support': 1292}, 'macro avg': {'precision': 0.7132380952380952, 'recall': 0.533423198297044, 'f1-score': 0.49375758953509497, 'support': 1292}, 'weighted avg': {'precision': 0.7233505823381985, 'recall': 0.7345201238390093, 'f1-score': 0.648861623980041, 'support': 1292}}",26.28
4,clf,xgb,max,basic,ALL_NO_1_1_1,0_240,included,basic,0.75,{'n_estimators': 10},0.73,0.70,0.74,0.98,0.62,0.09,933.00,359.00,"{'0': {'precision': 0.7359098228663447, 'recall': 0.9796355841371919, 'f1-score': 0.8404597701149426, 'support': 933}, '1': {'precision': 0.62, 'recall': 0.08635097493036212, 'f1-score': 0.15158924205378974, 'support': 359}, 'micro avg': {'precision': 0.7314241486068112, 'recall': 0.7314241486068112, 'f1-score': 0.7314241486068112, 'support': 1292}, 'macro avg': {'precision': 0.6779549114331723, 'recall': 0.532993279533777, 'f1-score': 0.49602450608436616, 'support': 1292}, 'weighted avg': {'precision': 0.7037026816828944, 'recall': 0.7314241486068112, 'f1-score': 0.6490476032620371, 'support': 1292}}",0.31
5,clf,gboosting,max,basic,ALL_NO_1_1_1,0_240,included,basic,0.75,{'n_estimators': 100},0.73,0.69,0.74,0.97,0.57,0.12,933.00,359.00,"{'0': {'precision': 0.7397372742200329, 'recall': 0.9657020364415863, 'f1-score': 0.8377498837749884, 'support': 933}, '1': {'precision': 0.5675675675675675, 'recall': 0.116991643454039, 'f1-score': 0.19399538106235567, 'support': 359}, 'micro avg': {'precision': 0.7298761609907121, 'recall': 0.7298761609907121, 'f1-score': 0.7298761609907122, 'support': 1292}, 'macro avg': {'precision': 0.6536524208938002, 'recall': 0.5413468399478126, 'f1-score': 0.515872632418672, 'support': 1292}, 'weighted avg': {'precision': 0.6918975492291388, 'recall': 0.7298761609907121, 'f1-score': 0.6588738261327012, 'support': 1292}}",0.78
6,clf,ada,max,basic,ALL_NO_1_1_1,0_240,included,basic,0.75,{'n_estimators': 10},0.73,0.70,0.74,0.97,0.61,0.11,933.00,359.00,"{'0': {'precision': 0.7404081632653061, 'recall': 0.9721329046087889, 'f1-score': 0.840593141797961, 'support': 933}, '1': {'precision': 0.6119402985074627, 'recall': 0.11420612813370473, 'f1-score': 0.1924882629107981, 'support': 359}, 'micro avg': {'precision': 0.7337461300309598, 'recall': 0.7337461300309598, 'f1-score': 0.7337461300309598, 'support': 1292}, 'macro avg': {'precision': 0.6761742308863844, 'recall': 0.5431695163712468, 'f1-score': 0.5165407023543795, 'support': 1292}, 'weighted avg': {'precision': 0.7047115971290323, 'recall': 0.7337461300309598, 'f1-score': 0.6605082722000574, 'support': 1292}}",0.82
0,reg,kn,max,basic,ALL_NO_1_1_1,0_240,included,basic,28.34,{'n_neighbors': 41},,,,,,,,,29.01,2.96
1,reg,svr-rbf,max,basic,ALL_NO_1_1_1,0_240,included,basic,31.03,"{'C': 5, 'gamma': 1}",,,,,,,,,32.00,7.42
2,reg,dtree,max,basic,ALL_NO_1_1_1,0_240,included,basic,27.52,"{'max_depth': 4, 'min_samples_leaf': 50}",,,,,,,,,28.62,0.49
