,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
3,reg,rforest,max,basic,ALL_NO_1_1_1,0_240,included,basic,27.24,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,,,27.78,45.03
4,reg,xgb,max,basic,ALL_NO_1_1_1,0_240,included,basic,27.40,{'n_estimators': 50},,,,,,,,,28.12,0.29
5,reg,gboosting,max,basic,ALL_NO_1_1_1,0_240,included,basic,27.62,{'n_estimators': 50},,,,,,,,,28.00,0.56
6,reg,ada,max,basic,ALL_NO_1_1_1,0_240,included,basic,30.80,{'n_estimators': 10},,,,,,,,,31.59,0.84
0,clf,kn,min,basic,ALL_NO_1_1_1,0_240,included,basic,0.75,{'n_neighbors': 41},0.76,0.71,0.78,0.96,0.51,0.14,981.00,311.00,"{'0': {'precision': 0.7788861180382377, 'recall': 0.9551478083588175, 'f1-score': 0.858058608058608, 'support': 981}, '1': {'precision': 0.5056179775280899, 'recall': 0.14469453376205788, 'f1-score': 0.225, 'support': 311}, 'micro avg': {'precision': 0.760061919504644, 'recall': 0.760061919504644, 'f1-score': 0.760061919504644, 'support': 1292}, 'macro avg': {'precision': 0.6422520477831638, 'recall': 0.5499211710604377, 'f1-score': 0.541529304029304, 'support': 1292}, 'weighted avg': {'precision': 0.7131071770950056, 'recall': 0.760061919504644, 'f1-score': 0.7056737573571938, 'support': 1292}}",2.73
1,clf,svc-rbf,min,basic,ALL_NO_1_1_1,0_240,included,basic,0.75,"{'C': 1, 'gamma': 1}",0.76,0.58,0.76,1.00,0.00,0.00,981.00,311.00,"{'0': {'precision': 0.7592879256965944, 'recall': 1.0, 'f1-score': 0.8631764188297404, 'support': 981}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 311}, 'micro avg': {'precision': 0.7592879256965944, 'recall': 0.7592879256965944, 'f1-score': 0.7592879256965943, 'support': 1292}, 'macro avg': {'precision': 0.3796439628482972, 'recall': 0.5, 'f1-score': 0.4315882094148702, 'support': 1292}, 'weighted avg': {'precision': 0.576518154108637, 'recall': 0.7592879256965944, 'f1-score': 0.6553994325634483, 'support': 1292}}",7.44
2,clf,dtree,min,basic,ALL_NO_1_1_1,0_240,included,basic,0.75,"{'max_depth': 3, 'min_samples_leaf': 150}",0.75,0.71,0.78,0.94,0.47,0.17,981.00,311.00,"{'0': {'precision': 0.7816482582837723, 'recall': 0.9378185524974516, 'f1-score': 0.8526413345690455, 'support': 981}, '1': {'precision': 0.46956521739130436, 'recall': 0.17363344051446947, 'f1-score': 0.2535211267605634, 'support': 311}, 'micro avg': {'precision': 0.7538699690402477, 'recall': 0.7538699690402477, 'f1-score': 0.7538699690402476, 'support': 1292}, 'macro avg': {'precision': 0.6256067378375383, 'recall': 0.5557259965059606, 'f1-score': 0.5530812306648044, 'support': 1292}, 'weighted avg': {'precision': 0.7065261021556317, 'recall': 0.7538699690402477, 'f1-score': 0.7084258665903782, 'support': 1292}}",0.45
3,clf,rforest,min,basic,ALL_NO_1_1_1,0_240,included,basic,0.76,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 10}",0.76,0.72,0.77,0.98,0.57,0.09,981.00,311.00,"{'0': {'precision': 0.7723250201126307, 'recall': 0.9785932721712538, 'f1-score': 0.8633093525179856, 'support': 981}, '1': {'precision': 0.5714285714285714, 'recall': 0.09003215434083602, 'f1-score': 0.15555555555555556, 'support': 311}, 'micro avg': {'precision': 0.7647058823529411, 'recall': 0.7647058823529411, 'f1-score': 0.7647058823529412, 'support': 1292}, 'macro avg': {'precision': 0.6718767957706011, 'recall': 0.5343127132560449, 'f1-score': 0.5094324540367705, 'support': 1292}, 'weighted avg': {'precision': 0.7239668192297031, 'recall': 0.7647058823529411, 'f1-score': 0.6929444679550477, 'support': 1292}}",22.90
4,clf,xgb,min,basic,ALL_NO_1_1_1,0_240,included,basic,0.76,{'n_estimators': 100},0.77,0.73,0.79,0.94,0.54,0.22,981.00,311.00,"{'0': {'precision': 0.7920962199312714, 'recall': 0.9398572884811417, 'f1-score': 0.8596736596736597, 'support': 981}, '1': {'precision': 0.5390625, 'recall': 0.22186495176848875, 'f1-score': 0.3143507972665148, 'support': 311}, 'micro avg': {'precision': 0.7670278637770898, 'recall': 0.7670278637770898, 'f1-score': 0.7670278637770898, 'support': 1292}, 'macro avg': {'precision': 0.6655793599656357, 'recall': 0.5808611201248153, 'f1-score': 0.5870122284700873, 'support': 1292}, 'weighted avg': {'precision': 0.7311879483379081, 'recall': 0.7670278637770898, 'f1-score': 0.7284078622985654, 'support': 1292}}",0.31
5,clf,gboosting,min,basic,ALL_NO_1_1_1,0_240,included,basic,0.77,{'n_estimators': 200},0.76,0.72,0.79,0.93,0.50,0.23,981.00,311.00,"{'0': {'precision': 0.7913043478260869, 'recall': 0.9276248725790011, 'f1-score': 0.8540591271703426, 'support': 981}, '1': {'precision': 0.5, 'recall': 0.2282958199356913, 'f1-score': 0.3134657836644592, 'support': 311}, 'micro avg': {'precision': 0.7592879256965944, 'recall': 0.7592879256965944, 'f1-score': 0.7592879256965943, 'support': 1292}, 'macro avg': {'precision': 0.6456521739130434, 'recall': 0.5779603462573462, 'f1-score': 0.5837624554174009, 'support': 1292}, 'weighted avg': {'precision': 0.7211838740072688, 'recall': 0.7592879256965944, 'f1-score': 0.723931782100428, 'support': 1292}}",0.76
6,clf,ada,min,basic,ALL_NO_1_1_1,0_240,included,basic,0.76,{'n_estimators': 50},0.76,0.71,0.78,0.94,0.48,0.19,981.00,311.00,"{'0': {'precision': 0.7839453458582408, 'recall': 0.9357798165137615, 'f1-score': 0.8531598513011152, 'support': 981}, '1': {'precision': 0.4793388429752066, 'recall': 0.1864951768488746, 'f1-score': 0.26851851851851855, 'support': 311}, 'micro avg': {'precision': 0.7554179566563467, 'recall': 0.7554179566563467, 'f1-score': 0.7554179566563468, 'support': 1292}, 'macro avg': {'precision': 0.6316420944167237, 'recall': 0.5611374966813181, 'f1-score': 0.5608391849098169, 'support': 1292}, 'weighted avg': {'precision': 0.7106228827029593, 'recall': 0.7554179566563467, 'f1-score': 0.7124296233635087, 'support': 1292}}",0.77
0,reg,kn,min,basic,ALL_NO_1_1_1,0_240,included,basic,27.47,{'n_neighbors': 31},,,,,,,,,26.26,2.62
1,reg,svr-rbf,min,basic,ALL_NO_1_1_1,0_240,included,basic,30.63,"{'C': 1, 'gamma': 1}",,,,,,,,,28.55,6.97
2,reg,dtree,min,basic,ALL_NO_1_1_1,0_240,included,basic,27.08,"{'max_depth': 4, 'min_samples_leaf': 100}",,,,,,,,,25.94,0.46
3,reg,rforest,min,basic,ALL_NO_1_1_1,0_240,included,basic,26.37,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 200}",,,,,,,,,25.47,42.23
4,reg,xgb,min,basic,ALL_NO_1_1_1,0_240,included,basic,26.32,{'n_estimators': 100},,,,,,,,,25.34,0.31
5,reg,gboosting,min,basic,ALL_NO_1_1_1,0_240,included,basic,26.45,{'n_estimators': 50},,,,,,,,,25.41,0.57
6,reg,ada,min,basic,ALL_NO_1_1_1,0_240,included,basic,28.89,{'n_estimators': 10},,,,,,,,,28.82,0.44
0,clf,kn,max,basic,ALL_NO_3_2_1,0_240,included,basic,0.75,{'n_neighbors': 71},0.73,0.71,0.74,0.98,0.65,0.08,933.00,359.00,"{'0': {'precision': 0.7359550561797753, 'recall': 0.9828510182207931, 'f1-score': 0.8416704910509408, 'support': 933}, '1': {'precision': 0.6521739130434783, 'recall': 0.08356545961002786, 'f1-score': 0.14814814814814817, 'support': 359}, 'micro avg': {'precision': 0.7329721362229102, 'recall': 0.7329721362229102, 'f1-score': 0.7329721362229102, 'support': 1292}, 'macro avg': {'precision': 0.6940644846116268, 'recall': 0.5332082389154105, 'f1-score': 0.4949093195995445, 'support': 1292}, 'weighted avg': {'precision': 0.7126753112990241, 'recall': 0.7329721362229102, 'f1-score': 0.6489657533558151, 'support': 1292}}",3.18
1,clf,svc-rbf,max,basic,ALL_NO_3_2_1,0_240,included,basic,0.74,"{'C': 1, 'gamma': 1}",0.72,0.52,0.72,1.00,0.00,0.00,933.00,359.00,"{'0': {'precision': 0.7221362229102167, 'recall': 1.0, 'f1-score': 0.8386516853932584, 'support': 933}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 359}, 'micro avg': {'precision': 0.7221362229102167, 'recall': 0.7221362229102167, 'f1-score': 0.7221362229102167, 'support': 1292}, 'macro avg': {'precision': 0.36106811145510836, 'recall': 0.5, 'f1-score': 0.4193258426966292, 'support': 1292}, 'weighted avg': {'precision': 0.5214807244390343, 'recall': 0.7221362229102167, 'f1-score': 0.605620760427175, 'support': 1292}}",7.73
2,clf,dtree,max,basic,ALL_NO_3_2_1,0_240,included,basic,0.75,"{'max_depth': 3, 'min_samples_leaf': 20}",0.73,0.70,0.74,0.96,0.57,0.13,933.00,359.00,"{'0': {'precision': 0.7421487603305785, 'recall': 0.962486602357985, 'f1-score': 0.8380774615025665, 'support': 933}, '1': {'precision': 0.573170731707317, 'recall': 0.1309192200557103, 'f1-score': 0.21315192743764172, 'support': 359}, 'micro avg': {'precision': 0.7314241486068112, 'recall': 0.7314241486068112, 'f1-score': 0.7314241486068112, 'support': 1292}, 'macro avg': {'precision': 0.6576597460189477, 'recall': 0.5467029112068477, 'f1-score': 0.5256146944701041, 'support': 1292}, 'weighted avg': {'precision': 0.6951958870521335, 'recall': 0.7314241486068112, 'f1-score': 0.6644332922074364, 'support': 1292}}",0.50
3,clf,rforest,max,basic,ALL_NO_3_2_1,0_240,included,basic,0.75,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",0.74,0.77,0.74,0.99,0.86,0.09,933.00,359.00,"{'0': {'precision': 0.7394422310756972, 'recall': 0.9946409431939979, 'f1-score': 0.8482632541133455, 'support': 933}, '1': {'precision': 0.8648648648648649, 'recall': 0.08913649025069638, 'f1-score': 0.16161616161616163, 'support': 359}, 'micro avg': {'precision': 0.7430340557275542, 'recall': 0.7430340557275542, 'f1-score': 0.7430340557275542, 'support': 1292}, 'macro avg': {'precision': 0.802153547970281, 'recall': 0.5418887167223472, 'f1-score': 0.5049397078647535, 'support': 1292}, 'weighted avg': {'precision': 0.7742926378329039, 'recall': 0.7430340557275542, 'f1-score': 0.6574688994643603, 'support': 1292}}",24.67
4,clf,xgb,max,basic,ALL_NO_3_2_1,0_240,included,basic,0.75,{'n_estimators': 50},0.73,0.70,0.74,0.97,0.60,0.11,933.00,359.00,"{'0': {'precision': 0.73920130399348, 'recall': 0.9721329046087889, 'f1-score': 0.8398148148148149, 'support': 933}, '1': {'precision': 0.6, 'recall': 0.10863509749303621, 'f1-score': 0.18396226415094336, 'support': 359}, 'micro avg': {'precision': 0.7321981424148607, 'recall': 0.7321981424148607, 'f1-score': 0.7321981424148607, 'support': 1292}, 'macro avg': {'precision': 0.66960065199674, 'recall': 0.5403840010509126, 'f1-score': 0.5118885394828792, 'support': 1292}, 'weighted avg': {'precision': 0.7005223038900285, 'recall': 0.7321981424148607, 'f1-score': 0.6575771478733831, 'support': 1292}}",0.31
5,clf,gboosting,max,basic,ALL_NO_3_2_1,0_240,included,basic,0.75,{'n_estimators': 50},0.73,0.70,0.74,0.97,0.61,0.10,933.00,359.00,"{'0': {'precision': 0.7384240454914703, 'recall': 0.9742765273311897, 'f1-score': 0.8401109057301295, 'support': 933}, '1': {'precision': 0.6065573770491803, 'recall': 0.10306406685236769, 'f1-score': 0.17619047619047618, 'support': 359}, 'micro avg': {'precision': 0.7321981424148607, 'recall': 0.7321981424148607, 'f1-score': 0.7321981424148607, 'support': 1292}, 'macro avg': {'precision': 0.6724907112703253, 'recall': 0.5386702970917787, 'f1-score': 0.5081506909603029, 'support': 1292}, 'weighted avg': {'precision': 0.7017830749258496, 'recall': 0.7321981424148607, 'f1-score': 0.6556314674911701, 'support': 1292}}",0.72
6,clf,ada,max,basic,ALL_NO_3_2_1,0_240,included,basic,0.75,{'n_estimators': 10},0.73,0.70,0.74,0.97,0.61,0.11,933.00,359.00,"{'0': {'precision': 0.7404081632653061, 'recall': 0.9721329046087889, 'f1-score': 0.840593141797961, 'support': 933}, '1': {'precision': 0.6119402985074627, 'recall': 0.11420612813370473, 'f1-score': 0.1924882629107981, 'support': 359}, 'micro avg': {'precision': 0.7337461300309598, 'recall': 0.7337461300309598, 'f1-score': 0.7337461300309598, 'support': 1292}, 'macro avg': {'precision': 0.6761742308863844, 'recall': 0.5431695163712468, 'f1-score': 0.5165407023543795, 'support': 1292}, 'weighted avg': {'precision': 0.7047115971290323, 'recall': 0.7337461300309598, 'f1-score': 0.6605082722000574, 'support': 1292}}",0.79
0,reg,kn,max,basic,ALL_NO_3_2_1,0_240,included,basic,28.35,{'n_neighbors': 41},,,,,,,,,29.05,2.86
1,reg,svr-rbf,max,basic,ALL_NO_3_2_1,0_240,included,basic,31.03,"{'C': 5, 'gamma': 4}",,,,,,,,,32.01,6.82
2,reg,dtree,max,basic,ALL_NO_3_2_1,0_240,included,basic,27.42,"{'max_depth': 4, 'min_samples_leaf': 50}",,,,,,,,,28.29,0.46
3,reg,rforest,max,basic,ALL_NO_3_2_1,0_240,included,basic,27.24,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 50}",,,,,,,,,27.95,43.47
4,reg,xgb,max,basic,ALL_NO_3_2_1,0_240,included,basic,27.35,{'n_estimators': 50},,,,,,,,,28.20,0.30
5,reg,gboosting,max,basic,ALL_NO_3_2_1,0_240,included,basic,27.53,{'n_estimators': 50},,,,,,,,,28.01,0.60
6,reg,ada,max,basic,ALL_NO_3_2_1,0_240,included,basic,30.17,{'n_estimators': 10},,,,,,,,,31.73,1.02
0,clf,kn,min,basic,ALL_NO_3_2_1,0_240,included,basic,0.75,{'n_neighbors': 21},0.76,0.72,0.78,0.95,0.51,0.17,981.00,311.00,"{'0': {'precision': 0.7828282828282829, 'recall': 0.9480122324159022, 'f1-score': 0.8575380359612724, 'support': 981}, '1': {'precision': 0.5096153846153846, 'recall': 0.17041800643086816, 'f1-score': 0.25542168674698795, 'support': 311}, 'micro avg': {'precision': 0.7608359133126935, 'recall': 0.7608359133126935, 'f1-score': 0.7608359133126935, 'support': 1292}, 'macro avg': {'precision': 0.6462218337218337, 'recall': 0.5592151194233852, 'f1-score': 0.5564798613541302, 'support': 1292}, 'weighted avg': {'precision': 0.717062639373011, 'recall': 0.7608359133126935, 'f1-score': 0.7126013605699083, 'support': 1292}}",3.30
1,clf,svc-rbf,min,basic,ALL_NO_3_2_1,0_240,included,basic,0.75,"{'C': 1, 'gamma': 1}",0.76,0.58,0.76,1.00,0.00,0.00,981.00,311.00,"{'0': {'precision': 0.7592879256965944, 'recall': 1.0, 'f1-score': 0.8631764188297404, 'support': 981}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 311}, 'micro avg': {'precision': 0.7592879256965944, 'recall': 0.7592879256965944, 'f1-score': 0.7592879256965943, 'support': 1292}, 'macro avg': {'precision': 0.3796439628482972, 'recall': 0.5, 'f1-score': 0.4315882094148702, 'support': 1292}, 'weighted avg': {'precision': 0.576518154108637, 'recall': 0.7592879256965944, 'f1-score': 0.6553994325634483, 'support': 1292}}",7.70
2,clf,dtree,min,basic,ALL_NO_3_2_1,0_240,included,basic,0.76,"{'max_depth': 5, 'min_samples_leaf': 150}",0.75,0.71,0.78,0.93,0.46,0.20,981.00,311.00,"{'0': {'precision': 0.7842968075927523, 'recall': 0.926605504587156, 'f1-score': 0.8495327102803738, 'support': 981}, '1': {'precision': 0.45864661654135336, 'recall': 0.19614147909967847, 'f1-score': 0.2747747747747748, 'support': 311}, 'micro avg': {'precision': 0.7507739938080495, 'recall': 0.7507739938080495, 'f1-score': 0.7507739938080495, 'support': 1292}, 'macro avg': {'precision': 0.6214717120670529, 'recall': 0.5613734918434172, 'f1-score': 0.5621537425275743, 'support': 1292}, 'weighted avg': {'precision': 0.7059088746074698, 'recall': 0.7507739938080495, 'f1-score': 0.711181535402478, 'support': 1292}}",0.47
3,clf,rforest,min,basic,ALL_NO_3_2_1,0_240,included,basic,0.76,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",0.77,0.73,0.78,0.97,0.58,0.11,981.00,311.00,"{'0': {'precision': 0.7753446877534469, 'recall': 0.9745158002038736, 'f1-score': 0.863595302619693, 'support': 981}, '1': {'precision': 0.576271186440678, 'recall': 0.10932475884244373, 'f1-score': 0.1837837837837838, 'support': 311}, 'micro avg': {'precision': 0.7662538699690402, 'recall': 0.7662538699690402, 'f1-score': 0.7662538699690402, 'support': 1292}, 'macro avg': {'precision': 0.6758079370970624, 'recall': 0.5419202795231587, 'f1-score': 0.5236895432017383, 'support': 1292}, 'weighted avg': {'precision': 0.7274252923136085, 'recall': 0.7662538699690402, 'f1-score': 0.6999564617853525, 'support': 1292}}",24.62
4,clf,xgb,min,basic,ALL_NO_3_2_1,0_240,included,basic,0.76,{'n_estimators': 100},0.76,0.73,0.79,0.93,0.52,0.23,981.00,311.00,"{'0': {'precision': 0.7917026793431288, 'recall': 0.9337410805300713, 'f1-score': 0.8568755846585593, 'support': 981}, '1': {'precision': 0.5185185185185185, 'recall': 0.22508038585209003, 'f1-score': 0.31390134529147984, 'support': 311}, 'micro avg': {'precision': 0.7631578947368421, 'recall': 0.7631578947368421, 'f1-score': 0.7631578947368421, 'support': 1292}, 'macro avg': {'precision': 0.6551105989308237, 'recall': 0.5794107331910807, 'f1-score': 0.5853884649750196, 'support': 1292}, 'weighted avg': {'precision': 0.7259439533242017, 'recall': 0.7631578947368421, 'f1-score': 0.7261751292071957, 'support': 1292}}",0.34
5,clf,gboosting,min,basic,ALL_NO_3_2_1,0_240,included,basic,0.76,{'n_estimators': 100},0.76,0.72,0.79,0.93,0.50,0.21,981.00,311.00,"{'0': {'precision': 0.788975021533161, 'recall': 0.9337410805300713, 'f1-score': 0.8552754435107377, 'support': 981}, '1': {'precision': 0.5038167938931297, 'recall': 0.21221864951768488, 'f1-score': 0.2986425339366516, 'support': 311}, 'micro avg': {'precision': 0.760061919504644, 'recall': 0.760061919504644, 'f1-score': 0.760061919504644, 'support': 1292}, 'macro avg': {'precision': 0.6463959077131454, 'recall': 0.5729798650238781, 'f1-score': 0.5769589887236947, 'support': 1292}, 'weighted avg': {'precision': 0.7203339930532464, 'recall': 0.760061919504644, 'f1-score': 0.7212871812216195, 'support': 1292}}",0.80
6,clf,ada,min,basic,ALL_NO_3_2_1,0_240,included,basic,0.76,{'n_estimators': 50},0.75,0.71,0.78,0.93,0.47,0.19,981.00,311.00,"{'0': {'precision': 0.7838765008576329, 'recall': 0.9317023445463812, 'f1-score': 0.8514205868653936, 'support': 981}, '1': {'precision': 0.46825396825396826, 'recall': 0.18971061093247588, 'f1-score': 0.27002288329519447, 'support': 311}, 'micro avg': {'precision': 0.7530959752321982, 'recall': 0.7530959752321982, 'f1-score': 0.7530959752321982, 'support': 1292}, 'macro avg': {'precision': 0.6260652345558007, 'recall': 0.5607064777394286, 'f1-score': 0.560721735080294, 'support': 1292}, 'weighted avg': {'precision': 0.7079023463377105, 'recall': 0.7530959752321982, 'f1-score': 0.7114711396437744, 'support': 1292}}",0.85
0,reg,kn,min,basic,ALL_NO_3_2_1,0_240,included,basic,27.45,{'n_neighbors': 41},,,,,,,,,26.13,2.97
1,reg,svr-rbf,min,basic,ALL_NO_3_2_1,0_240,included,basic,30.63,"{'C': 1, 'gamma': 4}",,,,,,,,,28.55,7.07
2,reg,dtree,min,basic,ALL_NO_3_2_1,0_240,included,basic,27.08,"{'max_depth': 5, 'min_samples_leaf': 150}",,,,,,,,,26.00,0.47
3,reg,rforest,min,basic,ALL_NO_3_2_1,0_240,included,basic,26.39,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 200}",,,,,,,,,25.49,44.39
4,reg,xgb,min,basic,ALL_NO_3_2_1,0_240,included,basic,26.52,{'n_estimators': 50},,,,,,,,,25.18,0.30
5,reg,gboosting,min,basic,ALL_NO_3_2_1,0_240,included,basic,26.53,{'n_estimators': 50},,,,,,,,,25.18,0.59
6,reg,ada,min,basic,ALL_NO_3_2_1,0_240,included,basic,29.42,{'n_estimators': 10},,,,,,,,,28.28,0.47
0,clf,kn,max,basic,ALL_YES_1_1_1,0_240,included,basic,0.77,{'n_neighbors': 41},0.78,0.75,0.78,0.99,0.61,0.05,712.00,205.00,"{'0': {'precision': 0.7842046718576196, 'recall': 0.9901685393258427, 'f1-score': 0.8752327746741155, 'support': 712}, '1': {'precision': 0.6111111111111112, 'recall': 0.05365853658536585, 'f1-score': 0.09865470852017937, 'support': 205}, 'micro avg': {'precision': 0.7808069792802618, 'recall': 0.7808069792802618, 'f1-score': 0.7808069792802618, 'support': 917}, 'macro avg': {'precision': 0.6976578914843654, 'recall': 0.5219135379556042, 'f1-score': 0.48694374159714743, 'support': 917}, 'weighted avg': {'precision': 0.7455087286154886, 'recall': 0.7808069792802618, 'f1-score': 0.7016248100486445, 'support': 917}}",1.96
