,datetime,new_id,forecast_error_ratio,forecast_error_ratio_zscore,previous_error_ratio,total_error_ratio,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,num_news
152,2007-11-05 10:00:00,18,3.33,0.5806124191307572,0.0,3.33,0.5806124191307572,0,1,0,1,0,0,1,1
153,2007-11-09 08:30:00,31,4.24,0.902967988394574,1.39,5.63,0.932878027943657,0,1,0,0,1,0,1,1
154,2007-11-09 10:00:00,28,-6.25,-0.8565259309730722,-1.34,-7.59,-0.8315423292034737,0,0,1,0,0,1,1,1
155,2007-11-13 15:00:00,24,107.69,0.2123856150549221,0.0,107.69,0.21278712113539808,0,1,0,1,0,0,1,1
156,2007-11-14 08:30:00,10_29_23,-100.0,0.8337584640833672,-8.329999999999998,-108.33,0.5424501214619649,1,0,2,1,1,1,3,3
157,2007-11-15 08:30:00,7,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1
158,2007-11-16 09:00:00,30,-63.33,-0.19959303979842188,1.88,-61.45,-0.14581542275795215,0,0,1,1,0,0,1,1
159,2007-11-27 10:00:00,4,-4.59,-0.7007696599846953,-0.42,-5.01,-0.754580888416902,0,0,1,0,0,1,1,1
160,2007-11-28 08:30:00,8,-275.0,-0.8191194463268021,266.67,-8.329999999999984,-0.2520782389352688,0,0,1,0,1,0,1,1
161,2007-11-28 10:00:00,14,-0.6,0.4255985655589683,0.2,-0.4,0.5283208100709988,0,0,1,1,0,0,1,1
162,2007-11-29 08:30:00,26,0.0,0.8115175026950291,2.5,2.5,0.4803790321891885,1,0,0,1,0,0,1,1
163,2007-11-29 10:00:00,21,-2.93,-0.2573821385432125,-7.01,-9.94,-0.7279909831366543,0,0,1,0,0,1,1,1
164,2007-12-03 10:00:00,17,-0.59,0.4876632257117775,0.0,-0.59,0.4876632257117775,1,0,0,1,0,0,1,1
165,2007-12-05 08:15:00,0,278.0,1.6535312088504903,12.26,290.26,1.6486216480681235,0,1,0,0,1,0,1,1
166,2007-12-05 10:00:00,18,-1.64,-0.3381438701740994,0.0,-1.64,-0.3381438701740994,0,0,1,1,0,0,1,1
167,2007-12-07 08:30:00,22_33,27.409999999999997,1.714244867765714,-2.41,25.0,0.9725602970238224,0,2,0,2,0,0,2,2
168,2007-12-07 10:00:00,28,0.67,1.1162307585107485,1.47,2.14,1.1860372145683216,1,0,0,0,1,0,1,1
169,2007-12-10 10:00:00,24,160.0,0.05505095160180107,600.0,760.0,0.7666933634423438,0,1,0,0,1,0,1,1
170,2007-12-11 14:15:00,15,0.0,0.4472135954999579,0.0,0.0,0.4472135954999579,1,0,0,1,0,0,1,1
171,2007-12-12 08:30:00,31,0.87,-0.7987779795643768,1.06,1.93,-0.2543582577402776,1,0,0,1,0,0,1,1
172,2007-12-13 08:30:00,10_29_23,440.0,2.6893496771571117,100.0,540.0,3.0513447756000507,0,3,0,2,1,0,3,3
173,2007-12-14 08:30:00,7,50.0,1.7888543819998322,0.0,50.0,1.7888543819998317,0,1,0,1,0,0,1,1
174,2007-12-17 09:00:00,30,132.65,1.142667447346246,-41.67,90.98,0.993658066807438,0,1,0,0,0,1,1,1
175,2007-12-18 08:30:00,3,0.0,0.6503752757797803,0.85,0.85,0.5758730142061176,1,0,0,1,0,0,1,1
176,2007-12-27 08:30:00,8,-240.0,-0.6681367206945615,-28.57,-268.57,-1.1871095013148063,0,0,1,0,0,1,1,1
177,2007-12-27 10:00:00,4,2.43,1.4575940625491797,0.57,3.0,1.5642864911312078,0,1,0,0,1,0,1,1
178,2007-12-28 10:00:00,21,-9.89,-1.3805081265273869,-2.34,-12.23,-0.918663262972332,0,0,1,0,0,1,1,1
179,2007-12-31 10:00:00,14,0.6,0.7614996105085902,-0.2,0.4,0.7106242837913329,0,1,0,1,0,0,1,1
180,2008-01-02 10:00:00,17,-5.92,-1.6751608143420165,0.0,-5.92,-1.6751608143420165,0,0,1,1,0,0,1,1
181,2008-01-03 08:15:00,0,11.11,-0.3792913024490232,-8.47,2.6399999999999992,-0.34120814603187616,1,0,0,0,0,1,1,1
182,2008-01-04 08:30:00,22_33,-78.46000000000001,-2.447606442071187,22.34,-56.120000000000005,-2.1224494611966147,0,0,2,1,1,0,2,2
