actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,forecast_error_ratio,year,quarter,month,day_name
4.5%,USD,2016-06-07 08:30:00,4.0%,better,Low,Revised Unit Labor Costs q/q,4.1%,accurate,23,2016-06-07 12:30:00+00:00,12.5,2016,2,6,Tuesday
48.2,USD,2016-06-07 09:59:00,49.1,worse,Low,IBD/TIPP Economic Optimism,48.7,accurate,23,2016-06-07 13:59:00+00:00,-1.83,2016,2,6,Tuesday
13.4B,USD,2016-06-07 15:00:00,19.1B,worse,Low,Consumer Credit m/m,28.4B,worse,23,2016-06-07 19:00:00+00:00,-29.84,2016,2,6,Tuesday
5.79M,USD,2016-06-08 10:00:00,5.67M,better,Medium,JOLTS Job Openings,5.67M,worse,23,2016-06-08 14:00:00+00:00,2.12,2016,2,6,Wednesday
-3.2M,USD,2016-06-08 10:30:00,-3.2M,accurate,High,Crude Oil Inventories,-1.4M,accurate,23,2016-06-08 14:30:00+00:00,0.0,2016,2,6,Wednesday
264K,USD,2016-06-09 08:30:00,269K,better,High,Unemployment Claims,268K,accurate,23,2016-06-09 12:30:00+00:00,-1.86,2016,2,6,Thursday
0.6%,USD,2016-06-09 10:00:00,0.1%,worse,Low,Final Wholesale Inventories m/m,0.2%,worse,23,2016-06-09 14:00:00+00:00,500.0,2016,2,6,Thursday
65B,USD,2016-06-09 10:30:00,80B,accurate,Low,Natural Gas Storage,82B,accurate,23,2016-06-09 14:30:00+00:00,-18.75,2016,2,6,Thursday
94.3,USD,2016-06-10 10:00:00,94.1,accurate,High,Prelim UoM Consumer Sentiment,94.7,worse,23,2016-06-10 14:00:00+00:00,0.21,2016,2,6,Friday
-52.5B,USD,2016-06-10 14:00:00,-56.2B,better,Low,Federal Budget Balance,106.5B,accurate,23,2016-06-10 18:00:00+00:00,6.58,2016,2,6,Friday
0.2%,USD,2016-05-31 08:30:00,0.2%,accurate,Medium,Core PCE Price Index m/m,0.1%,accurate,22,2016-05-31 12:30:00+00:00,0.0,2016,2,5,Tuesday
1.0%,USD,2016-05-31 08:30:00,0.7%,better,Medium,Personal Spending m/m,0.0%,worse,22,2016-05-31 12:30:00+00:00,42.86,2016,2,5,Tuesday
0.4%,USD,2016-05-31 08:30:00,0.4%,accurate,Low,Personal Income m/m,0.4%,accurate,22,2016-05-31 12:30:00+00:00,0.0,2016,2,5,Tuesday
5.4%,USD,2016-05-31 09:00:00,5.1%,better,Low,S&P/CS Composite-20 HPI y/y,5.4%,accurate,22,2016-05-31 13:00:00+00:00,5.88,2016,2,5,Tuesday
49.3,USD,2016-05-31 09:45:00,50.8,worse,Medium,Chicago PMI,50.4,accurate,22,2016-05-31 13:45:00+00:00,-2.95,2016,2,5,Tuesday
92.6,USD,2016-05-31 10:00:00,96.1,worse,High,CB Consumer Confidence,94.7,better,22,2016-05-31 14:00:00+00:00,-3.64,2016,2,5,Tuesday
50.7,USD,2016-06-01 09:45:00,50.5,accurate,Low,Final Manufacturing PMI,50.5,accurate,22,2016-06-01 13:45:00+00:00,0.4,2016,2,6,Wednesday
51.3,USD,2016-06-01 10:00:00,50.5,better,High,ISM Manufacturing PMI,50.8,accurate,22,2016-06-01 14:00:00+00:00,1.58,2016,2,6,Wednesday
-1.8%,USD,2016-06-01 10:00:00,0.5%,worse,Low,Construction Spending m/m,1.5%,better,22,2016-06-01 14:00:00+00:00,-460.0,2016,2,6,Wednesday
63.5,USD,2016-06-01 10:00:00,58.0,better,Low,ISM Manufacturing Prices,59.0,accurate,22,2016-06-01 14:00:00+00:00,9.48,2016,2,6,Wednesday
17.4M,USD,2016-06-01 01:00:00,17.2M,better,Low,Total Vehicle Sales,17.4M,accurate,22,2016-06-01 05:00:00+00:00,1.16,2016,2,6,Wednesday
173K,USD,2016-06-02 08:15:00,174K,accurate,High,ADP Non-Farm Employment Change,166K,better,22,2016-06-02 12:15:00+00:00,-0.57,2016,2,6,Thursday
267K,USD,2016-06-02 08:30:00,270K,accurate,High,Unemployment Claims,268K,accurate,22,2016-06-02 12:30:00+00:00,-1.11,2016,2,6,Thursday
82B,USD,2016-06-02 10:30:00,83B,accurate,Low,Natural Gas Storage,71B,accurate,22,2016-06-02 14:30:00+00:00,-1.2,2016,2,6,Thursday
-1.4M,USD,2016-06-02 11:00:00,-2.7M,accurate,High,Crude Oil Inventories,-4.2M,accurate,22,2016-06-02 15:00:00+00:00,48.15,2016,2,6,Thursday
0.2%,USD,2016-06-03 08:30:00,0.2%,accurate,High,Average Hourly Earnings m/m,0.4%,better,22,2016-06-03 12:30:00+00:00,0.0,2016,2,6,Friday
38K,USD,2016-06-03 08:30:00,159K,worse,High,Non-Farm Employment Change,123K,worse,22,2016-06-03 12:30:00+00:00,-76.1,2016,2,6,Friday
4.7%,USD,2016-06-03 08:30:00,4.9%,better,High,Unemployment Rate,5.0%,accurate,22,2016-06-03 12:30:00+00:00,-4.08,2016,2,6,Friday
-37.4B,USD,2016-06-03 08:30:00,-41.2B,better,Medium,Trade Balance,-35.5B,better,22,2016-06-03 12:30:00+00:00,9.22,2016,2,6,Friday
51.3,USD,2016-06-03 09:45:00,51.2,accurate,Low,Final Services PMI,51.2,accurate,22,2016-06-03 13:45:00+00:00,0.2,2016,2,6,Friday
52.9,USD,2016-06-03 10:00:00,55.4,worse,High,ISM Non-Manufacturing PMI,55.7,accurate,22,2016-06-03 14:00:00+00:00,-4.51,2016,2,6,Friday
1.9%,USD,2016-06-03 10:00:00,1.8%,accurate,Medium,Factory Orders m/m,1.5%,better,22,2016-06-03 14:00:00+00:00,5.56,2016,2,6,Friday
50.5,USD,2016-05-23 09:45:00,51.0,worse,Low,Flash Manufacturing PMI,50.8,accurate,21,2016-05-23 13:45:00+00:00,-0.98,2016,2,5,Monday
-1,USD,2016-05-24 09:59:00,9,worse,Low,Richmond Manufacturing Index,14,accurate,21,2016-05-24 13:59:00+00:00,-111.11,2016,2,5,Tuesday
619K,USD,2016-05-24 10:00:00,521K,better,Medium,New Home Sales,531K,better,21,2016-05-24 14:00:00+00:00,18.81,2016,2,5,Tuesday
-57.5B,USD,2016-05-25 08:30:00,-60.1B,better,Low,Goods Trade Balance,-57.1B,accurate,21,2016-05-25 12:30:00+00:00,4.33,2016,2,5,Wednesday
0.7%,USD,2016-05-25 09:00:00,0.4%,better,Low,HPI m/m,0.5%,better,21,2016-05-25 13:00:00+00:00,75.0,2016,2,5,Wednesday
51.2,USD,2016-05-25 09:45:00,53.1,worse,Low,Flash Services PMI,52.8,better,21,2016-05-25 13:45:00+00:00,-3.58,2016,2,5,Wednesday
-4.2M,USD,2016-05-25 10:30:00,-1.7M,accurate,High,Crude Oil Inventories,1.3M,accurate,21,2016-05-25 14:30:00+00:00,-147.06,2016,2,5,Wednesday
0.4%,USD,2016-05-26 08:30:00,0.3%,accurate,High,Core Durable Goods Orders m/m,0.1%,better,21,2016-05-26 12:30:00+00:00,33.33,2016,2,5,Thursday
268K,USD,2016-05-26 08:30:00,275K,better,High,Unemployment Claims,278K,accurate,21,2016-05-26 12:30:00+00:00,-2.55,2016,2,5,Thursday
3.4%,USD,2016-05-26 08:30:00,0.3%,better,Medium,Durable Goods Orders m/m,1.9%,better,21,2016-05-26 12:30:00+00:00,1033.33,2016,2,5,Thursday
5.1%,USD,2016-05-26 10:00:00,0.6%,better,Medium,Pending Home Sales m/m,1.6%,better,21,2016-05-26 14:00:00+00:00,750.0,2016,2,5,Thursday
71B,USD,2016-05-26 10:30:00,67B,accurate,Low,Natural Gas Storage,73B,accurate,21,2016-05-26 14:30:00+00:00,5.97,2016,2,5,Thursday
0.8%,USD,2016-05-27 08:30:00,0.8%,accurate,High,Prelim GDP q/q,0.5%,accurate,21,2016-05-27 12:30:00+00:00,0.0,2016,2,5,Friday
0.6%,USD,2016-05-27 08:30:00,0.7%,accurate,Low,Prelim GDP Price Index q/q,0.7%,accurate,21,2016-05-27 12:30:00+00:00,-14.29,2016,2,5,Friday
94.7,USD,2016-05-27 10:00:00,95.7,worse,Medium,Revised UoM Consumer Sentiment,95.8,accurate,21,2016-05-27 14:00:00+00:00,-1.04,2016,2,5,Friday
-9.0,USD,2016-05-16 08:30:00,7.2,worse,Medium,Empire State Manufacturing Index,9.6,accurate,20,2016-05-16 12:30:00+00:00,-225.0,2016,2,5,Monday
58,USD,2016-05-16 10:00:00,59,worse,Low,NAHB Housing Market Index,58,accurate,20,2016-05-16 14:00:00+00:00,-1.69,2016,2,5,Monday
78.1B,USD,2016-05-16 16:00:00,36.5B,better,Low,TIC Long-Term Purchases,72.6B,accurate,20,2016-05-16 20:00:00+00:00,113.97,2016,2,5,Monday
1.12M,USD,2016-05-17 08:30:00,1.13M,accurate,High,Building Permits,1.08M,accurate,20,2016-05-17 12:30:00+00:00,-0.88,2016,2,5,Tuesday
0.4%,USD,2016-05-17 08:30:00,0.3%,better,High,CPI m/m,0.1%,accurate,20,2016-05-17 12:30:00+00:00,33.33,2016,2,5,Tuesday
0.2%,USD,2016-05-17 08:30:00,0.2%,accurate,High,Core CPI m/m,0.1%,accurate,20,2016-05-17 12:30:00+00:00,0.0,2016,2,5,Tuesday
1.17M,USD,2016-05-17 08:30:00,1.12M,better,Medium,Housing Starts,1.10M,accurate,20,2016-05-17 12:30:00+00:00,4.46,2016,2,5,Tuesday
75.4%,USD,2016-05-17 09:15:00,75.1%,better,Medium,Capacity Utilization Rate,74.9%,accurate,20,2016-05-17 13:15:00+00:00,0.4,2016,2,5,Tuesday
0.7%,USD,2016-05-17 09:15:00,0.3%,better,Medium,Industrial Production m/m,-0.9%,worse,20,2016-05-17 13:15:00+00:00,133.33,2016,2,5,Tuesday
1.3M,USD,2016-05-18 10:30:00,-3.1M,accurate,High,Crude Oil Inventories,-3.4M,accurate,20,2016-05-18 14:30:00+00:00,141.94,2016,2,5,Wednesday
-1.8,USD,2016-05-19 08:30:00,3.2,worse,High,Philly Fed Manufacturing Index,-1.6,accurate,20,2016-05-19 12:30:00+00:00,-156.25,2016,2,5,Thursday
278K,USD,2016-05-19 08:30:00,276K,accurate,High,Unemployment Claims,294K,accurate,20,2016-05-19 12:30:00+00:00,0.72,2016,2,5,Thursday
0.6%,USD,2016-05-19 10:00:00,0.4%,better,Low,CB Leading Index m/m,0.0%,worse,20,2016-05-19 14:00:00+00:00,50.0,2016,2,5,Thursday
73B,USD,2016-05-19 10:30:00,75B,accurate,Low,Natural Gas Storage,56B,accurate,20,2016-05-19 14:30:00+00:00,-2.67,2016,2,5,Thursday
5.45M,USD,2016-05-20 10:00:00,5.40M,better,Medium,Existing Home Sales,5.36M,better,20,2016-05-20 14:00:00+00:00,0.93,2016,2,5,Friday
93.6,USD,2016-05-10 06:00:00,93.2,accurate,Low,NFIB Small Business Index,92.6,accurate,19,2016-05-10 10:00:00+00:00,0.43,2016,2,5,Tuesday
5.76M,USD,2016-05-10 10:00:00,5.55M,better,Medium,JOLTS Job Openings,5.61M,better,19,2016-05-10 14:00:00+00:00,3.78,2016,2,5,Tuesday
0.1%,USD,2016-05-10 10:00:00,0.2%,better,Low,Final Wholesale Inventories m/m,-0.6%,better,19,2016-05-10 14:00:00+00:00,-50.0,2016,2,5,Tuesday
-3.4M,USD,2016-05-11 10:30:00,0.1M,accurate,High,Crude Oil Inventories,2.8M,accurate,19,2016-05-11 14:30:00+00:00,-3500.0,2016,2,5,Wednesday
106.5B,USD,2016-05-11 14:00:00,116.2B,worse,Low,Federal Budget Balance,-108.0B,accurate,19,2016-05-11 18:00:00+00:00,-8.35,2016,2,5,Wednesday
294K,USD,2016-05-12 08:30:00,277K,worse,High,Unemployment Claims,274K,accurate,19,2016-05-12 12:30:00+00:00,6.14,2016,2,5,Thursday
0.3%,USD,2016-05-12 08:30:00,0.6%,worse,Medium,Import Prices m/m,0.3%,accurate,19,2016-05-12 12:30:00+00:00,-50.0,2016,2,5,Thursday
56B,USD,2016-05-12 10:30:00,60B,accurate,Low,Natural Gas Storage,68B,accurate,19,2016-05-12 14:30:00+00:00,-6.67,2016,2,5,Thursday
0.8%,USD,2016-05-13 08:30:00,0.6%,better,High,Core Retail Sales m/m,0.4%,better,19,2016-05-13 12:30:00+00:00,33.33,2016,2,5,Friday
0.2%,USD,2016-05-13 08:30:00,0.3%,worse,High,PPI m/m,-0.1%,accurate,19,2016-05-13 12:30:00+00:00,-33.33,2016,2,5,Friday
1.3%,USD,2016-05-13 08:30:00,-0.3%,better,High,Retail Sales m/m,-0.3%,accurate,19,2016-05-13 12:30:00+00:00,533.33,2016,2,5,Friday
0.1%,USD,2016-05-13 08:30:00,0.1%,accurate,Medium,Core PPI m/m,-0.1%,accurate,19,2016-05-13 12:30:00+00:00,0.0,2016,2,5,Friday
95.8,USD,2016-05-13 10:00:00,89.9,better,High,Prelim UoM Consumer Sentiment,89.0,worse,19,2016-05-13 14:00:00+00:00,6.56,2016,2,5,Friday
0.4%,USD,2016-05-13 10:00:00,0.2%,worse,Low,Business Inventories m/m,-0.1%,accurate,19,2016-05-13 14:00:00+00:00,100.0,2016,2,5,Friday
50.8,USD,2016-05-02 09:45:00,51.0,accurate,Low,Final Manufacturing PMI,50.8,accurate,18,2016-05-02 13:45:00+00:00,-0.39,2016,2,5,Monday
50.8,USD,2016-05-02 10:00:00,51.6,worse,High,ISM Manufacturing PMI,51.8,accurate,18,2016-05-02 14:00:00+00:00,-1.55,2016,2,5,Monday
0.3%,USD,2016-05-02 10:00:00,0.5%,accurate,Low,Construction Spending m/m,1.0%,better,18,2016-05-02 14:00:00+00:00,-40.0,2016,2,5,Monday
59.0,USD,2016-05-02 10:00:00,51.0,better,Low,ISM Manufacturing Prices,51.5,accurate,18,2016-05-02 14:00:00+00:00,15.69,2016,2,5,Monday
48.7,USD,2016-05-03 10:00:00,46.6,better,Low,IBD/TIPP Economic Optimism,46.3,accurate,18,2016-05-03 14:00:00+00:00,4.51,2016,2,5,Tuesday
17.4M,USD,2016-05-03 01:00:00,17.3M,accurate,Low,Total Vehicle Sales,16.6M,accurate,18,2016-05-03 05:00:00+00:00,0.58,2016,2,5,Tuesday
156K,USD,2016-05-04 08:15:00,205K,worse,High,ADP Non-Farm Employment Change,194K,accurate,18,2016-05-04 12:15:00+00:00,-23.9,2016,2,5,Wednesday
-1.0%,USD,2016-05-04 08:30:00,-1.3%,worse,Medium,Prelim Nonfarm Productivity q/q,-2.2%,worse,18,2016-05-04 12:30:00+00:00,23.08,2016,2,5,Wednesday
4.1%,USD,2016-05-04 08:30:00,2.9%,better,Medium,Prelim Unit Labor Costs q/q,3.3%,worse,18,2016-05-04 12:30:00+00:00,41.38,2016,2,5,Wednesday
-40.4B,USD,2016-05-04 08:30:00,-45.6B,better,Medium,Trade Balance,-47.0B,accurate,18,2016-05-04 12:30:00+00:00,11.4,2016,2,5,Wednesday
52.8,USD,2016-05-04 09:45:00,52.1,better,Low,Final Services PMI,52.1,accurate,18,2016-05-04 13:45:00+00:00,1.34,2016,2,5,Wednesday
55.7,USD,2016-05-04 10:00:00,54.9,better,High,ISM Non-Manufacturing PMI,54.5,accurate,18,2016-05-04 14:00:00+00:00,1.46,2016,2,5,Wednesday
1.1%,USD,2016-05-04 10:00:00,0.7%,better,Medium,Factory Orders m/m,-1.9%,worse,18,2016-05-04 14:00:00+00:00,57.14,2016,2,5,Wednesday
2.8M,USD,2016-05-04 10:30:00,0.6M,accurate,High,Crude Oil Inventories,2.0M,accurate,18,2016-05-04 14:30:00+00:00,366.67,2016,2,5,Wednesday
274K,USD,2016-05-05 08:30:00,261K,worse,High,Unemployment Claims,257K,accurate,18,2016-05-05 12:30:00+00:00,4.98,2016,2,5,Thursday
68B,USD,2016-05-05 10:30:00,69B,accurate,Low,Natural Gas Storage,73B,accurate,18,2016-05-05 14:30:00+00:00,-1.45,2016,2,5,Thursday
0.3%,USD,2016-05-06 08:30:00,0.3%,accurate,High,Average Hourly Earnings m/m,0.2%,worse,18,2016-05-06 12:30:00+00:00,0.0,2016,2,5,Friday
160K,USD,2016-05-06 08:30:00,203K,worse,High,Non-Farm Employment Change,208K,worse,18,2016-05-06 12:30:00+00:00,-21.18,2016,2,5,Friday
5.0%,USD,2016-05-06 08:30:00,5.0%,accurate,High,Unemployment Rate,5.0%,accurate,18,2016-05-06 12:30:00+00:00,0.0,2016,2,5,Friday
29.7B,USD,2016-05-06 15:00:00,16.1B,better,Low,Consumer Credit m/m,14.1B,worse,18,2016-05-06 19:00:00+00:00,84.47,2016,2,5,Friday
511K,USD,2016-04-25 10:00:00,521K,worse,Medium,New Home Sales,519K,better,17,2016-04-25 14:00:00+00:00,-1.92,2016,2,4,Monday
-0.2%,USD,2016-04-26 08:30:00,0.6%,worse,High,Core Durable Goods Orders m/m,-1.3%,worse,17,2016-04-26 12:30:00+00:00,-133.33,2016,2,4,Tuesday
0.8%,USD,2016-04-26 08:30:00,1.9%,worse,Medium,Durable Goods Orders m/m,-3.0%,worse,17,2016-04-26 12:30:00+00:00,-57.89,2016,2,4,Tuesday
5.4%,USD,2016-04-26 09:00:00,5.5%,accurate,Low,S&P/CS Composite-20 HPI y/y,5.7%,accurate,17,2016-04-26 13:00:00+00:00,-1.82,2016,2,4,Tuesday
52.1,USD,2016-04-26 09:45:00,52.3,accurate,Low,Flash Services PMI,51.3,accurate,17,2016-04-26 13:45:00+00:00,-0.38,2016,2,4,Tuesday
94.2,USD,2016-04-26 10:00:00,95.8,worse,High,CB Consumer Confidence,96.1,accurate,17,2016-04-26 14:00:00+00:00,-1.67,2016,2,4,Tuesday
14,USD,2016-04-26 10:00:00,11,better,Low,Richmond Manufacturing Index,22,accurate,17,2016-04-26 14:00:00+00:00,27.27,2016,2,4,Tuesday
-56.9B,USD,2016-04-27 08:30:00,-62.5B,better,Low,Goods Trade Balance,-62.9B,accurate,17,2016-04-27 12:30:00+00:00,8.96,2016,2,4,Wednesday
1.4%,USD,2016-04-27 10:00:00,0.3%,better,Medium,Pending Home Sales m/m,3.4%,accurate,17,2016-04-27 14:00:00+00:00,366.67,2016,2,4,Wednesday
2.0M,USD,2016-04-27 10:30:00,1.4M,accurate,High,Crude Oil Inventories,2.1M,accurate,17,2016-04-27 14:30:00+00:00,42.86,2016,2,4,Wednesday
<0.50%,USD,2016-04-27 14:00:00,<0.50%,accurate,High,Federal Funds Rate,<0.50%,accurate,17,2016-04-27 18:00:00+00:00,0.0,2016,2,4,Wednesday
0.5%,USD,2016-04-28 08:30:00,0.7%,worse,High,Advance GDP q/q,1.4%,better,17,2016-04-28 12:30:00+00:00,-28.57,2016,2,4,Thursday
257K,USD,2016-04-28 08:30:00,258K,accurate,High,Unemployment Claims,248K,accurate,17,2016-04-28 12:30:00+00:00,-0.39,2016,2,4,Thursday
0.7%,USD,2016-04-28 08:30:00,0.5%,better,Medium,Advance GDP Price Index q/q,0.9%,accurate,17,2016-04-28 12:30:00+00:00,40.0,2016,2,4,Thursday
73B,USD,2016-04-28 10:30:00,71B,accurate,Low,Natural Gas Storage,7B,accurate,17,2016-04-28 14:30:00+00:00,2.82,2016,2,4,Thursday
0.1%,USD,2016-04-29 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.2%,better,17,2016-04-29 12:30:00+00:00,0.0,2016,2,4,Friday
0.6%,USD,2016-04-29 08:30:00,0.6%,accurate,Medium,Employment Cost Index q/q,0.6%,accurate,17,2016-04-29 12:30:00+00:00,0.0,2016,2,4,Friday
0.1%,USD,2016-04-29 08:30:00,0.2%,worse,Medium,Personal Spending m/m,0.2%,better,17,2016-04-29 12:30:00+00:00,-50.0,2016,2,4,Friday
0.4%,USD,2016-04-29 08:30:00,0.3%,better,Low,Personal Income m/m,0.1%,worse,17,2016-04-29 12:30:00+00:00,33.33,2016,2,4,Friday
50.4,USD,2016-04-29 09:45:00,53.1,worse,Medium,Chicago PMI,53.6,accurate,17,2016-04-29 13:45:00+00:00,-5.08,2016,2,4,Friday
89.0,USD,2016-04-29 10:00:00,90.3,worse,Medium,Revised UoM Consumer Sentiment,89.7,accurate,17,2016-04-29 14:00:00+00:00,-1.44,2016,2,4,Friday
58,USD,2016-04-18 09:21:00,59,worse,Low,NAHB Housing Market Index,58,accurate,16,2016-04-18 13:21:00+00:00,-1.69,2016,2,4,Monday
1.09M,USD,2016-04-19 08:30:00,1.20M,worse,High,Building Permits,1.18M,accurate,16,2016-04-19 12:30:00+00:00,-9.17,2016,2,4,Tuesday
1.09M,USD,2016-04-19 08:30:00,1.17M,worse,Medium,Housing Starts,1.19M,accurate,16,2016-04-19 12:30:00+00:00,-6.84,2016,2,4,Tuesday
5.33M,USD,2016-04-20 10:00:00,5.29M,better,Medium,Existing Home Sales,5.07M,accurate,16,2016-04-20 14:00:00+00:00,0.76,2016,2,4,Wednesday
2.1M,USD,2016-04-20 10:30:00,2.2M,accurate,High,Crude Oil Inventories,6.6M,accurate,16,2016-04-20 14:30:00+00:00,-4.55,2016,2,4,Wednesday
-1.6,USD,2016-04-21 08:30:00,8.1,worse,High,Philly Fed Manufacturing Index,12.4,accurate,16,2016-04-21 12:30:00+00:00,-119.75,2016,2,4,Thursday
247K,USD,2016-04-21 08:30:00,265K,better,High,Unemployment Claims,253K,accurate,16,2016-04-21 12:30:00+00:00,-6.79,2016,2,4,Thursday
0.4%,USD,2016-04-21 09:00:00,0.4%,accurate,Low,HPI m/m,0.4%,worse,16,2016-04-21 13:00:00+00:00,0.0,2016,2,4,Thursday
0.2%,USD,2016-04-21 10:00:00,0.4%,worse,Low,CB Leading Index m/m,-0.1%,worse,16,2016-04-21 14:00:00+00:00,-50.0,2016,2,4,Thursday
7B,USD,2016-04-21 10:30:00,6B,accurate,Low,Natural Gas Storage,-3B,accurate,16,2016-04-21 14:30:00+00:00,16.67,2016,2,4,Thursday
50.8,USD,2016-04-22 09:45:00,51.9,worse,Low,Flash Manufacturing PMI,51.5,accurate,16,2016-04-22 13:45:00+00:00,-2.12,2016,2,4,Friday
92.6,USD,2016-04-12 06:00:00,93.9,worse,Low,NFIB Small Business Index,92.9,accurate,15,2016-04-12 10:00:00+00:00,-1.38,2016,2,4,Tuesday
0.2%,USD,2016-04-12 08:30:00,1.0%,worse,Medium,Import Prices m/m,-0.4%,accurate,15,2016-04-12 12:30:00+00:00,-80.0,2016,2,4,Tuesday
-108.0B,USD,2016-04-12 14:00:00,-106.5B,accurate,Low,Federal Budget Balance,-192.6B,accurate,15,2016-04-12 18:00:00+00:00,-1.41,2016,2,4,Tuesday
0.2%,USD,2016-04-13 08:30:00,0.4%,worse,High,Core Retail Sales m/m,0.0%,better,15,2016-04-13 12:30:00+00:00,-50.0,2016,2,4,Wednesday
-0.1%,USD,2016-04-13 08:30:00,0.3%,worse,High,PPI m/m,-0.2%,accurate,15,2016-04-13 12:30:00+00:00,-133.33,2016,2,4,Wednesday
-0.3%,USD,2016-04-13 08:30:00,0.1%,worse,High,Retail Sales m/m,0.0%,better,15,2016-04-13 12:30:00+00:00,-400.0,2016,2,4,Wednesday
-0.1%,USD,2016-04-13 08:30:00,0.1%,worse,Medium,Core PPI m/m,0.0%,accurate,15,2016-04-13 12:30:00+00:00,-200.0,2016,2,4,Wednesday
-0.1%,USD,2016-04-13 10:00:00,0.1%,better,Low,Business Inventories m/m,-0.1%,better,15,2016-04-13 14:00:00+00:00,-200.0,2016,2,4,Wednesday
6.6M,USD,2016-04-13 10:30:00,0.9M,accurate,High,Crude Oil Inventories,-4.9M,accurate,15,2016-04-13 14:30:00+00:00,633.33,2016,2,4,Wednesday
0.1%,USD,2016-04-14 08:30:00,0.2%,worse,High,CPI m/m,-0.2%,accurate,15,2016-04-14 12:30:00+00:00,-50.0,2016,2,4,Thursday
0.1%,USD,2016-04-14 08:30:00,0.2%,worse,High,Core CPI m/m,0.3%,accurate,15,2016-04-14 12:30:00+00:00,-50.0,2016,2,4,Thursday
253K,USD,2016-04-14 08:30:00,270K,better,High,Unemployment Claims,266K,accurate,15,2016-04-14 12:30:00+00:00,-6.3,2016,2,4,Thursday
-3B,USD,2016-04-14 10:30:00,1B,accurate,Low,Natural Gas Storage,12B,accurate,15,2016-04-14 14:30:00+00:00,-400.0,2016,2,4,Thursday
9.6,USD,2016-04-15 08:25:00,2.1,better,Medium,Empire State Manufacturing Index,0.6,accurate,15,2016-04-15 12:25:00+00:00,357.14,2016,2,4,Friday
74.8%,USD,2016-04-15 09:15:00,75.4%,worse,Medium,Capacity Utilization Rate,76.7%,accurate,15,2016-04-15 13:15:00+00:00,-0.8,2016,2,4,Friday
-0.6%,USD,2016-04-15 09:15:00,-0.1%,worse,Medium,Industrial Production m/m,-0.5%,accurate,15,2016-04-15 13:15:00+00:00,-500.0,2016,2,4,Friday
89.7,USD,2016-04-15 10:00:00,91.9,worse,High,Prelim UoM Consumer Sentiment,91.0,better,15,2016-04-15 14:00:00+00:00,-2.39,2016,2,4,Friday
72.0B,USD,2016-04-15 16:00:00,32.2B,better,Low,TIC Long-Term Purchases,-11.9B,accurate,15,2016-04-15 20:00:00+00:00,123.6,2016,2,4,Friday
-1.7%,USD,2016-04-04 10:00:00,-1.5%,worse,Medium,Factory Orders m/m,1.2%,worse,14,2016-04-04 14:00:00+00:00,-13.33,2016,2,4,Monday
-47.1B,USD,2016-04-05 08:30:00,-46.3B,worse,Medium,Trade Balance,-45.9B,accurate,14,2016-04-05 12:30:00+00:00,-1.73,2016,2,4,Tuesday
51.3,USD,2016-04-05 09:45:00,51.0,accurate,Low,Final Services PMI,51.0,accurate,14,2016-04-05 13:45:00+00:00,0.59,2016,2,4,Tuesday
54.5,USD,2016-04-05 10:00:00,54.1,better,High,ISM Non-Manufacturing PMI,53.4,accurate,14,2016-04-05 14:00:00+00:00,0.74,2016,2,4,Tuesday
5.45M,USD,2016-04-05 10:00:00,5.57M,worse,Medium,JOLTS Job Openings,5.60M,accurate,14,2016-04-05 14:00:00+00:00,-2.15,2016,2,4,Tuesday
46.3,USD,2016-04-05 10:00:00,47.7,worse,Low,IBD/TIPP Economic Optimism,46.8,accurate,14,2016-04-05 14:00:00+00:00,-2.94,2016,2,4,Tuesday
-4.9M,USD,2016-04-06 10:30:00,3.1M,accurate,High,Crude Oil Inventories,2.3M,accurate,14,2016-04-06 14:30:00+00:00,-258.06,2016,2,4,Wednesday
267K,USD,2016-04-07 08:30:00,271K,accurate,High,Unemployment Claims,276K,accurate,14,2016-04-07 12:30:00+00:00,-1.48,2016,2,4,Thursday
12B,USD,2016-04-07 10:30:00,7B,accurate,Low,Natural Gas Storage,-25B,accurate,14,2016-04-07 14:30:00+00:00,71.43,2016,2,4,Thursday
17.2B,USD,2016-04-07 15:00:00,15.0B,better,Low,Consumer Credit m/m,14.9B,better,14,2016-04-07 19:00:00+00:00,14.67,2016,2,4,Thursday
-0.5%,USD,2016-04-08 10:00:00,-0.2%,better,Low,Final Wholesale Inventories m/m,-0.2%,better,14,2016-04-08 14:00:00+00:00,-150.0,2016,2,4,Friday
0.1%,USD,2016-03-28 08:30:00,0.2%,worse,Medium,Core PCE Price Index m/m,0.3%,accurate,13,2016-03-28 12:30:00+00:00,-50.0,2016,1,3,Monday
0.1%,USD,2016-03-28 08:30:00,0.2%,worse,Medium,Personal Spending m/m,0.1%,worse,13,2016-03-28 12:30:00+00:00,-50.0,2016,1,3,Monday
-62.9B,USD,2016-03-28 08:30:00,-62.3B,accurate,Low,Goods Trade Balance,-62.4B,accurate,13,2016-03-28 12:30:00+00:00,-0.96,2016,1,3,Monday
0.2%,USD,2016-03-28 08:30:00,0.1%,better,Low,Personal Income m/m,0.5%,accurate,13,2016-03-28 12:30:00+00:00,100.0,2016,1,3,Monday
3.5%,USD,2016-03-28 10:00:00,1.2%,better,Medium,Pending Home Sales m/m,-3.0%,worse,13,2016-03-28 14:00:00+00:00,191.67,2016,1,3,Monday
