actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name,open_released,high_released,low_released,close_released,high_5,low_5,close_5,volatility_5,direction_5,pips_agg_5,pips_candle_5,high_10,low_10,close_10,volatility_10,direction_10,pips_agg_10,pips_candle_10,high_15,low_15,close_15,volatility_15,direction_15,pips_agg_15,pips_candle_15,high_30,low_30,close_30,volatility_30,direction_30,pips_agg_30,pips_candle_30,high_60,low_60,close_60,volatility_60,direction_60,pips_agg_60,pips_candle_60,high_90,low_90,close_90,volatility_90,direction_90,pips_agg_90,pips_candle_90,high_120,low_120,close_120,volatility_120,direction_120,pips_agg_120,pips_candle_120,high_180,low_180,close_180,volatility_180,direction_180,pips_agg_180,pips_candle_180,high_240,low_240,close_240,volatility_240,direction_240,pips_agg_240,pips_candle_240
-2.7M,USD,2014-01-08 10:30:00,-1.6M,accurate,Medium,Crude Oil Inventories,-7.0M,accurate,2,2014-01-08 15:30:00+00:00,68.75,2014,1,1,Wednesday,13611,13616,13611,13615,13615,13610,13610,5,down,5,5,13614,13609,13614,5,up,1,4,13614,13601,13602,13,down,13,12,13607,13599,13600,8,down,15,4,13592,13586,13587,6,down,28,4,13587,13584,13586,3,down,29,0,13569,13558,13569,11,down,46,1,13571,13568,13569,3,down,46,0,13575,13565,13569,10,down,46,4
12.3B,USD,2014-01-08 15:00:00,14.8B,worse,Low,Consumer Credit m/m,17.9B,worse,2,2014-01-08 20:00:00+00:00,16.89,2014,1,1,Wednesday,13568,13586,13568,13582,13581,13575,13577,6,down,5,4,13578,13573,13574,5,down,8,3,13577,13574,13576,3,up,6,2,13583,13577,13580,6,up,2,2,13584,13579,13582,5,up,0,3,13575,13574,13575,1,down,7,1,13579,13574,13575,5,down,7,4,13576,13572,13575,4,down,7,3,13573,13571,13572,2,down,10,1
330K,USD,2014-01-09 08:30:00,337K,better,High,Unemployment Claims,345K,worse,2,2014-01-09 13:30:00+00:00,2.08,2014,1,1,Thursday,13630,13633,13625,13626,13633,13599,13601,34,down,25,26,13604,13586,13591,18,down,35,10,13599,13579,13582,20,down,44,9,13567,13555,13567,12,down,59,4,13576,13564,13574,12,up,52,6,13575,13568,13570,7,down,56,1,13591,13587,13589,4,up,37,0,13592,13588,13591,4,up,35,2,13592,13587,13588,5,down,38,4
-157B,USD,2014-01-09 10:30:00,-147B,accurate,Low,Natural Gas Storage,-97B,accurate,2,2014-01-09 15:30:00+00:00,6.8,2014,1,1,Thursday,13589,13591,13587,13589,13595,13589,13592,6,up,3,3,13596,13591,13593,5,up,4,1,13596,13587,13588,9,down,1,5,13585,13580,13585,5,down,4,4,13592,13588,13591,4,up,2,2,13591,13589,13590,2,down,1,1,13592,13587,13588,5,down,1,4,13587,13584,13585,3,down,4,0,13588,13587,13587,1,up,2,0
74K,USD,2014-01-10 08:30:00,196K,worse,High,Non-Farm Employment Change,241K,better,2,2014-01-10 13:30:00+00:00,62.24,2014,1,1,Friday,13587,13588,13571,13575,13664,13575,13659,89,up,84,84,13661,13632,13632,29,down,57,27,13639,13623,13634,16,up,59,1,13655,13634,13637,21,up,62,8,13638,13634,13637,4,down,62,0,13679,13669,13675,10,up,100,4,13685,13671,13672,14,down,97,2,13668,13665,13665,3,down,90,3,13662,13657,13659,5,down,84,2
6.7%,USD,2014-01-10 08:30:00,7.0%,better,High,Unemployment Rate,7.0%,accurate,2,2014-01-10 13:30:00+00:00,4.29,2014,1,1,Friday,13587,13588,13571,13575,13664,13575,13659,89,up,84,84,13661,13632,13632,29,down,57,27,13639,13623,13634,16,up,59,1,13655,13634,13637,21,up,62,8,13638,13634,13637,4,down,62,0,13679,13669,13675,10,up,100,4,13685,13671,13672,14,down,97,2,13668,13665,13665,3,down,90,3,13662,13657,13659,5,down,84,2
0.1%,USD,2014-01-10 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.2%,accurate,2,2014-01-10 13:30:00+00:00,50.0,2014,1,1,Friday,13587,13588,13571,13575,13664,13575,13659,89,up,84,84,13661,13632,13632,29,down,57,27,13639,13623,13634,16,up,59,1,13655,13634,13637,21,up,62,8,13638,13634,13637,4,down,62,0,13679,13669,13675,10,up,100,4,13685,13671,13672,14,down,97,2,13668,13665,13665,3,down,90,3,13662,13657,13659,5,down,84,2
0.5%,USD,2014-01-10 10:00:00,0.4%,worse,Low,Final Wholesale Inventories m/m,1.3%,better,2,2014-01-10 15:00:00+00:00,-25.0,2014,1,1,Friday,13671,13679,13669,13675,13683,13675,13681,8,up,6,6,13687,13677,13677,10,down,2,4,13685,13671,13671,14,down,4,6,13685,13671,13672,14,up,3,2,13682,13670,13672,12,down,3,7,13668,13665,13665,3,down,10,3,13665,13661,13662,4,down,13,1,13666,13662,13663,4,up,12,2,13671,13666,13671,5,up,4,5
45.2,USD,2014-01-10 10:00:00,45.3,accurate,Low,IBD/TIPP Economic Optimism,43.1,accurate,2,2014-01-10 15:00:00+00:00,0.22,2014,1,1,Friday,13671,13679,13669,13675,13683,13675,13681,8,up,6,6,13687,13677,13677,10,down,2,4,13685,13671,13671,14,down,4,6,13685,13671,13672,14,up,3,2,13682,13670,13672,12,down,3,7,13668,13665,13665,3,down,10,3,13665,13661,13662,4,down,13,1,13666,13662,13663,4,up,12,2,13671,13666,13671,5,up,4,5
53.2B,USD,2014-01-13 14:00:00,44.3B,better,Medium,Federal Budget Balance,-135.2B,accurate,3,2014-01-13 19:00:00+00:00,-20.09,2014,1,1,Monday,13661,13661,13656,13658,13661,13655,13661,6,up,3,3,13661,13657,13657,4,down,1,4,13662,13657,13660,5,up,2,3,13668,13665,13667,3,up,9,2,13674,13668,13673,6,up,15,5,13669,13667,13669,2,down,11,1,13676,13673,13676,3,up,18,2,13673,13668,13671,5,down,13,2,13667,13666,13667,1,down,9,0
93.9,USD,2014-01-14 07:30:00,93.2,accurate,Low,NFIB Small Business Index,92.5,accurate,3,2014-01-14 12:30:00+00:00,-0.75,2014,1,1,Tuesday,13680,13680,13675,13675,13676,13672,13673,4,down,2,2,13673,13666,13669,7,down,6,4,13672,13667,13672,5,up,3,3,13676,13671,13671,5,down,4,3,13675,13671,13672,4,up,3,2,13676,13665,13668,11,down,7,6,13673,13665,13673,8,up,2,8,13680,13676,13679,4,up,4,3,13676,13672,13674,4,down,1,1
0.7%,USD,2014-01-14 08:30:00,0.4%,better,High,Core Retail Sales m/m,0.1%,worse,3,2014-01-14 13:30:00+00:00,-75.0,2014,1,1,Tuesday,13674,13675,13671,13672,13673,13657,13668,16,down,4,4,13674,13666,13669,8,up,3,1,13673,13666,13672,7,up,0,3,13676,13665,13668,11,down,4,6,13673,13665,13673,8,up,1,8,13674,13670,13670,4,down,2,4,13680,13676,13679,4,up,7,3,13676,13672,13674,4,down,2,1,13686,13682,13684,4,up,12,0
0.2%,USD,2014-01-14 08:30:00,0.2%,accurate,High,Retail Sales m/m,0.4%,worse,3,2014-01-14 13:30:00+00:00,0.0,2014,1,1,Tuesday,13674,13675,13671,13672,13673,13657,13668,16,down,4,4,13674,13666,13669,8,up,3,1,13673,13666,13672,7,up,0,3,13676,13665,13668,11,down,4,6,13673,13665,13673,8,up,1,8,13674,13670,13670,4,down,2,4,13680,13676,13679,4,up,7,3,13676,13672,13674,4,down,2,1,13686,13682,13684,4,up,12,0
0.0%,USD,2014-01-14 08:30:00,0.3%,worse,Medium,Import Prices m/m,-0.9%,worse,3,2014-01-14 13:30:00+00:00,100.0,2014,1,1,Tuesday,13674,13675,13671,13672,13673,13657,13668,16,down,4,4,13674,13666,13669,8,up,3,1,13673,13666,13672,7,up,0,3,13676,13665,13668,11,down,4,6,13673,13665,13673,8,up,1,8,13674,13670,13670,4,down,2,4,13680,13676,13679,4,up,7,3,13676,13672,13674,4,down,2,1,13686,13682,13684,4,up,12,0
0.4%,USD,2014-01-14 10:00:00,0.4%,accurate,Medium,Business Inventories m/m,0.8%,worse,3,2014-01-14 15:00:00+00:00,0.0,2014,1,1,Tuesday,13674,13674,13670,13670,13677,13670,13675,7,up,5,4,13677,13674,13675,3,down,5,0,13684,13675,13681,9,up,11,6,13680,13676,13679,4,down,9,3,13690,13686,13687,4,up,17,0,13676,13672,13674,4,down,4,1,13682,13676,13681,6,up,11,4,13686,13681,13683,5,up,13,1,13677,13673,13675,4,down,5,1
0.4%,USD,2014-01-15 08:30:00,0.5%,worse,High,PPI m/m,-0.1%,accurate,3,2014-01-15 13:30:00+00:00,20.0,2014,1,1,Wednesday,13608,13611,13606,13610,13609,13587,13588,22,down,22,21,13596,13585,13594,11,up,16,6,13595,13588,13594,7,down,16,1,13600,13590,13599,10,up,11,4,13603,13595,13602,8,up,8,6,13594,13587,13589,7,down,21,5,13602,13597,13598,5,up,12,0,13596,13589,13596,7,down,14,7,13600,13595,13597,5,up,13,2
0.3%,USD,2014-01-15 08:30:00,0.1%,better,Medium,Core PPI m/m,0.1%,accurate,3,2014-01-15 13:30:00+00:00,-200.0,2014,1,1,Wednesday,13608,13611,13606,13610,13609,13587,13588,22,down,22,21,13596,13585,13594,11,up,16,6,13595,13588,13594,7,down,16,1,13600,13590,13599,10,up,11,4,13603,13595,13602,8,up,8,6,13594,13587,13589,7,down,21,5,13602,13597,13598,5,up,12,0,13596,13589,13596,7,down,14,7,13600,13595,13597,5,up,13,2
12.5,USD,2014-01-15 08:30:00,3.2,better,Medium,Empire State Manufacturing Index,1.0,accurate,3,2014-01-15 13:30:00+00:00,-290.62,2014,1,1,Wednesday,13608,13611,13606,13610,13609,13587,13588,22,down,22,21,13596,13585,13594,11,up,16,6,13595,13588,13594,7,down,16,1,13600,13590,13599,10,up,11,4,13603,13595,13602,8,up,8,6,13594,13587,13589,7,down,21,5,13602,13597,13598,5,up,12,0,13596,13589,13596,7,down,14,7,13600,13595,13597,5,up,13,2
-7.7M,USD,2014-01-15 10:30:00,-0.7M,accurate,Medium,Crude Oil Inventories,-2.7M,accurate,3,2014-01-15 15:30:00+00:00,1000.0,2014,1,1,Wednesday,13598,13602,13597,13598,13605,13597,13604,8,up,6,6,13607,13600,13601,7,down,3,3,13605,13601,13602,4,up,4,1,13600,13592,13595,8,down,3,3,13596,13589,13596,7,up,2,7,13605,13601,13603,4,up,5,2,13600,13595,13597,5,down,1,2,13593,13587,13593,6,down,5,3,13600,13597,13598,3,up,0,1
0.1%,USD,2014-01-16 08:30:00,0.1%,accurate,High,Core CPI m/m,0.2%,accurate,3,2014-01-16 13:30:00+00:00,0.0,2014,1,1,Thursday,13601,13605,13600,13603,13622,13597,13621,25,up,18,18,13623,13614,13615,9,down,12,6,13627,13615,13626,12,up,23,11,13630,13626,13630,4,up,27,4,13641,13635,13635,6,up,32,4,13632,13625,13628,7,down,25,4,13609,13602,13606,7,down,3,3,13610,13607,13610,3,up,7,3,13593,13588,13588,5,down,15,4
326K,USD,2014-01-16 08:30:00,327K,accurate,High,Unemployment Claims,328K,accurate,3,2014-01-16 13:30:00+00:00,0.31,2014,1,1,Thursday,13601,13605,13600,13603,13622,13597,13621,25,up,18,18,13623,13614,13615,9,down,12,6,13627,13615,13626,12,up,23,11,13630,13626,13630,4,up,27,4,13641,13635,13635,6,up,32,4,13632,13625,13628,7,down,25,4,13609,13602,13606,7,down,3,3,13610,13607,13610,3,up,7,3,13593,13588,13588,5,down,15,4
0.3%,USD,2014-01-16 08:30:00,0.3%,accurate,Medium,CPI m/m,0.0%,accurate,3,2014-01-16 13:30:00+00:00,0.0,2014,1,1,Thursday,13601,13605,13600,13603,13622,13597,13621,25,up,18,18,13623,13614,13615,9,down,12,6,13627,13615,13626,12,up,23,11,13630,13626,13630,4,up,27,4,13641,13635,13635,6,up,32,4,13632,13625,13628,7,down,25,4,13609,13602,13606,7,down,3,3,13610,13607,13610,3,up,7,3,13593,13588,13588,5,down,15,4
-29.3B,USD,2014-01-16 09:00:00,42.3B,worse,Medium,TIC Long-Term Purchases,28.7B,worse,3,2014-01-16 14:00:00+00:00,169.27,2014,1,1,Thursday,13626,13630,13626,13630,13644,13630,13642,14,up,12,12,13649,13638,13638,11,down,8,4,13642,13635,13640,7,up,10,2,13641,13635,13635,6,down,5,4,13632,13625,13628,7,down,2,4,13609,13602,13606,7,down,24,3,13603,13598,13600,5,down,30,2,13600,13598,13600,2,down,30,2,13594,13592,13593,2,down,37,1
9.4,USD,2014-01-16 10:00:00,8.8,better,High,Philly Fed Manufacturing Index,7.0,accurate,3,2014-01-16 15:00:00+00:00,-6.82,2014,1,1,Thursday,13632,13632,13625,13628,13640,13623,13639,17,up,11,11,13646,13628,13641,18,up,13,2,13643,13623,13624,20,down,4,17,13609,13602,13606,7,down,22,3,13603,13598,13600,5,down,28,2,13610,13607,13610,3,up,18,3,13600,13598,13600,2,down,28,2,13594,13592,13593,2,down,35,1,13602,13600,13600,2,up,28,0
56,USD,2014-01-16 10:00:00,58,worse,Medium,NAHB Housing Market Index,57,worse,3,2014-01-16 15:00:00+00:00,3.45,2014,1,1,Thursday,13632,13632,13625,13628,13640,13623,13639,17,up,11,11,13646,13628,13641,18,up,13,2,13643,13623,13624,20,down,4,17,13609,13602,13606,7,down,22,3,13603,13598,13600,5,down,28,2,13610,13607,13610,3,up,18,3,13600,13598,13600,2,down,28,2,13594,13592,13593,2,down,35,1,13602,13600,13600,2,up,28,0
-287B,USD,2014-01-16 10:30:00,-296B,accurate,Low,Natural Gas Storage,-157B,accurate,3,2014-01-16 15:30:00+00:00,-3.04,2014,1,1,Thursday,13609,13609,13602,13606,13606,13601,13605,5,down,1,1,13605,13598,13600,7,down,6,5,13605,13597,13603,8,up,3,3,13603,13598,13600,5,down,6,2,13610,13607,13610,3,up,4,3,13600,13598,13600,2,down,6,2,13593,13588,13588,5,down,18,4,13596,13594,13595,2,up,11,1,13604,13602,13603,2,up,3,1
0.99M,USD,2014-01-17 08:30:00,1.01M,accurate,High,Building Permits,1.02M,accurate,3,2014-01-17 13:30:00+00:00,1.98,2014,1,1,Friday,13572,13575,13571,13572,13577,13565,13575,12,up,3,3,13583,13574,13579,9,up,7,4,13579,13571,13576,8,down,4,3,13578,13572,13578,6,up,6,3,13577,13572,13575,5,down,3,3,13586,13576,13578,10,up,6,2,13576,13573,13575,3,down,3,0,13569,13562,13563,7,down,9,4,13542,13527,13529,15,down,43,11
1.00M,USD,2014-01-17 08:30:00,0.99M,accurate,Medium,Housing Starts,1.11M,accurate,3,2014-01-17 13:30:00+00:00,-1.01,2014,1,1,Friday,13572,13575,13571,13572,13577,13565,13575,12,up,3,3,13583,13574,13579,9,up,7,4,13579,13571,13576,8,down,4,3,13578,13572,13578,6,up,6,3,13577,13572,13575,5,down,3,3,13586,13576,13578,10,up,6,2,13576,13573,13575,3,down,3,0,13569,13562,13563,7,down,9,4,13542,13527,13529,15,down,43,11
79.2%,USD,2014-01-17 09:15:00,79.2%,accurate,Medium,Capacity Utilization Rate,79.1%,accurate,3,2014-01-17 14:15:00+00:00,0.0,2014,1,1,Friday,13578,13578,13572,13573,13576,13569,13569,7,down,4,4,13572,13568,13572,4,up,1,3,13577,13572,13575,5,up,2,3,13578,13575,13577,3,up,4,0,13575,13570,13575,5,down,2,3,13572,13566,13568,6,down,5,3,13568,13562,13565,6,down,8,3,13540,13535,13540,5,down,33,2,13526,13521,13522,5,down,51,1
0.3%,USD,2014-01-17 09:15:00,0.4%,worse,Medium,Industrial Production m/m,1.0%,worse,3,2014-01-17 14:15:00+00:00,25.0,2014,1,1,Friday,13578,13578,13572,13573,13576,13569,13569,7,down,4,4,13572,13568,13572,4,up,1,3,13577,13572,13575,5,up,2,3,13578,13575,13577,3,up,4,0,13575,13570,13575,5,down,2,3,13572,13566,13568,6,down,5,3,13568,13562,13565,6,down,8,3,13540,13535,13540,5,down,33,2,13526,13521,13522,5,down,51,1
80.4,USD,2014-01-17 09:55:00,83.4,worse,High,Prelim UoM Consumer Sentiment,82.5,accurate,3,2014-01-17 14:55:00+00:00,3.6,2014,1,1,Friday,13576,13579,13575,13576,13586,13576,13578,10,up,2,2,13580,13569,13570,11,down,6,8,13572,13568,13572,4,up,4,2,13579,13573,13575,6,up,1,3,13560,13556,13558,4,down,18,1,13569,13564,13566,5,up,10,2,13560,13554,13555,6,down,21,3,13532,13525,13532,7,down,44,3,13526,13525,13525,1,down,51,0
4.00M,USD,2014-01-17 10:00:00,3.97M,accurate,High,JOLTS Job Openings,3.93M,accurate,3,2014-01-17 15:00:00+00:00,-0.76,2014,1,1,Friday,13576,13586,13576,13578,13580,13569,13570,11,down,8,8,13572,13568,13572,4,up,6,2,13575,13570,13575,5,up,3,3,13576,13573,13575,3,down,3,0,13561,13556,13557,5,down,21,1,13569,13562,13563,7,up,15,4,13557,13550,13553,7,down,25,2,13534,13531,13532,3,down,46,0,13526,13523,13525,3,down,53,0
326K,USD,2014-01-23 08:30:00,331K,better,High,Unemployment Claims,325K,accurate,4,2014-01-23 13:30:00+00:00,1.51,2014,1,1,Thursday,13635,13636,13630,13633,13649,13632,13646,17,up,13,13,13646,13640,13642,6,down,9,4,13648,13642,13644,6,up,11,2,13668,13662,13667,6,up,34,1,13661,13655,13659,6,down,26,4,13669,13660,13665,9,up,32,4,13679,13673,13674,6,up,41,1,13682,13676,13678,6,up,45,0,13688,13679,13681,9,up,48,1
53.7,USD,2014-01-23 09:00:00,55.2,worse,Medium,Flash Manufacturing PMI,54.4,accurate,4,2014-01-23 14:00:00+00:00,2.72,2014,1,1,Thursday,13666,13668,13662,13667,13669,13658,13660,11,down,7,8,13663,13658,13658,5,down,9,2,13661,13658,13659,3,up,8,1,13661,13655,13659,6,down,8,4,13669,13660,13665,9,up,2,4,13679,13673,13674,6,up,7,1,13682,13676,13680,6,up,13,2,13681,13678,13679,3,down,12,0,13676,13672,13675,4,down,8,2
0.1%,USD,2014-01-23 09:00:00,0.4%,worse,Low,HPI m/m,0.5%,accurate,4,2014-01-23 14:00:00+00:00,75.0,2014,1,1,Thursday,13666,13668,13662,13667,13669,13658,13660,11,down,7,8,13663,13658,13658,5,down,9,2,13661,13658,13659,3,up,8,1,13661,13655,13659,6,down,8,4,13669,13660,13665,9,up,2,4,13679,13673,13674,6,up,7,1,13682,13676,13680,6,up,13,2,13681,13678,13679,3,down,12,0,13676,13672,13675,4,down,8,2
4.87M,USD,2014-01-23 10:00:00,4.94M,worse,High,Existing Home Sales,4.82M,worse,4,2014-01-23 15:00:00+00:00,1.42,2014,1,1,Thursday,13661,13669,13660,13665,13671,13663,13664,8,down,1,1,13677,13663,13675,14,up,10,11,13677,13672,13674,5,down,9,2,13679,13673,13674,6,down,9,1,13682,13676,13680,6,up,15,2,13682,13676,13678,6,down,13,0,13681,13678,13679,3,up,14,0,13676,13672,13675,4,down,10,2,13693,13688,13693,5,up,28,5
0.1%,USD,2014-01-23 10:00:00,0.2%,worse,Low,CB Leading Index m/m,1.0%,better,4,2014-01-23 15:00:00+00:00,50.0,2014,1,1,Thursday,13661,13669,13660,13665,13671,13663,13664,8,down,1,1,13677,13663,13675,14,up,10,11,13677,13672,13674,5,down,9,2,13679,13673,13674,6,down,9,1,13682,13676,13680,6,up,15,2,13682,13676,13678,6,down,13,0,13681,13678,13679,3,up,14,0,13676,13672,13675,4,down,10,2,13693,13688,13693,5,up,28,5
-107B,USD,2014-01-23 10:30:00,-112B,accurate,Low,Natural Gas Storage,-287B,accurate,4,2014-01-23 15:30:00+00:00,-4.46,2014,1,1,Thursday,13675,13679,13673,13674,13684,13674,13684,10,up,10,10,13684,13678,13681,6,down,7,3,13685,13674,13677,11,down,3,4,13682,13676,13680,6,up,6,2,13682,13676,13678,6,down,4,0,13681,13678,13679,3,up,5,0,13688,13679,13681,9,up,7,1,13683,13679,13680,4,down,6,1,13689,13687,13688,2,up,14,0
1.0M,USD,2014-01-23 11:00:00,0.7M,accurate,Medium,Crude Oil Inventories,-7.7M,accurate,4,2014-01-23 16:00:00+00:00,-42.86,2014,1,1,Thursday,13678,13682,13676,13680,13684,13679,13683,5,up,3,3,13684,13679,13679,5,down,1,3,13682,13678,13681,4,up,1,1,13682,13676,13678,6,down,2,0,13681,13678,13679,3,up,1,0,13688,13679,13681,9,up,1,1,13676,13672,13675,4,down,5,2,13693,13688,13693,5,up,13,5,13698,13693,13695,5,up,15,0
