actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name,open_released,high_released,low_released,close_released,high_5,low_5,close_5,volatility_5,direction_5,pips_agg_5,pips_candle_5,high_10,low_10,close_10,volatility_10,direction_10,pips_agg_10,pips_candle_10,high_15,low_15,close_15,volatility_15,direction_15,pips_agg_15,pips_candle_15,high_30,low_30,close_30,volatility_30,direction_30,pips_agg_30,pips_candle_30,high_60,low_60,close_60,volatility_60,direction_60,pips_agg_60,pips_candle_60,high_90,low_90,close_90,volatility_90,direction_90,pips_agg_90,pips_candle_90,high_120,low_120,close_120,volatility_120,direction_120,pips_agg_120,pips_candle_120,high_180,low_180,close_180,volatility_180,direction_180,pips_agg_180,pips_candle_180,high_240,low_240,close_240,volatility_240,direction_240,pips_agg_240,pips_candle_240
0.2%,USD,2007-01-18 08:30:00,0.2%,accurate,High,Core CPI m/m,0.0%,accurate,3,2007-01-18 13:30:00+00:00,0.0,2007,1,1,Thursday,12923,12927,12921,12924,12923,12904,12904,19,down,20,12,12909,12897,12908,12,up,16,7,12912,12905,12912,7,up,12,3,12915,12906,12913,9,up,11,6,12946,12937,12939,9,up,15,1,12940,12933,12940,7,up,16,7,12955,12949,12952,6,up,28,2,12951,12946,12946,5,down,22,3,12953,12949,12951,4,up,27,2
1.60M,USD,2007-01-18 08:30:00,1.53M,better,Medium,Building Permits,1.51M,accurate,3,2007-01-18 13:30:00+00:00,-4.58,2007,1,1,Thursday,12923,12927,12921,12924,12923,12904,12904,19,down,20,12,12909,12897,12908,12,up,16,7,12912,12905,12912,7,up,12,3,12915,12906,12913,9,up,11,6,12946,12937,12939,9,up,15,1,12940,12933,12940,7,up,16,7,12955,12949,12952,6,up,28,2,12951,12946,12946,5,down,22,3,12953,12949,12951,4,up,27,2
0.5%,USD,2007-01-18 08:30:00,0.5%,accurate,Medium,CPI m/m,0.0%,accurate,3,2007-01-18 13:30:00+00:00,0.0,2007,1,1,Thursday,12923,12927,12921,12924,12923,12904,12904,19,down,20,12,12909,12897,12908,12,up,16,7,12912,12905,12912,7,up,12,3,12915,12906,12913,9,up,11,6,12946,12937,12939,9,up,15,1,12940,12933,12940,7,up,16,7,12955,12949,12952,6,up,28,2,12951,12946,12946,5,down,22,3,12953,12949,12951,4,up,27,2
1.64M,USD,2007-01-18 08:30:00,1.57M,better,Medium,Housing Starts,1.57M,accurate,3,2007-01-18 13:30:00+00:00,-4.46,2007,1,1,Thursday,12923,12927,12921,12924,12923,12904,12904,19,down,20,12,12909,12897,12908,12,up,16,7,12912,12905,12912,7,up,12,3,12915,12906,12913,9,up,11,6,12946,12937,12939,9,up,15,1,12940,12933,12940,7,up,16,7,12955,12949,12952,6,up,28,2,12951,12946,12946,5,down,22,3,12953,12949,12951,4,up,27,2
290K,USD,2007-01-18 08:30:00,315K,better,Low,Unemployment Claims,298K,accurate,3,2007-01-18 13:30:00+00:00,7.94,2007,1,1,Thursday,12923,12927,12921,12924,12923,12904,12904,19,down,20,12,12909,12897,12908,12,up,16,7,12912,12905,12912,7,up,12,3,12915,12906,12913,9,up,11,6,12946,12937,12939,9,up,15,1,12940,12933,12940,7,up,16,7,12955,12949,12952,6,up,28,2,12951,12946,12946,5,down,22,3,12953,12949,12951,4,up,27,2
6.8M,USD,2007-01-18 10:30:00,0.1M,accurate,Low,Crude Oil Inventories,-5.0M,accurate,3,2007-01-18 15:30:00+00:00,-6700.0,2007,1,1,Thursday,12954,12955,12949,12952,12952,12943,12943,9,down,9,9,12950,12941,12948,9,up,4,7,12948,12942,12946,6,down,6,1,12961,12946,12947,15,up,5,11,12951,12946,12946,5,down,6,3,12946,12936,12938,10,down,14,7,12953,12949,12951,4,up,1,2,12947,12942,12942,5,down,10,2,12956,12952,12955,4,up,3,3
-89B,USD,2007-01-18 10:30:00,-79B,accurate,Low,Natural Gas Storage,-49B,accurate,3,2007-01-18 15:30:00+00:00,12.66,2007,1,1,Thursday,12954,12955,12949,12952,12952,12943,12943,9,down,9,9,12950,12941,12948,9,up,4,7,12948,12942,12946,6,down,6,1,12961,12946,12947,15,up,5,11,12951,12946,12946,5,down,6,3,12946,12936,12938,10,down,14,7,12953,12949,12951,4,up,1,2,12947,12942,12942,5,down,10,2,12956,12952,12955,4,up,3,3
8.3,USD,2007-01-18 12:00:00,3.0,better,Medium,Philly Fed Manufacturing Index,-4.3,accurate,3,2007-01-18 17:00:00+00:00,-176.67,2007,1,1,Thursday,12945,12946,12936,12938,12949,12933,12947,16,up,9,8,12952,12945,12950,7,up,12,3,12952,12949,12951,3,up,13,1,12953,12949,12951,4,down,13,2,12952,12947,12950,5,down,12,0,12947,12942,12942,5,down,4,2,12951,12946,12950,5,up,12,2,12959,12956,12958,3,up,20,1,12964,12956,12959,8,up,21,4
98.0,USD,2007-01-19 10:00:00,92.5,better,High,Prelim UoM Consumer Sentiment,91.7,better,3,2007-01-19 15:00:00+00:00,-5.95,2007,1,1,Friday,12939,12940,12934,12935,12934,12924,12930,10,down,5,2,12931,12921,12927,10,down,8,3,12930,12924,12926,6,down,9,2,12924,12916,12917,8,down,18,5,12944,12936,12943,8,up,8,7,12961,12946,12959,15,up,24,13,12966,12960,12966,6,up,31,6,12966,12960,12963,6,down,28,0,12969,12963,12966,6,up,31,2
0.3%,USD,2007-01-23 10:00:00,0.2%,better,Low,CB Leading Index m/m,0.0%,worse,4,2007-01-23 15:00:00+00:00,-50.0,2007,1,1,Tuesday,13030,13033,13026,13031,13031,13028,13030,3,down,1,0,13037,13029,13036,8,up,5,6,13036,13031,13033,5,down,2,2,13039,13034,13036,5,up,5,1,13034,13030,13030,4,down,1,2,13032,13027,13029,5,down,2,2,13025,13020,13022,5,down,9,2,13021,13017,13019,4,down,12,0,13012,13008,13010,4,down,21,1
-11,USD,2007-01-23 10:00:00,-8,worse,Low,Richmond Manufacturing Index,-6,accurate,4,2007-01-23 15:00:00+00:00,37.5,2007,1,1,Tuesday,13030,13033,13026,13031,13031,13028,13030,3,down,1,0,13037,13029,13036,8,up,5,6,13036,13031,13033,5,down,2,2,13039,13034,13036,5,up,5,1,13034,13030,13030,4,down,1,2,13032,13027,13029,5,down,2,2,13025,13020,13022,5,down,9,2,13021,13017,13019,4,down,12,0,13012,13008,13010,4,down,21,1
0.7M,USD,2007-01-24 10:30:00,1.3M,accurate,Low,Crude Oil Inventories,6.8M,accurate,4,2007-01-24 15:30:00+00:00,46.15,2007,1,1,Wednesday,12960,12961,12954,12960,12964,12958,12963,6,up,3,4,12967,12963,12965,4,up,5,1,12972,12962,12962,10,down,2,4,12964,12958,12962,6,down,2,1,12958,12950,12957,8,down,3,3,12965,12961,12962,4,up,2,1,12961,12950,12960,11,down,0,10,12957,12951,12956,6,down,4,1,12954,12948,12953,6,down,7,2
325K,USD,2007-01-25 08:30:00,310K,worse,Low,Unemployment Claims,289K,accurate,4,2007-01-25 13:30:00+00:00,-4.84,2007,1,1,Thursday,12980,12981,12975,12977,12987,12979,12986,8,up,9,6,12990,12981,12983,9,down,6,3,12990,12983,12986,7,up,9,1,12981,12976,12979,5,down,2,1,12973,12966,12971,7,down,6,3,12990,12980,12980,10,up,3,6,12981,12973,12980,8,down,3,6,12976,12971,12974,5,down,3,2,12980,12976,12979,4,up,2,0
6.22M,USD,2007-01-25 10:00:00,6.25M,worse,High,Existing Home Sales,6.27M,accurate,4,2007-01-25 15:00:00+00:00,0.48,2007,1,1,Thursday,12986,12990,12980,12980,12982,12974,12978,8,down,2,1,12981,12968,12969,13,down,11,11,12974,12968,12970,6,up,10,2,12981,12973,12980,8,up,0,6,12980,12975,12975,5,down,5,1,12976,12971,12974,5,down,6,2,12979,12970,12977,9,up,3,7,12982,12977,12981,5,up,1,3,12963,12959,12961,4,down,19,0
-179B,USD,2007-01-25 10:30:00,-174B,accurate,Low,Natural Gas Storage,-89B,accurate,4,2007-01-25 15:30:00+00:00,2.87,2007,1,1,Thursday,12974,12981,12973,12980,12981,12975,12976,6,down,4,5,12977,12973,12975,4,down,5,0,12982,12975,12978,7,up,2,2,12980,12975,12975,5,down,5,1,12976,12971,12974,5,down,6,2,12979,12970,12977,9,up,3,7,12980,12976,12979,4,up,1,0,12967,12961,12963,6,down,17,4,12939,12934,12935,5,down,45,2
2.3%,USD,2007-01-26 08:30:00,0.5%,better,High,Core Durable Goods Orders m/m,-1.0%,accurate,4,2007-01-26 13:30:00+00:00,-360.0,2007,1,1,Friday,12904,12906,12901,12902,12903,12883,12894,20,down,8,1,12905,12893,12903,12,up,1,10,12905,12898,12898,7,down,4,6,12919,12903,12918,16,up,16,15,12913,12908,12909,5,down,7,2,12897,12887,12894,10,down,8,6,12910,12903,12906,7,up,4,2,12916,12904,12913,12,up,11,8,12923,12916,12916,7,up,14,5
3.1%,USD,2007-01-26 08:30:00,3.2%,accurate,Medium,Durable Goods Orders m/m,2.2%,better,4,2007-01-26 13:30:00+00:00,3.13,2007,1,1,Friday,12904,12906,12901,12902,12903,12883,12894,20,down,8,1,12905,12893,12903,12,up,1,10,12905,12898,12898,7,down,4,6,12919,12903,12918,16,up,16,15,12913,12908,12909,5,down,7,2,12897,12887,12894,10,down,8,6,12910,12903,12906,7,up,4,2,12916,12904,12913,12,up,11,8,12923,12916,12916,7,up,14,5
1120K,USD,2007-01-26 10:00:00,1050K,better,High,New Home Sales,1069K,better,4,2007-01-26 15:00:00+00:00,-6.67,2007,1,1,Friday,12888,12897,12887,12894,12900,12881,12897,19,up,3,6,12900,12894,12896,6,down,2,2,12898,12892,12893,6,down,1,4,12910,12903,12906,7,up,12,2,12913,12904,12904,9,down,10,8,12916,12904,12913,12,up,19,8,12909,12904,12907,5,down,13,0,12914,12910,12911,4,up,17,2,12911,12905,12908,6,down,14,0
1.7%,USD,2007-01-30 09:00:00,1.6%,accurate,Low,S&P/CS Composite-20 HPI y/y,2.9%,accurate,5,2007-01-30 14:00:00+00:00,-6.25,2007,1,1,Tuesday,12963,12965,12959,12961,12963,12959,12961,4,down,0,0,12965,12958,12964,7,up,3,4,12966,12959,12960,7,down,1,5,12962,12957,12959,5,down,2,1,12955,12950,12950,5,down,11,4,12958,12951,12954,7,up,7,3,12960,12955,12955,5,up,6,3,12954,12947,12951,7,down,10,2,12959,12954,12957,5,up,4,1
110.3,USD,2007-01-30 10:00:00,110.5,accurate,High,CB Consumer Confidence,110.0,better,5,2007-01-30 15:00:00+00:00,0.18,2007,1,1,Tuesday,12954,12955,12950,12950,12957,12950,12956,7,up,6,5,12958,12953,12954,5,down,4,2,12961,12956,12960,5,up,10,3,12958,12951,12954,7,down,4,3,12960,12955,12955,5,up,5,3,12954,12946,12953,8,down,3,3,12954,12947,12951,7,down,1,2,12959,12954,12957,5,up,7,1,12962,12959,12960,3,up,10,0
152K,USD,2007-01-31 08:15:00,135K,better,Medium,ADP Non-Farm Employment Change,147K,better,5,2007-01-31 13:15:00+00:00,-12.59,2007,1,1,Wednesday,12953,12953,12950,12953,12956,12950,12954,6,up,1,2,12959,12955,12957,4,up,4,2,12960,12954,12958,6,up,5,2,12943,12937,12938,6,down,15,4,12944,12938,12942,6,up,11,2,12967,12951,12967,16,up,14,14,12977,12971,12973,6,up,20,3,13015,13006,13015,9,up,62,7,13001,12997,13001,4,down,48,2
3.5%,USD,2007-01-31 08:30:00,3.0%,better,High,Advance GDP q/q,2.0%,better,5,2007-01-31 13:30:00+00:00,-16.67,2007,1,1,Wednesday,12956,12960,12954,12958,12956,12945,12954,11,down,4,0,12954,12942,12944,12,down,14,9,12943,12937,12938,6,down,20,4,12937,12929,12936,8,down,22,7,12946,12940,12946,6,up,12,3,12965,12959,12961,6,up,3,1,12997,12990,12995,7,up,37,4,13008,13001,13003,7,up,45,1,13004,13000,13002,4,down,44,0
1.5%,USD,2007-01-31 08:30:00,1.7%,worse,Medium,Advance GDP Price Index q/q,1.9%,accurate,5,2007-01-31 13:30:00+00:00,11.76,2007,1,1,Wednesday,12956,12960,12954,12958,12956,12945,12954,11,down,4,0,12954,12942,12944,12,down,14,9,12943,12937,12938,6,down,20,4,12937,12929,12936,8,down,22,7,12946,12940,12946,6,up,12,3,12965,12959,12961,6,up,3,1,12997,12990,12995,7,up,37,4,13008,13001,13003,7,up,45,1,13004,13000,13002,4,down,44,0
0.8%,USD,2007-01-31 08:30:00,1.0%,worse,Medium,Employment Cost Index q/q,1.0%,accurate,5,2007-01-31 13:30:00+00:00,20.0,2007,1,1,Wednesday,12956,12960,12954,12958,12956,12945,12954,11,down,4,0,12954,12942,12944,12,down,14,9,12943,12937,12938,6,down,20,4,12937,12929,12936,8,down,22,7,12946,12940,12946,6,up,12,3,12965,12959,12961,6,up,3,1,12997,12990,12995,7,up,37,4,13008,13001,13003,7,up,45,1,13004,13000,13002,4,down,44,0
48.8,USD,2007-01-31 09:45:00,52.0,worse,Medium,Chicago PMI,52.4,accurate,5,2007-01-31 14:45:00+00:00,6.15,2007,1,1,Wednesday,12953,12967,12951,12967,12969,12959,12962,10,down,5,5,12966,12957,12961,9,down,6,2,12965,12959,12961,6,down,6,1,12977,12971,12973,6,up,6,3,13014,12991,13014,23,up,47,23,13015,13006,13015,9,up,48,7,13013,13004,13010,9,down,43,4,13007,13002,13004,5,down,37,2,13009,13004,13007,5,up,40,2
-0.4%,USD,2007-01-31 10:00:00,-0.1%,worse,Low,Construction Spending m/m,0.1%,better,5,2007-01-31 15:00:00+00:00,300.0,2007,1,1,Wednesday,12960,12965,12959,12961,12964,12956,12961,8,down,0,1,12979,12962,12976,17,up,15,14,12977,12971,12973,6,down,12,3,12997,12990,12995,7,up,34,4,13004,12992,12992,12,down,31,9,13008,13001,13003,7,up,42,1,12996,12992,12995,4,down,34,1,13009,13003,13008,6,up,47,2,13007,13003,13007,4,down,46,3
2.7M,USD,2007-01-31 10:30:00,1.4M,accurate,Low,Crude Oil Inventories,0.7M,accurate,5,2007-01-31 15:30:00+00:00,-92.86,2007,1,1,Wednesday,12991,12997,12990,12995,12996,12986,12989,10,down,6,5,12992,12987,12991,5,up,4,2,13014,12991,13014,23,up,19,23,13004,12992,12992,12,down,3,9,13008,13001,13003,7,up,8,1,12996,12992,12995,4,down,0,1,13004,13000,13002,4,up,7,0,13009,13003,13007,6,up,12,0,13033,13019,13022,14,up,27,2
5.25%,USD,2007-01-31 14:15:00,5.25%,accurate,High,Federal Funds Rate,5.25%,accurate,5,2007-01-31 19:15:00+00:00,0.0,2007,1,1,Wednesday,13007,13009,12999,13004,13035,13002,13024,33,up,20,18,13026,13018,13020,8,down,16,2,13033,13019,13022,14,up,18,2,13024,13014,13020,10,down,16,2,13031,13022,13023,9,up,19,6,13032,13028,13031,4,up,27,0,13033,13029,13030,4,down,26,2,13030,13024,13026,6,down,22,4,13029,13024,13026,5,down,22,1
16.6M,USD,2007-02-01 00:00:00,16.6M,accurate,Low,Total Vehicle Sales,16.7M,accurate,5,2007-02-01 05:00:00+00:00,0.0,2007,1,2,Thursday,13028,13032,13027,13031,13032,13027,13029,5,down,2,1,13032,13027,13028,5,down,3,3,13031,13026,13026,5,down,5,3,13031,13025,13026,6,down,5,3,13028,13023,13026,5,down,5,3,13027,13022,13025,5,down,6,1,13032,13025,13031,7,up,0,5,13026,13019,13021,7,down,10,4,13024,13020,13021,4,down,10,2
0.1%,USD,2007-02-01 08:30:00,0.2%,worse,High,Core PCE Price Index m/m,0.0%,accurate,5,2007-02-01 13:30:00+00:00,50.0,2007,1,2,Thursday,13023,13026,13019,13022,13030,13023,13028,7,up,6,4,13029,13023,13023,6,down,1,4,13027,13021,13023,6,down,1,0,13018,13014,13017,4,down,5,1,13026,13021,13024,5,up,2,1,13033,13026,13027,7,up,5,2,13031,13022,13029,9,up,7,0,13028,13020,13020,8,down,2,5,13026,13019,13025,7,up,3,3
0.7%,USD,2007-02-01 08:30:00,0.7%,accurate,Medium,Personal Spending m/m,0.5%,accurate,5,2007-02-01 13:30:00+00:00,0.0,2007,1,2,Thursday,13023,13026,13019,13022,13030,13023,13028,7,up,6,4,13029,13023,13023,6,down,1,4,13027,13021,13023,6,down,1,0,13018,13014,13017,4,down,5,1,13026,13021,13024,5,up,2,1,13033,13026,13027,7,up,5,2,13031,13022,13029,9,up,7,0,13028,13020,13020,8,down,2,5,13026,13019,13025,7,up,3,3
0.5%,USD,2007-02-01 08:30:00,0.5%,accurate,Low,Personal Income m/m,0.3%,accurate,5,2007-02-01 13:30:00+00:00,0.0,2007,1,2,Thursday,13023,13026,13019,13022,13030,13023,13028,7,up,6,4,13029,13023,13023,6,down,1,4,13027,13021,13023,6,down,1,0,13018,13014,13017,4,down,5,1,13026,13021,13024,5,up,2,1,13033,13026,13027,7,up,5,2,13031,13022,13029,9,up,7,0,13028,13020,13020,8,down,2,5,13026,13019,13025,7,up,3,3
307K,USD,2007-02-01 08:30:00,315K,better,Low,Unemployment Claims,327K,accurate,5,2007-02-01 13:30:00+00:00,2.54,2007,1,2,Thursday,13023,13026,13019,13022,13030,13023,13028,7,up,6,4,13029,13023,13023,6,down,1,4,13027,13021,13023,6,down,1,0,13018,13014,13017,4,down,5,1,13026,13021,13024,5,up,2,1,13033,13026,13027,7,up,5,2,13031,13022,13029,9,up,7,0,13028,13020,13020,8,down,2,5,13026,13019,13025,7,up,3,3
