actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name
0.7M,USD,2010-10-20 10:30:00,1.5M,accurate,Medium,Crude Oil Inventories,-0.4M,accurate,43,2010-10-20 14:30:00+00:00,53.33,2010,4,10,Wednesday
452K,USD,2010-10-21 08:30:00,454K,accurate,High,Unemployment Claims,475K,worse,43,2010-10-21 12:30:00+00:00,0.44,2010,4,10,Thursday
1.0,USD,2010-10-21 10:00:00,2.3,worse,High,Philly Fed Manufacturing Index,-0.7,accurate,43,2010-10-21 14:00:00+00:00,56.52,2010,4,10,Thursday
0.3%,USD,2010-10-21 10:00:00,0.4%,worse,Low,CB Leading Index m/m,0.1%,worse,43,2010-10-21 14:00:00+00:00,25.0,2010,4,10,Thursday
93B,USD,2010-10-21 10:30:00,87B,accurate,Low,Natural Gas Storage,91B,accurate,43,2010-10-21 14:30:00+00:00,-6.9,2010,4,10,Thursday
89.0,USD,2010-10-12 07:30:00,89.6,accurate,Low,NFIB Small Business Index,88.8,accurate,42,2010-10-12 11:30:00+00:00,0.67,2010,4,10,Tuesday
46.4,USD,2010-10-12 10:00:00,46.7,accurate,Low,IBD/TIPP Economic Optimism,45.3,accurate,42,2010-10-12 14:00:00+00:00,0.64,2010,4,10,Tuesday
-0.3%,USD,2010-10-13 08:30:00,-0.1%,worse,Medium,Import Prices m/m,0.6%,accurate,42,2010-10-13 12:30:00+00:00,200.0,2010,4,10,Wednesday
0.4%,USD,2010-10-14 08:30:00,0.2%,better,High,PPI m/m,0.4%,accurate,42,2010-10-14 12:30:00+00:00,-100.0,2010,4,10,Thursday
-46.3B,USD,2010-10-14 08:30:00,-43.5B,worse,High,Trade Balance,-42.6B,accurate,42,2010-10-14 12:30:00+00:00,6.44,2010,4,10,Thursday
462K,USD,2010-10-14 08:30:00,448K,worse,High,Unemployment Claims,449k,accurate,42,2010-10-14 12:30:00+00:00,-3.12,2010,4,10,Thursday
0.1%,USD,2010-10-14 08:30:00,0.1%,accurate,Medium,Core PPI m/m,0.1%,accurate,42,2010-10-14 12:30:00+00:00,0.0,2010,4,10,Thursday
91B,USD,2010-10-14 10:30:00,88B,accurate,Low,Natural Gas Storage,85B,accurate,42,2010-10-14 14:30:00+00:00,-3.41,2010,4,10,Thursday
-0.4M,USD,2010-10-14 11:00:00,1.5M,accurate,Medium,Crude Oil Inventories,3.1M,accurate,42,2010-10-14 15:00:00+00:00,126.67,2010,4,10,Thursday
0.0%,USD,2010-10-15 08:30:00,0.1%,worse,High,Core CPI m/m,0.0%,accurate,42,2010-10-15 12:30:00+00:00,100.0,2010,4,10,Friday
0.4%,USD,2010-10-15 08:30:00,0.4%,accurate,High,Core Retail Sales m/m,1.0%,better,42,2010-10-15 12:30:00+00:00,0.0,2010,4,10,Friday
0.6%,USD,2010-10-15 08:30:00,0.5%,better,High,Retail Sales m/m,0.7%,better,42,2010-10-15 12:30:00+00:00,-20.0,2010,4,10,Friday
0.1%,USD,2010-10-15 08:30:00,0.2%,worse,Medium,CPI m/m,0.3%,accurate,42,2010-10-15 12:30:00+00:00,50.0,2010,4,10,Friday
15.7,USD,2010-10-15 08:30:00,7.1,better,Medium,Empire State Manufacturing Index,4.1,accurate,42,2010-10-15 12:30:00+00:00,-121.13,2010,4,10,Friday
67.9,USD,2010-10-15 09:55:00,68.8,worse,High,Prelim UoM Consumer Sentiment,68.2,better,42,2010-10-15 13:55:00+00:00,1.31,2010,4,10,Friday
0.6%,USD,2010-10-15 10:00:00,0.5%,worse,Medium,Business Inventories m/m,1.1%,worse,42,2010-10-15 14:00:00+00:00,-20.0,2010,4,10,Friday
-34.5B,USD,2010-10-15 14:00:00,-32.3B,accurate,Medium,Federal Budget Balance,-90.5B,accurate,42,2010-10-15 18:00:00+00:00,6.81,2010,4,10,Friday
4.3%,USD,2010-10-04 10:00:00,2.8%,better,High,Pending Home Sales m/m,4.5%,worse,41,2010-10-04 14:00:00+00:00,-53.57,2010,4,10,Monday
-0.5%,USD,2010-10-04 10:00:00,-0.3%,worse,Medium,Factory Orders m/m,0.5%,better,41,2010-10-04 14:00:00+00:00,66.67,2010,4,10,Monday
53.2,USD,2010-10-05 10:00:00,52.1,better,High,ISM Non-Manufacturing PMI,51.5,accurate,41,2010-10-05 14:00:00+00:00,-2.11,2010,4,10,Tuesday
-39K,USD,2010-10-06 08:15:00,23K,worse,High,ADP Non-Farm Employment Change,10K,better,41,2010-10-06 12:15:00+00:00,269.57,2010,4,10,Wednesday
3.1M,USD,2010-10-06 10:30:00,0.5M,accurate,Medium,Crude Oil Inventories,-0.5M,accurate,41,2010-10-06 14:30:00+00:00,-520.0,2010,4,10,Wednesday
445K,USD,2010-10-07 08:30:00,454K,better,High,Unemployment Claims,456K,accurate,41,2010-10-07 12:30:00+00:00,1.98,2010,4,10,Thursday
85B,USD,2010-10-07 10:30:00,78B,accurate,Low,Natural Gas Storage,74B,accurate,41,2010-10-07 14:30:00+00:00,-8.97,2010,4,10,Thursday
-3.3B,USD,2010-10-07 15:00:00,-2.9B,worse,Low,Consumer Credit m/m,-4.1B,worse,41,2010-10-07 19:00:00+00:00,13.79,2010,4,10,Thursday
-95K,USD,2010-10-08 08:30:00,1K,worse,High,Non-Farm Employment Change,-57K,accurate,41,2010-10-08 12:30:00+00:00,9600.0,2010,4,10,Friday
9.6%,USD,2010-10-08 08:30:00,9.7%,better,High,Unemployment Rate,9.6%,accurate,41,2010-10-08 12:30:00+00:00,1.03,2010,4,10,Friday
0.0%,USD,2010-10-08 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.3%,accurate,41,2010-10-08 12:30:00+00:00,100.0,2010,4,10,Friday
0.8%,USD,2010-10-08 10:00:00,0.6%,worse,Low,Final Wholesale Inventories m/m,1.5%,worse,41,2010-10-08 14:00:00+00:00,-33.33,2010,4,10,Friday
3.2%,USD,2010-09-28 09:00:00,3.1%,accurate,Medium,S&P/CS Composite-20 HPI y/y,4.2%,accurate,40,2010-09-28 13:00:00+00:00,-3.23,2010,3,9,Tuesday
48.5,USD,2010-09-28 10:00:00,52.5,worse,High,CB Consumer Confidence,53.2,accurate,40,2010-09-28 14:00:00+00:00,7.62,2010,3,9,Tuesday
-2,USD,2010-09-28 10:00:00,6,worse,Low,Richmond Manufacturing Index,11,accurate,40,2010-09-28 14:00:00+00:00,133.33,2010,3,9,Tuesday
-0.5M,USD,2010-09-29 10:30:00,-0.4M,accurate,Medium,Crude Oil Inventories,1.0M,accurate,40,2010-09-29 14:30:00+00:00,25.0,2010,3,9,Wednesday
453K,USD,2010-09-30 08:30:00,458K,better,High,Unemployment Claims,469K,accurate,40,2010-09-30 12:30:00+00:00,1.09,2010,3,9,Thursday
1.7%,USD,2010-09-30 08:30:00,1.6%,better,Medium,Final GDP q/q,1.6%,accurate,40,2010-09-30 12:30:00+00:00,-6.25,2010,3,9,Thursday
1.9%,USD,2010-09-30 08:30:00,1.9%,accurate,Low,Final GDP Price Index q/q,1.9%,accurate,40,2010-09-30 12:30:00+00:00,0.0,2010,3,9,Thursday
60.4,USD,2010-09-30 09:45:00,56.0,better,Medium,Chicago PMI,56.7,accurate,40,2010-09-30 13:45:00+00:00,-7.86,2010,3,9,Thursday
74B,USD,2010-09-30 10:30:00,68B,accurate,Low,Natural Gas Storage,73B,accurate,40,2010-09-30 14:30:00+00:00,-8.82,2010,3,9,Thursday
0.1%,USD,2010-10-01 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.1%,accurate,40,2010-10-01 12:30:00+00:00,0.0,2010,4,10,Friday
0.4%,USD,2010-10-01 08:30:00,0.4%,accurate,Medium,Personal Spending m/m,0.4%,accurate,40,2010-10-01 12:30:00+00:00,0.0,2010,4,10,Friday
0.5%,USD,2010-10-01 08:30:00,0.3%,better,Low,Personal Income m/m,0.2%,accurate,40,2010-10-01 12:30:00+00:00,-66.67,2010,4,10,Friday
68.2,USD,2010-10-01 09:55:00,67.1,better,Medium,Revised UoM Consumer Sentiment,66.6,accurate,40,2010-10-01 13:55:00+00:00,-1.64,2010,4,10,Friday
54.4,USD,2010-10-01 10:00:00,54.6,accurate,High,ISM Manufacturing PMI,56.3,accurate,40,2010-10-01 14:00:00+00:00,0.37,2010,4,10,Friday
0.4%,USD,2010-10-01 10:00:00,-0.4%,better,Low,Construction Spending m/m,-1.4%,worse,40,2010-10-01 14:00:00+00:00,-200.0,2010,4,10,Friday
70.5,USD,2010-10-01 10:00:00,59.6,better,Low,ISM Manufacturing Prices,61.5,accurate,40,2010-10-01 14:00:00+00:00,-18.29,2010,4,10,Friday
11.8M,USD,2010-10-01 01:00:00,11.6M,better,Low,Total Vehicle Sales,11.5M,accurate,40,2010-10-01 05:00:00+00:00,-1.72,2010,4,10,Friday
13,USD,2010-09-20 10:00:00,14,worse,Low,NAHB Housing Market Index,13,accurate,39,2010-09-20 14:00:00+00:00,7.14,2010,3,9,Monday
0.57M,USD,2010-09-21 08:30:00,0.56M,accurate,High,Building Permits,0.56M,accurate,39,2010-09-21 12:30:00+00:00,-1.79,2010,3,9,Tuesday
0.60M,USD,2010-09-21 08:30:00,0.55M,better,Medium,Housing Starts,0.54M,accurate,39,2010-09-21 12:30:00+00:00,-9.09,2010,3,9,Tuesday
<0.25%,USD,2010-09-21 14:15:00,<0.25%,accurate,High,Federal Funds Rate,<0.25%,accurate,39,2010-09-21 18:15:00+00:00,0.0,2010,3,9,Tuesday
-0.5%,USD,2010-09-22 10:00:00,-0.1%,worse,Low,HPI m/m,-1.2%,worse,39,2010-09-22 14:00:00+00:00,400.0,2010,3,9,Wednesday
1.0M,USD,2010-09-22 10:30:00,-1.5M,accurate,Medium,Crude Oil Inventories,-2.5M,accurate,39,2010-09-22 14:30:00+00:00,-166.67,2010,3,9,Wednesday
465K,USD,2010-09-23 08:30:00,451K,worse,High,Unemployment Claims,453K,accurate,39,2010-09-23 12:30:00+00:00,-3.1,2010,3,9,Thursday
4.13M,USD,2010-09-23 10:00:00,4.11M,accurate,High,Existing Home Sales,3.84M,accurate,39,2010-09-23 14:00:00+00:00,-0.49,2010,3,9,Thursday
0.3%,USD,2010-09-23 10:00:00,0.1%,better,Low,CB Leading Index m/m,0.1%,accurate,39,2010-09-23 14:00:00+00:00,-200.0,2010,3,9,Thursday
73B,USD,2010-09-23 10:30:00,82B,accurate,Low,Natural Gas Storage,103B,accurate,39,2010-09-23 14:30:00+00:00,10.98,2010,3,9,Thursday
2.0%,USD,2010-09-24 08:30:00,0.9%,better,High,Core Durable Goods Orders m/m,-2.8%,better,39,2010-09-24 12:30:00+00:00,-122.22,2010,3,9,Friday
-1.3%,USD,2010-09-24 08:30:00,-0.9%,worse,Medium,Durable Goods Orders m/m,0.7%,better,39,2010-09-24 12:30:00+00:00,44.44,2010,3,9,Friday
288K,USD,2010-09-24 10:00:00,292K,worse,High,New Home Sales,288K,better,39,2010-09-24 14:00:00+00:00,1.37,2010,3,9,Friday
-90.5B,USD,2010-09-13 14:00:00,-102.0B,better,Medium,Federal Budget Balance,-165.0B,accurate,38,2010-09-13 18:00:00+00:00,-11.27,2010,3,9,Monday
88.8,USD,2010-09-14 07:30:00,89.1,accurate,Low,NFIB Small Business Index,88.1,accurate,38,2010-09-14 11:30:00+00:00,0.34,2010,3,9,Tuesday
0.6%,USD,2010-09-14 08:30:00,0.3%,better,High,Core Retail Sales m/m,0.1%,worse,38,2010-09-14 12:30:00+00:00,-100.0,2010,3,9,Tuesday
0.4%,USD,2010-09-14 08:30:00,0.4%,accurate,High,Retail Sales m/m,0.3%,worse,38,2010-09-14 12:30:00+00:00,0.0,2010,3,9,Tuesday
1.0%,USD,2010-09-14 10:00:00,0.5%,worse,Medium,Business Inventories m/m,0.5%,worse,38,2010-09-14 14:00:00+00:00,-100.0,2010,3,9,Tuesday
45.3,USD,2010-09-14 10:00:00,44.2,better,Low,IBD/TIPP Economic Optimism,43.6,accurate,38,2010-09-14 14:00:00+00:00,-2.49,2010,3,9,Tuesday
4.1,USD,2010-09-15 08:30:00,8.7,worse,Medium,Empire State Manufacturing Index,7.1,accurate,38,2010-09-15 12:30:00+00:00,52.87,2010,3,9,Wednesday
0.6%,USD,2010-09-15 08:30:00,0.2%,better,Medium,Import Prices m/m,0.1%,accurate,38,2010-09-15 12:30:00+00:00,-200.0,2010,3,9,Wednesday
74.7%,USD,2010-09-15 09:15:00,75.1%,worse,Medium,Capacity Utilization Rate,74.6%,worse,38,2010-09-15 13:15:00+00:00,0.53,2010,3,9,Wednesday
0.2%,USD,2010-09-15 09:15:00,0.3%,worse,Medium,Industrial Production m/m,0.6%,worse,38,2010-09-15 13:15:00+00:00,33.33,2010,3,9,Wednesday
-2.5M,USD,2010-09-15 10:30:00,-2.6M,accurate,Medium,Crude Oil Inventories,-1.9M,accurate,38,2010-09-15 14:30:00+00:00,-3.85,2010,3,9,Wednesday
0.4%,USD,2010-09-16 08:30:00,0.3%,better,High,PPI m/m,0.2%,accurate,38,2010-09-16 12:30:00+00:00,-33.33,2010,3,9,Thursday
450K,USD,2010-09-16 08:30:00,463K,better,High,Unemployment Claims,453K,accurate,38,2010-09-16 12:30:00+00:00,2.81,2010,3,9,Thursday
0.1%,USD,2010-09-16 08:30:00,0.1%,accurate,Medium,Core PPI m/m,0.3%,accurate,38,2010-09-16 12:30:00+00:00,0.0,2010,3,9,Thursday
-123B,USD,2010-09-16 08:30:00,-124B,accurate,Medium,Current Account,-109B,accurate,38,2010-09-16 12:30:00+00:00,-0.81,2010,3,9,Thursday
61.2B,USD,2010-09-16 09:00:00,37.9B,better,High,TIC Long-Term Purchases,44.4B,accurate,38,2010-09-16 13:00:00+00:00,-61.48,2010,3,9,Thursday
-0.7,USD,2010-09-16 10:00:00,0.9,worse,High,Philly Fed Manufacturing Index,-7.7,accurate,38,2010-09-16 14:00:00+00:00,177.78,2010,3,9,Thursday
103B,USD,2010-09-16 10:30:00,93B,accurate,Low,Natural Gas Storage,58B,accurate,38,2010-09-16 14:30:00+00:00,-10.75,2010,3,9,Thursday
0.0%,USD,2010-09-17 08:30:00,0.1%,worse,High,Core CPI m/m,0.1%,accurate,38,2010-09-17 12:30:00+00:00,100.0,2010,3,9,Friday
0.3%,USD,2010-09-17 08:30:00,0.2%,better,Medium,CPI m/m,0.3%,accurate,38,2010-09-17 12:30:00+00:00,-50.0,2010,3,9,Friday
66.6,USD,2010-09-17 09:55:00,70.2,worse,High,Prelim UoM Consumer Sentiment,68.9,worse,38,2010-09-17 13:55:00+00:00,5.13,2010,3,9,Friday
-3.6B,USD,2010-09-08 15:00:00,-4.2B,better,Low,Consumer Credit m/m,-1.0B,better,37,2010-09-08 19:00:00+00:00,-14.29,2010,3,9,Wednesday
-42.8B,USD,2010-09-09 08:30:00,-47.4B,better,High,Trade Balance,-49.8B,accurate,37,2010-09-09 12:30:00+00:00,-9.7,2010,3,9,Thursday
451K,USD,2010-09-09 08:30:00,470K,better,High,Unemployment Claims,478K,worse,37,2010-09-09 12:30:00+00:00,4.04,2010,3,9,Thursday
58B,USD,2010-09-09 10:30:00,51B,accurate,Low,Natural Gas Storage,54B,accurate,37,2010-09-09 14:30:00+00:00,-13.73,2010,3,9,Thursday
-1.9M,USD,2010-09-09 11:00:00,0.7M,accurate,Medium,Crude Oil Inventories,3.4M,accurate,37,2010-09-09 15:00:00+00:00,371.43,2010,3,9,Thursday
1.3%,USD,2010-09-10 10:00:00,0.4%,worse,Low,Final Wholesale Inventories m/m,0.3%,worse,37,2010-09-10 14:00:00+00:00,-225.0,2010,3,9,Friday
0.1%,USD,2010-08-30 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.0%,accurate,36,2010-08-30 12:30:00+00:00,0.0,2010,3,8,Monday
0.4%,USD,2010-08-30 08:30:00,0.4%,accurate,Medium,Personal Spending m/m,0.0%,accurate,36,2010-08-30 12:30:00+00:00,0.0,2010,3,8,Monday
0.2%,USD,2010-08-30 08:30:00,0.3%,worse,Low,Personal Income m/m,0.0%,accurate,36,2010-08-30 12:30:00+00:00,33.33,2010,3,8,Monday
4.2%,USD,2010-08-31 09:00:00,3.8%,better,Medium,S&P/CS Composite-20 HPI y/y,4.6%,accurate,36,2010-08-31 13:00:00+00:00,-10.53,2010,3,8,Tuesday
56.7,USD,2010-08-31 09:45:00,57.3,worse,Medium,Chicago PMI,62.3,accurate,36,2010-08-31 13:45:00+00:00,1.05,2010,3,8,Tuesday
53.5,USD,2010-08-31 10:00:00,50.7,better,High,CB Consumer Confidence,51.0,better,36,2010-08-31 14:00:00+00:00,-5.52,2010,3,8,Tuesday
-10K,USD,2010-09-01 08:15:00,20K,worse,High,ADP Non-Farm Employment Change,37K,accurate,36,2010-09-01 12:15:00+00:00,150.0,2010,3,9,Wednesday
56.3,USD,2010-09-01 10:00:00,53.2,better,High,ISM Manufacturing PMI,55.5,accurate,36,2010-09-01 14:00:00+00:00,-5.83,2010,3,9,Wednesday
-1.0%,USD,2010-09-01 10:00:00,-0.4%,worse,Low,Construction Spending m/m,-0.8%,worse,36,2010-09-01 14:00:00+00:00,150.0,2010,3,9,Wednesday
61.5,USD,2010-09-01 10:00:00,55.5,better,Low,ISM Manufacturing Prices,57.5,accurate,36,2010-09-01 14:00:00+00:00,-10.81,2010,3,9,Wednesday
3.4M,USD,2010-09-01 10:30:00,1.3M,accurate,Medium,Crude Oil Inventories,4.1M,accurate,36,2010-09-01 14:30:00+00:00,-161.54,2010,3,9,Wednesday
11.5M,USD,2010-09-01 01:00:00,11.6M,accurate,Low,Total Vehicle Sales,12.1M,accurate,36,2010-09-01 05:00:00+00:00,0.86,2010,3,9,Wednesday
472K,USD,2010-09-02 08:30:00,476K,accurate,High,Unemployment Claims,478K,worse,36,2010-09-02 12:30:00+00:00,0.84,2010,3,9,Thursday
-1.8%,USD,2010-09-02 08:30:00,-1.9%,accurate,Medium,Revised Nonfarm Productivity q/q,-0.9%,accurate,36,2010-09-02 12:30:00+00:00,-5.26,2010,3,9,Thursday
1.1%,USD,2010-09-02 08:30:00,1.3%,worse,Low,Revised Unit Labor Costs q/q,0.2%,accurate,36,2010-09-02 12:30:00+00:00,15.38,2010,3,9,Thursday
5.2%,USD,2010-09-02 10:00:00,-1.3%,better,High,Pending Home Sales m/m,-2.8%,worse,36,2010-09-02 14:00:00+00:00,-500.0,2010,3,9,Thursday
0.1%,USD,2010-09-02 10:00:00,0.4%,worse,Medium,Factory Orders m/m,-0.6%,better,36,2010-09-02 14:00:00+00:00,75.0,2010,3,9,Thursday
54B,USD,2010-09-02 10:30:00,56B,accurate,Low,Natural Gas Storage,40B,accurate,36,2010-09-02 14:30:00+00:00,3.57,2010,3,9,Thursday
-54K,USD,2010-09-03 08:30:00,-101K,better,High,Non-Farm Employment Change,-54K,better,36,2010-09-03 12:30:00+00:00,-46.53,2010,3,9,Friday
9.6%,USD,2010-09-03 08:30:00,9.6%,accurate,High,Unemployment Rate,9.5%,accurate,36,2010-09-03 12:30:00+00:00,0.0,2010,3,9,Friday
0.3%,USD,2010-09-03 08:30:00,0.1%,better,Medium,Average Hourly Earnings m/m,0.2%,accurate,36,2010-09-03 12:30:00+00:00,-200.0,2010,3,9,Friday
51.5,USD,2010-09-03 10:00:00,53.6,worse,High,ISM Non-Manufacturing PMI,54.3,accurate,36,2010-09-03 14:00:00+00:00,3.92,2010,3,9,Friday
3.83M,USD,2010-08-24 10:00:00,4.68M,worse,High,Existing Home Sales,5.26M,worse,35,2010-08-24 14:00:00+00:00,18.16,2010,3,8,Tuesday
11,USD,2010-08-24 10:02:00,14,worse,Low,Richmond Manufacturing Index,16,accurate,35,2010-08-24 14:00:00+00:00,21.43,2010,3,8,Tuesday
-3.8%,USD,2010-08-25 08:30:00,0.6%,worse,High,Core Durable Goods Orders m/m,0.2%,better,35,2010-08-25 12:30:00+00:00,733.33,2010,3,8,Wednesday
0.3%,USD,2010-08-25 08:30:00,2.9%,worse,Medium,Durable Goods Orders m/m,-0.1%,better,35,2010-08-25 12:30:00+00:00,89.66,2010,3,8,Wednesday
276K,USD,2010-08-25 10:00:00,333K,worse,High,New Home Sales,315K,worse,35,2010-08-25 14:00:00+00:00,17.12,2010,3,8,Wednesday
-0.3%,USD,2010-08-25 10:00:00,0.1%,worse,Low,HPI m/m,0.5%,accurate,35,2010-08-25 14:00:00+00:00,400.0,2010,3,8,Wednesday
4.1M,USD,2010-08-25 10:30:00,0.1M,accurate,Medium,Crude Oil Inventories,-0.8M,accurate,35,2010-08-25 14:30:00+00:00,-4000.0,2010,3,8,Wednesday
473K,USD,2010-08-26 08:30:00,488K,better,High,Unemployment Claims,504K,accurate,35,2010-08-26 12:30:00+00:00,3.07,2010,3,8,Thursday
40B,USD,2010-08-26 10:30:00,38B,accurate,Low,Natural Gas Storage,27B,accurate,35,2010-08-26 14:30:00+00:00,-5.26,2010,3,8,Thursday
1.6%,USD,2010-08-27 08:30:00,1.5%,better,High,Prelim GDP q/q,2.4%,accurate,35,2010-08-27 12:30:00+00:00,-6.67,2010,3,8,Friday
1.9%,USD,2010-08-27 08:30:00,1.8%,accurate,Low,Prelim GDP Price Index q/q,1.8%,accurate,35,2010-08-27 12:30:00+00:00,-5.56,2010,3,8,Friday
68.9,USD,2010-08-27 09:55:00,69.8,worse,Medium,Revised UoM Consumer Sentiment,69.6,accurate,35,2010-08-27 13:55:00+00:00,1.29,2010,3,8,Friday
7.1,USD,2010-08-16 08:30:00,8.1,worse,Medium,Empire State Manufacturing Index,5.1,accurate,34,2010-08-16 12:30:00+00:00,12.35,2010,3,8,Monday
44.4B,USD,2010-08-16 09:00:00,36.3B,better,High,TIC Long-Term Purchases,35.3B,accurate,34,2010-08-16 13:00:00+00:00,-22.31,2010,3,8,Monday
13,USD,2010-08-16 10:00:00,15,worse,Low,NAHB Housing Market Index,14,accurate,34,2010-08-16 14:00:00+00:00,13.33,2010,3,8,Monday
0.57M,USD,2010-08-17 08:30:00,0.58M,accurate,High,Building Permits,0.58M,accurate,34,2010-08-17 12:30:00+00:00,1.72,2010,3,8,Tuesday
0.2%,USD,2010-08-17 08:30:00,0.2%,accurate,High,PPI m/m,-0.5%,accurate,34,2010-08-17 12:30:00+00:00,0.0,2010,3,8,Tuesday
0.3%,USD,2010-08-17 08:30:00,0.2%,better,Medium,Core PPI m/m,0.1%,accurate,34,2010-08-17 12:30:00+00:00,-50.0,2010,3,8,Tuesday
0.55M,USD,2010-08-17 08:30:00,0.57M,accurate,Medium,Housing Starts,0.54M,accurate,34,2010-08-17 12:30:00+00:00,3.51,2010,3,8,Tuesday
74.8%,USD,2010-08-17 09:15:00,74.6%,better,Medium,Capacity Utilization Rate,74.1%,accurate,34,2010-08-17 13:15:00+00:00,-0.27,2010,3,8,Tuesday
1.0%,USD,2010-08-17 09:15:00,0.5%,better,Medium,Industrial Production m/m,-0.1%,worse,34,2010-08-17 13:15:00+00:00,-100.0,2010,3,8,Tuesday
-0.8M,USD,2010-08-18 10:30:00,-1.1M,accurate,Medium,Crude Oil Inventories,-3.0M,accurate,34,2010-08-18 14:30:00+00:00,-27.27,2010,3,8,Wednesday
500K,USD,2010-08-19 08:30:00,478K,worse,High,Unemployment Claims,488K,accurate,34,2010-08-19 12:30:00+00:00,-4.6,2010,3,8,Thursday
-7.7,USD,2010-08-19 10:00:00,7.1,worse,High,Philly Fed Manufacturing Index,5.1,accurate,34,2010-08-19 14:00:00+00:00,208.45,2010,3,8,Thursday
0.1%,USD,2010-08-19 10:00:00,0.2%,worse,Low,CB Leading Index m/m,-0.3%,worse,34,2010-08-19 14:00:00+00:00,50.0,2010,3,8,Thursday
27B,USD,2010-08-19 10:30:00,32B,accurate,Low,Natural Gas Storage,37B,accurate,34,2010-08-19 14:30:00+00:00,15.62,2010,3,8,Thursday
88.1,USD,2010-08-10 07:30:00,88.1,accurate,Low,NFIB Small Business Index,89.0,accurate,33,2010-08-10 11:30:00+00:00,0.0,2010,3,8,Tuesday
-0.9%,USD,2010-08-10 08:30:00,0.3%,better,Medium,Prelim Nonfarm Productivity q/q,2.8%,better,33,2010-08-10 12:30:00+00:00,400.0,2010,3,8,Tuesday
0.2%,USD,2010-08-10 08:30:00,1.4%,worse,Medium,Prelim Unit Labor Costs q/q,-1.3%,better,33,2010-08-10 12:30:00+00:00,85.71,2010,3,8,Tuesday
0.1%,USD,2010-08-10 10:00:00,0.5%,better,Low,Final Wholesale Inventories m/m,0.5%,accurate,33,2010-08-10 14:00:00+00:00,80.0,2010,3,8,Tuesday
43.6,USD,2010-08-10 10:00:00,45.6,worse,Low,IBD/TIPP Economic Optimism,44.7,accurate,33,2010-08-10 14:00:00+00:00,4.39,2010,3,8,Tuesday
<0.25%,USD,2010-08-10 14:15:00,<0.25%,accurate,High,Federal Funds Rate,<0.25%,accurate,33,2010-08-10 18:15:00+00:00,0.0,2010,3,8,Tuesday
-49.9B,USD,2010-08-11 08:30:00,-42.0B,worse,High,Trade Balance,-42.0B,accurate,33,2010-08-11 12:30:00+00:00,18.81,2010,3,8,Wednesday
-3.0M,USD,2010-08-11 10:30:00,-1.9M,accurate,Medium,Crude Oil Inventories,-2.8M,accurate,33,2010-08-11 14:30:00+00:00,57.89,2010,3,8,Wednesday
-165.0B,USD,2010-08-11 13:45:00,-168.2B,better,Medium,Federal Budget Balance,-68.4B,accurate,33,2010-08-11 17:45:00+00:00,-1.9,2010,3,8,Wednesday
484K,USD,2010-08-12 08:30:00,465K,worse,High,Unemployment Claims,482K,accurate,33,2010-08-12 12:30:00+00:00,-4.09,2010,3,8,Thursday
0.2%,USD,2010-08-12 08:30:00,0.4%,worse,Medium,Import Prices m/m,-1.3%,accurate,33,2010-08-12 12:30:00+00:00,50.0,2010,3,8,Thursday
37B,USD,2010-08-12 10:30:00,35B,accurate,Low,Natural Gas Storage,29B,accurate,33,2010-08-12 14:30:00+00:00,-5.71,2010,3,8,Thursday
0.1%,USD,2010-08-13 08:30:00,0.1%,accurate,High,Core CPI m/m,0.2%,accurate,33,2010-08-13 12:30:00+00:00,0.0,2010,3,8,Friday
0.2%,USD,2010-08-13 08:30:00,0.3%,worse,High,Core Retail Sales m/m,-0.1%,accurate,33,2010-08-13 12:30:00+00:00,33.33,2010,3,8,Friday
0.4%,USD,2010-08-13 08:30:00,0.5%,worse,High,Retail Sales m/m,-0.3%,better,33,2010-08-13 12:30:00+00:00,20.0,2010,3,8,Friday
0.3%,USD,2010-08-13 08:30:00,0.2%,better,Medium,CPI m/m,-0.1%,accurate,33,2010-08-13 12:30:00+00:00,-50.0,2010,3,8,Friday
69.6,USD,2010-08-13 09:55:00,69.4,accurate,High,Prelim UoM Consumer Sentiment,67.8,better,33,2010-08-13 13:55:00+00:00,-0.29,2010,3,8,Friday
0.3%,USD,2010-08-13 10:00:00,0.3%,accurate,Medium,Business Inventories m/m,0.2%,worse,33,2010-08-13 14:00:00+00:00,0.0,2010,3,8,Friday
55.5,USD,2010-08-02 10:00:00,54.2,better,High,ISM Manufacturing PMI,56.2,accurate,32,2010-08-02 14:00:00+00:00,-2.4,2010,3,8,Monday
0.1%,USD,2010-08-02 10:00:00,-0.4%,better,Low,Construction Spending m/m,-1.0%,worse,32,2010-08-02 14:00:00+00:00,-125.0,2010,3,8,Monday
57.5,USD,2010-08-02 10:00:00,55.2,better,Low,ISM Manufacturing Prices,57.0,accurate,32,2010-08-02 14:00:00+00:00,-4.17,2010,3,8,Monday
0.0%,USD,2010-08-03 08:30:00,0.1%,worse,Medium,Core PCE Price Index m/m,0.1%,worse,32,2010-08-03 12:30:00+00:00,100.0,2010,3,8,Tuesday
0.0%,USD,2010-08-03 08:30:00,0.1%,worse,Medium,Personal Spending m/m,0.1%,worse,32,2010-08-03 12:30:00+00:00,100.0,2010,3,8,Tuesday
