actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,forecast_error_ratio,year,quarter,month,day_name
-2,USD,2013-05-28 10:00:00,2,worse,Low,Richmond Manufacturing Index,-6,accurate,22,2013-05-28 14:00:00+00:00,-200.0,2013,2,5,Tuesday
2.4%,USD,2013-05-30 08:30:00,2.5%,worse,High,Prelim GDP q/q,2.5%,accurate,22,2013-05-30 12:30:00+00:00,-4.0,2013,2,5,Thursday
354K,USD,2013-05-30 08:30:00,342K,worse,High,Unemployment Claims,344K,accurate,22,2013-05-30 12:30:00+00:00,3.51,2013,2,5,Thursday
1.1%,USD,2013-05-30 08:30:00,1.2%,accurate,Low,Prelim GDP Price Index q/q,1.2%,accurate,22,2013-05-30 12:30:00+00:00,-8.33,2013,2,5,Thursday
0.3%,USD,2013-05-30 10:00:00,1.3%,worse,High,Pending Home Sales m/m,1.5%,accurate,22,2013-05-30 14:00:00+00:00,-76.92,2013,2,5,Thursday
88B,USD,2013-05-30 10:30:00,85B,accurate,Low,Natural Gas Storage,89B,accurate,22,2013-05-30 14:30:00+00:00,3.53,2013,2,5,Thursday
3.0M,USD,2013-05-30 11:00:00,-0.8M,accurate,Medium,Crude Oil Inventories,-0.3M,accurate,22,2013-05-30 15:00:00+00:00,475.0,2013,2,5,Thursday
0.0%,USD,2013-05-31 08:30:00,0.1%,worse,Medium,Core PCE Price Index m/m,0.1%,better,22,2013-05-31 12:30:00+00:00,-100.0,2013,2,5,Friday
-0.2%,USD,2013-05-31 08:30:00,0.2%,worse,Medium,Personal Spending m/m,0.1%,worse,22,2013-05-31 12:30:00+00:00,-200.0,2013,2,5,Friday
0.0%,USD,2013-05-31 08:30:00,0.2%,worse,Low,Personal Income m/m,0.3%,better,22,2013-05-31 12:30:00+00:00,-100.0,2013,2,5,Friday
58.7,USD,2013-05-31 09:45:00,50.3,better,Medium,Chicago PMI,49.0,accurate,22,2013-05-31 13:45:00+00:00,16.7,2013,2,5,Friday
84.5,USD,2013-05-31 09:55:00,84.1,accurate,Medium,Revised UoM Consumer Sentiment,83.7,accurate,22,2013-05-31 13:55:00+00:00,0.48,2013,2,5,Friday
4.97M,USD,2013-05-22 10:00:00,4.99M,accurate,High,Existing Home Sales,4.94M,accurate,21,2013-05-22 14:00:00+00:00,-0.4,2013,2,5,Wednesday
-0.3M,USD,2013-05-22 10:30:00,-0.4M,accurate,Medium,Crude Oil Inventories,-0.6M,accurate,21,2013-05-22 14:30:00+00:00,25.0,2013,2,5,Wednesday
340K,USD,2013-05-23 08:30:00,347K,better,High,Unemployment Claims,363K,accurate,21,2013-05-23 12:30:00+00:00,-2.02,2013,2,5,Thursday
51.9,USD,2013-05-23 09:00:00,51.6,accurate,Medium,Flash Manufacturing PMI,52.1,accurate,21,2013-05-23 13:00:00+00:00,0.58,2013,2,5,Thursday
1.3%,USD,2013-05-23 09:00:00,0.9%,better,Low,HPI m/m,0.9%,better,21,2013-05-23 13:00:00+00:00,44.44,2013,2,5,Thursday
454K,USD,2013-05-23 10:00:00,429K,better,High,New Home Sales,444K,better,21,2013-05-23 14:00:00+00:00,5.83,2013,2,5,Thursday
89B,USD,2013-05-23 10:30:00,90B,accurate,Low,Natural Gas Storage,99B,accurate,21,2013-05-23 14:30:00+00:00,-1.11,2013,2,5,Thursday
1.3%,USD,2013-05-24 08:30:00,0.6%,better,High,Core Durable Goods Orders m/m,-1.5%,accurate,21,2013-05-24 12:30:00+00:00,116.67,2013,2,5,Friday
3.3%,USD,2013-05-24 08:30:00,1.6%,better,Medium,Durable Goods Orders m/m,-6.9%,worse,21,2013-05-24 12:30:00+00:00,106.25,2013,2,5,Friday
-0.1%,USD,2013-05-13 08:30:00,-0.1%,accurate,High,Core Retail Sales m/m,-0.4%,accurate,20,2013-05-13 12:30:00+00:00,0.0,2013,2,5,Monday
0.1%,USD,2013-05-13 08:30:00,-0.3%,better,High,Retail Sales m/m,-0.5%,worse,20,2013-05-13 12:30:00+00:00,133.33,2013,2,5,Monday
0.0%,USD,2013-05-13 10:00:00,0.3%,better,Medium,Business Inventories m/m,0.0%,better,20,2013-05-13 14:00:00+00:00,-100.0,2013,2,5,Monday
92.1,USD,2013-05-14 07:30:00,89.9,better,Low,NFIB Small Business Index,89.5,accurate,20,2013-05-14 11:30:00+00:00,2.45,2013,2,5,Tuesday
-0.5%,USD,2013-05-14 08:30:00,-0.5%,accurate,Medium,Import Prices m/m,-0.2%,better,20,2013-05-14 12:30:00+00:00,0.0,2013,2,5,Tuesday
-0.7%,USD,2013-05-15 08:30:00,-0.6%,worse,High,PPI m/m,-0.6%,accurate,20,2013-05-15 12:30:00+00:00,-16.67,2013,2,5,Wednesday
0.1%,USD,2013-05-15 08:30:00,0.1%,accurate,Medium,Core PPI m/m,0.2%,accurate,20,2013-05-15 12:30:00+00:00,0.0,2013,2,5,Wednesday
-1.4,USD,2013-05-15 08:30:00,3.6,worse,Medium,Empire State Manufacturing Index,3.1,accurate,20,2013-05-15 12:30:00+00:00,-138.89,2013,2,5,Wednesday
-13.5B,USD,2013-05-15 09:00:00,33.8B,worse,Medium,TIC Long-Term Purchases,-13.3B,better,20,2013-05-15 13:00:00+00:00,-139.94,2013,2,5,Wednesday
77.8%,USD,2013-05-15 09:15:00,78.4%,worse,Medium,Capacity Utilization Rate,78.3%,worse,20,2013-05-15 13:15:00+00:00,-0.77,2013,2,5,Wednesday
-0.5%,USD,2013-05-15 09:15:00,-0.1%,worse,Medium,Industrial Production m/m,0.3%,worse,20,2013-05-15 13:15:00+00:00,-400.0,2013,2,5,Wednesday
44,USD,2013-05-15 10:00:00,43,better,Low,NAHB Housing Market Index,41,worse,20,2013-05-15 14:00:00+00:00,2.33,2013,2,5,Wednesday
-0.6M,USD,2013-05-15 10:30:00,0.5M,accurate,Medium,Crude Oil Inventories,0.2M,accurate,20,2013-05-15 14:30:00+00:00,-220.0,2013,2,5,Wednesday
1.02M,USD,2013-05-16 08:30:00,0.94M,better,High,Building Permits,0.89M,accurate,20,2013-05-16 12:30:00+00:00,8.51,2013,2,5,Thursday
0.1%,USD,2013-05-16 08:30:00,0.2%,worse,High,Core CPI m/m,0.1%,accurate,20,2013-05-16 12:30:00+00:00,-50.0,2013,2,5,Thursday
360K,USD,2013-05-16 08:30:00,332K,worse,High,Unemployment Claims,328K,worse,20,2013-05-16 12:30:00+00:00,8.43,2013,2,5,Thursday
-0.4%,USD,2013-05-16 08:30:00,-0.3%,worse,Medium,CPI m/m,-0.2%,accurate,20,2013-05-16 12:30:00+00:00,-33.33,2013,2,5,Thursday
0.85M,USD,2013-05-16 08:30:00,0.98M,worse,Medium,Housing Starts,1.02M,accurate,20,2013-05-16 12:30:00+00:00,-13.27,2013,2,5,Thursday
-5.2,USD,2013-05-16 10:00:00,2.5,worse,High,Philly Fed Manufacturing Index,1.3,accurate,20,2013-05-16 14:00:00+00:00,-308.0,2013,2,5,Thursday
99B,USD,2013-05-16 10:30:00,96B,accurate,Low,Natural Gas Storage,88B,accurate,20,2013-05-16 14:30:00+00:00,3.12,2013,2,5,Thursday
83.7,USD,2013-05-17 09:55:00,77.9,better,High,Prelim UoM Consumer Sentiment,76.4,better,20,2013-05-17 13:55:00+00:00,7.45,2013,2,5,Friday
0.6%,USD,2013-05-17 10:00:00,0.3%,better,Low,CB Leading Index m/m,-0.2%,worse,20,2013-05-17 14:00:00+00:00,100.0,2013,2,5,Friday
3.84M,USD,2013-05-07 10:00:00,3.79M,accurate,Medium,JOLTS Job Openings,3.90M,accurate,19,2013-05-07 14:00:00+00:00,1.32,2013,2,5,Tuesday
45.1,USD,2013-05-07 10:00:00,47.1,worse,Low,IBD/TIPP Economic Optimism,46.2,accurate,19,2013-05-07 14:00:00+00:00,-4.25,2013,2,5,Tuesday
8.0B,USD,2013-05-07 15:00:00,16.2B,worse,Low,Consumer Credit m/m,18.6B,better,19,2013-05-07 19:00:00+00:00,-50.62,2013,2,5,Tuesday
0.2M,USD,2013-05-08 10:30:00,2.1M,accurate,Medium,Crude Oil Inventories,6.7M,accurate,19,2013-05-08 14:30:00+00:00,-90.48,2013,2,5,Wednesday
323K,USD,2013-05-09 08:30:00,333K,better,High,Unemployment Claims,327K,accurate,19,2013-05-09 12:30:00+00:00,-3.0,2013,2,5,Thursday
0.4%,USD,2013-05-09 10:00:00,0.3%,worse,Low,Final Wholesale Inventories m/m,-0.3%,accurate,19,2013-05-09 14:00:00+00:00,33.33,2013,2,5,Thursday
88B,USD,2013-05-09 10:30:00,80B,accurate,Low,Natural Gas Storage,43B,accurate,19,2013-05-09 14:30:00+00:00,10.0,2013,2,5,Thursday
112.9B,USD,2013-05-10 13:59:00,108.3B,better,Medium,Federal Budget Balance,-106.5B,accurate,19,2013-05-10 17:59:00+00:00,4.25,2013,2,5,Friday
0.0%,USD,2013-04-29 08:30:00,0.1%,worse,Medium,Core PCE Price Index m/m,0.1%,accurate,18,2013-04-29 12:30:00+00:00,-100.0,2013,2,4,Monday
0.2%,USD,2013-04-29 08:30:00,0.2%,accurate,Medium,Personal Spending m/m,0.7%,accurate,18,2013-04-29 12:30:00+00:00,0.0,2013,2,4,Monday
0.2%,USD,2013-04-29 08:30:00,0.4%,worse,Low,Personal Income m/m,1.1%,accurate,18,2013-04-29 12:30:00+00:00,-50.0,2013,2,4,Monday
1.5%,USD,2013-04-29 10:00:00,1.1%,better,High,Pending Home Sales m/m,-1.0%,worse,18,2013-04-29 14:00:00+00:00,36.36,2013,2,4,Monday
0.3%,USD,2013-04-30 08:30:00,0.5%,worse,Medium,Employment Cost Index q/q,0.5%,accurate,18,2013-04-30 12:30:00+00:00,-40.0,2013,2,4,Tuesday
9.3%,USD,2013-04-30 09:00:00,9.1%,better,Medium,S&P/CS Composite-20 HPI y/y,8.1%,accurate,18,2013-04-30 13:00:00+00:00,2.2,2013,2,4,Tuesday
49.0,USD,2013-04-30 09:45:00,52.5,worse,Medium,Chicago PMI,52.4,accurate,18,2013-04-30 13:45:00+00:00,-6.67,2013,2,4,Tuesday
68.1,USD,2013-04-30 10:00:00,61.4,better,High,CB Consumer Confidence,61.9,better,18,2013-04-30 14:00:00+00:00,10.91,2013,2,4,Tuesday
119K,USD,2013-05-01 08:15:00,154K,worse,High,ADP Non-Farm Employment Change,131K,worse,18,2013-05-01 12:15:00+00:00,-22.73,2013,2,5,Wednesday
52.1,USD,2013-05-01 09:00:00,52.1,accurate,Low,Final Manufacturing PMI,52.0,accurate,18,2013-05-01 13:00:00+00:00,0.0,2013,2,5,Wednesday
50.7,USD,2013-05-01 10:00:00,51.0,accurate,High,ISM Manufacturing PMI,51.3,accurate,18,2013-05-01 14:00:00+00:00,-0.59,2013,2,5,Wednesday
-1.7%,USD,2013-05-01 10:00:00,0.7%,worse,Low,Construction Spending m/m,1.5%,better,18,2013-05-01 14:00:00+00:00,-342.86,2013,2,5,Wednesday
50.0,USD,2013-05-01 10:00:00,52.6,worse,Low,ISM Manufacturing Prices,54.5,accurate,18,2013-05-01 14:00:00+00:00,-4.94,2013,2,5,Wednesday
6.7M,USD,2013-05-01 10:30:00,1.2M,accurate,Medium,Crude Oil Inventories,0.9M,accurate,18,2013-05-01 14:30:00+00:00,458.33,2013,2,5,Wednesday
14.9M,USD,2013-05-01 01:00:00,15.2M,worse,Low,Total Vehicle Sales,15.3M,accurate,18,2013-05-01 05:00:00+00:00,-1.97,2013,2,5,Wednesday
<0.25%,USD,2013-05-01 14:00:00,<0.25%,accurate,Medium,Federal Funds Rate,<0.25%,accurate,18,2013-05-01 18:00:00+00:00,0.0,2013,2,5,Wednesday
-38.8B,USD,2013-05-02 08:30:00,-42.1B,better,High,Trade Balance,-43.6B,accurate,18,2013-05-02 12:30:00+00:00,7.84,2013,2,5,Thursday
324K,USD,2013-05-02 08:30:00,346K,better,High,Unemployment Claims,342K,accurate,18,2013-05-02 12:30:00+00:00,-6.36,2013,2,5,Thursday
0.7%,USD,2013-05-02 08:30:00,1.8%,better,Medium,Prelim Nonfarm Productivity q/q,-1.9%,accurate,18,2013-05-02 12:30:00+00:00,-61.11,2013,2,5,Thursday
0.5%,USD,2013-05-02 08:30:00,0.8%,worse,Medium,Prelim Unit Labor Costs q/q,4.6%,accurate,18,2013-05-02 12:30:00+00:00,-37.5,2013,2,5,Thursday
43B,USD,2013-05-02 10:30:00,27B,accurate,Low,Natural Gas Storage,30B,accurate,18,2013-05-02 14:30:00+00:00,59.26,2013,2,5,Thursday
165K,USD,2013-05-03 08:30:00,146K,better,High,Non-Farm Employment Change,138K,better,18,2013-05-03 12:30:00+00:00,13.01,2013,2,5,Friday
7.5%,USD,2013-05-03 08:30:00,7.6%,better,High,Unemployment Rate,7.6%,accurate,18,2013-05-03 12:30:00+00:00,-1.32,2013,2,5,Friday
0.2%,USD,2013-05-03 08:30:00,0.2%,accurate,Medium,Average Hourly Earnings m/m,0.0%,accurate,18,2013-05-03 12:30:00+00:00,0.0,2013,2,5,Friday
53.1,USD,2013-05-03 10:00:00,54.1,worse,High,ISM Non-Manufacturing PMI,54.4,accurate,18,2013-05-03 14:00:00+00:00,-1.85,2013,2,5,Friday
-4.0%,USD,2013-05-03 10:00:00,-2.8%,worse,Medium,Factory Orders m/m,1.9%,worse,18,2013-05-03 14:00:00+00:00,-42.86,2013,2,5,Friday
4.92M,USD,2013-04-22 10:00:00,5.02M,worse,High,Existing Home Sales,4.95M,worse,17,2013-04-22 14:00:00+00:00,-1.99,2013,2,4,Monday
52.0,USD,2013-04-23 09:00:00,53.8,worse,Medium,Flash Manufacturing PMI,54.6,accurate,17,2013-04-23 13:00:00+00:00,-3.35,2013,2,4,Tuesday
0.7%,USD,2013-04-23 09:00:00,0.7%,accurate,Low,HPI m/m,0.6%,accurate,17,2013-04-23 13:00:00+00:00,0.0,2013,2,4,Tuesday
417K,USD,2013-04-23 10:00:00,416K,accurate,High,New Home Sales,411K,accurate,17,2013-04-23 14:00:00+00:00,0.24,2013,2,4,Tuesday
-6,USD,2013-04-23 10:00:00,3,worse,Low,Richmond Manufacturing Index,3,accurate,17,2013-04-23 14:00:00+00:00,-300.0,2013,2,4,Tuesday
-1.4%,USD,2013-04-24 08:30:00,0.5%,worse,High,Core Durable Goods Orders m/m,-0.7%,worse,17,2013-04-24 12:30:00+00:00,-380.0,2013,2,4,Wednesday
-5.7%,USD,2013-04-24 08:30:00,-2.9%,worse,Medium,Durable Goods Orders m/m,5.6%,accurate,17,2013-04-24 12:30:00+00:00,-96.55,2013,2,4,Wednesday
0.9M,USD,2013-04-24 10:30:00,1.8M,accurate,Medium,Crude Oil Inventories,-1.2M,accurate,17,2013-04-24 14:30:00+00:00,-50.0,2013,2,4,Wednesday
339K,USD,2013-04-25 08:30:00,352K,better,High,Unemployment Claims,355K,accurate,17,2013-04-25 12:30:00+00:00,-3.69,2013,2,4,Thursday
30B,USD,2013-04-25 10:30:00,33B,accurate,Low,Natural Gas Storage,31B,accurate,17,2013-04-25 14:30:00+00:00,-9.09,2013,2,4,Thursday
2.5%,USD,2013-04-26 08:30:00,3.1%,worse,High,Advance GDP q/q,0.4%,better,17,2013-04-26 12:30:00+00:00,-19.35,2013,2,4,Friday
1.2%,USD,2013-04-26 08:30:00,1.3%,accurate,Medium,Advance GDP Price Index q/q,1.0%,better,17,2013-04-26 12:30:00+00:00,-7.69,2013,2,4,Friday
76.4,USD,2013-04-26 09:55:00,73.3,better,Medium,Revised UoM Consumer Sentiment,72.3,accurate,17,2013-04-26 13:55:00+00:00,4.23,2013,2,4,Friday
3.1,USD,2013-04-15 08:30:00,7.2,worse,Medium,Empire State Manufacturing Index,9.2,accurate,16,2013-04-15 12:30:00+00:00,-56.94,2013,2,4,Monday
-17.8B,USD,2013-04-15 09:00:00,41.3B,worse,Medium,TIC Long-Term Purchases,25.7B,accurate,16,2013-04-15 13:00:00+00:00,-143.1,2013,2,4,Monday
42,USD,2013-04-15 10:00:00,45,worse,Low,NAHB Housing Market Index,44,accurate,16,2013-04-15 14:00:00+00:00,-6.67,2013,2,4,Monday
0.90M,USD,2013-04-16 08:30:00,0.94M,worse,High,Building Permits,0.94M,accurate,16,2013-04-16 12:30:00+00:00,-4.26,2013,2,4,Tuesday
0.1%,USD,2013-04-16 08:30:00,0.2%,worse,High,Core CPI m/m,0.2%,accurate,16,2013-04-16 12:30:00+00:00,-50.0,2013,2,4,Tuesday
-0.2%,USD,2013-04-16 08:30:00,0.0%,worse,Medium,CPI m/m,0.7%,accurate,16,2013-04-16 12:30:00+00:00,-200.0,2013,2,4,Tuesday
1.04M,USD,2013-04-16 08:30:00,0.93M,better,Medium,Housing Starts,0.97M,better,16,2013-04-16 12:30:00+00:00,11.83,2013,2,4,Tuesday
78.5%,USD,2013-04-16 09:15:00,78.4%,accurate,Medium,Capacity Utilization Rate,79.6%,accurate,16,2013-04-16 13:15:00+00:00,0.13,2013,2,4,Tuesday
0.4%,USD,2013-04-16 09:15:00,0.3%,better,Medium,Industrial Production m/m,0.7%,accurate,16,2013-04-16 13:15:00+00:00,33.33,2013,2,4,Tuesday
-1.2M,USD,2013-04-17 10:30:00,1.2M,accurate,Medium,Crude Oil Inventories,0.3M,accurate,16,2013-04-17 14:30:00+00:00,-200.0,2013,2,4,Wednesday
352K,USD,2013-04-18 08:30:00,349K,accurate,High,Unemployment Claims,348K,accurate,16,2013-04-18 12:30:00+00:00,0.86,2013,2,4,Thursday
1.3,USD,2013-04-18 10:00:00,2.7,worse,High,Philly Fed Manufacturing Index,2.0,accurate,16,2013-04-18 14:00:00+00:00,-51.85,2013,2,4,Thursday
-0.1%,USD,2013-04-18 10:00:00,0.1%,worse,Low,CB Leading Index m/m,0.5%,accurate,16,2013-04-18 14:00:00+00:00,-200.0,2013,2,4,Thursday
31B,USD,2013-04-18 10:30:00,35B,accurate,Low,Natural Gas Storage,-14B,accurate,16,2013-04-18 14:30:00+00:00,-11.43,2013,2,4,Thursday
89.5,USD,2013-04-09 07:30:00,92.3,worse,Low,NFIB Small Business Index,90.8,accurate,15,2013-04-09 11:30:00+00:00,-3.03,2013,2,4,Tuesday
3.93M,USD,2013-04-09 10:00:00,3.74M,better,Medium,JOLTS Job Openings,3.61M,worse,15,2013-04-09 14:00:00+00:00,5.08,2013,2,4,Tuesday
-0.3%,USD,2013-04-09 10:00:00,0.5%,better,Low,Final Wholesale Inventories m/m,0.8%,better,15,2013-04-09 14:00:00+00:00,-160.0,2013,2,4,Tuesday
0.3M,USD,2013-04-10 10:30:00,1.6M,accurate,Medium,Crude Oil Inventories,2.7M,accurate,15,2013-04-10 14:30:00+00:00,-81.25,2013,2,4,Wednesday
-106.5B,USD,2013-04-10 15:50:00,-110.3B,better,Medium,Federal Budget Balance,-203.5B,accurate,15,2013-04-10 19:50:00+00:00,3.45,2013,2,4,Wednesday
346K,USD,2013-04-11 08:30:00,362K,better,High,Unemployment Claims,388K,accurate,15,2013-04-11 12:30:00+00:00,-4.42,2013,2,4,Thursday
-0.5%,USD,2013-04-11 08:30:00,-0.4%,accurate,Medium,Import Prices m/m,0.6%,worse,15,2013-04-11 12:30:00+00:00,-25.0,2013,2,4,Thursday
-14B,USD,2013-04-11 10:30:00,-12B,accurate,Low,Natural Gas Storage,-94B,accurate,15,2013-04-11 14:30:00+00:00,-16.67,2013,2,4,Thursday
-0.4%,USD,2013-04-12 08:30:00,-0.1%,worse,High,Core Retail Sales m/m,1.0%,accurate,15,2013-04-12 12:30:00+00:00,-300.0,2013,2,4,Friday
-0.6%,USD,2013-04-12 08:30:00,-0.2%,worse,High,PPI m/m,0.7%,accurate,15,2013-04-12 12:30:00+00:00,-200.0,2013,2,4,Friday
-0.4%,USD,2013-04-12 08:30:00,0.0%,worse,High,Retail Sales m/m,1.0%,worse,15,2013-04-12 12:30:00+00:00,-400.0,2013,2,4,Friday
0.2%,USD,2013-04-12 08:30:00,0.2%,accurate,Medium,Core PPI m/m,0.2%,accurate,15,2013-04-12 12:30:00+00:00,0.0,2013,2,4,Friday
72.3,USD,2013-04-12 09:55:00,79.1,worse,High,Prelim UoM Consumer Sentiment,78.6,better,15,2013-04-12 13:55:00+00:00,-8.6,2013,2,4,Friday
0.1%,USD,2013-04-12 10:00:00,0.4%,better,Medium,Business Inventories m/m,0.9%,better,15,2013-04-12 14:00:00+00:00,-75.0,2013,2,4,Friday
54.6,USD,2013-04-01 09:00:00,55.0,worse,Low,Final Manufacturing PMI,54.9,accurate,14,2013-04-01 13:00:00+00:00,-0.73,2013,2,4,Monday
51.3,USD,2013-04-01 10:00:00,54.2,worse,High,ISM Manufacturing PMI,54.2,accurate,14,2013-04-01 14:00:00+00:00,-5.35,2013,2,4,Monday
1.2%,USD,2013-04-01 10:00:00,1.1%,accurate,Low,Construction Spending m/m,-2.1%,accurate,14,2013-04-01 14:00:00+00:00,9.09,2013,2,4,Monday
54.5,USD,2013-04-01 10:00:00,60.1,worse,Low,ISM Manufacturing Prices,61.5,accurate,14,2013-04-01 14:00:00+00:00,-9.32,2013,2,4,Monday
3.0%,USD,2013-04-02 10:00:00,3.1%,accurate,Medium,Factory Orders m/m,-1.0%,better,14,2013-04-02 14:00:00+00:00,-3.23,2013,2,4,Tuesday
46.2,USD,2013-04-02 10:00:00,46.1,accurate,Low,IBD/TIPP Economic Optimism,42.2,accurate,14,2013-04-02 14:00:00+00:00,0.22,2013,2,4,Tuesday
15.3M,USD,2013-04-02 01:00:00,15.3M,accurate,Low,Total Vehicle Sales,15.4M,accurate,14,2013-04-02 05:00:00+00:00,0.0,2013,2,4,Tuesday
158K,USD,2013-04-03 08:15:00,203K,worse,High,ADP Non-Farm Employment Change,237K,better,14,2013-04-03 12:15:00+00:00,-22.17,2013,2,4,Wednesday
54.4,USD,2013-04-03 10:00:00,55.9,worse,High,ISM Non-Manufacturing PMI,56.0,accurate,14,2013-04-03 14:00:00+00:00,-2.68,2013,2,4,Wednesday
2.7M,USD,2013-04-03 10:30:00,1.8M,accurate,Medium,Crude Oil Inventories,3.3M,accurate,14,2013-04-03 14:30:00+00:00,50.0,2013,2,4,Wednesday
385K,USD,2013-04-04 08:30:00,352K,worse,High,Unemployment Claims,357K,accurate,14,2013-04-04 12:30:00+00:00,9.38,2013,2,4,Thursday
-94B,USD,2013-04-04 10:30:00,-89B,accurate,Low,Natural Gas Storage,-95B,accurate,14,2013-04-04 14:30:00+00:00,-5.62,2013,2,4,Thursday
88K,USD,2013-04-05 08:30:00,198K,worse,High,Non-Farm Employment Change,268K,better,14,2013-04-05 12:30:00+00:00,-55.56,2013,2,4,Friday
-43.0B,USD,2013-04-05 08:30:00,-44.8B,better,High,Trade Balance,-44.5B,accurate,14,2013-04-05 12:30:00+00:00,4.02,2013,2,4,Friday
7.6%,USD,2013-04-05 08:30:00,7.7%,better,High,Unemployment Rate,7.7%,accurate,14,2013-04-05 12:30:00+00:00,-1.3,2013,2,4,Friday
0.0%,USD,2013-04-05 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.1%,worse,14,2013-04-05 12:30:00+00:00,-100.0,2013,2,4,Friday
18.1B,USD,2013-04-05 15:00:00,15.5B,better,Low,Consumer Credit m/m,12.7B,worse,14,2013-04-05 19:00:00+00:00,16.77,2013,2,4,Friday
-0.5%,USD,2013-03-26 08:30:00,0.7%,worse,High,Core Durable Goods Orders m/m,2.3%,better,13,2013-03-26 12:30:00+00:00,-171.43,2013,1,3,Tuesday
5.7%,USD,2013-03-26 08:30:00,3.9%,better,Medium,Durable Goods Orders m/m,-4.9%,better,13,2013-03-26 12:30:00+00:00,46.15,2013,1,3,Tuesday
8.1%,USD,2013-03-26 09:00:00,7.9%,better,Medium,S&P/CS Composite-20 HPI y/y,6.8%,accurate,13,2013-03-26 13:00:00+00:00,2.53,2013,1,3,Tuesday
3,USD,2013-03-26 09:59:00,8,worse,Low,Richmond Manufacturing Index,6,accurate,13,2013-03-26 13:59:00+00:00,-62.5,2013,1,3,Tuesday
59.7,USD,2013-03-26 10:00:00,67.9,worse,High,CB Consumer Confidence,68.0,worse,13,2013-03-26 14:00:00+00:00,-12.08,2013,1,3,Tuesday
411K,USD,2013-03-26 10:00:00,426K,worse,High,New Home Sales,431K,worse,13,2013-03-26 14:00:00+00:00,-3.52,2013,1,3,Tuesday
-0.4%,USD,2013-03-27 10:00:00,-0.3%,accurate,High,Pending Home Sales m/m,3.8%,worse,13,2013-03-27 14:00:00+00:00,-33.33,2013,1,3,Wednesday
3.3M,USD,2013-03-27 10:30:00,1.5M,accurate,Medium,Crude Oil Inventories,-1.3M,accurate,13,2013-03-27 14:30:00+00:00,120.0,2013,1,3,Wednesday
357K,USD,2013-03-28 08:30:00,340K,worse,High,Unemployment Claims,341K,worse,13,2013-03-28 12:30:00+00:00,5.0,2013,1,3,Thursday
0.4%,USD,2013-03-28 08:30:00,0.5%,worse,Medium,Final GDP q/q,0.1%,accurate,13,2013-03-28 12:30:00+00:00,-20.0,2013,1,3,Thursday
1.0%,USD,2013-03-28 08:30:00,0.9%,accurate,Low,Final GDP Price Index q/q,0.9%,accurate,13,2013-03-28 12:30:00+00:00,11.11,2013,1,3,Thursday
52.4,USD,2013-03-28 09:45:00,56.5,worse,Medium,Chicago PMI,56.8,accurate,13,2013-03-28 13:45:00+00:00,-7.26,2013,1,3,Thursday
-95B,USD,2013-03-28 10:30:00,-85B,accurate,Low,Natural Gas Storage,-62B,accurate,13,2013-03-28 14:30:00+00:00,-11.76,2013,1,3,Thursday
0.1%,USD,2013-03-29 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.2%,better,13,2013-03-29 12:30:00+00:00,0.0,2013,1,3,Friday
0.7%,USD,2013-03-29 08:30:00,0.6%,better,Medium,Personal Spending m/m,0.4%,better,13,2013-03-29 12:30:00+00:00,16.67,2013,1,3,Friday
1.1%,USD,2013-03-29 08:30:00,1.0%,better,Low,Personal Income m/m,-3.7%,worse,13,2013-03-29 12:30:00+00:00,10.0,2013,1,3,Friday
78.6,USD,2013-03-29 09:55:00,73.2,better,Medium,Revised UoM Consumer Sentiment,71.8,accurate,13,2013-03-29 13:55:00+00:00,7.38,2013,1,3,Friday
44,USD,2013-03-18 10:00:00,48,worse,Low,NAHB Housing Market Index,46,accurate,12,2013-03-18 14:00:00+00:00,-8.33,2013,1,3,Monday
0.95M,USD,2013-03-19 08:30:00,0.93M,accurate,High,Building Permits,0.90M,worse,12,2013-03-19 12:30:00+00:00,2.15,2013,1,3,Tuesday
0.92M,USD,2013-03-19 08:30:00,0.92M,accurate,Medium,Housing Starts,0.91M,accurate,12,2013-03-19 12:30:00+00:00,0.0,2013,1,3,Tuesday
-1.3M,USD,2013-03-20 10:30:00,1.8M,accurate,Medium,Crude Oil Inventories,2.6M,accurate,12,2013-03-20 14:30:00+00:00,-172.22,2013,1,3,Wednesday
<0.25%,USD,2013-03-20 14:00:00,<0.25%,accurate,Medium,Federal Funds Rate,<0.25%,accurate,12,2013-03-20 18:00:00+00:00,0.0,2013,1,3,Wednesday
336K,USD,2013-03-21 08:30:00,343K,better,High,Unemployment Claims,334K,accurate,12,2013-03-21 12:30:00+00:00,-2.04,2013,1,3,Thursday
54.9,USD,2013-03-21 09:00:00,55.1,accurate,Medium,Flash Manufacturing PMI,54.3,worse,12,2013-03-21 13:00:00+00:00,-0.36,2013,1,3,Thursday
0.6%,USD,2013-03-21 09:00:00,0.7%,worse,Low,HPI m/m,0.5%,worse,12,2013-03-21 13:00:00+00:00,-14.29,2013,1,3,Thursday
4.98M,USD,2013-03-21 10:00:00,5.02M,worse,High,Existing Home Sales,4.94M,accurate,12,2013-03-21 14:00:00+00:00,-0.8,2013,1,3,Thursday
