actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name,open_released,high_released,low_released,close_released,high_5,low_5,close_5,volatility_5,direction_5,pips_agg_5,pips_candle_5,high_10,low_10,close_10,volatility_10,direction_10,pips_agg_10,pips_candle_10,high_15,low_15,close_15,volatility_15,direction_15,pips_agg_15,pips_candle_15,high_30,low_30,close_30,volatility_30,direction_30,pips_agg_30,pips_candle_30,high_60,low_60,close_60,volatility_60,direction_60,pips_agg_60,pips_candle_60,high_90,low_90,close_90,volatility_90,direction_90,pips_agg_90,pips_candle_90,high_120,low_120,close_120,volatility_120,direction_120,pips_agg_120,pips_candle_120,high_180,low_180,close_180,volatility_180,direction_180,pips_agg_180,pips_candle_180,high_240,low_240,close_240,volatility_240,direction_240,pips_agg_240,pips_candle_240
43.2,USD,2008-01-08 10:00:00,43.1,accurate,Low,IBD/TIPP Economic Optimism,44.4,accurate,2,2008-01-08 15:00:00+00:00,-0.23,2008,1,1,Tuesday,14732,14735,14724,14728,14743,14719,14723,24,down,5,7,14731,14715,14721,16,down,7,3,14725,14716,14722,9,up,6,3,14718,14705,14713,13,down,15,8,14716,14708,14713,8,down,15,1,14720,14712,14717,8,up,11,2,14717,14711,14713,6,down,15,2,14715,14710,14713,5,down,15,1,14713,14705,14710,8,down,18,1
15.4B,USD,2008-01-08 15:00:00,7.5B,better,Low,Consumer Credit m/m,2.0B,worse,2,2008-01-08 20:00:00+00:00,-105.33,2008,1,1,Tuesday,14710,14713,14705,14707,14710,14704,14708,6,up,1,1,14712,14705,14708,7,down,1,1,14710,14704,14708,6,down,1,0,14713,14703,14709,10,up,2,3,14713,14705,14707,8,down,0,5,14708,14700,14708,8,up,1,6,14706,14702,14704,4,down,3,1,14710,14705,14707,5,up,0,1,14707,14701,14704,6,down,3,1
-6.7M,USD,2008-01-09 10:30:00,-2.1M,accurate,Low,Crude Oil Inventories,-4.0M,accurate,2,2008-01-09 15:30:00+00:00,219.05,2008,1,1,Wednesday,14671,14672,14663,14668,14671,14664,14668,7,down,0,0,14675,14665,14669,10,up,1,2,14671,14649,14653,22,down,15,15,14669,14652,14668,17,up,0,13,14667,14659,14663,8,down,5,2,14666,14659,14659,7,down,9,2,14671,14665,14669,6,up,1,0,14668,14659,14662,9,down,6,2,14645,14636,14643,9,down,25,2
322K,USD,2008-01-10 08:30:00,340K,better,Medium,Unemployment Claims,337K,accurate,2,2008-01-10 13:30:00+00:00,5.29,2008,1,1,Thursday,14660,14667,14657,14660,14664,14654,14659,10,down,1,0,14667,14652,14663,15,up,3,5,14674,14657,14665,17,up,5,0,14669,14655,14665,14,down,5,0,14705,14683,14695,22,up,35,7,14742,14727,14739,15,up,79,0,14740,14726,14733,14,down,73,5,14737,14728,14734,9,up,74,0,14786,14759,14781,27,up,121,10
0.6%,USD,2008-01-10 10:00:00,0.4%,worse,Low,Final Wholesale Inventories m/m,0.0%,accurate,2,2008-01-10 15:00:00+00:00,-50.0,2008,1,1,Thursday,14739,14742,14727,14739,14750,14731,14745,19,up,6,7,14751,14735,14743,16,down,4,4,14748,14736,14743,12,down,4,1,14740,14726,14733,14,down,6,5,14741,14731,14734,10,up,5,0,14737,14728,14734,9,down,5,0,14742,14734,14735,8,up,4,4,14813,14798,14802,15,up,63,7,14799,14790,14792,9,down,53,5
-171B,USD,2008-01-10 10:30:00,-163B,accurate,Low,Natural Gas Storage,-87B,accurate,2,2008-01-10 15:30:00+00:00,4.91,2008,1,1,Thursday,14738,14740,14726,14733,14746,14730,14737,16,up,4,2,14744,14732,14735,12,down,2,0,14741,14730,14735,11,down,2,2,14741,14731,14734,10,down,1,0,14737,14728,14734,9,down,1,0,14742,14734,14735,8,up,2,4,14786,14759,14781,27,up,48,10,14802,14792,14800,10,up,67,5,14798,14788,14795,10,down,62,6
-63.1B,USD,2008-01-11 08:30:00,-59.5B,worse,High,Trade Balance,-57.8B,accurate,2,2008-01-11 13:30:00+00:00,6.05,2008,1,1,Friday,14780,14786,14775,14779,14800,14772,14776,28,down,3,5,14783,14769,14780,14,up,1,4,14784,14772,14780,12,down,1,0,14807,14789,14795,18,up,16,2,14789,14780,14785,9,down,6,2,14789,14780,14783,9,down,4,5,14788,14779,14782,9,down,3,3,14804,14789,14802,15,up,23,11,14786,14780,14784,6,down,5,1
0.0%,USD,2008-01-11 08:30:00,0.0%,accurate,Medium,Import Prices m/m,3.3%,better,2,2008-01-11 13:30:00+00:00,0.0,2008,1,1,Friday,14780,14786,14775,14779,14800,14772,14776,28,down,3,5,14783,14769,14780,14,up,1,4,14784,14772,14780,12,down,1,0,14807,14789,14795,18,up,16,2,14789,14780,14785,9,down,6,2,14789,14780,14783,9,down,4,5,14788,14779,14782,9,down,3,3,14804,14789,14802,15,up,23,11,14786,14780,14784,6,down,5,1
48.3B,USD,2008-01-11 14:00:00,50.0B,accurate,Medium,Federal Budget Balance,-98.2B,accurate,2,2008-01-11 19:00:00+00:00,3.4,2008,1,1,Friday,14787,14789,14783,14787,14789,14782,14786,7,down,1,1,14793,14786,14789,7,up,2,2,14789,14784,14787,5,down,0,1,14788,14780,14784,8,down,3,2,14788,14778,14786,10,up,1,5,14777,14768,14774,9,down,13,3,14779,14772,14774,7,down,13,1,14775,14770,14772,5,down,15,1,14772,14772,14772,0,down,15,0
-0.4%,USD,2008-01-15 08:30:00,-0.1%,worse,High,Core Retail Sales m/m,1.7%,worse,3,2008-01-15 13:30:00+00:00,300.0,2008,1,1,Tuesday,14886,14892,14881,14885,14906,14885,14899,21,up,14,14,14912,14892,14904,20,up,19,3,14908,14885,14888,23,down,3,16,14900,14885,14895,15,up,10,5,14913,14902,14912,11,up,27,6,14914,14902,14906,12,down,21,2,14891,14882,14887,9,down,2,2,14853,14831,14834,22,down,51,15,14851,14844,14846,7,up,39,0
-0.1%,USD,2008-01-15 08:30:00,0.2%,worse,High,PPI m/m,3.2%,accurate,3,2008-01-15 13:30:00+00:00,150.0,2008,1,1,Tuesday,14886,14892,14881,14885,14906,14885,14899,21,up,14,14,14912,14892,14904,20,up,19,3,14908,14885,14888,23,down,3,16,14900,14885,14895,15,up,10,5,14913,14902,14912,11,up,27,6,14914,14902,14906,12,down,21,2,14891,14882,14887,9,down,2,2,14853,14831,14834,22,down,51,15,14851,14844,14846,7,up,39,0
-0.4%,USD,2008-01-15 08:30:00,0.0%,worse,High,Retail Sales m/m,1.0%,worse,3,2008-01-15 13:30:00+00:00,-400.0,2008,1,1,Tuesday,14886,14892,14881,14885,14906,14885,14899,21,up,14,14,14912,14892,14904,20,up,19,3,14908,14885,14888,23,down,3,16,14900,14885,14895,15,up,10,5,14913,14902,14912,11,up,27,6,14914,14902,14906,12,down,21,2,14891,14882,14887,9,down,2,2,14853,14831,14834,22,down,51,15,14851,14844,14846,7,up,39,0
0.2%,USD,2008-01-15 08:30:00,0.2%,accurate,Medium,Core PPI m/m,0.4%,accurate,3,2008-01-15 13:30:00+00:00,0.0,2008,1,1,Tuesday,14886,14892,14881,14885,14906,14885,14899,21,up,14,14,14912,14892,14904,20,up,19,3,14908,14885,14888,23,down,3,16,14900,14885,14895,15,up,10,5,14913,14902,14912,11,up,27,6,14914,14902,14906,12,down,21,2,14891,14882,14887,9,down,2,2,14853,14831,14834,22,down,51,15,14851,14844,14846,7,up,39,0
9.0,USD,2008-01-15 08:30:00,10.1,worse,Medium,Empire State Manufacturing Index,10.3,accurate,3,2008-01-15 13:30:00+00:00,10.89,2008,1,1,Tuesday,14886,14892,14881,14885,14906,14885,14899,21,up,14,14,14912,14892,14904,20,up,19,3,14908,14885,14888,23,down,3,16,14900,14885,14895,15,up,10,5,14913,14902,14912,11,up,27,6,14914,14902,14906,12,down,21,2,14891,14882,14887,9,down,2,2,14853,14831,14834,22,down,51,15,14851,14844,14846,7,up,39,0
0.4%,USD,2008-01-15 10:00:00,0.4%,accurate,Medium,Business Inventories m/m,0.1%,accurate,3,2008-01-15 15:00:00+00:00,0.0,2008,1,1,Tuesday,14908,14914,14902,14906,14908,14895,14903,13,down,3,3,14906,14889,14894,17,down,12,10,14896,14886,14891,10,down,15,4,14891,14882,14887,9,down,19,2,14856,14848,14853,8,down,53,1,14853,14831,14834,22,down,72,15,14842,14834,14839,8,up,67,1,14849,14840,14842,9,up,64,7,14842,14832,14841,10,down,65,5
0.2%,USD,2008-01-16 08:30:00,0.2%,accurate,High,Core CPI m/m,0.3%,accurate,3,2008-01-16 13:30:00+00:00,0.0,2008,1,1,Wednesday,14796,14802,14793,14799,14816,14789,14800,27,up,1,2,14803,14777,14787,26,down,12,14,14796,14779,14791,17,up,8,5,14801,14787,14793,14,up,6,1,14813,14798,14804,15,up,5,5,14822,14805,14806,17,up,7,12,14815,14795,14803,20,down,4,0,14659,14639,14654,20,down,145,13,14653,14637,14644,16,down,155,6
0.3%,USD,2008-01-16 08:30:00,0.2%,better,Medium,CPI m/m,0.8%,accurate,3,2008-01-16 13:30:00+00:00,-50.0,2008,1,1,Wednesday,14796,14802,14793,14799,14816,14789,14800,27,up,1,2,14803,14777,14787,26,down,12,14,14796,14779,14791,17,up,8,5,14801,14787,14793,14,up,6,1,14813,14798,14804,15,up,5,5,14822,14805,14806,17,up,7,12,14815,14795,14803,20,down,4,0,14659,14639,14654,20,down,145,13,14653,14637,14644,16,down,155,6
90.9B,USD,2008-01-16 09:00:00,70.0B,better,High,TIC Long-Term Purchases,114.0B,accurate,3,2008-01-16 14:00:00+00:00,-29.86,2008,1,1,Wednesday,14792,14801,14787,14793,14795,14784,14789,11,down,4,5,14801,14786,14800,15,up,7,11,14807,14794,14802,13,up,9,3,14813,14798,14804,15,up,11,5,14822,14805,14806,17,up,13,12,14815,14795,14803,20,down,10,0,14699,14678,14681,21,down,112,15,14645,14631,14639,14,down,154,0,14657,14646,14654,11,up,139,3
81.4%,USD,2008-01-16 09:15:00,81.2%,better,Medium,Capacity Utilization Rate,81.6%,accurate,3,2008-01-16 14:15:00+00:00,-0.25,2008,1,1,Wednesday,14799,14807,14794,14802,14807,14796,14798,11,down,4,4,14814,14793,14810,21,up,8,11,14813,14798,14804,15,down,2,5,14823,14805,14821,18,up,19,10,14811,14793,14800,18,down,2,6,14806,14769,14777,37,down,25,27,14652,14592,14603,60,down,199,46,14655,14638,14645,17,up,157,2,14662,14654,14656,8,up,146,1
0.0%,USD,2008-01-16 09:15:00,-0.1%,better,Medium,Industrial Production m/m,0.3%,accurate,3,2008-01-16 14:15:00+00:00,-100.0,2008,1,1,Wednesday,14799,14807,14794,14802,14807,14796,14798,11,down,4,4,14814,14793,14810,21,up,8,11,14813,14798,14804,15,down,2,5,14823,14805,14821,18,up,19,10,14811,14793,14800,18,down,2,6,14806,14769,14777,37,down,25,27,14652,14592,14603,60,down,199,46,14655,14638,14645,17,up,157,2,14662,14654,14656,8,up,146,1
4.3M,USD,2008-01-16 10:30:00,1.3M,accurate,Low,Crude Oil Inventories,-6.7M,accurate,3,2008-01-16 15:30:00+00:00,-230.77,2008,1,1,Wednesday,14803,14815,14795,14803,14812,14801,14808,11,up,5,1,14809,14794,14808,15,down,5,2,14806,14769,14777,37,down,26,27,14699,14678,14681,21,down,122,15,14659,14639,14654,20,down,149,13,14645,14631,14639,14,down,164,0,14653,14637,14644,16,up,159,6,14659,14651,14655,8,up,148,1,14676,14669,14672,7,up,131,2
19,USD,2008-01-16 13:00:00,19,accurate,Low,NAHB Housing Market Index,18,worse,3,2008-01-16 18:00:00+00:00,0.0,2008,1,1,Wednesday,14651,14657,14646,14654,14662,14649,14659,13,up,5,5,14661,14653,14659,8,down,5,2,14662,14654,14656,8,down,2,1,14659,14651,14655,8,down,1,1,14681,14672,14676,9,up,22,2,14676,14669,14672,7,down,18,2,14674,14653,14657,21,down,3,13,14657,14649,14655,8,down,1,1,14652,14647,14650,5,down,4,0
1.07M,USD,2008-01-17 08:30:00,1.14M,worse,High,Building Permits,1.16M,accurate,3,2008-01-17 13:30:00+00:00,6.14,2008,1,1,Thursday,14690,14693,14685,14692,14697,14671,14672,26,down,20,22,14670,14655,14666,15,down,26,1,14678,14657,14674,21,up,18,8,14685,14664,14678,21,up,14,3,14669,14658,14666,11,down,26,7,14693,14680,14684,13,up,8,4,14673,14650,14666,23,down,26,3,14692,14676,14687,16,up,5,1,14703,14686,14695,17,up,3,6
1.01M,USD,2008-01-17 08:30:00,1.15M,worse,Medium,Housing Starts,1.17M,accurate,3,2008-01-17 13:30:00+00:00,12.17,2008,1,1,Thursday,14690,14693,14685,14692,14697,14671,14672,26,down,20,22,14670,14655,14666,15,down,26,1,14678,14657,14674,21,up,18,8,14685,14664,14678,21,up,14,3,14669,14658,14666,11,down,26,7,14693,14680,14684,13,up,8,4,14673,14650,14666,23,down,26,3,14692,14676,14687,16,up,5,1,14703,14686,14695,17,up,3,6
301K,USD,2008-01-17 08:30:00,330K,better,Medium,Unemployment Claims,322K,accurate,3,2008-01-17 13:30:00+00:00,8.79,2008,1,1,Thursday,14690,14693,14685,14692,14697,14671,14672,26,down,20,22,14670,14655,14666,15,down,26,1,14678,14657,14674,21,up,18,8,14685,14664,14678,21,up,14,3,14669,14658,14666,11,down,26,7,14693,14680,14684,13,up,8,4,14673,14650,14666,23,down,26,3,14692,14676,14687,16,up,5,1,14703,14686,14695,17,up,3,6
-20.9,USD,2008-01-17 10:00:00,-1.0,worse,Medium,Philly Fed Manufacturing Index,-5.7,accurate,3,2008-01-17 15:00:00+00:00,1990.0,2008,1,1,Thursday,14688,14693,14680,14684,14714,14681,14700,33,up,16,16,14704,14686,14688,18,down,4,14,14697,14677,14687,20,down,3,3,14673,14650,14666,23,down,18,3,14689,14675,14686,14,up,2,2,14692,14676,14687,16,up,3,1,14690,14680,14685,10,down,1,3,14689,14682,14688,7,up,4,3,14689,14678,14681,11,down,3,7
-59B,USD,2008-01-17 10:30:00,-60B,accurate,Low,Natural Gas Storage,-171B,accurate,3,2008-01-17 15:30:00+00:00,-1.67,2008,1,1,Thursday,14663,14673,14650,14666,14679,14664,14673,15,up,7,7,14691,14670,14681,21,up,15,7,14686,14667,14680,19,down,14,1,14689,14675,14686,14,up,20,2,14692,14676,14687,16,up,21,1,14690,14680,14685,10,down,19,3,14703,14686,14695,17,up,29,6,14690,14683,14687,7,down,21,1,14678,14672,14676,6,down,10,2
80.5,USD,2008-01-18 10:00:00,74.8,better,High,Prelim UoM Consumer Sentiment,75.5,better,3,2008-01-18 15:00:00+00:00,-7.62,2008,1,1,Friday,14654,14655,14647,14652,14656,14640,14646,16,down,6,6,14651,14642,14646,9,down,6,1,14653,14641,14647,12,up,5,2,14647,14636,14640,11,down,12,5,14626,14610,14622,16,down,30,7,14643,14621,14642,22,up,10,19,14627,14609,14612,18,down,40,1,14629,14620,14623,9,up,29,4,14626,14619,14624,7,up,28,2
-0.2%,USD,2008-01-18 10:00:00,-0.1%,worse,Low,CB Leading Index m/m,-0.4%,accurate,3,2008-01-18 15:00:00+00:00,100.0,2008,1,1,Friday,14654,14655,14647,14652,14656,14640,14646,16,down,6,6,14651,14642,14646,9,down,6,1,14653,14641,14647,12,up,5,2,14647,14636,14640,11,down,12,5,14626,14610,14622,16,down,30,7,14643,14621,14642,22,up,10,19,14627,14609,14612,18,down,40,1,14629,14620,14623,9,up,29,4,14626,14619,14624,7,up,28,2
-8,USD,2008-01-22 10:00:00,-3,worse,Low,Richmond Manufacturing Index,-4,accurate,4,2008-01-22 15:00:00+00:00,166.67,2008,1,1,Tuesday,14571,14575,14557,14559,14564,14549,14559,15,down,0,3,14568,14552,14565,16,up,6,5,14572,14552,14571,20,up,12,8,14632,14575,14629,57,up,70,50,14628,14609,14612,19,down,53,15,14628,14614,14619,14,up,60,2,14614,14599,14608,15,down,49,4,14615,14601,14603,14,down,44,4,14617,14609,14615,8,up,56,2
301K,USD,2008-01-24 08:30:00,320K,better,High,Unemployment Claims,302K,accurate,4,2008-01-24 13:30:00+00:00,5.94,2008,1,1,Thursday,14655,14660,14644,14651,14665,14640,14661,25,up,10,12,14667,14657,14661,10,down,10,2,14666,14656,14665,10,up,14,2,14680,14668,14675,12,up,24,1,14711,14692,14711,19,up,60,14,14713,14702,14703,11,down,52,2,14727,14712,14723,15,up,72,5,14734,14719,14733,15,up,82,11,14736,14718,14722,18,down,71,10
4.89M,USD,2008-01-24 10:00:00,4.95M,worse,High,Existing Home Sales,5.00M,accurate,4,2008-01-24 15:00:00+00:00,1.21,2008,1,1,Thursday,14705,14713,14702,14703,14717,14700,14711,17,up,8,6,14728,14709,14726,19,up,23,13,14736,14711,14712,25,down,9,14,14727,14712,14723,15,up,20,5,14727,14699,14699,28,down,4,21,14734,14719,14733,15,up,30,11,14740,14728,14735,12,up,32,2,14740,14729,14733,11,down,30,1,14767,14754,14765,13,up,62,6
2.3M,USD,2008-01-24 10:30:00,1.5M,accurate,Low,Crude Oil Inventories,4.3M,accurate,4,2008-01-24 15:30:00+00:00,-53.33,2008,1,1,Thursday,14718,14727,14712,14723,14724,14704,14709,20,down,14,15,14719,14703,14712,16,up,11,2,14722,14709,14721,13,up,2,6,14727,14699,14699,28,down,24,21,14734,14719,14733,15,up,10,11,14740,14728,14735,12,up,12,2,14736,14718,14722,18,down,1,10,14739,14732,14734,7,up,11,2,14769,14757,14758,12,up,35,7
-155B,USD,2008-01-24 10:30:00,-159B,accurate,Low,Natural Gas Storage,-59B,accurate,4,2008-01-24 15:30:00+00:00,-2.52,2008,1,1,Thursday,14718,14727,14712,14723,14724,14704,14709,20,down,14,15,14719,14703,14712,16,up,11,2,14722,14709,14721,13,up,2,6,14727,14699,14699,28,down,24,21,14734,14719,14733,15,up,10,11,14740,14728,14735,12,up,12,2,14736,14718,14722,18,down,1,10,14739,14732,14734,7,up,11,2,14769,14757,14758,12,up,35,7
604K,USD,2008-01-28 10:00:00,645K,worse,High,New Home Sales,634K,worse,5,2008-01-28 15:00:00+00:00,6.36,2008,1,1,Monday,14775,14794,14774,14780,14784,14766,14772,18,down,8,8,14782,14770,14773,12,up,7,2,14781,14767,14778,14,up,2,7,14785,14772,14777,13,down,3,5,14797,14789,14794,8,up,14,1,14791,14780,14785,11,down,5,3,14791,14783,14787,8,up,7,1,14791,14777,14781,14,down,1,9,14788,14778,14780,10,down,0,8
2.6%,USD,2008-01-29 08:30:00,0.0%,better,High,Core Durable Goods Orders m/m,-0.4%,better,5,2008-01-29 13:30:00+00:00,260.0,2008,1,1,Tuesday,14772,14775,14764,14771,14771,14758,14765,13,down,6,5,14768,14760,14765,8,down,6,1,14767,14753,14764,14,down,7,1,14767,14754,14756,13,down,15,5,14767,14759,14763,8,up,8,0,14762,14751,14761,11,down,10,6,14764,14746,14762,18,up,9,14,14773,14755,14765,18,up,6,1,14768,14760,14761,8,down,10,1
5.2%,USD,2008-01-29 08:30:00,1.9%,better,Medium,Durable Goods Orders m/m,0.5%,better,5,2008-01-29 13:30:00+00:00,-173.68,2008,1,1,Tuesday,14772,14775,14764,14771,14771,14758,14765,13,down,6,5,14768,14760,14765,8,down,6,1,14767,14753,14764,14,down,7,1,14767,14754,14756,13,down,15,5,14767,14759,14763,8,up,8,0,14762,14751,14761,11,down,10,6,14764,14746,14762,18,up,9,14,14773,14755,14765,18,up,6,1,14768,14760,14761,8,down,10,1
-7.7%,USD,2008-01-29 09:00:00,-7.0%,worse,Low,S&P/CS Composite-20 HPI y/y,-6.1%,accurate,5,2008-01-29 14:00:00+00:00,10.0,2008,1,1,Tuesday,14761,14767,14754,14756,14766,14751,14763,15,up,7,1,14768,14756,14761,12,down,5,2,14766,14758,14764,8,up,8,0,14767,14759,14763,8,down,7,0,14762,14751,14761,11,down,5,6,14764,14746,14762,18,up,6,14,14769,14756,14766,13,up,10,8,14769,14759,14764,10,down,8,2,14773,14766,14771,7,up,15,2
