datetime_gmt,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,forecast_error_diff,year,quarter,month,weekday,volatility_60_0_before,pips_agg_60_0_before,volatility_0_30_after,pips_agg_0_30_after,volatility_0_60_after,pips_agg_0_60_after,volatility_0_90_after,pips_agg_0_90_after,volatility_0_120_after,pips_agg_0_120_after,volatility_0_150_after,pips_agg_0_150_after,volatility_0_180_after,pips_agg_0_180_after,volatility_0_210_after,pips_agg_0_210_after,volatility_0_240_after,pips_agg_0_240_after,open_released,high_released,low_released,close_released,high_0_5_after,low_0_5_after,close_0_5_after,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,high_5_10_after,low_5_10_after,close_5_10_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,high_10_15_after,low_10_15_after,close_10_15_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,high_15_20_after,low_15_20_after,close_15_20_after,volatility_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,high_20_25_after,low_20_25_after,close_20_25_after,volatility_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,high_25_30_after,low_25_30_after,close_25_30_after,volatility_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,previous_value,previous_error_diff,total_error_diff,forecast_error_diff_outlier_class,forecast_error_diff_deviation,previous_error_diff_outlier_class,previous_error_diff_deviation,total_error_diff_outlier_class,total_error_diff_deviation
2014-10-30 12:30:00+00:00,287K,USD,2014-10-30 08:30:00,284K,accurate,High,Unemployment Claims,284K,accurate,44,3.0,2014,4,10,3,51,-11,61,18,67,18,67,20,79,36,79,39,79,31,79,32,85,47,12584,12585,12580,12582,12582,12547,12575,35,-7,-7,12601,12574,12591,27,9,16,12595,12584,12586,11,4,-5,12598,12585,12594,13,12,8,12608,12594,12600,14,18,6,12606,12598,12601,8,19,1,283K,1.0,4.0,0,0.22,0,1.2,0,0.29
2014-11-06 13:30:00+00:00,278K,USD,2014-11-06 08:30:00,285K,better,High,Unemployment Claims,288K,accurate,45,-7.0,2014,4,11,3,68,2,127,-107,127,-102,127,-86,127,-90,127,-89,127,-99,127,-108,127,-111,12523,12526,12519,12520,12523,12462,12473,61,-47,-47,12476,12405,12419,71,-101,-53,12448,12419,12428,29,-92,9,12430,12396,12404,34,-116,-24,12416,12398,12414,18,-106,10,12425,12410,12418,15,-102,5,287K,1.0,-6.0,0,-0.51,0,1.2,0,-0.42
2014-11-13 13:30:00+00:00,290K,USD,2014-11-13 08:30:00,282K,worse,High,Unemployment Claims,278K,accurate,46,8.0,2014,4,11,3,25,-5,26,-2,26,3,26,6,40,26,40,24,40,13,40,13,40,1,12462,12465,12459,12460,12477,12458,12468,19,8,8,12469,12461,12465,8,5,-3,12466,12451,12456,15,-4,-9,12460,12452,12457,8,-3,1,12461,12455,12459,6,-1,2,12461,12454,12456,7,-4,-2,278K,0.0,8.0,0,0.6,1,0.71,0,0.57
2014-11-20 13:30:00+00:00,291K,USD,2014-11-20 08:30:00,286K,worse,High,Unemployment Claims,293K,accurate,47,5.0,2014,4,11,3,38,-3,52,13,57,16,60,20,60,8,60,6,60,4,60,-14,60,-6,12538,12540,12537,12537,12537,12513,12516,24,-21,-21,12528,12509,12523,19,-14,7,12531,12519,12528,12,-9,5,12561,12528,12551,33,14,22,12555,12545,12550,10,13,-1,12551,12541,12542,10,5,-8,290K,3.0,8.0,0,0.35,0,3.59,0,0.55
2014-11-26 13:30:00+00:00,313K,USD,2014-11-26 08:30:00,287K,worse,High,Unemployment Claims,292K,accurate,48,26.0,2014,4,11,2,30,6,38,15,38,19,38,28,46,40,61,44,61,39,61,37,61,37,12479,12482,12470,12470,12493,12470,12490,23,20,20,12506,12488,12504,18,34,14,12508,12495,12501,13,31,-3,12501,12488,12496,13,26,-5,12496,12484,12484,12,14,-12,12490,12484,12488,6,18,3,291K,1.0,27.0,1,3.38,0,0.88,1,3.37
2014-12-04 13:30:00+00:00,297K,USD,2014-12-04 08:30:00,296K,accurate,High,Unemployment Claims,314K,accurate,49,1.0,2014,4,12,3,27,2,134,75,134,52,134,76,134,74,157,108,176,128,176,117,176,101,12315,12319,12312,12315,12331,12314,12320,17,5,5,12363,12280,12363,83,48,43,12367,12327,12336,40,21,-27,12358,12331,12353,27,38,17,12396,12348,12390,48,75,37,12414,12386,12396,28,81,6,313K,1.0,2.0,0,0.08,0,0.91,0,0.17
2014-12-11 13:30:00+00:00,294K,USD,2014-12-11 08:30:00,299K,better,High,Unemployment Claims,297K,accurate,50,-5.0,2014,4,12,3,39,-20,36,-12,43,-37,62,-50,64,-60,67,-61,67,-49,67,-32,67,-50,12436,12441,12434,12437,12439,12418,12430,21,-7,-7,12436,12414,12417,22,-20,-13,12435,12416,12434,19,-3,17,12437,12428,12429,9,-8,-5,12429,12422,12425,7,-12,-4,12425,12403,12403,22,-34,-22,297K,0.0,-5.0,0,-0.41,1,1.1,0,-0.41
2014-12-18 13:30:00+00:00,289K,USD,2014-12-18 08:30:00,297K,better,High,Unemployment Claims,295K,accurate,51,-8.0,2014,4,12,3,32,-16,26,-17,26,0,26,-13,26,-2,26,1,26,-2,32,10,32,0,12293,12294,12285,12285,12289,12279,12283,10,-2,-2,12291,12282,12289,9,4,6,12292,12283,12284,9,-1,-5,12286,12278,12279,8,-6,-5,12279,12266,12268,13,-17,-11,12274,12266,12274,8,-11,6,294K,1.0,-7.0,0,-0.68,0,0.82,0,-0.59
2014-12-24 13:30:00+00:00,280K,USD,2014-12-24 08:30:00,291K,better,High,Unemployment Claims,289K,accurate,52,-11.0,2014,4,12,2,26,9,15,-10,25,-17,25,-21,31,-23,31,-22,31,-23,31,-23,31,-21,12216,12216,12213,12213,12215,12210,12214,5,1,1,12216,12206,12206,10,-7,-8,12207,12206,12207,1,-6,1,12209,12205,12206,4,-7,-1,12206,12203,12203,3,-10,-3,12205,12201,12203,4,-10,0,289K,0.0,-11.0,1,-0.82,1,1.1,1,-0.81
2014-12-31 13:30:00+00:00,298K,USD,2014-12-31 08:30:00,287K,worse,High,Unemployment Claims,281K,accurate,52,11.0,2014,4,12,2,18,-14,11,1,23,-11,30,-20,30,-3,41,-19,43,-28,44,-36,44,-33,12135,12139,12134,12136,12139,12134,12137,5,1,1,12137,12130,12136,7,0,-1,12141,12136,12141,5,5,5,12141,12139,12139,2,3,-1,12141,12137,12138,4,2,-1,12138,12130,12132,8,-4,-5,280K,1.0,12.0,1,0.74,0,1.83,0,0.79
2015-01-08 13:30:00+00:00,294K,USD,2015-01-08 08:30:00,291K,accurate,High,Unemployment Claims,298K,accurate,2,3.0,2015,1,1,3,22,9,18,4,21,14,28,23,28,9,28,23,34,24,43,38,48,43,11769,11774,11769,11771,11782,11771,11778,11,7,7,11778,11774,11776,4,5,-2,11778,11774,11774,4,3,-2,11775,11771,11773,4,2,-1,11777,11772,11775,5,4,2,11789,11775,11787,14,16,12,298K,0.0,3.0,0,0.34,1,0.55,0,0.33
2015-01-15 13:30:00+00:00,316K,USD,2015-01-15 08:30:00,299K,worse,High,Unemployment Claims,297K,accurate,3,17.0,2015,1,1,3,56,1,25,5,67,-25,98,-68,106,-57,130,-94,148,-111,148,-97,148,-95,11696,11710,11695,11698,11702,11691,11696,11,-2,-2,11710,11691,11702,19,4,6,11716,11699,11707,17,9,5,11710,11696,11701,14,3,-6,11704,11696,11703,8,5,2,11704,11697,11699,7,1,-4,294K,3.0,20.0,1,1.9,0,5.48,1,2.18
2015-01-22 13:30:00+00:00,307K,USD,2015-01-22 08:30:00,301K,worse,High,Unemployment Claims,317K,accurate,4,6.0,2015,1,1,3,62,-14,125,-42,173,-140,185,-151,197,-154,224,-192,234,-206,234,-203,237,-208,11617,11624,11603,11617,11626,11604,11616,22,-1,-1,11621,11607,11607,14,-10,-9,11638,11513,11628,125,11,21,11629,11543,11551,86,-66,-77,11575,11523,11575,52,-42,24,11575,11546,11563,29,-54,-12,316K,1.0,7.0,0,0.5,0,0.82,0,0.54
2015-01-29 13:30:00+00:00,265K,USD,2015-01-29 08:30:00,301K,better,High,Unemployment Claims,308K,accurate,5,-36.0,2015,1,1,3,28,9,29,10,47,21,52,20,62,33,71,32,71,-2,71,-6,86,-25,11320,11320,11310,11317,11314,11297,11313,17,-4,-1,11317,11299,11310,18,-7,-3,11314,11307,11309,7,-8,-2,11323,11306,11323,17,6,14,11326,11319,11324,7,7,1,11325,11319,11323,6,6,-1,307K,1.0,-35.0,1,-3.43,0,0.82,1,-3.04
2015-02-05 13:30:00+00:00,278K,USD,2015-02-05 08:30:00,287K,better,High,Unemployment Claims,267K,accurate,6,-9.0,2015,1,2,3,40,-25,48,23,48,24,48,23,48,29,56,36,56,24,56,26,56,33,11415,11415,11391,11403,11421,11397,11419,24,16,16,11430,11418,11425,12,22,6,11445,11425,11437,20,34,12,11437,11429,11431,8,28,-6,11437,11426,11427,11,24,-4,11428,11420,11424,8,21,-2,265K,2.0,-7.0,0,-0.43,0,1.83,0,-0.33
2015-02-12 13:30:00+00:00,304K,USD,2015-02-12 08:30:00,282K,worse,High,Unemployment Claims,279K,accurate,7,22.0,2015,1,2,3,32,-8,46,25,48,14,75,58,75,55,75,37,77,59,96,87,96,74,11335,11336,11330,11330,11360,11329,11360,31,30,28,11374,11350,11363,24,33,3,11375,11363,11365,12,35,1,11367,11357,11358,10,28,-7,11364,11356,11357,8,27,-2,11359,11348,11351,11,21,-6,278K,1.0,23.0,1,1.09,0,0.88,1,1.11
2015-02-19 13:30:00+00:00,283K,USD,2015-02-19 08:30:00,293K,better,High,Unemployment Claims,304K,accurate,8,-10.0,2015,1,2,3,28,8,23,-13,23,-5,23,-5,23,1,31,10,31,12,31,11,31,-6,11380,11381,11376,11381,11389,11377,11387,12,6,6,11387,11381,11381,6,0,-6,11383,11372,11373,11,-8,-8,11376,11367,11370,9,-11,-3,11373,11366,11368,7,-13,-2,11372,11366,11370,6,-11,2,304K,0.0,-10.0,0,-0.43,1,-0.89,1,-0.42
2015-02-26 13:30:00+00:00,313K,USD,2015-02-26 08:30:00,288K,worse,High,Unemployment Claims,282K,accurate,9,25.0,2015,1,2,3,24,-11,79,-53,83,-58,101,-89,117,-105,122,-108,122,-96,122,-104,122,-111,11316,11319,11314,11316,11321,11303,11304,18,-12,-12,11307,11291,11299,16,-17,-5,11299,11285,11294,14,-22,-5,11296,11276,11287,20,-29,-6,11288,11242,11263,46,-53,-24,11268,11256,11259,12,-57,-4,283K,-1.0,24.0,1,1.16,1,-1.41,1,1.11
2015-03-05 13:30:00+00:00,320K,USD,2015-03-05 08:30:00,293K,worse,High,Unemployment Claims,313K,accurate,10,27.0,2015,1,3,3,35,4,87,-24,108,-39,108,-38,108,-19,108,-26,108,-36,111,-48,127,-60,11066,11066,11060,11061,11087,11060,11078,27,17,17,11114,11078,11094,36,33,16,11098,11076,11082,22,21,-11,11087,11065,11068,22,7,-14,11073,11035,11037,38,-24,-31,11044,11027,11033,17,-28,-4,313K,0.0,27.0,1,1.06,1,1.14,1,1.09
2015-03-12 12:30:00+00:00,289K,USD,2015-03-12 08:30:00,306K,better,High,Unemployment Claims,325K,worse,11,-17.0,2015,1,3,3,68,-9,66,39,81,3,83,2,95,0,95,4,95,6,95,-3,95,-1,10625,10626,10616,10619,10684,10618,10676,66,57,58,10681,10652,10660,29,41,-15,10660,10626,10634,34,15,-26,10651,10628,10650,23,31,16,10661,10648,10657,13,38,7,10657,10638,10640,19,21,-17,320K,5.0,-12.0,1,-0.9,1,4.39,1,-0.66
2015-03-19 12:30:00+00:00,291K,USD,2015-03-19 08:30:00,295K,accurate,High,Unemployment Claims,290K,accurate,12,-4.0,2015,1,3,3,97,-47,37,5,48,8,48,-14,48,14,48,-5,48,3,70,-30,70,-35,10674,10681,10664,10665,10677,10640,10651,37,-14,-14,10671,10644,10667,27,2,16,10669,10656,10663,13,-2,-4,10675,10657,10661,18,-4,-3,10671,10660,10669,11,4,8,10673,10661,10663,12,-2,-7,289K,1.0,-3.0,0,-0.19,0,0.43,0,-0.15
2015-03-26 12:30:00+00:00,282K,USD,2015-03-26 08:30:00,291K,better,High,Unemployment Claims,291K,accurate,13,-9.0,2015,1,3,3,32,15,57,-38,57,-33,79,-57,108,-96,112,-95,112,-79,112,-88,112,-97,11016,11018,11012,11015,11018,10997,10997,21,-18,-17,11005,10982,10987,23,-28,-10,10988,10968,10972,20,-43,-15,10975,10961,10971,14,-44,0,10980,10969,10976,11,-39,5,10986,10971,10984,15,-31,8,291K,0.0,-9.0,0,-0.44,1,2.35,1,-0.48
2015-04-02 12:30:00+00:00,268K,USD,2015-04-02 08:30:00,286K,better,High,Unemployment Claims,288K,worse,14,-18.0,2015,2,4,3,25,12,67,24,76,28,103,50,103,45,103,46,103,42,103,35,103,47,10834,10836,10831,10835,10835,10812,10812,23,-23,-23,10817,10802,10814,15,-21,1,10828,10812,10826,16,-9,12,10834,10824,10829,10,-6,3,10869,10829,10859,40,24,30,10865,10847,10848,18,13,-11,282K,6.0,-12.0,1,-0.89,1,2.56,1,-0.64
2015-04-09 12:30:00+00:00,281K,USD,2015-04-09 08:30:00,283K,accurate,High,Unemployment Claims,267K,accurate,15,-2.0,2015,2,4,3,22,4,34,-23,34,-20,56,-45,79,-64,101,-88,105,-91,106,-100,120,-108,10773,10775,10768,10769,10772,10759,10769,13,0,0,10774,10765,10767,9,-2,-2,10770,10751,10755,19,-14,-12,10758,10750,10754,8,-15,-1,10755,10744,10746,11,-23,-8,10748,10740,10743,8,-26,-3,268K,-1.0,-3.0,0,-0.11,1,-0.35,0,-0.18
2015-04-16 12:30:00+00:00,294K,USD,2015-04-16 08:30:00,284K,worse,High,Unemployment Claims,282K,accurate,16,10.0,2015,2,4,3,61,-6,45,15,45,13,46,9,76,-22,84,-34,84,4,84,10,84,3,10724,10734,10722,10724,10768,10723,10730,45,6,5,10746,10730,10734,16,10,4,10742,10725,10729,17,5,-5,10733,10725,10725,8,1,-4,10740,10725,10740,15,16,15,10743,10732,10741,11,17,1,281K,1.0,11.0,0,1.37,0,0.32,0,2.42
2015-04-23 12:30:00+00:00,295K,USD,2015-04-23 08:30:00,288K,worse,High,Unemployment Claims,294K,accurate,17,7.0,2015,2,4,3,45,34,39,-15,39,-9,49,-29,63,1,83,17,88,32,88,32,88,37,10771,10773,10767,10772,10782,10761,10763,21,-9,-9,10764,10743,10747,21,-25,-16,10756,10746,10748,10,-24,1,10761,10748,10761,13,-11,13,10763,10754,10757,9,-15,-3,10762,10755,10762,7,-10,5,294K,0.0,7.0,0,0.68,1,2.7,0,0.79
2015-04-30 12:30:00+00:00,262K,USD,2015-04-30 08:30:00,290K,better,High,Unemployment Claims,296K,accurate,18,-28.0,2015,2,4,3,57,16,63,-43,79,-68,85,-68,85,-26,93,-26,107,-3,107,-18,107,-28,11197,11211,11196,11200,11201,11163,11164,38,-36,-36,11176,11159,11163,17,-37,-1,11177,11159,11171,18,-29,8,11173,11138,11141,35,-59,-30,11159,11141,11157,18,-43,16,11172,11152,11163,20,-37,6,295K,1.0,-27.0,1,-2.43,0,0.36,1,-2.71
2015-05-07 12:30:00+00:00,265K,USD,2015-05-07 08:30:00,277K,better,High,Unemployment Claims,262K,accurate,19,-12.0,2015,2,5,3,79,-50,39,13,47,-10,47,-13,72,-37,72,-16,72,-9,72,-1,72,-9,11293,11295,11284,11287,11288,11262,11271,26,-16,-16,11281,11268,11280,13,-7,9,11299,11280,11292,19,5,12,11294,11284,11294,10,7,2,11301,11289,11300,12,13,7,11300,11290,11295,10,8,-5,262K,0.0,-12.0,1,-0.73,1,2.7,1,-0.78
2015-05-14 12:30:00+00:00,264K,USD,2015-05-14 08:30:00,272K,better,High,Unemployment Claims,265K,accurate,20,-8.0,2015,2,5,3,41,1,41,-7,42,-3,46,-15,49,-17,70,-43,93,-58,93,-55,93,-41,11401,11417,11401,11416,11436,11395,11415,41,-1,-1,11421,11404,11411,17,-5,-4,11427,11409,11423,18,7,12,11427,11412,11412,15,-4,-11,11417,11407,11409,10,-7,-3,11421,11408,11413,13,-3,4,265K,0.0,-8.0,0,-0.52,1,0.84,0,-0.52
2015-05-21 12:30:00+00:00,274K,USD,2015-05-21 08:30:00,271K,accurate,High,Unemployment Claims,264K,accurate,21,3.0,2015,2,5,3,26,-16,39,-19,39,-11,43,-18,43,-13,43,-25,43,-13,43,-7,43,-7,11137,11140,11131,11132,11148,11125,11126,23,-6,-6,11128,11120,11126,8,-6,0,11130,11124,11127,6,-5,1,11127,11112,11114,15,-18,-13,11117,11109,11113,8,-19,-1,11116,11110,11113,6,-19,0,264K,0.0,3.0,0,0.19,1,0.55,0,0.2
2015-05-28 12:30:00+00:00,282K,USD,2015-05-28 08:30:00,271K,worse,High,Unemployment Claims,275K,accurate,22,11.0,2015,2,5,3,47,2,52,-5,52,-1,56,-20,61,16,61,-1,61,10,61,7,61,12,10895,10903,10895,10902,10928,10899,10902,29,0,0,10903,10887,10888,16,-14,-14,10895,10884,10892,11,-10,4,10893,10877,10877,16,-25,-15,10897,10876,10897,21,-5,20,10901,10891,10899,10,-3,2,274K,1.0,12.0,1,0.8,0,2.24,0,0.89
2015-06-04 12:30:00+00:00,276K,USD,2015-06-04 08:30:00,280K,accurate,High,Unemployment Claims,284K,accurate,23,-4.0,2015,2,6,3,37,-17,41,-25,87,-73,87,-49,87,-57,87,-50,87,-49,87,-60,87,-56,11323,11327,11318,11323,11327,11312,11318,15,-5,-5,11318,11289,11292,29,-31,-26,11299,11286,11293,13,-30,1,11305,11286,11305,19,-18,12,11306,11296,11298,10,-25,-7,11299,11291,11294,8,-29,-4,282K,2.0,-2.0,0,-0.27,0,3.65,0,-0.13
2015-06-11 12:30:00+00:00,279K,USD,2015-06-11 08:30:00,277K,accurate,High,Unemployment Claims,277K,accurate,24,2.0,2015,2,6,3,85,-35,87,28,87,5,87,3,87,14,87,4,87,27,87,14,87,12,11231,11232,11221,11222,11223,11182,11216,41,-6,-7,11240,11206,11240,34,18,24,11262,11231,11254,31,32,14,11269,11252,11263,17,41,9,11269,11247,11251,22,29,-12,11257,11244,11253,13,31,2,276K,1.0,3.0,0,0.22,0,1.12,0,0.32
2015-06-18 12:30:00+00:00,267K,USD,2015-06-18 08:30:00,278K,better,High,Unemployment Claims,279K,accurate,25,-11.0,2015,2,6,3,38,-10,36,18,42,10,42,13,42,2,42,7,42,23,42,8,50,41,11401,11402,11390,11392,11428,11393,11414,35,22,21,11419,11400,11404,19,12,-10,11412,11398,11406,14,14,2,11415,11404,11413,11,21,7,11415,11406,11411,9,19,-2,11413,11392,11393,21,1,-18,279K,0.0,-11.0,1,-1.52,1,0.84,1,-1.49
2015-06-25 12:30:00+00:00,271K,USD,2015-06-25 08:30:00,271K,accurate,High,Unemployment Claims,268K,accurate,26,0.0,2015,2,6,3,26,8,20,-1,20,-3,28,-5,38,-7,38,-2,38,-11,38,-8,38,-9,11208,11212,11204,11207,11208,11189,11194,19,-13,-13,11205,11190,11201,15,-6,7,11209,11201,11205,8,-2,4,11205,11198,11199,7,-8,-5,11208,11199,11206,9,-1,7,11209,11204,11204,5,-3,-2,267K,1.0,1.0,0,-8.23,0,1.2,0,0.12
2015-07-02 12:30:00+00:00,281K,USD,2015-07-02 08:30:00,270K,worse,Medium,Unemployment Claims,271K,accurate,27,11.0,2015,3,7,3,70,-24,71,41,71,34,71,33,71,38,71,55,71,55,71,43,71,41,11062,11064,11050,11050,11120,11050,11115,70,65,65,11121,11093,11093,28,43,-22,11097,11077,11080,20,30,-13,11086,11076,11080,10,30,0,11093,11078,11091,15,41,11,11100,11086,11095,14,45,4,271K,0.0,11.0,1,1.36,1,0.71,0,1.32
2015-07-09 12:30:00+00:00,297K,USD,2015-07-09 08:30:00,274K,worse,High,Unemployment Claims,282K,accurate,28,23.0,2015,3,7,3,26,-13,35,-13,35,-5,46,18,46,0,46,-7,46,-4,51,-19,57,-23,11056,11056,11041,11045,11058,11043,11051,15,6,8,11051,11044,11049,7,4,-2,11050,11031,11033,19,-12,-16,11032,11023,11027,9,-18,-5,11031,11024,11030,7,-15,3,11037,11029,11035,8,-10,5,281K,1.0,24.0,1,2.85,0,1.2,1,3.0
2015-07-16 12:30:00+00:00,281K,USD,2015-07-16 08:30:00,284K,accurate,High,Unemployment Claims,296K,accurate,29,-3.0,2015,3,7,3,30,-22,41,0,41,21,58,37,71,40,71,29,71,25,71,32,71,13,10869,10878,10868,10873,10875,10865,10867,10,-6,-3,10892,10866,10891,26,18,24,10896,10884,10885,12,12,-6,10889,10863,10866,26,-7,-19,10872,10863,10870,9,-3,3,10877,10855,10857,22,-16,-13,297K,-1.0,-4.0,0,-0.24,1,-1.83,0,-0.31
2015-07-23 12:30:00+00:00,255K,USD,2015-07-23 08:30:00,279K,better,High,Unemployment Claims,281K,accurate,30,-24.0,2015,3,7,3,34,21,60,-55,66,-60,66,-31,66,-32,66,-40,66,-44,66,-49,66,-23,11012,11018,11006,11018,11018,10984,10988,34,-30,-30,10991,10978,10980,13,-38,-8,10984,10977,10977,7,-41,-3,10978,10962,10966,16,-52,-11,10966,10960,10963,6,-55,-3,10967,10958,10965,9,-53,2,281K,0.0,-24.0,1,-1.81,1,0.84,1,-1.76
2015-07-30 12:30:00+00:00,267K,USD,2015-07-30 08:30:00,268K,accurate,High,Unemployment Claims,255K,accurate,31,-1.0,2015,3,7,3,43,-17,43,12,43,-5,56,-17,56,-25,57,-25,57,-19,57,-21,74,-43,10945,10947,10940,10940,10967,10924,10944,43,4,3,10952,10936,10948,16,8,4,10961,10942,10956,19,16,8,10960,10939,10948,21,8,-8,10954,10941,10953,13,13,5,10954,10946,10953,8,13,0,255K,0.0,-1.0,0,-0.06,1,0.84,0,-0.06
2015-08-06 12:30:00+00:00,270K,USD,2015-08-06 08:30:00,273K,accurate,High,Unemployment Claims,267K,accurate,32,-3.0,2015,3,8,3,26,-11,19,-1,24,10,45,26,47,31,48,24,49,30,50,30,62,41,10886,10890,10885,10886,10890,10874,10884,16,-2,-2,10888,10884,10886,4,0,1,10893,10883,10890,10,4,3,10890,10884,10884,6,-2,-6,10892,10884,10885,8,-1,1,10887,10882,10883,5,-3,-2,267K,0.0,-3.0,0,-0.17,1,0.71,0,-0.17
2015-08-13 12:30:00+00:00,274K,USD,2015-08-13 08:30:00,272K,accurate,High,Unemployment Claims,269K,accurate,33,2.0,2015,3,8,3,29,8,43,-21,43,-13,44,1,44,8,50,4,68,29,70,26,70,27,11107,11118,11106,11113,11123,11094,11103,29,-10,-10,11103,11091,11094,12,-19,-9,11095,11080,11086,15,-27,-8,11093,11082,11092,11,-21,5,11094,11089,11092,5,-21,0,11100,11092,11099,8,-14,7,270K,-1.0,1.0,0,0.12,1,-1.41,0,0.06
2015-08-20 12:30:00+00:00,277K,USD,2015-08-20 08:30:00,272K,worse,High,Unemployment Claims,273K,accurate,34,5.0,2015,3,8,3,21,-4,23,-7,23,-3,23,-2,53,25,69,33,69,29,69,30,69,40,11175,11176,11169,11169,11174,11164,11171,10,2,2,11175,11167,11174,8,5,3,11177,11167,11169,10,0,-5,11169,11157,11157,12,-12,-12,11164,11156,11163,8,-6,6,11163,11154,11155,9,-14,-7,274K,-1.0,4.0,0,0.48,1,-1.83,0,0.39
2015-08-27 12:30:00+00:00,271K,USD,2015-08-27 08:30:00,275K,accurate,High,Unemployment Claims,277K,accurate,35,-4.0,2015,3,8,3,59,-5,51,-43,62,-55,62,-25,62,-42,79,-66,79,-49,79,-51,84,-80,11283,11290,11281,11286,11287,11249,11257,38,-29,-29,11262,11248,11256,14,-30,-1,11262,11255,11255,7,-31,-2,11255,11240,11246,15,-40,-9,11247,11236,11243,11,-43,-3,11245,11239,11243,6,-43,0,277K,0.0,-4.0,0,-0.35,1,0.55,0,-0.36
2015-09-03 12:30:00+00:00,282K,USD,2015-09-03 08:30:00,273K,worse,High,Unemployment Claims,270K,accurate,36,9.0,2015,3,9,3,59,-1,124,-115,127,-98,127,-94,127,-105,144,-123,147,-118,147,-125,147,-120,11233,11233,11227,11227,11234,11178,11180,56,-47,-47,11182,11155,11163,27,-64,-18,11165,11124,11141,41,-86,-22,11148,11132,11142,16,-85,0,11142,11112,11112,30,-115,-29,11121,11110,11119,11,-108,7,271K,-1.0,8.0,0,2.43,1,-1.83,0,2.49
2015-09-10 12:30:00+00:00,275K,USD,2015-09-10 08:30:00,279K,accurate,High,Unemployment Claims,281K,accurate,37,-4.0,2015,3,9,3,22,4,28,21,28,13,28,15,33,22,40,27,90,85,90,83,93,81,11192,11194,11189,11191,11205,11190,11202,15,11,11,11208,11200,11205,8,14,3,11216,11205,11212,11,21,7,11218,11212,11215,6,24,3,11216,11211,11212,5,21,-3,11215,11210,11211,5,20,-1,282K,-1.0,-5.0,0,-0.73,1,-1.83,0,-1.01
2015-09-17 12:30:00+00:00,264K,USD,2015-09-17 08:30:00,276K,better,High,Unemployment Claims,275K,accurate,38,-12.0,2015,3,9,3,16,1,14,9,14,2,14,0,14,7,23,-9,24,-10,28,-13,35,-22,11318,11326,11317,11319,11324,11315,11324,9,5,5,11329,11322,11328,7,9,4,11328,11326,11328,2,9,0,11329,11325,11326,4,7,-2,11328,11325,11328,3,9,1,11329,11326,11328,3,9,0,275K,0.0,-12.0,1,-2.11,1,0.45,1,-2.2
2015-09-24 12:30:00+00:00,267K,USD,2015-09-24 08:30:00,268K,accurate,High,Unemployment Claims,264K,accurate,39,-1.0,2015,3,9,3,20,-6,16,5,37,20,37,25,37,24,58,53,58,34,58,21,59,3,11240,11244,11238,11239,11254,11238,11251,16,12,12,11251,11240,11244,11,5,-6,11246,11242,11243,4,4,-2,11249,11238,11247,11,8,4,11250,11241,11244,9,5,-4,11251,11243,11251,8,12,7,264K,0.0,-1.0,0,-0.12,1,0.55,0,-0.13
2015-10-01 12:30:00+00:00,277K,USD,2015-10-01 08:30:00,273K,accurate,High,Unemployment Claims,267K,accurate,40,4.0,2015,4,10,3,20,1,15,10,19,2,41,30,50,35,50,44,53,40,53,43,53,38,11155,11159,11153,11157,11167,11156,11165,11,8,8,11165,11158,11159,7,2,-6,11166,11159,11164,7,7,4,11170,11158,11159,12,2,-5,11170,11159,11167,11,10,8,11171,11162,11162,9,5,-5,267K,0.0,4.0,0,0.53,1,0.55,0,0.55
2015-10-08 12:30:00+00:00,263K,USD,2015-10-08 08:30:00,274K,better,High,Unemployment Claims,276K,accurate,41,-11.0,2015,4,10,3,44,-28,22,5,28,1,28,-2,28,2,41,21,54,36,54,33,54,30,11249,11253,11247,11251,11253,11243,11244,10,-7,-7,11248,11238,11244,10,-7,0,11247,11239,11246,8,-5,2,11255,11246,11253,9,2,6,11258,11248,11256,10,5,3,11260,11254,11260,6,9,4,277K,-1.0,-12.0,1,-1.38,1,-1.83,1,-1.54
2015-10-15 12:30:00+00:00,255K,USD,2015-10-15 08:30:00,269K,better,High,Unemployment Claims,262K,accurate,42,-14.0,2015,4,10,3,46,8,74,-58,77,-63,81,-69,81,-59,81,-61,81,-31,81,-36,81,-29,11439,11446,11436,11442,11444,11400,11412,44,-30,-30,11413,11399,11399,14,-43,-12,11402,11370,11373,32,-69,-26,11385,11371,11383,14,-59,10,11386,11377,11384,9,-58,1,11391,11381,11383,10,-59,-1,263K,-1.0,-15.0,1,-2.07,1,-1.83,1,-2.15
