actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name
0.5%,USD,2009-10-14 08:30:00,0.3%,better,High,Core Retail Sales m/m,1.0%,worse,42,2009-10-14 12:30:00+00:00,-66.67,2009,4,10,Wednesday
-1.5%,USD,2009-10-14 08:30:00,-2.0%,better,High,Retail Sales m/m,2.2%,worse,42,2009-10-14 12:30:00+00:00,-25.0,2009,4,10,Wednesday
0.1%,USD,2009-10-14 08:30:00,0.3%,worse,Medium,Import Prices m/m,1.6%,worse,42,2009-10-14 12:30:00+00:00,66.67,2009,4,10,Wednesday
-1.5%,USD,2009-10-14 10:00:00,-0.8%,better,Medium,Business Inventories m/m,-1.1%,better,42,2009-10-14 14:00:00+00:00,87.5,2009,4,10,Wednesday
34.6,USD,2009-10-15 08:28:00,18.2,better,Medium,Empire State Manufacturing Index,18.9,accurate,42,2009-10-15 12:30:00+00:00,-90.11,2009,4,10,Thursday
0.2%,USD,2009-10-15 08:30:00,0.1%,better,High,Core CPI m/m,0.1%,accurate,42,2009-10-15 12:30:00+00:00,-100.0,2009,4,10,Thursday
514K,USD,2009-10-15 08:30:00,524K,better,High,Unemployment Claims,524K,accurate,42,2009-10-15 12:30:00+00:00,1.91,2009,4,10,Thursday
0.2%,USD,2009-10-15 08:30:00,0.2%,accurate,Medium,CPI m/m,0.4%,accurate,42,2009-10-15 12:30:00+00:00,0.0,2009,4,10,Thursday
11.5,USD,2009-10-15 10:00:00,12.3,worse,Medium,Philly Fed Manufacturing Index,14.1,accurate,42,2009-10-15 14:00:00+00:00,6.5,2009,4,10,Thursday
58B,USD,2009-10-15 10:30:00,55B,accurate,Low,Natural Gas Storage,69B,accurate,42,2009-10-15 14:30:00+00:00,-5.45,2009,4,10,Thursday
0.4M,USD,2009-10-15 11:00:00,1.0M,accurate,Medium,Crude Oil Inventories,-1.0M,accurate,42,2009-10-15 15:00:00+00:00,60.0,2009,4,10,Thursday
28.6B,USD,2009-10-16 09:00:00,30.1B,accurate,High,TIC Long-Term Purchases,15.3B,accurate,42,2009-10-16 13:00:00+00:00,4.98,2009,4,10,Friday
70.5%,USD,2009-10-16 09:15:00,69.8%,better,Medium,Capacity Utilization Rate,69.9%,better,42,2009-10-16 13:15:00+00:00,-1.0,2009,4,10,Friday
0.7%,USD,2009-10-16 09:15:00,0.1%,better,Medium,Industrial Production m/m,1.2%,better,42,2009-10-16 13:15:00+00:00,-600.0,2009,4,10,Friday
69.4,USD,2009-10-16 09:55:00,73.6,worse,Medium,Prelim UoM Consumer Sentiment,73.5,better,42,2009-10-16 13:55:00+00:00,5.71,2009,4,10,Friday
-46.6B,USD,2009-10-16 15:30:00,-43.3B,worse,Medium,Federal Budget Balance,-111.4B,accurate,42,2009-10-16 19:30:00+00:00,7.62,2009,4,10,Friday
50.9,USD,2009-10-05 10:00:00,50.0,better,High,ISM Non-Manufacturing PMI,48.4,accurate,41,2009-10-05 14:00:00+00:00,-1.8,2009,4,10,Monday
-1.0M,USD,2009-10-07 10:30:00,2.0M,accurate,Medium,Crude Oil Inventories,2.8M,accurate,41,2009-10-07 14:30:00+00:00,150.0,2009,4,10,Wednesday
-12.0B,USD,2009-10-07 15:00:00,-9.9B,worse,Low,Consumer Credit m/m,-19.0B,better,41,2009-10-07 19:00:00+00:00,21.21,2009,4,10,Wednesday
521K,USD,2009-10-08 08:30:00,543K,better,High,Unemployment Claims,554K,accurate,41,2009-10-08 12:30:00+00:00,4.05,2009,4,10,Thursday
-1.3%,USD,2009-10-08 10:00:00,-0.9%,better,Low,Final Wholesale Inventories m/m,-1.6%,better,41,2009-10-08 14:00:00+00:00,44.44,2009,4,10,Thursday
69B,USD,2009-10-08 10:30:00,57B,accurate,Low,Natural Gas Storage,64B,accurate,41,2009-10-08 14:30:00+00:00,-21.05,2009,4,10,Thursday
-30.7B,USD,2009-10-09 08:30:00,-32.8B,better,High,Trade Balance,-31.9B,accurate,41,2009-10-09 12:30:00+00:00,-6.4,2009,4,10,Friday
-13.3%,USD,2009-09-29 09:00:00,-14.3%,better,Medium,S&P/CS Composite-20 HPI y/y,-15.4%,accurate,40,2009-09-29 13:00:00+00:00,-6.99,2009,3,9,Tuesday
53.1,USD,2009-09-29 10:00:00,57.0,worse,High,CB Consumer Confidence,54.5,better,40,2009-09-29 14:00:00+00:00,6.84,2009,3,9,Tuesday
-254K,USD,2009-09-30 08:15:00,-200K,worse,High,ADP Non-Farm Employment Change,-277K,better,40,2009-09-30 12:15:00+00:00,27.0,2009,3,9,Wednesday
-0.7%,USD,2009-09-30 08:30:00,-1.2%,better,Medium,Final GDP q/q,-1.0%,accurate,40,2009-09-30 12:30:00+00:00,-41.67,2009,3,9,Wednesday
0.0%,USD,2009-09-30 08:30:00,0.0%,accurate,Low,Final GDP Price Index q/q,0.0%,accurate,40,2009-09-30 12:30:00+00:00,0.0,2009,3,9,Wednesday
46.1,USD,2009-09-30 09:45:00,52.1,worse,Medium,Chicago PMI,50.0,accurate,40,2009-09-30 13:45:00+00:00,11.52,2009,3,9,Wednesday
2.8M,USD,2009-09-30 10:30:00,0.5M,accurate,Medium,Crude Oil Inventories,2.8M,accurate,40,2009-09-30 14:30:00+00:00,-460.0,2009,3,9,Wednesday
551K,USD,2009-10-01 08:30:00,532K,worse,High,Unemployment Claims,534K,accurate,40,2009-10-01 12:30:00+00:00,-3.57,2009,4,10,Thursday
0.1%,USD,2009-10-01 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.1%,accurate,40,2009-10-01 12:30:00+00:00,0.0,2009,4,10,Thursday
1.3%,USD,2009-10-01 08:30:00,1.2%,better,Medium,Personal Spending m/m,0.3%,better,40,2009-10-01 12:30:00+00:00,-8.33,2009,4,10,Thursday
0.2%,USD,2009-10-01 08:30:00,0.1%,better,Low,Personal Income m/m,0.2%,better,40,2009-10-01 12:30:00+00:00,-100.0,2009,4,10,Thursday
52.6,USD,2009-10-01 10:00:00,53.9,worse,High,ISM Manufacturing PMI,52.9,accurate,40,2009-10-01 14:00:00+00:00,2.41,2009,4,10,Thursday
6.4%,USD,2009-10-01 10:00:00,0.9%,better,High,Pending Home Sales m/m,3.2%,accurate,40,2009-10-01 14:00:00+00:00,-611.11,2009,4,10,Thursday
0.8%,USD,2009-10-01 10:00:00,-0.1%,better,Low,Construction Spending m/m,-1.1%,worse,40,2009-10-01 14:00:00+00:00,-900.0,2009,4,10,Thursday
63.5,USD,2009-10-01 10:00:00,66.1,worse,Low,ISM Manufacturing Prices,65.0,accurate,40,2009-10-01 14:00:00+00:00,3.93,2009,4,10,Thursday
64B,USD,2009-10-01 10:30:00,62B,accurate,Low,Natural Gas Storage,67B,accurate,40,2009-10-01 14:30:00+00:00,-3.23,2009,4,10,Thursday
9.2M,USD,2009-10-01 01:00:00,9.9M,worse,Low,Total Vehicle Sales,14.1M,accurate,40,2009-10-01 05:00:00+00:00,7.07,2009,4,10,Thursday
-263K,USD,2009-10-02 08:30:00,-179K,worse,High,Non-Farm Employment Change,-201K,better,40,2009-10-02 12:30:00+00:00,46.93,2009,4,10,Friday
9.8%,USD,2009-10-02 08:30:00,9.8%,accurate,High,Unemployment Rate,9.7%,accurate,40,2009-10-02 12:30:00+00:00,0.0,2009,4,10,Friday
0.1%,USD,2009-10-02 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.4%,better,40,2009-10-02 12:30:00+00:00,50.0,2009,4,10,Friday
-0.8%,USD,2009-10-02 10:00:00,0.2%,worse,Medium,Factory Orders m/m,1.4%,accurate,40,2009-10-02 14:00:00+00:00,500.0,2009,4,10,Friday
0.6%,USD,2009-09-21 10:00:00,0.8%,worse,Low,CB Leading Index m/m,0.9%,better,39,2009-09-21 14:00:00+00:00,25.0,2009,3,9,Monday
14,USD,2009-09-22 09:59:00,17,worse,Low,Richmond Manufacturing Index,14,accurate,39,2009-09-22 14:00:00+00:00,17.65,2009,3,9,Tuesday
0.3%,USD,2009-09-22 10:00:00,0.5%,worse,Low,HPI m/m,0.1%,worse,39,2009-09-22 14:00:00+00:00,40.0,2009,3,9,Tuesday
2.8M,USD,2009-09-23 10:30:00,-1.4M,accurate,Medium,Crude Oil Inventories,-4.7M,accurate,39,2009-09-23 14:30:00+00:00,-300.0,2009,3,9,Wednesday
<0.25%,USD,2009-09-23 14:15:00,<0.25%,accurate,High,Federal Funds Rate,<0.25%,accurate,39,2009-09-23 18:15:00+00:00,0.0,2009,3,9,Wednesday
530K,USD,2009-09-24 08:30:00,548K,better,High,Unemployment Claims,551K,worse,39,2009-09-24 12:30:00+00:00,3.28,2009,3,9,Thursday
5.10M,USD,2009-09-24 10:00:00,5.36M,worse,High,Existing Home Sales,5.24M,accurate,39,2009-09-24 14:00:00+00:00,4.85,2009,3,9,Thursday
67B,USD,2009-09-24 10:30:00,73B,accurate,Low,Natural Gas Storage,66B,accurate,39,2009-09-24 14:30:00+00:00,8.22,2009,3,9,Thursday
0.0%,USD,2009-09-25 08:30:00,0.9%,worse,High,Core Durable Goods Orders m/m,0.9%,accurate,39,2009-09-25 12:30:00+00:00,100.0,2009,3,9,Friday
-2.4%,USD,2009-09-25 08:30:00,0.3%,worse,Medium,Durable Goods Orders m/m,4.8%,accurate,39,2009-09-25 12:30:00+00:00,900.0,2009,3,9,Friday
73.5,USD,2009-09-25 09:55:00,70.2,better,Medium,Revised UoM Consumer Sentiment,70.2,accurate,39,2009-09-25 13:55:00+00:00,-4.7,2009,3,9,Friday
429K,USD,2009-09-25 10:00:00,442K,worse,High,New Home Sales,426K,worse,39,2009-09-25 14:00:00+00:00,2.94,2009,3,9,Friday
18.9,USD,2009-09-15 08:29:00,14.7,better,Medium,Empire State Manufacturing Index,12.1,accurate,38,2009-09-15 12:30:00+00:00,-28.57,2009,3,9,Tuesday
1.1%,USD,2009-09-15 08:30:00,0.4%,better,High,Core Retail Sales m/m,-0.5%,better,38,2009-09-15 12:30:00+00:00,-175.0,2009,3,9,Tuesday
1.7%,USD,2009-09-15 08:30:00,0.9%,better,High,PPI m/m,-0.9%,accurate,38,2009-09-15 12:30:00+00:00,-88.89,2009,3,9,Tuesday
2.7%,USD,2009-09-15 08:30:00,1.9%,better,High,Retail Sales m/m,-0.2%,worse,38,2009-09-15 12:30:00+00:00,-42.11,2009,3,9,Tuesday
0.2%,USD,2009-09-15 08:30:00,0.1%,better,Medium,Core PPI m/m,-0.1%,accurate,38,2009-09-15 12:30:00+00:00,-100.0,2009,3,9,Tuesday
-1.0%,USD,2009-09-15 10:00:00,-0.8%,better,Medium,Business Inventories m/m,-1.4%,better,38,2009-09-15 14:00:00+00:00,25.0,2009,3,9,Tuesday
52.5,USD,2009-09-15 10:00:00,52.1,accurate,Low,IBD/TIPP Economic Optimism,50.3,accurate,38,2009-09-15 14:00:00+00:00,-0.77,2009,3,9,Tuesday
0.1%,USD,2009-09-16 08:30:00,0.1%,accurate,High,Core CPI m/m,0.1%,accurate,38,2009-09-16 12:30:00+00:00,0.0,2009,3,9,Wednesday
0.4%,USD,2009-09-16 08:30:00,0.3%,better,Medium,CPI m/m,0.0%,accurate,38,2009-09-16 12:30:00+00:00,-33.33,2009,3,9,Wednesday
-99B,USD,2009-09-16 08:30:00,-92B,worse,Medium,Current Account,-105B,worse,38,2009-09-16 12:30:00+00:00,7.61,2009,3,9,Wednesday
15.3B,USD,2009-09-16 09:00:00,65.3B,worse,High,TIC Long-Term Purchases,90.2B,accurate,38,2009-09-16 13:00:00+00:00,76.57,2009,3,9,Wednesday
69.6%,USD,2009-09-16 09:15:00,69.1%,better,Medium,Capacity Utilization Rate,69.0%,better,38,2009-09-16 13:15:00+00:00,-0.72,2009,3,9,Wednesday
0.8%,USD,2009-09-16 09:15:00,0.7%,better,Medium,Industrial Production m/m,1.0%,better,38,2009-09-16 13:15:00+00:00,-14.29,2009,3,9,Wednesday
-4.7M,USD,2009-09-16 10:30:00,-2.6M,accurate,Medium,Crude Oil Inventories,-5.9M,accurate,38,2009-09-16 14:30:00+00:00,80.77,2009,3,9,Wednesday
19,USD,2009-09-16 13:00:00,19,accurate,Low,NAHB Housing Market Index,18,accurate,38,2009-09-16 17:00:00+00:00,0.0,2009,3,9,Wednesday
0.58M,USD,2009-09-17 08:30:00,0.58M,accurate,High,Building Permits,0.56M,accurate,38,2009-09-17 12:30:00+00:00,0.0,2009,3,9,Thursday
545K,USD,2009-09-17 08:30:00,554K,better,High,Unemployment Claims,557K,worse,38,2009-09-17 12:30:00+00:00,1.62,2009,3,9,Thursday
0.60M,USD,2009-09-17 08:30:00,0.60M,accurate,Medium,Housing Starts,0.59M,accurate,38,2009-09-17 12:30:00+00:00,0.0,2009,3,9,Thursday
14.1,USD,2009-09-17 10:00:00,8.1,better,Medium,Philly Fed Manufacturing Index,4.2,accurate,38,2009-09-17 14:00:00+00:00,-74.07,2009,3,9,Thursday
66B,USD,2009-09-17 10:30:00,74B,accurate,Low,Natural Gas Storage,69B,accurate,38,2009-09-17 14:30:00+00:00,10.81,2009,3,9,Thursday
-21.6B,USD,2009-09-08 15:00:00,-3.8B,worse,Low,Consumer Credit m/m,-15.5B,worse,37,2009-09-08 19:00:00+00:00,468.42,2009,3,9,Tuesday
-32.0B,USD,2009-09-10 08:30:00,-27.1B,worse,High,Trade Balance,-27.5B,accurate,37,2009-09-10 12:30:00+00:00,18.08,2009,3,9,Thursday
550K,USD,2009-09-10 08:30:00,560K,better,High,Unemployment Claims,576K,worse,37,2009-09-10 12:30:00+00:00,1.79,2009,3,9,Thursday
69B,USD,2009-09-10 10:30:00,77B,accurate,Low,Natural Gas Storage,65B,accurate,37,2009-09-10 14:30:00+00:00,10.39,2009,3,9,Thursday
-5.9M,USD,2009-09-10 11:00:00,-1.5M,accurate,Medium,Crude Oil Inventories,-0.4M,accurate,37,2009-09-10 15:00:00+00:00,293.33,2009,3,9,Thursday
2.0%,USD,2009-09-11 08:30:00,1.0%,better,Medium,Import Prices m/m,-0.7%,accurate,37,2009-09-11 12:30:00+00:00,-100.0,2009,3,9,Friday
70.2,USD,2009-09-11 09:55:00,67.2,better,Medium,Prelim UoM Consumer Sentiment,65.7,better,37,2009-09-11 13:55:00+00:00,-4.46,2009,3,9,Friday
-1.4%,USD,2009-09-11 10:00:00,-1.0%,better,Low,Final Wholesale Inventories m/m,-2.1%,better,37,2009-09-11 14:00:00+00:00,40.0,2009,3,9,Friday
-111.4B,USD,2009-09-11 14:00:00,-155.5B,better,Medium,Federal Budget Balance,-180.7B,accurate,37,2009-09-11 18:00:00+00:00,-28.36,2009,3,9,Friday
50.0,USD,2009-08-31 09:45:00,47.4,better,Medium,Chicago PMI,43.4,accurate,36,2009-08-31 13:45:00+00:00,-5.49,2009,3,8,Monday
52.9,USD,2009-09-01 10:00:00,50.6,better,High,ISM Manufacturing PMI,48.9,accurate,36,2009-09-01 14:00:00+00:00,-4.55,2009,3,9,Tuesday
3.2%,USD,2009-09-01 10:00:00,1.7%,better,High,Pending Home Sales m/m,3.6%,accurate,36,2009-09-01 14:00:00+00:00,-88.24,2009,3,9,Tuesday
-0.2%,USD,2009-09-01 10:00:00,-0.1%,accurate,Low,Construction Spending m/m,0.1%,accurate,36,2009-09-01 14:00:00+00:00,100.0,2009,3,9,Tuesday
65.0,USD,2009-09-01 10:00:00,57.3,better,Low,ISM Manufacturing Prices,55.0,accurate,36,2009-09-01 14:00:00+00:00,-13.44,2009,3,9,Tuesday
14.1M,USD,2009-09-01 01:00:00,13.1M,better,Low,Total Vehicle Sales,11.2M,accurate,36,2009-09-01 05:00:00+00:00,-7.63,2009,3,9,Tuesday
-298K,USD,2009-09-02 08:15:00,-250K,worse,High,ADP Non-Farm Employment Change,-360K,better,36,2009-09-02 12:15:00+00:00,19.2,2009,3,9,Wednesday
6.6%,USD,2009-09-02 08:30:00,6.5%,accurate,Medium,Revised Nonfarm Productivity q/q,6.4%,accurate,36,2009-09-02 12:30:00+00:00,-1.54,2009,3,9,Wednesday
-5.9%,USD,2009-09-02 08:30:00,-5.7%,worse,Low,Revised Unit Labor Costs q/q,-5.8%,accurate,36,2009-09-02 12:30:00+00:00,3.51,2009,3,9,Wednesday
1.3%,USD,2009-09-02 10:00:00,2.3%,worse,Medium,Factory Orders m/m,0.9%,better,36,2009-09-02 14:00:00+00:00,43.48,2009,3,9,Wednesday
-0.4M,USD,2009-09-02 10:30:00,-0.8M,accurate,Medium,Crude Oil Inventories,0.2M,accurate,36,2009-09-02 14:30:00+00:00,-50.0,2009,3,9,Wednesday
570K,USD,2009-09-03 08:30:00,563K,worse,High,Unemployment Claims,574K,accurate,36,2009-09-03 12:30:00+00:00,-1.24,2009,3,9,Thursday
48.4,USD,2009-09-03 10:00:00,48.3,accurate,High,ISM Non-Manufacturing PMI,46.4,accurate,36,2009-09-03 14:00:00+00:00,-0.21,2009,3,9,Thursday
65B,USD,2009-09-03 10:30:00,67B,accurate,Low,Natural Gas Storage,54B,accurate,36,2009-09-03 14:30:00+00:00,2.99,2009,3,9,Thursday
-216K,USD,2009-09-04 08:30:00,-223K,better,High,Non-Farm Employment Change,-276K,worse,36,2009-09-04 12:30:00+00:00,-3.14,2009,3,9,Friday
9.7%,USD,2009-09-04 08:30:00,9.5%,worse,High,Unemployment Rate,9.4%,accurate,36,2009-09-04 12:30:00+00:00,-2.11,2009,3,9,Friday
0.3%,USD,2009-09-04 08:30:00,0.1%,better,Medium,Average Hourly Earnings m/m,0.3%,better,36,2009-09-04 12:30:00+00:00,-200.0,2009,3,9,Friday
-15.4%,USD,2009-08-25 09:00:00,-16.3%,better,Medium,S&P/CS Composite-20 HPI y/y,-17.0%,accurate,35,2009-08-25 13:00:00+00:00,-5.52,2009,3,8,Tuesday
54.1,USD,2009-08-25 10:00:00,48.1,better,High,CB Consumer Confidence,47.4,better,35,2009-08-25 14:00:00+00:00,-12.47,2009,3,8,Tuesday
14,USD,2009-08-25 10:00:00,17,worse,Low,Richmond Manufacturing Index,14,accurate,35,2009-08-25 14:00:00+00:00,17.65,2009,3,8,Tuesday
0.5%,USD,2009-08-25 10:08:00,0.4%,better,Low,HPI m/m,0.6%,worse,35,2009-08-25 14:10:00+00:00,-25.0,2009,3,8,Tuesday
0.8%,USD,2009-08-26 08:30:00,1.0%,worse,High,Core Durable Goods Orders m/m,2.5%,better,35,2009-08-26 12:30:00+00:00,20.0,2009,3,8,Wednesday
4.9%,USD,2009-08-26 08:30:00,3.1%,better,Medium,Durable Goods Orders m/m,-1.3%,better,35,2009-08-26 12:30:00+00:00,-58.06,2009,3,8,Wednesday
433K,USD,2009-08-26 10:00:00,393K,better,High,New Home Sales,395K,better,35,2009-08-26 14:00:00+00:00,-10.18,2009,3,8,Wednesday
0.2M,USD,2009-08-26 10:30:00,-1.5M,accurate,Medium,Crude Oil Inventories,-8.4M,accurate,35,2009-08-26 14:30:00+00:00,-113.33,2009,3,8,Wednesday
-1.0%,USD,2009-08-27 08:30:00,-1.4%,better,High,Prelim GDP q/q,-1.0%,accurate,35,2009-08-27 12:30:00+00:00,-28.57,2009,3,8,Thursday
570K,USD,2009-08-27 08:30:00,562K,worse,High,Unemployment Claims,580K,accurate,35,2009-08-27 12:30:00+00:00,-1.42,2009,3,8,Thursday
0.0%,USD,2009-08-27 08:30:00,0.2%,worse,Low,Prelim GDP Price Index q/q,0.2%,accurate,35,2009-08-27 12:30:00+00:00,100.0,2009,3,8,Thursday
54B,USD,2009-08-27 10:30:00,53B,accurate,Low,Natural Gas Storage,52B,accurate,35,2009-08-27 14:30:00+00:00,-1.89,2009,3,8,Thursday
0.1%,USD,2009-08-28 08:30:00,0.2%,worse,Medium,Core PCE Price Index m/m,0.2%,accurate,35,2009-08-28 12:30:00+00:00,50.0,2009,3,8,Friday
0.2%,USD,2009-08-28 08:30:00,0.3%,worse,Medium,Personal Spending m/m,0.6%,better,35,2009-08-28 12:30:00+00:00,33.33,2009,3,8,Friday
0.0%,USD,2009-08-28 08:30:00,0.1%,worse,Low,Personal Income m/m,-1.1%,better,35,2009-08-28 12:30:00+00:00,100.0,2009,3,8,Friday
65.7,USD,2009-08-28 09:55:00,64.6,better,Medium,Revised UoM Consumer Sentiment,63.2,accurate,35,2009-08-28 13:55:00+00:00,-1.7,2009,3,8,Friday
12.1,USD,2009-08-17 08:30:00,3.1,better,Medium,Empire State Manufacturing Index,-0.6,accurate,34,2009-08-17 12:30:00+00:00,-290.32,2009,3,8,Monday
90.7B,USD,2009-08-17 09:00:00,17.7B,better,High,TIC Long-Term Purchases,-19.4B,accurate,34,2009-08-17 13:00:00+00:00,-412.43,2009,3,8,Monday
18,USD,2009-08-17 13:00:00,18,accurate,Low,NAHB Housing Market Index,17,accurate,34,2009-08-17 17:00:00+00:00,0.0,2009,3,8,Monday
0.56M,USD,2009-08-18 08:30:00,0.58M,accurate,High,Building Permits,0.57M,accurate,34,2009-08-18 12:30:00+00:00,3.45,2009,3,8,Tuesday
-0.9%,USD,2009-08-18 08:30:00,-0.2%,worse,High,PPI m/m,1.8%,accurate,34,2009-08-18 12:30:00+00:00,350.0,2009,3,8,Tuesday
-0.1%,USD,2009-08-18 08:30:00,0.1%,worse,Medium,Core PPI m/m,0.5%,accurate,34,2009-08-18 12:30:00+00:00,200.0,2009,3,8,Tuesday
0.58M,USD,2009-08-18 08:30:00,0.60M,accurate,Medium,Housing Starts,0.59M,accurate,34,2009-08-18 12:30:00+00:00,3.33,2009,3,8,Tuesday
-8.4M,USD,2009-08-19 10:30:00,1.1M,accurate,Medium,Crude Oil Inventories,2.5M,accurate,34,2009-08-19 14:30:00+00:00,863.64,2009,3,8,Wednesday
576K,USD,2009-08-20 08:30:00,548K,worse,High,Unemployment Claims,561K,accurate,34,2009-08-20 12:30:00+00:00,-5.11,2009,3,8,Thursday
4.2,USD,2009-08-20 10:00:00,-1.9,better,Medium,Philly Fed Manufacturing Index,-7.5,accurate,34,2009-08-20 14:00:00+00:00,-321.05,2009,3,8,Thursday
0.6%,USD,2009-08-20 10:00:00,0.6%,accurate,Low,CB Leading Index m/m,0.8%,better,34,2009-08-20 14:00:00+00:00,0.0,2009,3,8,Thursday
52B,USD,2009-08-20 10:30:00,57B,accurate,Low,Natural Gas Storage,63B,accurate,34,2009-08-20 14:30:00+00:00,8.77,2009,3,8,Thursday
5.24M,USD,2009-08-21 10:00:00,5.03M,better,High,Existing Home Sales,4.89M,accurate,34,2009-08-21 14:00:00+00:00,-4.17,2009,3,8,Friday
6.4%,USD,2009-08-11 08:30:00,5.2%,worse,Medium,Prelim Nonfarm Productivity q/q,1.6%,worse,33,2009-08-11 12:30:00+00:00,-23.08,2009,3,8,Tuesday
-5.8%,USD,2009-08-11 08:30:00,-2.3%,worse,Medium,Prelim Unit Labor Costs q/q,3.0%,worse,33,2009-08-11 12:30:00+00:00,152.17,2009,3,8,Tuesday
-1.7%,USD,2009-08-11 10:00:00,-1.0%,better,Low,Final Wholesale Inventories m/m,-1.2%,better,33,2009-08-11 14:00:00+00:00,70.0,2009,3,8,Tuesday
50.3,USD,2009-08-11 10:00:00,47.4,better,Low,IBD/TIPP Economic Optimism,46.3,accurate,33,2009-08-11 14:00:00+00:00,-6.12,2009,3,8,Tuesday
-27.0B,USD,2009-08-12 08:30:00,-28.4B,better,High,Trade Balance,-26.0B,accurate,33,2009-08-12 12:30:00+00:00,-4.93,2009,3,8,Wednesday
2.5M,USD,2009-08-12 10:30:00,0.7M,accurate,Medium,Crude Oil Inventories,1.7M,accurate,33,2009-08-12 14:30:00+00:00,-257.14,2009,3,8,Wednesday
-180.7B,USD,2009-08-12 14:00:00,-175.0B,worse,Medium,Federal Budget Balance,-94.3B,accurate,33,2009-08-12 18:00:00+00:00,3.26,2009,3,8,Wednesday
<0.25%,USD,2009-08-12 14:15:00,<0.25%,accurate,High,Federal Funds Rate,<0.25%,accurate,33,2009-08-12 18:15:00+00:00,0.0,2009,3,8,Wednesday
-0.6%,USD,2009-08-13 08:30:00,0.2%,worse,High,Core Retail Sales m/m,0.5%,better,33,2009-08-13 12:30:00+00:00,400.0,2009,3,8,Thursday
-0.1%,USD,2009-08-13 08:30:00,0.8%,worse,High,Retail Sales m/m,0.8%,better,33,2009-08-13 12:30:00+00:00,112.5,2009,3,8,Thursday
558K,USD,2009-08-13 08:30:00,545K,worse,High,Unemployment Claims,554K,accurate,33,2009-08-13 12:30:00+00:00,-2.39,2009,3,8,Thursday
-0.7%,USD,2009-08-13 08:30:00,-0.3%,worse,Medium,Import Prices m/m,2.6%,worse,33,2009-08-13 12:30:00+00:00,133.33,2009,3,8,Thursday
-1.1%,USD,2009-08-13 10:00:00,-0.9%,better,Medium,Business Inventories m/m,-1.2%,better,33,2009-08-13 14:00:00+00:00,22.22,2009,3,8,Thursday
63B,USD,2009-08-13 10:30:00,71B,accurate,Low,Natural Gas Storage,66B,accurate,33,2009-08-13 14:30:00+00:00,11.27,2009,3,8,Thursday
0.1%,USD,2009-08-14 08:30:00,0.1%,accurate,High,Core CPI m/m,0.2%,accurate,33,2009-08-14 12:30:00+00:00,0.0,2009,3,8,Friday
0.0%,USD,2009-08-14 08:30:00,0.0%,accurate,Medium,CPI m/m,0.7%,accurate,33,2009-08-14 12:30:00+00:00,0.0,2009,3,8,Friday
68.5%,USD,2009-08-14 09:15:00,68.2%,better,Medium,Capacity Utilization Rate,68.1%,accurate,33,2009-08-14 13:15:00+00:00,-0.44,2009,3,8,Friday
0.5%,USD,2009-08-14 09:15:00,0.4%,better,Medium,Industrial Production m/m,-0.4%,accurate,33,2009-08-14 13:15:00+00:00,-25.0,2009,3,8,Friday
63.2,USD,2009-08-14 09:55:00,69.1,worse,Medium,Prelim UoM Consumer Sentiment,66.0,better,33,2009-08-14 13:55:00+00:00,8.54,2009,3,8,Friday
48.9,USD,2009-08-03 10:00:00,46.4,better,High,ISM Manufacturing PMI,44.8,accurate,32,2009-08-03 14:00:00+00:00,-5.39,2009,3,8,Monday
0.3%,USD,2009-08-03 10:00:00,-0.5%,better,Low,Construction Spending m/m,-0.8%,accurate,32,2009-08-03 14:00:00+00:00,-160.0,2009,3,8,Monday
55.0,USD,2009-08-03 10:00:00,51.0,better,Low,ISM Manufacturing Prices,50.0,accurate,32,2009-08-03 14:00:00+00:00,-7.84,2009,3,8,Monday
11.2M,USD,2009-08-03 01:00:00,10.1M,better,Low,Total Vehicle Sales,9.7M,accurate,32,2009-08-03 05:00:00+00:00,-10.89,2009,3,8,Monday
0.2%,USD,2009-08-04 08:30:00,0.2%,accurate,Medium,Core PCE Price Index m/m,0.1%,accurate,32,2009-08-04 12:30:00+00:00,0.0,2009,3,8,Tuesday
0.4%,USD,2009-08-04 08:30:00,0.3%,better,Medium,Personal Spending m/m,0.1%,worse,32,2009-08-04 12:30:00+00:00,-33.33,2009,3,8,Tuesday
-1.3%,USD,2009-08-04 08:30:00,-0.9%,worse,Low,Personal Income m/m,1.3%,worse,32,2009-08-04 12:30:00+00:00,44.44,2009,3,8,Tuesday
3.6%,USD,2009-08-04 10:00:00,0.6%,better,High,Pending Home Sales m/m,0.8%,better,32,2009-08-04 14:00:00+00:00,-500.0,2009,3,8,Tuesday
-371K,USD,2009-08-05 08:15:00,-351K,worse,High,ADP Non-Farm Employment Change,-463K,better,32,2009-08-05 12:15:00+00:00,5.7,2009,3,8,Wednesday
46.4,USD,2009-08-05 10:00:00,48.1,worse,High,ISM Non-Manufacturing PMI,47.0,accurate,32,2009-08-05 14:00:00+00:00,3.53,2009,3,8,Wednesday
0.4%,USD,2009-08-05 10:00:00,-0.7%,better,Medium,Factory Orders m/m,1.1%,accurate,32,2009-08-05 14:00:00+00:00,-157.14,2009,3,8,Wednesday
