datetime_gmt,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,forecast_error_diff,year,quarter,month,weekday,volatility_60_0_before,pips_agg_60_0_before,volatility_0_45_after,pips_agg_0_45_after,volatility_0_60_after,pips_agg_0_60_after,volatility_0_90_after,pips_agg_0_90_after,volatility_0_120_after,pips_agg_0_120_after,volatility_0_150_after,pips_agg_0_150_after,volatility_0_180_after,pips_agg_0_180_after,volatility_0_210_after,pips_agg_0_210_after,volatility_0_240_after,pips_agg_0_240_after,open_released,high_released,low_released,close_released,high_0_5_after,low_0_5_after,close_0_5_after,volatility_0_5_after,direction_candle_0_5_after,direction_agg_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,high_5_10_after,low_5_10_after,close_5_10_after,volatility_5_10_after,direction_candle_5_10_after,direction_agg_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,high_10_15_after,low_10_15_after,close_10_15_after,volatility_10_15_after,direction_candle_10_15_after,direction_agg_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,high_15_20_after,low_15_20_after,close_15_20_after,volatility_15_20_after,direction_candle_15_20_after,direction_agg_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,high_20_25_after,low_20_25_after,close_20_25_after,volatility_20_25_after,direction_candle_20_25_after,direction_agg_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,high_25_30_after,low_25_30_after,close_25_30_after,volatility_25_30_after,direction_candle_25_30_after,direction_agg_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,previous_value,previous_error_diff,total_error_diff,forecast_error_diff_mean,forecast_error_diff_std,forecast_error_diff_zscore,forecast_error_diff_upper_quantile,forecast_error_diff_lower_quantile,forecast_error_diff_oulier_class,previous_error_diff_mean,previous_error_diff_std,previous_error_diff_zscore,previous_error_diff_upper_quantile,previous_error_diff_lower_quantile,previous_error_diff_oulier_class,total_error_diff_mean,total_error_diff_std,total_error_diff_zscore,total_error_diff_upper_quantile,total_error_diff_lower_quantile,total_error_diff_oulier_class
2016-09-01 14:00:00+00:00,0.0%,USD,2016-09-01 10:00:00,0.6%,worse,Low,Construction Spending m/m,0.9%,better,35,-0.6,2016,3,9,3,38,-1,57,46,62,47,62,55,62,56,63,55,64,62,66,62,66,56,11132,11138,11131,11137,11168,11137,11164,31,2,2,27,27,11179,11161,11171,18,0,2,34,7,11174,11162,11164,12,0,2,27,-7,11166,11161,11166,5,0,2,29,2,11187,11165,11187,22,2,2,50,21,11194,11180,11184,14,0,2,47,-3,-0.6%,1.5,0.9,-1.1199999999999997,0.8043631020876086,0.65,0.1,-1.1,0,0.9400000000000002,0.7162401831787993,0.78,0.6499999999999999,-0.15000000000000002,0,-0.18,1.2517987058628877,0.86,0.4,-0.85,0
2016-10-03 14:00:00+00:00,-0.7%,USD,2016-10-03 10:00:00,0.3%,worse,Low,Construction Spending m/m,-0.3%,worse,40,-1.0,2016,4,10,0,17,-5,19,-10,19,-6,19,-10,19,-13,19,-10,19,-8,19,-5,19,-6,11223,11223,11221,11223,11224,11213,11217,11,0,0,-6,-6,11217,11212,11212,5,0,-1,-11,-5,11215,11211,11211,4,0,-1,-12,-1,11212,11205,11208,7,0,-1,-15,-3,11210,11207,11210,3,0,-1,-13,2,11212,11209,11211,3,0,-1,-12,1,0.0%,-0.3,-1.3,-1.2799999999999998,0.6379655163094639,0.44,0.1,-1.1,0,0.5800000000000003,0.8105553651663777,-1.09,0.7,-0.1,0,-0.7,0.9974968671630002,-0.6,0.5,-0.7,0
2016-11-01 14:00:00+00:00,-0.4%,USD,2016-11-01 10:00:00,0.5%,worse,Low,Construction Spending m/m,-0.5%,accurate,44,-0.9,2016,4,11,1,13,1,25,17,25,16,27,23,27,19,30,26,39,29,42,32,42,35,11023,11030,11022,11026,11033,11022,11024,11,0,0,-2,-1,11029,11024,11026,5,0,0,0,2,11031,11024,11031,7,0,0,5,5,11037,11028,11036,9,0,1,10,5,11040,11034,11036,6,0,1,10,0,11044,11035,11042,9,0,1,16,6,-0.7%,0.2,-0.7,-0.9999999999999998,0.2915475947422662,0.34,0.05,-1.05,0,0.3800000000000003,0.7395944834840238,-0.24,0.6499999999999999,-0.15000000000000002,0,-0.6200000000000001,0.9731392500562291,-0.08,0.4,-0.85,0
2016-12-01 15:00:00+00:00,0.5%,USD,2016-12-01 10:00:00,0.6%,accurate,Low,Construction Spending m/m,0.0%,better,48,-0.1,2016,4,12,3,40,-28,24,-6,30,0,47,26,50,31,51,27,51,29,51,34,62,35,10592,10599,10592,10597,10605,10588,10602,17,0,0,5,5,10603,10596,10601,7,0,0,4,-1,10609,10598,10598,11,0,0,1,-3,10605,10596,10597,9,0,0,0,-1,10598,10585,10585,13,-1,-1,-12,-12,10597,10585,10597,12,1,0,0,12,-0.4%,0.4,0.30000000000000004,-0.7399999999999998,0.40373258476372764,1.59,0.05,-1.05,0,0.5000000000000003,0.6670832032063166,-0.15,0.6499999999999999,-0.15000000000000002,0,-0.24000000000000016,0.8590692637965813,0.63,0.4,-0.85,0
2017-01-03 15:00:00+00:00,0.9%,USD,2017-01-03 10:00:00,0.5%,better,Low,Construction Spending m/m,0.6%,accurate,1,0.4,2017,1,1,1,48,0,50,-24,50,-12,83,20,94,25,94,23,94,38,94,36,94,28,10404,10404,10389,10389,10390,10360,10360,30,-2,-2,-29,-29,10369,10356,10362,13,0,-2,-27,2,10362,10340,10345,22,-1,-2,-44,-17,10361,10344,10361,17,1,-2,-28,16,10367,10355,10355,12,0,-2,-34,-6,10366,10354,10363,12,0,-2,-26,8,0.5%,0.1,0.5,-0.4399999999999998,0.585662018573853,1.43,0.05,-1.05,0,0.3800000000000004,0.6760177512462228,-0.41,0.6499999999999999,-0.15000000000000002,0,-0.060000000000000143,0.9099450532861862,0.62,0.4,-0.85,0
2017-02-01 15:00:00+00:00,-0.2%,USD,2017-02-01 10:00:00,0.2%,worse,Low,Construction Spending m/m,0.9%,accurate,5,-0.4,2017,1,2,2,23,-1,20,-10,24,-6,24,-7,24,0,24,-7,24,-4,24,-10,24,-14,10757,10759,10754,10758,10757,10737,10740,20,-1,-1,-18,-17,10744,10737,10740,7,0,-1,-18,0,10747,10738,10745,9,0,-1,-13,5,10747,10741,10742,6,0,-1,-16,-3,10745,10740,10745,5,0,-1,-13,3,10746,10740,10740,6,0,-1,-18,-5,0.9%,0.0,-0.4,-0.39999999999999974,0.5787918451395114,-0.0,0.1,-1.0,0,0.08000000000000038,0.2588435821108956,-0.31,0.6,-0.1,0,-0.3200000000000002,0.7362064927722386,-0.11,0.5,-0.7,0
2017-03-01 15:00:00+00:00,-1.0%,USD,2017-03-01 10:00:00,0.7%,worse,Low,Construction Spending m/m,0.1%,better,9,-1.7,2017,1,3,2,23,9,35,24,35,26,40,25,45,35,47,33,47,34,47,30,47,35,10533,10534,10531,10533,10543,10525,10540,18,0,0,7,7,10544,10537,10537,7,0,0,4,-3,10545,10535,10545,10,0,1,12,8,10547,10541,10544,6,0,1,11,-1,10544,10539,10540,5,0,0,7,-4,10544,10539,10542,5,0,0,9,2,-0.2%,0.3,-1.4,-0.5399999999999997,0.8018728078691784,-1.45,0.05,-0.95,0,0.2000000000000004,0.1581138830084188,0.63,0.6,-0.05,0,-0.3400000000000002,0.7700649323271384,-1.38,0.4,-0.7,0
2017-04-03 14:00:00+00:00,0.8%,USD,2017-04-03 10:00:00,1.0%,accurate,Low,Construction Spending m/m,-0.4%,better,14,-0.2,2017,2,4,0,10,1,19,4,28,5,37,-12,37,-7,37,-3,37,1,37,5,37,5,10663,10664,10661,10663,10667,10660,10667,7,0,0,4,4,10674,10666,10672,8,0,0,9,5,10679,10671,10677,8,0,1,14,5,10677,10674,10676,3,0,1,13,-1,10676,10672,10672,4,0,0,9,-3,10673,10670,10672,3,0,0,9,0,-1.0%,0.6,0.39999999999999997,-0.39999999999999974,0.7842193570679061,0.26,0.05,-1.05,0,0.28000000000000036,0.23874672772626634,1.34,0.6,-0.05,0,-0.12000000000000019,0.7981227975693966,0.65,0.4,-0.85,0
2017-05-01 14:00:00+00:00,-0.2%,USD,2017-05-01 10:00:00,0.5%,worse,Low,Construction Spending m/m,1.8%,better,18,-0.7,2017,2,5,0,14,5,15,0,15,-4,15,-6,16,-5,23,-13,23,-12,26,-16,26,-14,10906,10910,10906,10909,10920,10909,10914,11,0,0,5,-5,10919,10913,10919,6,0,1,10,5,10922,10918,10918,4,0,0,9,-1,10919,10915,10918,4,0,0,9,0,10924,10918,10923,6,0,1,14,5,10923,10920,10922,3,0,1,13,-1,0.8%,1.0,0.30000000000000004,-0.5199999999999997,0.7726577508832745,-0.23,0.05,-1.05,0,0.40000000000000047,0.406201920231798,1.48,0.6,-0.05,0,-0.12000000000000019,0.7981227975693966,0.53,0.44999999999999996,-0.85,0
2017-06-01 14:00:00+00:00,-1.4%,USD,2017-06-01 10:00:00,0.5%,worse,Low,Construction Spending m/m,1.1%,better,22,-1.9,2017,2,6,3,20,4,18,-4,18,3,19,-3,25,-10,25,-10,28,-14,28,-11,28,-13,11226,11226,11222,11222,11234,11222,11226,12,0,0,4,4,11228,11223,11225,5,0,0,3,-1,11227,11222,11224,5,0,0,2,-1,11224,11221,11221,3,0,0,-1,-3,11224,11222,11224,2,0,0,2,2,11224,11220,11220,4,0,0,-2,-4,-0.2%,1.3,-0.5999999999999999,-0.9799999999999998,0.7726577508832747,-1.19,0.0,-1.0,0,0.6400000000000005,0.5224940191045253,1.26,0.6,0.0,0,-0.3400000000000002,0.73348483283569,-0.35,0.39999999999999997,-0.7,0
2017-07-03 14:00:00+00:00,0.0%,USD,2017-07-03 10:00:00,0.3%,worse,Low,Construction Spending m/m,-0.7%,better,27,-0.3,2017,3,7,0,15,-2,15,5,15,1,18,1,18,1,18,7,19,-7,19,0,19,0,11371,11373,11370,11372,11370,11359,11366,11,0,0,-6,4,11368,11363,11365,5,0,0,-7,-1,11372,11364,11372,8,0,0,0,6,11373,11370,11373,3,0,0,1,1,11374,11369,11369,5,0,0,-3,-4,11369,11366,11366,3,0,0,-6,-3,-1.4%,0.7,0.39999999999999997,-0.9599999999999996,0.7924645102463584,0.83,-0.05,-1.05,0,0.7800000000000005,0.3834057902536163,-0.21,0.6499999999999999,0.0,0,-0.1800000000000002,0.8012490249604053,0.72,0.35,-0.7,0
2017-08-01 14:00:00+00:00,-1.3%,USD,2017-08-01 10:00:00,0.4%,worse,Low,Construction Spending m/m,0.3%,better,31,-1.7,2017,3,8,1,32,8,39,-6,54,-24,54,-21,54,-26,54,-21,54,-22,54,-2,54,-6,11819,11829,11818,11824,11839,11816,11833,23,0,0,9,8,11835,11829,11831,6,0,0,7,-2,11833,11824,11828,9,0,0,4,-4,11833,11827,11829,6,0,0,5,1,11833,11826,11833,7,0,0,9,4,11833,11826,11826,7,0,0,2,-7,0.0%,0.3,-1.4,-0.9599999999999996,0.7924645102463584,-0.93,-0.05,-1.05,0,0.7800000000000005,0.3834057902536163,-1.25,0.7,0.0,0,-0.18000000000000016,0.8012490249604053,-1.52,0.39999999999999997,-0.7,0
2017-09-01 14:00:00+00:00,-0.6%,USD,2017-09-01 10:00:00,0.5%,worse,Low,Construction Spending m/m,-1.4%,accurate,35,-1.1,2017,3,9,4,71,-56,34,12,45,21,45,-1,45,16,45,21,45,7,45,3,45,2,11869,11872,11865,11865,11865,11850,11863,15,0,0,-2,-2,11873,11861,11870,12,0,0,5,7,11874,11869,11869,5,0,0,4,-1,11876,11869,11876,7,0,1,11,7,11880,11869,11871,11,0,0,6,-5,11876,11868,11875,8,0,1,10,4,-1.3%,-0.1,-1.2000000000000002,-1.1399999999999997,0.6693280212272612,0.06,-0.05,-1.1,0,0.6400000000000003,0.5549774770204644,-1.33,0.7,0.0,0,-0.5000000000000002,0.8306623862918077,-0.84,0.39999999999999997,-0.85,0
2017-10-02 14:00:00+00:00,0.5%,USD,2017-10-02 10:00:00,0.4%,accurate,Low,Construction Spending m/m,-1.2%,worse,40,0.1,2017,4,10,0,27,-8,24,1,24,-4,28,-14,28,-10,28,-9,28,-4,28,-14,28,-14,11750,11752,11746,11752,11751,11734,11738,17,-1,-1,-14,-13,11748,11735,11748,13,1,0,-4,10,11749,11742,11745,7,0,0,-7,-3,11749,11742,11748,7,0,0,-4,3,11753,11748,11750,5,0,0,-2,2,11756,11750,11754,6,0,0,2,4,-0.6%,-0.6,-0.5,-0.9799999999999998,0.8671793355471524,1.25,-0.1,-1.1,0,0.3200000000000004,0.7293833011524188,-1.26,0.7,0.0,0,-0.6600000000000001,0.7056911505750942,0.23,0.39999999999999997,-1.0,0
2017-11-01 14:00:00+00:00,0.3%,USD,2017-11-01 10:00:00,-0.1%,better,Low,Construction Spending m/m,0.1%,worse,44,0.4,2017,4,11,2,17,-2,33,24,33,17,33,17,33,7,33,5,33,12,33,15,33,15,11611,11615,11610,11612,11623,11610,11622,13,1,1,10,10,11628,11618,11628,10,0,1,16,6,11636,11626,11633,10,0,2,21,5,11635,11631,11633,4,0,2,21,0,11643,11633,11635,10,0,2,23,2,11642,11635,11635,7,0,2,23,0,0.5%,-0.4,0.0,-0.5199999999999997,0.8671793355471522,1.06,-0.05,-1.1,0,-0.01999999999999962,0.5263078946776306,-0.72,0.6499999999999999,-0.05,0,-0.5400000000000003,0.7668115805072327,0.7,0.35,-0.85,0
