datetime_gmt,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,forecast_error_diff,year,quarter,month,weekday,volatility_60_0_before,pips_agg_60_0_before,volatility_0_45_after,pips_agg_0_45_after,volatility_0_60_after,pips_agg_0_60_after,volatility_0_90_after,pips_agg_0_90_after,volatility_0_120_after,pips_agg_0_120_after,volatility_0_150_after,pips_agg_0_150_after,volatility_0_180_after,pips_agg_0_180_after,volatility_0_210_after,pips_agg_0_210_after,volatility_0_240_after,pips_agg_0_240_after,open_released,high_released,low_released,close_released,high_0_5_after,low_0_5_after,close_0_5_after,volatility_0_5_after,direction_candle_0_5_after,direction_agg_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,high_5_10_after,low_5_10_after,close_5_10_after,volatility_5_10_after,direction_candle_5_10_after,direction_agg_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,high_10_15_after,low_10_15_after,close_10_15_after,volatility_10_15_after,direction_candle_10_15_after,direction_agg_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,high_15_20_after,low_15_20_after,close_15_20_after,volatility_15_20_after,direction_candle_15_20_after,direction_agg_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,high_20_25_after,low_20_25_after,close_20_25_after,volatility_20_25_after,direction_candle_20_25_after,direction_agg_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,high_25_30_after,low_25_30_after,close_25_30_after,volatility_25_30_after,direction_candle_25_30_after,direction_agg_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,previous_value,previous_error_diff,total_error_diff,forecast_error_diff_mean,forecast_error_diff_std,forecast_error_diff_zscore,forecast_error_diff_upper_quantile,forecast_error_diff_lower_quantile,forecast_error_diff_oulier_class,previous_error_diff_mean,previous_error_diff_std,previous_error_diff_zscore,previous_error_diff_upper_quantile,previous_error_diff_lower_quantile,previous_error_diff_oulier_class,total_error_diff_mean,total_error_diff_std,total_error_diff_zscore,total_error_diff_upper_quantile,total_error_diff_lower_quantile,total_error_diff_oulier_class
2017-07-14 12:30:00+00:00,0.1%,USD,2017-07-14 08:30:00,0.2%,worse,High,Core CPI m/m,0.1%,accurate,28,-0.1,2017,3,7,4,33,-3,53,43,53,42,53,38,53,44,53,27,53,41,53,40,53,39,11416,11418,11415,11415,11446,11415,11442,31,2,2,27,27,11443,11427,11440,16,0,2,25,-2,11448,11435,11448,13,0,2,33,8,11460,11448,11457,12,0,2,42,9,11461,11450,11461,11,0,2,46,4,11468,11458,11461,10,0,2,46,0,0.1%,0.0,-0.1,-0.12,0.10954451150103321,0.18,0.05,-0.1,0,0.0,0.0,0.0,0.0,0.0,0,-0.12,0.10954451150103321,0.18,0.05,-0.1,0
2017-08-11 12:30:00+00:00,0.1%,USD,2017-08-11 08:30:00,0.2%,worse,High,Core CPI m/m,0.1%,accurate,32,-0.1,2017,3,8,4,65,-1,73,40,73,46,73,28,73,42,73,24,73,32,73,25,73,46,11762,11768,11760,11767,11819,11762,11806,57,2,2,39,40,11825,11802,11822,23,1,2,55,16,11834,11819,11820,15,0,2,53,-1,11835,11815,11818,20,0,2,51,-2,11824,11807,11810,17,0,2,43,-8,11823,11810,11816,13,0,2,49,6,0.1%,0.0,-0.1,-0.13999999999999999,0.08944271909999157,0.45,0.05,-0.1,0,0.0,0.0,0.0,0.0,0.0,0,-0.13999999999999999,0.08944271909999157,0.45,0.05,-0.1,0
2017-09-14 12:30:00+00:00,0.2%,USD,2017-09-14 08:30:00,0.2%,accurate,High,Core CPI m/m,0.1%,accurate,37,0.0,2017,3,9,3,65,10,71,-17,71,-20,71,-4,71,1,71,-17,71,-18,71,-12,71,-15,11896,11901,11890,11894,11894,11838,11859,56,-2,-2,-35,-35,11863,11844,11859,19,0,-2,-35,0,11876,11854,11867,22,0,-2,-27,9,11895,11862,11881,33,1,-1,-13,14,11907,11873,11907,34,2,1,13,26,11909,11889,11893,20,-1,0,-1,-14,0.1%,0.0,0.0,-0.07999999999999999,0.04472135954999577,1.79,0.05,-0.1,0,0.0,0.0,0.0,0.0,0.0,0,-0.07999999999999999,0.04472135954999577,1.79,0.05,-0.1,0
2017-10-13 12:30:00+00:00,0.1%,USD,2017-10-13 08:30:00,0.2%,worse,High,Core CPI m/m,0.2%,accurate,41,-0.1,2017,4,10,4,58,-11,67,56,68,63,68,56,68,50,68,37,68,35,68,32,68,37,11810,11811,11806,11807,11863,11807,11857,56,2,2,50,50,11867,11855,11858,12,0,2,51,1,11873,11858,11869,15,1,2,62,11,11874,11865,11867,9,0,2,60,-2,11869,11862,11863,7,0,2,56,-4,11867,11856,11857,11,0,2,50,-7,0.2%,0.0,-0.1,-0.08,0.04472135954999577,-0.45,0.0,-0.1,0,0.0,0.0,0.0,0.0,0.0,0,-0.08,0.04472135954999577,-0.45,0.0,-0.1,0
2017-11-15 13:30:00+00:00,0.2%,USD,2017-11-15 08:30:00,0.2%,accurate,High,Core CPI m/m,0.1%,accurate,46,0.0,2017,4,11,2,32,-4,39,-10,44,-15,46,-18,53,-30,60,-27,67,-41,70,-46,70,-43,11837,11840,11837,11837,11860,11828,11850,32,1,1,13,12,11860,11848,11853,12,0,1,16,3,11860,11852,11859,8,0,2,22,6,11858,11841,11843,17,-1,0,6,-15,11845,11833,11841,12,0,0,4,-2,11845,11835,11844,10,0,0,7,2,0.1%,0.0,0.0,-0.06000000000000001,0.054772255750516585,1.1,0.0,-0.1,0,0.0,0.0,0.0,0.0,0.0,0,-0.06000000000000001,0.054772255750516585,1.1,0.0,-0.1,0
2017-12-13 13:30:00+00:00,0.1%,USD,2017-12-13 08:30:00,0.2%,worse,High,Core CPI m/m,0.2%,accurate,50,-0.1,2017,4,12,2,35,2,36,20,36,21,36,14,36,23,36,23,36,31,36,26,36,28,11735,11736,11733,11735,11764,11735,11763,29,2,2,28,28,11764,11758,11760,6,0,2,25,-3,11763,11756,11763,7,0,2,28,3,11771,11762,11763,9,0,2,28,0,11766,11757,11758,9,0,2,23,-5,11760,11755,11758,5,0,2,23,0,0.2%,0.0,-0.1,-0.06000000000000001,0.054772255750516585,-0.73,0.0,-0.1,0,0.0,0.0,0.0,0.0,0.0,0,-0.06000000000000001,0.054772255750516585,-0.73,0.0,-0.1,0
2018-01-12 13:30:00+00:00,0.3%,USD,2018-01-12 08:30:00,0.2%,better,High,Core CPI m/m,0.1%,accurate,2,0.1,2018,1,1,4,30,12,37,-12,38,-3,38,-6,38,-2,44,10,44,6,44,-4,44,-10,12139,12143,12138,12140,12148,12118,12144,30,0,0,4,5,12143,12124,12131,19,-1,0,-9,-12,12132,12112,12114,20,-1,-2,-26,-17,12129,12114,12124,15,0,-1,-16,9,12131,12122,12127,9,0,-1,-13,3,12127,12115,12120,12,0,-1,-20,-7,0.1%,0.0,0.1,-0.020000000000000007,0.08366600265340753,1.43,0.0,-0.1,0,0.0,0.0,0.0,0.0,0.0,0,-0.020000000000000007,0.08366600265340753,1.43,0.0,-0.1,0
2018-02-14 13:30:00+00:00,0.3%,USD,2018-02-14 08:30:00,0.2%,better,High,Core CPI m/m,0.3%,accurate,7,0.1,2018,1,2,2,69,4,75,-28,75,-40,75,-23,105,22,131,40,139,58,140,48,140,54,12350,12350,12344,12347,12351,12282,12296,69,-2,-2,-51,-51,12296,12276,12287,20,0,-2,-60,-9,12305,12284,12304,21,1,-2,-43,17,12305,12292,12299,13,0,-2,-48,-5,12303,12292,12294,11,0,-2,-53,-5,12314,12292,12304,22,1,-2,-43,10,0.3%,0.0,0.1,-5.551115123125783e-18,0.09999999999999998,1.0,0.0,-0.1,0,0.0,0.0,0.0,0.0,0.0,0,-5.551115123125783e-18,0.09999999999999998,1.0,0.0,-0.1,0
2018-03-13 12:30:00+00:00,0.2%,USD,2018-03-13 08:30:00,0.2%,accurate,High,Core CPI m/m,0.3%,accurate,11,0.0,2018,1,3,1,33,-1,53,36,53,27,53,32,53,11,53,27,63,55,69,54,69,52,12344,12345,12339,12340,12365,12332,12356,33,1,1,16,16,12363,12353,12356,10,0,1,16,0,12376,12352,12367,24,1,2,27,11,12385,12365,12374,20,0,2,34,7,12378,12367,12373,11,0,2,33,-1,12376,12364,12366,12,0,2,26,-7,0.3%,0.0,0.0,0.019999999999999997,0.08366600265340751,-0.24,0.05,-0.1,0,0.0,0.0,0.0,0.0,0.0,0,0.019999999999999997,0.08366600265340751,-0.24,0.05,-0.1,0
2018-04-11 12:30:00+00:00,0.2%,USD,2018-04-11 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,15,0.0,2018,2,4,2,23,4,25,-15,28,-17,28,-12,28,-9,28,2,28,-4,28,-5,28,-9,12391,12392,12382,12386,12396,12382,12390,14,0,0,4,4,12391,12384,12388,7,0,0,2,-1,12388,12381,12381,7,0,0,-5,-7,12384,12377,12380,7,0,0,-6,-1,12381,12375,12378,6,0,0,-8,-1,12379,12373,12375,6,0,-1,-11,-3,0.2%,0.0,0.0,0.019999999999999997,0.08366600265340751,-0.24,0.05,-0.1,0,0.0,0.0,0.0,0.0,0.0,0,0.019999999999999997,0.08366600265340751,-0.24,0.05,-0.1,0
2018-05-10 12:30:00+00:00,0.1%,USD,2018-05-10 08:30:00,0.2%,worse,High,Core CPI m/m,0.2%,accurate,19,-0.1,2018,2,5,3,42,-1,56,48,56,50,66,36,66,12,71,0,71,9,71,13,71,29,11873,11885,11871,11881,11913,11880,11908,33,2,2,27,27,11925,11899,11921,26,1,2,40,13,11925,11913,11914,12,0,2,33,-7,11916,11904,11905,12,0,2,24,-8,11917,11905,11917,12,1,2,36,12,11936,11917,11927,19,1,2,46,10,0.2%,0.0,-0.1,0.019999999999999997,0.08366600265340751,-1.43,0.05,-0.1,0,0.0,0.0,0.0,0.0,0.0,0,0.019999999999999997,0.08366600265340751,-1.43,0.05,-0.1,0
2018-06-12 12:30:00+00:00,0.2%,USD,2018-06-12 08:30:00,0.1%,better,High,Core CPI m/m,0.1%,accurate,24,0.1,2018,2,6,1,20,0,26,18,26,16,26,13,26,14,26,9,26,6,26,11,26,3,11783,11785,11778,11779,11795,11775,11790,20,1,1,11,11,11795,11789,11792,6,0,1,13,2,11796,11791,11793,5,0,1,14,1,11794,11789,11790,5,0,1,11,-4,11798,11788,11797,10,0,1,18,7,11801,11794,11801,7,0,2,22,4,0.1%,0.0,0.1,0.019999999999999997,0.08366600265340751,0.96,0.0,-0.1,0,0.0,0.0,0.0,0.0,0.0,0,0.019999999999999997,0.08366600265340751,0.96,0.0,-0.1,0
2018-07-12 12:30:00+00:00,0.2%,USD,2018-07-12 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,28,0.0,2018,3,7,3,18,6,35,18,35,14,35,18,35,15,35,19,35,22,43,35,43,26,11659,11663,11658,11660,11668,11658,11659,10,0,0,-1,-1,11681,11653,11679,28,1,1,19,20,11688,11677,11682,11,0,2,22,3,11683,11676,11676,7,0,1,16,-6,11678,11672,11674,6,0,1,14,-2,11676,11671,11671,5,0,1,11,-3,0.2%,0.0,0.0,-5.551115123125783e-18,0.07071067811865471,0.0,0.05,-0.1,0,0.0,0.0,0.0,0.0,0.0,0,-5.551115123125783e-18,0.07071067811865471,0.0,0.05,-0.1,0
2018-08-10 12:30:00+00:00,0.2%,USD,2018-08-10 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,32,0.0,2018,3,8,4,30,-6,26,-9,43,-30,43,-22,43,-14,43,-16,44,-33,63,-45,64,-41,11459,11461,11448,11451,11454,11440,11446,14,0,0,-5,-5,11455,11443,11454,12,0,0,3,8,11456,11445,11448,11,0,0,-3,-6,11458,11439,11446,19,0,0,-5,-3,11455,11446,11449,9,0,0,-2,3,11454,11443,11444,11,0,0,-7,-5,0.2%,0.0,0.0,-5.551115123125783e-18,0.07071067811865471,0.0,0.05,-0.1,0,0.0,0.0,0.0,0.0,0.0,0,-5.551115123125783e-18,0.07071067811865471,0.0,0.05,-0.1,0
2018-09-13 12:30:00+00:00,0.1%,USD,2018-09-13 08:30:00,0.2%,worse,High,Core CPI m/m,0.2%,accurate,37,-0.1,2018,3,9,3,32,-9,68,55,76,68,82,80,82,71,82,52,82,61,82,54,82,54,11619,11620,11617,11619,11646,11619,11636,27,1,1,17,16,11665,11635,11663,30,2,2,44,27,11673,11657,11672,16,1,2,53,10,11676,11667,11676,9,0,2,57,4,11678,11672,11673,6,0,2,54,-3,11681,11673,11679,8,0,2,60,6,0.2%,0.0,-0.1,-0.020000000000000007,0.08366600265340753,-0.96,0.05,-0.1,0,0.0,0.0,0.0,0.0,0.0,0,-0.020000000000000007,0.08366600265340753,-0.96,0.05,-0.1,0
2018-10-11 12:30:00+00:00,0.1%,USD,2018-10-11 08:30:00,0.2%,worse,High,Core CPI m/m,0.1%,accurate,41,-0.1,2018,4,10,3,30,-4,33,-2,39,-4,39,-2,54,-11,54,-3,54,-17,54,-9,54,11,11571,11572,11570,11570,11599,11569,11597,30,2,2,27,27,11599,11582,11590,17,0,1,20,-7,11599,11588,11598,11,0,2,28,8,11598,11587,11590,11,0,1,20,-8,11590,11580,11582,10,0,1,12,-8,11585,11572,11574,13,0,0,4,-8,0.1%,0.0,-0.1,-0.020000000000000007,0.08366600265340753,-0.96,0.0,-0.1,0,0.0,0.0,0.0,0.0,0.0,0,-0.020000000000000007,0.08366600265340753,-0.96,0.0,-0.1,0
2015-01-16 14:15:00+00:00,79.7%,USD,2015-01-16 09:15:00,80.2%,worse,Medium,Capacity Utilization Rate,80.0%,accurate,3,-0.5,2015,1,1,4,49,-22,37,-24,53,-40,97,-67,115,-61,115,-62,115,-40,115,-48,115,-32,11575,11577,11572,11574,11575,11560,11562,15,-1,-1,-12,-12,11566,11551,11551,15,-1,-2,-23,-11,11556,11542,11546,14,0,-2,-28,-6,11553,11542,11549,11,0,-2,-25,3,11549,11538,11540,11,0,-2,-34,-9,11556,11541,11556,15,1,-1,-18,15,80.0%,0.0,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,0,0.0,0.0,0.0,0.0,0.0,0,-0.5,-0.5,0.0,-0.5,-0.5,0
2015-02-18 14:15:00+00:00,79.4%,USD,2015-02-18 09:15:00,79.9%,worse,Medium,Capacity Utilization Rate,79.4%,worse,8,-0.5,2015,1,2,2,16,4,29,-10,37,-22,37,-13,37,-8,37,-17,48,-34,48,-33,48,-32,11372,11374,11370,11371,11381,11372,11380,9,0,0,9,8,11381,11377,11381,4,0,1,10,1,11382,11377,11377,5,0,0,6,-4,11378,11374,11376,4,0,0,5,-1,11378,11373,11375,5,0,0,4,-1,11375,11371,11372,4,0,0,1,-3,79.7%,-0.3,-0.8,-0.5,0.0,0.0,-0.5,-0.5,0,-0.15,0.21213203435596426,-0.71,-0.3,-0.3,0,-0.65,0.21213203435596428,-0.71,-0.8,-0.8,0
2015-03-16 13:15:00+00:00,78.9%,USD,2015-03-16 09:15:00,79.5%,worse,Medium,Capacity Utilization Rate,79.1%,worse,12,-0.6,2015,1,3,0,36,13,55,41,59,49,59,18,59,13,59,25,59,25,59,47,62,52,10564,10564,10556,10557,10571,10557,10561,14,0,0,4,4,10579,10561,10572,18,1,1,15,11,10577,10570,10574,7,0,1,17,2,10580,10568,10573,12,0,1,16,-1,10586,10573,10584,13,1,2,27,11,10590,10578,10584,12,0,2,27,1,79.4%,-0.3,-0.8999999999999999,-0.5333333333333333,0.05773502691896256,-1.15,-0.6,-0.6,0,-0.19999999999999998,0.17320508075688773,-0.58,-0.3,-0.3,0,-0.7333333333333334,0.20816659994661324,-0.8,-0.8999999999999999,-0.8999999999999999,0
2015-04-15 13:15:00+00:00,78.4%,USD,2015-04-15 09:15:00,78.7%,worse,Medium,Capacity Utilization Rate,79.0%,accurate,16,-0.3,2015,2,4,2,71,41,49,19,51,6,80,-21,90,-33,90,-14,90,-22,90,-18,90,26,10612,10643,10609,10625,10648,10625,10633,23,0,0,8,8,10646,10631,10637,15,0,1,12,4,10659,10635,10655,24,1,2,30,18,10674,10651,10667,23,1,2,42,12,10670,10659,10667,11,0,2,42,0,10674,10653,10655,21,-1,2,30,-13,78.9%,0.1,-0.19999999999999998,-0.47500000000000003,0.12583057392117916,1.39,-0.3,-0.3,0,-0.125,0.20615528128088303,1.09,0.1,0.1,0,-0.6000000000000001,0.3162277660168379,1.26,-0.19999999999999998,-0.19999999999999998,0
2015-05-15 13:15:00+00:00,78.2%,USD,2015-05-15 09:15:00,78.4%,worse,Medium,Capacity Utilization Rate,78.6%,better,20,-0.2,2015,2,5,4,28,12,22,10,74,56,104,84,111,84,115,98,115,96,115,80,115,86,11334,11343,11334,11340,11352,11339,11348,13,0,0,8,7,11357,11341,11353,16,0,1,13,5,11356,11348,11348,8,0,0,8,-5,11353,11345,11349,8,0,0,9,1,11350,11336,11337,14,-1,0,-3,-12,11347,11337,11346,10,0,0,6,9,78.4%,0.2,0.0,-0.42000000000000004,0.1643167672515498,1.34,-0.2,-0.2,0,-0.06,0.23021728866442678,1.13,0.2,0.2,0,-0.4800000000000001,0.3834057902536162,1.25,0.0,0.0,0
2015-06-15 13:15:00+00:00,78.1%,USD,2015-06-15 09:15:00,78.3%,worse,Medium,Capacity Utilization Rate,78.3%,accurate,25,-0.2,2015,2,6,0,33,-8,38,25,38,28,41,33,47,39,47,35,59,43,70,59,77,67,11226,11226,11212,11214,11236,11214,11235,22,2,2,21,21,11241,11232,11236,9,0,2,22,1,11238,11210,11217,28,-1,0,3,-19,11237,11217,11235,20,1,2,21,17,11248,11227,11234,21,0,1,20,-1,11236,11229,11231,7,0,1,17,-4,78.2%,0.1,-0.1,-0.36000000000000004,0.1816590212458495,0.88,-0.3,-0.5,0,-0.039999999999999994,0.24083189157584592,0.58,0.1,-0.3,0,-0.4000000000000001,0.4183300132670377,0.72,-0.19999999999999998,-0.8,0
2015-07-15 13:15:00+00:00,78.4%,USD,2015-07-15 09:15:00,78.1%,better,Medium,Capacity Utilization Rate,78.2%,accurate,29,0.3,2015,3,7,2,56,-39,20,-13,20,-9,38,0,38,-4,38,-13,38,-6,38,-8,38,-24,10972,10973,10969,10970,10970,10960,10964,10,0,0,-6,-6,10964,10955,10961,9,0,0,-9,-3,10966,10960,10965,6,0,0,-5,5,10969,10960,10960,9,0,-1,-10,-5,10963,10954,10955,9,0,-1,-15,-5,10963,10955,10963,8,0,0,-7,8,78.1%,0.1,0.4,-0.20000000000000004,0.324037034920393,1.54,-0.25,-0.5,1,0.04,0.1949358868961793,0.31,0.1,-0.15,0,-0.1600000000000001,0.4722287581247037,1.19,-0.15,-0.65,0
2015-08-14 13:15:00+00:00,78.0%,USD,2015-08-14 09:15:00,78.0%,accurate,Medium,Capacity Utilization Rate,77.7%,worse,33,0.0,2015,3,8,4,36,-28,22,-10,33,2,33,-11,52,-28,60,-34,60,-38,60,-26,60,-15,11150,11150,11141,11147,11147,11139,11143,8,0,0,-4,-3,11143,11126,11133,17,-1,-1,-14,-10,11135,11125,11132,10,0,-1,-15,-1,11138,11131,11136,7,0,-1,-11,4,11138,11128,11138,10,0,0,-9,2,11140,11133,11135,7,0,-1,-12,-3,78.4%,-0.7,-0.7,-0.08000000000000004,0.23874672772626643,0.34,-0.2,-0.5,0,-0.039999999999999994,0.3714835124201342,-1.78,0.1,-0.15,1,-0.1200000000000001,0.39623225512317894,-1.46,-0.05,-0.65,0
2015-09-15 13:15:00+00:00,77.6%,USD,2015-09-15 09:15:00,77.9%,worse,Medium,Capacity Utilization Rate,78.0%,accurate,38,-0.3,2015,3,9,1,35,-23,18,6,18,6,25,-2,47,-26,52,-32,56,-35,56,-28,56,-28,11302,11304,11301,11302,11305,11297,11300,8,0,0,-2,-2,11308,11300,11308,8,0,0,6,8,11308,11305,11307,3,0,0,5,-1,11315,11305,11311,10,0,0,9,4,11313,11307,11312,6,0,1,10,1,11312,11306,11306,6,0,0,4,-6,78.0%,0.0,-0.3,-0.08000000000000004,0.23874672772626643,-0.92,-0.1,-0.5,0,-0.059999999999999984,0.3646916505762094,0.16,0.1,-0.3,0,-0.14000000000000012,0.4037325847637269,-0.4,-0.05,-0.75,0
2015-10-16 13:15:00+00:00,77.5%,USD,2015-10-16 09:15:00,77.4%,accurate,Medium,Capacity Utilization Rate,77.8%,better,42,0.1,2015,4,10,4,18,6,36,17,36,4,36,5,36,5,42,-6,43,12,43,18,43,18,11366,11367,11361,11362,11362,11354,11355,8,0,0,-7,-7,11360,11355,11360,5,0,0,-2,5,11372,11360,11365,12,0,0,3,5,11386,11364,11385,22,1,2,23,19,11390,11379,11381,11,0,1,19,-4,11385,11379,11379,6,0,1,17,-2,77.6%,0.2,0.30000000000000004,-0.020000000000000028,0.2387467277262664,0.5,-0.2,-0.5,0,-0.059999999999999984,0.3646916505762094,0.71,0.1,-0.3,0,-0.08000000000000011,0.4494441010848846,0.85,-0.1,-0.7,0
2015-11-17 14:15:00+00:00,77.5%,USD,2015-11-17 09:15:00,77.5%,accurate,Medium,Capacity Utilization Rate,77.7%,better,47,0.0,2015,4,11,1,23,-11,19,9,19,4,29,-10,32,-10,42,-16,46,-28,46,-16,46,-21,10661,10664,10658,10663,10669,10662,10664,7,0,0,1,1,10670,10664,10666,6,0,0,3,2,10667,10658,10659,9,0,0,-4,-7,10668,10658,10668,10,1,0,5,10,10672,10667,10671,5,0,0,8,3,10675,10671,10674,4,0,1,11,3,77.5%,0.2,0.2,0.019999999999999973,0.21679483388678794,-0.09,-0.1,-0.4,0,-0.03999999999999999,0.3781534080237808,0.63,0.1,-0.15,0,-0.02000000000000011,0.46583258795408455,0.47,-0.05,-0.6,0
2015-12-16 14:15:00+00:00,77.0%,USD,2015-12-16 09:15:00,77.3%,worse,Medium,Capacity Utilization Rate,77.5%,accurate,51,-0.3,2015,4,12,2,17,-1,16,-9,16,-1,17,-14,30,10,30,6,30,-8,30,-4,30,1,10935,10939,10933,10936,10939,10931,10931,8,0,0,-5,-5,10933,10928,10929,5,0,0,-7,-2,10929,10925,10926,4,0,-1,-10,-3,10928,10924,10925,4,0,-1,-11,-1,10932,10925,10929,7,0,0,-7,4,10930,10923,10926,7,0,-1,-10,-3,77.5%,0.0,-0.3,-0.10000000000000002,0.18708286933869703,-1.07,0.0,-0.4,0,-0.059999999999999984,0.3714835124201342,0.16,0.15000000000000002,-0.15,0,-0.16000000000000011,0.4098780306383839,-0.34,0.1,-0.6,0
2016-01-15 14:15:00+00:00,76.5%,USD,2016-01-15 09:15:00,76.8%,worse,Medium,Capacity Utilization Rate,76.9%,accurate,2,-0.3,2016,1,1,4,66,22,33,9,33,7,34,-1,34,10,34,8,44,34,47,27,47,10,10941,10949,10940,10941,10962,10942,10962,20,1,2,21,20,10964,10952,10959,12,0,1,18,-3,10970,10959,10968,11,0,2,27,9,10969,10948,10951,21,-1,1,10,-17,10953,10940,10944,13,0,0,3,-7,10953,10940,10940,13,0,0,-1,-4,77.0%,-0.1,-0.4,-0.16,0.19493588689617924,-0.72,0.0,-0.4,0,0.06000000000000001,0.13416407864998744,-1.19,0.15000000000000002,-0.15,0,-0.10000000000000013,0.324037034920393,-0.93,0.1,-0.6,0
2016-02-17 14:15:00+00:00,77.1%,USD,2016-02-17 09:15:00,76.7%,better,Medium,Capacity Utilization Rate,76.4%,accurate,7,0.4,2016,1,2,2,26,-7,30,6,30,3,30,7,33,14,38,20,40,18,40,19,45,27,11127,11128,11118,11120,11120,11106,11114,14,0,0,-6,-6,11117,11111,11115,6,0,0,-5,0,11122,11115,11118,7,0,0,-2,3,11124,11117,11121,7,0,0,1,3,11123,11118,11121,5,0,0,1,0,11136,11119,11133,17,1,1,13,12,76.5%,-0.1,0.30000000000000004,-0.020000000000000007,0.2949576240750525,1.42,0.0,-0.3,0,0.04000000000000001,0.15165750888103108,-0.92,0.1,-0.1,0,0.019999999999999872,0.34205262752974136,0.82,0.0,-0.5,0
2016-03-16 13:15:00+00:00,76.7%,USD,2016-03-16 09:15:00,76.9%,worse,Medium,Capacity Utilization Rate,77.1%,accurate,11,-0.2,2016,1,3,2,39,-34,17,-2,17,2,17,-2,17,-1,17,0,21,10,27,16,29,16,11079,11079,11061,11064,11068,11061,11067,7,0,0,3,3,11073,11067,11069,6,0,0,5,1,11075,11070,11073,5,0,0,9,3,11074,11068,11070,6,0,0,6,-3,11072,11059,11060,13,-1,0,-4,-10,11064,11058,11063,6,0,0,-1,3,77.1%,0.0,-0.2,-0.08,0.2949576240750525,-0.41,0.0,-0.3,0,5.551115123125783e-18,0.12247448713915898,-0.0,0.1,-0.1,0,-0.08000000000000014,0.31144823004794875,-0.39,0.1,-0.45,0
2016-04-15 13:15:00+00:00,74.8%,USD,2016-04-15 09:15:00,75.4%,worse,Medium,Capacity Utilization Rate,76.7%,accurate,15,-0.6,2016,2,4,4,21,-14,19,16,39,27,43,31,43,26,43,16,43,26,43,31,43,32,11275,11276,11272,11274,11285,11274,11282,11,0,0,8,8,11287,11281,11285,6,0,1,11,3,11290,11283,11286,7,0,1,12,1,11286,11282,11285,4,0,1,11,-1,11287,11278,11286,9,0,1,12,1,11286,11282,11285,4,0,1,11,-1,76.7%,0.0,-0.6,-0.2,0.36742346141747667,-1.09,0.0,-0.3,0,-0.039999999999999994,0.05477225575051679,0.73,0.1,-0.1,0,-0.24000000000000013,0.33615472627943227,-1.07,0.1,-0.45,0
2016-05-17 13:15:00+00:00,75.4%,USD,2016-05-17 09:15:00,75.1%,better,Medium,Capacity Utilization Rate,74.9%,accurate,20,0.3,2016,2,5,1,18,-5,38,28,38,25,38,24,38,22,38,27,38,25,38,21,38,16,11313,11317,11312,11313,11320,11311,11317,9,0,0,4,4,11320,11316,11320,4,0,0,7,2,11326,11320,11324,6,0,1,11,4,11333,11323,11332,10,0,1,19,8,11336,11332,11333,4,0,1,20,1,11336,11330,11335,6,0,2,22,2,74.8%,0.1,0.4,-0.07999999999999999,0.4207136793592526,0.9,0.0,-0.4,0,-0.019999999999999997,0.08366600265340766,1.43,0.1,-0.1,0,-0.10000000000000013,0.43588989435406733,1.15,0.1,-0.55,0
2016-06-15 13:15:00+00:00,74.9%,USD,2016-06-15 09:15:00,75.2%,worse,Medium,Capacity Utilization Rate,75.3%,accurate,24,-0.3,2016,2,6,2,23,-13,22,9,29,18,34,16,35,22,43,31,43,25,43,25,43,21,11219,11220,11218,11218,11221,11215,11217,6,0,0,-1,-1,11218,11215,11215,3,0,0,-3,-2,11219,11215,11217,4,0,0,-1,2,11217,11210,11211,7,0,0,-7,-6,11214,11209,11214,5,0,0,-4,3,11218,11213,11218,5,0,0,0,4,75.4%,-0.1,-0.4,-0.07999999999999999,0.4207136793592526,-0.52,0.0,-0.3,0,-0.019999999999999997,0.08366600265340766,-0.96,0.1,-0.1,0,-0.10000000000000013,0.43588989435406733,-0.69,0.2,-0.5,0
2016-07-15 13:15:00+00:00,75.4%,USD,2016-07-15 09:15:00,75.2%,better,Medium,Capacity Utilization Rate,74.9%,accurate,28,0.2,2016,3,7,4,41,-22,38,-30,38,-23,38,-36,47,-47,51,-43,54,-43,57,-45,57,-50,11115,11116,11107,11110,11110,11093,11096,17,-1,-1,-14,-14,11098,11090,11091,8,0,-1,-19,-5,11091,11079,11081,12,-1,-2,-29,-10,11081,11073,11073,8,0,-2,-37,-8,11078,11072,11077,6,0,-2,-33,4,11081,11077,11080,4,0,-2,-30,3,74.9%,0.0,0.2,-0.12,0.37013511046643494,0.86,0.0,-0.3,0,5.551115123125783e-18,0.07071067811865488,-0.0,0.1,-0.1,0,-0.12000000000000015,0.4147288270665544,0.77,0.1,-0.45,0
