actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name
45.7B,USD,2008-10-14 16:00:00,47.0B,accurate,Medium,Federal Budget Balance,-111.9B,accurate,42,2008-10-14 20:00:00+00:00,2.77,2008,4,10,Tuesday
-0.6%,USD,2008-10-15 08:30:00,-0.3%,worse,High,Core Retail Sales m/m,-0.9%,worse,42,2008-10-15 12:30:00+00:00,100.0,2008,4,10,Wednesday
-0.4%,USD,2008-10-15 08:30:00,-0.4%,accurate,High,PPI m/m,-0.9%,accurate,42,2008-10-15 12:30:00+00:00,0.0,2008,4,10,Wednesday
-1.2%,USD,2008-10-15 08:30:00,-0.6%,worse,High,Retail Sales m/m,-0.4%,worse,42,2008-10-15 12:30:00+00:00,100.0,2008,4,10,Wednesday
0.4%,USD,2008-10-15 08:30:00,0.2%,better,Medium,Core PPI m/m,0.2%,accurate,42,2008-10-15 12:30:00+00:00,-100.0,2008,4,10,Wednesday
-24.6,USD,2008-10-15 08:30:00,-9.0,worse,Medium,Empire State Manufacturing Index,-7.4,accurate,42,2008-10-15 12:30:00+00:00,173.33,2008,4,10,Wednesday
0.3%,USD,2008-10-15 10:00:00,0.5%,better,Medium,Business Inventories m/m,1.1%,accurate,42,2008-10-15 14:00:00+00:00,40.0,2008,4,10,Wednesday
0.1%,USD,2008-10-16 08:30:00,0.2%,worse,High,Core CPI m/m,0.2%,accurate,42,2008-10-16 12:30:00+00:00,50.0,2008,4,10,Thursday
0.0%,USD,2008-10-16 08:30:00,0.1%,worse,Medium,CPI m/m,-0.1%,accurate,42,2008-10-16 12:30:00+00:00,100.0,2008,4,10,Thursday
461K,USD,2008-10-16 08:30:00,469K,better,Medium,Unemployment Claims,477K,accurate,42,2008-10-16 12:30:00+00:00,1.71,2008,4,10,Thursday
14.0B,USD,2008-10-16 09:00:00,28.0B,worse,High,TIC Long-Term Purchases,8.6B,better,42,2008-10-16 13:00:00+00:00,50.0,2008,4,10,Thursday
76.4%,USD,2008-10-16 09:15:00,78.0%,worse,Medium,Capacity Utilization Rate,78.7%,accurate,42,2008-10-16 13:15:00+00:00,2.05,2008,4,10,Thursday
-2.8%,USD,2008-10-16 09:15:00,-0.7%,worse,Medium,Industrial Production m/m,-1.0%,better,42,2008-10-16 13:15:00+00:00,300.0,2008,4,10,Thursday
-37.5,USD,2008-10-16 10:00:00,-9.0,worse,Medium,Philly Fed Manufacturing Index,3.8,accurate,42,2008-10-16 14:00:00+00:00,316.67,2008,4,10,Thursday
79B,USD,2008-10-16 10:35:00,82B,accurate,Low,Natural Gas Storage,88B,accurate,42,2008-10-16 14:35:00+00:00,3.66,2008,4,10,Thursday
5.6M,USD,2008-10-16 11:00:00,2.0M,accurate,Medium,Crude Oil Inventories,8.1M,accurate,42,2008-10-16 15:00:00+00:00,-180.0,2008,4,10,Thursday
14,USD,2008-10-16 13:00:00,17,worse,Low,NAHB Housing Market Index,17,worse,42,2008-10-16 17:00:00+00:00,17.65,2008,4,10,Thursday
0.79M,USD,2008-10-17 08:30:00,0.84M,worse,High,Building Permits,0.86M,accurate,42,2008-10-17 12:30:00+00:00,5.95,2008,4,10,Friday
0.82M,USD,2008-10-17 08:30:00,0.88M,worse,Medium,Housing Starts,0.87M,worse,42,2008-10-17 12:30:00+00:00,6.82,2008,4,10,Friday
57.5,USD,2008-10-17 09:55:00,66.0,worse,High,Prelim UoM Consumer Sentiment,70.3,worse,42,2008-10-17 13:55:00+00:00,12.88,2008,4,10,Friday
-7.9B,USD,2008-10-07 15:00:00,5.6B,worse,Low,Consumer Credit m/m,5.2B,better,41,2008-10-07 19:00:00+00:00,241.07,2008,4,10,Tuesday
7.4%,USD,2008-10-08 10:00:00,-1.5%,better,High,Pending Home Sales m/m,-2.7%,better,41,2008-10-08 14:00:00+00:00,-593.33,2008,4,10,Wednesday
8.1M,USD,2008-10-08 10:35:00,2.0M,accurate,Medium,Crude Oil Inventories,4.3M,accurate,41,2008-10-08 14:35:00+00:00,-305.0,2008,4,10,Wednesday
478K,USD,2008-10-09 08:30:00,475K,accurate,High,Unemployment Claims,498K,accurate,41,2008-10-09 12:30:00+00:00,-0.63,2008,4,10,Thursday
0.8%,USD,2008-10-09 10:00:00,0.5%,worse,Low,Final Wholesale Inventories m/m,1.5%,worse,41,2008-10-09 14:00:00+00:00,-60.0,2008,4,10,Thursday
88B,USD,2008-10-09 10:35:00,86B,accurate,Low,Natural Gas Storage,87B,accurate,41,2008-10-09 14:35:00+00:00,-2.33,2008,4,10,Thursday
-59.1B,USD,2008-10-10 08:30:00,-59.5B,accurate,High,Trade Balance,-61.3B,better,41,2008-10-10 12:30:00+00:00,-0.67,2008,4,10,Friday
-3.0%,USD,2008-10-10 08:30:00,-2.6%,worse,Medium,Import Prices m/m,-2.6%,better,41,2008-10-10 12:30:00+00:00,15.38,2008,4,10,Friday
0.2%,USD,2008-09-29 08:30:00,0.2%,accurate,Medium,Core PCE Price Index m/m,0.3%,accurate,40,2008-09-29 12:30:00+00:00,0.0,2008,3,9,Monday
0.0%,USD,2008-09-29 08:30:00,0.2%,worse,Medium,Personal Spending m/m,0.1%,worse,40,2008-09-29 12:30:00+00:00,100.0,2008,3,9,Monday
0.5%,USD,2008-09-29 08:30:00,0.2%,better,Low,Personal Income m/m,-0.6%,better,40,2008-09-29 12:30:00+00:00,-150.0,2008,3,9,Monday
-16.3%,USD,2008-09-30 09:00:00,-16.1%,worse,Low,S&P/CS Composite-20 HPI y/y,-15.9%,accurate,40,2008-09-30 13:00:00+00:00,1.24,2008,3,9,Tuesday
56.7,USD,2008-09-30 09:45:00,53.5,better,Medium,Chicago PMI,57.9,accurate,40,2008-09-30 13:45:00+00:00,-5.98,2008,3,9,Tuesday
59.8,USD,2008-09-30 10:00:00,54.6,better,High,CB Consumer Confidence,58.5,better,40,2008-09-30 14:00:00+00:00,-9.52,2008,3,9,Tuesday
-8K,USD,2008-10-01 08:15:00,-55K,better,High,ADP Non-Farm Employment Change,-37K,accurate,40,2008-10-01 12:15:00+00:00,-85.45,2008,4,10,Wednesday
43.5,USD,2008-10-01 10:00:00,49.5,worse,High,ISM Manufacturing PMI,49.9,accurate,40,2008-10-01 14:00:00+00:00,12.12,2008,4,10,Wednesday
0.0%,USD,2008-10-01 10:00:00,-0.4%,better,Low,Construction Spending m/m,-1.4%,worse,40,2008-10-01 14:00:00+00:00,-100.0,2008,4,10,Wednesday
53.5,USD,2008-10-01 10:00:00,73.0,worse,Low,ISM Manufacturing Prices,77.0,accurate,40,2008-10-01 14:00:00+00:00,26.71,2008,4,10,Wednesday
4.3M,USD,2008-10-01 10:35:00,1.8M,accurate,Medium,Crude Oil Inventories,-1.5M,accurate,40,2008-10-01 14:35:00+00:00,-138.89,2008,4,10,Wednesday
12.5M,USD,2008-10-01 01:00:00,13.6M,worse,Low,Total Vehicle Sales,13.7M,accurate,40,2008-10-01 05:00:00+00:00,8.09,2008,4,10,Wednesday
497K,USD,2008-10-02 08:30:00,475K,worse,High,Unemployment Claims,496K,accurate,40,2008-10-02 12:30:00+00:00,-4.63,2008,4,10,Thursday
-4.0%,USD,2008-10-02 10:00:00,-2.6%,worse,Medium,Factory Orders m/m,0.7%,worse,40,2008-10-02 14:00:00+00:00,53.85,2008,4,10,Thursday
87B,USD,2008-10-02 10:35:00,75B,accurate,Low,Natural Gas Storage,51B,accurate,40,2008-10-02 14:35:00+00:00,-16.0,2008,4,10,Thursday
-159K,USD,2008-10-03 08:30:00,-100K,worse,High,Non-Farm Employment Change,-73K,better,40,2008-10-03 12:30:00+00:00,59.0,2008,4,10,Friday
6.1%,USD,2008-10-03 08:30:00,6.1%,accurate,High,Unemployment Rate,6.1%,accurate,40,2008-10-03 12:30:00+00:00,0.0,2008,4,10,Friday
0.2%,USD,2008-10-03 08:30:00,0.3%,worse,Medium,Average Hourly Earnings m/m,0.4%,accurate,40,2008-10-03 12:30:00+00:00,33.33,2008,4,10,Friday
50.2,USD,2008-10-03 10:00:00,50.0,accurate,High,ISM Non-Manufacturing PMI,50.6,accurate,40,2008-10-03 14:00:00+00:00,-0.4,2008,4,10,Friday
-0.6%,USD,2008-09-23 10:00:00,-0.2%,worse,Low,HPI m/m,-0.3%,worse,39,2008-09-23 14:00:00+00:00,200.0,2008,3,9,Tuesday
-18,USD,2008-09-23 10:00:00,-12,worse,Low,Richmond Manufacturing Index,-16,accurate,39,2008-09-23 14:00:00+00:00,50.0,2008,3,9,Tuesday
4.91M,USD,2008-09-24 10:00:00,4.93M,accurate,High,Existing Home Sales,5.02M,accurate,39,2008-09-24 14:00:00+00:00,0.41,2008,3,9,Wednesday
-1.5M,USD,2008-09-24 10:35:00,-2.0M,accurate,Medium,Crude Oil Inventories,-6.3M,accurate,39,2008-09-24 14:35:00+00:00,-25.0,2008,3,9,Wednesday
-3.0%,USD,2008-09-25 08:30:00,-0.5%,worse,High,Core Durable Goods Orders m/m,0.1%,worse,39,2008-09-25 12:30:00+00:00,500.0,2008,3,9,Thursday
493K,USD,2008-09-25 08:30:00,450K,worse,High,Unemployment Claims,461K,worse,39,2008-09-25 12:30:00+00:00,-9.56,2008,3,9,Thursday
-4.5%,USD,2008-09-25 08:30:00,-1.6%,worse,Medium,Durable Goods Orders m/m,0.8%,worse,39,2008-09-25 12:30:00+00:00,181.25,2008,3,9,Thursday
460K,USD,2008-09-25 10:00:00,510K,worse,High,New Home Sales,520K,better,39,2008-09-25 14:00:00+00:00,9.8,2008,3,9,Thursday
51B,USD,2008-09-25 10:35:00,62B,accurate,Low,Natural Gas Storage,67B,accurate,39,2008-09-25 14:35:00+00:00,17.74,2008,3,9,Thursday
2.8%,USD,2008-09-26 08:30:00,3.3%,worse,Medium,Final GDP q/q,3.3%,accurate,39,2008-09-26 12:30:00+00:00,15.15,2008,3,9,Friday
1.1%,USD,2008-09-26 08:30:00,1.2%,accurate,Low,Final GDP Price Index q/q,1.2%,accurate,39,2008-09-26 12:30:00+00:00,8.33,2008,3,9,Friday
70.3,USD,2008-09-26 09:55:00,70.7,accurate,Medium,Revised UoM Consumer Sentiment,73.1,accurate,39,2008-09-26 13:55:00+00:00,0.57,2008,3,9,Friday
-7.4,USD,2008-09-15 08:30:00,1.5,worse,Medium,Empire State Manufacturing Index,2.8,accurate,38,2008-09-15 12:30:00+00:00,593.33,2008,3,9,Monday
78.7%,USD,2008-09-15 09:15:00,79.6%,worse,Medium,Capacity Utilization Rate,79.7%,worse,38,2008-09-15 13:15:00+00:00,1.13,2008,3,9,Monday
-1.1%,USD,2008-09-15 09:15:00,-0.3%,worse,Medium,Industrial Production m/m,0.1%,worse,38,2008-09-15 13:15:00+00:00,266.67,2008,3,9,Monday
0.2%,USD,2008-09-16 08:30:00,0.2%,accurate,High,Core CPI m/m,0.3%,accurate,38,2008-09-16 12:30:00+00:00,0.0,2008,3,9,Tuesday
-0.1%,USD,2008-09-16 08:30:00,0.0%,worse,Medium,CPI m/m,0.8%,accurate,38,2008-09-16 12:30:00+00:00,-100.0,2008,3,9,Tuesday
6.1B,USD,2008-09-16 09:00:00,55.0B,worse,High,TIC Long-Term Purchases,53.4B,accurate,38,2008-09-16 13:00:00+00:00,88.91,2008,3,9,Tuesday
18,USD,2008-09-16 13:00:00,17,better,Low,NAHB Housing Market Index,16,accurate,38,2008-09-16 17:00:00+00:00,-5.88,2008,3,9,Tuesday
2.00%,USD,2008-09-16 14:14:00,2.00%,accurate,High,Federal Funds Rate,2.00%,accurate,38,2008-09-16 18:15:00+00:00,0.0,2008,3,9,Tuesday
0.85M,USD,2008-09-17 08:30:00,0.93M,worse,High,Building Permits,0.94M,accurate,38,2008-09-17 12:30:00+00:00,8.6,2008,3,9,Wednesday
-183B,USD,2008-09-17 08:30:00,-180B,worse,Medium,Current Account,-176B,accurate,38,2008-09-17 12:30:00+00:00,1.67,2008,3,9,Wednesday
0.90M,USD,2008-09-17 08:30:00,0.95M,worse,Medium,Housing Starts,0.95M,accurate,38,2008-09-17 12:30:00+00:00,5.26,2008,3,9,Wednesday
-6.3M,USD,2008-09-17 10:35:00,-4.3M,accurate,Medium,Crude Oil Inventories,-5.9M,accurate,38,2008-09-17 14:35:00+00:00,46.51,2008,3,9,Wednesday
455K,USD,2008-09-18 08:30:00,440K,worse,Medium,Unemployment Claims,445K,accurate,38,2008-09-18 12:30:00+00:00,-3.41,2008,3,9,Thursday
3.8,USD,2008-09-18 10:00:00,-10.0,better,Medium,Philly Fed Manufacturing Index,-12.7,accurate,38,2008-09-18 14:00:00+00:00,-138.0,2008,3,9,Thursday
-0.5%,USD,2008-09-18 10:00:00,-0.2%,worse,Low,CB Leading Index m/m,-0.7%,accurate,38,2008-09-18 14:00:00+00:00,150.0,2008,3,9,Thursday
67B,USD,2008-09-18 10:35:00,61B,accurate,Low,Natural Gas Storage,58B,accurate,38,2008-09-18 14:35:00+00:00,-9.84,2008,3,9,Thursday
4.6B,USD,2008-09-08 15:00:00,8.6B,worse,Low,Consumer Credit m/m,11.0B,worse,37,2008-09-08 19:00:00+00:00,46.51,2008,3,9,Monday
-3.2%,USD,2008-09-09 10:00:00,-1.2%,worse,High,Pending Home Sales m/m,5.8%,better,37,2008-09-09 14:00:00+00:00,166.67,2008,3,9,Tuesday
1.4%,USD,2008-09-09 10:00:00,0.7%,worse,Low,Final Wholesale Inventories m/m,0.9%,better,37,2008-09-09 14:00:00+00:00,-100.0,2008,3,9,Tuesday
45.8,USD,2008-09-09 10:00:00,43.9,better,Low,IBD/TIPP Economic Optimism,42.8,accurate,37,2008-09-09 14:00:00+00:00,-4.33,2008,3,9,Tuesday
-5.9M,USD,2008-09-10 10:35:00,-4.6M,accurate,Medium,Crude Oil Inventories,-1.9M,accurate,37,2008-09-10 14:35:00+00:00,28.26,2008,3,9,Wednesday
-62.2B,USD,2008-09-11 08:30:00,-58.0B,worse,High,Trade Balance,-58.8B,worse,37,2008-09-11 12:30:00+00:00,7.24,2008,3,9,Thursday
-3.7%,USD,2008-09-11 08:30:00,-1.6%,worse,Medium,Import Prices m/m,0.2%,worse,37,2008-09-11 12:30:00+00:00,131.25,2008,3,9,Thursday
445K,USD,2008-09-11 08:30:00,440K,worse,Medium,Unemployment Claims,451K,worse,37,2008-09-11 12:30:00+00:00,-1.14,2008,3,9,Thursday
58B,USD,2008-09-11 10:35:00,56B,accurate,Low,Natural Gas Storage,90B,accurate,37,2008-09-11 14:35:00+00:00,-3.57,2008,3,9,Thursday
-111.9B,USD,2008-09-11 14:00:00,-106.2B,worse,Medium,Federal Budget Balance,-102.8B,accurate,37,2008-09-11 18:00:00+00:00,5.37,2008,3,9,Thursday
-0.7%,USD,2008-09-12 08:30:00,-0.2%,worse,High,Core Retail Sales m/m,0.3%,worse,37,2008-09-12 12:30:00+00:00,250.0,2008,3,9,Friday
-0.9%,USD,2008-09-12 08:30:00,-0.5%,worse,High,PPI m/m,1.2%,accurate,37,2008-09-12 12:30:00+00:00,80.0,2008,3,9,Friday
-0.3%,USD,2008-09-12 08:30:00,0.2%,worse,High,Retail Sales m/m,-0.5%,worse,37,2008-09-12 12:30:00+00:00,250.0,2008,3,9,Friday
0.2%,USD,2008-09-12 08:30:00,0.2%,accurate,Medium,Core PPI m/m,0.7%,accurate,37,2008-09-12 12:30:00+00:00,0.0,2008,3,9,Friday
73.1,USD,2008-09-12 09:55:00,64.0,better,High,Prelim UoM Consumer Sentiment,63.0,better,37,2008-09-12 13:55:00+00:00,-14.22,2008,3,9,Friday
1.1%,USD,2008-09-12 10:00:00,0.5%,worse,Medium,Business Inventories m/m,0.8%,worse,37,2008-09-12 14:00:00+00:00,-120.0,2008,3,9,Friday
49.9,USD,2008-09-02 10:00:00,49.9,accurate,High,ISM Manufacturing PMI,50.0,accurate,36,2008-09-02 14:00:00+00:00,0.0,2008,3,9,Tuesday
-0.6%,USD,2008-09-02 10:00:00,-0.3%,worse,Low,Construction Spending m/m,0.3%,better,36,2008-09-02 14:00:00+00:00,100.0,2008,3,9,Tuesday
77.0,USD,2008-09-02 10:00:00,82.0,worse,Low,ISM Manufacturing Prices,88.5,accurate,36,2008-09-02 14:00:00+00:00,6.1,2008,3,9,Tuesday
1.3%,USD,2008-09-03 10:00:00,1.0%,better,Medium,Factory Orders m/m,2.1%,better,36,2008-09-03 14:00:00+00:00,-30.0,2008,3,9,Wednesday
13.7M,USD,2008-09-03 01:00:00,13.0M,better,Low,Total Vehicle Sales,12.6M,accurate,36,2008-09-03 05:00:00+00:00,-5.38,2008,3,9,Wednesday
-33K,USD,2008-09-04 08:15:00,-30K,accurate,High,ADP Non-Farm Employment Change,1K,worse,36,2008-09-04 12:15:00+00:00,10.0,2008,3,9,Thursday
4.3%,USD,2008-09-04 08:30:00,3.3%,worse,Medium,Revised Nonfarm Productivity q/q,2.2%,accurate,36,2008-09-04 12:30:00+00:00,-30.3,2008,3,9,Thursday
444K,USD,2008-09-04 08:30:00,422K,worse,Medium,Unemployment Claims,429K,accurate,36,2008-09-04 12:30:00+00:00,-5.21,2008,3,9,Thursday
-0.5%,USD,2008-09-04 08:30:00,0.1%,worse,Low,Revised Unit Labor Costs q/q,1.3%,accurate,36,2008-09-04 12:30:00+00:00,600.0,2008,3,9,Thursday
50.6,USD,2008-09-04 10:00:00,49.4,better,High,ISM Non-Manufacturing PMI,49.5,accurate,36,2008-09-04 14:00:00+00:00,-2.43,2008,3,9,Thursday
90B,USD,2008-09-04 10:35:00,88B,accurate,Low,Natural Gas Storage,102B,accurate,36,2008-09-04 14:35:00+00:00,-2.27,2008,3,9,Thursday
-1.9M,USD,2008-09-04 11:00:00,0.0M,accurate,Medium,Crude Oil Inventories,-0.1M,accurate,36,2008-09-04 15:00:00+00:00,-190.0,2008,3,9,Thursday
-84K,USD,2008-09-05 08:30:00,-73K,worse,High,Non-Farm Employment Change,-60K,worse,36,2008-09-05 12:30:00+00:00,15.07,2008,3,9,Friday
6.1%,USD,2008-09-05 08:30:00,5.7%,worse,High,Unemployment Rate,5.7%,accurate,36,2008-09-05 12:30:00+00:00,-7.02,2008,3,9,Friday
0.4%,USD,2008-09-05 08:30:00,0.3%,better,Medium,Average Hourly Earnings m/m,0.4%,better,36,2008-09-05 12:30:00+00:00,-33.33,2008,3,9,Friday
5.00M,USD,2008-08-25 10:00:00,4.92M,better,High,Existing Home Sales,4.85M,accurate,35,2008-08-25 14:00:00+00:00,-1.63,2008,3,8,Monday
-15.9%,USD,2008-08-26 09:00:00,-16.2%,better,Low,S&P/CS Composite-20 HPI y/y,-15.8%,accurate,35,2008-08-26 13:00:00+00:00,-1.85,2008,3,8,Tuesday
56.9,USD,2008-08-26 10:00:00,53.0,better,High,CB Consumer Confidence,51.9,accurate,35,2008-08-26 14:00:00+00:00,-7.36,2008,3,8,Tuesday
515K,USD,2008-08-26 10:00:00,530K,worse,High,New Home Sales,503K,worse,35,2008-08-26 14:00:00+00:00,2.83,2008,3,8,Tuesday
0.0%,USD,2008-08-26 10:00:00,-0.4%,better,Low,HPI m/m,-0.3%,accurate,35,2008-08-26 14:00:00+00:00,-100.0,2008,3,8,Tuesday
-16,USD,2008-08-26 10:00:00,-10,worse,Low,Richmond Manufacturing Index,-16,accurate,35,2008-08-26 14:00:00+00:00,60.0,2008,3,8,Tuesday
0.7%,USD,2008-08-27 08:30:00,-0.5%,better,High,Core Durable Goods Orders m/m,2.4%,better,35,2008-08-27 12:30:00+00:00,-240.0,2008,3,8,Wednesday
1.3%,USD,2008-08-27 08:30:00,0.1%,better,Medium,Durable Goods Orders m/m,1.3%,better,35,2008-08-27 12:30:00+00:00,-1200.0,2008,3,8,Wednesday
-0.1M,USD,2008-08-27 10:35:00,0.9M,accurate,Medium,Crude Oil Inventories,9.4M,accurate,35,2008-08-27 14:35:00+00:00,111.11,2008,3,8,Wednesday
3.3%,USD,2008-08-28 08:30:00,2.6%,better,High,Prelim GDP q/q,1.9%,accurate,35,2008-08-28 12:30:00+00:00,-26.92,2008,3,8,Thursday
425K,USD,2008-08-28 08:30:00,427K,accurate,Medium,Unemployment Claims,435K,accurate,35,2008-08-28 12:30:00+00:00,0.47,2008,3,8,Thursday
1.2%,USD,2008-08-28 08:30:00,1.1%,accurate,Low,Prelim GDP Price Index q/q,1.1%,accurate,35,2008-08-28 12:30:00+00:00,-9.09,2008,3,8,Thursday
102B,USD,2008-08-28 10:35:00,84B,accurate,Low,Natural Gas Storage,88B,accurate,35,2008-08-28 14:35:00+00:00,-21.43,2008,3,8,Thursday
0.3%,USD,2008-08-29 08:30:00,0.3%,accurate,Medium,Core PCE Price Index m/m,0.3%,accurate,35,2008-08-29 12:30:00+00:00,0.0,2008,3,8,Friday
0.2%,USD,2008-08-29 08:30:00,0.3%,worse,Medium,Personal Spending m/m,0.6%,accurate,35,2008-08-29 12:30:00+00:00,33.33,2008,3,8,Friday
-0.7%,USD,2008-08-29 08:30:00,-0.1%,worse,Low,Personal Income m/m,0.1%,accurate,35,2008-08-29 12:30:00+00:00,600.0,2008,3,8,Friday
57.9,USD,2008-08-29 09:45:00,50.1,better,Medium,Chicago PMI,50.8,accurate,35,2008-08-29 13:45:00+00:00,-15.57,2008,3,8,Friday
63.0,USD,2008-08-29 09:55:00,62.0,better,Medium,Revised UoM Consumer Sentiment,61.7,accurate,35,2008-08-29 13:55:00+00:00,-1.61,2008,3,8,Friday
16,USD,2008-08-18 13:00:00,16,accurate,Low,NAHB Housing Market Index,16,accurate,34,2008-08-18 17:00:00+00:00,0.0,2008,3,8,Monday
0.94M,USD,2008-08-19 08:30:00,0.98M,worse,High,Building Permits,1.14M,better,34,2008-08-19 12:30:00+00:00,4.08,2008,3,8,Tuesday
1.2%,USD,2008-08-19 08:30:00,0.6%,better,High,PPI m/m,1.8%,accurate,34,2008-08-19 12:30:00+00:00,-100.0,2008,3,8,Tuesday
0.7%,USD,2008-08-19 08:30:00,0.2%,better,Medium,Core PPI m/m,0.2%,accurate,34,2008-08-19 12:30:00+00:00,-250.0,2008,3,8,Tuesday
0.97M,USD,2008-08-19 08:30:00,0.97M,accurate,Medium,Housing Starts,1.08M,accurate,34,2008-08-19 12:30:00+00:00,0.0,2008,3,8,Tuesday
9.4M,USD,2008-08-20 10:35:00,0.7M,accurate,Medium,Crude Oil Inventories,-0.4M,accurate,34,2008-08-20 14:35:00+00:00,-1242.86,2008,3,8,Wednesday
432K,USD,2008-08-21 08:30:00,443K,better,Medium,Unemployment Claims,445K,better,34,2008-08-21 12:30:00+00:00,2.48,2008,3,8,Thursday
-12.7,USD,2008-08-21 10:00:00,-14.5,better,Medium,Philly Fed Manufacturing Index,-16.3,accurate,34,2008-08-21 14:00:00+00:00,-12.41,2008,3,8,Thursday
-0.7%,USD,2008-08-21 10:00:00,-0.2%,worse,Low,CB Leading Index m/m,0.0%,better,34,2008-08-21 14:00:00+00:00,250.0,2008,3,8,Thursday
88B,USD,2008-08-21 10:35:00,82B,accurate,Low,Natural Gas Storage,50B,accurate,34,2008-08-21 14:35:00+00:00,-7.32,2008,3,8,Thursday
-56.8B,USD,2008-08-12 08:30:00,-61.8B,better,High,Trade Balance,-59.2B,accurate,33,2008-08-12 12:30:00+00:00,-8.09,2008,3,8,Tuesday
42.8,USD,2008-08-12 10:00:00,38.5,better,Low,IBD/TIPP Economic Optimism,37.4,accurate,33,2008-08-12 14:00:00+00:00,-11.17,2008,3,8,Tuesday
-102.8B,USD,2008-08-12 14:00:00,-88.5B,worse,Medium,Federal Budget Balance,50.7B,accurate,33,2008-08-12 18:00:00+00:00,16.16,2008,3,8,Tuesday
0.4%,USD,2008-08-13 08:30:00,0.5%,worse,High,Core Retail Sales m/m,0.9%,better,33,2008-08-13 12:30:00+00:00,20.0,2008,3,8,Wednesday
-0.1%,USD,2008-08-13 08:30:00,0.0%,worse,High,Retail Sales m/m,0.3%,better,33,2008-08-13 12:30:00+00:00,-100.0,2008,3,8,Wednesday
1.7%,USD,2008-08-13 08:30:00,1.0%,better,Medium,Import Prices m/m,2.9%,better,33,2008-08-13 12:30:00+00:00,-70.0,2008,3,8,Wednesday
0.7%,USD,2008-08-13 10:00:00,0.5%,worse,Medium,Business Inventories m/m,0.4%,worse,33,2008-08-13 14:00:00+00:00,-40.0,2008,3,8,Wednesday
-0.4M,USD,2008-08-13 10:35:00,-0.1M,accurate,Medium,Crude Oil Inventories,1.7M,accurate,33,2008-08-13 14:35:00+00:00,300.0,2008,3,8,Wednesday
0.3%,USD,2008-08-14 08:30:00,0.2%,better,High,Core CPI m/m,0.3%,accurate,33,2008-08-14 12:30:00+00:00,-50.0,2008,3,8,Thursday
0.8%,USD,2008-08-14 08:30:00,0.4%,better,Medium,CPI m/m,1.1%,accurate,33,2008-08-14 12:30:00+00:00,-100.0,2008,3,8,Thursday
450K,USD,2008-08-14 08:30:00,440K,worse,Medium,Unemployment Claims,460K,worse,33,2008-08-14 12:30:00+00:00,-2.27,2008,3,8,Thursday
50B,USD,2008-08-14 10:35:00,53B,accurate,Low,Natural Gas Storage,56B,accurate,33,2008-08-14 14:35:00+00:00,5.66,2008,3,8,Thursday
2.8,USD,2008-08-15 08:30:00,-4.3,better,Medium,Empire State Manufacturing Index,-4.9,accurate,33,2008-08-15 12:30:00+00:00,-165.12,2008,3,8,Friday
53.4B,USD,2008-08-15 09:00:00,60.0B,worse,High,TIC Long-Term Purchases,83.2B,better,33,2008-08-15 13:00:00+00:00,11.0,2008,3,8,Friday
79.9%,USD,2008-08-15 09:15:00,79.8%,accurate,Medium,Capacity Utilization Rate,79.8%,accurate,33,2008-08-15 13:15:00+00:00,-0.13,2008,3,8,Friday
0.2%,USD,2008-08-15 09:15:00,0.0%,better,Medium,Industrial Production m/m,0.4%,worse,33,2008-08-15 13:15:00+00:00,200.0,2008,3,8,Friday
61.7,USD,2008-08-15 09:55:00,62.0,accurate,High,Prelim UoM Consumer Sentiment,61.2,better,33,2008-08-15 13:55:00+00:00,0.48,2008,3,8,Friday
0.3%,USD,2008-08-04 08:30:00,0.2%,better,Medium,Core PCE Price Index m/m,0.2%,better,32,2008-08-04 12:30:00+00:00,-50.0,2008,3,8,Monday
0.6%,USD,2008-08-04 08:30:00,0.5%,better,Medium,Personal Spending m/m,0.8%,accurate,32,2008-08-04 12:30:00+00:00,-20.0,2008,3,8,Monday
0.1%,USD,2008-08-04 08:30:00,-0.1%,better,Low,Personal Income m/m,1.8%,worse,32,2008-08-04 12:30:00+00:00,-200.0,2008,3,8,Monday
1.7%,USD,2008-08-04 10:00:00,0.7%,better,Medium,Factory Orders m/m,0.9%,better,32,2008-08-04 14:00:00+00:00,-142.86,2008,3,8,Monday
49.5,USD,2008-08-05 10:00:00,48.6,better,High,ISM Non-Manufacturing PMI,48.2,accurate,32,2008-08-05 14:00:00+00:00,-1.85,2008,3,8,Tuesday
2.00%,USD,2008-08-05 14:13:00,2.00%,accurate,High,Federal Funds Rate,2.00%,accurate,32,2008-08-05 18:15:00+00:00,0.0,2008,3,8,Tuesday
1.7M,USD,2008-08-06 10:35:00,0.1M,accurate,Medium,Crude Oil Inventories,-0.1M,accurate,32,2008-08-06 14:35:00+00:00,-1600.0,2008,3,8,Wednesday
455K,USD,2008-08-07 08:30:00,420K,worse,Medium,Unemployment Claims,448K,accurate,32,2008-08-07 12:30:00+00:00,-8.33,2008,3,8,Thursday
5.3%,USD,2008-08-07 10:00:00,-1.0%,better,High,Pending Home Sales m/m,-4.9%,worse,32,2008-08-07 14:00:00+00:00,-630.0,2008,3,8,Thursday
56B,USD,2008-08-07 10:35:00,60B,accurate,Low,Natural Gas Storage,65B,accurate,32,2008-08-07 14:35:00+00:00,6.67,2008,3,8,Thursday
