datetime_gmt,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,forecast_error_diff,year,quarter,month,weekday,volatility_60_0_before,pips_agg_60_0_before,volatility_0_30_after,pips_agg_0_30_after,volatility_0_60_after,pips_agg_0_60_after,volatility_0_90_after,pips_agg_0_90_after,volatility_0_120_after,pips_agg_0_120_after,volatility_0_150_after,pips_agg_0_150_after,volatility_0_180_after,pips_agg_0_180_after,volatility_0_210_after,pips_agg_0_210_after,volatility_0_240_after,pips_agg_0_240_after,open_released,high_released,low_released,close_released,high_0_5_after,low_0_5_after,close_0_5_after,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,high_5_10_after,low_5_10_after,close_5_10_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,high_10_15_after,low_10_15_after,close_10_15_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,high_15_20_after,low_15_20_after,close_15_20_after,volatility_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,high_20_25_after,low_20_25_after,close_20_25_after,volatility_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,high_25_30_after,low_25_30_after,close_25_30_after,volatility_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,previous_value,previous_error_diff,total_error_diff,forecast_error_diff_outlier_class,forecast_error_diff_deviation,previous_error_diff_outlier_class,previous_error_diff_deviation,total_error_diff_outlier_class,total_error_diff_deviation
2007-03-08 14:30:00+00:00,-102B,USD,2007-03-08 09:30:00,-100B,accurate,Low,Natural Gas Storage,-132B,accurate,10,-2.0,2007,1,3,3,54,-28,13,0,14,-2,16,-1,22,9,22,-1,22,1,22,5,22,3,13124,13127,13122,13124,13127,13122,13123,5,-1,-2,13130,13121,13129,9,5,5,13128,13119,13121,9,-3,-7,13122,13117,13118,5,-6,-2,13125,13120,13123,5,-1,3,13127,13122,13123,5,-1,-2,-132B,0.0,-2.0,0,-0.24,0,0.0,0,-0.24
2007-03-15 14:30:00+00:00,-115B,USD,2007-03-15 10:30:00,-118B,accurate,Low,Natural Gas Storage,-102B,accurate,11,3.0,2007,1,3,3,13,4,20,10,24,17,26,14,29,10,29,3,29,6,29,3,29,5,13230,13231,13227,13227,13227,13222,13224,5,-3,-2,13226,13222,13226,4,-1,2,13230,13224,13229,6,2,3,13230,13225,13227,5,0,-2,13241,13226,13236,15,9,9,13242,13236,13237,6,10,1,-102B,0.0,3.0,1,1.0,0,0.0,1,1.0
2007-03-22 14:30:00+00:00,17B,USD,2007-03-22 10:30:00,-1B,accurate,Low,Natural Gas Storage,-115B,accurate,12,18.0,2007,1,3,3,22,8,11,-4,19,-12,19,-7,19,-10,45,-35,58,-47,58,-43,58,-43,13365,13369,13364,13366,13367,13362,13364,5,-2,-2,13365,13360,13361,5,-5,-3,13362,13359,13361,3,-5,0,13361,13357,13359,4,-7,0,13362,13356,13360,6,-6,-1,13363,13359,13360,4,-6,-2,-115B,0.0,18.0,2,5.75,0,0.0,2,5.75
2007-03-29 14:30:00+00:00,-22B,USD,2007-03-29 10:30:00,-18B,accurate,Low,Natural Gas Storage,17B,accurate,13,-4.0,2007,1,3,3,10,2,8,2,11,-1,14,1,21,10,21,5,21,6,21,2,21,3,13332,13333,13332,13333,13333,13331,13331,2,-2,-1,13332,13331,13332,1,-1,1,13338,13333,13337,5,4,4,13337,13334,13335,3,2,-1,13336,13330,13332,6,-1,-3,13335,13331,13332,4,-1,-2,17B,0.0,-4.0,0,-2.24,0,0.0,0,-2.24
2007-04-05 14:30:00+00:00,58B,USD,2007-04-05 10:30:00,54B,accurate,Low,Natural Gas Storage,-22B,accurate,14,4.0,2007,2,4,3,16,5,7,2,13,-3,16,-8,19,-11,19,-9,19,-11,19,-5,19,-5,13431,13434,13431,13433,13434,13430,13434,4,1,1,13433,13431,13432,2,-1,-1,13434,13432,13433,2,0,1,13435,13432,13435,3,2,2,13435,13432,13435,3,2,0,13437,13434,13435,3,2,0,-22B,0.0,4.0,0,1.44,0,0.0,0,1.44
2007-04-12 14:30:00+00:00,23B,USD,2007-04-12 10:30:00,18B,accurate,Low,Natural Gas Storage,58B,accurate,15,5.0,2007,2,4,3,22,13,22,9,22,10,22,2,29,0,32,-7,32,-6,32,-10,32,-2,13490,13490,13482,13483,13487,13482,13485,5,2,2,13504,13484,13498,20,15,14,13501,13492,13492,9,9,-6,13492,13485,13487,7,4,-5,13493,13487,13492,6,9,5,13498,13491,13496,7,13,4,58B,0.0,5.0,1,1.49,0,0.0,1,1.49
2007-04-19 14:30:00+00:00,-46B,USD,2007-04-19 10:30:00,-48B,accurate,Low,Natural Gas Storage,23B,accurate,16,2.0,2007,2,4,3,25,9,14,7,19,13,19,7,19,1,19,3,19,6,19,0,19,3,13596,13600,13596,13599,13608,13599,13602,9,3,3,13603,13594,13595,9,-4,-7,13596,13594,13595,2,-4,0,13597,13595,13595,2,-4,0,13606,13595,13606,11,7,10,13608,13600,13607,8,8,1,23B,0.0,2.0,0,0.56,0,0.0,0,0.56
2007-04-26 14:30:00+00:00,18B,USD,2007-04-26 10:30:00,18B,accurate,Low,Natural Gas Storage,-46B,accurate,17,0.0,2007,2,4,3,16,-1,12,3,14,-2,25,-7,25,-5,25,1,25,5,25,8,26,8,13599,13601,13597,13598,13605,13597,13605,8,7,6,13609,13604,13606,5,8,1,13606,13600,13600,6,2,-6,13605,13600,13603,5,5,3,13605,13599,13602,6,4,-1,13605,13600,13605,5,7,3,-46B,0.0,0.0,0,-3.51,0,0.0,0,-3.51
2007-05-03 14:30:00+00:00,87B,USD,2007-05-03 10:30:00,81B,accurate,Low,Natural Gas Storage,18B,accurate,18,6.0,2007,2,5,3,35,-30,12,10,12,1,12,3,17,11,17,11,17,4,17,7,21,2,13552,13558,13552,13556,13558,13555,13557,3,1,1,13558,13555,13558,3,2,2,13557,13555,13557,2,1,0,13561,13556,13559,5,3,2,13567,13560,13566,7,10,6,13566,13563,13563,3,7,-3,18B,0.0,6.0,1,1.68,0,0.0,1,1.68
2007-05-10 14:30:00+00:00,96B,USD,2007-05-10 10:30:00,96B,accurate,Low,Natural Gas Storage,87B,accurate,19,0.0,2007,2,5,3,16,3,5,-3,16,-8,17,-4,17,-2,36,-25,50,-40,50,-43,50,-34,13507,13514,13507,13512,13513,13510,13511,3,-1,-1,13512,13509,13512,3,0,2,13513,13511,13512,2,0,0,13513,13508,13508,5,-4,-5,13510,13508,13510,2,-2,2,13512,13508,13512,4,0,3,87B,0.0,0.0,0,2.41,0,0.0,0,2.41
2007-05-17 14:30:00+00:00,95B,USD,2007-05-17 10:30:00,97B,accurate,Low,Natural Gas Storage,96B,accurate,20,-2.0,2007,2,5,3,15,7,9,-6,12,2,12,2,18,8,18,5,18,4,18,0,18,6,13484,13489,13484,13489,13492,13487,13490,5,1,-1,13491,13485,13486,6,-3,-3,13488,13486,13487,2,-2,0,13490,13486,13487,4,-2,0,13487,13484,13485,3,-4,-2,13490,13483,13489,7,0,4,96B,0.0,-2.0,0,-0.72,0,0.0,0,-0.72
2007-05-24 14:30:00+00:00,104B,USD,2007-05-24 10:30:00,96B,accurate,Low,Natural Gas Storage,95B,accurate,21,8.0,2007,2,5,3,35,-26,20,8,20,1,20,1,22,12,22,9,27,17,30,16,30,15,13423,13424,13422,13423,13424,13418,13420,6,-3,-4,13425,13416,13425,9,2,6,13429,13423,13428,6,5,3,13432,13426,13430,6,7,3,13433,13430,13432,3,9,2,13436,13432,13435,4,12,3,95B,0.0,8.0,1,2.64,0,0.0,1,2.64
2007-05-31 14:30:00+00:00,107B,USD,2007-05-31 10:30:00,105B,accurate,Low,Natural Gas Storage,104B,accurate,22,2.0,2007,2,5,3,32,-25,16,10,30,15,30,12,30,8,30,4,30,2,30,8,30,9,13444,13444,13439,13441,13442,13439,13439,3,-2,-3,13443,13440,13442,3,1,2,13445,13442,13445,3,4,3,13450,13445,13450,5,9,5,13454,13449,13452,5,11,2,13455,13451,13454,4,13,2,104B,0.0,2.0,0,0.46,0,0.0,0,0.46
2007-06-07 14:30:00+00:00,110B,USD,2007-06-07 10:30:00,105B,accurate,Low,Natural Gas Storage,107B,accurate,23,5.0,2007,2,6,3,18,0,15,-11,15,-5,15,-9,23,-20,40,-38,40,-35,43,-40,43,-35,13465,13466,13461,13464,13464,13457,13457,7,-7,-7,13457,13454,13456,3,-8,0,13458,13456,13458,2,-6,0,13458,13455,13455,3,-9,-3,13455,13449,13452,6,-12,-3,13457,13452,13457,5,-7,4,107B,0.0,5.0,0,1.21,0,0.0,0,1.21
2007-06-14 14:30:00+00:00,92B,USD,2007-06-14 10:30:00,98B,accurate,Low,Natural Gas Storage,110B,accurate,24,-6.0,2007,2,6,3,20,15,9,-4,18,-9,18,-9,18,-9,18,-9,18,-7,18,-4,18,-11,13315,13317,13314,13317,13317,13314,13316,3,-1,-1,13317,13315,13317,2,0,1,13319,13316,13316,3,-1,0,13316,13314,13316,2,-1,0,13316,13311,13314,5,-3,-1,13314,13310,13313,4,-4,0,110B,0.0,-6.0,1,-1.51,0,0.0,1,-1.51
2007-06-21 14:30:00+00:00,89B,USD,2007-06-21 10:30:00,88B,accurate,Low,Natural Gas Storage,92B,accurate,25,1.0,2007,2,6,3,6,1,3,-1,8,0,8,-2,15,-3,15,-5,15,-5,15,-8,21,-10,13397,13399,13396,13398,13399,13396,13397,3,-1,-2,13398,13396,13397,2,-1,1,13398,13396,13398,2,0,1,13399,13396,13397,3,-1,-1,13398,13397,13398,1,0,0,13399,13397,13397,2,-1,-1,92B,0.0,1.0,0,0.18,0,0.0,0,0.18
2007-06-28 14:30:00+00:00,99B,USD,2007-06-28 10:30:00,84B,accurate,Low,Natural Gas Storage,89B,accurate,26,15.0,2007,2,6,3,8,-5,5,0,6,0,8,1,8,1,10,-2,17,-7,20,-16,27,-13,13465,13466,13464,13464,13464,13462,13463,2,-1,-1,13463,13460,13462,3,-2,-1,13464,13461,13464,3,0,2,13464,13462,13463,2,-1,0,13464,13461,13464,3,0,1,13465,13462,13463,3,-1,-1,89B,0.0,15.0,1,2.86,0,0.0,1,2.86
2007-07-06 14:30:00+00:00,78B,USD,2007-07-06 10:30:00,82B,accurate,Low,Natural Gas Storage,99B,accurate,27,-4.0,2007,3,7,4,39,34,11,-8,11,-2,19,-13,19,-17,19,-13,19,-16,19,-14,19,-16,13639,13640,13634,13635,13637,13633,13635,4,0,-1,13635,13633,13633,2,-2,0,13634,13626,13628,8,-7,-6,13631,13627,13629,4,-6,1,13631,13627,13628,4,-7,-2,13631,13627,13631,4,-4,3,99B,0.0,-4.0,0,-0.52,0,0.0,0,-0.52
2007-07-12 14:30:00+00:00,106B,USD,2007-07-12 10:30:00,97B,accurate,Low,Natural Gas Storage,78B,accurate,28,9.0,2007,3,7,3,14,-3,11,-4,16,-3,20,2,30,11,30,11,31,14,31,13,31,13,13774,13774,13770,13771,13772,13767,13767,5,-4,-5,13769,13765,13765,4,-6,-3,13766,13761,13764,5,-7,0,13766,13763,13765,3,-6,1,13767,13765,13767,2,-4,1,13770,13765,13770,5,-1,2,78B,0.0,9.0,1,1.08,0,0.0,1,1.08
2007-07-19 14:30:00+00:00,65B,USD,2007-07-19 10:30:00,69B,accurate,Low,Natural Gas Storage,106B,accurate,29,-4.0,2007,3,7,3,11,2,14,3,18,-1,27,-13,27,-7,27,-2,27,1,27,-6,31,-12,13817,13818,13813,13817,13816,13815,13816,1,-1,0,13817,13815,13816,2,-1,1,13816,13813,13815,3,-2,-1,13819,13814,13817,5,0,2,13820,13816,13818,4,1,1,13827,13819,13821,8,4,2,106B,0.0,-4.0,0,-0.45,0,0.0,0,-0.45
2007-07-26 14:30:00+00:00,71B,USD,2007-07-26 10:30:00,70B,accurate,Low,Natural Gas Storage,65B,accurate,30,1.0,2007,3,7,3,39,6,18,4,27,-8,27,-1,58,8,63,35,63,18,63,31,63,30,13730,13733,13721,13725,13728,13721,13727,7,2,3,13730,13722,13726,8,1,1,13729,13722,13725,7,0,-2,13735,13721,13732,14,7,5,13734,13721,13728,13,3,-4,13730,13717,13719,13,-6,-9,65B,0.0,1.0,0,0.12,0,0.0,0,0.12
2007-08-02 14:30:00+00:00,77B,USD,2007-08-02 10:30:00,74B,accurate,Low,Natural Gas Storage,71B,accurate,31,3.0,2007,3,8,3,17,8,17,5,25,11,39,24,46,35,46,31,46,30,46,28,46,30,13662,13666,13659,13663,13665,13659,13664,6,1,0,13668,13660,13665,8,2,3,13674,13662,13671,12,8,6,13673,13665,13670,8,7,0,13674,13664,13669,10,6,-2,13676,13666,13672,10,9,3,71B,0.0,3.0,0,0.36,0,0.0,0,0.36
2007-08-09 14:30:00+00:00,42B,USD,2007-08-09 10:30:00,50B,accurate,Low,Natural Gas Storage,77B,accurate,32,-8.0,2007,3,8,3,41,22,21,-3,26,3,26,-3,26,-4,32,-8,36,-12,36,-10,36,-10,13692,13700,13685,13697,13710,13691,13708,19,11,10,13708,13696,13704,12,7,-3,13705,13697,13702,8,5,2,13704,13691,13695,13,-2,-6,13699,13689,13694,10,-3,0,13704,13692,13703,12,6,8,77B,0.0,-8.0,1,-1.47,0,0.0,1,-1.47
2007-08-16 14:30:00+00:00,21B,USD,2007-08-16 10:30:00,24B,accurate,Low,Natural Gas Storage,42B,accurate,33,-3.0,2007,3,8,3,38,-17,12,2,19,-1,20,1,35,-12,35,-6,35,-6,35,-10,35,-1,13403,13410,13400,13406,13409,13399,13407,10,1,2,13410,13400,13406,10,0,0,13410,13403,13406,7,0,0,13411,13404,13408,7,2,0,13410,13402,13405,8,-1,0,13409,13399,13401,10,-5,-6,42B,0.0,-3.0,0,-0.46,0,0.0,0,-0.46
2007-08-23 14:30:00+00:00,23B,USD,2007-08-23 10:30:00,29B,accurate,Low,Natural Gas Storage,21B,accurate,34,-6.0,2007,3,8,3,19,-1,25,9,25,14,25,1,25,4,25,2,25,-1,25,-1,25,-1,13558,13564,13555,13562,13563,13552,13559,11,-3,-1,13566,13556,13559,10,-3,0,13564,13551,13559,13,-3,-3,13565,13556,13560,9,-2,2,13571,13557,13565,14,3,1,13576,13561,13574,15,12,5,21B,0.0,-6.0,1,-1.39,0,0.0,1,-1.39
2007-08-30 14:30:00+00:00,43B,USD,2007-08-30 10:30:00,40B,accurate,Low,Natural Gas Storage,23B,accurate,35,3.0,2007,3,8,3,25,13,15,2,34,18,34,13,34,11,34,19,34,13,34,12,34,8,13624,13635,13624,13633,13638,13628,13633,10,0,0,13636,13627,13630,9,-3,-2,13633,13624,13629,9,-4,1,13633,13625,13630,8,-3,-1,13638,13627,13635,11,2,8,13639,13631,13634,8,1,-1,23B,0.0,3.0,0,0.65,0,0.0,0,0.65
2007-09-06 14:30:00+00:00,36B,USD,2007-09-06 10:30:00,44B,accurate,Low,Natural Gas Storage,43B,accurate,36,-8.0,2007,3,9,3,28,14,31,9,48,30,50,19,50,17,50,8,50,7,50,6,50,9,13673,13676,13664,13671,13675,13660,13668,15,-3,-7,13675,13666,13673,9,2,6,13679,13671,13677,8,6,3,13681,13672,13679,9,8,4,13686,13673,13683,13,12,4,13691,13680,13690,11,19,6,43B,0.0,-8.0,1,-1.58,0,0.0,1,-1.58
2007-09-13 14:30:00+00:00,64B,USD,2007-09-13 10:30:00,61B,accurate,Low,Natural Gas Storage,36B,accurate,37,3.0,2007,3,9,3,34,15,29,-12,31,-8,31,-7,31,-4,31,4,31,5,31,3,31,-1,13894,13896,13889,13894,13899,13889,13896,10,2,6,13903,13894,13900,9,6,5,13902,13889,13892,13,-2,-8,13896,13889,13893,7,-1,0,13896,13876,13878,20,-16,-17,13883,13874,13881,9,-13,3,36B,0.0,3.0,0,0.65,0,0.0,0,0.65
2007-09-20 14:30:00+00:00,63B,USD,2007-09-20 10:30:00,66B,accurate,Low,Natural Gas Storage,64B,accurate,38,-3.0,2007,3,9,3,31,21,33,15,44,27,46,25,46,24,46,11,46,12,46,9,46,4,14055,14069,14055,14065,14067,14060,14064,7,-1,-1,14070,14053,14067,17,2,5,14075,14064,14074,11,9,5,14079,14072,14079,7,14,5,14083,14074,14080,9,15,2,14086,14076,14083,10,18,3,64B,0.0,-3.0,0,-0.59,0,0.0,0,-0.59
2007-09-27 14:30:00+00:00,74B,USD,2007-09-27 10:30:00,73B,accurate,Low,Natural Gas Storage,63B,accurate,39,1.0,2007,3,9,3,35,-19,15,3,20,-6,30,-13,30,-10,30,-7,30,1,30,-1,30,4,14152,14156,14147,14151,14152,14143,14150,9,-1,0,14152,14145,14149,7,-2,1,14153,14145,14150,8,-1,0,14151,14143,14145,8,-6,-5,14153,14140,14151,13,0,6,14155,14147,14150,8,-1,-3,63B,0.0,1.0,0,0.2,0,0.0,0,0.2
2007-10-04 14:30:00+00:00,57B,USD,2007-10-04 10:30:00,64B,accurate,Low,Natural Gas Storage,74B,accurate,40,-7.0,2007,4,10,3,80,56,19,2,23,-1,27,-3,27,1,27,-4,27,-5,27,-4,37,-16,14121,14139,14118,14131,14149,14131,14139,18,8,4,14142,14133,14135,9,4,0,14145,14133,14143,12,12,7,14148,14138,14141,10,10,-3,14143,14135,14138,8,7,-3,14139,14130,14135,9,4,-2,74B,0.0,-7.0,1,-1.49,0,0.0,1,-1.49
2007-10-11 14:30:00+00:00,73B,USD,2007-10-11 10:30:00,70B,accurate,Low,Natural Gas Storage,57B,accurate,41,3.0,2007,4,10,3,62,50,30,21,30,13,30,13,30,11,30,10,30,9,30,7,36,-1,14215,14220,14209,14211,14224,14210,14222,14,11,10,14233,14212,14231,21,20,11,14239,14226,14228,13,17,-5,14234,14223,14227,11,16,-3,14234,14222,14233,12,22,9,14240,14231,14236,9,25,3,57B,0.0,3.0,0,0.62,0,0.0,0,0.62
2007-10-18 14:30:00+00:00,39B,USD,2007-10-18 10:30:00,50B,accurate,Low,Natural Gas Storage,73B,accurate,42,-11.0,2007,4,10,3,23,-6,16,-5,20,-3,20,3,20,2,20,-5,20,-6,20,-2,20,1,14294,14296,14283,14288,14288,14279,14286,9,-2,-1,14291,14280,14284,11,-4,-2,14291,14284,14287,7,-1,2,14289,14279,14285,10,-3,-2,14288,14279,14285,9,-3,0,14286,14275,14280,11,-8,-2,73B,0.0,-11.0,1,-2.54,0,0.0,1,-2.54
2007-10-25 14:30:00+00:00,68B,USD,2007-10-25 10:30:00,54B,accurate,Low,Natural Gas Storage,39B,accurate,43,14.0,2007,4,10,3,24,-7,17,-7,30,-15,30,-11,30,-11,30,-6,30,-9,40,10,40,4,14317,14319,14308,14311,14313,14302,14310,11,-1,0,14313,14304,14310,9,-1,2,14311,14303,14309,8,-2,-1,14314,14298,14304,16,-7,-6,14308,14300,14303,8,-8,-1,14309,14297,14305,12,-6,2,39B,0.0,14.0,2,2.44,0,0.0,2,2.44
2007-11-01 14:30:00+00:00,66B,USD,2007-11-01 10:30:00,59B,accurate,Low,Natural Gas Storage,68B,accurate,44,7.0,2007,4,11,3,25,-5,17,3,22,12,26,12,59,42,70,45,70,39,70,28,70,29,14411,14422,14406,14417,14422,14412,14422,10,5,6,14427,14414,14422,13,5,2,14427,14412,14423,15,6,2,14425,14414,14420,11,3,-3,14424,14410,14421,14,4,5,14425,14413,14421,12,4,2,68B,0.0,7.0,1,1.15,0,0.0,1,1.15
2007-11-08 15:30:00+00:00,36B,USD,2007-11-08 10:30:00,30B,accurate,Low,Natural Gas Storage,66B,accurate,45,6.0,2007,4,11,3,48,26,16,3,18,6,18,3,38,-17,38,-8,38,-13,38,-4,38,-10,14694,14699,14686,14688,14694,14683,14691,11,3,3,14694,14687,14689,7,1,1,14698,14687,14690,11,2,1,14699,14686,14690,13,2,-1,14694,14686,14690,8,2,-4,14694,14685,14687,9,-1,-4,66B,0.0,6.0,1,0.81,0,0.0,1,0.81
2007-11-15 15:30:00+00:00,-9B,USD,2007-11-15 10:30:00,-8B,accurate,Low,Natural Gas Storage,36B,accurate,46,-1.0,2007,4,11,3,23,17,18,-8,20,-2,20,-3,25,4,25,-6,33,-11,38,-23,38,-22,14633,14637,14631,14635,14637,14628,14630,9,-5,-5,14641,14629,14640,12,5,8,14641,14633,14634,8,-1,-6,14639,14629,14635,10,0,1,14638,14626,14627,12,-8,-6,14631,14623,14624,8,-11,-3,36B,0.0,-1.0,0,-0.14,0,0.0,0,-0.14
2007-11-21 15:30:00+00:00,4B,USD,2007-11-21 10:30:00,2B,accurate,Low,Natural Gas Storage,-9B,accurate,47,2.0,2007,4,11,2,25,-11,18,0,21,9,22,6,22,7,29,13,29,10,31,22,31,17,14820,14823,14816,14819,14827,14816,14824,11,5,4,14832,14822,14831,10,12,6,14834,14826,14829,8,10,-5,14833,14823,14829,10,10,0,14831,14819,14823,12,4,-7,14827,14818,14824,9,5,4,-9B,0.0,2.0,0,0.28,0,0.0,0,0.28
2007-11-29 15:30:00+00:00,-12B,USD,2007-11-29 10:30:00,-20B,accurate,Low,Natural Gas Storage,4B,accurate,48,8.0,2007,4,11,3,48,33,18,6,20,-1,20,2,23,0,39,-15,39,-11,39,-14,39,-11,14772,14773,14763,14766,14774,14764,14770,10,4,4,14777,14767,14773,10,7,1,14780,14770,14780,10,14,6,14782,14772,14777,10,11,-2,14780,14769,14774,11,8,-2,14775,14766,14769,9,3,-3,4B,0.0,8.0,1,2.36,0,0.0,1,2.36
2007-12-06 15:30:00+00:00,-88B,USD,2007-12-06 10:30:00,-79B,accurate,Low,Natural Gas Storage,-12B,accurate,49,-9.0,2007,4,12,3,24,-2,17,3,28,-7,48,28,48,20,48,20,49,17,49,4,49,8,14621,14628,14619,14622,14627,14614,14621,13,-1,1,14626,14617,14624,9,2,3,14629,14619,14627,10,5,3,14631,14617,14619,14,-3,-8,14624,14617,14623,7,1,2,14625,14618,14621,7,-1,-2,-12B,0.0,-9.0,1,-2.38,0,0.0,1,-2.38
2007-12-13 15:30:00+00:00,-146B,USD,2007-12-13 10:30:00,-127B,accurate,Low,Natural Gas Storage,-88B,accurate,50,-19.0,2007,4,12,3,59,-50,49,-21,49,-27,49,-23,49,-14,49,-3,49,-8,49,-7,49,6,14656,14658,14611,14612,14623,14609,14619,14,7,7,14622,14584,14592,38,-20,-28,14599,14589,14595,10,-17,3,14596,14574,14583,22,-29,-11,14594,14577,14590,17,-22,7,14602,14589,14601,13,-11,10,-88B,0.0,-19.0,2,-2.84,0,0.0,2,-2.84
2007-12-20 15:30:00+00:00,-121B,USD,2007-12-20 10:30:00,-133B,accurate,Low,Natural Gas Storage,-146B,accurate,51,12.0,2007,4,12,3,39,-9,25,15,25,13,25,13,31,23,31,20,31,20,31,21,31,22,14328,14330,14318,14324,14345,14323,14342,22,18,17,14344,14335,14337,9,13,-6,14347,14333,14344,14,20,6,14346,14335,14339,11,15,0,14343,14334,14340,9,16,0,14348,14336,14343,12,19,3,-146B,0.0,12.0,1,1.95,0,0.0,1,1.95
2007-12-28 15:30:00+00:00,-165B,USD,2007-12-28 10:30:00,-155B,accurate,Low,Natural Gas Storage,-121B,accurate,52,-10.0,2007,4,12,4,54,18,18,0,20,-11,26,4,26,-5,26,1,26,-5,26,-5,26,-1,14710,14716,14707,14710,14716,14708,14712,8,2,1,14716,14710,14713,6,3,1,14716,14709,14715,7,5,0,14716,14709,14711,7,1,-4,14715,14705,14709,10,-1,-2,14712,14698,14701,14,-9,-10,-121B,0.0,-10.0,1,-1.25,0,0.0,1,-1.25
2008-01-04 15:30:00+00:00,-87B,USD,2008-01-04 10:30:00,-110B,accurate,Low,Natural Gas Storage,-165B,accurate,1,23.0,2008,1,1,4,70,-42,21,7,38,20,38,21,38,11,42,0,42,4,42,8,42,11,14763,14766,14751,14762,14766,14756,14763,10,1,3,14771,14759,14769,12,7,6,14774,14762,14772,12,10,4,14777,14765,14772,12,10,0,14773,14764,14768,9,6,-3,14776,14766,14773,10,11,6,-165B,0.0,23.0,2,2.33,0,0.0,2,2.33
2008-01-10 15:30:00+00:00,-171B,USD,2008-01-10 10:30:00,-163B,accurate,Low,Natural Gas Storage,-87B,accurate,2,-8.0,2008,1,1,3,57,41,19,-5,27,-5,27,0,67,32,94,70,94,56,94,58,94,50,14738,14740,14726,14733,14746,14730,14737,16,4,-2,14744,14732,14735,12,2,0,14741,14730,14735,11,2,-2,14738,14727,14737,11,4,1,14739,14731,14734,8,1,-1,14741,14731,14734,10,1,0,-87B,0.0,-8.0,1,-0.89,0,0.0,1,-0.89
2008-01-17 15:30:00+00:00,-59B,USD,2008-01-17 10:30:00,-60B,accurate,Low,Natural Gas Storage,-171B,accurate,3,1.0,2008,1,1,3,64,-8,27,18,32,22,32,22,39,23,39,19,39,20,39,22,39,8,14663,14673,14650,14666,14679,14664,14673,15,7,7,14691,14670,14681,21,15,7,14686,14667,14680,19,14,1,14683,14667,14670,16,4,-8,14687,14669,14684,18,18,10,14689,14675,14686,14,20,2,-171B,0.0,1.0,0,0.11,0,0.0,0,0.11
2008-01-24 15:30:00+00:00,-155B,USD,2008-01-24 10:30:00,-159B,accurate,Low,Natural Gas Storage,-59B,accurate,4,4.0,2008,1,1,3,37,8,28,-4,36,-2,43,9,43,8,43,10,50,12,71,35,80,41,14718,14727,14712,14723,14724,14704,14709,20,-14,-15,14719,14703,14712,16,-11,2,14722,14709,14721,13,-2,6,14722,14707,14717,15,-6,0,14724,14709,14720,15,-3,3,14727,14699,14699,28,-24,-21,-59B,0.0,4.0,0,0.46,0,0.0,0,0.46
2008-01-31 15:30:00+00:00,-274B,USD,2008-01-31 10:30:00,-257B,accurate,Low,Natural Gas Storage,-155B,accurate,5,-17.0,2008,1,1,3,39,22,53,-22,55,-31,55,-7,55,-5,56,-8,56,0,57,0,64,10,14844,14850,14836,14848,14851,14838,14846,13,-2,-1,14849,14839,14843,10,-5,-3,14854,14830,14831,24,-17,-16,14845,14822,14825,23,-23,-6,14831,14819,14824,12,-24,0,14831,14801,14805,30,-43,-20,-155B,0.0,-17.0,1,-2.75,0,0.0,1,-2.75
2008-02-07 15:30:00+00:00,-200B,USD,2008-02-07 10:30:00,-187B,accurate,Low,Natural Gas Storage,-274B,accurate,6,-13.0,2008,1,2,3,39,5,43,-18,49,-34,63,-44,78,-47,78,-46,92,-75,105,-65,105,-71,14532,14538,14529,14537,14542,14532,14539,10,2,4,14541,14521,14524,20,-13,-15,14528,14517,14522,11,-15,-5,14526,14513,14517,13,-20,-3,14528,14514,14518,14,-19,2,14518,14499,14502,19,-35,-15,-274B,0.0,-13.0,1,-1.5,0,0.0,1,-1.5
2008-02-14 15:30:00+00:00,-120B,USD,2008-02-14 10:30:00,-117B,accurate,Low,Natural Gas Storage,-200B,accurate,7,-3.0,2008,1,2,3,44,35,24,2,43,6,46,14,46,17,46,14,46,17,46,18,46,24,14614,14617,14607,14614,14618,14601,14611,17,-3,-3,14623,14611,14616,12,2,4,14618,14608,14611,10,-3,-4,14618,14607,14615,11,1,6,14621,14612,14617,9,3,-2,14625,14613,14620,12,6,4,-200B,0.0,-3.0,0,-0.33,0,0.0,0,-0.33
2008-02-21 15:30:00+00:00,-172B,USD,2008-02-21 10:30:00,-174B,accurate,Low,Natural Gas Storage,-120B,accurate,8,2.0,2008,1,2,3,26,16,59,31,65,42,87,65,87,59,87,68,102,86,102,81,102,70,14742,14750,14737,14745,14749,14735,14739,14,-6,-7,14756,14736,14756,20,11,18,14773,14747,14768,26,23,13,14778,14764,14769,14,24,1,14781,14768,14777,13,32,7,14794,14773,14793,21,48,16,-120B,0.0,2.0,0,0.22,0,0.0,0,0.22
