datetime_gmt,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,forecast_error_diff,year,quarter,month,weekday,volatility_60_0_before,pips_agg_60_0_before,volatility_0_30_after,pips_agg_0_30_after,volatility_0_60_after,pips_agg_0_60_after,volatility_0_90_after,pips_agg_0_90_after,volatility_0_120_after,pips_agg_0_120_after,volatility_0_150_after,pips_agg_0_150_after,volatility_0_180_after,pips_agg_0_180_after,volatility_0_210_after,pips_agg_0_210_after,volatility_0_240_after,pips_agg_0_240_after,open_released,high_released,low_released,close_released,high_0_5_after,low_0_5_after,close_0_5_after,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,high_5_10_after,low_5_10_after,close_5_10_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,high_10_15_after,low_10_15_after,close_10_15_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,high_15_20_after,low_15_20_after,close_15_20_after,volatility_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,high_20_25_after,low_20_25_after,close_20_25_after,volatility_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,high_25_30_after,low_25_30_after,close_25_30_after,volatility_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,previous_value,previous_error_diff,total_error_diff,forecast_error_diff_outlier_class,forecast_error_diff_deviation,previous_error_diff_outlier_class,previous_error_diff_deviation,total_error_diff_outlier_class,total_error_diff_deviation
2007-11-07 20:00:00+00:00,3.7B,USD,2007-11-07 15:00:00,10.0B,worse,Low,Consumer Credit m/m,15.4B,better,45,-6.3,2007,4,11,2,17,-6,45,-13,51,-43,51,-27,51,-28,51,-41,56,-40,56,-42,56,-45,14670,14672,14665,14667,14669,14658,14660,11,-7,-6,14664,14655,14660,9,-7,0,14666,14658,14662,8,-5,1,14662,14649,14653,13,-14,-8,14656,14651,14654,5,-13,1,14655,14624,14635,31,-32,-18,12.2B,3.2,-3.0999999999999996,1,-1.31,1,2.57,1,-0.53
2007-12-07 20:00:00+00:00,4.7B,USD,2007-12-07 15:00:00,6.0B,worse,Low,Consumer Credit m/m,3.2B,worse,49,-1.3,2007,4,12,4,10,-2,10,1,12,0,12,2,13,2,13,1,13,1,13,1,13,1,14653,14656,14650,14653,14656,14648,14654,8,1,2,14654,14649,14651,5,-2,-1,14656,14651,14654,5,1,2,14658,14651,14654,7,1,0,14657,14652,14654,5,1,2,14658,14652,14654,6,1,1,3.7B,-0.5,-1.8,0,-0.23,1,-0.27,0,-0.3
2008-01-08 20:00:00+00:00,15.4B,USD,2008-01-08 15:00:00,7.5B,better,Low,Consumer Credit m/m,2.0B,worse,2,7.9,2008,1,1,1,16,-2,11,-1,12,5,15,-5,15,-2,15,-1,15,1,17,-1,17,-2,14710,14713,14705,14707,14710,14704,14708,6,1,1,14712,14705,14708,7,1,1,14710,14704,14708,6,1,0,14711,14703,14706,8,-1,-2,14709,14702,14706,7,-1,-1,14713,14703,14709,10,2,3,4.7B,-2.7,5.2,1,1.53,1,-1.45,0,0.87
2008-02-07 20:00:00+00:00,4.5B,USD,2008-02-07 15:00:00,7.2B,worse,Low,Consumer Credit m/m,17.1B,better,6,-2.7,2008,1,2,3,46,-18,19,3,23,15,35,22,35,23,43,35,44,36,44,25,44,18,14463,14465,14456,14458,14460,14453,14457,7,-1,0,14461,14454,14458,7,0,2,14459,14453,14458,6,0,0,14463,14456,14461,7,3,3,14467,14458,14458,9,0,-2,14472,14458,14469,14,11,9,15.4B,1.7,-1.0000000000000002,1,-0.51,0,0.7,0,-0.25
2008-03-07 20:00:00+00:00,6.9B,USD,2008-03-07 15:00:00,7.0B,accurate,Low,Consumer Credit m/m,3.7B,worse,10,-0.1,2008,1,3,4,26,8,11,1,11,-1,16,3,20,10,20,9,20,9,20,9,20,9,15346,15351,15344,15346,15349,15342,15346,7,0,1,15348,15342,15347,6,1,2,15350,15343,15345,7,-1,-1,15348,15341,15343,7,-3,-4,15351,15340,15346,11,0,2,15347,15343,15344,4,-2,-2,4.5B,-0.8,-0.9,0,-0.02,1,-0.34,0,-0.24
2008-04-07 19:00:00+00:00,5.2B,USD,2008-04-07 15:00:00,5.5B,worse,Low,Consumer Credit m/m,10.3B,better,15,-0.3,2008,2,4,0,19,13,12,-5,12,-6,12,-3,19,-1,24,-12,24,4,24,-4,24,-6,15703,15710,15703,15708,15711,15701,15703,10,-5,-6,15706,15701,15705,5,-3,2,15707,15699,15704,8,-4,-1,15708,15702,15705,6,-3,2,15706,15701,15704,5,-4,-1,15706,15701,15702,5,-6,-2,6.9B,3.4,3.1,0,-0.06,1,1.48,0,0.97
2008-05-07 19:00:00+00:00,15.3B,USD,2008-05-07 15:00:00,6.3B,better,Low,Consumer Credit m/m,6.5B,better,19,9.0,2008,2,5,2,17,7,10,-1,14,7,28,-8,28,-5,28,-8,28,-5,28,1,30,-13,15399,15404,15396,15397,15405,15396,15399,9,2,1,15404,15398,15399,6,2,0,15403,15397,15401,6,4,1,15403,15398,15400,5,3,0,15402,15395,15397,7,0,-3,15402,15395,15399,7,2,2,5.2B,1.3,10.3,1,2.17,0,0.55,1,3.37
2008-06-06 19:00:00+00:00,8.9B,USD,2008-06-06 15:00:00,7.3B,better,Low,Consumer Credit m/m,13.1B,worse,23,1.6,2008,2,6,4,27,17,21,-5,24,2,25,1,27,8,27,10,27,10,27,10,27,10,15768,15771,15758,15766,15768,15757,15762,11,-4,-3,15768,15760,15762,8,-4,-1,15764,15755,15759,9,-7,-4,15762,15751,15756,11,-10,-3,15762,15753,15760,9,-6,2,15772,15756,15770,16,4,10,15.3B,-2.2,-0.6000000000000001,0,0.3,1,-0.93,0,-0.13
2008-07-08 19:00:00+00:00,7.8B,USD,2008-07-08 15:00:00,7.5B,better,Low,Consumer Credit m/m,7.8B,worse,28,0.3,2008,3,7,1,20,-12,11,-3,15,-4,17,1,26,12,26,10,26,11,26,7,26,9,15660,15665,15651,15655,15657,15649,15651,8,-4,-3,15657,15649,15653,8,-2,3,15656,15647,15652,9,-3,-2,15655,15648,15652,7,-3,0,15653,15646,15650,7,-5,-2,15656,15648,15654,8,-1,3,8.9B,-1.1,-0.8,0,0.07,1,-0.5,0,-0.16
2008-08-07 19:00:00+00:00,14.3B,USD,2008-08-07 15:00:00,6.6B,better,Low,Consumer Credit m/m,8.1B,better,32,7.7,2008,3,8,3,19,0,11,2,20,1,31,-10,31,-4,31,-4,31,-3,31,1,31,5,15323,15326,15318,15322,15332,15322,15328,10,6,4,15333,15323,15330,10,8,2,15331,15324,15329,7,7,0,15331,15324,15329,7,7,0,15330,15322,15326,8,4,0,15331,15322,15328,9,6,2,7.8B,0.3,8.0,1,1.96,0,0.13,1,1.66
