actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name,open_released,high_released,low_released,close_released,high_5,low_5,close_5,volatility_5,direction_5,pips_agg_5,pips_candle_5,high_10,low_10,close_10,volatility_10,direction_10,pips_agg_10,pips_candle_10,high_15,low_15,close_15,volatility_15,direction_15,pips_agg_15,pips_candle_15,high_30,low_30,close_30,volatility_30,direction_30,pips_agg_30,pips_candle_30,high_60,low_60,close_60,volatility_60,direction_60,pips_agg_60,pips_candle_60,high_90,low_90,close_90,volatility_90,direction_90,pips_agg_90,pips_candle_90,high_120,low_120,close_120,volatility_120,direction_120,pips_agg_120,pips_candle_120,high_180,low_180,close_180,volatility_180,direction_180,pips_agg_180,pips_candle_180,high_240,low_240,close_240,volatility_240,direction_240,pips_agg_240,pips_candle_240
53.9,USD,2015-01-02 09:45:00,54.1,accurate,Low,Final Manufacturing PMI,53.7,accurate,1,2015-01-02 14:45:00+00:00,0.37,2015,1,1,Friday,12014,12018,12009,12016,12018,12010,12014,8,down,2,3,12021,12013,12019,8,up,3,5,12019,12014,12015,5,down,1,4,12032,12021,12021,11,up,5,7,12031,12024,12028,7,up,12,3,12032,12024,12026,8,down,10,1,12022,12014,12018,8,down,2,3,12009,12006,12008,3,down,8,2,12015,12014,12014,1,up,2,0
55.5,USD,2015-01-02 10:00:00,57.6,worse,High,ISM Manufacturing PMI,58.7,accurate,1,2015-01-02 15:00:00+00:00,3.65,2015,1,1,Friday,12019,12019,12014,12015,12029,12015,12015,14,down,0,0,12029,12013,12028,16,up,13,13,12032,12021,12021,11,down,6,7,12022,12018,12021,4,down,6,1,12032,12024,12031,8,up,16,5,12030,12025,12026,5,down,11,3,12014,12007,12014,7,down,1,3,12010,12007,12010,3,down,5,3,12012,12011,12012,1,up,3,0
-0.3%,USD,2015-01-02 10:00:00,0.4%,worse,Low,Construction Spending m/m,1.2%,accurate,1,2015-01-02 15:00:00+00:00,175.0,2015,1,1,Friday,12019,12019,12014,12015,12029,12015,12015,14,down,0,0,12029,12013,12028,16,up,13,13,12032,12021,12021,11,down,6,7,12022,12018,12021,4,down,6,1,12032,12024,12031,8,up,16,5,12030,12025,12026,5,down,11,3,12014,12007,12014,7,down,1,3,12010,12007,12010,3,down,5,3,12012,12011,12012,1,up,3,0
38.5,USD,2015-01-02 10:00:00,43.1,worse,Low,ISM Manufacturing Prices,44.5,accurate,1,2015-01-02 15:00:00+00:00,10.67,2015,1,1,Friday,12019,12019,12014,12015,12029,12015,12015,14,down,0,0,12029,12013,12028,16,up,13,13,12032,12021,12021,11,down,6,7,12022,12018,12021,4,down,6,1,12032,12024,12031,8,up,16,5,12030,12025,12026,5,down,11,3,12014,12007,12014,7,down,1,3,12010,12007,12010,3,down,5,3,12012,12011,12012,1,up,3,0
16.9M,USD,2015-01-05 00:00:00,16.9M,accurate,Low,Total Vehicle Sales,17.2M,accurate,2,2015-01-05 05:00:00+00:00,0.0,2015,1,1,Monday,11944,11944,11941,11941,11942,11939,11941,3,down,0,0,11943,11940,11943,3,up,2,2,11944,11941,11944,3,up,3,1,11943,11941,11942,2,down,1,1,11937,11933,11935,4,down,6,2,11938,11935,11935,3,down,6,1,11948,11943,11947,5,up,6,0,11959,11954,11957,5,up,16,3,11961,11955,11955,6,down,14,4
53.3,USD,2015-01-06 09:45:00,53.8,worse,Low,Final Services PMI,53.6,accurate,2,2015-01-06 14:45:00+00:00,0.93,2015,1,1,Tuesday,11896,11899,11894,11896,11906,11896,11904,10,up,8,8,11906,11901,11902,5,down,6,2,11908,11899,11905,9,up,9,3,11933,11923,11924,10,up,28,3,11914,11908,11913,6,down,17,1,11925,11921,11923,4,up,27,2,11939,11925,11939,14,up,43,12,11941,11936,11937,5,down,41,2,11928,11925,11925,3,down,29,1
56.2,USD,2015-01-06 10:00:00,58.2,worse,High,ISM Non-Manufacturing PMI,59.3,accurate,2,2015-01-06 15:00:00+00:00,3.44,2015,1,1,Tuesday,11902,11908,11899,11905,11925,11905,11915,20,up,10,10,11928,11914,11927,14,up,22,12,11933,11923,11924,10,down,19,3,11913,11908,11912,5,down,7,0,11920,11911,11919,9,up,14,7,11928,11922,11926,6,up,21,4,11940,11933,11937,7,up,32,2,11929,11921,11922,8,down,17,7,11934,11931,11933,3,up,28,1
-0.7%,USD,2015-01-06 10:00:00,-0.3%,worse,Medium,Factory Orders m/m,-0.7%,accurate,2,2015-01-06 15:00:00+00:00,133.33,2015,1,1,Tuesday,11902,11908,11899,11905,11925,11905,11915,20,up,10,10,11928,11914,11927,14,up,22,12,11933,11923,11924,10,down,19,3,11913,11908,11912,5,down,7,0,11920,11911,11919,9,up,14,7,11928,11922,11926,6,up,21,4,11940,11933,11937,7,up,32,2,11929,11921,11922,8,down,17,7,11934,11931,11933,3,up,28,1
241K,USD,2015-01-07 08:15:00,227K,better,High,ADP Non-Farm Employment Change,227K,better,2,2015-01-07 13:15:00+00:00,-6.17,2015,1,1,Wednesday,11832,11835,11830,11831,11838,11819,11820,19,down,11,10,11827,11819,11825,8,up,6,5,11828,11823,11826,5,up,5,1,11839,11830,11836,9,up,5,3,11824,11818,11820,6,down,11,3,11813,11808,11812,5,down,19,1,11830,11822,11825,8,up,6,1,11817,11808,11817,9,down,14,8,11826,11820,11823,6,up,8,2
-39.0B,USD,2015-01-07 08:30:00,-42.3B,better,High,Trade Balance,-42.2B,better,2,2015-01-07 13:30:00+00:00,-7.8,2015,1,1,Wednesday,11825,11828,11823,11826,11834,11820,11834,14,up,8,8,11836,11831,11833,5,down,7,1,11839,11830,11836,9,up,10,3,11835,11830,11830,5,down,4,4,11825,11816,11817,9,down,9,8,11822,11818,11819,4,up,7,1,11827,11821,11821,6,up,5,5,11815,11809,11810,6,down,16,1,11826,11823,11825,3,up,1,1
-3.1M,USD,2015-01-07 10:30:00,0.9M,accurate,Medium,Crude Oil Inventories,-1.8M,accurate,2,2015-01-07 15:30:00+00:00,444.44,2015,1,1,Wednesday,11826,11827,11821,11821,11822,11815,11816,7,down,5,5,11818,11812,11812,6,down,9,4,11814,11807,11809,7,down,12,3,11812,11802,11802,10,down,19,5,11815,11809,11810,6,up,11,1,11828,11819,11821,9,up,0,1,11826,11823,11825,3,up,4,1,11835,11834,11834,1,up,13,0,11840,11834,11837,6,up,16,3
294K,USD,2015-01-08 08:30:00,291K,accurate,High,Unemployment Claims,298K,accurate,2,2015-01-08 13:30:00+00:00,-1.03,2015,1,1,Thursday,11769,11774,11769,11771,11782,11771,11778,11,up,7,7,11778,11774,11776,4,down,5,2,11778,11774,11774,4,down,3,2,11789,11775,11787,14,up,16,12,11790,11785,11787,5,down,16,2,11799,11794,11798,5,up,27,4,11780,11774,11779,6,down,8,1,11803,11793,11803,10,up,32,8,11815,11809,11811,6,up,40,3
-131B,USD,2015-01-08 10:30:00,-120B,accurate,Low,Natural Gas Storage,-26B,accurate,2,2015-01-08 15:30:00+00:00,9.17,2015,1,1,Thursday,11780,11780,11774,11779,11782,11778,11780,4,up,1,1,11798,11780,11797,18,up,18,16,11797,11792,11793,5,down,14,4,11796,11788,11792,8,down,13,2,11803,11793,11803,10,up,24,8,11811,11807,11810,4,up,31,1,11815,11809,11811,6,up,32,3,11804,11802,11804,2,down,25,0,11788,11783,11786,5,down,7,3
14.1B,USD,2015-01-08 15:00:00,15.1B,worse,Low,Consumer Credit m/m,16.0B,better,2,2015-01-08 20:00:00+00:00,6.62,2015,1,1,Thursday,11786,11786,11783,11784,11786,11784,11784,2,down,0,0,11785,11783,11785,2,up,1,1,11786,11784,11786,2,up,2,1,11787,11785,11786,2,down,2,1,11790,11788,11788,2,up,4,2,11794,11793,11794,1,up,10,1,11796,11792,11792,4,down,8,4,11791,11788,11790,3,down,6,2,11794,11791,11792,3,up,8,1
252K,USD,2015-01-09 08:30:00,241K,better,High,Non-Farm Employment Change,353K,better,2,2015-01-09 13:30:00+00:00,-4.56,2015,1,1,Friday,11819,11832,11815,11815,11826,11774,11804,52,down,11,11,11812,11777,11779,35,down,36,25,11787,11764,11765,23,down,50,14,11795,11783,11788,12,up,27,4,11793,11781,11781,12,down,34,7,11783,11773,11783,10,up,32,8,11819,11811,11819,8,up,4,4,11836,11828,11829,8,up,14,7,11842,11837,11837,5,up,22,5
5.6%,USD,2015-01-09 08:30:00,5.7%,better,High,Unemployment Rate,5.8%,accurate,2,2015-01-09 13:30:00+00:00,1.75,2015,1,1,Friday,11819,11832,11815,11815,11826,11774,11804,52,down,11,11,11812,11777,11779,35,down,36,25,11787,11764,11765,23,down,50,14,11795,11783,11788,12,up,27,4,11793,11781,11781,12,down,34,7,11783,11773,11783,10,up,32,8,11819,11811,11819,8,up,4,4,11836,11828,11829,8,up,14,7,11842,11837,11837,5,up,22,5
-0.2%,USD,2015-01-09 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.2%,worse,2,2015-01-09 13:30:00+00:00,200.0,2015,1,1,Friday,11819,11832,11815,11815,11826,11774,11804,52,down,11,11,11812,11777,11779,35,down,36,25,11787,11764,11765,23,down,50,14,11795,11783,11788,12,up,27,4,11793,11781,11781,12,down,34,7,11783,11773,11783,10,up,32,8,11819,11811,11819,8,up,4,4,11836,11828,11829,8,up,14,7,11842,11837,11837,5,up,22,5
0.8%,USD,2015-01-09 10:00:00,0.4%,worse,Low,Final Wholesale Inventories m/m,0.6%,worse,2,2015-01-09 15:00:00+00:00,-100.0,2015,1,1,Friday,11775,11783,11773,11783,11797,11784,11797,13,up,14,13,11815,11795,11809,20,up,26,11,11813,11803,11805,10,down,22,4,11819,11811,11819,8,up,36,4,11835,11824,11832,11,up,49,3,11836,11828,11829,8,down,46,7,11838,11829,11829,9,down,46,5,11831,11829,11830,2,up,47,1,11840,11837,11838,3,up,55,0
